LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
E01000161,Barnet 015D,E02000038,Barnet 015,E09000003,Barnet,15.0,12.0,11.0,9.0,10.0,17.0,15.0,20.0,16.0,6.0,8.0
E01000162,Barnet 015E,E02000038,Barnet 015,E09000003,Barnet,9.0,9.0,12.0,20.0,6.0,13.0,17.0,16.0,7.0,12.0,8.0
E01000163,Barnet 022C,E02000045,Barnet 022,E09000003,Barnet,10.0,8.0,6.0,17.0,15.0,13.0,17.0,9.0,17.0,6.0,21.0
E01000164,Barnet 022D,E02000045,Barnet 022,E09000003,Barnet,28.0,12.0,26.0,20.0,6.0,9.0,12.0,10.0,10.0,16.0,18.0
E01000165,Barnet 022E,E02000045,Barnet 022,E09000003,Barnet,2.0,2.0,6.0,9.0,8.0,6.0,5.0,8.0,5.0,8.0,7.0
E01000166,Barnet 003A,E02000026,Barnet 003,E09000003,Barnet,11.0,9.0,7.0,4.0,5.0,11.0,6.0,6.0,17.0,8.0,7.0
E01000167,Barnet 002A,E02000025,Barnet 002,E09000003,Barnet,7.0,9.0,9.0,6.0,10.0,15.0,22.0,12.0,21.0,34.0,10.0
E01000168,Barnet 003B,E02000026,Barnet 003,E09000003,Barnet,6.0,3.0,4.0,1.0,2.0,4.0,5.0,4.0,3.0,0.0,1.0
E01000169,Barnet 003C,E02000026,Barnet 003,E09000003,Barnet,9.0,5.0,4.0,2.0,2.0,6.0,20.0,6.0,6.0,4.0,4.0
E01000170,Barnet 006A,E02000029,Barnet 006,E09000003,Barnet,20.0,7.0,10.0,4.0,6.0,12.0,10.0,6.0,14.0,20.0,14.0
E01000171,Barnet 006B,E02000029,Barnet 006,E09000003,Barnet,23.0,15.0,10.0,28.0,14.0,19.0,18.0,18.0,19.0,14.0,21.0
E01000172,Barnet 003D,E02000026,Barnet 003,E09000003,Barnet,6.0,4.0,8.0,9.0,7.0,6.0,1.0,1.0,5.0,2.0,0.0
E01000173,Barnet 006C,E02000029,Barnet 006,E09000003,Barnet,6.0,11.0,4.0,9.0,8.0,17.0,8.0,3.0,6.0,12.0,5.0
E01000174,Barnet 006D,E02000029,Barnet 006,E09000003,Barnet,18.0,14.0,11.0,9.0,9.0,17.0,8.0,13.0,13.0,10.0,8.0
E01000175,Barnet 006E,E02000029,Barnet 006,E09000003,Barnet,6.0,1.0,0.0,6.0,4.0,7.0,7.0,4.0,0.0,6.0,3.0
E01000176,Barnet 027A,E02000050,Barnet 027,E09000003,Barnet,11.0,12.0,6.0,9.0,9.0,7.0,11.0,6.0,9.0,18.0,8.0
E01000177,Barnet 029A,E02000052,Barnet 029,E09000003,Barnet,9.0,4.0,3.0,10.0,7.0,4.0,8.0,12.0,17.0,2.0,8.0
E01000178,Barnet 027B,E02000050,Barnet 027,E09000003,Barnet,6.0,5.0,8.0,4.0,7.0,11.0,6.0,12.0,3.0,8.0,10.0
E01000179,Barnet 029B,E02000052,Barnet 029,E09000003,Barnet,11.0,11.0,2.0,1.0,4.0,3.0,4.0,1.0,4.0,4.0,6.0
E01000180,Barnet 029C,E02000052,Barnet 029,E09000003,Barnet,5.0,6.0,6.0,6.0,8.0,7.0,7.0,5.0,6.0,2.0,4.0
E01000181,Barnet 029D,E02000052,Barnet 029,E09000003,Barnet,7.0,15.0,4.0,11.0,10.0,13.0,13.0,7.0,9.0,14.0,10.0
E01000182,Barnet 029E,E02000052,Barnet 029,E09000003,Barnet,5.0,6.0,5.0,7.0,17.0,8.0,10.0,10.0,9.0,10.0,10.0
E01000183,Barnet 033A,E02000056,Barnet 033,E09000003,Barnet,2.0,6.0,4.0,1.0,4.0,3.0,3.0,0.0,6.0,10.0,3.0
E01000184,Barnet 027C,E02000050,Barnet 027,E09000003,Barnet,20.0,13.0,7.0,15.0,14.0,16.0,9.0,11.0,26.0,0.0,8.0
E01000185,Barnet 029F,E02000052,Barnet 029,E09000003,Barnet,18.0,11.0,13.0,0.0,10.0,7.0,10.0,9.0,7.0,10.0,10.0
E01000186,Barnet 014A,E02000037,Barnet 014,E09000003,Barnet,3.0,3.0,4.0,3.0,2.0,0.0,3.0,5.0,3.0,0.0,1.0
E01000187,Barnet 014B,E02000037,Barnet 014,E09000003,Barnet,13.0,6.0,10.0,3.0,7.0,7.0,3.0,5.0,7.0,8.0,5.0
E01000188,Barnet 014C,E02000037,Barnet 014,E09000003,Barnet,9.0,7.0,5.0,10.0,11.0,9.0,8.0,5.0,12.0,4.0,10.0
E01000189,Barnet 014D,E02000037,Barnet 014,E09000003,Barnet,31.0,30.0,15.0,13.0,15.0,7.0,9.0,13.0,17.0,12.0,9.0
E01000190,Barnet 014E,E02000037,Barnet 014,E09000003,Barnet,6.0,3.0,5.0,6.0,12.0,4.0,3.0,7.0,4.0,4.0,10.0
E01000191,Barnet 014F,E02000037,Barnet 014,E09000003,Barnet,3.0,4.0,4.0,3.0,7.0,2.0,7.0,5.0,6.0,2.0,2.0
E01000192,Barnet 018A,E02000041,Barnet 018,E09000003,Barnet,24.0,18.0,13.0,15.0,20.0,22.0,13.0,17.0,16.0,12.0,13.0
E01000193,Barnet 018B,E02000041,Barnet 018,E09000003,Barnet,22.0,11.0,17.0,17.0,16.0,22.0,21.0,19.0,21.0,16.0,12.0
E01000194,Barnet 018C,E02000041,Barnet 018,E09000003,Barnet,26.0,12.0,11.0,12.0,19.0,26.0,17.0,20.0,30.0,34.0,14.0
E01000195,Barnet 013A,E02000036,Barnet 013,E09000003,Barnet,24.0,16.0,9.0,20.0,15.0,13.0,18.0,15.0,16.0,18.0,17.0
E01000196,Barnet 028A,E02000051,Barnet 028,E09000003,Barnet,16.0,15.0,8.0,12.0,14.0,16.0,10.0,13.0,18.0,16.0,12.0
E01000197,Barnet 023A,E02000046,Barnet 023,E09000003,Barnet,3.0,9.0,4.0,10.0,7.0,12.0,7.0,4.0,6.0,4.0,3.0
E01000198,Barnet 025A,E02000048,Barnet 025,E09000003,Barnet,14.0,5.0,7.0,6.0,7.0,6.0,1.0,5.0,7.0,6.0,7.0
E01000199,Barnet 025B,E02000048,Barnet 025,E09000003,Barnet,3.0,2.0,2.0,11.0,6.0,6.0,13.0,7.0,7.0,8.0,6.0
E01000200,Barnet 028B,E02000051,Barnet 028,E09000003,Barnet,6.0,6.0,7.0,9.0,4.0,6.0,5.0,10.0,4.0,0.0,5.0
E01000201,Barnet 028C,E02000051,Barnet 028,E09000003,Barnet,1.0,1.0,2.0,6.0,3.0,5.0,0.0,2.0,6.0,2.0,6.0
E01000202,Barnet 028D,E02000051,Barnet 028,E09000003,Barnet,2.0,3.0,2.0,9.0,7.0,4.0,0.0,4.0,3.0,2.0,1.0
E01000203,Barnet 028E,E02000051,Barnet 028,E09000003,Barnet,8.0,10.0,7.0,6.0,11.0,8.0,8.0,5.0,6.0,14.0,13.0
E01000204,Barnet 025C,E02000048,Barnet 025,E09000003,Barnet,10.0,4.0,2.0,8.0,10.0,6.0,4.0,5.0,6.0,6.0,6.0
E01000205,Barnet 035A,E02000058,Barnet 035,E09000003,Barnet,9.0,6.0,5.0,6.0,3.0,12.0,7.0,2.0,10.0,6.0,8.0
E01000206,Barnet 033B,E02000056,Barnet 033,E09000003,Barnet,9.0,13.0,9.0,7.0,11.0,4.0,2.0,4.0,1.0,4.0,6.0
E01000207,Barnet 033C,E02000056,Barnet 033,E09000003,Barnet,9.0,5.0,6.0,7.0,14.0,0.0,6.0,10.0,11.0,2.0,6.0
E01000208,Barnet 033D,E02000056,Barnet 033,E09000003,Barnet,6.0,3.0,2.0,5.0,8.0,2.0,1.0,4.0,7.0,0.0,3.0
E01000209,Barnet 035B,E02000058,Barnet 035,E09000003,Barnet,3.0,3.0,3.0,5.0,4.0,5.0,4.0,11.0,1.0,0.0,10.0
E01000210,Barnet 033E,E02000056,Barnet 033,E09000003,Barnet,8.0,5.0,3.0,7.0,6.0,11.0,7.0,13.0,6.0,4.0,3.0
E01000211,Barnet 035C,E02000058,Barnet 035,E09000003,Barnet,15.0,10.0,12.0,12.0,16.0,23.0,12.0,15.0,15.0,16.0,19.0
E01000212,Barnet 035D,E02000058,Barnet 035,E09000003,Barnet,5.0,5.0,4.0,3.0,0.0,6.0,5.0,7.0,1.0,2.0,8.0
E01000213,Barnet 033F,E02000056,Barnet 033,E09000003,Barnet,4.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,13.0,0.0,3.0
E01000214,Barnet 038E,E02000061,Barnet 038,E09000003,Barnet,5.0,7.0,7.0,2.0,4.0,6.0,2.0,5.0,5.0,12.0,6.0
E01000215,Barnet 037B,E02000060,Barnet 037,E09000003,Barnet,5.0,2.0,6.0,5.0,10.0,7.0,14.0,4.0,7.0,6.0,4.0
E01000216,Barnet 035E,E02000058,Barnet 035,E09000003,Barnet,4.0,10.0,4.0,1.0,4.0,8.0,2.0,2.0,3.0,6.0,5.0
E01000217,Barnet 035F,E02000058,Barnet 035,E09000003,Barnet,3.0,4.0,7.0,4.0,4.0,7.0,5.0,0.0,2.0,6.0,10.0
E01000218,Barnet 037C,E02000060,Barnet 037,E09000003,Barnet,13.0,9.0,5.0,3.0,5.0,6.0,7.0,8.0,2.0,16.0,10.0
E01000219,Barnet 037D,E02000060,Barnet 037,E09000003,Barnet,9.0,6.0,5.0,10.0,10.0,9.0,4.0,8.0,11.0,8.0,13.0
E01000220,Barnet 037E,E02000060,Barnet 037,E09000003,Barnet,6.0,6.0,4.0,4.0,4.0,6.0,7.0,2.0,3.0,8.0,7.0
E01000221,Barnet 039B,E02000062,Barnet 039,E09000003,Barnet,17.0,9.0,15.0,15.0,18.0,19.0,20.0,22.0,22.0,24.0,29.0
E01000222,Barnet 040C,E02000063,Barnet 040,E09000003,Barnet,14.0,12.0,6.0,10.0,5.0,14.0,13.0,7.0,5.0,12.0,10.0
E01000223,Barnet 039C,E02000062,Barnet 039,E09000003,Barnet,11.0,14.0,7.0,14.0,15.0,10.0,12.0,22.0,18.0,24.0,13.0
E01000224,Barnet 040D,E02000063,Barnet 040,E09000003,Barnet,5.0,4.0,9.0,6.0,4.0,5.0,4.0,8.0,5.0,4.0,3.0
E01000225,Barnet 037F,E02000060,Barnet 037,E09000003,Barnet,2.0,2.0,8.0,4.0,4.0,6.0,3.0,4.0,4.0,6.0,3.0
E01000226,Barnet 018D,E02000041,Barnet 018,E09000003,Barnet,16.0,11.0,11.0,14.0,10.0,13.0,8.0,3.0,15.0,12.0,9.0
E01000227,Barnet 018E,E02000041,Barnet 018,E09000003,Barnet,6.0,5.0,4.0,8.0,3.0,4.0,5.0,10.0,8.0,8.0,2.0
E01000228,Barnet 007A,E02000030,Barnet 007,E09000003,Barnet,14.0,13.0,8.0,7.0,10.0,12.0,12.0,1.0,7.0,18.0,10.0
E01000229,Barnet 013B,E02000036,Barnet 013,E09000003,Barnet,7.0,6.0,8.0,7.0,9.0,16.0,5.0,7.0,8.0,18.0,4.0
E01000230,Barnet 013C,E02000036,Barnet 013,E09000003,Barnet,6.0,11.0,3.0,6.0,9.0,6.0,4.0,3.0,4.0,2.0,3.0
E01000231,Barnet 013D,E02000036,Barnet 013,E09000003,Barnet,11.0,7.0,3.0,10.0,3.0,8.0,9.0,11.0,9.0,8.0,10.0
E01000232,Barnet 013E,E02000036,Barnet 013,E09000003,Barnet,7.0,17.0,8.0,8.0,14.0,8.0,3.0,7.0,7.0,0.0,7.0
E01000233,Barnet 013F,E02000036,Barnet 013,E09000003,Barnet,7.0,13.0,7.0,6.0,11.0,5.0,8.0,10.0,4.0,4.0,6.0
E01000234,Barnet 021D,E02000044,Barnet 021,E09000003,Barnet,8.0,5.0,10.0,1.0,5.0,5.0,6.0,3.0,5.0,2.0,5.0
E01000235,Barnet 021E,E02000044,Barnet 021,E09000003,Barnet,13.0,19.0,13.0,12.0,23.0,8.0,8.0,11.0,5.0,16.0,8.0
E01000236,Barnet 034A,E02000057,Barnet 034,E09000003,Barnet,11.0,3.0,5.0,5.0,5.0,3.0,7.0,5.0,7.0,12.0,4.0
E01000237,Barnet 032A,E02000055,Barnet 032,E09000003,Barnet,13.0,17.0,8.0,12.0,16.0,18.0,13.0,13.0,13.0,16.0,12.0
E01000238,Barnet 034B,E02000057,Barnet 034,E09000003,Barnet,7.0,4.0,7.0,13.0,12.0,8.0,7.0,3.0,9.0,6.0,4.0
E01000239,Barnet 031A,E02000054,Barnet 031,E09000003,Barnet,14.0,13.0,8.0,13.0,9.0,11.0,11.0,11.0,12.0,14.0,7.0
E01000240,Barnet 031B,E02000054,Barnet 031,E09000003,Barnet,9.0,12.0,9.0,7.0,10.0,9.0,6.0,5.0,9.0,10.0,7.0
E01000241,Barnet 031C,E02000054,Barnet 031,E09000003,Barnet,8.0,5.0,5.0,5.0,0.0,8.0,1.0,5.0,7.0,16.0,7.0
E01000242,Barnet 032B,E02000055,Barnet 032,E09000003,Barnet,9.0,6.0,10.0,15.0,7.0,11.0,4.0,7.0,4.0,2.0,5.0
E01000243,Barnet 032C,E02000055,Barnet 032,E09000003,Barnet,12.0,14.0,12.0,20.0,22.0,26.0,16.0,12.0,11.0,12.0,13.0
E01000244,Barnet 032D,E02000055,Barnet 032,E09000003,Barnet,24.0,3.0,9.0,9.0,9.0,7.0,9.0,9.0,8.0,16.0,16.0
E01000245,Barnet 032E,E02000055,Barnet 032,E09000003,Barnet,23.0,24.0,21.0,32.0,29.0,23.0,28.0,22.0,17.0,20.0,21.0
E01000246,Barnet 002B,E02000025,Barnet 002,E09000003,Barnet,4.0,3.0,3.0,7.0,4.0,4.0,3.0,1.0,5.0,8.0,5.0
E01000247,Barnet 002C,E02000025,Barnet 002,E09000003,Barnet,18.0,9.0,3.0,3.0,5.0,5.0,8.0,5.0,6.0,4.0,4.0
E01000248,Barnet 001A,E02000024,Barnet 001,E09000003,Barnet,8.0,10.0,16.0,9.0,8.0,12.0,9.0,13.0,5.0,14.0,13.0
E01000249,Barnet 001B,E02000024,Barnet 001,E09000003,Barnet,11.0,5.0,4.0,5.0,7.0,5.0,12.0,7.0,5.0,0.0,2.0
E01000250,Barnet 001C,E02000024,Barnet 001,E09000003,Barnet,23.0,29.0,21.0,28.0,26.0,36.0,30.0,20.0,22.0,12.0,19.0
E01000251,Barnet 002D,E02000025,Barnet 002,E09000003,Barnet,20.0,17.0,16.0,13.0,15.0,17.0,16.0,14.0,21.0,24.0,16.0
E01000252,Barnet 002E,E02000025,Barnet 002,E09000003,Barnet,10.0,7.0,5.0,5.0,7.0,5.0,15.0,5.0,11.0,14.0,3.0
E01000253,Barnet 007B,E02000030,Barnet 007,E09000003,Barnet,6.0,7.0,6.0,6.0,4.0,8.0,6.0,6.0,4.0,6.0,5.0
E01000254,Barnet 001D,E02000024,Barnet 001,E09000003,Barnet,7.0,9.0,7.0,10.0,8.0,8.0,4.0,6.0,11.0,12.0,5.0
E01000255,Barnet 017A,E02000040,Barnet 017,E09000003,Barnet,9.0,8.0,8.0,10.0,12.0,9.0,4.0,4.0,5.0,6.0,7.0
E01000256,Barnet 016A,E02000039,Barnet 016,E09000003,Barnet,13.0,2.0,13.0,8.0,6.0,3.0,5.0,14.0,6.0,2.0,3.0
E01000257,Barnet 017B,E02000040,Barnet 017,E09000003,Barnet,23.0,17.0,14.0,17.0,15.0,17.0,21.0,12.0,5.0,6.0,9.0
E01000258,Barnet 016B,E02000039,Barnet 016,E09000003,Barnet,4.0,6.0,14.0,11.0,16.0,8.0,8.0,2.0,8.0,6.0,4.0
E01000259,Barnet 025D,E02000048,Barnet 025,E09000003,Barnet,12.0,9.0,16.0,7.0,9.0,12.0,12.0,15.0,6.0,10.0,5.0
E01000260,Barnet 025E,E02000048,Barnet 025,E09000003,Barnet,14.0,13.0,11.0,9.0,12.0,7.0,6.0,16.0,12.0,10.0,16.0
E01000261,Barnet 017C,E02000040,Barnet 017,E09000003,Barnet,4.0,1.0,3.0,4.0,4.0,3.0,1.0,3.0,2.0,10.0,3.0
E01000262,Barnet 017D,E02000040,Barnet 017,E09000003,Barnet,10.0,4.0,2.0,9.0,7.0,13.0,7.0,10.0,6.0,8.0,14.0
E01000263,Barnet 016C,E02000039,Barnet 016,E09000003,Barnet,2.0,0.0,1.0,2.0,5.0,3.0,2.0,0.0,2.0,2.0,3.0
E01000264,Barnet 016D,E02000039,Barnet 016,E09000003,Barnet,15.0,14.0,18.0,16.0,20.0,11.0,15.0,17.0,23.0,32.0,8.0
E01000265,Barnet 011A,E02000034,Barnet 011,E09000003,Barnet,15.0,12.0,13.0,5.0,8.0,12.0,12.0,15.0,14.0,12.0,9.0
E01000266,Barnet 011B,E02000034,Barnet 011,E09000003,Barnet,8.0,9.0,4.0,5.0,2.0,7.0,2.0,5.0,1.0,4.0,4.0
E01000267,Barnet 005A,E02000028,Barnet 005,E09000003,Barnet,2.0,3.0,3.0,6.0,1.0,7.0,4.0,4.0,3.0,0.0,2.0
E01000268,Barnet 005B,E02000028,Barnet 005,E09000003,Barnet,18.0,21.0,13.0,16.0,17.0,19.0,20.0,8.0,6.0,8.0,13.0
E01000269,Barnet 005C,E02000028,Barnet 005,E09000003,Barnet,4.0,9.0,4.0,3.0,7.0,7.0,5.0,3.0,4.0,6.0,3.0
E01000270,Barnet 005D,E02000028,Barnet 005,E09000003,Barnet,11.0,5.0,8.0,2.0,5.0,7.0,1.0,2.0,4.0,2.0,5.0
E01000271,Barnet 008A,E02000031,Barnet 008,E09000003,Barnet,7.0,9.0,4.0,7.0,5.0,4.0,4.0,4.0,5.0,2.0,2.0
E01000272,Barnet 008B,E02000031,Barnet 008,E09000003,Barnet,4.0,9.0,7.0,6.0,5.0,1.0,5.0,3.0,5.0,4.0,1.0
E01000273,Barnet 008C,E02000031,Barnet 008,E09000003,Barnet,23.0,13.0,9.0,13.0,12.0,14.0,7.0,6.0,5.0,2.0,5.0
E01000274,Barnet 011C,E02000034,Barnet 011,E09000003,Barnet,13.0,15.0,7.0,8.0,10.0,3.0,14.0,8.0,8.0,14.0,5.0
E01000275,Barnet 012A,E02000035,Barnet 012,E09000003,Barnet,5.0,3.0,6.0,3.0,1.0,8.0,2.0,2.0,3.0,4.0,3.0
E01000276,Barnet 020A,E02000043,Barnet 020,E09000003,Barnet,2.0,4.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0
E01000277,Barnet 012B,E02000035,Barnet 012,E09000003,Barnet,8.0,2.0,6.0,4.0,7.0,5.0,5.0,8.0,4.0,6.0,12.0
E01000278,Barnet 020B,E02000043,Barnet 020,E09000003,Barnet,6.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,2.0,4.0,3.0
E01000279,Barnet 007C,E02000030,Barnet 007,E09000003,Barnet,7.0,2.0,1.0,2.0,5.0,6.0,13.0,10.0,3.0,0.0,3.0
E01000280,Barnet 007D,E02000030,Barnet 007,E09000003,Barnet,3.0,2.0,4.0,0.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0
E01000281,Barnet 008D,E02000031,Barnet 008,E09000003,Barnet,12.0,12.0,10.0,9.0,19.0,7.0,9.0,8.0,11.0,8.0,11.0
E01000282,Barnet 008E,E02000031,Barnet 008,E09000003,Barnet,7.0,11.0,3.0,4.0,6.0,3.0,7.0,8.0,4.0,8.0,6.0
E01000283,Barnet 012C,E02000035,Barnet 012,E09000003,Barnet,1.0,1.0,7.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0
E01000284,Barnet 012D,E02000035,Barnet 012,E09000003,Barnet,14.0,3.0,6.0,14.0,7.0,8.0,7.0,11.0,9.0,6.0,8.0
E01000285,Barnet 004A,E02000027,Barnet 004,E09000003,Barnet,3.0,7.0,2.0,7.0,8.0,4.0,8.0,8.0,6.0,6.0,4.0
E01000286,Barnet 007E,E02000030,Barnet 007,E09000003,Barnet,5.0,12.0,6.0,11.0,9.0,25.0,12.0,12.0,9.0,8.0,3.0
E01000287,Barnet 004B,E02000027,Barnet 004,E09000003,Barnet,10.0,22.0,18.0,22.0,13.0,11.0,10.0,7.0,10.0,18.0,6.0
E01000288,Barnet 004C,E02000027,Barnet 004,E09000003,Barnet,12.0,12.0,13.0,3.0,8.0,3.0,6.0,9.0,2.0,4.0,5.0
E01000289,Barnet 004D,E02000027,Barnet 004,E09000003,Barnet,32.0,20.0,29.0,25.0,20.0,19.0,23.0,7.0,18.0,16.0,12.0
E01000290,Barnet 007F,E02000030,Barnet 007,E09000003,Barnet,3.0,4.0,13.0,7.0,18.0,17.0,4.0,4.0,8.0,24.0,8.0
E01000291,Barnet 004E,E02000027,Barnet 004,E09000003,Barnet,12.0,29.0,25.0,19.0,15.0,15.0,12.0,9.0,10.0,12.0,5.0
E01000292,Barnet 001E,E02000024,Barnet 001,E09000003,Barnet,7.0,6.0,8.0,6.0,5.0,8.0,9.0,4.0,4.0,18.0,9.0
E01000293,Barnet 001F,E02000024,Barnet 001,E09000003,Barnet,10.0,11.0,5.0,21.0,26.0,5.0,9.0,9.0,8.0,10.0,3.0
E01000294,Barnet 004F,E02000027,Barnet 004,E09000003,Barnet,13.0,8.0,17.0,13.0,12.0,4.0,8.0,8.0,7.0,20.0,8.0
E01000295,Barnet 023B,E02000046,Barnet 023,E09000003,Barnet,6.0,3.0,2.0,4.0,4.0,3.0,16.0,6.0,36.0,6.0,7.0
E01000296,Barnet 023C,E02000046,Barnet 023,E09000003,Barnet,17.0,10.0,12.0,17.0,16.0,11.0,24.0,13.0,19.0,12.0,12.0
E01000297,Barnet 027D,E02000050,Barnet 027,E09000003,Barnet,8.0,4.0,6.0,3.0,10.0,8.0,9.0,9.0,4.0,0.0,7.0
E01000298,Barnet 023D,E02000046,Barnet 023,E09000003,Barnet,9.0,19.0,6.0,12.0,20.0,6.0,30.0,2.0,14.0,14.0,14.0
E01000299,Barnet 019A,E02000042,Barnet 019,E09000003,Barnet,22.0,21.0,23.0,13.0,14.0,19.0,12.0,21.0,24.0,26.0,5.0
E01000300,Barnet 019B,E02000042,Barnet 019,E09000003,Barnet,3.0,6.0,1.0,4.0,5.0,1.0,10.0,7.0,3.0,22.0,6.0
E01000301,Barnet 020C,E02000043,Barnet 020,E09000003,Barnet,2.0,2.0,2.0,10.0,5.0,0.0,5.0,1.0,3.0,4.0,3.0
E01000302,Barnet 019C,E02000042,Barnet 019,E09000003,Barnet,18.0,9.0,7.0,6.0,10.0,13.0,11.0,7.0,10.0,6.0,7.0
E01000303,Barnet 020D,E02000043,Barnet 020,E09000003,Barnet,1.0,1.0,2.0,1.0,3.0,6.0,2.0,1.0,3.0,4.0,1.0
E01000304,Barnet 020E,E02000043,Barnet 020,E09000003,Barnet,6.0,3.0,8.0,7.0,0.0,7.0,8.0,0.0,4.0,8.0,6.0
E01000305,Barnet 036B,E02000059,Barnet 036,E09000003,Barnet,12.0,12.0,24.0,20.0,23.0,15.0,28.0,17.0,13.0,26.0,20.0
E01000306,Barnet 036C,E02000059,Barnet 036,E09000003,Barnet,7.0,3.0,2.0,0.0,2.0,1.0,6.0,1.0,7.0,8.0,1.0
E01000307,Barnet 039D,E02000062,Barnet 039,E09000003,Barnet,20.0,20.0,13.0,25.0,28.0,26.0,25.0,22.0,28.0,30.0,27.0
E01000308,Barnet 036D,E02000059,Barnet 036,E09000003,Barnet,23.0,18.0,24.0,22.0,20.0,17.0,12.0,18.0,24.0,16.0,9.0
E01000309,Barnet 031D,E02000054,Barnet 031,E09000003,Barnet,13.0,2.0,10.0,5.0,8.0,6.0,7.0,10.0,14.0,18.0,12.0
E01000310,Barnet 034C,E02000057,Barnet 034,E09000003,Barnet,18.0,13.0,13.0,15.0,31.0,16.0,8.0,15.0,14.0,14.0,15.0
E01000311,Barnet 034D,E02000057,Barnet 034,E09000003,Barnet,4.0,3.0,3.0,4.0,5.0,3.0,6.0,6.0,3.0,4.0,6.0
E01000312,Barnet 036E,E02000059,Barnet 036,E09000003,Barnet,10.0,7.0,11.0,6.0,15.0,5.0,11.0,9.0,10.0,6.0,9.0
E01000313,Barnet 036F,E02000059,Barnet 036,E09000003,Barnet,16.0,10.0,9.0,6.0,14.0,11.0,13.0,11.0,18.0,16.0,16.0
E01000314,Barnet 032F,E02000055,Barnet 032,E09000003,Barnet,9.0,13.0,9.0,10.0,17.0,13.0,10.0,7.0,12.0,16.0,12.0
E01000315,Barnet 022F,E02000045,Barnet 022,E09000003,Barnet,21.0,12.0,11.0,16.0,14.0,12.0,15.0,12.0,24.0,30.0,5.0
E01000316,Barnet 027E,E02000050,Barnet 027,E09000003,Barnet,35.0,26.0,24.0,15.0,21.0,15.0,25.0,17.0,32.0,24.0,14.0
E01000317,Barnet 019D,E02000042,Barnet 019,E09000003,Barnet,7.0,12.0,3.0,2.0,5.0,6.0,7.0,8.0,3.0,8.0,8.0
E01000318,Barnet 019E,E02000042,Barnet 019,E09000003,Barnet,15.0,15.0,6.0,6.0,9.0,11.0,9.0,3.0,25.0,4.0,6.0
E01000319,Barnet 027F,E02000050,Barnet 027,E09000003,Barnet,12.0,2.0,4.0,4.0,3.0,6.0,7.0,4.0,10.0,4.0,2.0
E01000320,Barnet 011D,E02000034,Barnet 011,E09000003,Barnet,5.0,8.0,3.0,4.0,7.0,11.0,6.0,10.0,5.0,0.0,4.0
E01000321,Barnet 012E,E02000035,Barnet 012,E09000003,Barnet,9.0,9.0,6.0,10.0,7.0,11.0,4.0,10.0,14.0,12.0,11.0
E01000322,Barnet 011E,E02000034,Barnet 011,E09000003,Barnet,13.0,5.0,7.0,14.0,8.0,9.0,6.0,9.0,14.0,22.0,8.0
E01000323,Barnet 019F,E02000042,Barnet 019,E09000003,Barnet,23.0,16.0,21.0,27.0,11.0,25.0,32.0,19.0,33.0,54.0,20.0
E01000324,Barnet 015F,E02000038,Barnet 015,E09000003,Barnet,10.0,9.0,5.0,9.0,9.0,5.0,9.0,4.0,5.0,10.0,2.0
E01000325,Bexley 014A,E02000078,Bexley 014,E09000004,Bexley,6.0,10.0,9.0,4.0,10.0,4.0,3.0,8.0,3.0,8.0,10.0
E01000326,Bexley 014B,E02000078,Bexley 014,E09000004,Bexley,13.0,9.0,15.0,19.0,13.0,6.0,18.0,8.0,5.0,10.0,13.0
E01000327,Bexley 017A,E02000081,Bexley 017,E09000004,Bexley,2.0,9.0,4.0,3.0,4.0,4.0,12.0,7.0,5.0,18.0,3.0
E01000328,Bexley 017B,E02000081,Bexley 017,E09000004,Bexley,13.0,20.0,15.0,16.0,18.0,18.0,36.0,23.0,22.0,14.0,12.0
E01000329,Bexley 017C,E02000081,Bexley 017,E09000004,Bexley,9.0,9.0,11.0,4.0,11.0,9.0,10.0,11.0,8.0,12.0,11.0
E01000330,Bexley 017D,E02000081,Bexley 017,E09000004,Bexley,23.0,13.0,17.0,18.0,26.0,29.0,12.0,11.0,19.0,8.0,38.0
E01000331,Bexley 017E,E02000081,Bexley 017,E09000004,Bexley,8.0,10.0,7.0,10.0,15.0,9.0,14.0,12.0,12.0,32.0,11.0
E01000332,Bexley 005A,E02000069,Bexley 005,E09000004,Bexley,15.0,11.0,7.0,4.0,7.0,6.0,19.0,16.0,8.0,4.0,8.0
E01000333,Bexley 003A,E02000067,Bexley 003,E09000004,Bexley,23.0,15.0,26.0,19.0,6.0,17.0,17.0,20.0,29.0,26.0,23.0
E01000334,Bexley 006A,E02000070,Bexley 006,E09000004,Bexley,3.0,5.0,3.0,2.0,2.0,8.0,8.0,10.0,5.0,6.0,7.0
E01000335,Bexley 003B,E02000067,Bexley 003,E09000004,Bexley,30.0,16.0,20.0,17.0,20.0,26.0,27.0,19.0,26.0,20.0,21.0
E01000336,Bexley 003C,E02000067,Bexley 003,E09000004,Bexley,28.0,21.0,11.0,18.0,15.0,16.0,23.0,22.0,18.0,6.0,24.0
