LSOA11CD,LSOA11NM,LSOA21CD,LSOA21NM,CHGIND,LAD22CD,LAD22NM,TotalRes11,TotalRes21,sqkm21
E01001597,Greenwich 031A,E01001597,Greenwich 031A,U,E09000011,Greenwich,1560,1556,0.32423
E01001598,Greenwich 031B,E01001598,Greenwich 031B,U,E09000011,Greenwich,1587,1609,0.46522
E01001599,Greenwich 032B,E01001599,Greenwich 032B,U,E09000011,Greenwich,1701,1677,0.45421
E01001600,Greenwich 032C,E01001600,Greenwich 032C,U,E09000011,Greenwich,1561,1509,0.30303
E01001601,Greenwich 032D,E01001601,Greenwich 032D,U,E09000011,Greenwich,1561,1507,0.24179
E01001602,Greenwich 031C,E01001602,Greenwich 031C,U,E09000011,Greenwich,1873,2126,0.25696
E01001603,Greenwich 031D,E01001603,Greenwich 031D,U,E09000011,Greenwich,1655,1756,0.21052
E01001604,Greenwich 027A,E01001604,Greenwich 027A,U,E09000011,Greenwich,1440,1549,0.23723
E01001605,Greenwich 023A,E01001605,Greenwich 023A,U,E09000011,Greenwich,1584,1520,0.66129
E01001606,Greenwich 023B,E01001606,Greenwich 023B,U,E09000011,Greenwich,1637,1627,0.21089
E01001442,Enfield 002A,E01001442,Enfield 002A,U,E09000010,Enfield,1684,1732,0.11518
E01001553,Enfield 037B,E01001553,Enfield 037B,U,E09000010,Enfield,1597,1753,0.20045
E01001554,Enfield 037C,E01001554,Enfield 037C,U,E09000010,Enfield,1791,1798,0.12061
E01001555,Enfield 033C,E01001555,Enfield 033C,U,E09000010,Enfield,1783,2234,0.13991
E01001556,Enfield 035E,E01001556,Enfield 035E,U,E09000010,Enfield,1579,1590,0.2171
E01001557,Enfield 033D,E01001557,Enfield 033D,U,E09000010,Enfield,1586,1715,0.12875
E01001558,Enfield 033E,E01001558,Enfield 033E,U,E09000010,Enfield,1613,2063,0.14902
E01001559,Enfield 033F,E01001559,Enfield 033F,U,E09000010,Enfield,2051,2129,0.92221
E01001444,Enfield 001A,E01001444,Enfield 001A,U,E09000010,Enfield,1676,1908,0.3472
E01001445,Enfield 003B,E01001445,Enfield 003B,U,E09000010,Enfield,2284,2799,1.41373
E01001446,Enfield 001B,E01001446,Enfield 001B,U,E09000010,Enfield,1817,1858,0.18071
E01001447,Enfield 003C,E01001447,Enfield 003C,U,E09000010,Enfield,1936,1991,0.18655
E01001448,Enfield 003D,E01001448,Enfield 003D,U,E09000010,Enfield,1831,1982,0.15745
E01001449,Enfield 003E,E01001449,Enfield 003E,U,E09000010,Enfield,1635,1643,0.23553
E01001450,Enfield 015C,E01001450,Enfield 015C,U,E09000010,Enfield,1878,2378,0.35758
E01001451,Enfield 017A,E01001451,Enfield 017A,U,E09000010,Enfield,1641,1664,0.61955
E01001452,Enfield 017B,E01001452,Enfield 017B,U,E09000010,Enfield,1356,1373,0.63865
E01001453,Enfield 017C,E01001453,Enfield 017C,U,E09000010,Enfield,1677,1660,0.51382
E01001454,Enfield 017D,E01001454,Enfield 017D,U,E09000010,Enfield,1633,1701,0.38702
E01001455,Enfield 021F,E01001455,Enfield 021F,U,E09000010,Enfield,1491,1456,0.23799
E01001301,Ealing 039B,E01001301,Ealing 039B,U,E09000009,Ealing,1782,1886,0.25115
E01001302,Ealing 039C,E01001302,Ealing 039C,U,E09000009,Ealing,1621,1602,0.33686
E01001303,Ealing 032A,E01001303,Ealing 032A,U,E09000009,Ealing,1639,1725,0.16083
E01001459,Enfield 024A,E01001459,Enfield 024A,U,E09000010,Enfield,1675,1720,0.21668
E01001460,Enfield 024B,E01001460,Enfield 024B,U,E09000010,Enfield,1711,2113,0.12265
E01001461,Enfield 027D,E01001461,Enfield 027D,U,E09000010,Enfield,1716,1576,0.28933
E01001462,Enfield 024C,E01001462,Enfield 024C,U,E09000010,Enfield,1339,1455,0.10913
E01001463,Enfield 031A,E01001463,Enfield 031A,U,E09000010,Enfield,1573,1560,0.26189
E01001464,Enfield 027E,E01001464,Enfield 027E,U,E09000010,Enfield,1330,1315,0.20172
E01001465,Enfield 031B,E01001465,Enfield 031B,U,E09000010,Enfield,1505,1561,0.2283
E01001466,Enfield 031C,E01001466,Enfield 031C,U,E09000010,Enfield,1795,1996,0.09879
E01001467,Enfield 031D,E01001467,Enfield 031D,U,E09000010,Enfield,1874,1999,0.10547
E01001468,Enfield 010B,E01001468,Enfield 010B,U,E09000010,Enfield,1339,1416,0.78436
E01001469,Enfield 008A,E01001469,Enfield 008A,U,E09000010,Enfield,1645,1767,0.22471
E01001470,Enfield 013B,E01001470,Enfield 013B,U,E09000010,Enfield,1598,1649,1.89671
E01001471,Enfield 010C,E01001471,Enfield 010C,U,E09000010,Enfield,1737,1908,0.36519
E01001472,Enfield 010D,E01001472,Enfield 010D,U,E09000010,Enfield,1682,1653,0.25063
E01001473,Enfield 013C,E01001473,Enfield 013C,U,E09000010,Enfield,1534,1596,0.84265
E01001474,Enfield 010E,E01001474,Enfield 010E,U,E09000010,Enfield,1767,1898,0.38597
E01001475,Enfield 013D,E01001475,Enfield 013D,U,E09000010,Enfield,1704,1803,0.33748
E01001476,Enfield 018A,E01001476,Enfield 018A,U,E09000010,Enfield,1666,1751,0.20234
E01001477,Enfield 018B,E01001477,Enfield 018B,U,E09000010,Enfield,1850,1979,1.13081
E01001478,Enfield 016B,E01001478,Enfield 016B,U,E09000010,Enfield,1538,1658,0.31779
E01001479,Enfield 023A,E01001479,Enfield 023A,U,E09000010,Enfield,1730,1793,0.24469
E01001480,Enfield 024D,E01001480,Enfield 024D,U,E09000010,Enfield,1549,1588,0.19738
E01001481,Enfield 018C,E01001481,Enfield 018C,U,E09000010,Enfield,1647,1796,0.17184
E01001482,Enfield 023B,E01001482,Enfield 023B,U,E09000010,Enfield,1854,1923,0.1764
E01001483,Enfield 025A,E01001483,Enfield 025A,U,E09000010,Enfield,1150,1187,1.14697
E01001484,Enfield 016C,E01001484,Enfield 016C,U,E09000010,Enfield,1371,1414,0.32932
E01001485,Enfield 025B,E01001485,Enfield 025B,U,E09000010,Enfield,1815,1858,0.12635
E01001486,Enfield 025C,E01001486,Enfield 025C,U,E09000010,Enfield,2106,2148,0.18066
E01001487,Enfield 023C,E01001487,Enfield 023C,U,E09000010,Enfield,1949,1941,0.1295
E01001488,Enfield 024E,E01001488,Enfield 024E,U,E09000010,Enfield,1883,1979,0.13146
E01001489,Enfield 023D,E01001489,Enfield 023D,U,E09000010,Enfield,1803,1888,0.17826
E01001491,Enfield 023E,E01001491,Enfield 023E,U,E09000010,Enfield,1976,1950,0.14822
E01001492,Enfield 025E,E01001492,Enfield 025E,U,E09000010,Enfield,1930,2038,0.15345
E01001493,Enfield 026B,E01001493,Enfield 026B,U,E09000010,Enfield,1773,1911,0.2329
E01001494,Enfield 026C,E01001494,Enfield 026C,U,E09000010,Enfield,1520,1477,0.16227
E01001495,Enfield 029A,E01001495,Enfield 029A,U,E09000010,Enfield,1715,1846,0.15422
E01001496,Enfield 026D,E01001496,Enfield 026D,U,E09000010,Enfield,1705,1901,0.26149
E01001497,Enfield 031E,E01001497,Enfield 031E,U,E09000010,Enfield,1476,1457,0.2032
E01001498,Enfield 029B,E01001498,Enfield 029B,U,E09000010,Enfield,1946,1837,0.1906
E01001499,Enfield 031F,E01001499,Enfield 031F,U,E09000010,Enfield,1650,1540,0.20834
E01001500,Enfield 035D,E01001500,Enfield 035D,U,E09000010,Enfield,1527,1589,0.22458
E01001501,Enfield 036E,E01001501,Enfield 036E,U,E09000010,Enfield,1850,2220,0.30322
E01001502,Enfield 018D,E01001502,Enfield 018D,U,E09000010,Enfield,1872,1954,0.28073
E01001503,Enfield 018E,E01001503,Enfield 018E,U,E09000010,Enfield,1844,1888,0.17039
E01001504,Enfield 012B,E01001504,Enfield 012B,U,E09000010,Enfield,1549,2139,0.18155
E01001505,Enfield 012C,E01001505,Enfield 012C,U,E09000010,Enfield,1727,1959,0.19452
E01001507,Enfield 012D,E01001507,Enfield 012D,U,E09000010,Enfield,1870,2583,0.26787
E01001354,Ealing 027E,E01001354,Ealing 027E,U,E09000009,Ealing,1840,2056,0.27052
E01001355,Ealing 033B,E01001355,Ealing 033B,U,E09000009,Ealing,1664,1957,0.14641
E01001356,Ealing 033C,E01001356,Ealing 033C,U,E09000009,Ealing,1969,1495,0.08365
E01001357,Ealing 033D,E01001357,Ealing 033D,U,E09000009,Ealing,1141,2750,0.11138
E01001358,Ealing 033E,E01001358,Ealing 033E,U,E09000009,Ealing,1602,1990,0.25932
E01001359,Ealing 026A,E01001359,Ealing 026A,U,E09000009,Ealing,2201,2464,0.13295
E01001360,Ealing 026B,E01001360,Ealing 026B,U,E09000009,Ealing,1923,2213,0.14053
E01001361,Ealing 023E,E01001361,Ealing 023E,U,E09000009,Ealing,1802,2276,0.38703
E01001362,Ealing 026C,E01001362,Ealing 026C,U,E09000009,Ealing,1935,2624,0.24393
E01001363,Ealing 026D,E01001363,Ealing 026D,U,E09000009,Ealing,1685,1994,0.13535
E01001364,Ealing 026E,E01001364,Ealing 026E,U,E09000009,Ealing,1676,1834,0.11872
E01001365,Ealing 026F,E01001365,Ealing 026F,U,E09000009,Ealing,2217,2577,0.46392
E01001366,Ealing 037A,E01001366,Ealing 044C,U,E09000009,Ealing,1923,2050,0.17044
E01001367,Ealing 037B,E01001367,Ealing 043B,U,E09000009,Ealing,1764,2710,0.2034
E01001368,Ealing 037C,E01001368,Ealing 044D,U,E09000009,Ealing,1723,1764,0.12865
E01001369,Ealing 038D,E01001369,Ealing 038D,U,E09000009,Ealing,1846,2064,0.15002
E01001370,Ealing 037D,E01001370,Ealing 044A,U,E09000009,Ealing,1980,2172,0.44846
E01001371,Ealing 037E,E01001371,Ealing 044B,U,E09000009,Ealing,2081,2309,0.20255
E01001372,Ealing 037F,E01001372,Ealing 043C,U,E09000009,Ealing,1763,2555,0.12857
E01001373,Ealing 037G,E01001373,Ealing 043A,U,E09000009,Ealing,1499,2078,0.15334
E01001374,Ealing 040A,E01001374,Ealing 040A,U,E09000009,Ealing,1798,1945,0.12982
E01001375,Ealing 034A,E01001375,Ealing 034A,U,E09000009,Ealing,1665,1698,0.13831
E01001376,Ealing 040B,E01001376,Ealing 040B,U,E09000009,Ealing,1579,1707,0.15541
E01001377,Ealing 034B,E01001377,Ealing 034B,U,E09000009,Ealing,1770,1637,0.19063
E01001379,Ealing 034C,E01001379,Ealing 034C,U,E09000009,Ealing,1679,1736,0.13333
E01001380,Ealing 040C,E01001380,Ealing 040C,U,E09000009,Ealing,1759,2306,0.17568
E01001381,Ealing 034D,E01001381,Ealing 034D,U,E09000009,Ealing,1649,1877,0.28538
E01001382,Ealing 032B,E01001382,Ealing 032B,U,E09000009,Ealing,1566,1481,0.20406
E01001383,Ealing 028D,E01001383,Ealing 028D,U,E09000009,Ealing,1791,1755,0.11568
E01001384,Ealing 032C,E01001384,Ealing 032C,U,E09000009,Ealing,1645,1748,0.1089
E01001385,Ealing 032D,E01001385,Ealing 032D,U,E09000009,Ealing,1682,1678,0.16016
E01001386,Ealing 031F,E01001386,Ealing 031F,U,E09000009,Ealing,1793,1798,0.30839
E01001387,Ealing 032E,E01001387,Ealing 032E,U,E09000009,Ealing,1546,1535,0.25136
E01001388,Ealing 028E,E01001388,Ealing 028E,U,E09000009,Ealing,1640,1445,0.17814
E01001389,Ealing 028F,E01001389,Ealing 028F,U,E09000009,Ealing,1667,1827,0.13955
E01001390,Enfield 036A,E01001390,Enfield 036A,U,E09000010,Enfield,1971,1817,0.15361
E01001391,Enfield 036B,E01001391,Enfield 036B,U,E09000010,Enfield,1564,1781,0.13246
E01001392,Enfield 032A,E01001392,Enfield 032A,U,E09000010,Enfield,1824,1866,0.16027
E01001393,Enfield 036C,E01001393,Enfield 036C,U,E09000010,Enfield,2112,1970,0.17948
E01001394,Enfield 035A,E01001394,Enfield 035A,U,E09000010,Enfield,1653,1997,0.17251
E01001395,Enfield 035B,E01001395,Enfield 035B,U,E09000010,Enfield,1590,1633,0.2398
E01001396,Enfield 036D,E01001396,Enfield 036D,U,E09000010,Enfield,1413,1461,0.14804
E01001397,Enfield 035C,E01001397,Enfield 035C,U,E09000010,Enfield,1924,2164,0.29889
E01001398,Enfield 021A,E01001398,Enfield 021A,U,E09000010,Enfield,1392,1341,0.17475
E01001399,Enfield 021B,E01001399,Enfield 021B,U,E09000010,Enfield,1437,1482,0.24266
E01001400,Enfield 021C,E01001400,Enfield 021C,U,E09000010,Enfield,1543,1562,0.24387
E01001401,Enfield 016A,E01001401,Enfield 016A,U,E09000010,Enfield,1323,1389,0.14752
E01001402,Enfield 021D,E01001402,Enfield 021D,U,E09000010,Enfield,1833,1852,0.35083
E01001403,Enfield 021E,E01001403,Enfield 021E,U,E09000010,Enfield,1602,1705,0.37006
E01001404,Enfield 026A,E01001404,Enfield 026A,U,E09000010,Enfield,1473,1480,0.5169
E01001671,Greenwich 033B,E01001671,Greenwich 033B,U,E09000011,Greenwich,1578,1670,0.19555
E01001672,Greenwich 006A,E01001672,Greenwich 006A,U,E09000011,Greenwich,2049,1933,0.36029
E01001673,Greenwich 006B,E01001673,Greenwich 006B,U,E09000011,Greenwich,1892,2403,0.17459
E01001674,Greenwich 006C,E01001674,Greenwich 006C,U,E09000011,Greenwich,1973,2195,0.21434
E01001675,Greenwich 006D,E01001675,Greenwich 006D,U,E09000011,Greenwich,1980,2370,0.15521
E01001458,Enfield 037A,E01001458,Enfield 037A,U,E09000010,Enfield,1745,1786,0.16301
E01001257,Ealing 008A,E01001257,Ealing 008A,U,E09000009,Ealing,1783,2233,0.16476
E01001258,Ealing 010B,E01001258,Ealing 010B,U,E09000009,Ealing,1690,1874,0.21256
E01001259,Ealing 014B,E01001259,Ealing 014B,U,E09000009,Ealing,1457,1599,0.26089
E01001260,Ealing 012B,E01001260,Ealing 012B,U,E09000009,Ealing,1899,2039,0.26814
E01001261,Ealing 012C,E01001261,Ealing 012C,U,E09000009,Ealing,2178,2319,0.42986
E01001262,Ealing 010C,E01001262,Ealing 010C,U,E09000009,Ealing,1592,1620,0.25928
E01001263,Ealing 010D,E01001263,Ealing 010D,U,E09000009,Ealing,1672,1947,0.32819
E01001264,Ealing 010E,E01001264,Ealing 010E,U,E09000009,Ealing,1655,1821,0.30351
E01001265,Ealing 006A,E01001265,Ealing 006A,U,E09000009,Ealing,1692,1723,0.50115
E01001266,Ealing 006B,E01001266,Ealing 006B,U,E09000009,Ealing,1832,1833,0.73323
E01001267,Ealing 006C,E01001267,Ealing 006C,U,E09000009,Ealing,1953,2034,0.38369
E01001268,Ealing 012D,E01001268,Ealing 012D,U,E09000009,Ealing,1736,1963,0.30386
E01001269,Ealing 001A,E01001269,Ealing 001A,U,E09000009,Ealing,1983,2272,0.29119
E01001270,Ealing 004A,E01001270,Ealing 004A,U,E09000009,Ealing,1721,1760,0.28149
E01001271,Ealing 001B,E01001271,Ealing 001B,U,E09000009,Ealing,1804,1920,0.33915
E01001272,Ealing 006D,E01001272,Ealing 006D,U,E09000009,Ealing,1628,1720,0.54768
E01001273,Ealing 020F,E01001273,Ealing 041C,U,E09000009,Ealing,1623,1675,0.38899
E01001274,Ealing 020G,E01001274,Ealing 041E,U,E09000009,Ealing,1630,1611,0.26817
E01001275,Ealing 020H,E01001275,Ealing 041D,U,E09000009,Ealing,1901,1800,0.34897
E01001276,Ealing 011A,E01001276,Ealing 011A,U,E09000009,Ealing,1788,1778,0.3604
E01001277,Ealing 011B,E01001277,Ealing 011B,U,E09000009,Ealing,1844,2041,0.54241
E01001278,Ealing 011C,E01001278,Ealing 011C,U,E09000009,Ealing,1962,2081,0.45274
E01001279,Ealing 013C,E01001279,Ealing 013C,U,E09000009,Ealing,1473,1492,0.25286
E01001280,Ealing 011D,E01001280,Ealing 011D,U,E09000009,Ealing,1740,1816,0.37148
E01001281,Ealing 013D,E01001281,Ealing 013D,U,E09000009,Ealing,1600,1573,0.28776
E01001282,Ealing 016B,E01001282,Ealing 016B,U,E09000009,Ealing,1557,1619,0.1502
E01001283,Ealing 016C,E01001283,Ealing 016C,U,E09000009,Ealing,1595,1781,0.26075
E01001284,Ealing 022A,E01001284,Ealing 022A,U,E09000009,Ealing,1539,1720,0.47288
E01001285,Ealing 016D,E01001285,Ealing 016D,U,E09000009,Ealing,1690,1769,0.21317
E01001286,Ealing 016E,E01001286,Ealing 016E,U,E09000009,Ealing,1674,1669,0.21373
E01001287,Ealing 016F,E01001287,Ealing 016F,U,E09000009,Ealing,1437,1618,0.09219
E01001288,Ealing 022B,E01001288,Ealing 022B,U,E09000009,Ealing,1498,1476,0.17295
E01001289,Ealing 022C,E01001289,Ealing 022C,U,E09000009,Ealing,1383,1337,0.1253
E01001290,Ealing 022D,E01001290,Ealing 022D,U,E09000009,Ealing,1856,2050,0.50686
E01001291,Ealing 014C,E01001291,Ealing 014C,U,E09000009,Ealing,1642,1762,0.16565
E01001292,Ealing 014D,E01001292,Ealing 014D,U,E09000009,Ealing,1708,1675,0.18638
E01001293,Ealing 014E,E01001293,Ealing 014E,U,E09000009,Ealing,1598,1827,0.14576
E01001294,Ealing 017A,E01001294,Ealing 017A,U,E09000009,Ealing,1894,2029,0.29701
E01001295,Ealing 017B,E01001295,Ealing 017B,U,E09000009,Ealing,1826,1795,0.16008
E01001296,Ealing 017C,E01001296,Ealing 017C,U,E09000009,Ealing,1481,1439,0.15816
E01001297,Ealing 017D,E01001297,Ealing 017D,U,E09000009,Ealing,1814,1836,0.25043
E01001298,Ealing 017E,E01001298,Ealing 017E,U,E09000009,Ealing,1934,2110,0.17542
E01001299,Ealing 035B,E01001299,Ealing 035B,U,E09000009,Ealing,1833,1755,0.22813
E01001300,Ealing 039A,E01001300,Ealing 039A,U,E09000009,Ealing,1692,1615,0.13758
E01001727,Hackney 006C,E01001727,Hackney 006C,U,E09000012,Hackney,1920,1988,0.10669
E01001728,Hackney 029B,E01001728,Hackney 029B,U,E09000012,Hackney,2015,1979,0.09138
E01001729,Hackney 019A,E01001729,Hackney 019A,U,E09000012,Hackney,2021,1985,0.12763
E01001730,Hackney 019B,E01001730,Hackney 019B,U,E09000012,Hackney,1921,2767,0.13077
E01001731,Hackney 017A,E01001731,Hackney 017A,U,E09000012,Hackney,2300,2666,0.17351
E01001732,Hackney 019C,E01001732,Hackney 019C,U,E09000012,Hackney,1715,1900,0.06464
E01001733,Hackney 015A,E01001733,Hackney 015A,U,E09000012,Hackney,1822,1872,0.1453
E01001737,Hackney 012B,E01001737,Hackney 012B,U,E09000012,Hackney,1842,1768,0.10015
E01001795,Hackney 011D,E01001795,Hackney 011D,U,E09000012,Hackney,1464,1308,0.10139
E01002002,Haringey 031C,E01002002,Haringey 031C,U,E09000014,Haringey,1806,1691,0.65139
E01002003,Haringey 023C,E01002003,Haringey 023C,U,E09000014,Haringey,2160,2557,0.22184
E01002004,Haringey 023D,E01002004,Haringey 023D,U,E09000014,Haringey,1889,1810,0.11872
E01002005,Haringey 035A,E01002005,Haringey 035A,U,E09000014,Haringey,1688,1458,0.09387
E01002006,Haringey 035B,E01002006,Haringey 035B,U,E09000014,Haringey,1602,1537,0.11019
E01002007,Haringey 035C,E01002007,Haringey 035C,U,E09000014,Haringey,1676,1439,0.16778
E01002008,Haringey 030B,E01002008,Haringey 030B,U,E09000014,Haringey,1571,1341,0.64343
E01002009,Haringey 035D,E01002009,Haringey 035D,U,E09000014,Haringey,1719,1414,0.23724
E01002010,Haringey 030C,E01002010,Haringey 030C,U,E09000014,Haringey,1658,1597,0.59664
E01002011,Haringey 030D,E01002011,Haringey 030D,U,E09000014,Haringey,1718,1748,0.64898
E01002013,Haringey 022A,E01002013,Haringey 022A,U,E09000014,Haringey,1401,1361,0.12091
E01002014,Haringey 020B,E01002014,Haringey 020B,U,E09000014,Haringey,1719,1734,0.16969
E01002015,Haringey 020C,E01002015,Haringey 020C,U,E09000014,Haringey,1480,1425,0.12083
E01002016,Haringey 028A,E01002016,Haringey 028A,U,E09000014,Haringey,1959,1913,0.16898
E01002017,Haringey 028B,E01002017,Haringey 028B,U,E09000014,Haringey,1809,1571,0.13693
E01002018,Haringey 020D,E01002018,Haringey 020D,U,E09000014,Haringey,1420,1375,0.12151
E01002019,Haringey 022B,E01002019,Haringey 022B,U,E09000014,Haringey,1309,1370,0.25182
E01002020,Haringey 021A,E01002020,Haringey 021A,U,E09000014,Haringey,1564,1546,0.29285
E01002021,Haringey 022C,E01002021,Haringey 022C,U,E09000014,Haringey,1479,1429,0.18551
E01002022,Haringey 021B,E01002022,Haringey 021B,U,E09000014,Haringey,1921,2168,0.20425
E01002023,Haringey 021C,E01002023,Haringey 021C,U,E09000014,Haringey,1474,1369,0.16312
E01002024,Haringey 022D,E01002024,Haringey 022D,U,E09000014,Haringey,1320,1271,0.15503
E01002025,Haringey 021D,E01002025,Haringey 021D,U,E09000014,Haringey,1717,1476,0.39938
E01002026,Haringey 016A,E01002026,Haringey 016A,U,E09000014,Haringey,1619,1781,0.11773
E01002027,Haringey 010A,E01002027,Haringey 010A,U,E09000014,Haringey,1537,1430,0.11007
E01002028,Haringey 010B,E01002028,Haringey 010B,U,E09000014,Haringey,1767,1660,0.11991
E01002029,Haringey 016B,E01002029,Haringey 016B,U,E09000014,Haringey,1725,2109,0.23514
E01002030,Haringey 016C,E01002030,Haringey 016C,U,E09000014,Haringey,1640,1564,0.27855
E01002031,Haringey 016D,E01002031,Haringey 016D,U,E09000014,Haringey,1930,1869,0.14014
E01002032,Haringey 010C,E01002032,Haringey 010C,U,E09000014,Haringey,1813,1844,0.10529
E01002033,Haringey 010D,E01002033,Haringey 010D,U,E09000014,Haringey,1908,1802,0.12274
E01002034,Haringey 037A,E01002034,Haringey 037A,U,E09000014,Haringey,1859,2489,0.28264
E01002036,Haringey 002A,E01002036,Haringey 002A,U,E09000014,Haringey,1619,1864,0.17153
E01002037,Haringey 002B,E01002037,Haringey 002B,U,E09000014,Haringey,1832,1717,0.79609
E01002038,Haringey 037B,E01002038,Haringey 037B,U,E09000014,Haringey,1653,1795,0.13875
E01002039,Haringey 002C,E01002039,Haringey 002C,U,E09000014,Haringey,1610,1672,0.07558
E01002040,Haringey 002D,E01002040,Haringey 002D,U,E09000014,Haringey,2062,2267,0.148
E01002041,Haringey 037C,E01002041,Haringey 037C,U,E09000014,Haringey,1886,1867,0.12717
E01002042,Haringey 027A,E01002042,Haringey 027A,U,E09000014,Haringey,1459,1567,0.24145
E01002043,Haringey 026A,E01002043,Haringey 026A,U,E09000014,Haringey,2020,1810,0.10887
E01002044,Haringey 027B,E01002044,Haringey 027B,U,E09000014,Haringey,1729,1780,0.08929
E01002102,Haringey 007C,E01002102,Haringey 007C,U,E09000014,Haringey,1882,1927,0.3184
E01001847,Hackney 018B,E01001847,Hackney 018B,U,E09000012,Hackney,1129,1332,0.10566
E01001946,Hammersmith and Fulham 004D,E01001946,Hammersmith and Fulham 004D,U,E09000013,Hammersmith and Fulham,1633,1877,0.12353
E01001991,Haringey 017A,E01001991,Haringey 017A,U,E09000014,Haringey,1693,1660,0.1253
E01002052,Haringey 029C,E01002052,Haringey 029C,U,E09000014,Haringey,2020,2205,0.21398
E01001898,Hammersmith and Fulham 013C,E01001898,Hammersmith and Fulham 013C,U,E09000013,Hammersmith and Fulham,1591,2090,0.28641
E01002053,Haringey 032A,E01002053,Haringey 032A,U,E09000014,Haringey,1745,2025,0.14316
E01002054,Haringey 032B,E01002054,Haringey 032B,U,E09000014,Haringey,1732,1694,0.08304
E01002055,Haringey 029D,E01002055,Haringey 029D,U,E09000014,Haringey,1658,2103,0.09558
E01002056,Haringey 032C,E01002056,Haringey 032C,U,E09000014,Haringey,1964,2921,0.21199
E01002057,Haringey 032D,E01002057,Haringey 032D,U,E09000014,Haringey,1581,1794,0.15856
E01002058,Haringey 031D,E01002058,Haringey 031D,U,E09000014,Haringey,1690,1574,0.15453
E01002059,Haringey 028C,E01002059,Haringey 028C,U,E09000014,Haringey,1671,1562,0.23468
E01002060,Haringey 028D,E01002060,Haringey 028D,U,E09000014,Haringey,1759,1708,0.12561
E01002061,Haringey 036A,E01002061,Haringey 036A,U,E09000014,Haringey,1687,1544,0.16773
E01002062,Haringey 034D,E01002062,Haringey 034D,U,E09000014,Haringey,1874,1740,0.19838
E01002063,Haringey 036B,E01002063,Haringey 036B,U,E09000014,Haringey,1587,1502,0.14089
E01002064,Haringey 036C,E01002064,Haringey 036C,U,E09000014,Haringey,1514,1478,0.09344
E01002065,Haringey 036D,E01002065,Haringey 036D,U,E09000014,Haringey,1666,1596,0.1341
E01002066,Haringey 025A,E01002066,Haringey 025A,U,E09000014,Haringey,1843,2611,0.19698
E01002067,Haringey 024A,E01002067,Haringey 024A,U,E09000014,Haringey,1694,1741,0.14466
E01002068,Haringey 025B,E01002068,Haringey 025B,U,E09000014,Haringey,1822,2245,0.29733
E01002069,Haringey 024B,E01002069,Haringey 024B,U,E09000014,Haringey,1937,2048,0.15975
E01002070,Haringey 024C,E01002070,Haringey 024C,U,E09000014,Haringey,2038,2550,0.16179
E01002071,Haringey 025C,E01002071,Haringey 025C,U,E09000014,Haringey,1615,1780,0.10791
E01002072,Haringey 025D,E01002072,Haringey 025D,U,E09000014,Haringey,1868,1875,0.18168
E01002073,Haringey 024D,E01002073,Haringey 024D,U,E09000014,Haringey,1763,1647,0.1111
E01002074,Haringey 012A,E01002074,Haringey 012A,U,E09000014,Haringey,2122,2246,0.13263
E01002075,Haringey 015A,E01002075,Haringey 015A,U,E09000014,Haringey,1777,1972,0.37316
E01002076,Haringey 015B,E01002076,Haringey 015B,U,E09000014,Haringey,1888,1855,0.10859
E01002077,Haringey 012B,E01002077,Haringey 012B,U,E09000014,Haringey,2079,2269,0.1411
E01002078,Haringey 015C,E01002078,Haringey 015C,U,E09000014,Haringey,2194,2552,0.28249
E01002079,Haringey 012C,E01002079,Haringey 012C,U,E09000014,Haringey,1642,1809,0.10506
E01002081,Haringey 012D,E01002081,Haringey 012D,U,E09000014,Haringey,1769,1930,0.13906
E01002082,Haringey 013A,E01002082,Haringey 013A,U,E09000014,Haringey,1508,1418,0.19246
E01002083,Haringey 019A,E01002083,Haringey 019A,U,E09000014,Haringey,1440,1393,0.15385
E01002084,Haringey 019B,E01002084,Haringey 019B,U,E09000014,Haringey,1623,1763,0.30536
E01002085,Haringey 019C,E01002085,Haringey 019C,U,E09000014,Haringey,2168,2173,0.13059
E01002086,Haringey 013B,E01002086,Haringey 013B,U,E09000014,Haringey,1646,1497,0.24476
E01002087,Haringey 019D,E01002087,Haringey 019D,U,E09000014,Haringey,1614,1913,0.11431
E01002088,Haringey 013C,E01002088,Haringey 013C,U,E09000014,Haringey,1853,1800,0.2105
E01002089,Haringey 013D,E01002089,Haringey 013D,U,E09000014,Haringey,1520,1346,0.04635
E01002090,Haringey 005A,E01002090,Haringey 005A,U,E09000014,Haringey,1601,1736,0.22585
E01002091,Haringey 006A,E01002091,Haringey 006A,U,E09000014,Haringey,1802,1843,0.20801
E01002092,Haringey 006B,E01002092,Haringey 006B,U,E09000014,Haringey,1697,1597,0.20648
E01002093,Haringey 005B,E01002093,Haringey 005B,U,E09000014,Haringey,1795,1839,0.22817
E01002094,Haringey 006C,E01002094,Haringey 006C,U,E09000014,Haringey,1554,1443,0.25261
E01002095,Haringey 006D,E01002095,Haringey 006D,U,E09000014,Haringey,1644,1589,0.28357
E01002096,Haringey 005C,E01002096,Haringey 005C,U,E09000014,Haringey,1645,1692,0.18433
E01002097,Haringey 005D,E01002097,Haringey 005D,U,E09000014,Haringey,1693,1598,0.10849
E01002098,Haringey 007A,E01002098,Haringey 007A,U,E09000014,Haringey,1349,1530,0.19593
E01002099,Haringey 008A,E01002099,Haringey 008A,U,E09000014,Haringey,2108,2020,0.15815
