LSOA11CD,LSOA11NM,LSOA21CD,LSOA21NM,CHGIND,LAD22CD,LAD22NM,TotalRes11,TotalRes21,sqkm21
E01000001,City of London 001A,E01000001,City of London 001A,U,E09000001,City of London,1465,1475,0.12987
E01000002,City of London 001B,E01000002,City of London 001B,U,E09000001,City of London,1436,1384,0.22842
E01000003,City of London 001C,E01000003,City of London 001C,U,E09000001,City of London,1346,1613,0.05905
E01000005,City of London 001E,E01000005,City of London 001E,U,E09000001,City of London,985,1100,0.18958
E01000006,Barking and Dagenham 016A,E01000006,Barking and Dagenham 016A,U,E09000002,Barking and Dagenham,1703,1845,0.14654
E01000007,Barking and Dagenham 015A,E01000007,Barking and Dagenham 015A,U,E09000002,Barking and Dagenham,1391,2908,0.20009
E01000008,Barking and Dagenham 015B,E01000008,Barking and Dagenham 015B,U,E09000002,Barking and Dagenham,1544,1795,0.19365
E01000009,Barking and Dagenham 016B,E01000009,Barking and Dagenham 016B,U,E09000002,Barking and Dagenham,1773,1804,0.12796
E01000011,Barking and Dagenham 016C,E01000011,Barking and Dagenham 016C,U,E09000002,Barking and Dagenham,1634,1701,0.09163
E01000012,Barking and Dagenham 015D,E01000012,Barking and Dagenham 015D,U,E09000002,Barking and Dagenham,1901,2347,0.14043
E01000013,Barking and Dagenham 013A,E01000013,Barking and Dagenham 013A,U,E09000002,Barking and Dagenham,1660,1871,0.20783
E01000014,Barking and Dagenham 013B,E01000014,Barking and Dagenham 013B,U,E09000002,Barking and Dagenham,1656,1751,0.34122
E01000015,Barking and Dagenham 009A,E01000015,Barking and Dagenham 009A,U,E09000002,Barking and Dagenham,2241,2418,0.28063
E01000016,Barking and Dagenham 009B,E01000016,Barking and Dagenham 009B,U,E09000002,Barking and Dagenham,1637,1851,0.19878
E01000017,Barking and Dagenham 009C,E01000017,Barking and Dagenham 009C,U,E09000002,Barking and Dagenham,1594,1722,0.15837
E01000018,Barking and Dagenham 009D,E01000018,Barking and Dagenham 009D,U,E09000002,Barking and Dagenham,1597,1776,0.17398
E01000019,Barking and Dagenham 023A,E01000019,Barking and Dagenham 023A,U,E09000002,Barking and Dagenham,1407,1657,0.18308
E01000020,Barking and Dagenham 023B,E01000020,Barking and Dagenham 023B,U,E09000002,Barking and Dagenham,1834,2191,0.18724
E01000021,Barking and Dagenham 008A,E01000021,Barking and Dagenham 008A,U,E09000002,Barking and Dagenham,1579,1693,0.17015
E01000022,Barking and Dagenham 008B,E01000022,Barking and Dagenham 008B,U,E09000002,Barking and Dagenham,1314,1477,0.12826
E01000024,Barking and Dagenham 008D,E01000024,Barking and Dagenham 008D,U,E09000002,Barking and Dagenham,1336,1485,0.12864
E01000025,Barking and Dagenham 008E,E01000025,Barking and Dagenham 008E,U,E09000002,Barking and Dagenham,1609,1920,0.15335
E01000027,Barking and Dagenham 001A,E01000027,Barking and Dagenham 001A,U,E09000002,Barking and Dagenham,1709,2082,1.47453
E01000028,Barking and Dagenham 001B,E01000028,Barking and Dagenham 001B,U,E09000002,Barking and Dagenham,1549,1817,0.14389
E01000029,Barking and Dagenham 001C,E01000029,Barking and Dagenham 001C,U,E09000002,Barking and Dagenham,1602,1819,0.25688
E01000030,Barking and Dagenham 001D,E01000030,Barking and Dagenham 001D,U,E09000002,Barking and Dagenham,1915,2563,0.28627
E01000031,Barking and Dagenham 002A,E01000031,Barking and Dagenham 002A,U,E09000002,Barking and Dagenham,1617,1770,0.84342
E01000032,Barking and Dagenham 002B,E01000032,Barking and Dagenham 002B,U,E09000002,Barking and Dagenham,1629,2078,0.37543
E01000033,Barking and Dagenham 006A,E01000033,Barking and Dagenham 006A,U,E09000002,Barking and Dagenham,1361,1543,0.14532
E01000034,Barking and Dagenham 003A,E01000034,Barking and Dagenham 003A,U,E09000002,Barking and Dagenham,1444,1575,0.51366
E01000035,Barking and Dagenham 010A,E01000035,Barking and Dagenham 010A,U,E09000002,Barking and Dagenham,1610,1859,0.39716
E01000036,Barking and Dagenham 010B,E01000036,Barking and Dagenham 010B,U,E09000002,Barking and Dagenham,1353,1470,0.41869
E01000037,Barking and Dagenham 003B,E01000037,Barking and Dagenham 003B,U,E09000002,Barking and Dagenham,1688,1696,0.23343
E01000038,Barking and Dagenham 003C,E01000038,Barking and Dagenham 003C,U,E09000002,Barking and Dagenham,1447,1616,0.21405
E01000039,Barking and Dagenham 003D,E01000039,Barking and Dagenham 003D,U,E09000002,Barking and Dagenham,1603,1752,1.53181
E01000040,Barking and Dagenham 019A,E01000040,Barking and Dagenham 019A,U,E09000002,Barking and Dagenham,1569,1879,0.17071
E01000041,Barking and Dagenham 017A,E01000041,Barking and Dagenham 017A,U,E09000002,Barking and Dagenham,1682,1842,0.15264
E01000042,Barking and Dagenham 017B,E01000042,Barking and Dagenham 017B,U,E09000002,Barking and Dagenham,1788,1882,0.23123
E01000043,Barking and Dagenham 019B,E01000043,Barking and Dagenham 019B,U,E09000002,Barking and Dagenham,1358,1537,0.26636
E01000044,Barking and Dagenham 016D,E01000044,Barking and Dagenham 016D,U,E09000002,Barking and Dagenham,1798,1988,0.17063
E01000045,Barking and Dagenham 017C,E01000045,Barking and Dagenham 017C,U,E09000002,Barking and Dagenham,1650,1723,0.29825
E01000046,Barking and Dagenham 017D,E01000046,Barking and Dagenham 017D,U,E09000002,Barking and Dagenham,1779,1956,0.15549
E01000049,Barking and Dagenham 021C,E01000049,Barking and Dagenham 021C,U,E09000002,Barking and Dagenham,1820,1973,0.21221
E01000050,Barking and Dagenham 019C,E01000050,Barking and Dagenham 019C,U,E09000002,Barking and Dagenham,1661,1839,0.13765
E01000051,Barking and Dagenham 021D,E01000051,Barking and Dagenham 021D,U,E09000002,Barking and Dagenham,1927,1107,0.06663
E01000052,Barking and Dagenham 019D,E01000052,Barking and Dagenham 019D,U,E09000002,Barking and Dagenham,2014,2368,0.19964
E01000053,Barking and Dagenham 020A,E01000053,Barking and Dagenham 020A,U,E09000002,Barking and Dagenham,1485,1617,0.18091
E01000054,Barking and Dagenham 018A,E01000054,Barking and Dagenham 018A,U,E09000002,Barking and Dagenham,1718,1871,0.17114
E01000055,Barking and Dagenham 018B,E01000055,Barking and Dagenham 018B,U,E09000002,Barking and Dagenham,1553,1705,0.14606
E01000056,Barking and Dagenham 018C,E01000056,Barking and Dagenham 018C,U,E09000002,Barking and Dagenham,1584,1702,0.24357
E01000415,Bexley 016F,E01000415,Bexley 016F,U,E09000004,Bexley,1498,1465,0.22865
E01000315,Barnet 022F,E01000315,Barnet 022F,U,E09000003,Barnet,1715,1699,0.5054
E01000316,Barnet 027E,E01000316,Barnet 027E,U,E09000003,Barnet,2312,2287,0.4064
E01000317,Barnet 019D,E01000317,Barnet 019D,U,E09000003,Barnet,1613,1584,0.17056
E01000318,Barnet 019E,E01000318,Barnet 019E,U,E09000003,Barnet,1840,1926,0.2723
E01000319,Barnet 027F,E01000319,Barnet 027F,U,E09000003,Barnet,1500,1402,0.159
E01000320,Barnet 011D,E01000320,Barnet 011D,U,E09000003,Barnet,1475,1934,0.23333
E01000321,Barnet 012E,E01000321,Barnet 012E,U,E09000003,Barnet,1635,1961,0.17521
E01000322,Barnet 011E,E01000322,Barnet 011E,U,E09000003,Barnet,1717,1859,0.20464
E01000323,Barnet 019F,E01000323,Barnet 019F,U,E09000003,Barnet,1982,2367,0.21416
E01000324,Barnet 015F,E01000324,Barnet 015F,U,E09000003,Barnet,1786,1831,0.27132
E01000325,Bexley 014A,E01000325,Bexley 014A,U,E09000004,Bexley,1610,1647,0.39134
E01000326,Bexley 014B,E01000326,Bexley 014B,U,E09000004,Bexley,1295,1381,0.27331
E01000327,Bexley 017A,E01000327,Bexley 017A,U,E09000004,Bexley,1543,1628,0.39191
E01000328,Bexley 017B,E01000328,Bexley 017B,U,E09000004,Bexley,1480,1635,0.54334
E01000329,Bexley 017C,E01000329,Bexley 017C,U,E09000004,Bexley,1316,1695,0.48121
E01000330,Bexley 017D,E01000330,Bexley 017D,U,E09000004,Bexley,1544,1656,0.25514
E01000331,Bexley 017E,E01000331,Bexley 017E,U,E09000004,Bexley,1630,1689,0.53415
E01000332,Bexley 005A,E01000332,Bexley 005A,U,E09000004,Bexley,1529,1593,0.27816
E01000333,Bexley 003A,E01000333,Bexley 003A,U,E09000004,Bexley,1666,1917,0.29056
E01000334,Bexley 006A,E01000334,Bexley 006A,U,E09000004,Bexley,1611,1675,0.26502
E01000335,Bexley 003B,E01000335,Bexley 003B,U,E09000004,Bexley,1794,2726,1.38948
E01000336,Bexley 003C,E01000336,Bexley 003C,U,E09000004,Bexley,1886,1998,0.18079
E01000337,Bexley 003D,E01000337,Bexley 003D,U,E09000004,Bexley,1653,1736,0.27477
E01000338,Bexley 003E,E01000338,Bexley 003E,U,E09000004,Bexley,1751,1854,0.17323
E01000339,Bexley 025A,E01000339,Bexley 025A,U,E09000004,Bexley,1530,1619,0.25505
E01000340,Bexley 018A,E01000340,Bexley 018A,U,E09000004,Bexley,1502,1584,0.23249
E01000341,Bexley 022A,E01000341,Bexley 022A,U,E09000004,Bexley,1490,1542,0.2429
E01000342,Bexley 022B,E01000342,Bexley 022B,U,E09000004,Bexley,1595,1524,0.21879
E01000343,Bexley 022C,E01000343,Bexley 022C,U,E09000004,Bexley,1535,1509,0.30305
E01000344,Bexley 025B,E01000344,Bexley 025B,U,E09000004,Bexley,1609,1592,0.2266
E01000345,Bexley 022D,E01000345,Bexley 022D,U,E09000004,Bexley,1355,1342,0.20768
E01000346,Bexley 021A,E01000346,Bexley 021A,U,E09000004,Bexley,1622,1588,0.34792
E01000347,Bexley 021B,E01000347,Bexley 021B,U,E09000004,Bexley,1486,1521,0.19638
E01000348,Bexley 020A,E01000348,Bexley 020A,U,E09000004,Bexley,1481,1515,0.2934
E01000349,Bexley 020B,E01000349,Bexley 020B,U,E09000004,Bexley,1659,1723,0.33334
E01000350,Bexley 021C,E01000350,Bexley 021C,U,E09000004,Bexley,1501,1486,0.26943
E01000351,Bexley 024A,E01000351,Bexley 024A,U,E09000004,Bexley,1586,1612,0.31271
E01000352,Bexley 021D,E01000352,Bexley 021D,U,E09000004,Bexley,1575,1618,0.34437
E01000353,Bexley 011A,E01000353,Bexley 011A,U,E09000004,Bexley,1686,1637,0.33776
E01000354,Bexley 011B,E01000354,Bexley 011B,U,E09000004,Bexley,1505,1492,0.20521
E01000355,Bexley 011C,E01000355,Bexley 011C,U,E09000004,Bexley,1464,1441,0.4206
E01000356,Bexley 009A,E01000356,Bexley 009A,U,E09000004,Bexley,1546,1568,0.3095
E01000357,Bexley 009B,E01000357,Bexley 009B,U,E09000004,Bexley,1457,1403,0.20163
E01000358,Bexley 011D,E01000358,Bexley 011D,U,E09000004,Bexley,1608,1658,0.2946
E01000359,Bexley 009C,E01000359,Bexley 009C,U,E09000004,Bexley,1280,1263,0.20368
E01000360,Bexley 015A,E01000360,Bexley 015A,U,E09000004,Bexley,1662,1910,0.43974
E01000361,Bexley 020C,E01000361,Bexley 020C,U,E09000004,Bexley,1540,1591,0.28532
E01000362,Bexley 015B,E01000362,Bexley 015B,U,E09000004,Bexley,1482,1864,0.39443
E01000363,Bexley 020D,E01000363,Bexley 020D,U,E09000004,Bexley,1441,1559,0.41859
E01000163,Barnet 022C,E01000163,Barnet 022C,U,E09000003,Barnet,1558,1691,0.19135
E01000164,Barnet 022D,E01000164,Barnet 022D,U,E09000003,Barnet,1686,1712,0.54715
E01000165,Barnet 022E,E01000165,Barnet 022E,U,E09000003,Barnet,1862,1812,0.18506
E01000166,Barnet 003A,E01000166,Barnet 003A,U,E09000003,Barnet,1582,1620,0.36961
E01000167,Barnet 002A,E01000167,Barnet 002A,U,E09000003,Barnet,1307,1389,0.60177
E01000168,Barnet 003B,E01000168,Barnet 003B,U,E09000003,Barnet,1564,1516,0.31386
E01000169,Barnet 003C,E01000169,Barnet 003C,U,E09000003,Barnet,1490,1631,0.23843
E01000170,Barnet 006A,E01000170,Barnet 006A,U,E09000003,Barnet,1636,1906,0.29651
E01000171,Barnet 006B,E01000171,Barnet 006B,U,E09000003,Barnet,1849,2289,0.33314
E01000172,Barnet 003D,E01000172,Barnet 003D,U,E09000003,Barnet,1677,1690,0.54384
E01000173,Barnet 006C,E01000173,Barnet 006C,U,E09000003,Barnet,1719,1690,0.36561
E01000174,Barnet 006D,E01000174,Barnet 006D,U,E09000003,Barnet,1728,1759,0.18849
E01000175,Barnet 006E,E01000175,Barnet 006E,U,E09000003,Barnet,1585,2031,0.50081
E01000176,Barnet 027A,E01000176,Barnet 027A,U,E09000003,Barnet,1613,1722,0.2198
E01000177,Barnet 029A,E01000177,Barnet 029A,U,E09000003,Barnet,1628,1663,0.16911
E01000178,Barnet 027B,E01000178,Barnet 027B,U,E09000003,Barnet,1791,1673,0.41762
E01000179,Barnet 029B,E01000179,Barnet 029B,U,E09000003,Barnet,1614,1789,0.14349
E01000180,Barnet 029C,E01000180,Barnet 029C,U,E09000003,Barnet,1607,1616,0.1706
E01000181,Barnet 029D,E01000181,Barnet 029D,U,E09000003,Barnet,1711,1688,0.14312
E01000182,Barnet 029E,E01000182,Barnet 029E,U,E09000003,Barnet,1691,1619,0.21933
E01000183,Barnet 033A,E01000183,Barnet 033A,U,E09000003,Barnet,1473,1522,0.23124
E01000184,Barnet 027C,E01000184,Barnet 027C,U,E09000003,Barnet,1414,1873,0.686
E01000185,Barnet 029F,E01000185,Barnet 029F,U,E09000003,Barnet,1447,1474,0.12362
E01000186,Barnet 014A,E01000186,Barnet 014A,U,E09000003,Barnet,1612,1771,0.25491
E01000187,Barnet 014B,E01000187,Barnet 014B,U,E09000003,Barnet,1657,1737,0.21577
E01000188,Barnet 014C,E01000188,Barnet 014C,U,E09000003,Barnet,1554,1578,3.18922
E01000189,Barnet 014D,E01000189,Barnet 014D,U,E09000003,Barnet,1814,2469,0.16205
E01000190,Barnet 014E,E01000190,Barnet 014E,U,E09000003,Barnet,1579,1731,0.24834
E01000191,Barnet 014F,E01000191,Barnet 014F,U,E09000003,Barnet,1525,1549,0.25436
E01000192,Barnet 018A,E01000192,Barnet 018A,U,E09000003,Barnet,1850,1997,0.28404
E01000193,Barnet 018B,E01000193,Barnet 018B,U,E09000003,Barnet,1709,1948,0.30389
E01000194,Barnet 018C,E01000194,Barnet 018C,U,E09000003,Barnet,1640,1906,0.33232
E01000195,Barnet 013A,E01000195,Barnet 013A,U,E09000003,Barnet,1788,2019,0.31527
E01000196,Barnet 028A,E01000196,Barnet 028A,U,E09000003,Barnet,1802,2124,0.24578
E01000197,Barnet 023A,E01000197,Barnet 023A,U,E09000003,Barnet,1830,1851,0.27705
E01000198,Barnet 025A,E01000198,Barnet 025A,U,E09000003,Barnet,1893,2193,0.32922
E01000199,Barnet 025B,E01000199,Barnet 025B,U,E09000003,Barnet,1617,1580,0.33807
E01000200,Barnet 028B,E01000200,Barnet 028B,U,E09000003,Barnet,1845,1978,0.27783
E01000201,Barnet 028C,E01000201,Barnet 028C,U,E09000003,Barnet,1531,1541,0.39364
E01000202,Barnet 028D,E01000202,Barnet 028D,U,E09000003,Barnet,1751,1673,0.22599
E01000203,Barnet 028E,E01000203,Barnet 028E,U,E09000003,Barnet,1718,1843,0.30518
E01000204,Barnet 025C,E01000204,Barnet 025C,U,E09000003,Barnet,1728,1701,0.31656
E01000205,Barnet 035A,E01000205,Barnet 035A,U,E09000003,Barnet,1522,1506,0.38037
E01000206,Barnet 033B,E01000206,Barnet 033B,U,E09000003,Barnet,1576,1501,1.32117
E01000207,Barnet 033C,E01000207,Barnet 033C,U,E09000003,Barnet,1583,1579,0.34678
E01000208,Barnet 033D,E01000208,Barnet 033D,U,E09000003,Barnet,1594,1629,0.40683
E01000209,Barnet 035B,E01000209,Barnet 035B,U,E09000003,Barnet,1563,1483,0.40142
E01000210,Barnet 033E,E01000210,Barnet 033E,U,E09000003,Barnet,1548,1548,0.4964
E01000211,Barnet 035C,E01000211,Barnet 035C,U,E09000003,Barnet,2014,2128,0.27421
E01000212,Barnet 035D,E01000212,Barnet 035D,U,E09000003,Barnet,1428,1347,0.34778
E01000108,Barking and Dagenham 010D,E01000108,Barking and Dagenham 010D,U,E09000002,Barking and Dagenham,1558,1915,0.24213
E01000110,Barking and Dagenham 002C,E01000110,Barking and Dagenham 002C,U,E09000002,Barking and Dagenham,1416,1573,0.19464
E01000111,Barking and Dagenham 002D,E01000111,Barking and Dagenham 002D,U,E09000002,Barking and Dagenham,1833,2155,0.29663
E01000112,Barking and Dagenham 002E,E01000112,Barking and Dagenham 002E,U,E09000002,Barking and Dagenham,1871,1971,0.27747
E01000113,Barking and Dagenham 002F,E01000113,Barking and Dagenham 002F,U,E09000002,Barking and Dagenham,1679,1993,0.15392
E01000114,Barking and Dagenham 004E,E01000114,Barking and Dagenham 004E,U,E09000002,Barking and Dagenham,2090,2419,0.2561
E01000115,Barnet 009A,E01000115,Barnet 009A,U,E09000003,Barnet,1484,1395,0.27405
E01000116,Barnet 009B,E01000116,Barnet 009B,U,E09000003,Barnet,1718,1745,0.2452
E01000117,Barnet 010A,E01000117,Barnet 010A,U,E09000003,Barnet,1819,1736,0.33113
E01000118,Barnet 010B,E01000118,Barnet 010B,U,E09000003,Barnet,1936,2049,0.28515
E01000119,Barnet 009C,E01000119,Barnet 009C,U,E09000003,Barnet,1680,1793,0.39747
E01000120,Barnet 009D,E01000120,Barnet 009D,U,E09000003,Barnet,1504,1495,0.24513
E01000121,Barnet 010C,E01000121,Barnet 010C,U,E09000003,Barnet,1497,1477,0.37639
E01000122,Barnet 009E,E01000122,Barnet 009E,U,E09000003,Barnet,1471,1511,0.23611
E01000123,Barnet 010D,E01000123,Barnet 010D,U,E09000003,Barnet,1664,1762,0.52741
E01000124,Barnet 010E,E01000124,Barnet 010E,U,E09000003,Barnet,1621,1867,0.25565
E01000126,Barnet 026A,E01000126,Barnet 026A,U,E09000003,Barnet,2162,2274,0.16151
E01000127,Barnet 024B,E01000127,Barnet 024B,U,E09000003,Barnet,1505,1557,0.2005
E01000128,Barnet 024C,E01000128,Barnet 024C,U,E09000003,Barnet,1869,2049,0.24678
E01000129,Barnet 024D,E01000129,Barnet 024D,U,E09000003,Barnet,1782,1604,0.17178
E01000130,Barnet 021A,E01000130,Barnet 021A,U,E09000003,Barnet,1603,1939,0.17119
E01000131,Barnet 024E,E01000131,Barnet 024E,U,E09000003,Barnet,1806,2021,0.33599
E01000132,Barnet 021B,E01000132,Barnet 021B,U,E09000003,Barnet,1478,1617,0.15349
E01000133,Barnet 021C,E01000133,Barnet 021C,U,E09000003,Barnet,1601,1645,0.15571
E01000134,Barnet 024F,E01000134,Barnet 024F,U,E09000003,Barnet,1632,1824,0.15934
E01000135,Barnet 038A,E01000135,Barnet 038A,U,E09000003,Barnet,1564,1699,0.3307
E01000136,Barnet 038B,E01000136,Barnet 038B,U,E09000003,Barnet,1532,1486,0.52045
E01000137,Barnet 041A,E01000137,Barnet 041A,U,E09000003,Barnet,1729,1658,0.12301
E01000138,Barnet 040A,E01000138,Barnet 040A,U,E09000003,Barnet,1449,1617,0.26162
E01000139,Barnet 041B,E01000139,Barnet 041B,U,E09000003,Barnet,1429,1388,0.35098
E01000140,Barnet 041C,E01000140,Barnet 041C,U,E09000003,Barnet,1631,1957,0.14593
E01000141,Barnet 039A,E01000141,Barnet 039A,U,E09000003,Barnet,2104,1864,0.37066
E01000142,Barnet 040B,E01000142,Barnet 040B,U,E09000003,Barnet,2381,2237,0.19949
E01000143,Barnet 041D,E01000143,Barnet 041D,U,E09000003,Barnet,1459,1671,0.17445
E01000144,Barnet 038C,E01000144,Barnet 038C,U,E09000003,Barnet,1538,1660,0.19804
E01000145,Barnet 037A,E01000145,Barnet 037A,U,E09000003,Barnet,1517,1614,0.20701
E01000146,Barnet 038D,E01000146,Barnet 038D,U,E09000003,Barnet,1716,1872,0.20656
E01000147,Barnet 030A,E01000147,Barnet 043F,U,E09000003,Barnet,1734,1913,0.20226
E01000150,Barnet 036A,E01000150,Barnet 036A,U,E09000003,Barnet,2060,2255,0.46471
E01000151,Barnet 026B,E01000151,Barnet 026B,U,E09000003,Barnet,1711,1721,0.14226
E01000152,Barnet 026C,E01000152,Barnet 026C,U,E09000003,Barnet,1729,2693,0.18486
E01000153,Barnet 026D,E01000153,Barnet 026D,U,E09000003,Barnet,1541,1929,0.16508
E01000154,Barnet 026E,E01000154,Barnet 026E,U,E09000003,Barnet,1360,1915,0.13475
E01000156,Barnet 022A,E01000156,Barnet 022A,U,E09000003,Barnet,1875,2026,0.18002
E01000157,Barnet 022B,E01000157,Barnet 022B,U,E09000003,Barnet,1541,1582,0.12582
E01000158,Barnet 015A,E01000158,Barnet 015A,U,E09000003,Barnet,1470,1464,0.27043
E01000159,Barnet 015B,E01000159,Barnet 015B,U,E09000003,Barnet,1777,1786,0.49332
E01000160,Barnet 015C,E01000160,Barnet 015C,U,E09000003,Barnet,2061,1955,0.30243
E01000161,Barnet 015D,E01000161,Barnet 015D,U,E09000003,Barnet,1821,2034,0.24246
E01000162,Barnet 015E,E01000162,Barnet 015E,U,E09000003,Barnet,1599,1651,0.1823
E01000213,Barnet 033F,E01000213,Barnet 033F,U,E09000003,Barnet,1438,1351,0.42468
E01000214,Barnet 038E,E01000214,Barnet 038E,U,E09000003,Barnet,1663,1627,0.33125
E01000215,Barnet 037B,E01000215,Barnet 037B,U,E09000003,Barnet,2033,2146,0.21882
E01000216,Barnet 035E,E01000216,Barnet 035E,U,E09000003,Barnet,1968,1978,0.19497
E01000217,Barnet 035F,E01000217,Barnet 035F,U,E09000003,Barnet,1725,1785,0.21463
E01000218,Barnet 037C,E01000218,Barnet 037C,U,E09000003,Barnet,1818,1844,0.15166
E01000219,Barnet 037D,E01000219,Barnet 037D,U,E09000003,Barnet,1905,2196,0.1913
E01000220,Barnet 037E,E01000220,Barnet 037E,U,E09000003,Barnet,1871,1888,0.15323
E01000221,Barnet 039B,E01000221,Barnet 039B,U,E09000003,Barnet,1294,1412,0.42165
E01000222,Barnet 040C,E01000222,Barnet 040C,U,E09000003,Barnet,1582,2038,0.41594
E01000223,Barnet 039C,E01000223,Barnet 039C,U,E09000003,Barnet,1287,2032,0.54441
E01000224,Barnet 040D,E01000224,Barnet 040D,U,E09000003,Barnet,1559,1692,0.16056
E01000225,Barnet 037F,E01000225,Barnet 037F,U,E09000003,Barnet,1776,1870,0.31044
E01000226,Barnet 018D,E01000226,Barnet 018D,U,E09000003,Barnet,1758,1735,0.17307
E01000227,Barnet 018E,E01000227,Barnet 018E,U,E09000003,Barnet,1854,1869,0.25574
E01000228,Barnet 007A,E01000228,Barnet 007A,U,E09000003,Barnet,1481,1436,2.886
E01000229,Barnet 013B,E01000229,Barnet 013B,U,E09000003,Barnet,1667,1670,0.2797
E01000230,Barnet 013C,E01000230,Barnet 013C,U,E09000003,Barnet,1785,1960,0.27156
E01000231,Barnet 013D,E01000231,Barnet 013D,U,E09000003,Barnet,1849,1787,0.36498
E01000232,Barnet 013E,E01000232,Barnet 013E,U,E09000003,Barnet,1837,1871,0.2984
E01000233,Barnet 013F,E01000233,Barnet 013F,U,E09000003,Barnet,1817,1938,0.26469
E01000234,Barnet 021D,E01000234,Barnet 021D,U,E09000003,Barnet,1701,1781,0.27634
E01000235,Barnet 021E,E01000235,Barnet 021E,U,E09000003,Barnet,1688,1862,0.3508
E01000236,Barnet 034A,E01000236,Barnet 034A,U,E09000003,Barnet,1860,1952,0.22927
E01000237,Barnet 032A,E01000237,Barnet 032A,U,E09000003,Barnet,2038,2100,0.32444
E01000238,Barnet 034B,E01000238,Barnet 034B,U,E09000003,Barnet,1963,2096,0.21101
E01000239,Barnet 031A,E01000239,Barnet 031A,U,E09000003,Barnet,1970,2058,0.42778
E01000240,Barnet 031B,E01000240,Barnet 031B,U,E09000003,Barnet,1670,1734,0.44262
E01000241,Barnet 031C,E01000241,Barnet 031C,U,E09000003,Barnet,1744,1788,0.33978
E01000242,Barnet 032B,E01000242,Barnet 032B,U,E09000003,Barnet,1656,1601,0.27658
E01000243,Barnet 032C,E01000243,Barnet 032C,U,E09000003,Barnet,1884,2165,0.18369
E01000244,Barnet 032D,E01000244,Barnet 032D,U,E09000003,Barnet,1705,1638,0.22367
E01000245,Barnet 032E,E01000245,Barnet 032E,U,E09000003,Barnet,1982,2057,0.18107
E01000246,Barnet 002B,E01000246,Barnet 002B,U,E09000003,Barnet,1503,1520,1.07638
E01000247,Barnet 002C,E01000247,Barnet 002C,U,E09000003,Barnet,1691,1696,0.2659
E01000248,Barnet 001A,E01000248,Barnet 001A,U,E09000003,Barnet,1661,1703,0.27083
E01000249,Barnet 001B,E01000249,Barnet 001B,U,E09000003,Barnet,1525,1613,0.81295
E01000250,Barnet 001C,E01000250,Barnet 001C,U,E09000003,Barnet,2232,2610,0.58158
E01000251,Barnet 002D,E01000251,Barnet 002D,U,E09000003,Barnet,1846,2262,0.22297
E01000252,Barnet 002E,E01000252,Barnet 002E,U,E09000003,Barnet,1609,1715,0.23487
E01000253,Barnet 007B,E01000253,Barnet 007B,U,E09000003,Barnet,1691,1984,3.31682
E01000254,Barnet 001D,E01000254,Barnet 001D,U,E09000003,Barnet,1549,1600,1.52679
E01000255,Barnet 017A,E01000255,Barnet 017A,U,E09000003,Barnet,1481,1700,1.06801
E01000256,Barnet 016A,E01000256,Barnet 016A,U,E09000003,Barnet,1788,1928,0.56192
E01000257,Barnet 017B,E01000257,Barnet 017B,U,E09000003,Barnet,1855,2090,0.68
E01000258,Barnet 016B,E01000258,Barnet 016B,U,E09000003,Barnet,1658,1891,0.79805
E01000259,Barnet 025D,E01000259,Barnet 025D,U,E09000003,Barnet,2597,2643,1.28403
E01000260,Barnet 025E,E01000260,Barnet 025E,U,E09000003,Barnet,1982,2166,0.81633
E01000261,Barnet 017C,E01000261,Barnet 017C,U,E09000003,Barnet,1601,1768,1.19729
E01000263,Barnet 016C,E01000263,Barnet 016C,U,E09000003,Barnet,1581,1525,0.39325
E01000364,Bexley 023A,E01000364,Bexley 023A,U,E09000004,Bexley,1577,1698,0.43281
E01000365,Bexley 015C,E01000365,Bexley 015C,U,E09000004,Bexley,1678,1728,0.34096
E01000366,Bexley 015D,E01000366,Bexley 015D,U,E09000004,Bexley,1585,1640,0.23583
E01000314,Barnet 032F,E01000314,Barnet 032F,U,E09000003,Barnet,1865,2166,0.251
E01000367,Bexley 010A,E01000367,Bexley 010A,U,E09000004,Bexley,1575,2266,0.26177
E01000368,Bexley 010B,E01000368,Bexley 010B,U,E09000004,Bexley,1539,1680,0.23779
E01000369,Bexley 014C,E01000369,Bexley 014C,U,E09000004,Bexley,1618,1727,0.26603
E01000370,Bexley 014D,E01000370,Bexley 014D,U,E09000004,Bexley,1597,1558,0.32577
E01000371,Bexley 014E,E01000371,Bexley 014E,U,E09000004,Bexley,1545,1620,0.23142
E01000372,Bexley 010C,E01000372,Bexley 010C,U,E09000004,Bexley,1680,1689,0.22936
E01000373,Bexley 008A,E01000373,Bexley 008A,U,E09000004,Bexley,1574,1325,0.08901
E01000374,Bexley 019A,E01000374,Bexley 019A,U,E09000004,Bexley,1533,1579,0.74425
E01000375,Bexley 019B,E01000375,Bexley 019B,U,E09000004,Bexley,1476,2128,0.42924
E01000376,Bexley 019C,E01000376,Bexley 019C,U,E09000004,Bexley,1541,1614,0.5501
E01000377,Bexley 019D,E01000377,Bexley 019D,U,E09000004,Bexley,1420,1474,0.43061
E01000379,Bexley 019F,E01000379,Bexley 019F,U,E09000004,Bexley,1680,1712,0.32417
E01000380,Bexley 010D,E01000380,Bexley 010D,U,E09000004,Bexley,1455,1736,0.22464
E01000381,Bexley 028A,E01000381,Bexley 028A,U,E09000004,Bexley,1598,1617,2.05664
