LSOA21CD,PM25-2016-min,PM25-2016-max,PM25-2016-mean,PM25-2016-std,PM25-2016-median
E01000044,12.862,19.939,13.237,0.77,13.041
E01000045,12.737,22.536,13.366,1.118,12.969
E01000046,12.701,14.559,12.816,0.227,12.753
E01000049,13.016,17.486,13.419,0.76,13.152
E01000050,12.991,15.97,13.214,0.431,13.097
E01000051,12.977,16.764,13.321,0.583,13.135
E01000052,13.003,17.216,13.435,0.623,13.207
E01000053,12.714,19.306,13.157,0.66,12.966
E01000054,12.651,13.254,12.733,0.082,12.716
E01000055,12.649,13.343,12.74,0.102,12.712
E01000056,12.664,14.724,12.908,0.224,12.851
E01000057,12.605,14.223,12.781,0.217,12.716
E01000058,12.586,13.754,12.729,0.2,12.679
E01000059,12.625,13.46,12.753,0.106,12.734
E01000060,12.18,16.216,12.489,0.385,12.441
E01000061,12.179,16.318,12.461,0.472,12.331
E01000062,12.44,13.572,12.556,0.127,12.536
E01000063,12.502,15.607,12.729,0.403,12.613
E01000064,12.422,15.217,12.614,0.354,12.522
E01000065,12.508,14.893,12.752,0.423,12.619
E01000066,12.782,16.285,12.974,0.241,12.955
E01000067,12.836,16.404,13.134,0.552,12.971
E01000068,12.813,16.184,12.981,0.317,12.914
E01000069,12.778,14.058,12.877,0.086,12.861
E01000070,12.753,16.403,13.016,0.433,12.914
E01000071,12.747,14.186,12.887,0.149,12.855
E01000072,12.706,15.971,12.869,0.266,12.796
E01000073,12.824,13.984,12.959,0.116,12.946
E01000074,12.764,14.979,12.919,0.3,12.845
E01000075,12.556,14.902,12.711,0.215,12.671
E01000076,12.679,15.145,12.828,0.255,12.767
E01000077,12.7,15.933,12.939,0.431,12.814
E01000078,12.615,16.964,12.944,0.551,12.773
E01000079,12.544,15.717,12.721,0.409,12.618
E01000080,12.56,15.661,12.793,0.357,12.709
E01000081,12.539,13.025,12.628,0.058,12.618
E01000082,12.551,14.783,12.706,0.273,12.634
E01000083,12.636,16.376,12.888,0.432,12.768
E01000084,12.587,16.032,12.829,0.385,12.714
E01000085,12.61,14.831,12.76,0.181,12.718
E01000086,12.622,14.935,12.808,0.319,12.717
E01000087,12.548,15.147,12.831,0.405,12.697
E01000088,12.386,13.104,12.548,0.101,12.544
E01000089,12.333,12.616,12.452,0.058,12.449
E01000090,12.302,15.482,12.623,0.331,12.544
E01000091,12.58,13.077,12.711,0.094,12.682
E01000093,12.68,22.74,13.25,0.972,12.966
E01000094,12.415,13.195,12.577,0.104,12.551
E01000095,12.377,19.22,12.872,0.659,12.667
E01000096,12.629,22.279,13.112,0.732,12.864
E01000097,12.633,15.027,12.855,0.325,12.742
E01000098,12.631,15.092,12.821,0.313,12.746
E01000099,12.541,15.339,12.733,0.295,12.656
E01000100,12.503,14.147,12.655,0.252,12.604
E01000101,12.528,15.968,12.731,0.431,12.612
E01000102,12.506,13.327,12.663,0.151,12.628
E01000103,12.202,14.864,12.369,0.186,12.338
E01000104,12.215,15.313,12.611,0.437,12.5
E01000105,12.473,14.488,12.673,0.212,12.634
E01000106,12.446,13.437,12.583,0.121,12.556
E01000107,12.134,13.058,12.266,0.088,12.263
E01000108,12.339,15.69,12.578,0.407,12.505
E01000110,12.235,15.273,12.505,0.325,12.432
E01000111,12.402,16.063,12.82,0.549,12.651
E01000112,12.567,19.703,12.841,0.635,12.645
E01000113,12.583,16.73,12.791,0.47,12.671
E01000114,12.25,17.135,12.728,0.596,12.597
E01000115,12.383,15.364,12.608,0.283,12.557
E01000116,12.395,15.595,12.671,0.366,12.589
E01000117,12.484,14.633,12.617,0.198,12.571
E01000118,12.496,15.194,12.79,0.381,12.676
E01000119,12.51,12.822,12.562,0.043,12.548
E01000120,12.531,24.409,12.741,0.618,12.624
E01000121,12.53,14.168,12.647,0.173,12.605
E01000122,12.538,14.265,12.686,0.17,12.645
E01000123,12.575,14.22,12.742,0.2,12.699
E01000124,12.704,16.881,13.11,0.53,12.932
E01000126,12.831,13.365,12.997,0.096,12.983
E01000127,12.636,14.168,12.751,0.169,12.715
E01000128,12.739,13.262,12.827,0.072,12.813
E01000129,12.723,18.079,13.256,0.88,12.962
E01000130,12.708,13.306,12.822,0.091,12.813
E01000131,12.756,18.006,13.007,0.309,12.955
E01000132,12.636,13.236,12.714,0.074,12.698
E01000133,12.656,13.181,12.76,0.072,12.747
E01000134,12.65,16.331,12.921,0.457,12.793
E01000135,13.231,19.792,13.586,0.828,13.374
E01000136,13.093,15.794,13.263,0.238,13.225
E01000137,13.265,15.521,13.489,0.307,13.402
E01000138,13.312,19.912,13.927,1.123,13.525
E01000139,13.253,19.448,13.595,0.67,13.398
E01000140,13.298,16.359,13.757,0.586,13.541
E01000141,13.292,21.007,13.625,0.633,13.444
E01000142,13.302,15.928,13.406,0.177,13.372
E01000143,13.254,19.496,13.443,0.524,13.346
E01000144,13.276,16.73,13.563,0.476,13.431
E01000145,13.345,18.294,13.552,0.479,13.43
E01000146,13.274,16.999,13.604,0.51,13.411
E01000147,13.568,16.394,13.8,0.309,13.731
E01000150,13.115,17.684,13.459,0.425,13.396
E01000151,12.925,13.696,13.076,0.086,13.062
E01000152,12.844,15.21,13.191,0.469,13.002
E01000153,12.771,13.441,12.907,0.075,12.896
E01000154,13.053,14.005,13.241,0.159,13.205
E01000156,12.838,16.378,13.118,0.529,12.962
E01000157,12.802,13.396,12.919,0.071,12.909
E01000158,12.619,14.994,12.752,0.209,12.704
E01000159,12.613,17.989,12.822,0.471,12.703
E01000160,12.685,21.578,13.105,0.986,12.846
E01000161,12.732,16.355,13.092,0.592,12.904
E01000162,12.712,18.103,13.142,0.75,12.903
E01000163,12.773,20.886,13.369,1.208,12.972
E01000164,12.743,19.457,13.184,0.846,12.911
E01000165,12.74,18.656,13.049,0.692,12.888
E01000166,11.976,12.335,12.123,0.072,12.126
E01000167,11.963,13.578,12.092,0.137,12.08
E01000168,12.162,12.501,12.267,0.057,12.271
E01000169,12.122,12.518,12.235,0.061,12.23
E01000170,12.228,14.838,12.476,0.286,12.418
E01000171,12.128,15.409,12.468,0.429,12.383
E01000172,12.289,14.65,12.433,0.287,12.37
E01000173,12.321,14.74,12.486,0.265,12.451
E01000174,12.454,14.853,12.677,0.402,12.549
E01000175,12.376,15.398,12.581,0.312,12.513
E01000176,12.998,19.879,13.855,1.465,13.24
E01000177,12.977,15.302,13.111,0.22,13.067
E01000178,12.78,16.268,12.991,0.366,12.921
E01000179,12.974,13.437,13.049,0.061,13.038
E01000180,13.015,14.794,13.172,0.233,13.116
E01000181,12.963,17.811,13.347,0.58,13.17
E01000182,12.987,16.215,13.23,0.433,13.108
E01000183,13.027,15.117,13.167,0.264,13.1
E01000184,12.766,20.514,13.218,0.884,12.935
E01000185,12.947,16.444,13.203,0.51,13.056
E01000186,12.261,16.58,12.657,0.627,12.536
E01000187,12.214,12.616,12.341,0.082,12.329
E01000188,12.009,16.901,12.259,0.396,12.121
E01000189,12.493,16.292,12.794,0.56,12.636
E01000190,12.539,15.045,12.655,0.228,12.607
E01000191,12.555,16.591,12.905,0.689,12.659
E01000192,12.551,15.303,12.788,0.41,12.656
E01000193,12.541,15.857,12.719,0.312,12.645
E01000194,12.571,18.084,12.903,0.631,12.723
E01000195,12.127,14.18,12.408,0.306,12.309
E01000196,12.894,24.189,13.265,0.863,13.039
E01000197,12.878,15.802,13.122,0.387,13.002
E01000198,12.852,18.548,13.397,0.84,13.093
E01000199,12.755,14.067,12.902,0.185,12.838
E01000200,12.799,16.166,13.075,0.451,12.947
E01000201,12.903,24.981,13.323,0.83,13.104
E01000202,12.892,16.108,13.068,0.35,13.012
E01000203,12.941,26.041,13.631,1.458,13.23
E01000204,12.753,18.353,12.919,0.332,12.857
E01000205,12.989,19.795,13.367,0.766,13.151
E01000206,12.918,17.03,13.076,0.286,13.012
E01000207,12.994,17.178,13.196,0.438,13.072
E01000208,12.979,17.125,13.312,0.564,13.13
E01000209,12.987,13.408,13.104,0.068,13.099
E01000210,12.978,21.062,13.332,0.922,13.09
E01000211,13.079,21.922,13.999,1.447,13.452
E01000212,13.002,16.445,13.25,0.347,13.157
E01000213,12.918,14.07,13.016,0.122,12.988
E01000214,13.072,16.151,13.29,0.354,13.193
E01000215,13.173,21.484,13.864,1.27,13.414
E01000216,13.131,15.826,13.259,0.186,13.235
E01000217,13.1,13.582,13.181,0.073,13.163
E01000218,13.201,15.869,13.452,0.376,13.368
E01000219,13.35,24.135,13.902,1.145,13.558
E01000220,13.332,15.751,13.495,0.282,13.423
E01000221,13.347,30.558,14.368,1.814,13.689
E01000222,13.253,19.184,13.517,0.585,13.374
E01000223,13.274,25.169,13.653,0.771,13.413
E01000224,13.27,14.0,13.394,0.101,13.371
E01000225,13.141,24.156,13.815,1.45,13.34
E01000226,12.588,16.319,12.935,0.528,12.789
E01000227,12.551,16.403,12.78,0.462,12.646
E01000228,11.994,16.676,12.327,0.473,12.211
E01000229,12.275,15.244,12.61,0.439,12.481
E01000230,12.246,15.13,12.565,0.356,12.498
E01000231,12.384,19.503,13.144,0.979,12.801
E01000232,12.531,16.934,12.986,0.683,12.737
E01000233,12.598,16.784,12.857,0.507,12.706
E01000234,12.641,15.463,12.962,0.461,12.806
E01000235,12.602,15.218,12.87,0.391,12.73
E01000236,13.117,21.129,13.596,0.902,13.313
E01000237,13.09,20.296,13.607,1.003,13.278
E01000238,13.079,22.732,13.539,1.194,13.19
E01000239,13.101,18.988,13.989,0.951,13.752
E01000240,12.918,24.337,13.589,0.982,13.264
E01000241,12.923,16.303,13.031,0.258,12.989
E01000242,13.004,18.325,13.371,0.694,13.151
E01000243,12.956,17.286,13.343,0.501,13.205
E01000244,12.957,15.968,13.276,0.358,13.188
E01000245,13.089,15.642,13.262,0.343,13.165
E01000246,11.926,16.043,12.066,0.229,12.012
E01000247,12.009,13.646,12.157,0.172,12.116
E01000248,12.037,15.109,12.322,0.377,12.222
E01000249,11.797,14.008,11.966,0.161,11.928
E01000250,11.996,18.292,12.295,0.532,12.163
E01000251,12.12,14.735,12.347,0.39,12.238
E01000252,12.088,15.001,12.236,0.176,12.19
E01000253,11.783,15.984,12.07,0.377,11.997
E01000254,11.724,13.998,11.932,0.208,11.884
E01000255,12.256,14.761,12.483,0.175,12.468
E01000256,12.48,18.652,12.962,0.743,12.732
E01000257,12.552,14.6,12.739,0.212,12.681
E01000258,12.399,17.379,12.832,0.523,12.66
E01000259,12.556,15.595,12.752,0.213,12.714
E01000260,12.617,19.766,13.306,0.943,12.947
E01000261,12.227,14.992,12.426,0.213,12.392
E01000263,12.482,18.303,12.833,0.64,12.671
E01000264,12.678,20.02,13.507,0.985,13.119
E01000265,12.634,15.578,12.881,0.404,12.754
E01000266,12.625,15.57,12.793,0.261,12.74
E01000267,12.314,15.886,12.571,0.376,12.46
E01000268,12.248,16.8,12.555,0.644,12.346
E01000269,12.259,16.547,12.524,0.529,12.393
E01000270,12.249,16.06,12.424,0.322,12.344
E01000271,12.282,16.746,12.641,0.588,12.491
E01000272,12.448,15.273,12.599,0.22,12.551
E01000273,12.471,17.699,12.888,0.628,12.735
E01000274,12.585,15.285,12.839,0.348,12.747
E01000275,12.463,13.384,12.583,0.099,12.563
E01000276,12.259,13.856,12.488,0.179,12.47
E01000277,12.565,12.815,12.638,0.043,12.628
E01000278,12.521,14.423,12.708,0.236,12.651
E01000279,12.04,15.735,12.22,0.237,12.182
E01000280,12.175,15.438,12.366,0.272,12.299
E01000281,12.655,18.369,13.093,0.69,12.92
E01000282,12.288,16.418,12.641,0.331,12.577
E01000283,12.326,13.377,12.472,0.111,12.463
E01000284,12.555,17.902,12.864,0.708,12.722
E01000285,12.105,12.746,12.199,0.091,12.181
E01000286,12.036,12.28,12.093,0.039,12.081
E01000287,12.038,12.508,12.14,0.065,12.128
E01000288,12.187,16.706,12.35,0.38,12.274
E01000289,12.175,13.637,12.31,0.2,12.265
E01000290,11.987,17.449,12.127,0.351,12.053
E01000291,12.133,12.697,12.23,0.057,12.228
E01000292,12.183,15.005,12.305,0.22,12.26
E01000293,12.219,16.103,12.325,0.314,12.263
E01000294,12.061,14.872,12.204,0.218,12.171
E01000295,12.844,21.014,12.949,0.372,12.902
E01000296,12.754,23.697,13.088,0.784,12.917
E01000297,12.862,15.844,13.123,0.353,13.012
E01000298,12.799,21.409,13.123,0.831,12.911
E01000299,12.633,18.118,12.985,0.606,12.797
E01000300,12.605,13.201,12.711,0.086,12.698
E01000301,12.586,16.11,12.75,0.158,12.73
E01000302,12.674,22.984,13.018,1.022,12.802
E01000303,12.626,13.429,12.783,0.106,12.767
E01000304,12.64,14.487,12.832,0.21,12.79
E01000305,12.927,24.427,13.39,0.927,13.038
E01000306,13.179,16.193,13.653,0.6,13.378
E01000307,13.173,49.249,14.12,1.991,13.515
E01000308,12.881,16.588,13.008,0.214,12.95
E01000309,13.19,18.891,13.724,0.7,13.442
E01000310,13.161,22.656,13.897,1.238,13.465
E01000311,13.124,21.255,13.48,0.648,13.335
E01000312,12.919,16.629,13.213,0.452,13.102
E01000313,13.049,18.227,13.813,0.795,13.531
E01000314,13.134,19.461,13.411,0.725,13.264
E01000315,12.751,17.852,13.037,0.696,12.842
E01000316,12.792,17.672,13.161,0.643,12.947
E01000317,12.801,19.986,12.995,0.624,12.873
E01000318,12.654,16.277,12.997,0.469,12.878
E01000319,12.804,15.628,12.994,0.317,12.886
E01000320,12.649,19.978,12.795,0.595,12.723
E01000321,12.611,20.035,12.987,1.092,12.706
E01000322,12.635,13.533,12.72,0.088,12.697
E01000323,12.675,18.077,13.053,0.661,12.828
E01000324,12.641,16.387,12.838,0.365,12.747
E01000325,12.118,13.618,12.268,0.109,12.263
E01000326,12.112,14.557,12.241,0.211,12.213
E01000327,12.286,15.149,12.476,0.254,12.41
E01000328,12.093,14.355,12.172,0.105,12.149
E01000329,12.137,16.826,12.414,0.466,12.297
E01000330,12.271,15.177,12.576,0.415,12.459
E01000331,12.101,17.271,12.376,0.453,12.239
E01000332,12.449,14.459,12.612,0.268,12.546
E01000333,12.425,14.29,12.611,0.251,12.539
E01000334,12.341,13.887,12.501,0.178,12.483
E01000335,12.274,14.877,12.549,0.278,12.492
E01000336,12.393,13.077,12.597,0.131,12.562
E01000337,12.338,12.919,12.457,0.083,12.46
E01000338,12.468,13.901,12.563,0.108,12.553
E01000339,12.416,13.991,12.554,0.188,12.513
E01000340,12.522,14.794,12.795,0.288,12.726
E01000341,12.501,14.798,12.665,0.211,12.617
E01000342,12.493,12.728,12.562,0.048,12.549
E01000343,12.442,15.49,12.622,0.296,12.547
E01000344,12.451,13.928,12.596,0.187,12.557
E01000345,12.429,12.726,12.516,0.052,12.507
E01000346,12.368,13.262,12.511,0.12,12.491
E01000347,12.503,15.051,12.751,0.331,12.649
E01000348,12.271,13.256,12.485,0.159,12.443
E01000349,12.26,15.991,12.86,0.702,12.586
E01000350,12.35,13.996,12.507,0.169,12.471
E01000351,12.319,14.8,12.527,0.316,12.458
E01000352,12.44,19.784,13.185,0.941,12.858
E01000353,12.435,14.902,12.604,0.234,12.542
E01000354,12.492,13.525,12.63,0.137,12.594
E01000355,12.371,15.249,12.48,0.234,12.441
E01000356,12.551,14.946,12.757,0.316,12.654
E01000357,12.52,12.99,12.581,0.047,12.567
E01000358,12.433,15.131,12.607,0.291,12.547
E01000359,12.47,15.472,12.717,0.401,12.606
E01000360,12.367,15.017,12.625,0.363,12.528
E01000361,12.402,15.647,12.66,0.506,12.508
E01000362,12.293,17.23,12.582,0.433,12.453
E01000363,12.341,16.08,12.691,0.542,12.511
E01000364,12.276,16.093,12.581,0.561,12.372
E01000365,12.362,14.446,12.478,0.223,12.434
E01000366,12.415,13.594,12.592,0.129,12.572
E01000367,12.278,16.131,12.446,0.379,12.353
E01000368,12.209,12.603,12.283,0.052,12.271
E01000369,12.254,12.845,12.363,0.078,12.35
E01000370,12.256,14.895,12.473,0.289,12.406
E01000371,12.206,12.503,12.293,0.054,12.29
E01000372,12.315,12.615,12.368,0.041,12.356
E01000373,12.313,14.203,12.446,0.223,12.391
E01000374,12.045,17.545,12.39,0.698,12.182
E01000375,12.064,15.645,12.252,0.357,12.169
E01000376,12.049,13.464,12.131,0.085,12.113
E01000377,12.052,14.522,12.196,0.255,12.139
E01000379,12.045,14.367,12.127,0.127,12.105
E01000380,12.096,17.6,12.622,0.852,12.361
E01000381,11.844,14.421,12.039,0.238,12.015
E01000382,12.067,12.893,12.234,0.118,12.241
E01000383,11.76,14.897,11.981,0.269,11.914
E01000384,12.158,15.358,12.386,0.333,12.319
E01000385,12.047,15.795,12.21,0.369,12.127
E01000386,12.107,16.743,12.435,0.604,12.232
E01000387,12.138,15.043,12.267,0.164,12.237
E01000388,12.475,15.129,12.716,0.178,12.72
E01000389,12.443,15.939,12.681,0.425,12.555
E01000390,12.436,16.376,12.743,0.619,12.509
E01000391,12.482,17.479,12.837,0.65,12.67
E01000392,12.618,15.071,12.934,0.377,12.836
E01000393,12.512,15.4,12.698,0.321,12.623
E01000394,12.524,15.216,12.762,0.365,12.651
E01000395,12.604,15.367,12.781,0.306,12.715
E01000396,12.603,12.941,12.73,0.056,12.723
E01000398,12.65,13.275,12.753,0.089,12.732
E01000399,12.657,15.505,12.869,0.298,12.806
E01000400,12.645,15.724,12.9,0.331,12.815
E01000401,12.706,14.349,12.817,0.185,12.778
E01000402,12.392,14.423,12.571,0.227,12.529
E01000403,12.226,16.758,12.604,0.485,12.462
E01000404,12.267,13.96,12.531,0.258,12.482
E01000405,12.403,14.134,12.641,0.218,12.6
E01000406,12.397,14.187,12.601,0.233,12.553
E01000407,12.329,14.358,12.493,0.255,12.427
E01000408,12.283,14.604,12.651,0.244,12.633
E01000409,12.714,14.483,12.865,0.223,12.809
E01000410,12.666,13.84,12.774,0.086,12.76
E01000411,12.757,16.626,12.931,0.335,12.848
E01000412,12.665,18.777,13.141,0.904,12.848
E01000413,12.662,19.687,13.516,1.266,13.029
E01000414,12.734,15.717,13.036,0.445,12.904
E01000415,12.699,13.621,12.817,0.098,12.804
E01000416,12.403,15.912,12.644,0.469,12.54
E01000417,12.361,16.529,12.566,0.367,12.469
E01000418,12.339,14.661,12.471,0.195,12.417
E01000419,12.456,15.508,12.584,0.233,12.542
E01000420,12.417,16.58,12.634,0.474,12.513
E01000421,12.449,15.755,12.671,0.46,12.556
E01000422,12.392,16.64,12.666,0.439,12.55
E01000423,12.436,15.547,12.672,0.44,12.537
E01000424,12.324,13.59,12.438,0.147,12.4
E01000425,12.378,13.148,12.45,0.06,12.435
E01000426,12.357,14.609,12.647,0.409,12.495
E01000427,12.233,14.882,12.44,0.356,12.35
E01000428,12.148,16.552,12.453,0.508,12.303
E01000429,12.276,13.339,12.484,0.146,12.48
E01000430,11.744,13.41,12.08,0.273,11.998
E01000431,12.356,16.589,12.708,0.578,12.551
E01000433,12.095,15.575,12.423,0.528,12.278
E01000434,11.768,14.327,11.967,0.164,11.939
E01000435,12.184,15.447,12.468,0.523,12.313
E01000436,12.44,13.313,12.497,0.052,12.485
E01000437,12.355,13.592,12.452,0.116,12.429
E01000438,12.364,14.266,12.485,0.153,12.458
E01000439,12.311,14.405,12.5,0.303,12.437
E01000440,12.398,13.774,12.49,0.143,12.455
E01000441,12.367,14.44,12.471,0.177,12.436
E01000442,12.4,14.206,12.548,0.223,12.491
E01000443,12.251,15.198,12.487,0.347,12.396
E01000444,11.87,14.284,12.079,0.28,12.026
E01000445,12.014,13.764,12.22,0.214,12.206
E01000446,12.235,13.7,12.371,0.111,12.357
E01000447,12.012,15.88,12.396,0.556,12.234
E01000448,12.142,14.459,12.311,0.263,12.235
E01000449,12.209,15.338,12.425,0.403,12.321
E01000450,12.51,14.256,12.61,0.171,12.566
E01000451,12.516,14.715,12.703,0.306,12.62
E01000452,12.535,14.701,12.648,0.245,12.591
E01000453,12.521,12.776,12.598,0.048,12.592
E01000454,12.588,14.798,12.781,0.275,12.703
E01000455,12.568,14.335,12.694,0.131,12.667
E01000456,12.519,12.741,12.588,0.042,12.578
E01000457,12.33,16.302,12.678,0.483,12.519
E01000458,12.268,13.271,12.383,0.128,12.354
E01000459,12.307,15.407,12.493,0.325,12.419
E01000460,12.3,13.593,12.41,0.103,12.405
E01000461,12.3,15.346,12.473,0.331,12.38
E01000462,12.324,15.365,12.554,0.336,12.468
E01000463,12.394,13.56,12.488,0.107,12.473
E01000464,12.344,12.536,12.4,0.036,12.389
E01000465,12.338,12.844,12.474,0.088,12.461
E01000466,12.267,14.323,12.396,0.155,12.359
E01000467,12.337,12.773,12.426,0.062,12.407
E01000468,12.344,12.695,12.432,0.061,12.414
E01000469,12.322,13.986,12.431,0.177,12.396
E01000470,12.307,16.013,12.606,0.489,12.45
E01000471,13.08,13.426,13.152,0.062,13.139
E01000472,12.949,18.369,13.282,0.613,13.128
E01000473,12.959,15.749,13.227,0.461,13.079
E01000474,12.954,14.128,13.026,0.076,13.007
E01000475,12.812,15.994,13.2,0.518,13.032
E01000476,12.983,15.646,13.169,0.337,13.095
E01000477,13.018,15.732,13.311,0.352,13.224
E01000478,13.037,15.661,13.171,0.279,13.102
E01000479,12.818,16.166,13.199,0.401,13.09
E01000480,12.805,15.877,13.006,0.231,12.96
E01000481,12.765,16.458,13.171,0.467,13.047
E01000483,13.053,19.833,13.188,0.433,13.107
E01000484,12.664,15.021,12.805,0.253,12.739
E01000485,12.644,16.324,12.969,0.549,12.805
E01000486,12.654,14.494,12.743,0.149,12.712
E01000487,12.659,15.449,12.927,0.311,12.836
E01000488,13.227,14.632,13.312,0.144,13.263
E01000489,13.257,14.876,13.364,0.185,13.309
E01000490,13.381,17.566,13.675,0.387,13.567
E01000491,13.267,15.652,13.446,0.261,13.38
E01000492,13.252,14.494,13.346,0.167,13.299
E01000493,13.261,14.492,13.383,0.156,13.342
E01000494,13.328,15.997,13.566,0.382,13.422
E01000495,13.358,19.805,13.647,0.56,13.476
E01000497,13.225,16.001,13.411,0.336,13.31
E01000498,12.942,23.694,13.666,1.443,13.276
E01000499,12.957,24.364,13.737,1.257,13.374
E01000501,13.165,14.416,13.263,0.12,13.237
E01000502,13.153,15.519,13.315,0.213,13.27
E01000503,13.141,14.448,13.246,0.141,13.219
E01000504,13.245,13.527,13.327,0.052,13.323
E01000505,13.242,13.654,13.33,0.065,13.317
E01000506,13.444,17.197,13.821,0.567,13.644
E01000507,13.158,14.101,13.321,0.129,13.319
E01000508,13.324,19.959,13.818,0.871,13.551
E01000509,13.445,23.707,14.136,1.487,13.677
E01000510,13.322,23.018,13.988,1.075,13.681
E01000511,13.321,17.478,13.931,0.757,13.709
E01000512,13.347,16.743,13.607,0.374,13.502
E01000513,13.012,15.996,13.344,0.4,13.241
E01000514,12.929,15.697,13.118,0.333,13.047
E01000515,12.702,16.242,12.988,0.484,12.843
E01000516,13.027,18.234,13.402,0.463,13.294
E01000517,12.669,15.785,12.894,0.378,12.803
E01000518,12.706,15.883,12.976,0.304,12.918
E01000519,12.69,14.467,12.851,0.205,12.789
E01000520,12.746,15.325,13.004,0.3,12.949
E01000521,13.446,22.844,14.194,1.358,13.713
E01000522,13.275,15.112,13.427,0.23,13.375
E01000523,13.37,22.798,13.633,0.802,13.49
E01000524,13.464,19.56,13.797,0.769,13.56
E01000525,13.338,17.393,13.713,0.585,13.546
E01000526,13.252,17.615,13.668,0.751,13.425
E01000527,13.353,14.977,13.481,0.193,13.436
E01000528,13.26,17.0,13.694,0.651,13.497
E01000530,13.338,16.631,13.614,0.408,13.477
E01000531,13.375,17.827,13.767,0.651,13.534
E01000532,13.427,16.985,13.765,0.628,13.565
E01000533,13.3,20.269,13.594,0.467,13.481
E01000534,13.313,16.035,13.512,0.322,13.422
E01000535,13.35,20.658,13.895,0.72,13.667
E01000536,12.546,16.275,12.737,0.41,12.616
E01000538,12.546,12.855,12.59,0.044,12.571
E01000539,12.606,15.941,12.702,0.168,12.664
E01000540,12.544,13.369,12.639,0.123,12.609
E01000541,12.561,15.999,12.814,0.508,12.671
E01000543,12.619,15.956,12.992,0.535,12.799
E01000544,13.979,15.285,14.134,0.199,14.083
E01000545,13.503,17.363,13.814,0.589,13.652
E01000546,13.509,15.247,13.73,0.318,13.622
E01000547,13.574,14.732,13.71,0.115,13.704
E01000548,13.735,17.522,14.102,0.595,13.915
E01000549,13.587,16.148,13.912,0.404,13.821
E01000550,13.839,17.043,14.115,0.389,14.016
E01000551,13.825,16.019,14.009,0.306,13.919
E01000552,13.969,17.586,14.275,0.499,14.103
E01000553,13.254,16.433,13.443,0.353,13.361
E01000554,13.157,15.265,13.258,0.132,13.251
E01000555,13.178,14.023,13.327,0.126,13.298
E01000556,13.35,18.228,13.82,0.767,13.55
E01000557,13.288,16.119,13.52,0.453,13.403
E01000558,13.308,16.369,13.475,0.313,13.395
E01000559,13.266,16.385,13.393,0.409,13.327
E01000560,13.307,17.83,13.462,0.416,13.37
E01000561,13.408,16.744,13.649,0.4,13.522
E01000562,12.451,15.869,12.74,0.355,12.655
E01000563,12.481,16.34,12.803,0.475,12.681
E01000564,12.658,15.436,12.931,0.484,12.778
E01000565,12.633,16.483,12.843,0.341,12.767
E01000566,12.599,13.332,12.69,0.07,12.681
E01000567,12.618,14.657,12.762,0.19,12.72
E01000568,12.461,16.928,12.683,0.499,12.542
E01000569,12.477,13.291,12.602,0.107,12.587
E01000570,12.866,15.872,13.042,0.294,12.997
E01000571,12.864,17.524,13.265,0.423,13.163
E01000572,12.569,12.957,12.642,0.053,12.628
E01000573,12.609,12.997,12.713,0.072,12.703
E01000574,12.608,12.802,12.665,0.037,12.66
E01000575,12.664,15.219,12.881,0.315,12.804
E01000576,12.741,16.626,13.017,0.472,12.872
E01000577,12.664,15.67,12.837,0.314,12.752
