MSOA21CD,PM25-2016-min,PM25-2016-max,PM25-2016-mean,PM25-2016-std,PM25-2016-median
E02000095,12.574,16.385,12.907,0.451,12.785
E02000096,12.544,16.275,12.684,0.295,12.621
E02000097,12.69,15.883,12.955,0.259,12.925
E02000098,12.644,16.324,12.848,0.291,12.771
E02000099,12.569,15.67,12.762,0.241,12.707
E02000100,12.451,16.928,12.7,0.404,12.618
E02000101,12.765,19.833,13.228,0.507,13.113
E02000102,12.914,23.694,13.412,1.037,13.18
E02000103,12.957,24.364,13.437,0.74,13.279
E02000104,12.741,17.705,13.182,0.46,13.096
E02000105,12.633,18.444,12.924,0.444,12.81
E02000106,13.108,25.206,14.054,1.271,13.681
E02000107,13.157,18.228,13.43,0.395,13.347
E02000108,12.618,14.657,12.868,0.267,12.811
E02000110,13.158,16.743,13.389,0.261,13.338
E02000111,12.732,16.754,13.075,0.421,12.977
E02000112,12.978,21.154,13.499,0.717,13.323
E02000113,13.11,22.787,13.925,1.389,13.48
E02000114,13.227,20.613,13.472,0.527,13.338
E02000115,13.307,19.805,13.585,0.443,13.454
E02000116,13.214,20.111,13.471,0.595,13.309
E02000117,13.252,22.844,13.727,0.838,13.487
E02000118,12.954,16.386,13.186,0.285,13.128
E02000119,13.085,27.927,13.516,0.973,13.278
E02000120,13.503,17.522,13.866,0.481,13.75
E02000121,12.812,18.369,13.178,0.481,13.067
E02000122,13.252,15.652,13.402,0.211,13.345
E02000123,13.3,73.297,13.815,1.766,13.572
E02000124,13.43,17.532,13.752,0.42,13.625
E02000125,13.313,17.827,13.59,0.436,13.475
E02000126,13.825,17.586,14.117,0.379,14.027
E02006955,13.128,16.55,13.48,0.46,13.34
E02006956,13.099,18.103,13.346,0.352,13.27
E02000127,12.421,14.965,12.618,0.192,12.578
E02000128,12.127,15.14,12.362,0.221,12.337
E02000130,12.684,15.895,12.918,0.265,12.864
E02000131,12.765,16.391,12.988,0.344,12.902
E02000132,12.624,18.41,12.868,0.375,12.767
E02000133,11.987,17.77,12.334,0.315,12.303
E02000134,12.427,15.98,12.762,0.377,12.676
E02000135,12.735,15.805,12.945,0.32,12.876
E02000136,11.987,16.754,12.178,0.308,12.113
E02000137,12.419,15.332,12.621,0.236,12.572
E02000138,12.527,15.904,12.793,0.3,12.751
E02000139,12.64,15.86,12.813,0.282,12.752
E02000140,12.009,17.801,12.297,0.449,12.194
E02000141,12.65,17.878,12.906,0.393,12.814
E02000142,12.29,17.521,12.595,0.39,12.501
E02000144,12.336,18.55,12.617,0.386,12.523
E02000145,11.415,16.601,11.771,0.241,11.725
E02000146,12.218,16.81,12.488,0.42,12.402
E02000147,12.312,16.907,12.546,0.324,12.474
E02000148,11.928,14.193,12.138,0.147,12.109
E02000149,11.943,18.019,12.179,0.363,12.106
E02000150,12.345,15.611,12.702,0.292,12.668
E02000151,11.911,15.041,12.104,0.203,12.072
E02000152,11.936,16.319,12.149,0.281,12.105
E02000153,12.166,15.931,12.384,0.252,12.335
E02000154,11.88,17.183,12.148,0.384,12.051
E02000155,11.599,17.852,12.003,0.32,11.967
E02000156,12.102,15.879,12.416,0.323,12.352
E02000157,11.802,14.655,12.007,0.244,11.966
E02000158,11.542,15.159,11.82,0.229,11.795
E02000159,11.646,17.615,11.996,0.392,11.956
E02000160,11.691,16.965,12.049,0.297,12.022
E02000161,11.661,15.231,11.893,0.254,11.857
E02000162,11.262,15.951,11.581,0.262,11.529
E02000163,11.25,15.291,11.531,0.257,11.482
E02000165,11.226,14.039,11.445,0.166,11.435
E02006782,12.369,14.799,12.598,0.202,12.611
E02006787,12.581,18.573,12.921,0.567,12.789
E02006789,11.118,14.012,11.43,0.21,11.426
E02000166,13.018,17.241,13.303,0.339,13.238
E02000167,13.03,17.765,13.445,0.501,13.329
E02000168,13.467,17.257,13.988,0.488,13.85
E02000169,13.262,23.536,13.627,0.651,13.502
E02000170,13.261,23.272,13.641,0.696,13.481
E02000171,13.559,19.461,14.038,0.594,13.88
E02000172,13.803,17.933,14.082,0.385,13.972
E02000173,13.599,21.539,14.106,0.766,13.884
E02000174,13.793,17.227,14.14,0.404,14.026
E02000175,13.543,24.56,14.011,0.829,13.827
E02000176,13.746,19.081,14.033,0.526,13.877
E02000177,13.819,17.794,14.233,0.523,14.089
E02000178,13.411,17.39,13.88,0.527,13.734
E02000179,13.746,18.613,14.196,0.624,14.031
E02000180,13.99,19.551,14.432,0.649,14.224
E02000181,13.692,15.976,13.925,0.301,13.843
E02000182,13.819,21.474,14.282,0.824,14.039
E02000183,13.904,17.229,14.202,0.38,14.102
E02000184,14.064,21.833,14.659,0.632,14.48
E02000185,13.776,18.263,14.168,0.432,14.044
E02000186,14.095,30.884,14.748,1.066,14.441
E02000187,14.157,31.874,14.918,1.292,14.68
E02000188,14.357,22.584,14.945,0.849,14.775
E02000191,14.974,29.544,16.291,1.623,15.898
E02000192,15.255,25.076,15.734,0.951,15.502
E02000193,15.368,29.799,16.456,1.506,15.992
E02007115,14.917,28.336,15.505,1.194,15.18
E02000001,14.831,53.667,16.035,2.525,15.444
E02000194,12.735,16.611,13.025,0.37,12.93
E02000195,12.859,16.881,13.049,0.319,12.98
E02000196,12.846,17.678,13.015,0.318,12.955
E02000197,12.852,18.187,13.064,0.393,12.989
E02000198,12.877,16.93,13.101,0.447,12.983
E02000199,12.846,16.945,13.054,0.378,12.956
E02000200,12.727,15.221,12.915,0.283,12.856
E02000201,12.616,16.008,12.924,0.351,12.836
E02000202,12.881,16.551,13.009,0.279,12.963
E02000203,12.837,16.575,13.089,0.352,12.993
E02000204,12.833,16.947,13.086,0.397,13.002
E02000206,12.695,16.645,13.008,0.376,12.945
E02000207,12.433,16.18,12.815,0.394,12.749
E02000208,12.924,16.539,13.16,0.364,13.069
E02000209,12.833,17.284,13.217,0.499,13.132
E02000210,12.725,15.686,12.866,0.164,12.84
E02000211,12.367,15.372,12.491,0.118,12.471
E02000212,12.646,18.718,13.255,0.536,13.178
E02000213,12.941,20.025,13.331,0.653,13.151
E02000214,12.432,15.714,12.713,0.377,12.622
E02000215,12.621,17.3,13.041,0.427,12.942
E02000216,12.221,17.842,12.568,0.375,12.474
E02000217,12.631,18.326,13.168,0.558,13.018
E02000218,12.086,16.419,12.31,0.328,12.238
E02000219,11.989,16.151,12.264,0.302,12.194
E02000221,12.238,28.903,12.715,0.654,12.592
E02000222,12.119,16.817,12.496,0.365,12.418
E02000223,11.944,15.692,12.094,0.241,12.041
E02000224,12.274,30.848,12.56,0.537,12.468
E02000225,11.775,13.112,11.945,0.101,11.934
E02000226,11.905,15.278,12.177,0.281,12.129
E02000227,11.599,16.883,11.969,0.324,11.933
E02000228,11.904,14.812,12.16,0.222,12.122
E02000229,11.562,13.165,11.814,0.155,11.81
E02000230,12.045,17.862,12.507,0.52,12.387
E02000231,11.926,16.411,12.196,0.271,12.141
E02000232,11.655,14.682,11.84,0.197,11.811
E02000233,11.789,15.16,12.074,0.321,11.993
E02000234,11.766,17.076,12.111,0.437,12.031
E02000235,11.642,14.606,11.847,0.203,11.806
E02000236,11.546,18.202,11.953,0.399,11.927
E02000237,11.441,13.348,11.679,0.159,11.677
E02006788,12.552,18.907,12.769,0.487,12.675
E02006987,12.796,18.396,13.241,0.625,13.05
E02006988,12.434,20.037,12.947,0.532,12.802
E02000238,12.557,18.035,12.802,0.386,12.711
E02000239,12.594,17.41,12.827,0.427,12.718
E02000240,12.283,17.098,12.623,0.432,12.514
E02000241,12.415,16.973,12.745,0.401,12.657
E02000242,12.7,14.839,12.933,0.166,12.912
E02000243,12.565,19.036,12.999,0.687,12.79
E02000244,12.645,19.783,13.245,0.831,12.984
E02000245,12.276,18.674,12.652,0.572,12.522
E02000246,12.136,17.448,12.433,0.443,12.351
E02000247,12.394,17.907,12.856,0.545,12.721
E02000248,13.041,27.606,13.886,1.447,13.437
E02000249,12.67,18.228,12.963,0.512,12.836
E02000250,12.857,17.907,13.197,0.395,13.113
E02000251,12.66,14.814,12.833,0.176,12.807
E02000252,13.186,33.545,13.974,1.308,13.576
E02000253,12.736,15.369,12.948,0.283,12.879
E02000254,12.509,14.752,12.799,0.262,12.778
E02000255,12.782,24.718,13.237,0.886,13.053
E02000256,13.086,24.46,13.539,0.989,13.255
E02000258,13.21,25.149,13.743,1.072,13.495
E02000259,12.678,24.152,12.983,0.639,12.859
E02000260,12.64,23.684,13.183,0.982,12.931
E02000261,13.35,24.363,13.832,0.998,13.57
E02000262,13.217,19.208,13.62,0.522,13.505
E02000263,12.558,23.441,13.021,1.065,12.773
E02000264,13.114,71.653,13.566,1.497,13.323
E02000265,13.009,21.872,13.465,0.683,13.293
E02000266,12.644,26.187,13.105,0.894,12.908
E02000267,12.774,24.065,13.305,0.843,13.13
E02000268,13.1,17.092,13.29,0.321,13.209
E02000269,13.069,17.669,13.288,0.343,13.214
E02000270,13.143,21.587,13.445,0.518,13.342
E02000271,13.295,19.464,13.465,0.472,13.395
E02000272,12.755,15.897,13.04,0.28,13.032
E02000275,12.653,17.084,12.966,0.489,12.833
E02000276,13.009,17.616,13.27,0.339,13.21
E02006791,13.137,16.639,13.438,0.266,13.379
E02006968,13.055,26.869,13.399,0.655,13.251
E02006969,13.194,24.588,13.956,1.427,13.553
E02006970,12.629,23.436,13.098,1.161,12.841
E02006971,12.602,22.777,12.911,0.476,12.819
E02000277,11.954,18.258,12.527,0.896,12.202
E02000278,11.958,19.243,12.471,0.78,12.229
E02000279,11.772,16.052,12.161,0.534,12.035
E02000280,11.615,25.386,11.933,0.615,11.768
E02000281,11.811,21.455,12.329,0.687,12.187
E02000282,12.104,18.621,12.526,0.666,12.353
E02000283,12.097,15.861,12.387,0.266,12.364
E02000284,12.078,16.804,12.382,0.308,12.318
E02000285,12.244,16.421,12.452,0.352,12.364
E02000286,11.756,16.084,12.193,0.367,12.188
E02000287,11.705,17.319,11.985,0.314,11.917
E02000288,12.331,25.424,12.745,0.628,12.621
E02000289,11.819,14.887,12.146,0.246,12.186
E02000290,11.889,16.899,12.427,0.434,12.361
E02000291,12.443,16.238,12.678,0.39,12.583
E02000292,12.288,19.187,12.79,0.586,12.705
E02000293,12.246,15.773,12.47,0.241,12.416
E02000294,12.348,18.433,12.707,0.339,12.715
E02000295,12.244,16.157,12.502,0.323,12.447
E02000296,12.015,15.943,12.521,0.442,12.447
E02000297,12.446,18.993,12.82,0.557,12.674
E02000298,12.416,16.508,12.614,0.245,12.563
E02000299,12.686,15.23,12.863,0.247,12.818
E02000300,12.672,24.124,12.972,0.614,12.82
E02000301,12.333,17.403,12.768,0.421,12.72
E02000302,12.577,17.781,12.822,0.385,12.745
E02000303,12.684,22.334,13.021,0.756,12.848
E02000304,12.525,20.824,12.846,0.374,12.76
E02000305,12.604,19.954,12.942,0.466,12.849
E02000306,12.613,28.276,13.292,0.85,13.089
E02000307,12.711,21.019,13.193,0.822,12.95
E02000308,12.707,26.035,13.262,0.958,13.035
E02000309,12.892,31.708,13.527,1.109,13.247
E02000311,12.832,20.456,13.246,0.821,13.011
E02000312,12.738,22.042,13.251,0.847,13.051
E02006793,12.852,20.755,13.254,0.793,13.061
E02000313,12.413,14.824,12.611,0.223,12.533
E02000314,12.378,20.113,12.719,0.425,12.621
E02000315,12.498,16.503,12.638,0.231,12.591
E02000317,12.996,16.747,13.153,0.334,13.081
E02000318,12.535,17.243,12.859,0.452,12.777
E02000319,12.724,19.054,12.98,0.466,12.874
E02000320,12.47,15.939,12.691,0.353,12.603
E02000321,12.813,17.986,13.074,0.502,12.951
E02000323,12.82,20.984,13.16,0.369,13.096
E02000324,12.893,16.131,13.227,0.315,13.19
E02000326,13.232,22.104,13.741,0.768,13.557
E02000327,12.88,17.08,13.143,0.377,13.045
E02000328,13.168,18.752,13.547,0.568,13.414
E02000329,12.559,15.256,12.704,0.191,12.669
E02000331,12.925,19.246,13.322,0.598,13.156
E02000332,12.585,16.784,12.896,0.297,12.85
E02000333,13.068,19.743,13.463,0.619,13.272
E02000334,12.94,16.97,13.208,0.391,13.114
E02000335,12.609,19.5,12.978,0.509,12.878
E02000337,12.933,19.539,13.58,0.741,13.38
E02000339,12.647,19.553,13.217,0.766,13.043
E02000340,12.454,19.425,12.723,0.483,12.612
E02000341,12.58,18.979,12.983,0.576,12.822
E02000342,12.436,14.755,12.579,0.23,12.528
E02000343,12.454,16.368,12.757,0.436,12.638
E02000344,12.375,18.439,12.733,0.513,12.591
E02006786,12.475,17.017,12.762,0.317,12.703
E02006927,12.911,22.416,13.465,0.606,13.323
E02006928,13.383,18.371,13.715,0.565,13.54
E02006930,13.377,22.603,14.229,0.937,14.034
E02006931,13.145,19.614,13.54,0.647,13.391
E02006991,12.834,25.35,13.296,0.817,13.131
E02006992,13.405,25.946,14.212,1.069,13.937
E02006993,13.531,17.721,13.935,0.395,13.826
E02006994,12.96,18.039,13.466,0.623,13.299
E02000345,13.062,18.981,13.501,0.648,13.401
E02000346,13.347,19.03,13.76,0.723,13.523
E02000347,13.352,15.887,13.519,0.298,13.456
E02000348,13.074,17.582,13.522,0.532,13.431
E02000350,13.328,18.513,13.763,0.591,13.637
E02000351,13.465,17.858,13.836,0.581,13.669
E02000352,13.426,16.602,13.716,0.314,13.633
E02000353,13.638,19.225,14.09,0.596,13.919
E02000354,13.471,17.32,13.75,0.342,13.666
E02000355,13.286,19.082,13.701,0.586,13.553
E02000356,13.685,17.893,13.914,0.347,13.819
E02000357,13.061,16.848,13.353,0.326,13.288
E02000358,13.767,17.552,13.989,0.437,13.877
E02000359,13.353,17.436,13.604,0.367,13.527
E02000360,13.656,17.18,13.982,0.415,13.866
E02000361,13.522,23.059,14.143,0.727,13.927
E02000362,13.598,24.001,14.332,1.077,13.951
E02000363,13.525,17.252,13.906,0.445,13.807
E02000364,13.746,17.827,14.025,0.401,13.92
E02000366,13.698,17.104,14.026,0.481,13.869
E02000367,13.738,18.601,14.041,0.499,13.906
E02000368,13.766,17.153,14.082,0.329,13.995
E02000369,13.969,16.834,14.272,0.38,14.166
E02000370,14.124,21.559,14.499,0.492,14.406
E02006918,13.106,17.633,13.406,0.467,13.303
E02006921,13.068,16.589,13.449,0.383,13.409
E02007108,13.844,18.131,14.342,0.688,14.118
E02007109,13.828,20.219,14.196,0.458,14.074
E02007110,14.182,21.327,14.699,0.696,14.53
E02007111,14.117,25.175,14.911,1.098,14.708
E02000372,13.264,27.912,13.821,1.049,13.549
E02000373,13.429,22.692,13.858,1.074,13.585
E02000374,13.41,23.152,13.818,0.941,13.571
E02000375,13.477,28.854,13.99,0.809,13.782
E02000376,13.563,18.156,13.909,0.659,13.726
E02000377,13.43,18.113,13.849,0.694,13.634
E02000378,13.728,25.1,14.15,0.841,13.954
E02000379,13.311,17.396,13.578,0.385,13.491
E02000380,13.651,29.345,13.861,0.667,13.742
E02000381,13.688,19.945,13.927,0.648,13.806
E02000382,13.558,22.384,14.199,1.199,13.834
E02000383,13.704,21.633,14.219,1.033,13.924
E02000384,13.524,27.493,14.533,1.688,13.907
E02000385,13.586,23.928,14.224,1.384,13.819
E02000386,13.746,23.226,14.107,0.611,14.007
E02000387,13.458,23.76,13.793,0.719,13.665
E02000388,13.793,18.859,14.079,0.487,13.962
E02000389,13.152,22.288,13.502,0.584,13.426
E02000390,13.56,15.85,13.864,0.28,13.809
E02000391,13.67,18.566,14.045,0.576,13.905
E02000392,13.675,18.686,13.934,0.436,13.818
E02000393,13.55,16.289,13.772,0.385,13.669
E02000394,13.63,16.771,13.785,0.168,13.758
E02000395,13.155,20.544,13.628,0.522,13.521
E02000396,13.626,19.502,13.859,0.417,13.75
E02000397,12.931,15.874,13.088,0.246,13.042
E02000398,12.917,18.652,13.233,0.397,13.184
E02000400,12.736,21.526,13.13,0.527,13.008
E02000401,12.864,17.594,13.262,0.574,13.114
E02000402,12.896,16.904,13.187,0.384,13.093
E02000403,12.864,17.771,13.233,0.495,13.108
E02000404,13.004,16.669,13.326,0.46,13.192
E02000405,12.736,16.388,13.039,0.296,12.993
E02000406,13.177,16.908,13.367,0.408,13.261
E02000407,13.135,19.144,13.368,0.538,13.245
E02000408,13.054,19.283,13.376,0.67,13.218
E02000409,13.073,17.268,13.298,0.383,13.197
E02000410,12.832,18.15,13.208,0.577,13.064
E02000411,12.921,20.506,13.326,0.65,13.154
E02000412,13.145,22.965,13.523,0.787,13.312
E02000413,12.753,18.185,13.012,0.306,12.979
E02000414,13.131,14.994,13.307,0.184,13.268
E02000415,13.091,17.872,13.416,0.454,13.302
E02000416,13.078,17.735,13.45,0.439,13.341
E02000417,12.959,17.306,13.231,0.379,13.139
E02000418,13.032,16.419,13.343,0.441,13.233
E02000419,13.271,18.539,13.592,0.577,13.4
E02000420,13.22,20.138,13.503,0.649,13.322
E02000421,13.112,21.24,13.714,0.918,13.452
E02000422,13.214,18.031,13.478,0.517,13.344
E02000423,13.227,17.262,13.511,0.493,13.365
E02000424,13.219,16.488,13.363,0.273,13.295
E02000425,13.018,19.04,13.371,0.575,13.253
E02000426,12.935,17.832,13.21,0.459,13.075
E02000427,13.262,22.403,13.574,0.494,13.424
E02000428,13.243,18.754,13.496,0.544,13.37
E02000429,13.02,16.348,13.254,0.28,13.193
E02000430,13.213,16.952,13.462,0.43,13.336
E02000431,13.172,17.637,13.469,0.52,13.326
E02000432,13.264,16.136,13.535,0.302,13.466
E02006794,12.945,17.272,13.261,0.437,13.167
E02000433,11.827,16.667,12.145,0.403,12.013
E02000434,12.407,17.888,12.593,0.302,12.527
E02000435,12.0,16.404,12.312,0.283,12.268
E02000436,11.806,15.6,12.024,0.281,11.97
E02000437,12.067,16.837,12.466,0.374,12.398
E02000438,11.963,15.735,12.304,0.428,12.184
E02000439,12.482,16.86,12.749,0.353,12.677
E02000440,12.262,15.984,12.561,0.327,12.501
E02000441,11.793,15.901,12.034,0.306,11.99
E02000442,12.466,15.501,12.722,0.284,12.673
E02000443,12.395,15.174,12.662,0.234,12.611
E02000444,12.459,16.784,12.696,0.382,12.586
E02000445,12.478,17.607,12.765,0.407,12.643
E02000447,11.992,14.853,12.401,0.338,12.402
E02000448,12.032,14.749,12.221,0.239,12.166
E02000449,12.586,17.074,12.828,0.435,12.721
E02000451,12.036,15.441,12.363,0.32,12.326
E02000452,12.506,23.34,12.752,0.399,12.659
E02000453,12.368,16.683,12.642,0.344,12.562
E02000454,12.049,14.033,12.297,0.201,12.281
E02000455,12.439,26.016,12.905,0.734,12.728
E02000456,12.401,15.582,12.598,0.309,12.526
E02000457,12.253,15.596,12.509,0.26,12.46
E02000459,12.43,15.3,12.652,0.295,12.573
E02000460,12.384,15.297,12.585,0.336,12.507
E02000461,12.403,16.98,12.634,0.387,12.533
E02000462,12.454,15.626,12.687,0.364,12.588
E02000463,12.416,15.122,12.565,0.252,12.512
E02006795,12.296,15.561,12.495,0.246,12.456
E02006882,12.494,22.265,12.713,0.329,12.654
E02000464,11.309,14.724,11.577,0.392,11.433
E02000465,11.382,18.227,11.752,0.465,11.664
E02000466,11.354,14.248,11.603,0.199,11.547
E02000467,11.706,14.732,11.975,0.237,11.932
E02000468,11.464,14.848,11.727,0.246,11.638
E02000469,11.666,17.827,11.93,0.438,11.822
E02000470,11.321,17.486,11.649,0.468,11.498
E02000471,11.71,21.867,12.039,0.439,11.974
E02000472,11.926,17.162,12.182,0.463,12.077
E02000473,11.481,17.331,11.969,0.425,11.919
E02000474,11.933,17.1,12.236,0.519,12.119
E02000475,11.786,19.437,12.06,0.399,11.979
E02000476,11.957,19.65,12.566,0.718,12.399
E02000477,11.87,14.863,12.074,0.219,12.032
E02000478,11.482,15.106,11.766,0.164,11.786
E02000479,12.023,17.658,12.46,0.586,12.288
E02000480,12.106,18.485,12.364,0.419,12.258
E02000481,10.931,15.129,11.332,0.406,11.295
E02000482,11.425,15.113,11.583,0.209,11.538
E02000483,11.766,14.573,11.964,0.224,11.925
E02000484,11.901,16.125,12.14,0.342,12.085
E02000485,11.522,17.038,11.801,0.246,11.782
E02000486,11.893,14.044,12.026,0.179,11.991
E02000487,11.214,15.862,11.515,0.23,11.471
E02000488,11.703,13.892,11.957,0.211,11.941
E02000489,11.722,16.105,12.119,0.351,12.117
E02000490,11.788,16.116,12.082,0.328,12.05
E02000491,11.898,16.255,12.356,0.367,12.266
E02000492,11.476,18.14,11.863,0.304,11.802
E02000493,11.772,19.014,12.16,0.502,12.077
E02000494,11.441,16.038,11.71,0.303,11.672
E02000495,11.696,16.04,12.02,0.38,11.935
E02000496,11.234,14.35,11.482,0.198,11.455
E02000497,11.739,15.891,12.09,0.298,12.055
E02000498,11.54,18.064,11.871,0.35,11.825
E02000499,12.072,14.696,12.329,0.228,12.301
E02000500,11.739,16.998,12.183,0.401,12.144
E02000501,12.195,14.846,12.364,0.158,12.345
E02000502,11.921,15.165,12.251,0.314,12.178
E02000503,12.105,14.973,12.41,0.249,12.369
E02000504,11.701,17.891,12.097,0.394,12.043
E02000506,11.565,18.713,12.104,0.614,11.995
E02000507,12.099,16.882,12.422,0.413,12.32
E02000508,11.854,17.075,12.387,0.481,12.283
E02000509,11.743,16.076,12.111,0.455,12.012
E02000510,12.052,17.662,12.615,0.479,12.551
E02000511,12.116,15.315,12.345,0.178,12.324
E02000512,12.232,15.368,12.502,0.296,12.444
E02000513,12.305,15.437,12.535,0.299,12.47
E02000514,12.356,15.591,12.595,0.27,12.548
E02000515,11.771,23.196,12.15,0.632,12.071
E02000516,12.461,16.711,12.666,0.377,12.56
E02000517,12.394,15.935,12.578,0.293,12.502
E02000518,12.109,25.549,12.618,0.655,12.504
E02000519,12.466,17.818,12.806,0.49,12.674
E02000520,12.402,25.614,12.906,0.96,12.695
E02000521,12.534,23.749,12.942,0.706,12.782
E02000522,12.035,22.242,12.657,0.687,12.54
E02000523,12.553,21.817,13.079,0.703,12.888
E02000524,11.908,130.061,12.614,0.919,12.518
E02000525,12.381,20.474,12.736,0.596,12.557
E02006796,12.079,16.069,12.415,0.413,12.341
E02000526,13.3,25.065,13.911,1.292,13.527
E02000529,12.585,16.43,12.885,0.46,12.736
E02000530,12.463,20.757,12.912,0.71,12.685
E02000531,12.615,22.803,13.237,0.814,13.052
E02000532,12.907,23.174,13.33,0.789,13.131
E02000533,12.923,23.74,13.403,0.863,13.182
E02000534,12.529,18.428,12.895,0.54,12.763
E02000535,12.427,18.958,12.79,0.571,12.638
E02000536,12.564,21.158,12.975,0.623,12.816
E02000537,12.526,18.852,12.861,0.518,12.774
E02000538,12.357,18.746,12.723,0.602,12.558
E02000539,12.58,19.371,12.982,0.468,12.887
E02000540,12.639,16.605,12.907,0.373,12.817
E02000541,12.406,16.186,12.694,0.445,12.575
E02000542,12.525,20.126,12.868,0.482,12.732
E02000543,12.578,19.167,12.885,0.444,12.791
E02000544,12.538,14.382,12.688,0.148,12.658
E02000545,12.546,33.846,12.847,0.515,12.788
E02000546,12.298,15.747,12.469,0.264,12.396
E02000547,12.254,17.67,12.547,0.439,12.439
E02000548,11.967,16.018,12.29,0.379,12.194
