LSOA21CD,PM10-2016-min,PM10-2016-max,PM10-2016-mean,PM10-2016-std,PM10-2016-median
E01000001,25.136,85.981,27.823,7.135,25.503
E01000002,24.988,53.434,26.113,3.468,25.276
E01000003,24.934,39.803,25.65,2.068,25.177
E01000005,24.78,83.626,27.72,7.396,25.118
E01000006,21.266,22.095,21.524,0.165,21.508
E01000007,21.525,30.385,22.519,1.566,22.041
E01000008,21.545,42.577,22.815,2.289,22.143
E01000009,21.528,31.614,22.443,1.623,21.953
E01000011,21.379,27.724,22.062,0.965,21.865
E01000012,21.38,27.996,21.728,0.597,21.611
E01000013,20.437,29.235,21.333,1.478,20.853
E01000014,20.519,28.688,20.772,0.643,20.642
E01000015,20.35,24.407,20.743,0.567,20.586
E01000016,20.32,24.972,20.697,0.731,20.504
E01000017,20.376,25.99,20.749,0.676,20.586
E01000018,20.332,22.072,20.559,0.212,20.492
E01000019,20.49,22.13,20.777,0.259,20.722
E01000020,20.62,24.78,20.982,0.488,20.821
E01000021,20.756,30.385,21.683,1.185,21.339
E01000022,20.797,21.768,21.11,0.198,21.081
E01000024,21.091,30.401,21.938,1.311,21.556
E01000025,21.216,27.073,21.93,0.611,21.852
E01000027,19.368,27.702,19.769,0.706,19.608
E01000028,19.582,21.566,19.785,0.165,19.751
E01000029,19.803,30.051,20.635,1.544,20.198
E01000030,19.569,36.348,20.521,1.775,19.965
E01000031,19.369,65.081,20.597,2.109,20.09
E01000032,19.877,29.123,20.38,0.779,20.185
E01000033,20.028,28.273,20.699,0.848,20.525
E01000034,19.69,24.876,20.188,0.624,19.953
E01000035,20.482,29.792,21.348,1.208,21.006
E01000036,20.304,29.517,20.967,0.725,20.856
E01000037,19.712,23.72,20.03,0.525,19.913
E01000038,19.812,24.045,20.14,0.481,20.045
E01000039,19.581,24.43,20.207,0.528,20.089
E01000040,21.169,28.371,21.626,0.876,21.415
E01000041,20.884,27.602,21.607,0.988,21.325
E01000042,20.996,28.055,21.352,0.553,21.228
E01000043,21.353,34.305,22.134,1.605,21.673
E01000044,21.262,39.68,22.167,2.002,21.671
E01000045,21.154,52.591,22.996,3.536,21.755
E01000046,21.001,26.923,21.382,0.722,21.196
E01000049,21.718,36.92,23.108,2.555,22.207
E01000050,21.572,30.229,22.232,1.241,21.891
E01000051,21.666,32.688,22.576,1.681,22.031
E01000052,21.622,35.575,23.057,2.094,22.268
E01000053,21.328,40.809,22.911,1.995,22.383
E01000054,20.956,22.754,21.266,0.286,21.199
E01000055,20.902,22.919,21.245,0.318,21.17
E01000056,21.136,28.135,22.203,0.833,22.048
E01000057,20.693,25.433,21.252,0.653,21.076
E01000058,20.642,23.709,21.051,0.529,20.959
E01000059,20.875,23.77,21.464,0.398,21.434
E01000060,19.821,30.464,20.538,1.004,20.387
E01000061,19.817,30.445,20.549,1.269,20.208
E01000062,20.308,23.304,20.535,0.335,20.484
E01000063,20.372,28.737,20.948,1.089,20.625
E01000064,20.304,27.807,20.8,0.963,20.528
E01000065,20.376,26.747,20.964,1.167,20.591
E01000066,21.209,31.025,21.843,0.682,21.796
E01000067,21.245,30.982,22.097,1.509,21.655
E01000068,21.068,30.34,21.536,0.868,21.342
E01000069,21.191,25.229,21.347,0.233,21.289
E01000070,20.956,30.881,21.641,1.147,21.367
E01000071,21.053,25.604,21.384,0.466,21.27
E01000072,20.99,29.438,21.504,0.703,21.329
E01000073,21.38,24.299,21.951,0.401,21.961
E01000074,21.096,26.848,21.55,0.77,21.385
E01000075,20.555,26.583,20.942,0.593,20.81
E01000076,20.825,27.24,21.251,0.7,21.083
E01000077,20.862,29.342,21.508,1.163,21.158
E01000078,20.543,32.517,21.442,1.512,20.981
E01000079,20.418,29.303,20.924,1.142,20.607
E01000080,20.511,29.123,21.1,0.98,20.837
E01000081,20.372,21.62,20.58,0.151,20.56
E01000082,20.389,26.249,20.791,0.725,20.59
E01000083,20.621,30.691,21.308,1.192,20.961
E01000084,20.65,30.238,21.318,1.092,21.021
E01000085,20.673,26.98,21.144,0.521,21.046
E01000086,20.847,27.403,21.461,0.925,21.232
E01000087,20.675,30.421,21.792,1.38,21.385
E01000088,20.283,22.637,20.68,0.318,20.65
E01000089,20.202,20.889,20.466,0.143,20.456
E01000090,20.159,31.497,20.97,1.258,20.643
E01000091,20.762,21.725,21.005,0.231,20.89
E01000093,20.862,53.108,22.567,3.189,21.558
E01000094,20.449,22.624,20.792,0.266,20.726
E01000095,20.401,41.729,22.086,2.184,21.41
E01000096,20.819,51.001,22.389,2.304,21.586
E01000097,20.581,26.856,21.212,0.851,20.924
E01000098,20.564,27.008,21.078,0.835,20.874
E01000099,20.62,27.647,21.025,0.723,20.803
E01000100,20.302,24.688,20.738,0.689,20.582
E01000101,20.367,29.795,20.987,1.154,20.658
E01000102,20.305,22.351,20.686,0.39,20.589
E01000103,19.873,27.03,20.238,0.477,20.164
E01000104,19.884,28.168,20.844,1.176,20.512
E01000105,20.414,25.899,20.813,0.593,20.662
E01000106,20.331,22.96,20.612,0.32,20.526
E01000107,19.764,22.097,20.177,0.209,20.176
E01000108,20.313,29.309,20.926,1.081,20.674
E01000110,19.907,27.495,20.629,0.827,20.453
E01000111,20.409,30.494,21.565,1.501,21.146
E01000112,20.724,40.882,21.52,1.854,20.996
E01000113,20.714,31.764,21.222,1.264,20.894
E01000114,20.019,32.596,21.222,1.575,20.852
E01000115,20.091,27.893,20.585,0.732,20.44
E01000116,20.142,28.4,20.766,0.958,20.544
E01000117,20.461,25.914,20.683,0.326,20.595
E01000118,20.409,27.616,21.085,0.974,20.791
E01000119,20.351,21.097,20.469,0.099,20.436
E01000120,20.399,49.726,20.909,1.559,20.591
E01000121,20.397,24.325,20.663,0.367,20.59
E01000122,20.4,24.719,20.781,0.455,20.665
E01000123,20.522,24.542,20.912,0.461,20.817
E01000124,20.862,30.815,21.811,1.307,21.378
E01000126,21.668,23.397,22.298,0.396,22.217
E01000127,20.796,24.977,21.092,0.485,20.971
E01000128,21.0,22.913,21.321,0.242,21.264
E01000129,20.912,35.866,22.406,2.446,21.559
E01000130,21.082,23.199,21.542,0.318,21.489
E01000131,21.047,35.341,22.153,0.922,22.017
E01000132,20.785,22.601,20.991,0.239,20.945
E01000133,20.907,22.638,21.304,0.276,21.27
E01000134,20.789,29.633,21.441,1.149,21.104
E01000135,21.83,39.178,22.705,2.201,22.116
E01000136,21.557,29.92,21.976,0.674,21.855
E01000137,21.887,28.326,22.444,0.88,22.18
E01000138,22.054,39.287,23.575,2.935,22.503
E01000139,21.911,38.729,22.76,1.776,22.222
E01000140,21.988,30.954,23.283,1.703,22.647
E01000141,22.162,43.087,22.891,1.66,22.423
