MSOA21CD,NOx-2019-min,NOx-2019-max,NOx-2019-mean,NOx-2019-std,NOx-2019-median
E02007112,46.824,255.429,66.365,29.278,57.435
E02007113,44.475,342.084,70.59,36.161,59.384
E02007114,42.583,117.618,47.608,7.454,45.389
E02000895,29.751,133.918,35.973,7.33,34.488
E02000896,28.407,143.746,33.193,6.261,31.877
E02000897,31.301,108.702,36.167,6.556,34.848
E02000898,33.448,85.35,36.143,4.289,35.191
E02000899,34.18,103.646,39.404,6.479,37.995
E02000900,36.792,248.907,47.89,22.841,41.017
E02000901,33.646,149.853,38.968,8.544,36.644
E02000902,35.638,230.124,47.258,20.669,40.42
E02000903,36.097,244.517,41.912,16.665,38.489
E02000904,35.138,284.553,47.904,21.233,40.903
E02000905,36.986,125.318,42.341,9.021,39.892
E02000906,37.316,110.103,42.131,7.357,40.456
E02000907,37.635,123.528,41.941,7.926,39.909
E02000908,37.077,142.885,40.996,8.354,38.944
E02000909,36.953,237.095,43.907,13.808,40.197
E02000910,38.358,196.798,43.519,10.821,40.917
E02000911,38.341,110.326,42.648,7.032,40.674
E02000912,37.612,113.525,39.566,3.826,38.9
E02000913,38.532,245.339,44.469,13.696,40.997
E02000914,39.025,192.044,46.651,14.164,42.811
E02000915,37.112,239.543,46.785,18.277,41.411
E02000916,38.507,232.004,43.346,10.451,40.827
E02000917,39.998,206.215,43.694,10.622,41.47
E02000918,37.856,209.293,50.855,24.45,43.236
E02000919,40.176,229.314,51.257,21.725,44.076
E02000920,39.642,242.527,48.227,18.093,43.037
E02000921,40.532,216.053,48.503,17.652,43.881
E02000922,39.407,84.524,42.173,3.626,41.186
E02000923,45.866,158.598,51.71,9.425,49.399
E02000925,46.264,204.389,54.412,13.576,50.087
E02000926,45.05,191.218,53.151,13.63,49.032
E02000927,46.075,133.09,50.282,8.483,48.264
E02000928,38.888,112.386,43.284,6.799,41.656
E02000929,45.441,269.53,56.205,22.178,49.526
E02000930,44.146,214.758,52.534,13.455,48.72
E02000931,42.449,192.987,49.814,11.663,47.103
E02000932,41.288,305.73,52.966,22.255,45.979
E02000933,38.252,162.879,43.566,9.794,41.1
E02000934,45.365,252.592,58.149,19.695,51.318
E02000935,35.579,142.051,39.53,8.553,37.666
E02000936,38.742,161.166,45.718,10.874,42.764
E02000937,40.59,215.639,45.209,9.134,42.927
E02000938,37.434,191.858,42.947,11.843,39.956
E02000939,40.908,105.236,45.213,5.959,43.7
E02000940,40.669,156.074,48.914,12.886,45.377
E02000941,39.814,230.641,48.386,12.29,44.979
E02000942,37.568,155.859,42.977,9.073,40.941
E02000943,40.882,133.52,46.543,9.892,43.684
E02000944,37.885,139.503,43.14,9.946,40.595
E02000945,34.028,199.165,41.886,16.4,37.374
E02000946,38.927,129.678,44.486,8.696,41.932
E02000947,36.954,107.245,42.901,7.367,40.939
E02000948,38.672,102.978,42.341,5.704,40.827
E02000949,38.09,152.634,43.104,7.705,41.336
E02000950,36.281,77.075,38.951,3.137,38.273
E02000951,40.02,133.604,46.287,11.149,42.965
E02000952,39.714,102.748,43.321,6.971,41.453
E02000953,38.06,137.496,44.207,9.434,41.792
E02000954,38.836,134.337,43.727,8.618,41.555
E02000955,38.209,123.797,41.979,6.889,40.606
E02000956,37.533,145.989,43.548,8.961,41.336
E02000957,39.053,146.603,45.464,11.492,41.919
E02000958,37.729,106.775,40.988,5.208,39.716
E02000959,37.427,130.559,44.379,10.153,41.516
E02007083,46.863,193.687,54.256,13.574,50.584
E02007084,45.793,237.928,52.423,12.884,48.776
E02000960,50.385,294.695,56.273,15.435,52.55
E02000961,48.35,157.277,53.466,8.246,51.408
E02000962,51.249,230.501,62.546,17.142,57.018
E02000963,46.564,171.131,51.378,9.503,48.624
E02000964,46.749,171.003,54.743,10.739,51.49
E02000965,48.267,114.003,53.265,6.91,51.381
E02000966,49.576,125.165,57.94,9.369,55.88
E02000967,50.974,843.23,61.957,23.755,57.039
E02000968,55.799,532.345,72.542,40.453,61.554
E02000969,52.736,244.298,70.431,27.131,60.324
E02000970,61.212,811.187,80.496,41.066,67.906
E02000971,58.922,889.362,86.712,73.376,65.018
E02000972,63.427,1859.226,77.222,49.278,66.915
E02000973,49.983,208.946,61.451,19.101,55.615
E02000974,58.156,1168.975,78.688,53.767,64.02
E02000975,54.368,252.837,70.349,22.179,63.919
E02000976,52.296,217.792,60.988,15.284,56.68
E02000977,57.939,839.331,77.863,43.593,66.279
E02000978,49.544,682.876,64.95,29.182,58.035
E02000979,55.088,414.065,71.178,33.03,60.999
E02000980,53.472,368.155,63.396,21.82,57.177
E02000981,53.437,279.391,61.172,17.149,56.862
E02000982,54.098,743.345,68.29,36.706,57.694
E02000983,52.926,306.164,66.097,27.342,55.961
