LSOA21CD,PM10d-2016-min,PM10d-2016-max,PM10d-2016-mean,PM10d-2016-std,PM10d-2016-median
E01001329,4.075,22.486,4.446,0.799,4.344
E01001330,4.394,19.451,5.252,1.667,4.887
E01001331,4.359,20.42,5.278,2.074,4.733
E01001332,4.541,14.978,5.008,0.985,4.782
E01001333,5.097,28.746,6.317,2.244,5.92
E01001334,5.416,10.8,6.027,0.59,5.937
E01001335,5.094,35.559,6.516,3.618,5.637
E01001336,4.968,24.461,5.945,2.01,5.456
E01001337,5.059,56.459,6.364,3.594,5.475
E01001338,5.732,60.055,7.735,4.822,6.375
E01001339,5.21,55.218,6.74,2.961,6.304
E01001340,5.457,29.241,7.038,3.262,6.042
E01001341,5.334,13.285,5.865,0.605,5.738
E01001342,5.251,11.675,5.648,0.438,5.56
E01001343,5.122,16.048,5.568,0.914,5.389
E01001344,5.032,16.29,5.698,1.025,5.512
E01001345,5.556,9.272,5.974,0.323,5.917
E01001346,5.205,35.718,6.216,2.665,5.696
E01001347,5.496,49.958,8.657,7.158,6.435
E01001348,5.561,62.033,9.943,9.259,6.493
E01001349,5.055,52.01,7.105,6.039,5.431
E01001350,6.305,38.11,7.543,3.636,6.755
E01001351,6.427,51.787,8.648,5.246,7.264
E01001352,6.409,24.28,7.322,2.349,6.736
E01001353,6.445,29.273,7.441,2.463,6.95
E01001354,6.297,27.949,7.468,2.655,6.83
E01001355,6.845,66.506,9.469,8.132,7.637
E01001356,6.803,7.921,7.107,0.222,7.069
E01001357,6.787,7.88,6.982,0.173,6.918
E01001358,6.457,49.614,7.426,2.555,6.927
E01001359,4.858,48.528,6.989,6.246,5.303
E01001360,4.996,7.48,5.463,0.378,5.383
E01001361,5.668,62.196,8.406,6.524,6.34
E01001362,4.811,40.036,6.366,4.269,5.298
E01001363,4.764,36.194,5.841,3.324,5.107
E01001364,4.616,6.941,4.913,0.299,4.826
E01001365,4.606,38.985,5.721,4.016,4.869
E01001366,4.932,35.736,5.583,2.252,5.16
E01001367,4.875,36.185,6.389,3.613,5.419
E01001368,4.97,6.379,5.174,0.149,5.155
E01001369,4.936,26.28,5.865,2.582,5.285
E01001370,4.842,23.055,5.477,1.389,5.201
E01001371,4.812,20.207,5.633,2.104,5.007
E01001372,4.842,7.089,5.065,0.261,4.994
E01001373,5.039,39.069,6.285,4.474,5.327
E01001374,6.7,11.082,7.081,0.446,6.986
E01001375,6.738,11.017,7.203,0.579,7.072
E01001376,6.908,16.633,7.5,1.138,7.203
E01001377,6.65,10.791,7.043,0.569,6.899
E01001379,6.811,10.801,7.071,0.453,6.972
E01001380,6.38,30.224,7.227,1.675,6.844
E01001381,6.762,59.23,8.302,6.695,7.074
E01001382,6.018,8.523,6.433,0.272,6.405
E01001383,6.155,11.028,6.615,0.566,6.503
E01001384,6.176,11.1,7.0,0.88,6.724
E01001385,5.928,9.619,6.396,0.662,6.167
E01001386,6.041,27.526,6.993,1.527,6.704
E01001387,6.462,48.558,7.787,3.801,7.148
E01001388,6.707,47.348,9.114,5.199,7.823
E01001389,6.361,46.601,8.357,5.048,7.13
E01001390,5.924,63.527,7.852,6.27,6.371
E01001391,5.82,65.39,8.083,7.681,6.349
E01001392,5.94,62.305,7.068,4.183,6.291
E01001393,5.817,66.98,8.01,7.419,6.354
E01001394,5.677,61.684,9.663,10.188,6.328
E01001395,5.453,6.401,5.659,0.178,5.617
E01001396,5.617,32.96,6.68,2.632,6.057
E01001397,5.758,60.72,8.592,7.855,6.343
E01001398,4.836,5.656,5.025,0.167,4.948
E01001399,4.892,54.423,6.558,4.901,5.382
E01001400,4.873,48.709,6.156,3.875,5.131
E01001401,5.144,34.164,6.479,3.464,5.595
E01001402,4.81,26.921,5.683,2.399,5.071
E01001403,4.928,47.023,6.525,4.929,5.342
E01001404,4.877,45.103,5.704,3.056,5.11
E01001405,4.691,6.248,4.875,0.149,4.846
E01001406,4.738,7.216,5.179,0.333,5.107
E01001407,3.617,55.635,4.16,1.926,3.907
E01001408,3.928,5.486,4.187,0.209,4.149
E01001409,4.259,56.709,6.754,6.686,4.991
E01001410,4.141,4.94,4.394,0.153,4.368
E01001411,3.933,12.071,4.349,0.724,4.223
E01001412,3.342,68.124,4.864,6.123,3.57
E01001413,3.657,8.681,3.945,0.482,3.863
E01001414,3.572,7.67,3.84,0.413,3.721
E01001415,3.714,40.656,4.638,2.149,4.167
E01001416,4.279,6.159,4.472,0.229,4.405
E01001417,3.505,21.915,3.84,0.905,3.712
E01001418,3.926,16.505,4.411,1.006,4.25
E01001419,3.874,16.417,4.5,1.173,4.368
E01001420,4.389,14.186,4.733,1.044,4.515
E01001421,4.471,16.775,5.043,1.338,4.713
E01001422,3.607,17.731,3.882,0.358,3.842
E01001423,5.241,14.518,5.698,0.862,5.446
E01001424,5.564,8.735,5.799,0.335,5.746
E01001425,5.368,67.128,8.181,8.501,6.038
E01001426,5.785,7.961,6.102,0.31,6.002
E01001427,5.114,68.557,8.693,7.654,6.854
E01001428,5.264,8.617,5.62,0.437,5.513
E01001429,5.566,35.792,7.289,4.058,6.093
E01001430,5.821,29.957,7.042,3.018,6.327
E01001431,5.902,7.905,6.467,0.352,6.392
E01001432,6.348,68.317,10.206,8.133,7.66
E01001433,4.046,33.318,5.019,2.755,4.436
E01001434,4.278,5.028,4.531,0.128,4.517
E01001435,4.349,5.359,4.622,0.191,4.566
E01001436,4.455,6.033,4.685,0.198,4.642
E01001437,3.724,29.019,4.546,1.488,4.329
E01001438,4.449,23.633,4.844,1.4,4.632
E01001439,4.577,54.515,6.857,6.096,5.299
E01001440,4.634,45.497,6.298,5.333,5.17
E01001441,4.046,43.754,4.823,3.154,4.345
E01001442,4.16,52.036,5.542,4.63,4.534
E01001444,3.815,60.058,7.617,8.336,4.642
E01001445,3.536,46.559,5.576,5.713,4.007
E01001446,3.953,38.425,5.482,5.024,4.257
E01001447,3.815,5.608,4.118,0.309,4.024
E01001448,4.036,5.743,4.268,0.284,4.182
E01001449,3.895,21.465,4.737,2.072,4.22
E01001450,4.724,32.056,6.105,3.437,5.067
E01001451,4.436,29.231,5.004,1.47,4.696
E01001452,4.398,14.867,4.749,0.7,4.581
E01001453,4.272,11.596,4.651,0.612,4.534
E01001454,4.343,13.282,4.787,0.716,4.632
E01001455,4.642,22.839,5.363,1.931,4.975
E01001456,4.619,19.245,4.924,0.817,4.757
E01001457,4.357,32.363,5.259,2.411,4.66
E01001458,5.685,64.694,10.425,10.884,6.837
E01001459,5.133,38.972,6.416,4.29,5.452
E01001460,5.311,8.851,5.762,0.512,5.599
E01001461,5.151,66.064,6.845,5.199,5.512
E01001462,5.141,14.825,5.443,0.654,5.316
E01001463,5.212,41.434,6.44,3.858,5.585
E01001464,5.205,6.593,5.434,0.235,5.361
E01001465,5.585,64.64,9.128,7.991,6.344
E01001466,5.437,7.602,5.823,0.305,5.75
E01001467,5.43,8.855,5.815,0.349,5.761
E01001468,3.518,13.143,3.902,0.728,3.772
E01001469,4.027,11.876,4.415,0.77,4.206
E01001470,3.599,17.604,4.038,0.932,3.854
E01001471,3.765,13.766,4.275,0.995,4.111
E01001472,4.17,7.056,4.457,0.309,4.385
E01001473,4.182,9.36,4.324,0.261,4.265
E01001474,4.199,24.474,4.85,1.759,4.41
E01001475,4.209,15.385,4.379,0.517,4.305
E01001476,5.491,20.334,6.263,1.649,5.832
E01001477,4.568,62.097,5.657,3.28,5.204
E01001478,5.226,38.412,6.396,3.625,5.647
E01001479,5.241,19.519,5.785,1.45,5.474
E01001480,5.376,67.675,7.817,6.086,5.891
E01001481,5.274,9.588,5.721,0.536,5.618
E01001482,5.264,17.735,5.671,0.956,5.504
E01001483,4.5,52.754,5.393,3.036,4.855
E01001484,5.459,36.427,6.475,3.807,5.802
E01001485,5.514,22.89,6.627,2.018,6.171
E01001486,5.888,54.595,6.898,2.565,6.625
E01001487,5.462,17.829,6.122,1.516,5.809
E01001488,5.289,6.379,5.513,0.172,5.473
E01001489,5.479,7.62,5.843,0.312,5.772
E01001491,5.372,18.007,6.011,1.419,5.656
E01001492,5.91,8.721,6.361,0.351,6.324
E01001493,5.092,21.354,5.742,1.857,5.351
E01001494,5.099,18.633,5.821,1.461,5.499
E01001495,5.461,36.887,6.45,2.865,5.72
E01001496,5.189,19.073,5.876,1.329,5.61
E01001497,5.21,31.926,6.304,3.047,5.657
E01001498,5.523,60.075,6.861,5.197,5.809
E01001499,5.678,61.029,9.825,9.678,6.469
E01001500,5.631,52.938,7.92,6.986,6.192
E01001501,5.832,65.345,8.194,7.489,6.366
E01001502,5.558,18.847,6.025,1.251,5.786
E01001503,5.668,14.409,5.991,0.911,5.816
E01001504,4.711,26.071,5.536,2.238,5.04
E01001505,4.836,47.94,6.318,4.415,5.437
E01001507,5.388,49.839,6.825,4.498,5.729
E01001508,5.461,19.538,5.803,1.065,5.641
E01001509,5.441,24.151,6.229,2.407,5.66
E01001511,4.865,58.23,7.249,5.387,5.942
E01001512,4.683,25.504,5.129,1.77,4.798
E01001513,4.621,68.272,6.211,4.445,5.177
E01001514,4.686,6.003,5.069,0.26,5.055
E01001515,5.113,22.145,6.134,2.253,5.649
E01001516,4.571,65.407,7.312,6.376,5.352
E01001517,4.5,44.499,5.648,3.517,4.877
E01001518,4.417,51.006,5.401,3.131,4.824
E01001520,4.635,26.062,5.319,2.103,4.91
E01001521,4.795,29.823,5.469,1.616,5.075
E01001522,4.284,5.914,4.464,0.179,4.413
E01001523,4.347,22.652,4.692,1.204,4.442
E01001524,4.404,8.245,4.77,0.465,4.649
E01001525,4.547,8.426,4.841,0.364,4.761
E01001526,4.404,26.64,4.992,1.905,4.685
E01001527,5.337,65.693,7.081,5.028,6.098
E01001528,5.93,68.352,8.75,8.215,6.597
E01001529,5.837,29.078,7.314,3.292,6.19
E01001530,6.104,66.435,10.648,11.171,7.199
E01001531,5.019,14.563,5.438,1.008,5.237
E01001532,5.055,39.395,5.896,2.611,5.387
E01001533,5.237,18.434,5.573,0.811,5.454
E01001534,5.303,24.645,6.337,2.299,5.728
E01001535,5.497,64.837,6.667,3.278,6.17
E01001536,4.224,39.65,5.035,2.007,4.62
E01001537,4.036,61.848,5.347,4.342,4.456
E01001538,4.226,26.159,4.775,1.618,4.43
E01001539,4.227,11.061,4.54,0.797,4.354
E01001540,4.053,10.139,4.54,0.831,4.269
E01001541,4.146,5.698,4.358,0.15,4.333
E01001542,4.277,13.385,4.815,1.137,4.523
E01001543,4.27,11.703,4.551,0.494,4.459
E01001544,4.345,32.698,5.324,2.236,4.758
E01001545,3.821,28.375,4.391,2.021,4.073
E01001546,3.813,6.485,4.085,0.293,4.025
E01001547,3.926,44.531,4.846,3.22,4.263
E01001548,4.01,46.159,4.831,3.134,4.246
E01001549,4.177,46.578,5.486,4.715,4.433
E01001550,4.287,46.6,5.353,4.335,4.526
E01001551,4.132,64.324,10.22,10.35,5.596
E01001552,4.032,53.293,8.89,9.36,5.291
E01001553,5.505,35.154,6.4,2.646,5.906
E01001554,6.244,34.155,7.269,2.948,6.685
E01001555,6.914,34.349,7.976,3.416,7.294
E01001556,5.504,31.051,6.074,1.85,5.799
E01001557,7.165,8.128,7.39,0.15,7.34
E01001558,6.469,68.072,12.324,13.084,7.854
E01001559,5.665,68.587,9.612,9.502,7.26
E01001560,5.764,63.008,8.14,6.45,6.327
E01001562,6.001,56.296,8.683,8.2,6.417
E01001563,4.922,26.006,6.068,2.607,5.483
E01001564,4.866,20.301,5.321,1.436,5.075
E01001565,5.171,14.501,5.645,1.1,5.381
E01001566,5.231,17.952,5.675,0.817,5.529
E01001567,4.624,11.879,4.974,0.732,4.764
E01001568,4.541,14.787,4.869,0.522,4.768
E01001569,4.697,31.539,5.402,1.871,4.963
E01001570,4.891,29.393,5.385,1.48,5.07
E01001571,4.843,10.031,5.264,0.702,5.079
E01001572,4.776,17.273,5.25,0.963,5.007
E01001573,4.987,23.802,5.801,1.717,5.336
E01001574,4.648,26.214,5.331,1.986,4.86
E01001575,4.892,37.611,5.665,2.796,5.155
E01001576,4.896,11.737,5.15,0.539,5.053
E01001577,4.807,27.767,5.29,1.348,5.02
E01001578,4.805,6.738,4.986,0.208,4.916
E01001579,4.899,11.777,5.247,0.894,5.036
E01001580,6.843,43.154,8.918,4.431,7.57
E01001581,7.202,55.421,11.742,8.523,8.792
E01001582,6.659,41.325,9.07,4.07,8.075
E01001583,6.623,61.637,9.969,7.389,7.693
E01001584,6.695,35.498,7.564,1.637,7.412
E01001585,7.194,22.941,8.31,1.242,8.111
E01001586,6.796,19.667,7.383,0.805,7.222
E01001587,6.744,11.062,7.386,0.627,7.261
E01001588,5.988,33.725,6.772,2.015,6.354
E01001589,6.432,11.205,6.987,0.561,6.809
E01001590,6.896,11.826,7.827,0.653,7.754
E01001591,6.603,34.24,7.627,2.724,7.07
E01001592,7.215,56.596,10.776,8.499,8.525
E01001593,7.046,66.764,10.246,7.397,8.043
E01001594,6.925,33.5,7.934,2.615,7.312
E01001595,6.206,29.947,7.279,2.384,6.806
E01001596,4.428,8.158,4.769,0.49,4.643
E01001597,4.857,30.479,6.334,2.763,5.469
E01001598,4.754,29.673,5.633,2.597,5.009
E01001599,4.607,30.644,5.665,2.672,5.007
E01001600,4.777,50.116,6.284,3.742,5.139
E01001601,4.456,24.095,5.556,2.396,4.91
E01001602,4.755,13.181,5.249,1.155,4.938
E01001603,4.593,11.072,4.923,0.507,4.794
E01001604,5.873,63.022,8.388,6.471,6.749
E01001605,5.018,63.348,6.115,4.906,5.349
E01001606,5.395,20.309,6.264,1.549,5.886
E01001607,6.037,31.752,6.982,2.215,6.44
E01001608,5.162,62.218,7.332,6.272,5.837
E01001609,5.553,60.529,8.57,8.161,6.149
E01001610,5.569,31.332,7.016,2.802,6.442
E01001611,6.071,33.002,7.183,2.927,6.628
E01001613,4.662,32.31,5.312,1.331,5.081
E01001614,4.71,62.626,6.42,6.04,5.096
E01001615,4.783,48.021,5.765,2.702,5.181
E01001617,4.663,14.414,5.154,1.076,4.881
E01001618,4.568,11.769,4.971,0.758,4.775
E01001619,4.565,11.559,4.993,0.803,4.807
E01001620,6.155,62.894,11.053,9.202,7.951
E01001621,5.982,55.343,9.342,7.232,7.205
E01001623,8.91,48.35,12.199,5.333,10.64
E01001624,6.655,28.888,7.715,1.916,7.394
E01001625,7.568,42.726,9.916,4.011,8.751
E01001629,5.838,54.721,8.816,6.885,6.66
E01001631,5.846,59.952,8.973,7.132,6.804
E01001632,5.568,7.766,5.936,0.437,5.792
E01001633,5.659,12.908,6.418,1.059,6.19
E01001634,5.755,7.708,6.035,0.311,5.96
E01001635,5.247,14.162,5.67,0.872,5.448
E01001636,5.385,8.294,5.652,0.306,5.576
E01001637,5.588,11.289,5.975,0.602,5.83
E01001638,7.226,23.619,7.828,1.416,7.523
E01001641,7.248,57.032,9.578,5.702,7.948
E01001642,6.683,56.647,8.079,4.373,7.208
E01001644,7.419,56.852,11.589,8.917,8.635
E01001645,6.455,9.646,7.117,0.651,6.886
E01001646,6.152,31.112,7.085,2.464,6.601
E01001647,6.658,41.8,9.396,4.937,7.844
E01001648,6.329,29.894,6.721,1.498,6.466
E01001649,6.437,9.732,7.425,0.719,7.245
E01001650,6.48,31.162,7.301,2.118,6.772
E01001651,6.151,28.404,7.275,2.574,6.65
E01001652,6.641,58.824,9.66,6.894,7.44
E01001653,5.284,28.325,6.189,2.048,5.58
E01001654,5.241,10.638,5.619,0.454,5.543
E01001655,5.071,17.886,5.742,1.327,5.398
E01001656,7.658,11.142,9.028,0.747,8.871
E01001657,7.636,36.016,8.71,2.491,8.183
E01001658,6.153,38.291,8.793,3.165,8.303
E01001659,6.017,59.895,8.232,5.264,6.785
E01001660,5.654,51.727,8.635,7.233,6.459
E01001661,5.356,58.563,6.815,3.53,5.856
E01001664,7.503,63.569,10.469,7.17,8.71
E01001665,8.264,66.555,14.048,9.836,10.902
E01001666,7.575,45.319,10.233,4.086,9.209
E01001669,4.894,11.471,5.333,0.793,5.121
E01001671,5.014,9.512,5.495,0.552,5.336
E01001672,4.891,8.942,5.191,0.377,5.028
E01001673,5.279,46.068,7.871,6.208,6.061
E01001674,5.012,46.805,5.445,2.538,5.196
E01001675,5.166,41.442,6.124,3.328,5.678
E01001676,5.126,44.145,6.938,5.307,5.558
E01001677,5.127,43.907,6.005,3.48,5.375
E01001678,5.122,8.636,5.3,0.333,5.225
E01001679,6.149,25.289,6.876,1.376,6.699
E01001680,5.055,12.375,5.736,0.574,5.639
E01001681,5.335,7.564,6.141,0.539,6.132
E01001682,5.074,36.104,6.194,2.232,5.764
E01001683,5.355,14.327,5.798,1.074,5.541
E01001684,4.902,19.735,5.282,0.965,5.12
E01001685,5.005,7.234,5.326,0.295,5.277
E01001686,6.224,10.1,7.358,0.686,7.348
E01001687,5.079,63.031,7.144,4.793,5.888
E01001688,4.616,14.596,5.263,1.226,4.91
E01001690,4.693,11.686,5.251,0.869,5.016
E01001692,4.742,5.968,4.963,0.195,4.92
E01001693,4.756,20.553,5.733,1.611,5.181
E01001694,4.741,8.792,5.278,0.762,4.98
E01001695,6.287,13.893,6.954,1.102,6.606
E01001696,6.514,64.588,8.592,5.37,7.397
E01001697,6.389,11.791,7.343,0.761,7.154
E01001698,7.227,12.58,7.833,0.706,7.731
E01001699,5.999,38.347,7.357,2.769,6.635
E01001700,6.326,14.958,7.235,1.219,6.872
E01001701,6.01,39.292,7.351,2.827,6.702
E01001702,7.372,33.839,8.033,1.783,7.812
E01001703,6.555,11.834,7.282,0.689,7.161
E01001704,5.672,11.713,6.534,1.052,6.304
E01001705,6.426,19.665,7.023,1.359,6.742
E01001708,6.205,19.345,6.699,1.51,6.391
E01001710,6.237,7.655,6.516,0.215,6.464
E01001712,6.402,51.898,9.032,5.719,7.441
E01001714,7.146,50.158,8.812,4.618,7.596
E01001715,7.217,8.6,7.555,0.277,7.475
E01001716,7.241,51.745,10.475,7.853,7.959
E01001717,7.218,21.869,8.117,2.265,7.539
E01001718,7.342,42.04,9.405,4.349,8.112
E01001719,7.489,40.302,9.717,5.584,8.004
E01001720,7.295,40.289,9.401,5.148,7.943
E01001722,6.823,27.236,7.69,1.899,7.218
E01001723,6.99,13.755,7.493,0.767,7.317
E01001724,7.139,52.17,10.977,8.946,8.041
E01001725,6.833,7.906,7.152,0.224,7.101
E01001726,7.107,43.46,11.278,10.195,7.754
E01001727,6.726,16.297,6.995,0.609,6.903
E01001728,6.771,29.302,7.477,2.44,6.939
E01001729,7.388,39.728,9.075,3.535,8.319
E01001730,7.974,37.361,10.164,4.407,8.833
E01001731,8.232,52.171,11.36,6.4,9.078
E01001732,8.207,12.425,8.524,0.497,8.39
E01001733,7.174,42.008,8.821,3.695,7.865
E01001734,7.327,62.026,10.817,7.569,8.591
E01001735,7.43,38.209,9.517,4.535,8.43
E01001736,7.622,8.617,7.81,0.18,7.725
E01001737,7.483,33.3,8.112,2.261,7.718
E01001738,7.63,23.092,9.062,2.622,8.155
E01001739,7.667,44.156,9.048,3.042,8.189
E01001740,7.663,9.644,7.964,0.242,7.874
E01001741,7.661,42.527,9.328,5.229,8.007
E01001742,7.472,16.33,8.26,1.342,7.869
E01001744,8.235,63.633,9.853,4.65,9.001
E01001745,7.769,35.515,9.075,2.472,8.306
E01001746,7.612,15.166,8.533,1.554,7.988
E01001747,7.926,45.668,9.922,5.344,8.473
E01001749,8.147,29.074,9.824,3.141,8.917
E01001750,9.045,34.279,10.692,3.454,9.54
E01001751,8.781,23.354,9.87,2.055,9.224
E01001753,9.135,28.489,10.547,3.158,9.52
E01001755,9.282,19.315,10.243,1.709,9.715
E01001756,8.784,50.349,10.8,4.479,9.499
E01001757,7.856,23.13,9.017,2.588,8.256
E01001758,7.724,37.255,9.209,3.086,8.445
E01001759,7.854,16.374,8.509,1.17,8.239
E01001760,8.309,67.924,12.611,8.715,9.789
E01001761,8.257,35.253,10.632,4.657,8.977
E01001762,8.062,42.578,9.714,3.494,8.793
E01001763,7.97,35.283,8.917,2.386,8.355
E01001764,7.286,18.228,8.028,1.132,7.734
E01001765,7.295,35.263,8.24,2.314,7.733
E01001767,6.988,31.303,7.745,2.157,7.301
E01001768,6.998,12.748,7.455,0.752,7.274
E01001769,7.267,37.628,9.277,4.07,8.042
E01001770,7.23,33.958,8.876,3.812,7.761
E01001772,8.741,22.667,9.512,2.159,8.998
E01001773,8.752,25.397,10.615,3.78,9.409
E01001774,8.671,38.965,10.495,3.827,9.398
E01001775,8.58,22.675,9.373,1.639,8.826
E01001776,9.033,36.353,10.998,4.306,9.716
E01001777,9.262,39.067,11.273,4.67,9.911
E01001780,9.836,63.082,13.065,7.502,10.983
E01001781,9.233,29.463,10.678,2.903,9.899
E01001783,9.846,21.251,10.436,1.166,10.176
E01001784,9.407,14.76,10.038,0.847,9.819
E01001785,7.275,42.336,8.696,3.747,7.928
E01001786,6.203,43.895,7.915,3.045,7.084
E01001787,6.284,8.464,6.706,0.28,6.691
E01001788,6.635,7.538,6.978,0.178,6.959
E01001789,6.86,8.088,7.226,0.215,7.181
E01001790,6.9,8.41,7.429,0.283,7.434
E01001791,6.986,8.116,7.346,0.224,7.302
E01001792,6.656,59.103,9.452,6.55,7.566
E01001793,6.71,50.42,8.019,4.072,7.265
E01001794,7.193,51.953,8.728,4.729,7.733
E01001795,7.198,59.46,9.931,7.838,7.819
E01001796,7.131,14.537,7.782,1.221,7.425
E01001798,6.671,39.242,8.482,4.996,7.138
E01001799,7.13,8.225,7.356,0.187,7.286
E01001800,7.239,10.592,7.956,0.649,7.773
E01001801,7.22,23.718,8.017,1.959,7.518
E01001802,7.188,24.599,8.39,2.889,7.596
E01001803,7.145,22.461,7.813,1.616,7.38
E01001804,7.132,13.619,7.574,0.965,7.298
E01001805,7.428,43.345,8.699,3.099,7.958
E01001806,7.143,34.63,8.048,2.516,7.415
E01001807,7.021,26.188,8.319,3.537,7.328
E01001808,7.109,50.605,10.597,7.688,7.941
E01001809,7.088,23.032,7.72,1.879,7.325
E01001811,7.136,57.83,10.839,7.906,8.014
E01001812,7.011,14.079,7.293,0.594,7.155
E01001813,7.016,44.576,10.548,7.292,7.88
E01001814,6.545,56.774,9.253,7.727,7.369
E01001815,7.923,13.353,8.691,0.91,8.432
E01001816,7.877,15.897,8.444,1.094,8.226
E01001819,8.306,23.155,9.915,2.873,8.958
E01001820,8.263,18.626,9.21,1.549,8.795
E01001821,8.239,9.114,8.541,0.207,8.482
E01001822,6.533,32.712,7.841,3.518,6.982
E01001823,6.067,6.871,6.279,0.16,6.242
E01001824,6.094,30.971,7.412,2.957,6.64
E01001825,6.284,7.11,6.609,0.164,6.605
E01001826,6.424,31.712,7.787,3.118,7.105
E01001827,6.08,29.448,6.755,1.874,6.419
E01001828,6.163,7.201,6.502,0.208,6.49
E01001829,7.725,59.006,9.904,6.356,8.198
E01001830,7.655,40.805,9.406,4.885,8.048
E01001831,8.122,56.45,10.738,5.636,8.993
E01001832,8.003,46.778,10.727,5.425,8.752
E01001833,7.857,42.925,8.802,3.145,8.237
E01001834,7.709,43.078,9.154,3.888,8.288
E01001835,7.699,35.015,8.269,2.022,7.99
E01001836,8.092,29.374,9.997,3.381,8.881
E01001837,8.237,46.422,11.176,5.522,9.299
E01001838,8.276,15.287,8.891,1.007,8.646
E01001839,8.403,51.641,12.053,7.48,9.296
E01001840,8.293,39.782,10.6,5.046,9.123
E01001841,8.188,43.113,9.694,4.023,8.634
E01001842,8.327,21.701,8.839,1.088,8.679
E01001843,8.27,11.612,8.635,0.345,8.557
E01001844,8.239,34.967,10.572,3.858,9.156
E01001845,8.204,24.945,9.763,2.825,8.869
E01001846,8.242,67.462,15.26,10.501,11.707
E01001847,8.163,42.378,10.707,5.322,8.968
E01001848,8.06,54.453,11.741,6.931,9.236
E01001849,8.177,67.889,14.146,9.137,11.365
E01001850,8.141,21.966,9.377,1.704,8.852
E01001851,7.722,9.34,8.156,0.328,8.079
E01001852,8.017,14.962,8.657,0.817,8.501
E01001853,7.795,9.19,8.308,0.281,8.309
E01001854,8.227,49.779,11.525,8.647,8.752
E01001855,7.739,8.674,7.987,0.171,7.943
E01001856,7.731,56.571,11.071,9.372,8.315
E01001857,8.517,68.295,13.367,10.604,9.457
E01001858,7.554,34.566,9.561,4.44,8.223
E01001859,6.758,12.589,7.183,0.756,6.948
E01001860,7.51,43.864,10.631,7.688,7.916
E01001861,7.118,48.782,11.748,9.247,8.09
E01001862,7.618,14.191,8.439,1.155,8.067
E01001863,7.513,9.521,7.903,0.383,7.792
E01001864,7.479,31.559,8.373,2.679,7.76
E01001865,6.849,9.874,7.206,0.343,7.122
E01001866,7.519,66.045,9.612,7.14,8.044
E01001867,7.801,63.366,11.938,10.705,8.482
E01001868,8.005,18.033,8.893,1.46,8.517
E01001869,7.515,59.857,9.195,6.573,7.93
E01001870,8.077,63.381,12.532,10.808,9.065
E01001871,7.52,52.726,10.098,7.699,8.007
E01001872,8.044,62.787,10.122,6.325,8.648
E01001873,7.58,8.474,7.832,0.169,7.768
E01001875,6.974,68.218,13.406,12.664,8.931
E01001876,6.399,65.705,7.951,4.999,6.856
E01001877,6.592,65.367,7.92,4.278,6.929
E01001878,6.861,52.75,7.699,3.149,7.243
E01001879,7.613,22.873,8.462,2.219,7.881
E01001880,7.781,57.014,8.57,4.837,7.939
E01001881,7.774,52.956,9.598,5.111,8.291
E01001882,7.622,17.446,8.609,1.784,8.008
E01001883,7.793,24.193,8.51,1.949,8.082
E01001884,8.014,41.38,10.355,5.394,8.684
E01001885,7.667,23.914,8.714,2.111,8.177
E01001886,7.161,31.021,8.923,3.541,7.821
E01001887,7.152,35.598,8.519,3.828,7.512
E01001888,6.495,7.812,6.892,0.245,6.868
E01001889,7.289,64.906,10.031,9.031,7.835
E01001890,6.929,67.891,8.62,7.922,7.291
E01001891,6.607,66.653,8.78,8.164,7.138
E01001892,7.247,7.985,7.477,0.15,7.451
E01001893,7.288,68.268,12.62,10.796,9.034
E01001894,8.214,68.185,15.166,13.314,9.528
E01001895,7.695,68.512,9.055,4.944,8.095
E01001896,7.68,43.288,9.076,4.145,8.149
E01001897,7.626,8.509,7.881,0.18,7.827
E01001898,7.589,68.469,13.589,12.79,8.182
E01001899,7.633,66.729,11.796,10.113,8.438
E01001900,7.522,68.543,14.053,14.633,8.646
E01001901,7.397,9.196,7.662,0.236,7.611
E01001902,7.178,16.127,8.085,1.507,7.672
E01001903,7.185,21.463,8.523,2.046,7.922
E01001904,7.073,30.18,8.181,3.113,7.355
E01001905,7.089,29.675,8.019,2.631,7.383
E01001906,7.19,29.871,8.148,2.819,7.515
E01001907,7.286,29.099,8.475,2.747,7.693
E01001908,7.723,13.861,8.444,0.894,8.269
E01001909,7.483,38.884,8.272,2.404,7.875
E01001910,7.362,67.235,10.824,10.145,8.339
E01001911,7.748,66.423,9.766,6.512,8.392
E01001912,8.055,19.016,8.95,1.73,8.446
E01001913,7.292,23.274,7.901,1.772,7.564
E01001914,8.177,67.288,15.773,14.481,10.229
E01001915,6.029,64.702,7.748,5.167,6.687
E01001916,6.675,11.639,7.215,0.486,7.13
E01001917,6.162,26.833,6.835,1.34,6.642
E01001918,6.624,25.935,7.597,2.484,6.939
E01001919,6.031,7.423,6.527,0.246,6.497
E01001920,7.781,54.693,10.221,6.93,8.135
E01001921,7.951,35.95,9.605,4.199,8.565
E01001922,7.345,42.231,8.168,2.591,7.67
E01001923,7.662,45.34,9.682,5.047,8.376
E01001924,7.516,32.583,9.595,3.836,8.232
E01001925,7.395,26.41,8.204,2.257,7.654
E01001926,7.283,27.516,8.625,2.816,7.795
E01001927,6.706,21.483,7.463,1.556,7.167
E01001928,7.578,37.575,9.117,3.746,8.169
E01001929,7.756,32.35,9.007,3.404,8.11
