LSOA11CD,PM10d-2019-min,PM10d-2019-max,PM10d-2019-mean,PM10d-2019-std,PM10d-2019-median
E01000049,4.669,73.526,8.009,8.562,5.551
E01000050,4.43,25.128,5.413,2.348,4.843
E01000051,4.736,25.151,5.958,2.808,5.096
E01000052,4.471,80.741,8.057,8.65,5.424
E01000053,3.354,21.836,4.299,1.715,3.78
E01000054,3.145,4.672,3.406,0.224,3.341
E01000055,3.274,7.628,3.719,0.592,3.577
E01000056,3.117,8.962,3.757,0.763,3.507
E01000057,3.287,11.855,3.722,0.788,3.492
E01000058,3.185,6.509,3.481,0.498,3.328
E01000059,3.139,5.042,3.317,0.193,3.263
E01000060,3.071,40.36,3.674,1.555,3.434
E01000061,2.765,24.84,3.666,1.955,3.168
E01000062,3.329,5.486,3.509,0.255,3.456
E01000063,3.168,25.827,3.883,1.651,3.495
E01000064,3.372,10.046,3.964,0.841,3.721
E01000065,3.248,14.596,3.792,1.137,3.448
E01000066,3.413,24.368,3.795,1.112,3.662
E01000067,3.693,19.691,4.572,1.978,4.024
E01000068,3.819,17.68,4.203,0.97,4.023
E01000069,3.52,11.458,3.928,0.471,3.869
E01000070,3.76,21.08,4.361,1.309,4.03
E01000071,3.488,13.447,4.023,0.947,3.829
E01000072,3.356,25.269,3.836,1.584,3.496
E01000073,3.349,14.631,3.613,0.61,3.506
E01000074,3.432,14.711,4.003,1.375,3.622
E01000075,3.181,27.927,3.663,1.212,3.429
E01000076,3.338,14.787,3.65,0.853,3.495
E01000077,3.534,23.832,4.365,1.964,3.818
E01000078,3.255,18.123,4.217,1.854,3.677
E01000079,3.125,6.456,3.34,0.364,3.252
E01000080,3.195,11.358,3.74,0.956,3.497
E01000081,3.184,5.154,3.356,0.181,3.319
E01000082,3.18,16.958,3.981,1.999,3.416
E01000083,3.282,18.548,4.151,1.714,3.698
E01000084,3.188,14.897,3.785,1.253,3.448
E01000085,3.35,10.521,3.778,0.971,3.552
E01000086,3.162,11.225,3.694,1.183,3.36
E01000087,3.41,22.86,4.475,2.374,3.726
E01000088,3.162,10.562,3.788,1.113,3.517
E01000089,3.076,3.823,3.332,0.157,3.308
E01000090,2.932,72.051,3.931,2.841,3.166
E01000091,3.341,6.304,3.736,0.45,3.594
E01000092,2.936,92.112,4.369,5.745,3.398
E01000093,3.464,60.053,6.451,7.119,4.437
E01000094,3.009,6.65,3.362,0.392,3.241
E01000095,2.966,49.407,4.396,4.093,3.311
E01000096,3.456,50.099,6.692,7.546,4.258
E01000097,3.168,11.38,3.719,1.005,3.403
E01000098,3.179,8.911,3.72,0.903,3.454
E01000099,2.889,8.678,3.258,0.502,3.165
E01000100,3.016,10.057,3.301,0.814,3.147
E01000101,3.054,27.139,3.798,1.992,3.319
E01000102,3.042,9.511,3.337,0.58,3.202
E01000103,2.867,11.694,3.278,0.741,3.14
E01000104,3.021,27.033,4.434,2.197,3.817
E01000105,3.207,12.616,3.623,0.866,3.434
E01000106,3.203,6.085,3.581,0.338,3.522
E01000107,2.918,5.756,3.618,0.435,3.569
E01000108,3.626,19.796,4.81,1.398,4.589
E01000109,2.85,9.887,3.112,0.533,3.011
E01000110,2.722,18.388,3.392,1.651,3.035
E01000111,2.86,17.662,3.586,1.577,3.18
E01000112,2.911,29.022,3.673,2.065,3.109
E01000113,2.961,27.465,3.887,2.285,3.3
E01000114,2.755,27.377,3.799,2.411,3.253
E01000115,2.898,15.995,3.402,0.954,3.239
E01000116,2.888,14.5,3.439,1.073,3.224
E01000117,2.986,9.184,3.329,0.597,3.182
E01000118,3.064,18.856,3.956,1.634,3.477
E01000119,3.077,3.843,3.219,0.124,3.179
E01000120,3.081,13.587,3.478,0.939,3.271
E01000121,3.077,6.455,3.27,0.349,3.192
E01000122,3.116,5.632,3.361,0.329,3.274
E01000123,3.115,7.67,3.391,0.346,3.313
E01000124,3.359,24.135,4.288,1.787,3.764
E01000125,3.319,23.509,3.987,1.698,3.583
E01000126,3.547,6.694,3.859,0.349,3.779
E01000127,3.271,8.812,3.592,0.541,3.448
E01000128,3.489,6.395,3.693,0.264,3.618
E01000129,3.378,19.485,4.805,2.415,3.977
E01000130,3.485,9.156,3.906,0.803,3.665
E01000131,3.492,21.252,3.854,1.167,3.653
E01000132,3.267,9.123,3.531,0.517,3.437
E01000133,3.384,9.323,3.809,0.74,3.602
E01000134,3.282,12.72,3.716,0.932,3.476
E01000135,4.24,79.125,5.82,5.924,4.56
E01000136,4.001,18.271,4.491,1.001,4.33
E01000137,4.357,15.981,5.099,1.26,4.741
E01000138,4.46,46.435,7.346,6.738,5.033
E01000139,4.206,133.298,6.61,9.138,4.639
E01000140,4.53,28.805,6.008,2.623,5.191
E01000141,4.605,62.911,6.598,5.651,5.135
E01000142,4.448,61.093,4.875,2.629,4.613
E01000143,4.233,22.959,4.934,2.132,4.537
E01000144,4.296,21.661,5.153,1.91,4.641
E01000145,4.368,47.043,5.361,3.732,4.59
E01000146,4.284,27.339,5.493,2.385,4.717
E01000147,3.813,16.643,4.235,1.022,4.052
E01000148,3.674,31.308,5.162,3.014,4.276
E01000150,3.947,37.707,4.718,2.415,4.227
E01000151,3.74,6.692,4.017,0.342,3.925
E01000152,3.615,11.369,4.551,1.37,4.043
E01000153,3.489,5.724,3.711,0.227,3.642
E01000154,3.789,7.307,4.121,0.57,3.928
E01000155,3.58,11.038,4.065,0.815,3.863
E01000156,3.5,25.495,4.446,2.393,3.801
E01000157,3.457,6.1,3.77,0.275,3.711
E01000158,3.169,9.83,3.425,0.431,3.334
E01000159,3.173,15.173,3.598,1.089,3.333
E01000160,3.284,62.824,4.699,5.349,3.606
E01000161,3.405,18.229,4.514,2.222,3.809
E01000162,3.364,35.025,4.494,2.853,3.759
E01000163,3.529,40.695,5.932,6.242,3.974
E01000164,3.438,44.465,5.028,3.785,3.801
E01000165,3.422,22.492,4.305,2.149,3.801
E01000166,2.476,3.129,2.685,0.113,2.687
E01000167,2.477,4.168,2.701,0.175,2.675
E01000168,2.701,3.334,2.839,0.092,2.82
E01000169,2.725,3.559,2.875,0.102,2.848
E01000170,2.799,9.947,3.313,0.78,3.113
E01000171,2.846,17.738,3.501,1.486,3.163
E01000172,2.806,16.634,3.131,0.987,2.931
E01000173,2.811,11.093,3.124,0.628,3.02
E01000174,2.984,13.38,3.646,1.31,3.223
E01000175,2.869,8.034,3.136,0.421,3.043
E01000176,3.797,41.643,7.2,7.215,4.469
E01000177,3.709,15.674,4.013,0.721,3.874
E01000178,3.441,15.129,3.841,0.949,3.665
E01000179,3.709,5.14,3.896,0.17,3.856
E01000180,3.779,9.622,4.186,0.754,3.99
E01000181,3.686,13.194,4.577,1.47,4.105
E01000182,3.759,31.199,4.691,2.746,4.067
E01000183,3.803,10.654,4.151,0.696,3.98
E01000184,3.422,87.844,5.102,4.887,3.836
E01000185,3.718,16.134,4.313,1.484,3.919
E01000186,2.701,16.374,3.486,1.617,3.141
E01000187,2.675,3.362,2.848,0.135,2.813
E01000188,2.434,27.03,3.121,1.589,2.637
E01000189,2.853,28.573,3.647,2.069,3.128
E01000190,2.853,10.122,3.1,0.624,2.963
E01000191,2.923,28.917,4.034,2.368,3.257
E01000192,3.026,17.644,3.704,1.386,3.272
E01000193,2.893,22.642,3.439,1.313,3.17
E01000194,3.051,47.571,4.213,3.161,3.412
E01000195,2.561,11.882,3.51,1.569,3.006
E01000196,3.684,45.549,4.945,3.444,4.07
E01000197,3.613,16.295,4.26,1.13,3.908
E01000198,3.697,32.043,5.749,4.368,4.361
E01000199,3.465,6.917,3.798,0.443,3.647
E01000200,3.577,15.212,4.329,1.485,3.934
E01000201,3.838,114.76,6.151,8.367,4.491
E01000202,3.743,18.998,4.205,1.453,3.997
E01000203,3.748,115.989,8.057,13.227,4.831
E01000204,3.463,49.081,3.825,1.688,3.64
E01000205,3.815,59.26,5.523,4.856,4.321
E01000206,3.748,24.363,4.113,1.014,3.903
E01000207,3.819,43.593,4.54,2.566,3.99
E01000208,3.909,50.619,5.457,4.203,4.318
E01000209,3.812,5.238,4.073,0.194,4.035
E01000210,3.762,53.675,5.173,4.572,4.09
E01000211,4.062,100.716,8.385,10.875,5.289
E01000212,3.83,20.248,4.53,1.358,4.197
E01000213,3.749,5.483,3.924,0.168,3.898
E01000214,3.962,17.032,4.503,1.147,4.21
E01000215,4.163,78.963,7.837,9.91,5.114
E01000216,4.053,11.816,4.348,0.657,4.247
E01000217,4.037,5.305,4.254,0.196,4.203
E01000218,4.178,20.931,5.11,1.953,4.69
E01000219,4.449,85.598,7.863,8.955,5.45
E01000220,4.396,18.875,4.997,1.265,4.675
E01000221,4.486,119.066,10.827,14.02,5.78
E01000222,4.341,60.866,5.612,4.676,4.635
E01000223,4.56,108.481,6.821,7.119,5.158
E01000224,4.384,9.47,4.747,0.482,4.633
E01000225,4.258,142.902,9.903,18.229,5.001
E01000226,3.1,16.769,4.016,1.819,3.517
E01000227,3.027,19.009,3.581,1.445,3.198
E01000228,2.432,28.054,3.306,2.104,2.83
E01000229,2.819,19.048,3.763,2.093,3.197
E01000230,2.729,19.339,3.374,1.48,3.111
E01000231,3.212,73.025,6.421,5.923,4.323
E01000232,3.105,59.014,4.667,3.581,3.59
E01000233,3.157,27.219,3.842,1.745,3.394
E01000234,3.287,30.118,4.468,2.222,3.806
E01000235,3.208,18.827,4.291,1.713,3.662
E01000236,4.161,84.133,6.717,8.079,4.681
E01000237,4.158,108.3,6.632,7.879,4.745
E01000238,4.121,115.76,6.427,9.489,4.413
E01000239,4.31,59.167,7.75,5.341,5.977
E01000240,3.805,74.006,6.99,6.304,4.979
E01000241,3.79,17.056,4.098,0.84,3.972
E01000242,3.971,28.863,5.104,3.055,4.322
E01000243,3.872,19.187,4.964,1.854,4.476
E01000244,3.876,21.358,4.81,1.471,4.466
E01000245,4.129,15.21,4.654,1.295,4.325
E01000246,2.371,33.485,2.737,0.962,2.563
E01000247,2.563,7.156,2.915,0.469,2.809
E01000248,2.626,13.744,3.398,1.322,3.04
E01000249,2.262,8.032,2.53,0.369,2.451
E01000250,2.563,51.94,3.48,2.514,2.942
E01000251,2.881,14.09,3.537,1.288,3.175
E01000252,2.849,23.435,3.447,1.397,3.161
E01000253,2.222,17.311,2.771,1.218,2.477
E01000254,2.19,10.676,2.53,0.464,2.419
E01000255,2.828,7.65,3.36,0.391,3.325
E01000256,3.566,38.07,5.203,3.805,4.133
E01000257,3.158,11.116,3.63,0.662,3.483
E01000258,3.036,24.443,4.299,2.121,3.674
E01000259,3.461,10.265,3.704,0.424,3.607
E01000260,3.658,71.019,6.291,5.4,4.429
E01000261,2.788,16.413,3.24,0.879,3.069
E01000262,2.741,9.51,3.155,0.439,3.102
E01000263,3.047,52.004,4.381,4.378,3.513
E01000264,3.557,61.348,7.646,6.614,5.149
E01000265,3.207,11.341,3.812,1.156,3.461
E01000266,3.094,10.297,3.383,0.593,3.237
E01000267,2.942,13.741,3.392,0.974,3.168
E01000268,3.093,43.122,4.256,3.478,3.394
E01000269,3.032,35.994,4.155,2.602,3.55
E01000270,3.018,14.401,3.762,1.55,3.279
E01000271,2.942,48.168,4.351,4.583,3.369
E01000272,2.922,22.109,3.2,0.728,3.086
E01000273,2.934,42.208,4.235,3.413,3.436
E01000274,3.142,20.788,3.949,1.691,3.494
E01000275,2.945,5.994,3.146,0.309,3.08
E01000276,2.748,9.247,3.051,0.413,2.976
E01000277,3.062,3.583,3.192,0.082,3.171
E01000278,3.064,9.173,3.358,0.556,3.211
E01000279,2.506,17.813,2.88,0.924,2.733
E01000280,2.692,16.186,3.06,0.89,2.903
E01000281,3.178,68.648,4.9,5.281,3.606
E01000282,2.904,37.914,3.471,1.989,3.109
E01000283,2.824,5.814,3.043,0.307,2.984
E01000284,3.014,52.762,4.123,5.914,3.147
E01000285,2.618,4.722,2.784,0.249,2.717
E01000286,2.544,4.397,2.663,0.136,2.628
E01000287,2.532,4.299,2.707,0.181,2.656
E01000288,2.977,27.675,3.636,1.907,3.295
E01000289,2.676,6.385,3.199,0.468,3.131
E01000290,2.432,28.505,2.756,1.336,2.533
E01000291,2.612,5.389,2.798,0.218,2.765
E01000292,2.742,10.298,3.189,0.889,2.958
E01000293,2.821,25.287,3.256,1.422,3.035
E01000294,2.589,13.873,2.86,0.674,2.747
E01000295,3.542,27.663,3.802,1.085,3.677
E01000296,3.384,77.5,4.302,4.132,3.717
E01000297,3.576,23.736,4.306,1.642,3.902
E01000298,3.454,82.137,4.795,5.916,3.687
E01000299,3.227,78.933,4.68,5.072,3.642
E01000300,3.188,5.895,3.453,0.328,3.396
E01000301,3.174,9.38,3.604,0.729,3.437
E01000302,3.372,154.1,5.009,9.219,3.631
E01000303,3.159,6.392,3.485,0.37,3.406
E01000304,3.188,9.07,3.641,0.668,3.491
E01000305,3.851,111.76,5.748,6.871,4.188
E01000306,4.446,24.733,6.101,2.477,5.056
E01000307,4.398,118.142,9.554,12.199,5.649
E01000308,3.681,16.702,3.948,0.602,3.828
E01000309,4.374,72.84,6.355,4.895,4.974
E01000310,4.329,138.828,8.805,11.211,5.375
E01000311,4.211,104.548,6.069,7.644,4.663
E01000312,3.719,34.15,4.575,2.909,4.07
E01000313,4.026,42.541,6.76,4.447,5.352
E01000314,4.256,70.43,5.569,5.668,4.592
E01000315,3.376,38.027,4.325,3.114,3.601
E01000316,3.468,38.543,4.829,3.505,3.869
E01000317,3.46,23.771,4.029,2.157,3.643
E01000318,3.22,14.084,3.808,0.957,3.588
E01000319,3.456,8.542,3.815,0.559,3.624
E01000320,3.149,51.451,3.776,4.742,3.261
E01000321,3.12,129.885,6.823,13.419,3.239
E01000322,3.184,4.572,3.354,0.131,3.33
E01000323,3.276,33.699,4.295,2.696,3.696
E01000324,3.191,14.699,3.542,0.736,3.378
E01000325,2.611,5.582,2.892,0.248,2.861
E01000326,2.572,7.213,2.854,0.394,2.765
E01000327,2.912,22.759,3.561,1.664,3.144
E01000328,2.572,9.868,2.818,0.334,2.754
E01000329,2.73,56.307,3.846,3.534,3.104
E01000330,2.96,28.642,4.119,2.679,3.393
E01000331,2.728,54.94,3.938,2.978,3.049
E01000332,2.911,13.111,3.48,0.98,3.232
E01000333,2.898,13.137,3.403,0.952,3.166
E01000334,2.882,11.147,3.216,0.818,3.056
E01000335,2.897,47.392,3.959,1.871,3.626
E01000336,3.041,7.119,3.427,0.397,3.315
E01000337,2.916,4.398,3.097,0.171,3.063
E01000338,3.062,10.862,3.417,0.786,3.212
E01000339,2.838,7.863,3.168,0.603,3.02
E01000340,2.99,8.728,3.7,0.774,3.488
E01000341,2.957,10.191,3.301,0.588,3.158
E01000342,2.957,3.516,3.073,0.09,3.042
E01000343,2.884,13.496,3.256,0.856,3.044
E01000344,2.941,7.295,3.226,0.522,3.116
E01000345,2.894,4.326,3.058,0.181,3.008
E01000346,2.812,7.597,3.207,0.46,3.09
E01000347,3.085,14.445,3.701,1.247,3.373
E01000348,2.795,6.515,3.304,0.534,3.139
E01000349,2.761,30.855,5.383,4.862,3.68
E01000350,2.794,7.447,3.115,0.445,2.998
E01000351,2.761,17.95,3.512,1.68,3.085
E01000352,3.112,52.251,7.048,7.548,4.49
E01000353,2.839,11.458,3.228,0.692,3.063
E01000354,2.956,6.589,3.235,0.406,3.136
E01000355,2.801,20.63,3.112,1.259,2.896
E01000356,3.019,7.663,3.398,0.616,3.209
E01000357,3.01,3.917,3.086,0.084,3.056
E01000358,2.882,10.276,3.194,0.66,3.054
E01000359,2.957,10.249,3.476,0.879,3.183
E01000360,2.914,17.84,3.666,1.602,3.208
E01000361,2.916,32.876,3.78,3.215,3.193
E01000362,2.924,59.53,4.0,2.752,3.325
E01000363,2.919,40.927,4.498,4.219,3.307
E01000364,2.935,36.312,5.205,5.108,3.481
E01000365,2.87,22.018,3.208,0.94,2.974
E01000366,2.892,12.604,3.292,0.584,3.197
E01000367,2.665,43.539,3.417,2.877,2.823
E01000368,2.623,4.036,2.743,0.122,2.727
E01000369,2.641,5.473,2.911,0.306,2.84
E01000370,2.765,21.129,3.454,1.806,3.0
E01000371,2.643,3.058,2.778,0.084,2.756
E01000372,2.671,3.957,2.789,0.103,2.767
E01000373,2.674,19.313,3.118,1.271,2.862
E01000374,2.328,149.016,4.794,8.364,2.868
E01000375,2.338,9.16,2.765,0.687,2.61
E01000376,2.444,29.044,2.674,0.779,2.565
E01000377,2.453,10.627,2.891,0.675,2.73
E01000378,2.509,19.103,3.236,1.672,2.762
E01000379,2.469,9.836,2.835,0.788,2.633
E01000380,2.517,82.067,4.958,7.11,3.069
E01000381,2.143,12.805,2.596,0.815,2.482
E01000382,2.495,6.673,2.976,0.426,2.93
E01000383,2.055,13.145,2.467,0.755,2.284
E01000384,2.626,10.342,3.011,0.784,2.826
E01000385,2.46,14.568,3.003,1.094,2.761
E01000386,2.612,34.394,3.578,2.094,2.992
E01000387,2.68,10.01,3.148,0.551,3.025
E01000388,2.97,15.275,3.403,0.689,3.348
E01000389,2.972,24.502,3.909,2.373,3.263
E01000390,2.962,86.83,4.983,5.434,3.347
E01000391,3.101,76.58,6.002,9.283,3.663
E01000392,3.275,24.731,4.678,2.813,3.872
E01000393,3.058,27.223,3.9,2.347,3.356
E01000394,3.068,20.042,3.697,1.211,3.392
E01000395,3.151,15.537,3.614,1.165,3.385
E01000396,3.209,7.297,3.723,0.584,3.566
E01000398,3.15,7.173,3.418,0.427,3.311
E01000399,3.186,17.753,3.888,1.494,3.527
E01000400,3.15,16.344,3.766,1.109,3.48
E01000401,3.227,15.896,3.569,0.92,3.398
E01000402,2.863,9.331,3.198,0.573,3.101
E01000403,2.606,38.826,4.275,3.888,3.253
E01000404,2.892,18.147,4.172,2.503,3.461
E01000405,3.05,22.381,4.213,1.771,3.881
E01000406,2.829,16.523,3.329,0.954,3.146
E01000407,2.685,11.883,3.199,1.042,2.927
E01000408,3.207,21.465,4.801,1.195,4.692
E01000409,3.34,5.693,3.586,0.304,3.496
E01000410,3.35,29.253,3.791,1.08,3.61
E01000411,3.54,56.599,4.95,4.847,4.013
E01000412,3.399,70.759,7.356,9.588,4.521
E01000413,3.357,77.275,9.477,12.732,4.633
E01000414,3.34,18.581,4.181,1.685,3.703
E01000415,3.273,4.77,3.5,0.196,3.447
E01000416,3.162,19.197,3.774,1.718,3.387
E01000417,2.871,15.119,3.454,1.301,3.098
E01000418,2.87,15.679,3.231,0.638,3.117
E01000419,2.981,7.078,3.234,0.373,3.148
E01000420,2.915,10.995,3.141,0.451,3.044
E01000421,2.911,6.598,3.169,0.445,3.058
E01000422,3.15,50.834,4.216,3.915,3.547
E01000423,2.888,13.373,3.585,1.549,3.106
E01000424,2.714,6.707,2.912,0.23,2.849
E01000425,2.768,4.024,2.893,0.12,2.862
E01000426,2.772,13.442,3.545,1.393,3.069
E01000427,2.682,10.581,3.201,1.15,2.866
E01000428,2.615,36.184,3.802,2.956,2.929
E01000429,2.443,4.858,2.766,0.35,2.679
E01000430,2.073,5.081,2.295,0.205,2.231
E01000431,2.74,39.654,4.486,4.719,3.174
E01000432,2.482,5.687,2.68,0.292,2.637
E01000433,2.485,44.551,4.451,5.463,3.049
E01000434,2.114,17.76,2.359,0.506,2.276
E01000435,2.731,40.424,3.8,3.305,3.099
E01000436,2.899,4.446,2.996,0.101,2.965
E01000437,2.79,4.891,2.954,0.223,2.895
E01000438,2.84,7.507,3.072,0.4,2.991
E01000439,2.752,9.804,3.199,0.797,3.008
E01000440,2.806,5.145,2.961,0.237,2.901
E01000441,2.801,11.584,3.101,0.735,2.887
E01000442,2.867,7.096,3.139,0.458,3.013
E01000443,2.847,10.346,3.463,0.997,3.177
E01000444,2.141,13.523,2.69,1.091,2.483
E01000445,2.469,7.966,2.833,0.599,2.732
E01000446,2.765,15.643,3.127,0.771,3.011
E01000447,2.474,125.37,4.274,6.149,2.976
E01000448,2.611,6.647,2.904,0.5,2.75
E01000449,2.715,31.406,3.523,2.978,2.96
E01000450,3.041,9.228,3.363,0.659,3.204
E01000451,3.047,7.872,3.39,0.632,3.212
E01000452,3.005,6.509,3.193,0.399,3.083
E01000453,2.985,3.457,3.096,0.081,3.073
E01000454,3.085,16.862,3.723,1.258,3.371
E01000455,3.081,16.437,3.378,0.71,3.265
E01000456,3.012,3.398,3.107,0.076,3.081
E01000457,2.828,24.739,4.136,2.917,3.265
E01000458,2.8,4.148,2.951,0.144,2.907
E01000459,2.765,10.603,3.122,0.704,2.955
E01000460,2.742,6.821,2.952,0.358,2.889
E01000461,2.77,12.887,3.375,1.155,3.108
E01000462,2.785,29.152,3.617,2.079,3.077
E01000463,2.799,6.593,2.983,0.319,2.924
E01000464,3.106,3.543,3.186,0.067,3.167
E01000465,3.11,4.298,3.293,0.225,3.206
E01000466,2.902,11.737,3.24,0.728,3.093
E01000467,2.949,4.119,3.18,0.183,3.116
E01000468,2.936,4.112,3.136,0.171,3.081
E01000469,3.005,12.802,3.413,0.855,3.207
E01000470,3.013,20.237,4.168,2.275,3.42
E01000471,4.349,5.235,4.582,0.175,4.545
E01000472,3.962,72.749,5.516,4.914,4.605
E01000473,4.096,23.811,5.063,2.312,4.425
E01000474,4.093,7.304,4.247,0.238,4.181
E01000475,3.776,40.558,5.963,4.74,4.44
E01000476,4.137,8.46,4.516,0.52,4.387
E01000477,4.288,11.628,5.096,0.756,4.92
E01000478,4.222,7.318,4.504,0.392,4.401
E01000479,3.77,41.002,5.335,3.081,4.603
E01000480,3.684,64.622,4.356,2.957,4.043
E01000481,3.644,29.417,5.392,3.289,4.371
E01000482,4.218,74.171,5.691,4.337,4.85
E01000483,4.455,75.887,5.227,4.447,4.713
E01000484,3.473,10.073,3.787,0.562,3.655
E01000485,3.586,10.258,4.058,0.892,3.806
E01000486,3.44,25.736,3.74,1.222,3.552
E01000487,3.432,13.309,4.09,0.901,3.813
E01000488,4.3,8.26,4.527,0.403,4.393
E01000489,4.304,11.076,4.621,0.579,4.456
E01000490,4.472,25.057,5.347,1.845,4.845
E01000491,4.292,10.557,4.656,0.628,4.486
E01000492,4.349,16.849,4.812,1.054,4.561
E01000493,4.444,13.135,4.905,0.971,4.627
E01000494,4.342,12.475,4.862,1.006,4.567
E01000495,4.381,13.755,5.0,1.098,4.66
E01000497,4.374,36.837,5.439,2.809,4.782
E01000498,3.946,115.38,8.246,14.209,4.783
E01000499,4.053,150.307,8.407,13.016,5.159
E01000501,4.286,7.669,4.56,0.409,4.468
E01000502,4.207,11.471,4.597,0.685,4.426
E01000503,4.194,7.835,4.412,0.359,4.315
E01000504,4.242,4.751,4.362,0.087,4.346
E01000505,4.275,4.806,4.389,0.087,4.361
E01000506,4.681,36.016,6.011,3.166,5.144
E01000507,4.203,7.609,4.574,0.478,4.466
E01000508,4.492,41.568,5.882,3.173,5.021
E01000509,5.019,136.003,11.439,19.488,6.051
E01000510,4.517,152.949,9.988,16.536,5.846
E01000511,4.423,40.793,7.283,5.228,5.525
E01000512,4.472,28.767,5.433,2.267,4.877
E01000513,3.781,20.621,4.812,2.641,4.073
E01000514,3.769,13.68,4.167,0.989,3.929
E01000515,3.429,15.682,4.193,1.628,3.724
E01000516,3.772,30.391,4.557,1.873,4.06
E01000517,3.484,25.883,4.357,2.252,3.828
E01000518,3.43,30.719,4.039,1.419,3.775
E01000519,3.431,27.681,4.072,1.547,3.749
E01000520,3.512,15.215,4.14,1.05,3.904
E01000521,4.896,71.542,8.353,7.869,5.877
E01000522,4.39,6.361,4.631,0.242,4.595
E01000523,4.628,107.464,5.949,6.797,5.008
E01000524,4.995,73.638,6.586,5.183,5.369
E01000525,4.965,95.761,6.295,5.275,5.35
E01000526,4.564,29.762,5.818,3.036,4.9
E01000527,4.535,6.44,4.875,0.258,4.806
E01000528,4.569,25.94,5.931,2.742,5.171
E01000530,4.499,13.298,5.195,0.924,4.891
E01000531,4.7,23.947,5.971,2.913,5.029
E01000532,4.786,23.667,6.049,3.25,5.219
E01000533,4.522,27.025,5.442,2.018,4.987
E01000534,4.456,11.796,4.892,0.743,4.726
E01000535,4.646,29.717,6.337,3.419,5.296
E01000536,3.285,31.444,4.022,2.545,3.481
E01000538,3.29,4.645,3.42,0.109,3.387
E01000539,3.381,8.745,3.682,0.475,3.58
E01000540,3.305,7.255,3.574,0.483,3.433
E01000541,3.364,30.063,4.307,2.652,3.654
E01000543,3.629,48.527,5.261,4.261,3.989
E01000544,5.214,11.852,5.734,0.915,5.499
E01000545,4.625,22.344,5.497,2.272,4.878
E01000546,4.673,14.85,5.675,1.855,5.016
E01000547,4.655,10.8,5.0,0.549,4.904
E01000548,4.867,30.664,5.935,2.537,5.227
E01000549,4.655,8.204,5.09,0.507,5.002
E01000550,5.001,26.392,5.784,1.902,5.309
E01000551,5.004,14.666,5.679,1.297,5.31
E01000552,5.205,14.983,6.032,1.418,5.565
E01000553,4.31,46.561,5.402,4.305,4.643
E01000554,4.183,24.486,4.444,1.025,4.332
E01000555,4.227,9.092,4.543,0.547,4.375
E01000556,4.522,36.926,6.468,4.316,5.127
E01000557,4.328,17.973,5.032,1.837,4.589
E01000558,4.3,28.472,4.933,2.203,4.513
E01000559,4.242,44.09,4.713,2.829,4.375
E01000560,4.289,46.94,4.727,2.472,4.403
E01000561,4.451,22.755,5.358,2.262,4.697
E01000562,3.173,86.074,4.438,4.041,3.66
E01000563,3.301,56.999,4.947,4.552,3.783
E01000564,3.625,16.583,4.526,2.003,3.97
E01000565,3.544,32.023,4.362,2.502,3.837
