MSOA21CD,PM10-2019-min,PM10-2019-max,PM10-2019-mean,PM10-2019-std,PM10-2019-median
E02000048,15.327,39.853,16.366,2.108,15.668
E02000049,15.36,21.903,15.984,0.746,15.79
E02000050,15.28,42.48,16.445,2.312,15.763
E02000051,15.464,54.654,16.981,2.941,16.187
E02000052,15.591,30.08,16.196,1.143,15.899
E02000054,15.712,39.628,17.8,2.771,16.858
E02000055,15.805,46.418,17.06,2.194,16.472
E02000056,15.664,35.734,16.285,1.524,15.913
E02000057,16.084,53.46,17.914,3.644,16.728
E02000058,15.737,44.929,16.803,2.307,16.205
E02000059,15.587,47.117,16.85,2.124,16.143
E02000060,16.13,54.049,18.014,3.835,16.844
E02000061,15.908,40.831,16.832,1.705,16.432
E02000062,16.393,48.649,18.862,4.055,17.338
E02000063,16.323,37.298,17.311,2.27,16.682
E02000064,16.177,51.977,17.392,2.444,16.712
E02006953,15.627,24.603,16.255,0.905,15.99
E02006954,15.468,30.113,16.554,1.472,16.131
E02000065,14.633,22.74,15.049,0.701,14.891
E02000066,14.592,35.107,15.355,1.211,15.073
E02000067,14.627,34.323,15.523,1.172,15.208
E02000068,14.224,32.217,16.307,1.706,16.201
E02000069,14.355,24.647,15.077,0.895,14.914
E02000070,14.588,23.966,15.067,0.864,14.853
E02000071,14.439,22.034,14.81,0.566,14.67
E02000072,13.502,33.651,14.167,1.2,13.935
E02000073,14.646,29.597,15.117,0.67,14.94
E02000074,14.15,33.406,15.037,1.941,14.517
E02000075,14.503,26.429,14.92,0.738,14.782
E02000077,14.74,24.693,15.204,0.694,15.083
E02000078,14.199,26.627,14.704,0.748,14.561
E02000079,14.592,36.976,15.391,1.328,15.052
E02000080,14.721,36.361,15.717,1.3,15.424
E02000081,14.199,36.299,15.258,1.69,14.804
E02000082,14.746,40.479,16.419,3.043,15.54
E02000083,13.866,56.67,14.877,2.038,14.369
E02000084,14.495,42.288,15.91,2.397,15.127
E02000085,14.493,40.346,16.179,3.029,15.274
E02000086,14.425,23.624,14.876,0.548,14.773
E02000087,13.599,50.055,15.043,2.206,14.481
E02000088,14.059,24.413,14.96,1.017,14.775
E02000089,14.46,23.049,14.922,0.797,14.751
E02000090,14.346,29.449,15.173,1.442,14.737
E02000091,14.094,31.51,14.979,1.345,14.667
E02000092,13.474,31.013,14.261,1.035,14.08
E02006785,14.84,25.211,15.4,0.951,15.176
E02000093,15.17,29.193,15.712,0.852,15.524
E02000094,15.387,29.835,16.158,1.128,15.88
E02000095,15.251,34.585,16.135,1.577,15.701
E02000096,15.114,30.154,15.582,1.06,15.35
E02000097,15.29,29.935,16.009,1.007,15.8
E02000098,15.302,28.324,15.809,0.837,15.611
E02000099,15.148,23.38,15.646,0.594,15.545
E02000100,14.976,42.146,15.903,1.975,15.447
E02000101,15.542,43.605,17.18,2.108,16.713
E02000102,15.772,47.865,17.391,3.446,16.653
E02000103,16.009,57.139,17.241,2.732,16.579
E02000104,15.477,27.396,16.273,0.94,16.009
E02000105,15.404,33.762,16.214,1.708,15.75
E02000106,16.431,61.364,19.193,4.769,17.647
E02000107,16.151,35.119,16.835,1.532,16.491
E02000108,15.28,21.219,15.612,0.526,15.492
E02000110,16.174,33.54,16.619,0.9,16.418
E02000111,15.473,33.305,16.311,1.496,15.936
E02000112,15.848,52.046,17.458,2.153,16.958
E02000113,16.485,52.011,19.084,4.663,17.569
E02000114,16.279,37.004,16.873,1.838,16.542
E02000115,16.267,34.218,16.914,1.198,16.586
E02000116,16.262,49.007,16.838,1.853,16.48
E02000117,16.375,39.377,17.584,2.094,16.968
E02000118,16.051,29.69,16.627,0.691,16.455
E02000119,16.484,47.753,18.128,2.36,17.601
E02000120,16.623,29.918,17.343,1.229,17.017
E02000121,15.696,39.611,16.901,1.967,16.408
E02000122,16.271,24.799,16.723,0.685,16.536
E02000123,16.546,49.239,17.824,2.275,17.251
E02000124,16.483,26.983,17.286,1.118,16.976
E02000125,16.445,27.692,17.183,1.164,16.9
E02000126,17.006,28.547,17.707,1.082,17.404
E02006955,16.623,29.886,18.316,1.348,18.203
E02006956,16.861,29.729,18.134,0.931,18.043
E02000127,14.399,25.984,15.047,0.794,14.844
E02000128,14.063,24.41,14.568,0.738,14.414
E02000130,14.973,33.63,15.692,1.121,15.405
E02000131,15.06,26.903,15.689,1.046,15.434
E02000132,14.857,29.151,15.465,1.189,15.122
E02000133,13.718,30.122,14.477,1.082,14.311
E02000134,14.366,28.174,15.345,1.361,14.992
E02000135,14.978,27.362,15.717,1.353,15.386
E02000136,13.707,29.826,14.318,1.162,14.031
E02000137,14.379,25.792,14.899,0.883,14.692
E02000138,14.554,25.521,15.077,0.93,14.839
E02000139,14.805,30.019,15.411,1.241,15.105
E02000140,13.779,28.735,14.53,1.265,14.169
E02000141,14.855,30.043,15.657,1.471,15.266
E02000142,14.13,31.71,15.004,1.281,14.678
E02000144,14.275,37.752,15.154,1.378,14.778
E02000145,12.906,24.325,13.496,0.622,13.35
E02000146,13.955,30.197,14.689,1.242,14.402
E02000147,14.153,22.953,14.641,0.692,14.484
E02000148,13.624,19.907,14.034,0.398,13.948
E02000149,13.653,28.534,14.127,0.909,13.921
E02000150,14.201,23.944,14.783,0.692,14.633
E02000151,13.573,22.011,14.028,0.684,13.865
E02000152,13.653,28.378,14.203,0.917,13.986
E02000153,13.886,22.996,14.437,0.693,14.29
E02000154,13.55,24.634,14.115,1.071,13.819
E02000155,13.1,23.311,13.841,0.812,13.679
E02000156,13.992,28.285,14.529,0.947,14.304
E02000157,13.393,23.614,13.908,0.858,13.72
E02000158,13.037,24.03,13.518,0.641,13.415
E02000159,13.21,36.988,13.983,1.262,13.704
E02000160,13.311,29.337,13.936,0.894,13.778
E02000161,13.186,25.65,13.682,0.717,13.549
E02000162,12.591,34.637,13.154,0.749,13.026
E02000163,12.576,28.547,13.195,0.867,13.011
E02000165,12.563,22.007,13.264,0.593,13.179
E02006782,14.296,25.396,14.793,0.754,14.728
E02006787,14.687,29.906,15.426,1.278,15.085
E02006789,12.416,22.966,12.977,0.533,12.907
E02000166,15.776,26.928,16.48,0.748,16.395
E02000167,15.855,25.681,16.52,0.918,16.34
E02000168,17.023,28.467,17.812,1.144,17.445
E02000169,16.165,51.795,16.972,2.237,16.554
E02000170,16.181,55.434,17.357,2.58,16.797
E02000171,16.573,23.872,17.404,0.887,17.156
E02000172,17.113,27.915,17.801,0.88,17.57
E02000173,16.606,39.769,17.63,2.055,17.088
E02000174,17.32,33.144,18.438,1.295,18.085
E02000175,16.546,51.795,17.592,2.535,16.952
E02000176,16.813,28.685,17.331,1.065,17.062
E02000177,17.035,27.848,18.044,1.006,17.822
E02000178,16.574,29.074,17.414,1.477,16.955
E02000179,16.837,26.153,17.755,1.115,17.461
E02000180,18.095,39.681,19.566,2.327,18.935
E02000181,16.665,28.185,17.17,1.064,16.916
E02000182,16.736,46.614,18.147,3.081,17.317
E02000183,17.222,31.179,18.391,1.515,17.987
E02000184,18.035,41.353,20.01,1.971,19.48
E02000185,17.05,35.323,18.044,1.574,17.566
E02000186,17.714,88.287,19.986,4.3,18.964
E02000187,18.813,63.734,21.64,3.842,20.804
E02000188,18.653,65.225,20.919,3.729,20.2
E02000191,20.644,90.161,23.565,6.912,21.781
E02000192,20.746,41.451,21.944,2.356,21.34
E02000193,21.136,69.101,23.071,4.184,21.914
E02007115,20.405,58.246,22.113,3.531,21.161
E02000001,19.714,82.349,23.384,4.604,22.254
E02000194,14.984,29.255,15.893,1.212,15.584
E02000195,15.265,29.085,15.82,1.051,15.557
E02000196,15.276,36.655,15.723,1.145,15.518
E02000197,15.265,36.679,15.851,1.567,15.57
E02000198,15.277,24.436,15.689,0.717,15.486
E02000199,15.237,25.328,15.715,0.921,15.451
E02000200,14.976,25.495,15.592,0.975,15.357
E02000201,14.81,28.411,15.789,1.586,15.351
E02000202,15.263,27.965,15.778,1.243,15.524
E02000203,15.234,28.085,15.93,1.289,15.558
E02000204,15.183,34.824,16.032,1.715,15.604
E02000206,15.004,28.601,15.752,1.103,15.487
E02000207,14.638,33.929,15.517,1.284,15.226
E02000208,15.239,31.583,16.012,1.421,15.681
E02000209,15.192,35.855,16.346,1.768,15.907
E02000210,15.119,23.586,15.58,0.596,15.447
E02000211,14.434,29.303,14.85,0.597,14.764
E02000212,15.032,31.377,16.408,1.814,15.981
E02000213,15.472,32.679,16.754,1.753,16.26
E02000214,14.664,27.823,15.624,1.21,15.356
E02000215,15.413,29.861,16.384,1.38,15.981
E02000216,15.166,28.87,16.447,1.356,16.066
E02000217,14.978,34.543,16.96,2.443,16.305
E02000218,14.019,26.407,14.525,0.9,14.32
E02000219,14.019,34.698,15.074,1.437,14.711
E02000221,14.361,34.96,15.461,1.63,15.068
E02000222,14.402,32.561,15.633,1.463,15.236
E02000223,13.777,24.454,14.242,0.69,14.064
E02000224,14.461,30.848,15.286,1.511,14.866
E02000225,13.511,17.265,13.908,0.29,13.882
E02000226,13.79,26.049,14.808,1.037,14.417
E02000227,13.179,31.611,14.06,1.183,13.849
E02000228,13.734,25.334,14.375,0.79,14.221
E02000229,13.194,18.208,13.722,0.519,13.648
E02000230,14.045,34.253,15.136,1.651,14.688
E02000231,13.898,31.67,14.484,1.056,14.238
E02000232,13.234,23.757,13.672,0.633,13.555
E02000233,13.425,26.548,14.255,1.191,13.975
E02000234,13.475,32.206,14.345,1.263,14.123
E02000235,13.113,25.794,13.639,0.728,13.501
E02000236,13.078,31.59,14.041,1.117,13.892
E02000237,12.904,19.717,13.33,0.443,13.256
E02006788,14.765,22.746,15.169,0.732,14.989
E02006987,16.16,39.448,18.503,2.671,17.702
E02006988,14.969,34.112,16.637,1.813,16.081
E02000238,15.158,31.266,15.878,1.05,15.661
E02000239,15.239,26.272,15.66,0.844,15.441
E02000240,15.47,38.801,16.968,2.746,16.053
E02000241,15.377,39.143,16.553,2.286,15.936
E02000242,15.411,18.797,15.923,0.377,15.842
E02000243,15.305,40.627,16.64,2.574,15.847
E02000244,15.312,34.941,17.166,2.983,16.168
E02000245,15.278,40.673,16.978,2.635,16.198
E02000246,15.09,40.213,16.123,1.544,15.67
E02000247,15.286,36.332,16.509,2.437,15.836
E02000248,16.091,55.106,19.392,4.642,17.873
E02000249,15.363,33.919,16.309,1.969,15.791
E02000250,15.588,33.641,16.465,1.121,16.262
E02000251,15.387,25.796,15.866,0.674,15.743
E02000252,16.575,53.304,18.701,3.328,17.791
E02000253,15.342,47.416,16.018,1.428,15.696
E02000254,15.246,22.772,15.87,0.728,15.747
E02000255,15.473,24.9,16.077,0.901,15.854
E02000256,15.904,28.139,16.575,0.974,16.362
E02000258,16.578,27.45,17.105,0.797,16.92
E02000259,15.264,27.362,15.703,0.873,15.551
E02000260,15.478,27.689,16.572,1.339,16.173
E02000261,16.726,51.259,18.077,3.129,17.249
E02000262,16.871,47.922,17.925,2.37,17.356
E02000263,15.49,30.428,16.513,1.104,16.324
E02000264,16.72,35.676,18.492,2.099,17.898
E02000265,15.725,30.702,16.534,1.465,16.105
E02000266,15.307,38.326,16.19,1.395,15.871
E02000267,15.434,32.77,16.405,1.635,15.994
E02000268,16.283,26.632,18.286,1.33,18.131
E02000269,16.029,24.839,16.692,0.757,16.496
E02000270,16.972,35.411,17.691,1.424,17.409
E02000271,16.696,47.48,17.227,1.682,16.976
E02000272,15.414,24.733,16.216,0.765,16.109
E02000275,15.504,26.423,16.666,1.109,16.329
E02000276,16.223,26.802,17.418,1.119,17.076
E02006791,16.793,23.025,17.326,0.71,17.128
E02006968,16.168,34.777,17.006,1.255,16.764
E02006969,16.63,34.824,17.969,2.062,17.284
E02006970,15.78,23.899,17.024,0.691,17.015
E02006971,15.648,26.242,16.225,0.844,16.063
E02000277,14.038,35.81,15.861,3.415,14.626
E02000278,14.091,48.079,15.631,3.022,14.601
E02000279,13.843,33.25,14.822,2.28,14.248
E02000280,13.604,41.5,14.863,2.839,14.086
E02000281,13.921,44.164,14.903,1.912,14.455
E02000282,14.163,27.241,15.069,1.445,14.675
E02000283,14.156,31.685,14.784,0.983,14.606
E02000284,14.469,27.234,15.009,0.854,14.756
E02000285,14.392,26.88,14.86,0.82,14.666
E02000286,14.163,27.515,15.193,1.099,14.84
E02000287,13.668,25.716,14.185,0.843,14.002
E02000288,14.521,59.45,15.505,1.98,15.014
E02000289,13.95,24.357,14.464,0.671,14.372
E02000290,13.861,35.264,14.868,1.489,14.55
E02000291,14.715,27.379,15.252,1.166,14.955
E02000292,14.411,37.582,15.577,1.952,15.059
E02000293,14.385,29.378,14.928,0.812,14.727
E02000294,14.446,31.182,15.078,1.05,14.934
E02000295,14.429,20.869,14.983,0.642,14.855
E02000296,14.165,29.753,15.318,1.435,14.981
E02000297,14.691,30.194,15.582,1.535,15.172
E02000298,14.674,24.31,15.108,0.692,14.954
E02000299,14.843,23.276,15.372,0.78,15.204
E02000300,15.07,40.607,15.919,2.05,15.391
E02000301,14.432,30.58,15.19,1.116,14.921
E02000302,14.987,33.418,15.681,1.366,15.35
E02000303,15.146,41.807,16.232,2.583,15.526
E02000304,14.926,34.66,15.6,1.194,15.272
E02000305,14.92,40.772,15.721,1.641,15.37
E02000306,14.919,50.795,16.522,2.767,15.738
E02000307,15.287,41.684,17.087,3.282,16.01
E02000308,15.064,48.862,16.71,2.894,15.965
E02000309,15.273,51.953,17.481,4.269,16.2
E02000311,15.295,41.015,16.872,3.049,15.929
E02000312,15.101,48.239,16.533,2.778,15.832
E02006793,15.392,42.808,17.032,3.235,16.094
E02000313,14.932,23.161,15.743,1.091,15.355
E02000314,14.784,39.445,15.935,1.725,15.508
E02000315,14.989,35.494,15.324,0.721,15.197
E02000317,16.183,35.589,16.918,1.57,16.546
E02000318,15.095,30.072,15.777,1.271,15.483
E02000319,15.349,40.449,16.448,2.337,15.833
E02000320,14.767,27.041,15.39,0.986,15.12
E02000321,15.461,38.494,16.462,2.413,15.814
E02000323,15.335,29.555,16.391,1.364,16.01
E02000324,15.742,31.36,16.74,1.309,16.528
E02000326,16.505,40.012,18.143,2.417,17.521
E02000327,15.593,34.314,16.507,1.571,16.046
E02000328,16.372,33.07,17.552,1.575,17.217
E02000329,14.937,23.9,15.261,0.635,15.119
E02000331,15.6,39.23,16.8,2.019,16.18
E02000332,14.987,28.357,15.604,0.997,15.442
E02000333,15.645,42.614,17.113,2.342,16.532
E02000334,15.515,29.066,16.305,1.573,15.86
E02000335,15.137,38.895,16.164,2.032,15.74
E02000337,15.69,38.932,17.368,2.699,16.477
E02000339,15.144,40.167,16.761,2.732,15.995
E02000340,14.681,40.831,15.493,1.868,15.057
E02000341,14.888,37.497,15.879,1.795,15.35
E02000342,14.67,21.355,15.025,0.582,14.877
E02000343,14.584,30.587,15.566,1.642,15.113
E02000344,14.416,39.804,15.387,1.571,14.952
E02006786,14.786,29.461,15.478,0.997,15.249
E02006927,15.373,37.443,16.402,1.865,15.845
E02006928,16.695,37.663,17.942,2.37,17.205
E02006930,16.965,42.822,20.231,3.45,19.33
E02006931,16.256,46.69,17.36,2.294,16.815
E02006991,15.844,36.685,17.404,2.687,16.574
E02006992,17.019,50.764,20.178,3.727,19.112
E02006993,17.614,41.005,18.931,1.847,18.499
E02006994,16.392,37.391,17.872,2.214,17.254
E02000345,15.855,54.039,17.176,2.601,16.53
E02000346,16.519,38.873,18.111,2.676,17.232
E02000347,16.315,23.86,16.706,0.698,16.544
E02000348,15.908,32.144,17.05,1.843,16.612
E02000350,16.327,32.43,17.345,1.812,16.866
E02000351,16.768,43.115,17.758,1.96,17.209
E02000352,16.521,26.002,17.081,0.957,16.827
E02000353,16.568,29.684,17.629,1.553,17.156
E02000354,16.628,39.182,17.368,1.552,16.968
E02000355,16.348,40.089,17.575,2.097,17.005
E02000356,16.846,24.607,17.509,1.04,17.222
E02000357,15.896,27.063,16.401,0.831,16.195
E02000358,16.847,28.056,17.632,1.333,17.269
E02000359,16.347,26.791,16.977,0.985,16.754
E02000360,16.841,28.377,17.8,1.261,17.464
E02000361,16.833,39.204,18.813,2.419,17.976
E02000362,16.904,39.959,18.746,3.133,17.563
E02000363,16.797,27.319,17.883,1.36,17.513
E02000364,17.18,38.655,18.196,1.522,17.785
E02000366,17.07,28.948,18.054,1.472,17.576
E02000367,17.291,37.069,18.408,1.813,17.949
E02000368,17.468,30.571,18.734,1.2,18.473
E02000369,18.189,28.763,19.25,1.088,19.053
E02000370,18.601,36.403,19.724,1.619,19.411
E02006918,16.01,31.01,16.766,1.426,16.418
E02006921,15.92,29.382,16.856,1.34,16.585
E02007108,17.338,32.814,18.926,2.207,18.233
E02007109,17.539,29.634,18.607,1.311,18.259
E02007110,19.312,49.118,21.003,2.776,20.248
E02007111,19.384,52.141,22.038,3.32,21.355
E02000372,16.504,56.058,17.85,2.63,16.971
E02000373,17.063,42.261,18.405,2.859,17.83
E02000374,16.988,39.84,18.066,2.436,17.417
E02000375,17.631,44.522,19.742,2.326,19.379
E02000376,17.388,31.767,18.561,1.695,18.093
E02000377,16.947,31.999,18.12,1.839,17.554
E02000378,17.845,47.948,19.323,3.206,18.505
E02000379,16.701,31.65,17.829,1.611,17.279
E02000380,17.962,28.573,18.797,1.353,18.397
E02000381,17.483,44.798,18.294,1.966,17.982
E02000382,18.18,51.727,21.233,4.43,19.94
E02000383,17.473,50.541,19.306,3.6,18.207
E02000384,17.687,86.75,21.59,5.917,19.582
E02000385,16.984,56.889,19.236,5.238,17.772
E02000386,17.118,43.07,18.19,1.788,17.816
E02000387,16.993,56.271,17.786,2.346,17.317
E02000388,17.263,46.638,18.424,1.485,18.209
E02000389,16.195,41.959,17.168,2.386,16.743
E02000390,16.742,23.257,17.423,0.873,17.214
E02000391,16.731,38.032,18.424,2.239,18.127
E02000392,16.681,37.321,17.558,1.501,17.151
E02000393,16.675,29.641,17.339,1.461,16.936
E02000394,16.775,26.839,17.306,0.649,17.165
E02000395,16.155,43.672,16.864,1.641,16.464
E02000396,16.405,35.432,17.435,1.826,16.912
E02000397,15.439,28.357,15.943,0.863,15.772
E02000398,15.437,30.342,16.043,1.053,15.817
E02000400,15.178,42.974,16.194,1.68,15.745
E02000401,15.363,43.516,16.527,2.097,15.995
E02000402,15.408,28.448,16.176,1.139,15.894
E02000403,15.373,34.688,16.401,1.645,15.997
E02000404,15.554,26.161,16.218,1.084,15.937
E02000405,15.176,22.619,15.734,0.573,15.63
E02000406,15.854,24.867,16.352,0.871,16.117
E02000407,15.88,52.572,16.838,2.93,16.213
E02000408,15.796,44.611,17.008,2.846,16.326
E02000409,15.779,28.657,16.366,1.036,16.111
E02000410,15.315,30.551,16.176,1.586,15.768
E02000411,15.657,41.459,16.655,1.954,16.076
E02000412,15.844,76.515,17.203,3.823,16.389
E02000413,15.233,20.185,15.638,0.452,15.586
E02000414,15.848,21.779,16.318,0.64,16.162
E02000415,15.868,34.902,16.751,1.428,16.403
E02000416,15.717,36.663,16.645,1.352,16.304
E02000417,15.557,32.513,16.204,1.349,15.828
E02000418,15.685,27.499,16.419,1.16,16.136
E02000419,16.245,40.234,17.404,2.301,16.673
E02000420,16.178,47.155,17.284,2.669,16.551
E02000421,15.834,53.979,17.945,3.352,16.967
E02000422,16.435,32.391,17.374,1.635,16.945
E02000423,16.623,29.925,17.435,1.53,17.004
E02000424,16.147,24.522,16.522,0.722,16.345
E02000425,15.735,39.101,16.752,1.894,16.335
E02000426,15.603,31.666,16.418,1.52,15.95
E02000427,16.26,38.819,17.269,1.528,16.865
E02000428,16.57,33.806,17.373,1.682,16.943
E02000429,15.702,31.254,16.379,0.941,16.176
E02000430,16.19,31.558,16.891,1.44,16.484
E02000431,16.186,31.992,17.194,1.761,16.673
E02000432,16.306,25.133,16.871,0.741,16.678
E02006794,15.49,28.215,16.305,1.491,15.916
E02000433,13.718,28.247,14.408,1.178,14.068
E02000434,14.371,24.372,14.896,0.766,14.701
E02000435,14.065,26.334,14.724,0.852,14.583
E02000436,13.63,29.999,14.228,0.88,14.027
E02000437,14.295,28.549,15.424,1.477,15.084
E02000438,14.015,29.003,15.415,1.501,15.084
E02000439,14.83,29.271,15.407,1.039,15.161
E02000440,14.49,23.45,15.221,0.833,15.035
E02000441,13.637,26.855,14.232,0.993,14.002
E02000442,14.82,23.869,15.567,0.899,15.358
E02000443,15.094,27.406,15.621,1.078,15.349
E02000444,14.882,32.689,15.634,1.204,15.312
E02000445,15.023,28.518,15.902,1.191,15.632
E02000447,14.682,23.011,15.29,0.572,15.156
E02000448,14.191,21.806,14.612,0.66,14.462
E02000449,15.212,33.2,15.898,1.48,15.531
E02000451,14.393,24.896,15.105,0.888,14.911
E02000452,14.938,34.493,15.797,1.522,15.384
E02000453,14.801,28.203,15.36,1.132,15.067
E02000454,14.217,20.047,14.767,0.57,14.689
E02000455,14.973,29.347,16.09,1.488,15.636
E02000456,14.835,28.666,15.3,0.922,15.083
E02000457,14.615,23.024,15.205,0.676,15.068
E02000459,14.923,29.181,15.665,1.035,15.45
E02000460,15.157,22.699,15.781,0.778,15.593
E02000461,14.868,31.963,15.527,1.385,15.188
E02000462,15.119,27.886,15.996,1.217,15.704
E02000463,15.454,21.191,16.01,0.502,15.912
E02006795,14.769,22.673,15.346,0.493,15.281
E02006882,15.222,28.37,15.93,0.912,15.719
E02000464,12.91,34.704,13.676,2.418,13.104
E02000465,12.999,40.18,14.209,2.786,13.45
E02000466,12.935,22.143,13.364,0.46,13.225
E02000467,13.321,20.226,13.764,0.533,13.643
E02000468,13.103,29.589,13.595,0.676,13.417
E02000469,13.402,30.416,14.179,1.54,13.783
E02000470,12.957,40.112,13.821,2.056,13.268
E02000471,13.497,34.188,14.438,1.58,14.114
E02000472,13.869,45.4,14.772,1.7,14.332
E02000473,13.137,26.683,14.093,1.151,13.825
E02000474,13.854,36.201,14.719,1.772,14.307
E02000475,13.742,30.187,14.421,1.293,14.106
E02000476,13.99,49.838,15.966,2.945,15.183
E02000477,13.873,23.767,14.398,0.688,14.23
E02000478,13.142,22.223,13.707,0.559,13.624
E02000479,14.172,37.171,15.589,2.036,15.006
E02000480,14.26,39.253,15.029,1.54,14.577
E02000481,12.15,37.512,13.584,2.539,13.058
E02000482,13.138,20.934,13.51,0.673,13.34
E02000483,13.607,25.586,14.42,1.125,14.107
E02000484,13.931,26.779,14.745,1.188,14.49
E02000485,13.199,25.732,13.896,0.97,13.703
E02000486,13.78,20.423,14.303,0.735,14.129
E02000487,12.841,34.049,13.43,1.332,13.216
E02000488,13.531,18.297,13.913,0.363,13.869
E02000489,13.576,26.536,14.587,1.091,14.51
E02000490,13.724,26.811,14.507,1.004,14.329
E02000491,14.03,31.607,15.298,1.452,14.892
E02000492,13.205,40.371,14.273,1.451,13.874
E02000493,13.792,27.551,14.651,0.804,14.558
E02000494,12.985,27.651,13.534,0.781,13.387
E02000495,13.353,27.007,14.095,1.061,13.868
E02000496,12.674,19.782,13.105,0.367,13.024
E02000497,13.559,29.078,14.454,0.943,14.334
E02000498,13.19,22.137,13.857,0.641,13.786
E02000499,14.252,20.582,14.858,0.623,14.756
E02000500,13.567,29.884,14.637,1.179,14.472
E02000501,14.484,21.706,15.107,0.507,14.985
E02000502,13.839,36.306,15.155,1.639,14.674
E02000503,14.655,26.407,15.919,1.282,15.605
E02000504,13.547,29.702,14.567,1.246,14.351
E02000506,13.174,47.69,14.775,2.156,14.406
E02000507,14.454,41.135,15.621,2.356,14.868
E02000508,14.034,29.602,14.933,1.359,14.567
E02000509,13.758,30.105,14.766,1.389,14.41
E02000510,14.23,32.132,15.124,1.395,14.756
E02000511,14.655,24.692,15.13,0.597,15.044
E02000512,14.46,29.254,15.319,1.221,15.044
E02000513,14.945,20.188,15.393,0.566,15.28
E02000514,14.945,33.174,15.526,1.073,15.282
E02000515,13.791,25.181,14.495,0.95,14.336
E02000516,15.186,35.318,15.8,1.158,15.433
E02000517,15.086,31.947,16.073,1.542,15.547
E02000518,14.495,28.244,16.2,1.479,15.939
E02000519,15.162,28.921,16.221,1.624,15.791
E02000520,15.127,35.086,16.137,1.373,15.865
E02000521,14.913,38.721,16.138,2.286,15.475
E02000522,14.082,31.487,15.183,1.439,14.844
E02000523,15.198,37.769,16.84,2.104,16.227
E02000524,14.064,122.781,15.734,2.301,15.2
E02000525,14.899,34.257,16.188,2.318,15.492
E02006796,14.946,43.83,18.791,3.638,17.469
E02000526,16.738,72.242,19.558,5.742,17.996
E02000529,15.361,32.054,16.468,1.656,15.922
E02000530,15.465,42.154,16.956,2.689,16.09
E02000531,15.319,45.421,17.834,3.075,17.218
E02000532,15.66,47.897,17.153,3.081,16.344
E02000533,15.707,48.007,17.291,2.933,16.504
E02000534,15.14,39.402,16.662,2.164,15.952
E02000535,15.411,38.187,16.526,2.106,15.879
E02000536,15.255,36.614,16.239,1.774,15.737
E02000537,15.136,41.136,15.948,1.481,15.632
E02000538,15.256,41.8,16.597,2.039,16.029
E02000539,15.198,32.544,16.387,1.44,15.959
E02000540,15.457,28.255,16.2,1.255,15.89
E02000541,15.316,35.085,16.164,1.465,15.812
E02000542,15.345,34.786,16.31,1.459,15.872
E02000543,15.072,34.144,16.226,1.527,15.872
E02000544,15.129,18.774,15.596,0.391,15.516
E02000545,15.18,30.659,15.808,0.944,15.621
E02000546,14.656,26.491,15.338,0.831,15.202
E02000547,15.448,32.028,16.546,1.194,16.26
E02000548,14.064,29.731,16.139,1.495,15.784
