MSOA21CD,NO2-2013-min,NO2-2013-max,NO2-2013-mean,NO2-2013-std,NO2-2013-median
E02000772,27.244,85.986,30.238,4.967,28.767
E02000773,28.893,93.695,33.549,7.357,31.369
E02000774,27.678,72.607,30.334,4.221,29.115
E02000776,29.501,73.484,31.922,3.743,30.988
E02000777,29.987,81.289,32.34,3.494,31.52
E02000779,30.978,85.326,36.511,7.655,34.077
E02000781,29.012,70.143,31.212,3.413,30.447
E02000782,31.175,177.97,40.256,13.296,35.602
E02000783,29.903,62.55,33.052,3.547,32.505
E02006800,28.078,78.588,31.393,4.205,30.296
E02006924,29.029,159.547,36.002,9.857,33.007
E02006925,28.813,172.41,33.809,8.02,31.506
E02007017,27.012,68.72,30.177,4.999,28.86
E02007018,27.507,60.974,30.179,3.82,29.099
E02007019,29.916,130.371,36.4,8.181,33.972
E02007020,30.07,69.346,32.33,4.3,31.258
E02000784,33.375,110.627,36.848,5.583,35.653
E02000785,30.916,113.931,33.742,5.613,32.035
E02000786,33.13,95.535,37.444,6.722,35.348
E02000787,32.469,93.525,36.049,6.25,34.136
E02000788,31.309,92.758,36.843,9.102,34.296
E02000789,30.242,71.89,32.842,3.931,31.617
E02000790,31.563,98.837,36.405,7.35,34.101
E02000791,31.481,94.614,36.243,6.728,33.999
E02000792,30.45,77.519,33.735,4.588,32.908
E02000793,30.532,56.587,32.918,2.456,32.338
E02000794,30.714,96.377,35.934,7.045,33.919
E02000795,29.272,70.374,31.08,2.586,30.465
E02000796,29.117,76.715,32.564,4.962,31.212
E02000797,30.347,90.493,34.776,6.278,32.97
E02000798,28.9,77.404,32.277,4.308,31.372
E02000799,29.51,73.608,32.358,3.927,31.378
E02000800,29.161,44.751,30.446,1.441,30.11
E02000801,29.337,67.688,32.397,4.052,31.31
E02000802,27.893,64.698,31.412,4.062,30.687
E02000803,27.577,70.943,30.342,3.348,29.53
E02000804,27.575,71.643,29.404,2.856,28.439
E02000805,27.942,92.166,30.836,3.851,30.119
E02000806,26.788,82.625,29.291,3.964,28.327
E02000807,35.806,88.971,39.231,4.982,37.898
E02000808,42.851,124.262,50.947,11.487,46.687
E02000810,38.079,87.742,43.142,5.975,41.387
E02000812,40.175,107.685,46.565,7.796,43.93
E02000813,36.552,113.764,42.457,8.453,39.634
E02000814,35.352,82.352,37.971,3.579,37.037
E02000815,41.831,152.09,51.578,13.907,46.73
E02000816,37.841,84.433,41.441,5.084,39.823
E02000817,36.45,94.289,40.575,6.601,38.597
E02000818,39.544,121.861,46.79,10.423,43.268
E02000819,38.208,105.816,44.363,8.914,41.277
E02000820,39.61,112.216,45.598,9.637,42.711
E02000821,37.254,106.797,42.65,8.23,40.254
E02000822,37.347,76.439,41.575,4.196,40.719
E02000823,38.808,97.777,43.776,7.862,41.217
E02000824,36.26,101.746,40.679,7.182,38.491
E02000825,37.208,100.92,40.069,4.53,38.765
E02000826,37.734,90.995,40.796,4.815,39.62
E02000827,38.079,116.786,45.204,10.291,41.578
E02000828,36.681,111.826,43.834,10.983,40.032
E02000829,35.809,95.28,40.382,7.786,38.158
E02000830,35.437,103.441,40.844,7.721,38.763
E02000831,35.47,99.206,40.04,7.356,37.948
E02000832,33.777,80.136,38.244,4.869,36.964
E02000833,34.758,99.406,37.552,4.255,36.476
E02000834,33.602,118.605,38.112,6.452,36.296
E02000835,32.959,69.187,34.926,2.657,34.362
E02000836,34.598,71.358,37.881,5.177,36.331
E02000837,33.319,108.604,37.02,5.077,35.772
E02000838,33.133,77.485,36.781,5.835,34.986
E02000839,31.907,84.415,34.938,4.574,33.709
E02006802,42.932,151.656,54.443,15.543,48.537
E02006941,38.288,125.138,46.957,10.368,43.952
E02006942,41.214,120.723,48.202,9.867,44.706
E02000840,29.756,60.107,32.107,2.839,31.417
E02000841,29.587,80.301,33.327,5.387,31.606
E02000842,29.192,91.066,32.392,5.423,30.906
E02000843,29.462,47.998,31.259,2.322,30.705
E02000844,29.559,56.718,32.145,3.189,31.347
E02000845,27.9,68.634,30.061,3.303,29.482
E02000846,29.005,71.093,31.967,4.291,30.757
E02000847,27.891,68.441,30.721,3.902,29.841
E02000848,28.688,92.602,31.504,4.963,30.308
E02000849,28.842,91.167,32.1,5.358,30.528
E02000850,28.779,72.843,31.013,3.445,30.287
E02000851,29.07,86.721,32.061,5.217,30.538
E02000852,29.049,59.198,30.874,3.097,30.157
E02000853,28.663,83.921,31.357,4.906,30.043
E02000854,28.794,72.982,31.785,4.534,30.478
E02000855,26.842,72.167,30.32,4.569,29.153
E02000856,28.104,80.231,31.489,4.967,30.282
E02000857,27.707,68.911,30.77,4.545,29.623
E02000858,27.654,77.308,30.369,4.114,29.404
E02000859,27.153,83.844,30.56,4.661,29.373
E02000860,27.418,59.024,29.686,2.85,29.123
E02000861,26.33,59.551,28.753,2.319,28.322
E02000863,25.302,62.211,27.493,2.663,26.952
E02006836,25.372,57.05,27.623,2.552,27.277
E02000864,34.025,115.069,39.642,8.713,37.18
E02000865,36.651,105.324,42.101,8.178,39.699
E02000866,34.599,99.902,39.599,7.146,37.475
E02000867,34.481,160.12,44.053,13.815,39.159
E02000868,37.863,83.371,42.699,7.411,40.32
E02000869,39.182,87.584,43.788,6.597,41.843
E02000870,36.545,88.047,41.038,6.903,39.163
E02000871,36.234,158.635,45.119,13.422,40.124
E02000872,38.771,76.558,42.849,5.513,41.052
E02000873,36.192,88.39,41.253,9.331,38.511
E02000874,37.833,90.156,41.95,6.869,39.842
E02000875,35.953,114.743,39.348,5.471,37.865
E02000876,38.141,95.8,42.859,8.388,40.163
E02000877,36.304,105.687,40.83,7.212,38.482
E02000878,38.919,118.477,47.153,11.524,43.858
E02000879,37.448,88.095,41.058,7.348,39.007
E02000880,38.094,86.935,42.964,7.482,40.808
E02000881,34.813,121.421,42.442,12.122,38.562
E02000882,36.808,91.064,39.729,4.717,38.537
E02000883,36.396,135.08,43.148,12.399,39.173
E02000884,40.354,127.198,49.636,11.689,45.087
E02000885,39.423,80.78,43.649,6.051,41.653
E02000886,38.168,118.11,46.792,12.037,42.295
E02000887,36.578,88.655,42.418,7.197,40.268
E02000888,39.688,188.12,51.565,16.302,45.549
E02000889,38.064,153.032,48.677,15.734,43.795
E02000890,37.487,175.333,47.84,17.336,42.551
E02000893,34.322,58.667,36.672,3.072,35.895
E02000894,34.98,58.471,37.431,3.402,36.534
E02006853,34.976,58.284,36.399,2.647,35.759
E02006854,34.885,128.175,42.728,12.388,38.49
E02007112,35.157,136.543,46.728,14.342,42.232
E02007113,34.913,147.215,48.489,16.494,43.448
E02007114,34.979,65.403,37.946,3.879,36.896
E02000895,25.55,82.036,29.297,4.019,28.523
E02000896,24.906,70.594,27.818,3.474,27.083
E02000897,26.853,58.036,29.955,3.334,29.278
E02000898,28.241,59.241,30.559,3.379,29.715
E02000899,28.523,67.924,32.283,4.272,31.284
E02000900,30.025,155.275,36.844,12.685,32.934
E02000901,28.331,123.049,32.051,5.632,30.588
E02000902,29.861,183.02,36.626,11.812,32.796
E02000903,29.86,139.43,33.974,9.719,31.934
E02000904,29.132,137.337,36.606,10.343,33.255
E02000905,30.838,70.224,34.436,5.016,33.145
E02000906,31.175,61.658,34.472,4.4,33.404
E02000907,30.964,86.361,34.187,4.631,33.032
E02000908,30.64,73.261,33.216,4.397,32.048
E02000909,30.462,113.467,34.238,5.698,32.826
E02000910,32.141,107.123,37.027,7.812,34.725
E02000911,31.874,82.74,35.8,5.694,34.01
E02000912,31.166,71.691,32.4,2.077,31.964
E02000913,31.651,88.872,35.153,6.26,33.34
E02000914,32.239,118.69,38.07,8.398,35.386
E02000915,30.95,161.623,36.825,10.188,33.82
E02000916,31.572,104.644,34.984,6.433,33.233
E02000917,33.014,71.233,36.129,5.648,34.166
E02000918,31.776,150.705,40.917,14.405,36.322
E02000919,33.524,115.893,40.359,11.273,36.122
E02000920,32.261,111.34,38.104,9.484,35.434
E02000921,33.635,115.591,38.845,9.534,36.078
E02000922,32.79,64.563,35.894,3.869,34.636
E02000923,37.071,92.191,41.379,6.352,39.554
E02000925,38.376,108.286,44.063,8.209,41.333
E02000926,37.689,104.492,42.378,7.793,39.897
E02000927,38.019,82.736,41.712,6.152,39.942
E02000928,33.438,76.361,36.758,4.777,35.548
E02000929,38.457,97.495,44.691,9.742,41.105
E02000930,37.836,98.386,42.756,7.425,40.361
E02000931,35.921,100.754,40.949,6.657,39.399
E02000932,34.788,131.237,42.05,10.592,38.333
E02000933,33.43,99.912,37.241,6.306,35.561
E02000934,38.334,102.047,45.705,10.325,41.783
E02000935,31.533,81.502,34.51,5.115,33.164
E02000936,33.703,79.668,37.827,5.879,36.035
E02000937,34.836,84.405,38.373,5.439,36.822
E02000938,32.617,106.304,35.654,5.615,34.223
E02000939,35.221,64.703,38.076,3.68,37.041
E02000940,34.709,97.297,39.903,7.144,37.682
E02000941,34.628,88.951,39.432,5.702,37.554
E02000942,32.944,93.991,36.813,5.391,35.479
E02000943,35.22,86.176,39.586,6.531,37.398
E02000944,33.107,72.262,35.767,4.046,34.718
E02000945,30.331,101.952,35.098,8.456,32.773
E02000946,33.563,80.16,37.398,5.163,35.789
E02000947,32.776,74.951,36.531,4.42,35.225
E02000948,33.797,71.978,37.144,4.692,35.831
E02000949,33.173,87.13,36.733,4.968,35.488
E02000950,32.184,56.644,34.083,2.282,33.622
E02000951,34.856,89.994,39.29,7.256,36.742
E02000952,34.313,68.698,37.412,4.713,36.04
E02000953,33.308,78.354,37.189,5.8,35.561
E02000954,33.693,76.305,36.567,4.954,35.329
E02000955,33.244,77.921,35.874,4.346,34.991
E02000956,32.695,80.098,37.05,5.841,35.635
E02000957,33.705,107.877,38.801,7.722,36.241
E02000958,33.024,70.087,35.095,3.015,34.302
E02000959,32.909,65.517,36.225,4.443,34.86
E02007083,37.61,100.175,42.644,8.03,40.043
E02007084,37.325,124.724,41.625,6.756,39.705
E02000960,37.157,101.598,41.523,7.457,39.618
E02000961,37.072,76.504,40.893,5.746,39.093
E02000962,39.036,109.486,46.386,10.152,42.498
E02000963,37.069,104.038,40.64,6.64,38.524
E02000964,37.373,117.318,43.028,7.617,40.359
E02000965,37.041,95.181,40.012,5.149,38.63
E02000966,37.469,101.758,44.008,7.644,41.678
E02000967,37.188,201.027,46.43,15.02,41.27
E02000968,40.597,173.664,51.292,18.421,45.047
E02000969,39.593,111.507,48.274,11.512,43.871
E02000970,45.3,253.889,58.465,18.53,52.002
E02000971,45.691,229.946,62.315,24.232,53.548
E02000972,45.368,197.764,57.73,17.502,51.263
E02000973,39.278,102.089,46.766,10.057,42.498
E02000974,44.495,147.48,56.659,15.665,50.322
E02000975,40.822,114.654,53.739,13.759,49.497
E02000976,39.772,116.42,45.302,8.5,42.604
E02000977,43.442,199.545,58.745,19.009,51.702
E02000978,38.15,206.605,47.796,14.488,43.63
E02000979,42.467,169.528,55.499,17.823,48.671
E02000980,42.395,123.031,50.18,11.947,45.539
E02000981,42.181,91.008,47.748,6.472,45.375
E02000982,41.329,191.745,52.986,15.589,47.269
E02000983,41.473,124.694,50.14,12.87,44.939
