LSOA11CD,PM10-2019-min,PM10-2019-max,PM10-2019-mean,PM10-2019-std,PM10-2019-median
E01000071,15.359,23.096,15.934,0.816,15.757
E01000072,15.2,28.162,15.673,1.158,15.368
E01000073,15.192,23.719,15.489,0.535,15.38
E01000074,15.292,23.76,15.868,1.169,15.517
E01000075,14.986,29.056,15.507,0.938,15.288
E01000076,15.178,23.799,15.517,0.712,15.367
E01000077,15.413,27.651,16.204,1.513,15.743
E01000078,15.078,25.375,16.048,1.498,15.581
E01000079,14.916,18.36,15.172,0.397,15.074
E01000080,15.003,21.897,15.606,0.898,15.369
E01000081,14.989,17.159,15.198,0.21,15.156
E01000082,14.984,24.849,15.766,1.584,15.273
E01000083,15.11,25.56,16.001,1.35,15.606
E01000084,14.994,23.855,15.632,1.092,15.311
E01000085,15.193,21.374,15.652,0.862,15.435
E01000086,14.963,21.816,15.529,1.074,15.206
E01000087,15.265,27.292,16.262,1.789,15.638
E01000088,14.963,21.401,15.645,1.029,15.394
E01000089,14.854,15.749,15.169,0.189,15.141
E01000090,14.672,39.476,15.618,1.915,14.968
E01000091,15.182,18.227,15.637,0.485,15.484
E01000092,14.678,43.286,15.83,2.542,15.251
E01000093,15.33,37.084,17.54,3.43,16.425
E01000094,14.771,18.527,15.196,0.436,15.06
E01000095,14.716,34.786,15.944,2.477,15.145
E01000096,15.321,34.942,17.618,3.736,16.234
E01000097,14.97,21.91,15.577,0.937,15.257
E01000098,14.983,20.288,15.586,0.873,15.319
E01000099,14.617,20.119,15.065,0.538,14.966
E01000100,14.779,21.073,15.097,0.774,14.944
E01000101,14.827,28.798,15.574,1.47,15.156
E01000102,14.812,20.706,15.157,0.573,15.012
E01000103,14.588,22.099,15.074,0.719,14.935
E01000104,14.785,28.762,16.236,1.732,15.742
E01000105,15.018,22.635,15.48,0.786,15.295
E01000106,15.013,18.033,15.462,0.366,15.399
E01000107,14.654,17.733,15.499,0.503,15.455
E01000108,15.522,26.089,16.74,1.103,16.586
E01000109,14.566,20.96,14.882,0.537,14.773
E01000110,14.399,25.491,15.123,1.338,14.804
E01000111,14.58,25.169,15.362,1.324,14.984
E01000112,14.645,29.408,15.407,1.59,14.896
E01000113,14.709,28.905,15.634,1.668,15.132
E01000114,14.443,28.876,15.513,1.747,15.075
E01000115,14.629,24.396,15.211,0.828,15.057
E01000116,14.615,23.652,15.245,0.921,15.039
E01000117,14.742,20.48,15.144,0.62,14.988
E01000118,14.84,25.693,15.78,1.38,15.346
E01000119,14.856,15.773,15.031,0.152,14.983
E01000120,14.862,23.171,15.302,0.84,15.097
E01000121,14.857,18.359,15.088,0.382,15.0
E01000122,14.905,17.618,15.199,0.371,15.1
E01000123,14.904,19.36,15.234,0.383,15.148
E01000124,15.204,27.76,16.141,1.407,15.682
E01000125,15.155,27.533,15.827,1.274,15.471
E01000126,15.429,18.565,15.783,0.366,15.7
E01000127,15.097,20.217,15.464,0.561,15.311
E01000128,15.36,18.307,15.595,0.288,15.512
E01000129,15.227,25.959,16.595,1.86,15.923
E01000130,15.355,20.461,15.809,0.775,15.567
E01000131,15.364,26.676,15.734,0.858,15.553
E01000132,15.092,20.438,15.394,0.508,15.298
E01000133,15.234,20.577,15.703,0.719,15.494
E01000134,15.11,22.694,15.583,0.845,15.344
E01000135,16.213,40.831,17.296,2.588,16.556
E01000136,15.95,25.439,16.444,0.788,16.311
E01000137,16.34,24.389,17.046,0.98,16.743
E01000138,16.45,34.099,18.343,3.426,17.039
E01000139,16.177,51.977,17.687,3.451,16.637
E01000140,16.524,29.339,17.782,1.716,17.194
E01000141,16.602,37.668,17.991,2.674,17.14
E01000142,16.437,37.298,16.786,1.08,16.611
E01000143,16.206,27.329,16.811,1.385,16.531
E01000144,16.274,26.836,17.042,1.361,16.64
E01000145,16.352,34.242,17.102,1.887,16.587
E01000146,16.262,28.864,17.316,1.659,16.719
E01000147,15.738,24.703,16.168,0.802,16.008
E01000148,15.577,30.113,16.91,1.989,16.253
E01000150,15.889,31.922,16.575,1.439,16.199
E01000151,15.654,18.562,15.961,0.353,15.865
E01000152,15.508,21.903,16.458,1.238,15.998
E01000153,15.36,17.703,15.617,0.25,15.54
E01000154,15.71,19.072,16.065,0.568,15.868
E01000155,15.468,21.7,15.988,0.756,15.795
E01000156,15.373,28.24,16.24,1.721,15.724
E01000157,15.322,18.046,15.684,0.297,15.621
E01000158,14.971,20.922,15.272,0.431,15.173
E01000159,14.976,23.993,15.432,0.954,15.173
E01000160,15.113,37.651,16.165,2.625,15.498
E01000161,15.259,25.421,16.317,1.738,15.733
E01000162,15.21,31.19,16.236,1.926,15.676
E01000163,15.407,32.698,17.119,3.349,15.92
E01000164,15.3,33.631,16.639,2.441,15.724
E01000165,15.28,27.154,16.127,1.54,15.724
E01000166,14.068,14.922,14.348,0.15,14.353
E01000167,14.07,16.136,14.368,0.226,14.337
E01000168,14.372,15.173,14.552,0.119,14.528
E01000169,14.403,15.443,14.598,0.131,14.563
E01000170,14.5,21.0,15.111,0.797,14.901
E01000171,14.562,25.204,15.275,1.229,14.963
E01000172,14.51,24.699,14.874,0.872,14.671
E01000173,14.516,21.734,14.892,0.622,14.784
E01000174,14.738,23.059,15.455,1.216,15.038
E01000175,14.59,19.641,14.918,0.458,14.814
E01000176,15.72,32.938,18.034,3.853,16.459
E01000177,15.618,24.24,15.941,0.596,15.807
E01000178,15.302,23.971,15.73,0.803,15.568
E01000179,15.618,17.144,15.831,0.188,15.787
E01000180,15.699,20.782,16.126,0.696,15.939
E01000181,15.591,22.958,16.479,1.262,16.066
E01000182,15.676,30.08,16.491,1.701,16.024
E01000183,15.726,21.459,16.093,0.635,15.927
E01000184,15.28,42.48,16.613,2.641,15.764
E01000185,15.629,24.462,16.203,1.2,15.858
E01000186,14.371,24.577,15.232,1.384,14.936
E01000187,14.336,15.207,14.562,0.174,14.519
E01000188,14.011,28.761,14.777,1.443,14.286
E01000189,14.57,29.265,15.38,1.571,14.92
E01000190,14.57,21.116,14.861,0.628,14.711
E01000191,14.661,29.374,15.759,1.885,15.08
E01000192,14.792,25.162,15.516,1.248,15.098
E01000193,14.622,27.211,15.227,1.051,14.973
E01000194,14.824,34.364,15.887,2.071,15.268
E01000195,14.183,22.211,15.253,1.467,14.766
E01000196,15.589,33.89,16.663,2.044,16.027
E01000197,15.506,24.539,16.175,1.008,15.845
E01000198,15.604,30.333,17.27,2.634,16.344
E01000199,15.331,18.752,15.709,0.471,15.546
E01000200,15.464,24.013,16.219,1.218,15.875
E01000201,15.766,47.736,17.379,3.15,16.483
E01000202,15.657,25.753,16.105,1.016,15.946
E01000203,15.664,47.993,18.197,4.615,16.835
E01000204,15.329,34.711,15.695,0.847,15.537
E01000205,15.74,36.92,17.055,2.55,16.301
E01000206,15.664,27.842,16.035,0.794,15.84
E01000207,15.745,33.419,16.362,1.569,15.938
E01000208,15.847,35.059,17.068,2.369,16.299
E01000209,15.737,17.241,16.028,0.213,15.989
E01000210,15.68,35.734,16.741,2.459,16.049
E01000211,16.019,44.929,18.759,4.176,17.29
E01000212,15.758,26.274,16.456,1.033,16.167
E01000213,15.665,17.477,15.863,0.182,15.835
E01000214,15.907,24.884,16.443,0.921,16.181
E01000215,16.13,40.8,18.407,3.987,17.119
E01000216,16.008,22.172,16.312,0.551,16.221
E01000217,15.991,17.306,16.226,0.208,16.174
E01000218,16.146,26.549,16.994,1.389,16.69
E01000219,16.438,42.056,18.629,3.632,17.445
E01000220,16.382,25.701,16.947,0.943,16.676
E01000221,16.477,48.649,19.966,5.2,17.755
E01000222,16.323,37.251,17.222,2.275,16.634
E01000223,16.555,46.454,18.108,2.883,17.162
E01000224,16.369,20.678,16.739,0.437,16.631
E01000225,16.234,54.654,18.936,5.769,17.007
E01000226,14.885,24.762,15.828,1.479,15.394
E01000227,14.793,25.758,15.375,1.209,15.007
E01000228,14.008,29.097,14.962,1.596,14.54
E01000229,14.526,25.775,15.5,1.658,15.005
E01000230,14.408,25.898,15.124,1.212,14.898
E01000231,15.025,39.664,17.638,3.311,16.303
E01000232,14.891,36.868,16.311,2.319,15.479
E01000233,14.956,28.824,15.651,1.35,15.246
E01000234,15.117,29.751,16.279,1.68,15.73
E01000235,15.02,25.68,16.138,1.477,15.563
E01000236,16.128,41.779,17.764,3.395,16.682
E01000237,16.124,46.418,17.784,3.222,16.748
E01000238,16.084,47.945,17.419,3.536,16.4
E01000239,16.29,36.9,18.916,2.905,17.936
E01000240,15.729,39.853,18.114,3.324,16.984
E01000241,15.712,24.894,16.031,0.644,15.918
E01000242,15.917,29.357,16.866,1.898,16.303
E01000243,15.805,25.834,16.848,1.411,16.467
E01000244,15.809,26.718,16.738,1.104,16.456
E01000245,16.092,24.012,16.589,1.024,16.306
E01000246,13.924,30.754,14.378,0.754,14.186
E01000247,14.186,18.95,14.635,0.528,14.513
E01000248,14.271,23.256,15.155,1.24,14.809
E01000249,13.771,19.64,14.131,0.426,14.034
E01000250,14.186,35.353,15.141,1.71,14.685
E01000251,14.607,23.439,15.331,1.175,14.978
E01000252,14.565,27.506,15.229,1.093,14.961
E01000253,13.714,25.011,14.375,1.172,14.07
E01000254,13.668,21.473,14.125,0.541,13.99
E01000255,14.538,19.345,15.194,0.445,15.163
E01000256,15.451,32.018,16.85,2.296,16.097
E01000257,14.957,21.749,15.5,0.658,15.353
E01000258,14.804,27.87,16.106,1.642,15.578
E01000259,15.327,21.209,15.602,0.425,15.5
E01000260,15.559,39.275,17.63,3.023,16.417
E01000261,14.486,24.595,15.019,0.782,14.847
E01000262,14.424,20.706,14.94,0.474,14.888
E01000263,14.819,35.367,15.961,2.298,15.388
E01000264,15.44,37.35,18.59,3.509,17.153
E01000265,15.018,21.887,15.669,1.06,15.327
E01000266,14.877,21.23,15.211,0.596,15.055
E01000267,14.685,23.254,15.196,0.875,14.97
E01000268,14.877,33.304,15.91,2.115,15.246
E01000269,14.799,31.458,15.908,1.758,15.432
E01000270,14.782,23.601,15.565,1.355,15.107
E01000271,14.685,34.502,15.876,2.45,15.216
E01000272,14.659,27.009,14.987,0.585,14.868
E01000273,14.675,33.079,15.895,2.099,15.297
E01000274,14.937,26.492,15.775,1.346,15.366
E01000275,14.689,17.951,14.935,0.346,14.86
E01000276,14.433,20.524,14.812,0.445,14.729
E01000277,14.837,15.472,14.999,0.1,14.973
E01000278,14.84,20.473,15.183,0.567,15.023
E01000279,14.109,25.237,14.56,0.818,14.413
E01000280,14.359,24.487,14.792,0.813,14.635
E01000281,14.982,38.812,16.344,2.778,15.498
E01000282,14.636,31.977,15.21,1.33,14.897
E01000283,14.533,17.786,14.807,0.351,14.738
E01000284,14.776,35.534,15.463,2.706,14.944
E01000285,14.26,16.724,14.475,0.3,14.393
E01000286,14.161,16.383,14.319,0.172,14.274
E01000287,14.145,16.278,14.376,0.23,14.311
E01000288,14.729,28.974,15.41,1.319,15.126
E01000289,14.338,18.298,14.993,0.526,14.923
E01000290,14.007,29.243,14.369,1.013,14.146
E01000291,14.253,17.387,14.495,0.26,14.455
E01000292,14.426,21.231,14.949,0.871,14.705
E01000293,14.529,28.168,15.005,1.0,14.803
E01000294,14.221,23.324,14.555,0.607,14.432
E01000295,15.423,28.97,15.694,0.645,15.581
E01000296,15.234,40.522,16.012,1.819,15.628
E01000297,15.463,27.616,16.192,1.202,15.839
E01000298,15.318,41.402,16.246,2.662,15.593
E01000299,15.043,40.795,16.217,2.496,15.541
E01000300,14.994,17.86,15.31,0.359,15.248
E01000301,14.977,20.617,15.465,0.717,15.298
E01000302,15.22,58.635,16.243,3.258,15.528
E01000303,14.958,18.304,15.346,0.401,15.26
E01000304,14.994,20.4,15.514,0.657,15.362
E01000305,15.782,47.117,17.189,2.753,16.157
E01000306,16.435,27.974,17.856,1.821,17.062
E01000307,16.384,48.451,19.422,4.581,17.634
E01000308,15.586,24.731,15.876,0.501,15.755
E01000309,16.358,39.628,17.884,2.421,16.979
E01000310,16.31,53.46,19.002,4.398,17.374
E01000311,16.183,45.675,17.398,2.861,16.663
E01000312,15.63,30.944,16.37,1.661,16.027
E01000313,15.978,33.161,18.226,2.516,17.351
E01000314,16.231,39.161,17.105,2.418,16.589
E01000315,15.224,32.006,16.04,1.927,15.492
E01000316,15.334,32.143,16.51,2.174,15.802
E01000317,15.325,27.629,15.84,1.402,15.542
E01000318,15.034,23.436,15.687,0.853,15.477
E01000319,15.321,20.021,15.721,0.576,15.52
E01000320,14.947,35.245,15.324,2.018,15.085
E01000321,14.91,51.124,16.56,5.314,15.058
E01000322,14.99,16.568,15.197,0.155,15.169
E01000323,15.103,30.815,16.067,1.721,15.603
E01000324,14.998,23.754,15.395,0.676,15.227
E01000325,14.252,17.57,14.616,0.302,14.581
E01000326,14.199,18.996,14.559,0.46,14.455
E01000327,14.646,27.255,15.325,1.349,14.94
E01000328,14.199,20.948,14.516,0.368,14.441
E01000329,14.41,36.299,15.453,2.077,14.89
E01000330,14.708,29.287,15.836,1.909,15.245
E01000331,14.406,36.007,15.585,2.086,14.821
E01000332,14.645,22.912,15.298,0.909,15.049
E01000333,14.628,22.926,15.206,0.908,14.967
E01000334,14.608,21.768,14.992,0.772,14.83
E01000335,14.627,34.323,15.781,1.358,15.522
E01000336,14.81,18.919,15.275,0.447,15.15
E01000337,14.652,16.384,14.879,0.208,14.839
E01000338,14.837,21.59,15.238,0.777,15.024
E01000339,14.551,19.51,14.946,0.631,14.784
E01000340,14.746,20.156,15.573,0.779,15.359
E01000341,14.704,21.161,15.112,0.599,14.957
E01000342,14.705,15.393,14.851,0.113,14.813
E01000343,14.61,23.122,15.038,0.797,14.814
E01000344,14.684,19.062,15.024,0.547,14.905
E01000345,14.623,16.307,14.829,0.219,14.769
E01000346,14.517,19.303,15.003,0.513,14.872
E01000347,14.866,23.624,15.535,1.079,15.221
E01000348,14.495,18.411,15.117,0.598,14.933
E01000349,14.45,29.976,16.758,3.082,15.584
E01000350,14.493,19.184,14.89,0.495,14.757
E01000351,14.45,25.298,15.257,1.417,14.866
E01000352,14.9,35.422,17.9,3.843,16.482
E01000353,14.552,21.958,15.015,0.695,14.838
E01000354,14.703,18.475,15.042,0.448,14.929
E01000355,14.503,26.429,14.832,0.989,14.626
E01000356,14.783,19.355,15.227,0.652,15.021
E01000357,14.771,15.856,14.866,0.103,14.829
E01000358,14.608,21.216,14.976,0.651,14.827
E01000359,14.705,21.199,15.298,0.891,14.988
E01000360,14.649,25.249,15.449,1.367,15.02
E01000361,14.651,30.577,15.433,1.855,15.001
E01000362,14.662,36.976,15.734,1.776,15.163
E01000363,14.656,32.757,16.015,2.593,15.141
E01000364,14.675,31.545,16.547,3.131,15.351
E01000365,14.592,26.974,14.978,0.797,14.726
E01000366,14.62,22.628,15.102,0.57,15.006
E01000367,14.323,33.406,15.018,1.844,14.531
E01000368,14.267,15.989,14.425,0.155,14.405
E01000369,14.292,17.467,14.637,0.368,14.553
E01000370,14.456,26.627,15.176,1.46,14.759
E01000371,14.294,14.833,14.471,0.109,14.444
E01000372,14.332,15.901,14.486,0.131,14.458
E01000373,14.335,25.887,14.837,1.022,14.581
E01000374,13.863,56.67,15.751,3.7,14.59
E01000375,13.878,20.464,14.423,0.729,14.249
E01000376,14.025,29.415,14.312,0.562,14.19
E01000377,14.037,21.442,14.588,0.719,14.409
E01000378,14.114,25.798,14.912,1.472,14.452
E01000379,14.059,20.926,14.506,0.826,14.281
E01000380,14.124,41.389,16.054,3.493,14.846
E01000381,13.6,22.742,14.188,0.824,14.077
E01000382,14.094,18.547,14.715,0.499,14.67
E01000383,13.474,22.931,14.016,0.806,13.802
E01000384,14.271,21.259,14.735,0.786,14.536
E01000385,14.047,23.687,14.694,1.043,14.451
E01000386,14.252,31.013,15.276,1.703,14.749
E01000387,14.344,21.042,14.925,0.585,14.791
E01000388,14.721,24.044,15.235,0.573,15.191
E01000389,14.724,27.892,15.639,1.749,15.088
E01000390,14.71,42.288,16.337,3.057,15.189
E01000391,14.886,40.346,16.792,3.931,15.565
E01000392,15.102,27.973,16.422,1.986,15.805
E01000393,14.832,28.825,15.651,1.639,15.2
E01000394,14.844,26.19,15.538,1.026,15.243
E01000395,14.949,24.173,15.444,0.991,15.235
E01000396,15.021,19.064,15.613,0.604,15.452
E01000398,14.947,18.963,15.263,0.46,15.146
E01000399,14.992,25.211,15.728,1.212,15.405
E01000400,14.948,24.562,15.624,0.98,15.349
E01000401,15.043,24.348,15.414,0.789,15.251
E01000402,14.583,20.583,14.986,0.597,14.887
E01000403,14.244,32.217,15.831,2.44,15.075
E01000404,14.62,25.385,15.898,1.929,15.327
E01000405,14.822,27.112,16.062,1.388,15.815
E01000406,14.54,24.647,15.117,0.905,14.943
E01000407,14.35,22.211,14.947,0.99,14.665
E01000408,15.018,26.759,16.747,0.993,16.692
E01000409,15.181,17.674,15.468,0.336,15.368
E01000410,15.193,29.481,15.676,0.726,15.503
E01000411,15.421,36.361,16.561,2.266,15.964
E01000412,15.252,39.225,17.911,4.18,16.514
E01000413,15.202,40.479,18.866,5.405,16.631
E01000414,15.181,25.574,16.035,1.348,15.611
E01000415,15.099,16.773,15.37,0.226,15.31
E01000416,14.962,25.838,15.572,1.351,15.237
E01000417,14.594,23.966,15.232,1.177,14.882
E01000418,14.592,24.243,15.025,0.603,14.906
E01000419,14.735,18.886,15.042,0.408,14.945
E01000420,14.65,21.674,14.924,0.461,14.814
E01000421,14.646,18.483,14.957,0.491,14.832
E01000422,14.947,35.107,15.884,1.969,15.429
E01000423,14.616,23.055,15.353,1.392,14.892
E01000424,14.388,18.576,14.642,0.272,14.566
E01000425,14.46,15.976,14.621,0.149,14.582
E01000426,14.464,23.093,15.32,1.319,14.846
E01000427,14.346,21.413,14.932,1.132,14.587
E01000428,14.256,31.51,15.41,2.153,14.669
E01000429,14.023,16.863,14.446,0.429,14.342
E01000430,13.499,17.086,13.813,0.276,13.726
E01000431,14.422,32.432,15.894,2.859,14.977
E01000432,14.077,17.669,14.336,0.351,14.286
E01000433,14.081,33.651,15.734,3.078,14.821
E01000434,13.559,25.213,13.891,0.48,13.791
E01000435,14.411,32.63,15.408,2.068,14.883
E01000436,14.629,16.435,14.753,0.125,14.714
E01000437,14.488,16.897,14.696,0.268,14.624
E01000438,14.553,19.232,14.839,0.425,14.747
E01000439,14.439,20.905,14.969,0.804,14.769
E01000440,14.51,17.149,14.705,0.28,14.632
E01000441,14.503,22.034,14.853,0.741,14.615
E01000442,14.588,18.9,14.919,0.51,14.775
E01000443,14.562,21.262,15.273,0.968,14.981
E01000444,13.599,23.137,14.284,1.053,14.078
E01000445,14.059,19.59,14.519,0.659,14.412
E01000446,14.456,24.225,14.889,0.669,14.773
E01000447,14.065,50.055,15.606,2.933,14.728
E01000448,14.251,18.525,14.617,0.565,14.436
E01000449,14.39,30.143,15.139,1.849,14.708
E01000450,14.811,20.511,15.182,0.669,15.014
E01000451,14.819,19.517,15.216,0.66,15.024
E01000452,14.765,18.406,14.99,0.434,14.864
E01000453,14.74,15.322,14.88,0.101,14.852
E01000454,14.866,24.805,15.561,1.087,15.219
E01000455,14.861,24.606,15.203,0.605,15.089
E01000456,14.774,15.252,14.893,0.094,14.861
E01000457,14.538,27.976,15.796,2.133,15.089
E01000458,14.502,16.114,14.695,0.179,14.64
E01000459,14.456,21.427,14.883,0.7,14.701
E01000460,14.425,18.672,14.688,0.405,14.617
E01000461,14.463,22.788,15.152,1.072,14.895
E01000462,14.481,29.449,15.342,1.584,14.856
E01000463,14.499,18.479,14.73,0.351,14.662
E01000464,14.893,15.424,14.992,0.082,14.968
E01000465,14.898,16.277,15.12,0.266,15.017
E01000466,14.633,22.125,15.029,0.702,14.876
E01000467,14.694,16.082,14.983,0.223,14.905
E01000468,14.678,16.074,14.928,0.209,14.861
E01000469,14.765,22.74,15.228,0.817,15.018
E01000470,14.776,26.269,15.928,1.803,15.277
E01000471,16.331,17.238,16.576,0.182,16.54
E01000472,15.907,39.611,17.134,2.261,16.602
E01000473,16.056,27.643,16.907,1.587,16.413
E01000474,16.053,19.07,16.218,0.238,16.15
E01000475,15.696,32.664,17.424,2.751,16.428
E01000476,16.102,19.961,16.496,0.492,16.372
E01000477,16.266,22.06,17.076,0.673,16.925
E01000478,16.195,19.081,16.488,0.382,16.388
E01000479,15.689,32.776,17.107,1.851,16.6
E01000480,15.59,38.013,16.211,1.247,15.998
E01000481,15.542,29.532,17.088,2.172,16.355
E01000482,16.19,39.885,17.365,2.078,16.855
E01000483,16.444,40.214,16.982,1.755,16.715
E01000484,15.341,21.083,15.69,0.543,15.555
E01000485,15.475,21.205,15.973,0.826,15.73
E01000486,15.302,28.324,15.601,0.876,15.435
E01000487,15.291,23.021,16.008,0.844,15.738
E01000488,16.279,19.812,16.513,0.384,16.379
E01000489,16.283,21.724,16.604,0.531,16.446
E01000490,16.463,28.088,17.243,1.284,16.85
E01000491,16.271,21.397,16.636,0.571,16.478
E01000492,16.332,24.799,16.773,0.834,16.556
E01000493,16.433,22.925,16.872,0.809,16.625
E01000494,16.324,22.555,16.824,0.848,16.563
E01000495,16.366,23.262,16.957,0.911,16.66
E01000497,16.358,31.688,17.254,1.638,16.785
E01000498,15.889,47.865,18.231,4.755,16.786
E01000499,16.009,57.139,18.571,4.499,17.163
E01000501,16.264,19.36,16.547,0.391,16.459
E01000502,16.178,21.966,16.572,0.611,16.414
E01000503,16.163,19.489,16.392,0.349,16.295
E01000504,16.216,16.754,16.345,0.092,16.329
E01000505,16.252,16.81,16.374,0.092,16.345
E01000506,16.681,31.464,17.733,1.907,17.148
E01000507,16.174,19.312,16.559,0.451,16.456
E01000508,16.484,32.919,17.62,1.877,17.027
E01000509,17.025,52.685,19.965,5.844,18.002
E01000510,16.51,58.161,19.484,5.206,17.816
E01000511,16.411,32.723,18.534,2.887,17.516
E01000512,16.463,29.327,17.296,1.427,16.882
E01000513,15.701,26.425,16.594,1.846,16.031
E01000514,15.687,23.222,16.091,0.844,15.869
E01000515,15.288,24.244,16.049,1.352,15.636
E01000516,15.691,29.835,16.436,1.344,16.016
E01000517,15.354,28.374,16.176,1.564,15.755
E01000518,15.29,29.935,15.92,1.047,15.695
E01000519,15.291,28.976,15.942,1.152,15.664
E01000520,15.387,24.014,16.053,0.927,15.841
E01000521,16.901,39.377,19.126,3.438,17.844
E01000522,16.375,18.278,16.627,0.241,16.592
E01000523,16.626,46.251,17.436,2.504,17.014
E01000524,17.0,39.782,18.073,2.433,17.368
E01000525,16.97,43.979,17.905,2.13,17.35
E01000526,16.56,29.64,17.552,1.938,16.905
E01000527,16.529,18.347,16.876,0.254,16.81
E01000528,16.565,28.393,17.698,1.768,17.175
E01000530,16.491,23.015,17.163,0.784,16.896
E01000531,16.701,27.692,17.711,1.866,17.035
E01000532,16.789,27.591,17.76,1.916,17.222
E01000533,16.516,28.76,17.33,1.297,16.992
E01000534,16.445,22.16,16.874,0.634,16.728
E01000535,16.646,29.626,17.991,2.048,17.297
E01000536,15.114,30.154,15.785,1.625,15.35
E01000538,15.12,16.644,15.277,0.128,15.238
E01000539,15.231,20.169,15.574,0.479,15.468
E01000540,15.139,19.03,15.446,0.508,15.293
E01000541,15.21,29.733,16.068,1.788,15.555
E01000543,15.525,34.585,16.849,2.473,15.937
E01000544,17.218,22.193,17.683,0.725,17.492
E01000545,16.623,27.098,17.343,1.527,16.883
E01000546,16.673,23.831,17.541,1.415,17.022
E01000547,16.654,21.551,16.993,0.456,16.91
E01000548,16.872,29.918,17.738,1.586,17.23
E01000549,16.655,19.77,17.084,0.458,17.008
E01000550,17.006,28.547,17.663,1.238,17.309
E01000551,17.01,23.737,17.605,0.978,17.31
E01000552,17.208,23.898,17.918,1.081,17.554
E01000553,16.29,34.129,17.095,2.005,16.642
E01000554,16.151,27.886,16.403,0.653,16.314
E01000555,16.2,20.415,16.523,0.515,16.36
E01000556,16.515,31.712,17.964,2.528,17.132
E01000557,16.309,25.308,16.93,1.3,16.585
E01000558,16.278,29.232,16.815,1.337,16.506
E01000559,16.216,33.54,16.553,1.459,16.359
E01000560,16.267,34.218,16.597,1.343,16.389
E01000561,16.441,27.253,17.207,1.537,16.697
E01000562,14.976,42.146,16.12,2.045,15.561
E01000563,15.133,36.446,16.501,2.512,15.703
E01000564,15.52,24.675,16.371,1.529,15.916
E01000565,15.425,30.327,16.167,1.597,15.765
