LSOA21CD,NO2-2016-min,NO2-2016-max,NO2-2016-mean,NO2-2016-std,NO2-2016-median
E01001273,36.169,75.002,38.328,4.173,37.233
E01001274,36.001,62.253,37.4,2.767,36.786
E01001275,35.605,70.516,38.202,4.399,36.777
E01001276,36.279,110.032,44.459,13.495,39.6
E01001277,35.639,124.491,43.622,10.463,40.193
E01001278,35.964,100.284,42.703,9.238,39.46
E01001279,35.213,55.786,37.385,2.92,36.625
E01001280,35.207,68.486,37.551,3.915,36.26
E01001281,35.21,67.933,37.422,4.228,36.268
E01001282,33.789,44.451,34.253,0.727,34.035
E01001283,33.597,55.443,35.918,3.741,34.717
E01001284,32.921,58.432,34.223,2.613,33.58
E01001285,33.256,53.244,35.135,2.79,34.421
E01001286,33.771,37.339,34.26,0.473,34.117
E01001287,33.414,36.886,34.138,0.508,34.055
E01001288,33.302,54.318,35.189,2.888,34.52
E01001289,33.954,42.783,35.163,1.015,34.861
E01001290,32.91,64.253,34.706,3.294,33.824
E01001291,33.124,43.762,34.16,1.386,33.863
E01001292,33.142,50.615,34.202,1.498,33.957
E01001293,33.114,48.182,34.525,1.63,34.194
E01001294,32.221,50.879,34.217,2.789,33.657
E01001295,33.131,45.064,34.465,1.249,34.244
E01001296,33.136,44.118,34.123,1.278,33.849
E01001297,32.26,45.995,33.605,1.891,33.067
E01001298,33.269,52.485,35.135,3.089,34.186
E01001299,34.238,56.737,35.538,2.647,34.802
E01001300,35.567,47.202,36.711,1.481,36.235
E01001301,35.418,72.605,37.952,4.454,36.499
E01001302,34.318,54.201,35.793,2.309,35.327
E01001303,35.241,66.393,36.978,4.083,35.844
E01001304,35.336,46.507,36.359,1.578,35.973
E01001305,34.464,58.89,35.712,2.633,35.125
E01001306,34.299,36.604,34.772,0.387,34.657
E01001307,32.206,67.368,33.803,3.726,32.693
E01001308,32.329,63.731,33.522,2.312,32.92
E01001309,31.569,49.562,32.817,2.176,32.194
E01001310,31.736,62.419,34.19,3.582,32.949
E01001311,31.602,72.217,32.902,2.913,32.192
E01001312,32.574,70.601,35.817,4.914,34.206
E01001313,32.559,56.849,34.813,3.735,33.726
E01001314,32.404,58.893,34.104,3.183,33.218
E01001315,31.978,53.782,33.663,2.947,32.691
E01001316,31.297,58.264,33.29,3.21,32.344
E01001317,30.977,38.738,31.711,0.998,31.41
E01001318,31.089,52.182,32.248,2.176,31.779
E01001319,32.012,35.809,32.773,0.642,32.606
E01001320,30.708,56.278,32.989,4.394,31.467
E01001321,30.975,71.157,34.48,5.387,32.554
E01001322,31.48,64.381,33.416,3.592,32.412
E01001323,31.388,61.678,34.798,4.788,33.439
E01001324,31.577,75.843,34.985,6.304,32.825
E01001325,29.916,52.093,30.59,1.086,30.331
E01001326,30.931,73.358,33.819,5.078,32.211
E01001327,30.533,60.227,33.065,3.477,32.252
E01001328,31.047,68.64,35.158,5.878,33.054
E01001329,30.33,52.902,31.611,1.481,31.321
E01001330,31.582,52.608,33.949,2.974,33.301
E01001331,31.431,53.155,33.693,3.459,32.663
E01001332,32.165,51.978,33.575,2.262,32.978
E01001333,33.646,56.815,35.561,3.02,34.731
E01001334,33.737,44.325,34.593,1.35,34.13
E01001335,33.342,62.432,35.603,4.205,34.223
E01001336,33.603,58.653,35.868,3.309,34.841
E01001337,33.267,81.534,35.639,4.664,34.163
E01001338,33.91,81.934,37.09,5.248,35.279
E01001339,33.284,74.675,35.02,3.331,34.166
E01001340,34.231,60.087,37.212,4.219,35.832
E01001341,33.586,48.891,35.11,1.523,34.717
E01001342,33.314,47.065,34.43,1.064,34.192
E01001343,33.046,52.04,34.312,1.803,33.878
E01001344,32.575,51.229,34.59,2.284,34.22
E01001345,34.21,41.222,35.289,0.724,35.189
E01001346,32.962,61.665,35.175,3.111,34.438
E01001347,34.102,69.141,38.707,6.403,36.547
E01001348,34.092,82.693,40.166,8.249,36.887
E01001349,33.002,72.891,36.228,5.878,34.201
E01001350,36.042,63.206,37.941,3.755,36.961
E01001351,36.267,85.13,40.55,7.261,38.233
E01001352,36.053,63.102,38.303,4.028,37.124
E01001353,36.016,64.094,37.833,3.457,36.969
E01001354,35.946,63.973,38.358,4.143,37.198
E01001355,36.445,109.453,40.796,8.722,38.504
E01001356,36.343,39.986,37.396,0.693,37.339
E01001357,36.24,39.345,36.829,0.517,36.665
E01001358,35.849,77.452,37.537,3.09,36.684
E01001359,33.131,78.506,37.404,7.394,34.893
E01001360,33.611,42.152,35.177,1.317,34.873
E01001361,34.342,97.691,39.508,7.953,36.611
E01001362,33.101,74.479,36.033,5.218,34.364
E01001363,32.989,68.022,35.512,4.439,34.176
E01001364,32.376,40.381,33.367,1.074,33.022
E01001365,32.766,63.007,34.717,4.195,33.562
E01001366,34.114,60.986,35.429,2.541,34.814
E01001367,33.723,62.278,36.411,4.387,34.953
E01001368,34.096,38.396,34.935,0.535,34.874
E01001369,33.521,59.718,35.208,3.594,34.219
E01001370,33.898,58.554,35.759,2.551,35.162
E01001371,33.473,55.955,35.654,3.806,34.277
E01001372,33.442,38.925,34.059,0.735,33.861
E01001373,33.964,62.314,35.732,4.219,34.694
E01001374,36.479,43.426,37.142,0.817,36.932
E01001375,36.927,46.517,37.888,1.389,37.555
E01001376,36.848,52.724,38.171,2.367,37.453
E01001377,36.659,46.552,37.662,1.369,37.274
E01001379,36.813,43.9,37.321,0.851,37.09
E01001380,35.827,64.347,37.546,2.509,36.933
E01001381,36.914,88.037,38.924,6.619,37.648
E01001382,34.861,39.157,35.328,0.443,35.213
E01001383,34.562,43.173,35.293,1.099,35.045
E01001384,34.936,44.692,36.692,2.145,35.913
E01001385,34.763,44.685,36.06,1.86,35.402
E01001386,34.94,60.019,36.201,2.446,35.556
E01001387,35.065,80.654,37.106,4.513,36.025
E01001388,35.371,80.766,39.629,6.592,37.588
E01001389,34.782,79.304,38.192,6.553,36.191
E01001390,34.406,85.171,37.294,5.991,35.528
E01001391,34.201,88.173,37.638,7.332,35.615
E01001392,34.422,86.72,36.528,4.453,35.27
E01001393,34.17,95.945,37.548,7.426,35.437
E01001394,33.933,79.514,39.245,9.098,35.643
E01001395,33.282,35.825,33.879,0.49,33.82
E01001396,33.913,70.373,36.421,4.359,35.066
E01001397,33.965,82.496,37.915,7.282,35.437
E01001398,30.976,32.852,31.567,0.391,31.453
E01001399,31.352,71.538,34.103,5.069,32.613
E01001400,31.291,74.016,33.844,4.784,32.218
E01001401,31.344,57.91,33.494,3.874,32.338
E01001402,31.492,58.719,33.358,3.585,32.287
E01001403,31.883,69.979,34.527,5.195,32.975
E01001404,31.738,74.271,33.378,3.664,32.451
E01001405,30.532,35.328,31.139,0.486,31.032
E01001406,30.638,35.164,31.408,0.608,31.26
E01001407,27.572,72.771,28.93,2.623,28.419
E01001408,28.536,34.929,29.452,0.837,29.284
E01001409,29.354,82.315,33.506,6.84,31.38
E01001410,29.053,31.199,29.804,0.419,29.74
E01001411,28.54,44.89,29.967,1.924,29.519
E01001412,26.592,99.388,28.872,5.03,27.415
E01001413,27.665,39.169,28.59,1.257,28.369
E01001414,27.423,38.604,28.281,1.22,27.877
E01001415,27.711,63.905,30.132,3.451,29.203
E01001416,29.66,34.866,30.284,0.706,30.041
E01001417,27.068,53.148,28.055,1.655,27.745
E01001418,28.418,49.889,29.939,2.123,29.551
E01001419,28.383,51.395,30.337,2.693,30.008
E01001420,29.977,46.709,30.866,1.957,30.363
E01001421,30.215,49.82,31.703,2.487,30.976
E01001422,27.372,48.879,28.108,0.834,27.94
E01001423,32.532,47.203,33.599,1.667,33.044
E01001424,33.246,38.871,33.849,0.668,33.752
E01001425,32.748,97.128,37.079,8.562,34.465
E01001426,32.487,35.404,33.106,0.482,33.001
E01001427,31.688,121.227,35.763,7.026,33.747
E01001428,32.632,38.681,33.366,0.837,33.159
E01001429,32.481,71.057,36.505,6.295,34.528
E01001430,33.429,67.6,36.452,4.956,34.922
E01001431,32.621,36.616,33.906,0.643,33.824
E01001432,34.278,105.076,40.116,8.468,37.393
E01001433,28.806,55.096,30.643,3.156,29.744
E01001434,29.262,31.739,29.977,0.393,29.873
E01001435,29.432,33.032,30.482,0.678,30.323
E01001436,29.683,35.828,30.558,0.807,30.421
E01001437,28.093,55.038,29.723,2.088,29.293
E01001438,29.593,53.344,30.631,2.184,30.105
E01001439,30.403,81.54,34.915,7.001,32.633
E01001440,30.1,69.522,33.08,5.71,31.533
E01001441,28.795,68.678,30.564,3.878,29.654
E01001442,29.235,73.817,32.512,5.698,30.72
E01001444,28.191,72.23,34.243,8.224,31.062
E01001445,27.395,61.912,30.839,5.683,28.959
E01001446,28.8,65.153,31.787,5.986,29.935
E01001447,28.189,34.48,29.338,1.123,28.987
E01001448,28.887,34.852,29.771,1.044,29.432
E01001449,28.585,47.459,30.389,2.911,29.554
E01001450,30.76,65.89,33.87,5.646,31.914
E01001451,29.923,61.591,31.341,2.706,30.689
E01001452,29.914,47.921,31.038,1.565,30.605
E01001453,29.515,45.289,30.926,1.73,30.633
E01001454,29.883,48.838,31.421,1.863,30.997
E01001455,30.823,55.258,32.625,3.086,31.897
E01001456,30.86,54.809,31.8,1.75,31.358
E01001457,29.673,63.623,31.851,4.13,30.57
E01001458,33.842,89.542,40.653,9.635,37.131
E01001459,32.032,62.268,34.117,4.408,32.805
E01001460,32.326,40.287,33.554,1.289,33.126
E01001461,32.177,97.025,35.318,5.693,33.45
E01001462,32.112,48.934,32.907,1.336,32.597
E01001463,32.684,65.007,34.836,4.195,33.713
E01001464,32.605,35.824,33.175,0.546,32.987
E01001465,33.69,91.848,38.959,8.115,35.764
E01001466,33.103,38.777,34.168,0.775,34.005
E01001467,33.206,42.652,34.291,0.955,34.146
E01001468,27.252,46.391,28.53,1.737,28.135
E01001469,28.955,44.229,30.162,2.009,29.551
E01001470,27.502,51.433,28.796,2.136,28.25
E01001471,28.002,46.873,29.497,2.087,29.147
E01001472,29.122,37.616,30.041,1.006,29.801
E01001473,29.189,42.631,29.713,0.827,29.503
E01001474,29.246,59.052,30.996,3.335,30.054
E01001475,29.388,49.646,30.0,1.126,29.763
E01001476,31.287,57.558,33.324,3.448,32.315
E01001477,29.942,69.761,31.409,2.725,30.647
E01001478,31.307,59.474,33.075,3.772,32.076
E01001479,31.306,55.264,32.649,2.917,31.85
E01001480,32.179,102.436,36.209,6.932,33.539
E01001481,31.376,39.778,32.365,1.152,32.12
E01001482,31.366,53.376,32.386,1.972,31.948
E01001483,29.921,64.387,31.419,2.646,30.849
E01001484,31.212,59.769,32.602,3.849,31.639
E01001485,32.77,59.379,35.064,3.807,33.984
E01001486,32.529,62.635,33.48,1.784,33.139
E01001487,31.948,54.152,33.803,3.081,33.041
E01001488,32.072,34.103,32.551,0.384,32.399
E01001489,31.724,38.326,32.517,0.948,32.297
E01001491,32.245,54.983,33.866,2.954,33.0
E01001492,32.707,39.926,33.277,0.966,33.012
E01001493,32.281,53.261,33.604,2.729,32.925
E01001494,32.376,50.188,33.966,2.206,33.41
E01001495,32.968,68.39,34.905,3.966,33.703
E01001496,32.508,49.583,33.882,1.933,33.444
E01001497,32.668,59.125,34.869,3.51,33.975
E01001498,33.06,87.252,35.226,5.834,33.819
E01001499,33.721,80.113,39.412,8.948,35.888
E01001500,33.259,70.575,36.604,6.027,34.704
E01001501,33.501,89.605,37.522,7.647,35.188
E01001502,31.046,55.348,32.315,2.719,31.694
E01001503,31.265,50.353,32.087,2.079,31.592
E01001504,30.215,57.672,31.971,3.542,31.028
E01001505,30.642,74.103,33.566,5.211,32.086
E01001507,31.146,77.124,34.421,6.159,32.49
E01001508,31.127,52.485,31.937,1.725,31.608
E01001509,31.03,56.279,32.875,3.822,31.713
E01001511,30.587,85.897,34.484,6.439,32.426
E01001512,30.478,60.027,31.871,3.057,31.059
E01001513,29.982,106.994,32.616,5.284,31.018
E01001514,30.498,32.96,31.16,0.455,31.178
E01001515,31.17,57.843,32.889,3.279,32.125
E01001516,30.105,94.138,34.501,7.079,31.904
E01001517,29.805,68.608,32.25,4.563,30.941
E01001518,29.477,70.499,31.8,4.19,30.735
E01001520,30.842,57.005,32.509,3.118,31.735
E01001521,31.34,61.322,32.991,2.677,32.22
E01001522,29.56,34.845,30.209,0.584,30.039
E01001523,29.819,54.809,30.833,2.162,30.172
E01001524,30.032,40.922,31.252,1.46,30.861
E01001525,30.464,41.32,31.36,1.117,31.096
E01001526,30.089,57.437,31.645,2.848,31.1
E01001527,32.516,90.555,35.628,5.44,34.181
E01001528,34.047,116.05,38.559,8.649,35.956
E01001529,33.845,59.594,36.549,4.502,34.831
E01001530,34.279,99.208,40.706,10.654,37.051
E01001531,32.005,46.097,32.995,1.718,32.549
E01001532,32.094,64.084,33.709,3.32,32.796
E01001533,32.37,51.585,33.024,1.424,32.702
E01001534,32.431,56.128,34.385,3.355,33.339
E01001535,32.742,87.73,34.949,3.6,34.194
E01001536,29.195,73.574,31.46,3.605,30.415
E01001537,28.811,78.518,31.522,4.752,30.203
E01001538,29.369,56.444,30.605,2.646,29.801
E01001539,29.369,43.988,30.384,1.896,29.87
E01001540,28.873,43.326,30.336,2.32,29.545
E01001541,29.07,34.215,29.708,0.516,29.571
E01001542,29.48,46.952,30.986,2.478,30.279
E01001543,29.526,46.27,30.277,1.271,29.985
E01001544,29.643,65.791,32.324,4.222,31.069
E01001545,28.35,54.36,29.845,2.815,29.334
E01001546,28.39,36.531,29.348,0.993,29.12
E01001547,28.581,70.825,30.783,4.414,29.702
E01001548,28.9,65.7,30.628,3.717,29.625
E01001549,29.166,68.894,31.679,5.36,30.143
E01001550,29.395,68.71,31.315,4.874,30.072
E01001551,29.656,77.811,37.862,8.953,33.814
E01001552,29.274,80.446,36.13,8.627,32.958
E01001553,33.522,65.864,35.322,3.537,34.51
E01001554,34.202,70.642,36.332,4.378,35.285
E01001555,34.649,70.824,37.11,4.907,35.854
E01001556,33.51,62.996,34.808,2.663,34.316
E01001557,34.14,36.605,35.083,0.416,35.009
E01001558,34.994,97.579,42.192,11.709,37.817
E01001559,32.735,162.928,37.803,8.695,35.287
E01001560,34.132,88.056,38.301,7.22,35.865
E01001562,34.583,78.866,38.23,7.523,35.728
E01001563,31.786,58.612,34.3,3.613,33.263
E01001564,31.634,52.89,32.703,2.203,32.215
E01001565,32.355,47.178,33.437,1.92,32.888
E01001566,32.365,50.306,33.383,1.479,33.053
E01001567,30.941,46.786,32.029,1.863,31.443
E01001568,30.695,46.935,31.568,1.108,31.308
E01001569,31.156,60.546,32.977,3.127,32.051
E01001570,31.746,59.671,32.89,2.394,32.25
E01001571,30.74,41.056,31.812,1.471,31.386
E01001572,30.578,49.455,31.809,1.854,31.302
E01001573,31.09,55.632,32.961,2.816,32.122
E01001574,30.062,57.341,31.659,3.037,30.774
E01001575,31.086,62.16,32.593,3.128,31.834
E01001576,30.915,42.76,31.532,1.04,31.303
E01001577,30.735,54.878,31.82,2.004,31.308
E01001578,30.726,35.582,31.241,0.575,31.025
E01001579,30.815,42.798,31.672,1.69,31.23
E01001580,35.325,66.843,38.377,4.574,36.836
E01001581,35.852,77.864,41.747,7.777,38.986
E01001582,34.451,66.273,37.453,4.773,35.987
E01001583,34.443,82.254,39.318,7.045,37.001
E01001584,34.331,62.85,35.239,2.003,34.875
E01001585,35.346,52.175,36.759,1.544,36.359
E01001586,35.216,49.16,35.967,1.002,35.788
E01001587,35.253,42.169,36.16,1.026,35.881
E01001588,33.434,60.76,34.997,2.683,34.303
E01001589,34.464,42.658,35.535,0.968,35.258
E01001590,35.014,43.171,36.155,1.035,35.962
E01001591,34.746,61.355,36.379,3.222,35.469
E01001592,35.305,79.205,39.633,7.769,37.1
E01001593,35.674,96.194,40.104,7.325,37.671
E01001594,35.15,62.474,36.912,3.409,35.92
E01001595,33.906,58.89,35.891,3.094,35.173
E01001596,29.601,38.793,30.603,1.318,30.243
E01001597,30.917,61.753,34.426,4.547,32.912
E01001598,30.524,65.773,32.623,3.931,31.471
E01001599,30.071,61.135,32.713,4.211,31.484
E01001600,30.853,75.39,33.905,5.348,31.95
E01001601,29.708,54.483,32.263,3.754,31.148
E01001602,30.528,46.041,31.892,2.408,31.171
E01001603,30.035,42.63,31.055,1.31,30.677
E01001604,33.238,79.862,36.668,5.995,34.803
E01001605,31.218,82.014,32.915,4.616,31.932
E01001606,31.972,51.963,33.768,2.605,33.059
E01001607,32.997,57.023,34.591,2.806,33.826
E01001608,31.741,79.634,35.31,5.891,33.568
E01001609,32.891,76.734,36.946,7.436,34.306
E01001610,32.176,58.652,34.759,3.489,33.911
E01001611,33.001,60.227,34.664,3.288,33.844
E01001613,30.445,61.653,32.137,2.337,31.611
E01001614,30.588,80.755,33.377,5.876,31.694
E01001615,30.848,69.964,32.904,3.714,31.807
E01001617,30.481,47.957,31.826,2.23,31.18
E01001618,30.102,42.842,31.147,1.517,30.721
E01001619,30.145,43.432,31.382,1.695,30.976
E01001620,33.608,80.88,39.334,8.415,36.163
E01001621,33.464,71.637,37.523,6.439,35.286
E01001623,34.405,70.604,38.244,4.953,36.698
E01001624,33.396,57.231,34.498,2.44,34.0
E01001625,33.808,64.783,36.885,4.552,35.214
E01001629,32.738,72.139,37.177,6.85,34.747
E01001631,33.075,78.267,37.868,6.874,35.621
E01001632,32.346,36.861,33.187,0.972,32.864
E01001633,32.302,45.035,33.672,1.987,33.206
E01001634,32.556,36.218,33.173,0.602,33.017
E01001635,31.559,46.632,32.586,1.687,32.085
E01001636,31.83,37.73,32.525,0.72,32.356
E01001637,32.226,43.22,33.012,1.18,32.726
E01001638,36.424,54.798,37.57,1.892,37.066
E01001641,36.43,87.402,40.064,6.086,37.94
E01001642,35.19,77.319,37.42,4.177,36.38
E01001644,36.925,82.607,42.272,8.284,39.267
E01001645,33.508,36.448,34.379,0.487,34.272
E01001646,33.358,61.643,35.017,3.326,34.214
E01001647,34.287,66.312,38.148,5.319,36.215
E01001648,33.086,59.696,33.872,2.161,33.396
E01001649,33.131,36.262,33.775,0.561,33.584
E01001650,34.404,62.105,35.917,2.94,35.053
E01001651,33.496,57.972,35.489,3.362,34.514
E01001652,34.334,80.949,38.973,6.91,36.452
E01001653,32.135,60.872,34.114,3.507,32.873
E01001654,32.063,46.696,33.052,1.229,32.818
E01001655,31.555,50.672,33.25,2.509,32.532
E01001656,34.358,36.484,34.944,0.375,34.842
E01001657,34.314,61.881,35.87,2.848,35.081
E01001658,33.437,62.554,35.466,3.342,34.563
E01001659,33.355,79.678,36.843,5.866,34.988
E01001660,32.986,74.792,37.567,7.353,35.011
E01001661,32.146,75.518,34.689,4.333,33.232
E01001664,36.281,90.593,40.296,6.975,38.312
E01001665,36.285,106.63,42.693,9.28,39.458
E01001666,35.787,67.763,38.737,4.126,37.457
E01001669,30.463,45.693,31.971,1.922,31.421
E01001671,30.966,40.755,32.392,1.441,31.943
E01001672,30.841,40.094,31.713,1.037,31.276
E01001673,31.949,69.548,36.362,6.681,34.04
E01001674,31.183,68.318,32.093,2.366,31.71
E01001675,31.376,68.977,33.534,3.92,32.864
E01001676,31.468,69.567,34.705,5.784,32.839
E01001677,31.311,67.11,33.096,3.886,32.117
E01001678,30.769,40.673,31.522,1.04,31.311
E01001679,32.75,56.533,33.54,1.936,33.142
E01001680,31.209,45.096,32.262,1.06,32.056
E01001681,31.634,34.132,32.56,0.509,32.558
E01001682,31.215,64.017,33.323,3.155,32.622
E01001683,31.798,46.763,32.763,1.966,32.259
E01001684,30.766,52.208,31.626,1.714,31.288
E01001685,30.82,37.274,31.786,0.876,31.652
E01001686,32.939,41.012,33.904,1.448,33.447
E01001687,31.421,87.145,35.035,5.2,33.472
E01001688,30.356,45.367,31.895,2.313,31.159
E01001690,30.612,43.446,32.079,1.777,31.58
E01001692,30.686,33.878,31.328,0.529,31.209
E01001693,30.753,52.151,33.183,3.018,32.057
E01001694,30.679,40.399,32.071,1.92,31.283
E01001695,33.245,46.948,34.809,2.209,34.033
E01001696,33.798,88.615,36.932,5.697,35.408
E01001697,33.381,42.267,34.604,1.41,34.128
E01001698,33.287,42.809,34.062,1.346,33.718
E01001699,33.379,67.564,35.104,3.341,34.07
E01001700,33.173,47.38,34.885,2.461,34.085
E01001701,33.062,66.554,34.72,3.33,33.723
E01001702,33.367,57.669,34.628,1.797,34.294
E01001703,32.766,43.117,34.075,1.412,33.732
E01001704,32.264,43.842,33.633,2.209,32.967
E01001705,34.147,54.271,35.249,2.175,34.721
E01001708,34.046,53.736,35.107,2.535,34.473
E01001710,34.177,37.713,34.765,0.487,34.614
E01001712,34.49,69.108,37.717,5.338,35.997
E01001714,36.973,79.391,40.138,5.4,38.486
E01001715,37.67,40.902,38.472,0.638,38.285
E01001716,37.78,75.117,42.043,7.207,39.525
E01001717,37.552,59.891,39.509,3.541,38.479
E01001718,38.08,70.309,41.923,5.467,40.092
E01001719,38.485,68.89,41.833,5.884,39.664
E01001720,37.913,68.908,41.272,5.572,39.486
E01001722,36.585,60.044,38.539,3.051,37.641
E01001723,36.771,49.326,37.824,1.565,37.451
E01001724,37.026,83.61,42.776,10.144,39.12
E01001725,36.508,39.012,37.177,0.528,37.015
E01001726,36.989,78.013,42.81,11.192,38.697
E01001727,36.266,49.919,36.873,0.951,36.665
E01001728,36.41,61.691,37.751,3.241,36.904
E01001729,37.679,71.171,40.65,4.356,39.548
E01001730,38.724,71.639,42.504,5.479,40.795
E01001731,39.276,85.147,44.633,7.734,41.7
E01001732,39.067,46.245,39.731,0.859,39.485
E01001733,37.076,74.386,40.035,4.782,38.605
E01001734,37.7,91.089,43.258,7.803,40.605
E01001735,37.856,70.516,41.573,5.203,40.208
E01001736,37.847,40.246,38.4,0.426,38.232
E01001737,37.872,67.1,39.261,3.021,38.668
E01001738,38.434,60.215,41.295,4.144,39.837
E01001739,38.453,76.424,40.89,3.972,39.596
E01001740,38.165,43.07,38.997,0.599,38.792
E01001741,37.824,68.18,40.117,4.881,38.611
E01001742,37.822,50.729,39.266,2.144,38.611
E01001744,39.55,95.696,42.141,5.09,40.913
E01001745,38.305,66.935,40.786,3.505,39.531
E01001746,37.896,50.135,39.716,2.66,38.769
E01001747,38.755,76.655,41.856,5.854,39.993
E01001749,39.445,63.419,42.473,4.271,41.143
E01001750,40.715,70.2,43.47,4.479,41.864
E01001751,40.239,60.781,42.483,3.375,41.341
E01001753,41.207,61.686,43.214,3.643,41.924
E01001755,41.708,54.913,43.408,2.465,42.584
E01001756,40.223,83.137,43.64,5.645,41.807
E01001757,38.463,56.839,40.517,3.335,39.482
E01001758,38.107,71.003,41.12,4.138,40.209
E01001759,38.491,51.529,39.831,1.906,39.394
E01001760,39.947,113.491,46.464,9.408,43.319
E01001761,39.471,71.251,43.518,5.763,41.29
E01001762,39.408,75.139,42.51,4.516,41.156
E01001763,39.277,68.143,40.99,3.164,40.075
E01001764,37.397,54.355,38.915,1.953,38.341
E01001765,37.474,69.637,39.172,3.193,38.317
E01001767,37.093,64.239,38.592,3.005,37.747
E01001768,37.1,48.92,38.083,1.702,37.644
E01001769,37.387,72.391,40.878,5.201,39.041
E01001770,37.57,66.606,40.319,4.706,38.72
E01001772,40.366,56.567,41.639,2.594,40.976
E01001773,40.489,63.88,43.666,5.172,41.949
E01001774,40.567,70.94,43.505,4.394,42.054
E01001775,40.288,59.191,41.679,2.515,40.797
E01001776,41.352,71.476,44.431,5.198,42.755
E01001777,41.879,73.717,45.013,5.451,43.213
E01001780,43.079,96.977,47.701,7.895,45.281
E01001781,41.44,65.216,43.95,3.775,42.831
E01001783,42.553,58.299,43.607,1.661,43.211
E01001784,41.971,51.131,43.243,1.507,42.938
E01001785,37.107,68.95,39.439,4.113,38.362
E01001786,35.212,66.047,36.709,2.836,35.826
E01001787,35.518,40.777,36.444,0.627,36.417
E01001788,35.96,38.013,36.572,0.432,36.471
E01001789,36.717,39.103,37.398,0.485,37.24
E01001790,36.134,38.942,37.136,0.567,37.115
E01001791,36.469,38.796,37.226,0.476,37.115
E01001792,36.519,87.506,40.927,6.725,38.61
E01001793,36.596,74.031,38.886,4.035,37.788
E01001794,37.666,79.144,40.101,4.894,38.814
E01001795,37.522,84.696,41.324,7.311,38.953
E01001796,37.381,48.73,38.591,1.996,37.985
E01001798,36.515,68.949,39.445,5.638,37.656
E01001799,36.535,39.199,37.121,0.482,36.937
E01001800,36.788,44.997,38.737,1.769,38.26
E01001801,37.118,57.373,38.427,2.912,37.543
E01001802,36.724,58.086,38.829,3.889,37.652
E01001803,37.149,60.096,38.856,2.996,37.879
E01001804,36.59,51.262,37.8,1.963,37.236
E01001805,37.165,68.251,39.415,3.681,38.279
E01001806,37.116,63.255,38.856,3.393,37.895
E01001807,36.439,56.897,38.61,4.001,37.403
E01001808,37.031,79.785,42.49,8.787,39.254
E01001809,36.669,55.851,38.031,2.473,37.475
E01001811,36.862,86.025,42.151,7.905,39.088
E01001812,36.404,48.207,37.016,1.112,36.727
E01001813,37.186,74.747,42.39,7.819,39.357
E01001814,36.15,85.378,40.369,7.898,38.08
E01001815,39.031,49.375,40.599,1.848,40.06
E01001816,38.964,52.228,40.027,1.931,39.553
E01001819,39.561,57.457,42.178,3.674,40.836
E01001820,39.59,53.265,41.221,2.123,40.629
E01001821,39.532,41.283,40.172,0.425,40.042
E01001822,36.177,63.884,38.454,4.18,37.256
E01001823,35.029,36.997,35.543,0.379,35.44
E01001824,35.031,59.639,37.341,3.531,36.28
E01001825,35.503,37.493,36.256,0.389,36.237
E01001826,35.765,59.775,38.029,3.349,37.212
E01001827,34.974,60.22,36.395,2.536,35.85
E01001828,35.211,37.854,36.097,0.529,36.062
E01001829,37.841,84.3,40.594,6.093,38.684
E01001830,37.809,76.11,40.603,5.998,38.604
E01001831,38.878,89.044,43.319,6.663,41.026
E01001832,38.754,75.624,42.996,6.438,40.438
E01001833,38.486,71.002,40.179,3.408,39.363
E01001834,38.083,71.107,40.549,4.259,39.354
E01001835,38.121,66.599,39.29,2.265,38.887
E01001836,38.994,62.875,41.893,4.326,40.347
E01001837,39.288,76.664,43.967,6.187,41.831
E01001838,39.219,50.908,40.518,1.703,40.12
E01001839,39.776,79.602,45.018,7.859,41.93
E01001840,39.306,68.87,42.613,5.239,40.947
E01001841,38.429,67.446,40.678,4.003,39.479
E01001842,39.502,60.102,40.734,1.798,40.411
E01001843,39.241,44.609,39.98,0.601,39.852
E01001844,38.596,69.066,42.783,5.145,40.835
E01001845,38.463,58.829,40.968,3.719,39.72
E01001846,37.693,101.446,44.462,9.329,40.756
E01001847,38.39,70.3,42.256,5.656,40.224
E01001848,38.645,75.888,43.858,7.433,40.883
E01001849,37.485,107.065,43.255,8.855,39.624
E01001850,38.78,56.696,40.995,2.705,40.084
E01001851,39.071,42.367,39.866,0.663,39.726
E01001852,39.745,52.841,41.224,1.716,40.847
E01001853,38.6,41.885,39.794,0.662,39.772
E01001854,39.929,74.805,43.584,7.755,40.991
E01001855,39.335,41.207,39.832,0.374,39.745
E01001856,38.666,86.783,42.964,9.363,40.157
E01001857,40.487,120.272,47.48,11.129,43.257
E01001858,38.321,69.045,41.225,5.159,39.395
E01001859,37.023,47.009,37.999,1.501,37.522
E01001860,38.438,73.75,42.41,7.681,39.55
E01001861,37.732,80.686,43.867,9.592,40.034
E01001862,38.413,49.798,40.143,2.21,39.425
E01001863,38.283,42.329,38.99,0.679,38.767
E01001864,38.32,60.636,39.705,3.026,38.945
E01001865,37.119,43.601,37.953,0.732,37.749
E01001866,38.781,100.507,41.995,7.294,40.419
E01001867,39.473,90.608,44.297,9.478,40.992
E01001868,40.349,53.926,41.915,2.2,41.329
E01001869,38.431,90.181,40.973,6.514,39.583
E01001870,40.417,91.872,45.908,9.883,42.424
E01001871,38.809,82.128,42.381,7.567,40.149
E01001872,40.259,90.584,43.319,6.125,41.529
