LSOA21CD,NO2-2016-min,NO2-2016-max,NO2-2016-mean,NO2-2016-std,NO2-2016-median
E01000391,29.946,71.315,33.03,5.749,31.243
E01000392,30.46,53.524,33.107,3.679,31.996
E01000393,30.03,56.254,31.711,3.031,30.88
E01000394,30.087,52.471,32.33,3.243,31.32
E01000395,30.796,52.095,32.078,2.462,31.452
E01000396,30.956,32.833,31.502,0.348,31.38
E01000398,30.735,35.056,31.272,0.641,31.067
E01000399,30.844,52.436,32.222,2.414,31.624
E01000400,30.497,55.319,32.429,2.889,31.578
E01000401,30.657,45.512,31.535,1.636,31.162
E01000402,29.203,43.708,30.226,1.747,29.747
E01000403,28.388,65.249,31.365,4.248,30.016
E01000404,28.893,43.372,30.671,2.29,30.074
E01000405,29.231,47.545,30.77,2.344,30.07
E01000406,28.991,42.394,30.203,1.813,29.747
E01000407,28.679,43.914,29.811,1.866,29.288
E01000408,29.183,54.714,30.836,2.633,29.987
E01000409,30.628,45.748,32.005,1.96,31.43
E01000410,31.053,42.129,31.896,0.886,31.664
E01000411,31.545,64.169,33.271,2.973,32.467
E01000412,31.074,76.334,35.674,7.233,33.47
E01000413,31.39,82.443,38.535,10.021,34.683
E01000414,31.076,57.819,33.641,4.333,32.245
E01000415,30.865,39.652,31.683,0.855,31.462
E01000416,30.209,56.221,32.021,3.643,31.168
E01000417,29.46,61.051,31.123,2.965,30.305
E01000418,29.4,48.707,30.513,1.622,30.134
E01000419,29.927,51.428,30.906,1.764,30.538
E01000420,29.722,56.873,31.264,3.376,30.336
E01000421,29.656,52.792,31.429,3.343,30.585
E01000422,30.109,62.856,32.43,3.603,31.441
E01000423,29.925,55.769,31.872,3.7,30.703
E01000424,29.369,39.236,30.176,1.168,29.836
E01000425,29.558,35.801,30.033,0.495,29.889
E01000426,29.594,48.193,32.117,3.61,30.772
E01000427,29.234,52.28,30.811,3.25,29.871
E01000428,28.596,63.689,31.29,4.82,29.794
E01000429,28.067,37.512,29.231,1.361,28.869
E01000430,26.396,37.695,27.481,1.187,27.122
E01000431,28.75,60.514,31.39,4.553,30.054
E01000433,28.055,53.117,30.453,4.033,29.243
E01000434,26.686,43.685,27.485,1.081,27.215
E01000435,28.533,53.717,30.842,4.21,29.558
E01000436,29.528,37.956,29.924,0.448,29.785
E01000437,29.0,38.28,29.688,0.911,29.454
E01000438,29.051,43.041,29.959,1.15,29.721
E01000439,28.757,45.629,30.235,2.413,29.652
E01000440,29.128,42.072,29.936,1.408,29.557
E01000441,28.998,45.241,29.769,1.461,29.415
E01000442,29.257,44.654,30.551,1.955,30.038
E01000443,29.078,49.588,30.59,2.49,29.863
E01000444,26.981,51.131,28.785,2.563,28.218
E01000445,27.966,38.964,29.086,1.33,28.907
E01000446,29.008,39.17,29.716,0.741,29.597
E01000447,28.032,59.434,31.243,4.789,29.727
E01000448,28.674,46.101,29.783,1.954,29.192
E01000449,29.063,57.0,30.966,3.578,30.005
E01000450,30.128,45.426,30.998,1.542,30.631
E01000451,30.143,48.555,31.627,2.664,30.881
E01000452,29.994,48.384,31.03,2.178,30.488
E01000453,29.912,32.003,30.36,0.386,30.234
E01000454,30.251,48.902,31.878,2.443,31.212
E01000455,30.128,45.831,30.832,1.13,30.582
E01000456,29.95,31.333,30.282,0.298,30.161
E01000457,29.6,64.216,32.532,4.345,31.071
E01000458,29.013,37.042,29.757,0.986,29.532
E01000459,29.421,53.334,30.821,2.624,30.134
E01000460,29.146,39.98,29.839,0.79,29.746
E01000461,29.145,50.373,30.481,2.469,29.769
E01000462,29.337,57.816,31.266,3.092,30.376
E01000463,29.634,39.674,30.284,0.919,30.094
E01000464,29.778,31.333,30.109,0.253,30.026
E01000465,29.757,33.487,30.296,0.683,30.05
E01000466,29.378,45.229,30.308,1.428,29.992
E01000467,30.217,34.291,30.874,0.6,30.651
E01000468,29.946,33.486,30.763,0.597,30.567
E01000469,30.069,46.021,31.1,1.714,30.689
E01000470,29.852,57.504,32.428,4.033,31.09
E01000471,35.6,38.106,36.235,0.516,36.128
E01000472,34.701,78.913,37.619,5.193,36.206
E01000473,34.705,63.647,37.669,4.905,35.959
E01000474,34.641,49.956,35.153,0.896,34.928
E01000475,33.667,60.435,37.082,4.415,35.577
E01000476,34.739,56.867,36.339,2.66,35.734
E01000477,35.063,55.03,37.628,2.708,36.989
E01000478,35.313,57.588,36.583,2.481,35.987
E01000479,33.268,61.584,36.067,3.366,35.07
E01000480,32.989,56.036,34.261,1.832,33.872
E01000481,32.857,63.424,35.851,4.119,34.505
E01000483,34.533,81.547,35.754,3.275,35.085
E01000484,32.22,52.829,33.344,2.11,32.76
E01000485,31.934,60.663,34.742,4.363,33.414
E01000486,32.16,45.381,32.801,1.104,32.582
E01000487,32.371,54.571,34.302,2.604,33.493
E01000488,36.509,50.739,37.375,1.524,36.839
E01000489,36.56,51.901,37.74,1.946,37.221
E01000490,37.26,75.57,39.88,3.679,38.806
E01000491,36.592,59.814,37.88,2.299,37.233
E01000492,36.615,48.146,37.471,1.631,37.015
E01000493,36.714,48.294,37.761,1.454,37.382
E01000494,36.956,58.248,39.159,3.192,37.957
E01000495,37.12,82.602,39.566,4.442,38.105
E01000497,36.268,62.77,38.284,3.245,37.235
E01000498,34.611,99.771,39.912,9.622,37.104
E01000499,34.793,108.588,41.128,9.029,38.337
E01000501,35.983,46.67,36.921,1.202,36.69
E01000502,35.812,56.664,36.728,1.861,36.219
E01000503,35.814,49.81,36.555,1.288,36.22
E01000504,36.268,39.099,36.869,0.538,36.762
E01000505,36.345,40.299,37.048,0.615,36.875
E01000506,37.537,65.609,40.432,4.48,38.887
E01000507,35.871,44.813,37.076,1.115,36.833
E01000508,37.368,85.624,41.489,6.985,39.202
E01000509,37.373,99.53,42.575,9.765,39.347
E01000510,36.276,95.263,41.582,7.536,39.123
E01000511,36.3,65.732,40.529,5.838,38.532
E01000512,36.526,61.687,38.688,2.952,37.787
E01000513,33.873,56.956,36.001,3.326,35.02
E01000514,33.587,55.63,34.886,2.795,34.163
E01000515,32.319,61.069,34.557,3.98,33.32
E01000516,33.77,74.779,35.97,3.732,34.918
E01000517,32.211,57.775,33.888,3.124,33.098
E01000518,32.341,57.655,34.323,2.544,33.796
E01000519,32.272,45.086,33.51,1.665,33.075
E01000520,32.397,56.395,34.425,2.808,33.801
E01000521,38.336,114.178,45.819,11.477,41.696
E01000522,36.67,53.677,37.827,2.065,37.305
E01000523,37.176,113.936,39.628,7.313,38.248
E01000524,38.006,90.118,41.538,7.796,39.03
E01000525,37.066,83.177,40.481,5.966,38.71
E01000526,37.32,76.066,40.954,6.663,38.601
E01000527,37.386,53.018,38.747,1.982,38.241
E01000528,37.284,72.022,41.288,6.031,39.391
E01000530,37.467,65.749,40.175,3.848,38.828
E01000531,37.86,79.217,41.762,6.504,39.317
E01000532,38.161,72.286,41.482,6.203,39.381
E01000533,37.092,101.221,39.69,4.552,38.413
E01000534,37.25,56.945,38.876,2.583,38.116
E01000535,37.548,95.523,42.708,6.476,40.553
E01000536,31.287,60.596,32.92,3.367,31.903
E01000538,31.234,34.718,31.604,0.357,31.487
E01000539,31.589,57.415,32.572,1.43,32.237
E01000540,31.362,38.927,32.191,1.1,31.932
E01000541,31.351,59.274,33.425,3.978,32.253
E01000543,31.662,58.869,34.872,4.582,33.233
E01000544,39.934,53.885,41.257,1.755,40.823
E01000545,37.841,75.825,40.802,5.897,39.041
E01000546,37.85,51.802,39.445,2.526,38.587
E01000547,37.801,48.266,38.809,1.02,38.68
E01000548,38.752,73.621,42.186,5.489,40.327
E01000549,37.837,59.823,40.317,3.612,39.417
E01000550,39.114,69.056,41.533,3.711,40.487
E01000551,39.112,60.247,40.848,2.796,39.962
E01000552,39.926,67.584,42.497,4.204,40.981
E01000553,36.192,67.745,38.01,3.713,37.036
E01000554,35.81,56.572,36.402,1.26,36.236
E01000555,35.926,42.798,36.81,1.155,36.463
E01000556,37.093,83.343,41.968,7.507,39.371
E01000557,36.347,62.571,38.608,4.171,37.479
E01000558,36.772,63.761,38.346,2.823,37.591
E01000559,36.34,64.638,37.475,3.716,36.869
E01000560,36.756,71.901,38.151,3.462,37.358
E01000561,37.615,68.604,39.966,3.848,38.69
E01000562,31.233,55.518,33.238,2.66,32.506
E01000563,31.441,55.608,33.585,3.321,32.577
E01000564,32.262,56.992,34.513,3.993,33.173
E01000565,32.233,64.08,33.839,2.841,33.136
E01000566,31.885,38.164,32.501,0.57,32.383
E01000567,32.119,48.832,33.114,1.588,32.718
E01000568,31.247,63.736,32.883,3.771,31.796
E01000569,31.335,37.978,32.071,0.87,31.885
E01000570,33.404,59.168,34.47,2.691,33.832
E01000571,33.669,68.504,35.614,3.716,34.576
E01000572,31.771,34.848,32.228,0.449,32.084
E01000573,31.872,35.17,32.662,0.601,32.533
E01000574,31.864,33.379,32.253,0.298,32.193
E01000575,32.207,54.908,34.082,2.776,33.373
E01000576,32.93,65.193,35.033,4.014,33.757
E01000577,32.206,58.168,33.612,2.725,32.893
