LSOA11CD,PM10d-2016-min,PM10d-2016-max,PM10d-2016-mean,PM10d-2016-std,PM10d-2016-median
E01001261,4.978,52.28,6.244,3.17,5.453
E01001262,4.839,43.61,6.219,4.193,5.174
E01001263,4.414,51.68,6.408,5.256,5.026
E01001264,4.919,39.578,6.527,5.092,5.186
E01001265,4.679,40.861,6.029,3.94,5.081
E01001266,5.016,50.991,6.83,5.411,5.478
E01001267,4.995,58.255,7.87,6.574,5.807
E01001268,4.929,40.516,6.767,5.385,5.333
E01001269,5.033,51.013,6.33,4.58,5.36
E01001270,4.737,6.1,4.988,0.234,4.936
E01001271,4.839,15.58,5.218,0.848,5.053
E01001272,4.756,54.114,5.793,3.301,5.126
E01001273,6.592,42.699,7.697,3.421,6.949
E01001274,6.537,29.852,7.209,2.097,6.846
E01001275,6.321,40.795,7.777,3.569,6.806
E01001276,6.805,68.168,13.038,13.823,8.043
E01001277,6.211,68.547,12.264,11.4,8.245
E01001278,6.382,67.454,11.536,10.8,8.013
E01001279,6.116,23.17,7.109,2.033,6.614
E01001280,6.115,40.328,7.256,3.038,6.492
E01001281,6.014,49.244,7.642,4.791,6.491
E01001282,5.266,9.834,5.471,0.353,5.404
E01001283,5.214,22.85,6.287,2.389,5.602
E01001284,5.034,24.731,5.525,1.565,5.215
E01001285,5.179,19.789,5.962,1.779,5.513
E01001286,5.329,7.672,5.667,0.315,5.612
E01001287,5.153,6.332,5.409,0.188,5.367
E01001288,5.22,21.966,6.153,1.985,5.736
E01001289,5.617,9.052,6.286,0.424,6.187
E01001290,5.063,43.779,6.014,2.93,5.445
E01001291,4.983,9.134,5.343,0.499,5.23
E01001292,5.06,9.66,5.364,0.333,5.315
E01001293,4.98,9.948,5.454,0.581,5.338
E01001294,4.605,18.14,5.443,1.692,5.112
E01001295,4.984,11.911,5.413,0.683,5.31
E01001296,4.986,10.454,5.293,0.53,5.184
E01001297,4.577,11.949,5.087,0.937,4.85
E01001298,4.984,13.728,5.673,1.469,5.252
E01001299,5.702,22.945,6.243,1.457,5.889
E01001300,6.338,11.482,6.873,0.634,6.702
E01001301,6.483,41.273,7.655,3.144,6.9
E01001302,5.771,16.409,6.414,1.045,6.15
E01001303,6.14,34.591,7.064,3.276,6.372
E01001304,6.572,11.326,7.018,0.632,6.872
E01001305,5.836,25.593,6.507,1.867,6.162
E01001306,5.747,6.789,5.973,0.171,5.923
E01001307,4.837,47.553,5.595,2.984,5.022
E01001308,4.905,30.856,5.453,1.775,5.102
E01001309,4.787,18.681,5.229,1.21,4.953
E01001310,4.787,33.021,5.606,2.18,5.107
E01001311,4.809,46.793,5.369,2.227,4.98
E01001312,5.04,46.681,6.702,4.251,5.562
E01001313,5.024,29.291,6.225,3.017,5.523
E01001314,4.904,29.797,5.745,2.164,5.259
E01001315,4.833,22.692,5.549,1.791,5.074
E01001316,4.508,31.551,5.51,2.383,4.906
E01001317,4.322,7.249,4.579,0.339,4.493
E01001318,4.447,20.153,4.911,1.362,4.67
E01001319,4.828,6.218,5.057,0.22,5.0
E01001320,4.221,21.428,5.004,2.148,4.403
E01001321,4.318,43.436,5.918,3.984,4.741
E01001322,4.495,41.677,5.464,2.993,4.855
E01001323,4.436,35.277,6.002,3.664,5.078
E01001324,4.394,55.959,6.229,5.427,4.77
E01001325,4.01,21.279,4.178,0.619,4.087
E01001326,4.24,47.057,5.614,3.968,4.58
E01001327,4.131,23.862,5.135,2.422,4.619
E01001328,4.27,45.51,6.099,4.472,4.817
E01001329,4.075,22.486,4.447,0.802,4.342
E01001330,4.394,19.451,5.265,1.698,4.891
E01001331,4.359,20.42,5.245,1.96,4.735
E01001332,4.541,14.978,4.998,0.967,4.782
E01001333,5.097,28.746,6.382,2.459,5.924
E01001334,5.416,10.8,6.032,0.588,5.939
E01001335,5.094,35.559,6.474,3.528,5.635
E01001336,4.968,26.616,6.072,2.512,5.461
E01001337,5.059,56.459,6.357,3.55,5.475
E01001338,5.732,60.055,7.623,4.648,6.373
E01001339,5.21,55.218,6.756,3.068,6.304
E01001340,5.466,29.241,7.099,3.313,6.04
E01001341,5.326,16.048,5.883,0.745,5.733
E01001342,5.251,11.675,5.644,0.436,5.556
E01001343,5.122,15.546,5.566,0.879,5.391
E01001344,5.032,15.557,5.675,0.896,5.511
E01001345,5.556,8.936,5.983,0.338,5.93
E01001346,5.205,35.718,6.202,2.632,5.694
E01001347,5.496,49.958,8.62,7.125,6.42
E01001348,5.561,62.033,9.797,9.086,6.487
E01001349,5.055,52.01,7.12,6.024,5.432
E01001350,6.305,38.11,7.548,3.646,6.755
E01001351,6.427,51.787,8.462,4.813,7.264
E01001352,6.409,24.28,7.315,2.342,6.731
E01001353,6.445,29.273,7.426,2.437,6.95
E01001354,6.297,27.949,7.487,2.688,6.841
E01001355,6.845,66.506,9.418,8.051,7.616
E01001356,6.803,7.921,7.106,0.221,7.07
E01001357,6.772,7.88,6.982,0.174,6.916
E01001358,6.457,49.614,7.426,2.563,6.923
E01001359,4.872,48.528,6.9,5.976,5.307
E01001360,4.996,7.36,5.452,0.358,5.375
E01001361,5.559,62.196,8.498,6.548,6.349
E01001362,4.811,40.036,6.366,4.28,5.297
E01001363,4.764,41.771,5.933,3.82,5.104
E01001364,4.616,6.941,4.914,0.297,4.826
E01001365,4.61,38.985,5.733,4.023,4.873
E01001366,4.932,35.736,5.58,2.244,5.16
E01001367,4.875,36.185,6.396,3.631,5.395
E01001368,4.97,6.379,5.174,0.15,5.155
E01001369,4.939,26.28,5.748,2.16,5.287
E01001370,4.842,23.055,5.483,1.437,5.2
E01001371,4.812,20.207,5.581,1.99,4.996
E01001372,4.842,7.089,5.066,0.262,4.994
E01001373,5.039,39.069,6.284,4.469,5.33
E01001374,6.7,11.082,7.076,0.448,6.978
E01001375,6.738,11.017,7.198,0.578,7.07
E01001376,6.908,16.633,7.502,1.138,7.203
E01001377,6.65,10.791,7.051,0.584,6.902
E01001379,6.811,10.801,7.05,0.375,6.971
E01001380,6.38,13.948,7.162,1.227,6.85
E01001381,6.762,59.23,8.297,6.677,7.075
E01001382,6.018,8.775,6.448,0.313,6.405
E01001383,6.155,11.028,6.603,0.544,6.502
E01001384,6.176,11.1,6.985,0.862,6.723
E01001385,5.928,9.619,6.395,0.659,6.168
E01001386,6.062,34.568,7.072,1.916,6.702
E01001387,6.462,48.558,7.808,3.891,7.146
E01001388,6.712,47.348,9.098,5.205,7.808
E01001389,6.361,46.601,8.356,4.972,7.135
E01001390,5.916,63.527,7.819,6.208,6.364
E01001391,5.82,65.39,8.442,8.798,6.372
E01001392,5.94,62.305,7.062,4.178,6.29
E01001393,5.818,66.98,7.546,5.69,6.336
E01001394,5.677,61.684,9.338,9.544,6.343
E01001395,5.453,6.401,5.663,0.179,5.627
E01001396,5.617,32.96,6.676,2.649,6.047
E01001397,5.772,61.029,9.016,8.904,6.363
E01001398,4.836,5.631,5.018,0.158,4.946
E01001399,4.892,54.423,6.634,5.034,5.387
E01001400,4.873,48.709,6.081,3.795,5.124
E01001401,5.144,35.73,6.806,4.35,5.612
E01001402,4.81,29.293,5.591,2.202,5.068
E01001403,4.928,47.023,6.424,4.617,5.34
E01001404,4.877,45.103,5.746,3.164,5.113
E01001405,4.691,23.848,4.9,0.738,4.844
E01001406,4.738,7.216,5.171,0.318,5.101
E01001407,3.615,36.324,4.138,1.634,3.907
E01001408,3.934,7.812,4.226,0.414,4.15
E01001409,4.259,56.709,6.872,7.011,5.001
E01001410,4.141,4.94,4.396,0.155,4.37
E01001411,3.919,12.071,4.337,0.648,4.223
E01001412,3.342,68.124,4.861,6.118,3.57
E01001413,3.657,8.681,3.947,0.493,3.863
E01001414,3.572,7.67,3.841,0.411,3.722
E01001415,3.714,40.656,4.657,2.19,4.173
E01001416,4.279,6.159,4.476,0.232,4.406
E01001417,3.505,21.915,3.835,0.883,3.712
E01001418,3.931,16.505,4.424,1.056,4.25
E01001419,3.874,16.417,4.498,1.171,4.369
E01001420,4.39,14.186,4.758,1.11,4.514
E01001421,4.472,16.775,5.102,1.446,4.714
E01001422,3.608,17.731,3.883,0.358,3.842
E01001423,5.241,11.599,5.681,0.769,5.446
E01001424,5.564,8.735,5.802,0.328,5.749
E01001425,5.368,67.128,8.231,8.642,6.034
E01001426,5.785,7.961,6.103,0.309,6.007
E01001427,5.114,68.557,8.758,7.824,6.859
E01001428,5.264,8.617,5.613,0.438,5.508
E01001429,5.566,35.792,7.274,4.004,6.098
E01001430,5.811,34.931,7.264,3.646,6.329
E01001431,5.902,7.926,6.473,0.365,6.392
E01001432,6.376,68.317,10.249,8.333,7.669
E01001433,4.046,33.318,4.777,1.909,4.431
E01001434,4.287,5.028,4.53,0.126,4.517
E01001435,4.338,5.669,4.629,0.207,4.567
E01001436,4.455,6.033,4.68,0.186,4.641
E01001437,3.724,31.884,4.581,1.659,4.333
E01001438,4.449,23.633,4.845,1.402,4.632
E01001439,4.577,54.515,7.026,6.318,5.309
E01001440,4.634,45.497,6.283,5.309,5.17
E01001441,4.046,43.754,4.786,2.951,4.345
E01001442,4.158,52.036,5.725,5.199,4.532
E01001444,3.815,60.058,7.614,8.383,4.633
E01001445,3.536,46.559,5.554,5.688,4.008
E01001446,3.953,38.425,5.444,4.977,4.257
E01001447,3.815,5.608,4.119,0.309,4.025
E01001448,4.036,5.743,4.274,0.294,4.184
E01001449,3.895,21.465,4.727,2.058,4.219
E01001450,4.724,32.056,5.974,3.218,5.061
E01001451,4.436,21.452,4.996,1.379,4.697
E01001452,4.398,18.609,4.809,1.11,4.584
E01001453,4.266,11.596,4.652,0.609,4.535
E01001454,4.332,12.836,4.778,0.659,4.629
E01001455,4.642,22.839,5.478,2.259,4.982
E01001456,4.619,20.064,5.004,1.258,4.76
E01001457,4.357,32.363,5.255,2.347,4.659
E01001458,5.685,64.694,10.21,10.403,6.833
E01001459,5.133,38.972,6.284,3.945,5.448
E01001460,5.311,14.518,5.792,0.715,5.603
E01001461,5.151,66.064,6.979,5.589,5.508
E01001462,5.141,14.825,5.444,0.655,5.316
E01001463,5.212,41.434,6.469,3.937,5.585
E01001464,5.205,6.593,5.434,0.236,5.361
E01001465,5.585,64.64,9.058,7.854,6.319
E01001466,5.437,7.602,5.825,0.307,5.749
E01001467,5.43,8.855,5.81,0.35,5.754
E01001468,3.518,13.143,3.901,0.711,3.773
E01001469,4.027,11.876,4.431,0.84,4.205
E01001470,3.599,17.604,4.029,0.906,3.854
E01001471,3.765,13.766,4.279,0.993,4.112
E01001472,4.17,7.056,4.46,0.311,4.386
E01001473,4.182,13.719,4.342,0.406,4.265
E01001474,4.197,24.474,4.838,1.747,4.406
E01001475,4.209,15.385,4.391,0.553,4.305
E01001476,5.491,20.334,6.255,1.645,5.827
E01001477,4.568,62.097,5.66,3.281,5.207
E01001478,5.226,38.412,6.217,3.071,5.627
E01001479,5.241,18.104,5.767,1.338,5.479
E01001480,5.376,67.675,7.84,6.093,5.916
E01001481,5.274,9.588,5.721,0.533,5.619
E01001482,5.264,19.519,5.707,1.17,5.511
E01001483,4.5,52.754,5.369,2.964,4.853
E01001484,5.461,36.427,6.451,3.777,5.797
E01001485,5.514,25.724,6.671,2.263,6.174
E01001486,5.888,54.595,6.894,2.549,6.625
E01001487,5.462,17.829,6.123,1.506,5.814
E01001488,5.289,6.379,5.512,0.174,5.473
E01001489,5.479,7.62,5.847,0.314,5.774
E01001491,5.379,18.007,6.007,1.431,5.655
E01001492,5.91,8.721,6.365,0.35,6.329
E01001493,5.092,21.354,5.736,1.796,5.35
E01001494,5.099,18.633,5.82,1.463,5.499
E01001495,5.461,36.887,6.651,3.45,5.72
E01001496,5.182,19.073,5.872,1.325,5.61
E01001497,5.21,31.926,6.297,3.06,5.653
E01001498,5.523,60.075,6.85,5.192,5.815
E01001499,5.678,59.764,9.197,8.216,6.458
E01001500,5.631,53.825,8.166,7.691,6.192
E01001501,5.832,65.199,8.06,6.931,6.371
E01001502,5.558,18.847,6.046,1.312,5.788
E01001503,5.668,14.409,5.993,0.918,5.817
E01001504,4.716,28.421,5.574,2.474,5.039
E01001505,4.836,49.839,6.714,5.811,5.439
E01001506,4.077,50.657,5.546,2.593,5.048
E01001507,5.388,38.126,6.495,3.023,5.729
E01001508,5.461,19.538,5.81,1.071,5.642
E01001509,5.441,24.151,6.221,2.404,5.66
E01001510,5.564,51.003,7.677,6.234,6.091
E01001511,4.869,58.23,7.198,5.274,5.938
E01001512,4.683,25.504,5.205,1.994,4.799
E01001513,4.621,68.272,6.26,4.549,5.185
E01001514,4.686,6.003,5.068,0.262,5.051
E01001515,5.095,23.183,6.192,2.457,5.65
E01001516,4.571,65.407,7.218,6.243,5.343
E01001517,4.5,44.499,5.633,3.504,4.878
E01001518,4.417,51.006,5.363,2.887,4.822
E01001519,4.771,24.499,6.397,3.166,5.326
E01001520,4.635,26.062,5.313,2.091,4.904
E01001521,4.808,29.823,5.519,1.725,5.081
E01001522,4.284,5.914,4.463,0.169,4.413
E01001523,4.347,22.652,4.686,1.199,4.442
E01001524,4.404,8.426,4.773,0.468,4.65
E01001525,4.56,7.88,4.834,0.324,4.763
E01001526,4.404,26.64,4.998,1.918,4.687
E01001527,5.337,65.693,7.265,5.959,6.093
E01001528,5.93,68.352,9.117,9.296,6.601
E01001529,5.837,29.078,7.365,3.363,6.188
E01001530,6.118,66.435,10.647,11.099,7.209
E01001531,5.019,14.563,5.423,0.997,5.236
E01001532,5.055,39.395,5.842,2.515,5.377
E01001533,5.237,18.434,5.59,0.984,5.45
E01001534,5.303,24.645,6.323,2.274,5.722
E01001535,5.497,64.837,6.655,3.256,6.172
E01001536,4.224,39.65,5.13,2.315,4.624
E01001537,4.036,61.848,5.496,4.902,4.466
E01001538,4.228,26.159,4.753,1.552,4.424
E01001539,4.226,11.425,4.521,0.742,4.347
E01001540,4.053,8.406,4.495,0.741,4.268
E01001541,4.146,6.827,4.382,0.264,4.337
E01001542,4.284,13.385,4.837,1.223,4.523
E01001543,4.286,11.703,4.564,0.524,4.461
E01001544,4.341,32.698,5.272,2.14,4.753
E01001545,3.821,36.46,4.425,2.283,4.073
E01001546,3.813,19.694,4.133,0.861,4.026
E01001547,3.926,44.531,4.755,2.767,4.263
E01001548,4.01,46.159,4.83,3.136,4.244
E01001549,4.177,46.578,5.524,4.839,4.437
E01001550,4.287,46.6,5.222,4.046,4.526
E01001551,4.132,64.324,10.194,10.364,5.611
E01001552,4.032,53.293,8.664,9.109,5.27
E01001553,5.505,35.353,6.583,3.324,5.897
E01001554,6.244,34.155,7.271,2.93,6.687
E01001555,6.873,34.349,7.986,3.463,7.292
E01001556,5.504,31.051,6.049,1.703,5.808
E01001557,7.165,8.128,7.388,0.149,7.34
E01001558,6.469,68.072,12.124,12.898,7.817
E01001559,5.662,68.587,9.495,9.297,7.253
E01001560,5.77,63.008,8.117,6.627,6.329
E01001562,6.001,64.348,8.762,8.592,6.42
E01001563,4.918,26.006,5.922,2.001,5.477
E01001564,4.866,20.114,5.293,1.283,5.08
E01001565,5.171,14.501,5.654,1.102,5.387
E01001566,5.231,17.952,5.668,0.81,5.529
E01001567,4.624,11.879,4.973,0.742,4.762
E01001568,4.541,12.259,4.865,0.449,4.768
E01001569,4.697,31.539,5.394,1.854,4.963
E01001570,4.891,29.393,5.383,1.529,5.067
E01001571,4.849,10.031,5.262,0.7,5.073
E01001572,4.778,17.273,5.252,0.963,5.008
E01001573,4.987,23.802,5.835,1.803,5.339
E01001574,4.648,26.214,5.304,1.941,4.858
E01001575,4.892,29.096,5.619,2.462,5.156
E01001576,4.896,11.737,5.152,0.551,5.053
E01001577,4.807,37.611,5.339,1.933,5.023
E01001578,4.805,6.738,4.985,0.208,4.916
E01001579,4.899,11.777,5.25,0.895,5.036
E01001580,6.843,43.154,8.876,4.338,7.559
E01001581,7.233,56.228,12.055,9.039,8.845
E01001582,6.659,41.325,9.058,4.06,8.076
E01001583,6.623,61.637,9.95,7.349,7.686
E01001584,6.693,35.498,7.504,1.264,7.412
E01001585,7.194,22.941,8.326,1.252,8.115
E01001586,6.796,19.667,7.383,0.801,7.221
E01001587,6.744,11.062,7.389,0.624,7.27
E01001588,5.988,33.558,6.745,1.862,6.356
E01001589,6.432,11.205,6.986,0.561,6.809
E01001590,6.896,11.826,7.818,0.599,7.762
E01001591,6.603,34.24,7.727,3.059,7.084
E01001592,7.215,56.596,10.602,8.078,8.525
E01001593,7.046,66.764,10.186,7.316,8.045
E01001594,6.93,33.5,8.104,2.991,7.315
E01001595,6.221,29.947,7.207,2.124,6.806
E01001596,4.428,8.158,4.766,0.487,4.641
E01001597,4.839,30.479,6.339,2.786,5.464
E01001598,4.754,29.673,5.637,2.614,5.014
E01001599,4.607,30.644,5.658,2.661,5.003
E01001600,4.777,50.116,6.272,3.724,5.138
E01001601,4.456,24.095,5.505,2.333,4.912
E01001602,4.754,13.181,5.282,1.236,4.941
E01001603,4.593,11.331,4.965,0.668,4.803
E01001604,5.873,63.022,8.407,6.522,6.75
E01001605,5.018,63.348,6.069,4.769,5.349
E01001606,5.395,20.309,6.261,1.559,5.879
E01001607,6.037,31.752,6.974,2.185,6.445
E01001608,5.148,62.218,7.395,6.405,5.837
E01001609,5.553,60.529,8.563,8.176,6.146
E01001610,5.569,31.332,7.05,2.953,6.438
E01001611,6.086,33.002,7.148,2.772,6.629
E01001613,4.662,32.31,5.305,1.314,5.076
E01001614,4.71,62.626,6.443,6.085,5.101
E01001615,4.783,48.021,5.765,2.694,5.18
E01001617,4.656,14.414,5.157,1.08,4.881
E01001618,4.568,11.769,4.964,0.745,4.774
E01001619,4.565,11.559,5.024,0.867,4.807
E01001620,6.204,62.894,10.924,9.159,7.938
E01001621,5.989,55.343,9.399,7.257,7.204
E01001623,8.91,48.35,12.416,5.652,10.667
E01001624,6.648,28.888,7.721,1.937,7.394
E01001625,7.568,42.726,10.005,4.308,8.776
E01001629,5.838,54.721,8.601,6.643,6.656
E01001631,5.846,59.952,9.085,7.218,6.814
E01001632,5.568,7.766,5.936,0.437,5.792
E01001633,5.659,12.642,6.364,0.918,6.182
E01001634,5.773,7.708,6.034,0.312,5.958
E01001635,5.247,14.327,5.701,0.973,5.449
E01001636,5.385,8.294,5.65,0.302,5.576
E01001637,5.588,11.713,6.019,0.768,5.83
E01001638,7.226,23.619,7.83,1.405,7.521
E01001640,7.432,44.765,9.457,5.402,7.927
E01001641,7.224,57.032,9.529,5.65,7.94
E01001642,6.683,58.373,8.198,4.901,7.208
E01001644,7.419,56.852,11.725,9.107,8.638
E01001645,6.455,9.646,7.119,0.652,6.886
E01001646,6.152,30.682,7.034,2.238,6.597
E01001647,6.658,41.8,9.377,4.876,7.825
E01001648,6.329,29.894,6.763,1.666,6.467
E01001649,6.437,9.732,7.424,0.721,7.244
E01001650,6.48,31.162,7.342,2.167,6.773
E01001651,6.151,28.404,7.257,2.549,6.657
E01001652,6.627,58.824,9.623,6.846,7.433
E01001653,5.284,28.325,6.18,2.044,5.578
E01001654,5.241,11.091,5.633,0.501,5.55
E01001655,5.072,17.886,5.747,1.332,5.399
E01001656,7.658,11.142,9.03,0.746,8.867
E01001657,7.636,36.772,8.616,2.26,8.183
E01001658,6.153,38.291,8.852,3.318,8.306
E01001659,6.017,59.895,8.12,4.989,6.769
E01001660,5.654,51.727,8.663,7.344,6.462
E01001661,5.348,58.563,6.847,3.575,5.854
E01001662,7.966,53.239,10.725,4.869,9.699
E01001664,7.503,63.569,10.431,7.101,8.679
E01001665,8.264,66.555,13.776,9.506,10.878
E01001666,7.575,45.319,10.257,4.113,9.211
E01001667,8.51,68.529,14.041,9.773,11.152
E01001668,7.506,51.123,9.019,3.4,8.664
E01001669,4.894,11.471,5.314,0.744,5.121
E01001671,5.014,10.411,5.54,0.682,5.347
E01001672,4.891,8.942,5.188,0.372,5.027
E01001673,5.279,46.068,7.878,6.22,6.061
E01001674,5.012,46.805,5.372,1.827,5.199
E01001675,5.173,41.442,6.132,3.328,5.678
E01001676,5.126,45.217,7.065,5.746,5.564
E01001677,5.132,43.907,6.012,3.531,5.366
E01001678,5.122,8.405,5.294,0.313,5.224
E01001679,6.212,25.289,6.872,1.383,6.692
E01001680,5.055,12.375,5.734,0.568,5.64
E01001681,5.335,7.564,6.159,0.541,6.161
E01001682,5.074,36.104,6.145,2.064,5.76
E01001683,5.355,14.257,5.766,0.953,5.541
E01001684,4.902,19.958,5.303,1.075,5.122
E01001685,5.005,8.636,5.329,0.321,5.28
E01001686,6.224,10.1,7.35,0.687,7.336
E01001687,5.079,54.903,7.051,4.387,5.887
E01001688,4.616,14.596,5.253,1.19,4.914
E01001690,4.693,11.686,5.294,0.939,5.021
E01001692,4.742,5.968,4.957,0.188,4.916
E01001693,4.756,20.553,5.691,1.593,5.139
E01001694,4.741,8.792,5.288,0.777,4.982
E01001695,6.287,13.893,7.026,1.218,6.618
E01001696,6.514,64.588,8.619,5.473,7.397
E01001697,6.42,11.995,7.365,0.782,7.179
E01001698,7.227,12.58,7.822,0.664,7.739
E01001699,5.994,38.347,7.382,2.846,6.631
E01001700,6.326,14.958,7.207,1.194,6.863
E01001701,6.01,39.292,7.376,2.861,6.71
E01001702,7.333,33.839,8.028,1.825,7.81
E01001703,6.555,11.834,7.289,0.694,7.168
E01001704,5.71,11.682,6.483,0.938,6.302
E01001705,6.426,19.665,7.003,1.321,6.739
E01001706,6.185,7.716,6.45,0.241,6.356
E01001708,6.199,19.345,6.623,1.253,6.386
E01001709,6.332,44.1,7.921,3.853,6.985
E01001710,6.237,7.655,6.504,0.213,6.45
E01001711,6.111,35.461,7.162,2.879,6.512
E01001712,6.44,51.898,8.914,5.51,7.433
E01001713,6.266,37.703,8.74,5.846,6.927
E01001714,7.146,50.158,8.832,4.652,7.597
E01001715,7.217,8.6,7.569,0.292,7.485
E01001716,7.241,51.745,10.546,7.956,7.956
E01001717,7.218,21.869,8.095,2.25,7.532
E01001718,7.342,40.289,9.426,4.396,8.099
E01001719,7.489,40.302,9.719,5.532,8.021
E01001720,7.279,42.04,9.493,5.32,7.944
E01001722,6.82,27.236,7.68,1.884,7.215
E01001723,6.957,13.755,7.468,0.717,7.312
E01001724,7.139,52.17,11.201,9.224,8.053
E01001725,6.833,8.255,7.162,0.239,7.108
E01001726,7.144,43.46,11.545,10.489,7.792
E01001727,6.726,16.297,6.993,0.611,6.902
E01001728,6.771,29.302,7.536,2.574,6.941
E01001729,7.388,39.728,9.137,3.874,8.308
E01001730,7.974,37.361,10.08,4.21,8.824
E01001731,8.232,52.171,11.495,6.664,9.101
E01001732,8.207,14.652,8.566,0.693,8.412
E01001733,7.174,42.008,8.801,3.514,7.867
E01001734,7.327,62.026,10.775,7.557,8.572
E01001735,7.462,35.945,9.555,4.479,8.463
E01001736,7.622,8.617,7.808,0.178,7.725
E01001737,7.477,25.457,7.973,1.555,7.715
E01001738,7.63,23.092,9.061,2.617,8.145
E01001739,7.667,44.156,9.089,3.093,8.189
E01001740,7.657,9.644,7.963,0.241,7.874
E01001741,7.661,42.527,9.388,5.325,7.981
E01001742,7.472,16.33,8.223,1.314,7.868
E01001744,8.252,63.633,9.904,4.87,8.996
E01001745,7.769,18.601,8.902,1.741,8.282
E01001746,7.612,15.111,8.513,1.471,7.99
E01001747,7.914,45.668,9.79,5.116,8.468
E01001748,7.93,50.729,9.747,4.94,8.679
E01001749,8.147,29.074,9.826,3.14,8.917
E01001750,9.045,34.279,10.723,3.477,9.543
E01001751,8.781,23.354,9.855,2.046,9.234
E01001752,9.146,28.41,10.538,2.973,9.676
E01001753,9.071,28.489,10.553,3.164,9.523
E01001754,9.029,21.329,9.796,1.535,9.374
E01001755,9.231,19.315,10.29,1.743,9.718
E01001756,8.784,50.349,10.798,4.479,9.488
E01001757,7.856,23.13,9.024,2.586,8.274
E01001758,7.724,35.614,9.326,3.249,8.45
E01001759,7.854,16.374,8.559,1.263,8.245
E01001760,8.26,67.924,12.425,8.589,9.693
E01001761,8.257,35.253,10.615,4.66,8.974
E01001762,8.062,42.578,9.7,3.496,8.765
E01001763,7.97,35.283,8.946,2.437,8.357
E01001764,7.276,18.228,8.018,1.133,7.725
E01001765,7.295,26.977,8.157,1.728,7.726
E01001767,6.988,39.242,7.85,2.868,7.304
E01001768,6.998,12.748,7.477,0.832,7.272
E01001769,7.267,37.628,9.377,4.427,8.042
E01001770,7.23,33.385,8.815,3.57,7.791
E01001772,8.741,22.667,9.527,2.176,9.008
E01001773,8.752,25.397,10.598,3.781,9.397
E01001774,8.656,41.007,10.489,3.835,9.399
E01001775,8.58,22.675,9.336,1.564,8.824
E01001776,9.033,36.353,11.02,4.336,9.72
E01001777,9.262,38.852,11.158,4.39,9.891
E01001779,9.943,65.29,12.372,6.671,10.985
E01001780,9.836,63.082,12.963,7.337,10.982
E01001781,9.233,29.463,10.646,2.933,9.859
E01001782,9.603,20.797,10.508,1.252,10.192
E01001783,9.846,21.251,10.449,1.157,10.197
E01001784,9.407,14.76,10.018,0.798,9.818
E01001785,7.275,42.336,8.92,4.441,7.933
E01001786,6.204,43.895,7.919,3.074,7.085
E01001787,6.284,7.908,6.696,0.266,6.682
E01001788,6.622,7.538,6.974,0.17,6.96
E01001789,6.86,8.088,7.227,0.219,7.174
E01001790,6.9,8.513,7.437,0.294,7.434
E01001791,7.01,8.116,7.352,0.221,7.31
E01001792,6.656,59.103,9.446,6.528,7.58
E01001793,6.71,50.42,7.94,3.554,7.266
E01001794,7.193,51.953,8.816,4.975,7.738
E01001795,7.198,59.46,9.236,5.992,7.819
E01001796,7.131,14.537,7.784,1.226,7.425
E01001798,6.671,37.615,8.336,4.601,7.121
E01001799,7.13,8.342,7.36,0.2,7.284
E01001800,7.239,10.592,7.945,0.646,7.746
E01001801,7.22,23.718,8.021,1.947,7.525
E01001802,7.193,24.599,8.396,2.905,7.587
E01001803,7.143,22.461,7.802,1.604,7.378
E01001804,7.132,13.619,7.562,0.945,7.298
E01001805,7.415,43.345,8.729,3.149,7.967
E01001806,7.143,34.63,8.05,2.473,7.423
E01001807,7.021,26.188,8.381,3.673,7.333
E01001808,7.124,50.605,10.618,7.907,7.93
E01001809,7.088,23.032,7.762,1.959,7.321
E01001811,7.116,57.83,10.915,8.089,8.014
E01001812,7.011,14.079,7.291,0.591,7.157
E01001813,7.016,44.576,10.514,7.194,7.891
E01001814,6.545,56.774,9.253,7.566,7.363
E01001815,7.923,13.353,8.715,0.954,8.443
E01001816,7.889,15.897,8.466,1.136,8.231
E01001819,8.306,23.155,9.924,2.878,8.964
E01001820,8.263,18.626,9.201,1.54,8.794
E01001821,8.237,9.114,8.537,0.212,8.479
E01001822,6.533,32.712,7.829,3.503,6.978
E01001823,6.067,6.871,6.282,0.165,6.242
E01001824,6.094,30.971,7.425,2.965,6.648
E01001825,6.284,7.337,6.615,0.179,6.6
E01001826,6.424,31.712,7.795,3.122,7.11
E01001827,6.072,29.448,6.711,1.77,6.409
E01001828,6.163,7.201,6.498,0.203,6.486
E01001829,7.734,59.006,9.69,5.993,8.214
E01001830,7.655,36.102,9.131,4.119,8.045
E01001831,8.122,56.45,10.833,5.576,9.012
E01001832,8.003,46.778,10.835,5.744,8.754
E01001833,7.857,43.078,9.196,4.373,8.265
E01001834,7.704,35.583,8.916,2.746,8.252
E01001835,7.699,35.515,8.426,2.894,7.995
E01001836,8.092,29.374,9.962,3.382,8.849
E01001837,8.237,46.422,11.24,5.576,9.312
E01001838,8.276,15.287,8.879,1.02,8.639
E01001839,8.403,51.641,11.99,7.433,9.296
E01001840,8.293,39.782,10.656,5.036,9.134
E01001841,8.188,43.113,9.718,4.011,8.647
E01001842,8.327,21.701,8.828,1.092,8.664
E01001843,8.27,11.612,8.633,0.342,8.557
E01001844,8.239,34.967,10.456,3.775,9.14
