MSOA21CD,NOx-2016-min,NOx-2016-max,NOx-2016-mean,NOx-2016-std,NOx-2016-median
E02000549,48.197,219.45,55.479,13.202,52.185
E02000550,48.682,167.889,52.554,6.95,51.221
E02000551,47.392,208.411,55.732,14.916,51.534
E02000552,44.666,146.317,49.199,6.48,47.728
E02000553,45.062,178.7,53.162,12.936,49.477
E02006792,60.41,372.134,77.255,31.65,68.134
E02006972,59.408,278.089,73.639,28.684,65.017
E02006973,55.618,261.572,72.832,26.322,66.262
E02000554,63.028,152.295,72.042,12.529,68.338
E02000555,63.252,253.658,74.877,19.06,68.973
E02000556,65.363,222.113,72.748,13.179,69.559
E02000557,67.156,552.778,81.885,27.854,73.514
E02000558,66.242,316.859,80.744,26.487,73.026
E02000559,67.477,312.242,76.899,20.529,71.013
E02000560,68.381,290.017,84.411,23.094,76.965
E02000561,66.508,215.253,70.917,9.537,68.776
E02000562,67.603,158.006,74.992,12.015,71.281
E02000563,67.608,324.298,77.77,18.285,72.888
E02000564,69.017,315.842,81.385,23.815,74.485
E02000565,69.06,182.423,79.278,13.154,75.08
E02000566,68.519,279.258,79.014,19.02,74.399
E02000567,71.07,280.055,83.131,18.791,77.275
E02000568,71.578,243.744,81.066,15.655,76.686
E02000569,73.078,241.015,87.361,22.073,80.334
E02000570,72.336,180.885,79.808,8.906,77.431
E02000571,75.904,250.836,85.108,19.421,79.502
E02000572,75.309,280.11,87.65,18.292,82.751
E02000573,76.19,524.026,92.475,34.76,83.698
E02000574,79.293,383.381,97.115,32.66,87.662
E02000575,83.074,484.827,104.207,44.386,91.342
E02000576,84.221,547.049,99.517,47.376,87.822
E02000577,66.0,253.397,80.711,21.42,75.139
E02000578,67.195,203.105,77.385,17.549,72.226
E02000579,67.334,420.531,87.266,31.327,76.705
E02000580,73.606,227.198,84.362,17.143,78.925
E02000581,70.363,180.332,79.512,14.699,74.872
E02000582,73.726,348.618,86.012,20.882,79.646
E02000583,70.435,352.588,83.092,24.448,75.933
E02000584,71.272,1385.576,89.887,62.835,78.697
E02000585,70.814,650.315,84.933,39.096,75.105
E02000586,74.287,2099.858,89.318,80.631,78.913
E02000587,71.838,640.604,86.49,45.335,75.671
E02000588,80.134,959.746,103.291,82.483,84.221
E02000589,74.041,437.093,91.267,52.467,76.454
E02000590,78.706,817.534,98.306,52.493,83.519
E02000591,73.362,605.293,103.251,65.37,77.357
E02000592,75.297,512.284,92.637,41.972,80.815
E02000593,70.414,574.265,87.634,44.458,74.343
E02000594,76.617,479.771,90.947,35.622,80.438
E02000595,76.347,586.987,92.958,48.983,79.69
E02000596,70.3,390.614,83.626,34.874,75.835
E02000597,69.578,601.477,96.25,54.045,76.719
E02000598,48.842,191.248,56.478,11.873,53.79
E02000599,50.683,285.841,56.721,11.573,53.039
E02000600,51.273,187.093,59.363,12.492,56.019
E02000601,49.793,246.017,57.4,15.303,54.04
E02000602,52.466,671.082,67.324,30.129,59.464
E02000603,50.841,187.062,56.827,9.783,54.545
E02000604,50.835,228.295,55.269,8.927,53.112
E02000605,48.965,139.817,53.478,6.36,52.231
E02000606,47.375,413.706,66.123,27.699,57.585
E02000607,49.565,215.332,54.257,8.672,52.676
E02000608,46.708,198.16,55.328,12.195,52.101
E02000609,48.317,338.489,60.177,19.421,53.872
E02000610,46.077,214.922,55.816,16.396,52.38
E02000611,48.765,213.548,55.062,15.671,50.715
E02000612,47.588,281.154,54.445,14.566,51.133
E02000613,45.949,236.489,55.195,14.891,51.35
E02000614,44.462,240.745,55.841,18.984,50.317
E02000615,45.22,324.005,54.621,18.19,49.613
E02000616,40.992,218.823,46.968,7.296,46.029
E02000617,38.024,163.712,43.69,8.879,41.228
E02000619,79.768,332.242,90.974,20.429,85.504
E02000620,79.266,331.799,94.723,27.19,86.066
E02000621,72.164,416.298,96.703,39.638,82.108
E02000622,71.177,335.278,88.2,26.492,80.544
E02000623,70.565,187.485,80.349,13.993,76.313
E02000624,71.486,205.757,80.063,14.917,76.07
E02000625,69.715,282.039,78.759,17.23,73.433
E02000626,69.375,198.376,75.274,9.739,72.544
E02000627,67.662,239.334,75.444,13.548,72.38
E02000628,69.914,302.113,81.755,24.891,74.86
E02000629,67.655,191.982,75.442,14.825,71.434
E02000630,67.978,290.526,80.942,23.575,73.546
E02000631,65.366,282.292,74.101,15.959,69.749
E02000632,66.464,276.866,74.567,17.452,70.414
E02000633,66.764,298.077,79.075,22.811,72.431
E02000634,64.233,253.38,79.518,22.569,72.398
E02000635,61.025,224.571,71.294,14.828,67.922
E02000636,63.953,276.026,71.735,16.906,67.488
E02000637,62.567,246.189,71.276,17.507,67.293
E02000638,63.881,234.042,72.556,18.49,67.351
E02000639,63.481,283.677,75.815,22.225,68.704
E02000640,60.741,273.523,68.031,13.609,64.534
E02000641,60.321,164.011,67.958,12.124,64.687
E02000642,60.26,240.147,68.901,15.145,64.459
E02000643,59.449,219.933,68.52,15.9,64.325
E02000644,59.551,249.66,65.337,10.998,62.438
E02000645,56.887,188.825,66.239,14.196,62.24
E02000646,58.594,337.837,68.628,22.64,62.437
E02000647,57.29,160.924,62.997,10.732,60.074
E02000648,56.061,170.266,62.308,10.904,59.416
E02000649,57.039,338.094,68.567,22.584,61.902
E02000650,55.657,141.73,60.793,8.976,58.366
E02000651,55.135,268.152,62.248,16.564,58.049
E02000652,53.736,174.154,59.166,9.65,56.943
E02006801,87.067,885.483,110.124,61.005,94.664
E02000653,65.271,177.269,70.377,8.583,68.585
E02000654,64.387,254.829,71.081,13.438,67.578
E02000655,64.907,815.682,72.917,25.686,68.473
E02000657,64.348,321.109,79.803,27.516,70.903
E02000658,63.202,501.367,77.984,32.87,69.693
E02000659,58.883,406.277,68.153,17.374,64.04
E02000660,60.797,207.151,69.409,13.905,65.833
E02000661,58.557,486.406,68.044,19.324,62.724
E02000662,58.891,160.834,65.856,7.729,64.186
E02000663,59.122,215.675,65.043,12.67,62.346
E02000665,55.506,267.173,61.793,11.525,59.346
E02000666,57.468,234.755,65.099,12.506,61.886
E02000667,56.397,243.77,65.212,15.303,61.559
E02000668,54.699,246.861,61.376,15.767,57.436
E02000669,55.724,251.202,62.68,15.548,59.563
E02000670,56.236,249.376,66.902,20.463,61.261
E02000671,56.396,242.545,63.21,14.715,59.686
E02000672,56.237,364.248,69.191,28.244,61.316
E02000673,57.207,203.14,63.256,11.967,59.807
E02000674,53.582,172.85,59.78,12.635,56.94
E02000675,50.612,334.466,59.081,17.737,54.653
E02000676,56.286,630.067,62.639,18.398,59.084
E02000677,52.508,244.101,60.086,17.491,56.498
E02000678,51.242,269.019,57.819,12.437,54.667
E02000679,53.826,177.245,59.199,8.704,57.102
E02000680,56.449,240.742,62.442,11.364,59.485
E02000681,53.144,291.662,58.861,12.612,55.831
E02000682,51.961,219.058,58.064,12.078,55.268
E02000683,46.741,145.907,53.675,10.289,51.681
E02000685,55.274,172.813,60.81,11.76,57.777
E02000686,48.689,204.423,55.717,11.416,53.774
E02000687,52.996,151.818,58.673,9.263,56.357
E02006783,50.681,189.657,56.303,11.079,53.381
E02006784,48.359,254.445,54.798,11.288,52.014
E02006798,64.537,387.87,76.132,25.03,69.704
E02007008,61.587,663.311,79.777,40.796,69.707
E02007009,57.39,384.56,72.134,27.052,65.182
E02000689,54.67,212.796,60.682,10.229,58.526
E02000690,51.096,150.607,54.54,5.767,53.119
E02000691,56.073,187.105,63.627,12.766,59.896
E02000692,54.072,239.747,61.141,12.576,57.913
E02000693,55.614,480.765,63.31,18.842,58.516
E02000694,56.394,277.091,63.015,14.066,59.284
E02000695,55.02,133.141,59.06,6.896,57.581
E02000696,54.558,168.392,59.123,9.532,56.923
E02000697,53.491,241.015,65.425,18.993,60.198
E02000698,51.77,145.454,56.288,7.299,54.286
E02000699,52.983,155.275,59.574,9.714,57.11
E02000700,52.826,207.564,59.8,11.781,56.546
E02000701,54.868,222.402,63.962,17.874,58.669
E02000702,52.69,245.239,59.499,13.324,56.097
E02000703,52.847,259.793,59.38,13.026,56.135
E02000704,50.789,206.54,59.496,12.321,56.083
E02000705,53.171,277.008,57.666,8.976,55.704
E02000706,52.973,190.315,58.993,11.852,56.049
E02000707,51.358,189.361,56.954,10.917,54.408
E02000708,48.735,164.238,56.626,12.622,53.21
E02000709,49.176,317.495,53.457,7.743,52.35
E02000710,49.648,413.947,58.165,15.416,54.081
E02000711,51.209,489.129,62.637,25.747,55.762
E02000712,49.479,147.619,54.864,7.92,52.911
E02000713,47.828,143.763,52.476,6.23,51.18
E02000714,57.29,155.478,64.273,9.351,61.76
E02000715,57.241,264.559,67.403,24.191,60.683
E02000716,53.789,421.27,60.095,13.609,57.757
E02000717,57.181,429.829,67.61,28.566,60.918
E02000718,56.409,455.994,68.108,22.385,60.985
E02000719,58.824,193.334,64.971,10.435,62.398
E02000720,55.842,208.442,64.632,14.34,61.325
E02000721,60.024,246.638,69.311,17.44,64.059
E02000722,61.069,231.871,71.032,17.005,66.505
E02000723,56.413,249.898,62.805,15.875,59.598
E02000724,56.939,174.466,60.608,8.996,58.986
E02000725,63.27,564.247,80.857,34.777,71.332
E02000727,59.549,148.129,66.84,12.622,63.031
E02000728,56.423,169.28,64.991,16.819,60.111
E02000729,59.445,159.725,64.951,10.536,62.037
E02000730,59.52,149.317,65.415,10.738,62.328
E02000731,58.625,374.346,70.589,29.001,62.872
E02000732,58.412,223.705,61.685,9.91,60.178
E02000733,61.716,215.933,71.788,16.733,67.095
E02000734,61.467,183.213,70.094,16.248,65.507
E02000735,58.986,275.91,63.6,13.377,61.417
E02000736,57.424,784.793,76.519,43.522,62.937
E02000737,57.475,217.914,63.365,12.931,60.366
E02000738,58.925,253.41,62.933,15.3,60.53
E02000739,61.844,243.393,70.574,16.552,65.835
E02000740,60.957,150.013,65.785,7.616,64.177
E02000741,60.073,373.498,67.317,21.52,63.419
E02000742,58.962,317.095,71.14,22.769,64.972
E02000743,62.191,297.275,76.536,27.258,68.511
E02000744,63.086,383.287,83.215,40.109,70.568
E02000745,60.372,504.36,80.832,42.973,68.087
E02000746,50.243,474.198,63.781,20.22,59.34
E02000747,61.511,410.462,75.453,24.597,68.565
E02000748,59.764,149.256,65.739,8.853,63.243
E02000749,60.337,423.043,69.102,19.715,65.086
E02006995,62.322,307.138,70.408,22.931,65.361
E02006996,62.55,446.304,69.927,20.398,65.392
E02006997,62.541,287.56,69.776,15.683,65.801
E02006998,55.077,171.636,63.754,8.953,62.319
E02006999,60.574,213.685,67.486,14.657,63.586
E02000751,44.407,347.706,52.21,11.832,49.283
E02000752,36.669,135.333,41.652,7.223,40.192
E02000753,40.923,82.932,44.378,3.345,43.815
E02000754,44.86,135.757,51.903,6.7,50.985
E02000755,46.997,152.865,59.18,15.546,54.065
E02000756,42.013,204.823,48.551,8.958,47.009
E02000757,52.485,253.048,68.298,25.102,59.995
E02000758,47.451,176.297,52.179,7.513,50.853
E02000759,50.861,537.611,74.087,36.168,62.655
E02000760,46.602,174.416,52.122,9.101,50.145
E02000762,49.624,210.382,59.402,16.137,55.414
E02000763,40.049,272.497,46.067,10.307,44.148
E02000764,54.226,330.871,64.103,16.737,59.897
E02000765,49.956,208.858,59.659,16.809,54.557
E02000767,49.237,209.814,57.619,14.976,53.269
E02000768,53.99,563.862,73.016,41.05,59.978
E02000770,46.813,369.888,57.514,21.53,52.835
E02000772,46.694,171.569,52.891,12.45,49.428
E02000773,50.324,233.231,60.576,18.711,55.25
E02000774,47.539,157.74,53.057,9.766,50.622
E02000776,51.898,181.099,56.89,9.321,54.664
E02000777,53.614,226.215,58.636,9.021,56.675
E02000779,54.766,190.557,67.02,18.165,61.287
E02000781,49.693,147.145,54.338,8.364,52.566
E02000782,54.801,548.699,77.45,40.311,64.669
E02000783,52.127,166.523,59.127,10.561,57.421
E02006800,47.649,190.007,54.239,9.893,51.859
E02006924,51.328,484.649,66.626,24.98,59.363
E02006925,50.575,537.665,62.436,20.998,57.155
E02007017,45.601,170.086,52.686,13.224,49.377
E02007018,46.812,151.823,52.202,9.749,49.547
E02007019,52.11,397.556,66.99,22.79,60.584
E02007020,52.611,159.298,57.45,10.221,54.839
E02000784,59.122,340.903,66.904,15.565,63.614
E02000785,53.597,520.593,59.877,16.34,55.887
E02000786,58.584,341.423,67.357,18.463,62.15
E02000787,56.459,310.716,64.793,17.927,60.017
E02000788,53.799,374.674,63.632,21.708,59.257
E02000789,51.681,157.675,57.436,9.65,54.624
E02000790,54.313,287.599,64.427,20.365,58.524
E02000791,54.352,246.367,65.776,19.478,59.688
E02000792,51.601,229.639,58.683,12.597,56.387
E02000793,51.57,110.995,55.769,5.411,54.393
E02000794,51.585,273.439,61.748,17.314,56.982
E02000795,49.603,174.334,53.39,6.48,51.997
E02000796,49.231,206.225,56.193,12.184,52.972
E02000797,51.419,260.549,59.842,16.36,55.692
E02000798,48.333,200.365,55.453,10.761,52.932
E02000799,49.375,821.981,54.922,16.314,52.537
E02000800,48.598,92.837,51.576,3.483,51.046
E02000801,49.057,672.137,55.233,15.8,52.421
E02000802,46.0,146.942,53.138,9.555,51.258
E02000803,45.265,193.515,50.946,8.189,49.044
E02000804,45.318,160.392,48.876,5.919,47.024
E02000805,46.032,250.38,51.62,8.956,50.076
E02000806,43.462,203.688,48.875,9.897,46.694
E02000807,67.154,224.42,75.836,12.753,72.551
E02000808,84.316,1760.51,105.937,60.793,93.27
E02000810,72.839,226.582,83.76,15.285,79.612
E02000812,76.756,279.077,91.923,21.161,86.333
E02000813,69.331,311.368,82.215,20.574,75.98
E02000814,67.19,240.906,71.962,9.076,69.808
E02000815,82.477,966.28,104.203,46.475,91.383
E02000816,70.658,191.739,79.336,13.428,75.505
E02000817,67.689,275.338,78.039,18.898,72.879
E02000818,75.285,268.879,90.567,24.621,82.87
E02000819,72.066,247.132,85.05,21.165,78.339
E02000820,74.893,305.796,87.933,22.897,82.072
E02000821,69.786,243.092,80.594,18.762,75.651
E02000822,70.116,174.085,79.466,10.276,77.333
E02000823,72.65,238.316,83.335,19.813,77.547
E02000824,67.292,235.958,76.554,18.008,71.384
E02000825,69.088,291.802,74.959,11.874,72.004
E02000826,70.072,234.103,76.146,10.906,73.615
E02000827,70.457,380.13,85.657,26.72,77.356
E02000828,67.49,285.211,81.9,26.228,73.346
E02000829,63.863,254.917,74.795,20.676,69.836
E02000830,63.887,300.01,75.734,19.944,70.928
E02000831,63.978,256.651,71.95,14.437,68.438
E02000832,60.014,165.753,68.488,9.792,66.134
E02000833,62.132,268.972,68.26,10.009,65.972
E02000834,59.231,330.023,68.464,15.461,64.539
E02000835,57.599,158.581,61.654,6.278,60.521
E02000836,61.015,159.73,67.823,11.361,64.661
E02000837,58.244,269.707,66.483,13.096,63.278
E02000838,57.72,234.801,64.916,14.192,61.184
E02000839,55.455,212.056,61.15,10.61,58.43
E02006802,83.194,645.081,104.986,49.788,90.272
E02006941,76.516,359.615,100.112,33.88,89.858
E02006942,79.649,393.967,96.101,34.46,85.669
E02000840,49.446,134.231,53.717,6.638,52.044
E02000841,49.026,204.481,56.291,12.5,52.54
E02000842,48.975,258.741,55.46,13.698,51.955
E02000843,48.522,94.081,52.212,5.532,50.775
E02000844,48.999,115.882,53.681,7.231,51.834
E02000845,45.798,338.765,50.029,14.513,48.717
E02000846,47.95,182.567,54.163,10.538,51.325
E02000847,45.789,319.33,51.368,12.864,49.337
E02000848,47.935,290.338,53.979,12.777,51.164
E02000849,47.418,209.561,53.406,12.023,50.431
E02000850,47.308,159.649,51.697,7.78,50.12
E02000851,48.122,226.386,53.652,11.77,50.562
E02000852,47.986,127.887,51.618,7.328,49.903
E02000853,47.584,226.754,53.672,13.451,50.233
E02000854,46.752,166.262,53.292,11.047,50.34
E02000855,43.156,182.601,50.797,10.677,48.441
E02000856,45.307,276.126,51.5,13.564,49.169
E02000857,45.381,162.868,51.236,10.709,48.789
E02000858,44.987,172.651,50.15,9.373,47.933
E02000859,43.569,202.861,49.803,11.854,47.357
E02000860,44.628,130.356,48.945,6.574,47.661
E02000861,42.199,132.498,46.696,5.341,45.739
E02000863,39.918,154.309,44.265,6.09,43.164
E02006836,40.339,125.929,44.932,6.081,43.832
E02000864,64.924,317.683,76.078,23.076,70.293
E02000865,70.784,281.023,82.775,21.532,77.217
E02000866,65.646,248.833,76.697,17.956,71.718
E02000867,66.46,460.955,86.111,36.532,73.96
E02000868,72.935,230.334,84.046,17.736,79.085
E02000869,77.118,212.692,88.063,17.081,83.555
E02000870,69.951,294.032,80.652,18.725,76.053
E02000871,67.499,439.945,87.579,35.086,75.189
E02000872,77.249,173.923,85.401,12.314,81.707
E02000873,69.099,606.664,78.907,31.102,72.536
E02000874,73.468,273.307,82.647,17.944,77.726
E02000875,67.619,349.446,75.302,15.795,71.47
E02000876,73.677,285.112,84.988,21.663,78.985
E02000877,68.285,312.3,79.43,19.594,73.631
E02000878,77.787,987.793,99.134,79.692,84.296
E02000879,71.952,216.33,79.191,17.946,75.135
E02000880,73.559,230.309,84.571,17.97,79.867
E02000881,65.148,366.407,82.951,32.069,73.485
E02000882,70.027,267.201,76.812,13.175,73.934
E02000883,69.431,360.173,85.275,33.696,75.595
E02000884,79.685,741.429,101.663,46.812,88.056
E02000885,76.018,195.699,85.516,14.033,81.382
E02000886,72.996,469.273,93.479,34.787,82.085
E02000887,70.259,219.269,83.783,18.376,78.316
E02000888,77.043,623.945,106.077,47.945,89.517
E02000889,74.804,704.825,99.099,54.945,85.855
E02000890,74.266,655.154,99.625,58.179,87.371
E02000893,62.865,128.361,67.803,7.827,66.277
E02000894,63.855,120.31,69.61,7.489,68.0
E02006853,64.078,125.307,68.162,5.339,67.003
E02006854,65.16,380.616,84.614,35.985,72.496
E02007112,68.52,416.196,94.043,38.587,81.624
E02007113,65.337,485.733,98.524,47.114,84.111
E02007114,63.954,140.593,71.232,10.106,68.208
E02000895,43.207,218.735,51.22,9.968,49.26
E02000896,41.373,195.168,47.439,7.864,45.806
E02000897,45.651,146.252,51.786,7.476,50.297
E02000898,48.14,128.576,53.069,7.387,51.399
E02000899,49.477,160.443,57.068,10.521,54.699
E02000900,52.129,470.111,68.199,34.521,58.72
E02000901,49.047,260.799,56.744,13.314,53.391
E02000902,52.416,642.022,67.59,31.265,58.511
E02000903,53.299,363.579,61.893,25.431,56.995
E02000904,51.275,354.346,66.868,24.367,59.268
E02000905,55.103,168.891,61.88,11.843,58.895
E02000906,55.616,129.492,61.498,9.363,59.27
E02000907,55.255,262.283,61.316,11.424,58.592
E02000908,55.125,181.983,59.872,9.811,57.543
E02000909,54.458,382.109,62.289,14.385,58.938
E02000910,57.184,303.499,67.723,21.036,61.972
E02000911,56.721,225.169,64.507,14.207,60.451
E02000912,55.841,162.428,58.328,4.852,57.583
E02000913,56.833,428.198,64.508,17.468,60.409
E02000914,57.771,307.204,68.944,20.514,63.599
E02000915,55.725,400.066,68.516,26.27,61.245
E02000916,56.646,297.703,64.074,16.028,60.269
E02000917,59.706,218.052,65.959,13.734,62.027
E02000918,57.122,421.734,77.522,39.829,65.598
E02000919,60.494,293.582,76.825,29.262,66.441
E02000920,59.199,313.217,72.408,25.053,65.227
E02000921,60.988,295.053,72.775,24.962,66.049
E02000922,59.244,137.343,65.65,9.017,62.921
E02000923,69.295,229.181,77.942,14.559,73.963
E02000925,69.431,258.077,80.984,19.277,75.462
E02000926,67.223,255.055,76.9,16.947,72.277
E02000927,68.651,204.39,75.934,15.366,72.026
E02000928,59.178,183.68,65.466,11.421,62.726
E02000929,67.651,267.107,81.96,26.551,73.243
E02000930,67.567,237.43,77.407,18.092,72.219
E02000931,64.205,238.366,74.84,17.517,70.502
E02000932,62.119,454.353,78.051,28.801,68.888
E02000933,57.747,265.823,66.131,16.041,62.007
E02000934,67.414,260.979,84.437,26.779,75.047
E02000935,54.209,193.717,59.773,11.428,57.232
E02000936,58.691,206.991,67.712,14.51,63.68
E02000937,60.858,212.341,68.873,13.684,65.265
E02000938,56.291,269.295,62.702,13.868,59.37
E02000939,61.993,144.126,68.083,8.414,65.925
E02000940,61.085,318.859,72.556,18.556,67.366
E02000941,60.413,222.843,71.155,14.102,67.076
E02000942,57.037,245.385,65.631,13.853,62.375
E02000943,61.993,214.964,70.243,14.205,65.962
E02000944,57.504,174.561,63.314,10.217,60.716
E02000945,51.651,251.385,61.984,20.902,56.434
E02000946,57.982,198.657,66.385,13.107,62.65
E02000947,56.087,182.243,64.548,11.124,61.605
E02000948,58.321,172.927,64.852,11.489,61.788
E02000949,57.171,251.645,64.512,11.835,61.889
E02000950,55.206,128.869,58.982,5.689,57.758
E02000951,60.042,197.953,69.742,17.918,64.339
E02000952,59.415,137.691,65.445,10.751,62.534
E02000953,57.383,185.449,64.925,13.394,61.34
E02000954,58.174,175.091,63.545,10.578,61.122
E02000955,57.268,186.469,62.097,9.47,60.325
E02000956,56.023,191.095,63.832,13.028,60.802
E02000957,57.154,326.421,68.009,19.226,62.289
E02000958,56.402,145.345,60.589,6.519,58.982
E02000959,55.802,138.775,62.612,9.665,59.863
E02007083,70.873,347.783,82.756,22.448,76.541
E02007084,68.979,398.57,77.705,17.533,73.221
E02000960,73.407,440.584,81.315,21.53,76.78
E02000961,71.211,199.267,79.239,13.299,75.603
E02000962,75.902,374.761,94.343,30.648,83.628
E02000963,69.713,294.184,78.268,18.68,73.004
E02000964,70.251,328.153,83.924,21.112,77.234
E02000965,71.169,255.667,77.925,13.167,74.629
E02000966,72.274,233.05,87.188,18.69,82.317
E02000967,73.731,772.325,93.057,42.855,82.37
E02000968,81.379,651.447,105.99,54.534,89.152
E02000969,76.299,339.945,96.933,32.162,85.533
E02000970,87.554,1625.489,117.5,74.326,96.599
E02000971,84.57,1032.102,123.936,97.916,93.012
E02000972,89.418,1032.745,112.97,64.664,96.182
E02000973,74.752,270.005,92.324,27.069,82.041
E02000974,85.328,1740.255,116.548,83.937,93.224
E02000975,79.826,2877.56,109.759,90.314,95.906
E02000976,76.708,300.905,89.904,21.903,83.721
E02000977,87.555,1394.964,121.71,83.008,98.138
E02000978,73.854,1036.871,94.65,43.339,84.719
E02000979,83.045,1889.075,116.334,101.735,92.604
E02000980,81.125,592.074,100.298,42.264,87.356
E02000981,81.104,475.358,93.09,27.008,86.101
E02000982,80.003,1004.758,106.44,73.631,86.133
E02000983,80.468,462.47,99.491,40.743,84.509
