MSOA21CD,NOx-2016-min,NOx-2016-max,NOx-2016-mean,NOx-2016-std,NOx-2016-median
E02000083,41.572,255.501,47.93,12.985,44.575
E02000084,45.527,169.492,55.778,16.133,50.481
E02000085,46.067,285.834,56.96,20.16,50.959
E02000086,45.178,136.602,49.267,4.999,48.335
E02000087,40.48,162.542,50.135,13.685,46.649
E02000088,42.597,120.852,48.383,6.984,46.949
E02000089,46.48,143.138,50.183,7.222,48.639
E02000090,45.797,196.598,52.494,11.966,49.055
E02000091,42.843,177.932,49.374,11.305,46.774
E02000092,39.654,171.406,44.921,9.507,42.79
E02006785,47.83,141.577,52.263,7.689,50.538
E02000093,51.531,192.489,56.947,9.247,54.711
E02000094,52.965,252.083,61.361,13.402,58.41
E02000095,50.494,175.366,58.735,13.412,55.069
E02000096,50.006,163.859,54.024,8.576,52.153
E02000097,52.329,148.218,58.227,7.237,56.945
E02000098,52.078,169.062,56.741,8.392,54.802
E02000099,51.526,156.651,55.367,7.481,53.678
E02000100,49.959,181.577,55.365,10.789,52.774
E02000101,53.804,261.298,64.418,15.758,60.385
E02000102,56.796,364.582,69.595,29.86,62.656
E02000103,58.584,419.746,70.302,23.791,64.607
E02000104,54.35,201.42,63.05,14.459,59.243
E02000105,52.706,264.782,60.114,14.931,56.051
E02000106,59.871,395.731,84.376,37.27,72.554
E02000107,61.104,279.818,68.545,15.072,64.954
E02000108,52.527,115.67,58.67,8.136,56.572
E02000110,61.281,171.407,66.537,7.651,65.076
E02000111,53.707,254.915,63.468,16.147,59.268
E02000112,57.154,348.731,72.073,26.784,64.66
E02000113,58.969,358.999,84.685,40.636,71.108
E02000114,62.98,345.443,71.095,18.458,66.519
E02000115,63.895,249.976,72.225,14.383,67.873
E02000116,62.788,421.054,71.637,22.832,65.969
E02000117,63.845,478.896,81.066,33.09,71.527
E02000118,57.983,237.607,64.097,9.276,61.954
E02000119,62.09,486.292,74.774,30.686,66.733
E02000120,66.367,247.859,75.615,17.956,70.868
E02000121,55.955,255.068,66.229,16.703,62.004
E02000122,62.98,156.687,67.091,6.944,65.265
E02000123,64.907,2985.736,83.753,82.619,72.975
E02000124,64.587,229.357,74.471,15.57,70.07
E02000125,64.983,242.244,74.156,16.252,69.538
E02000126,70.093,190.025,77.855,12.146,74.42
E02006955,58.16,172.342,66.475,15.299,61.874
E02006956,57.642,234.609,64.864,11.923,62.306
E02000127,46.609,117.312,51.562,5.792,50.201
E02000128,43.812,121.476,47.902,5.539,46.796
E02000130,50.879,155.425,55.808,7.837,54.027
E02000131,52.36,165.566,58.785,10.266,56.137
E02000132,49.955,206.101,56.184,10.884,53.082
E02000133,41.091,191.094,47.883,8.351,46.439
E02000134,46.893,168.408,54.686,11.76,51.552
E02000135,51.464,144.431,56.745,9.102,54.662
E02000136,40.982,176.284,45.619,8.27,43.629
E02000137,46.818,121.224,50.803,6.041,49.497
E02000138,48.547,142.563,52.78,7.266,50.875
E02000139,49.368,137.993,53.622,7.619,51.783
E02000140,41.411,210.492,48.637,14.181,44.953
E02000141,49.398,206.128,55.633,10.807,52.972
E02000142,44.519,207.889,52.108,11.02,49.365
E02000144,45.881,247.37,53.165,12.662,49.645
E02000145,35.133,183.725,39.987,6.362,38.552
E02000146,43.187,178.783,49.37,11.511,46.835
E02000147,44.764,165.426,49.601,8.053,47.859
E02000148,39.992,97.453,43.547,3.545,42.807
E02000149,40.338,228.588,45.277,11.097,42.924
E02000150,45.049,128.671,50.061,6.075,49.339
E02000151,39.663,124.939,43.351,5.553,42.151
E02000152,40.015,160.766,44.073,7.202,42.777
E02000153,42.444,135.788,47.472,7.511,45.862
E02000154,39.939,215.721,45.838,12.673,42.419
E02000155,36.224,222.926,42.972,9.04,41.25
E02000156,43.37,161.916,48.224,8.579,46.116
E02000157,38.509,125.818,42.715,6.834,41.337
E02000158,35.846,134.92,39.938,5.621,38.967
E02000159,36.781,240.509,43.075,10.752,41.01
E02000160,37.347,197.345,42.635,7.183,41.649
E02000161,36.898,128.338,41.064,6.359,39.95
E02000162,32.057,152.777,36.486,5.303,35.539
E02000163,31.951,131.988,36.766,6.122,35.485
E02000165,31.52,99.25,34.543,3.719,34.01
E02006782,46.205,128.124,50.15,5.69,49.61
E02006787,48.681,230.459,56.381,15.141,52.536
E02006789,30.627,101.735,34.453,3.711,34.086
E02000166,59.63,221.576,65.478,10.332,63.203
E02000167,60.13,205.292,69.209,14.046,65.783
E02000168,66.024,246.397,79.493,18.719,73.545
E02000169,63.071,419.063,72.06,22.874,67.482
E02000170,62.215,389.763,72.801,23.467,67.803
E02000171,67.289,283.518,80.081,19.816,74.036
E02000172,69.897,240.392,77.874,13.59,74.058
E02000173,69.259,382.145,83.06,28.713,74.822
E02000174,70.5,247.165,80.371,15.812,75.793
E02000175,67.127,467.194,80.186,30.468,72.921
E02000176,69.873,311.056,80.036,20.754,73.831
E02000177,70.97,198.229,81.739,16.788,76.62
E02000178,65.949,223.988,78.444,20.045,71.959
E02000179,69.761,220.954,83.016,20.049,77.417
E02000180,74.357,303.741,88.263,22.844,80.69
E02000181,68.7,146.042,74.145,10.348,71.103
E02000182,70.707,386.25,85.368,31.926,75.841
E02000183,72.546,195.119,80.192,12.593,76.371
E02000184,75.197,370.032,93.865,25.333,86.897
E02000185,70.843,226.103,79.577,14.652,74.97
E02000186,74.451,745.204,95.055,40.364,84.018
E02000187,74.914,808.635,93.936,50.002,83.696
E02000188,79.39,436.711,95.174,32.847,86.968
E02000191,85.5,749.155,116.068,69.446,93.31
E02000192,88.184,601.003,103.171,43.828,92.016
E02000193,88.414,802.3,117.764,69.011,95.486
E02007115,84.989,651.114,103.725,51.131,89.912
E02000001,83.985,1917.997,128.137,115.793,97.728
E02000194,51.566,192.552,59.773,11.81,56.459
E02000195,52.903,184.473,58.581,10.537,56.106
E02000196,52.852,218.352,57.156,10.051,55.087
E02000197,52.753,232.133,57.486,11.695,54.867
E02000198,53.289,184.902,59.647,13.31,55.957
E02000199,53.335,221.917,58.789,11.657,55.418
E02000200,51.372,133.833,56.26,8.557,54.175
E02000201,48.759,138.353,56.055,9.802,53.396
E02000202,52.565,157.983,56.118,8.338,54.446
E02000203,52.524,210.34,59.977,13.81,56.078
E02000204,51.122,194.051,58.368,12.575,55.419
E02000206,50.699,194.267,57.387,11.925,54.727
E02000207,46.886,170.674,54.435,11.255,51.988
E02000208,52.542,193.857,59.287,13.965,55.766
E02000209,50.079,198.989,58.647,15.507,55.155
E02000210,50.478,139.968,53.208,4.674,52.425
E02000211,45.629,129.076,48.249,3.066,47.734
E02000212,49.185,234.846,59.736,15.494,56.371
E02000213,53.957,377.222,66.821,25.832,59.751
E02000214,46.899,139.382,52.83,9.924,50.5
E02000215,50.344,180.382,58.211,11.657,55.05
E02000216,44.943,200.818,51.29,9.018,49.034
E02000217,49.338,265.233,61.438,16.112,57.039
E02000218,43.953,170.125,47.03,8.993,44.894
E02000219,41.933,158.902,46.688,7.413,44.901
E02000221,46.006,614.542,57.125,21.502,52.24
E02000222,43.443,205.893,51.698,10.203,49.273
E02000223,41.042,168.416,45.75,8.283,43.773
E02000224,45.414,645.085,51.942,17.11,48.943
E02000225,38.058,97.537,41.626,3.443,40.96
E02000226,40.586,146.245,45.833,8.002,44.269
E02000227,35.958,185.04,42.816,8.869,41.462
E02000228,40.887,125.711,45.082,5.809,43.864
E02000229,35.563,90.394,40.343,5.478,39.36
E02000230,42.646,230.236,53.198,16.948,48.638
E02000231,40.661,171.148,46.296,7.218,44.791
E02000232,36.893,123.748,40.267,5.012,39.426
E02000233,39.376,130.123,44.949,8.432,42.684
E02000234,38.936,209.072,46.077,12.932,43.053
E02000235,36.705,112.566,40.565,4.748,39.653
E02000236,36.347,209.35,42.481,9.829,40.836
E02000237,35.15,91.36,38.283,3.732,37.742
E02006788,48.493,210.696,53.151,12.756,50.54
E02006987,54.386,281.109,68.48,22.124,61.601
E02006988,49.103,351.69,62.136,17.925,57.248
E02000238,51.006,244.561,57.356,11.84,54.491
E02000239,52.072,241.02,58.207,13.086,54.768
E02000240,48.843,223.29,56.315,13.865,52.404
E02000241,50.592,180.441,57.331,13.082,53.957
E02000242,54.299,127.842,59.537,5.217,58.415
E02000243,51.087,267.687,64.041,21.773,57.552
E02000244,52.959,278.017,69.429,24.2,61.758
E02000245,49.472,253.622,60.063,19.226,54.852
E02000246,46.764,211.714,53.819,13.62,50.596
E02000247,51.005,211.016,61.402,17.04,56.502
E02000248,59.828,545.799,86.253,46.617,71.897
E02000249,53.467,283.519,62.54,17.458,57.819
E02000250,57.199,193.316,65.111,11.167,62.308
E02000251,53.4,148.524,59.359,8.554,57.791
E02000252,61.934,508.771,81.207,34.264,70.693
E02000253,54.747,145.208,61.09,10.04,58.415
E02000254,52.306,134.612,59.108,8.762,57.575
E02000255,56.275,203.456,64.576,15.348,60.138
E02000256,59.784,292.082,68.324,18.048,63.225
E02000258,61.972,215.833,70.759,15.308,66.682
E02000259,53.722,184.087,59.543,10.804,57.213
E02000260,54.144,437.553,69.829,26.976,61.4
E02000261,64.358,538.309,78.434,32.193,69.537
E02000262,62.666,327.174,74.72,24.014,68.688
E02000263,52.712,300.6,63.099,20.544,57.881
E02000264,61.329,1855.444,72.649,41.409,65.991
E02000265,58.332,280.427,69.863,24.104,63.405
E02000266,54.059,303.382,62.882,17.295,57.919
E02000267,55.346,273.327,68.203,22.017,62.742
E02000268,59.081,190.764,65.175,10.202,62.597
E02000269,58.874,277.021,64.484,13.359,61.644
E02000270,61.253,459.629,69.244,21.009,65.13
E02000271,63.662,310.381,68.941,19.099,66.05
E02000272,55.093,152.998,60.501,8.384,58.679
E02000275,55.001,178.342,63.241,14.335,59.111
E02000276,57.602,218.785,65.311,11.49,62.688
E02006791,61.177,173.16,67.947,8.776,65.582
E02006968,59.721,260.643,68.177,15.291,64.265
E02006969,61.619,273.302,79.448,26.437,71.202
E02006970,55.607,188.012,63.503,15.475,59.045
E02006971,55.614,168.191,62.936,11.337,60.359
E02000277,43.806,328.224,62.187,30.976,50.923
E02000278,43.743,275.409,58.042,26.037,48.782
E02000279,41.77,181.2,50.931,16.876,46.649
E02000280,39.498,372.221,47.041,19.289,41.696
E02000281,41.593,386.028,51.439,19.531,46.789
E02000282,44.803,310.133,55.668,22.364,49.693
E02000283,44.869,155.286,50.276,8.229,48.722
E02000284,45.151,256.442,50.898,10.272,48.143
E02000285,46.316,202.442,51.617,11.188,48.762
E02000286,40.971,190.859,48.315,9.863,46.803
E02000287,40.512,188.006,44.343,7.027,42.719
E02000288,47.552,444.596,57.734,21.788,52.249
E02000289,41.519,129.51,46.165,6.003,45.755
E02000290,43.572,184.979,49.828,10.356,47.259
E02000291,48.674,203.608,55.198,14.826,51.471
E02000292,46.081,339.683,56.638,18.609,52.329
E02000293,46.021,180.179,51.04,7.225,49.41
E02000294,47.279,246.061,53.276,10.837,51.618
E02000295,46.457,149.346,51.43,8.496,49.758
E02000296,43.428,154.265,52.843,12.124,49.845
E02000297,49.459,258.12,58.369,16.831,53.9
E02000298,48.712,165.102,52.906,6.783,51.491
E02000299,50.403,144.198,55.836,9.485,53.859
E02000300,52.405,408.247,59.847,17.872,55.16
E02000301,47.16,214.46,54.684,12.13,52.152
E02000302,51.131,244.266,56.646,10.508,54.547
E02000303,52.877,370.569,62.297,24.545,56.272
E02000304,50.501,310.332,57.173,10.676,54.553
E02000305,51.74,300.278,59.128,14.241,56.002
E02000306,51.593,521.562,63.966,26.819,57.103
E02000307,53.775,316.23,66.87,25.17,59.202
E02000308,52.968,482.845,68.538,30.61,61.126
E02000309,53.418,868.68,71.775,36.186,62.166
E02000311,54.837,296.315,67.701,26.428,59.875
E02000312,53.423,364.37,68.175,28.733,61.013
E02006793,55.443,304.48,67.521,24.797,60.835
E02000313,49.091,130.525,54.21,7.301,51.671
E02000314,48.225,426.708,55.118,13.928,51.963
E02000315,49.144,184.837,52.696,7.194,51.221
E02000317,56.826,174.91,61.822,10.87,59.181
E02000318,49.057,228.594,56.822,16.979,53.066
E02000319,51.133,264.337,59.267,15.884,55.215
E02000320,47.414,160.914,53.277,10.353,50.663
E02000321,52.861,228.76,60.975,18.33,56.002
E02000323,52.849,301.584,61.311,12.603,58.281
E02000324,55.379,170.611,61.998,10.5,59.932
E02000326,59.545,342.49,71.34,24.862,64.295
E02000327,54.475,215.693,60.447,12.317,57.039
E02000328,59.633,239.218,67.759,17.947,62.606
E02000329,48.828,126.901,51.726,5.665,50.568
E02000331,55.266,254.79,65.045,17.729,59.913
E02000332,49.815,178.406,55.167,8.366,53.926
E02000333,57.425,273.453,68.368,19.59,62.557
E02000334,54.373,181.137,60.476,12.209,57.223
E02000335,50.254,275.054,57.672,15.659,54.584
E02000337,55.543,279.026,69.616,24.143,61.962
E02000339,51.631,263.502,65.86,24.606,58.591
E02000340,47.987,270.27,55.154,15.553,51.365
E02000341,50.81,244.809,60.509,17.63,55.473
E02000342,47.633,117.75,50.91,5.821,49.411
E02000343,47.802,203.433,55.82,13.464,52.029
E02000344,46.454,252.032,55.582,15.348,51.19
E02006786,47.48,222.582,54.157,10.817,51.756
E02006927,55.305,345.411,65.017,17.31,59.945
E02006928,63.996,253.978,73.601,19.008,67.629
E02006930,62.619,441.507,80.737,32.456,70.698
E02006931,59.421,286.494,70.785,20.843,65.71
E02006991,55.408,599.625,69.41,34.723,61.25
E02006992,62.374,484.188,81.378,34.828,71.987
E02006993,61.47,191.499,69.579,11.846,66.136
E02006994,57.791,243.038,68.747,19.867,62.694
E02000345,58.916,295.118,70.962,25.374,64.937
E02000346,64.067,298.476,78.89,27.804,69.974
E02000347,62.649,149.618,66.961,9.266,64.724
E02000348,58.9,247.764,69.333,19.632,65.42
E02000350,62.446,280.171,73.617,24.72,67.468
E02000351,65.939,227.996,77.76,21.515,71.127
E02000352,64.662,174.572,70.342,11.267,67.227
E02000353,64.937,324.831,79.466,24.253,72.218
E02000354,64.997,218.598,71.967,13.26,68.368
E02000355,63.45,318.324,75.646,23.494,69.245
E02000356,66.59,225.564,73.73,12.953,70.224
E02000357,59.405,186.157,63.873,9.19,61.663
E02000358,66.523,248.02,75.804,19.358,70.851
E02000359,62.874,226.604,70.339,14.285,67.044
E02000360,66.69,217.342,77.94,16.31,73.273
E02000361,66.564,528.596,90.86,36.079,79.538
E02000362,65.505,389.576,88.575,35.545,75.269
E02000363,66.445,211.608,78.468,17.366,73.691
E02000364,69.517,260.621,79.079,17.479,74.269
E02000366,68.321,208.809,80.383,18.465,74.341
E02000367,69.045,267.359,81.297,22.169,75.011
E02000368,69.624,199.057,78.418,11.762,75.144
E02000369,73.813,204.814,83.88,15.763,79.153
E02000370,76.093,342.367,85.587,17.746,81.901
E02006918,59.537,220.709,67.512,16.113,63.822
E02006921,58.783,166.135,66.933,11.684,64.563
E02007108,71.391,277.892,91.878,33.496,80.927
E02007109,71.513,363.963,82.938,20.233,77.259
E02007110,77.724,363.413,94.499,28.57,86.556
E02007111,77.638,526.309,100.975,42.367,88.4
E02000372,63.764,781.885,77.49,30.247,69.009
E02000373,66.648,380.474,81.902,37.216,72.319
E02000374,65.918,397.9,79.336,32.815,70.633
E02000375,67.427,739.099,84.432,32.013,75.904
E02000376,68.277,247.766,78.847,24.862,71.973
E02000377,66.545,264.156,79.237,26.18,71.309
E02000378,68.754,530.426,84.268,33.031,75.884
E02000379,64.3,216.672,70.736,12.692,67.4
E02000380,67.721,539.153,74.358,21.603,70.338
E02000381,68.293,327.063,76.804,26.263,72.029
E02000382,66.599,311.224,85.908,34.694,75.075
E02000383,69.099,365.754,85.348,34.111,75.607
E02000384,67.819,611.852,99.618,60.895,77.474
E02000385,67.538,388.74,84.6,41.263,72.611
E02000386,68.9,365.492,77.729,19.453,73.837
E02000387,66.481,450.3,74.324,26.463,69.472
E02000388,68.678,275.278,76.908,17.986,72.476
E02000389,60.882,410.065,69.2,21.636,66.251
E02000390,66.746,124.753,71.91,7.595,69.862
E02000391,66.349,232.384,78.826,21.349,73.007
E02000392,66.575,256.164,74.547,15.179,70.509
E02000393,66.034,165.206,72.271,13.006,68.605
E02000394,66.709,163.186,70.952,6.409,69.444
E02000395,60.713,317.636,69.816,18.743,64.809
E02000396,64.157,229.406,71.028,12.891,67.539
E02000397,56.808,183.033,61.836,9.771,59.901
E02000398,53.861,217.905,62.298,11.73,60.077
E02000400,54.519,339.128,63.884,15.404,59.898
E02000401,55.647,232.072,67.097,19.137,61.728
E02000402,55.758,192.743,63.806,11.854,60.866
E02000403,55.781,257.404,66.645,18.51,61.952
E02000404,58.068,192.485,67.36,15.619,62.574
E02000405,54.486,153.117,60.872,9.056,58.743
E02000406,60.153,211.506,67.269,16.156,63.04
E02000407,60.917,388.818,70.017,26.941,64.331
E02000408,60.281,382.37,72.826,33.17,65.182
E02000409,58.858,218.012,65.254,12.794,61.827
E02000410,55.992,270.234,67.201,21.904,61.277
E02000411,56.513,376.163,67.961,20.553,62.325
E02000412,59.839,645.964,73.539,41.909,64.473
E02000413,55.329,216.624,60.017,8.468,58.639
E02000414,59.584,132.591,64.811,7.375,63.065
E02000415,59.41,308.869,69.542,19.201,64.637
E02000416,58.155,198.923,67.279,14.269,63.38
E02000417,58.131,254.265,65.837,15.157,61.619
E02000418,58.592,174.165,67.96,15.596,63.72
E02000419,61.235,302.772,73.295,22.944,66.001
E02000420,61.679,426.219,73.594,30.471,65.132
E02000421,61.325,428.326,83.824,39.256,72.328
E02000422,61.991,288.008,72.15,22.638,66.108
E02000423,62.319,229.171,72.377,19.052,66.672
E02000424,60.812,184.753,65.343,9.749,62.989
E02000425,58.69,297.201,69.369,23.017,64.056
E02000426,57.803,252.053,65.556,14.748,61.203
E02000427,61.237,336.956,70.509,15.454,66.224
E02000428,62.086,278.615,71.732,22.231,66.181
E02000429,58.78,171.192,65.043,9.203,62.877
E02000430,62.229,217.871,70.529,17.28,65.429
E02000431,62.318,235.42,72.968,20.018,67.254
E02000432,61.766,178.903,69.75,11.122,67.19
E02006794,56.787,267.08,67.198,20.556,62.022
E02000433,41.9,190.581,47.67,11.523,44.494
E02000434,47.127,199.43,51.659,7.987,49.737
E02000435,43.182,145.155,48.038,6.567,46.684
E02000436,40.919,133.087,45.25,6.697,43.724
E02000437,44.223,196.066,50.846,10.166,48.375
E02000438,43.359,146.355,50.856,11.128,47.768
E02000439,48.664,196.206,54.512,10.963,52.071
E02000440,46.23,152.744,51.816,8.881,49.613
E02000441,43.08,148.188,47.515,6.504,46.201
E02000442,48.596,127.202,53.985,7.597,52.144
E02000443,47.33,122.083,51.201,6.177,49.527
E02000444,48.314,174.978,53.976,10.596,50.835
E02000445,47.344,204.57,54.721,12.916,50.684
E02000447,43.043,108.962,48.304,5.926,47.183
E02000448,43.602,115.85,47.564,6.35,45.899
E02000449,50.444,177.718,56.784,12.236,53.659
E02000451,43.494,131.424,48.786,7.978,47.27
E02000452,48.442,347.33,53.765,11.67,50.894
E02000453,47.555,163.343,52.521,9.828,49.891
E02000454,43.681,92.242,47.084,4.615,45.992
E02000455,49.927,468.57,60.399,20.862,55.09
E02000456,47.624,149.427,52.584,8.722,50.42
E02000457,45.652,143.88,50.666,7.14,49.019
E02000459,48.549,128.436,53.672,7.553,51.525
E02000460,47.596,128.01,52.333,8.971,50.061
E02000461,49.214,187.633,54.761,10.908,51.73
E02000462,49.585,145.351,55.207,10.158,52.33
E02000463,48.438,113.509,52.871,6.976,51.331
E02006795,45.537,138.237,50.228,6.467,49.204
E02006882,48.335,317.993,53.519,10.079,51.561
E02000464,34.014,200.825,40.278,17.564,35.788
E02000465,34.62,237.704,42.865,17.984,38.326
E02000466,34.079,114.444,37.291,4.066,36.112
E02000467,37.294,115.603,42.163,7.1,40.546
E02000468,35.239,122.628,38.747,4.92,37.294
E02000469,37.319,186.488,43.58,12.357,40.367
E02000470,34.063,265.256,40.643,14.43,36.477
E02000471,37.801,275.91,44.459,11.343,42.186
E02000472,40.344,239.957,46.436,13.15,43.448
E02000473,34.965,195.926,44.569,11.56,41.699
E02000474,40.865,199.873,47.703,14.241,44.378
E02000475,39.437,233.558,45.126,10.983,42.634
E02000476,41.355,373.304,56.913,24.828,49.973
E02000477,39.334,160.307,43.601,5.87,42.543
E02000478,34.955,130.832,38.563,3.42,38.404
E02000479,41.588,476.708,53.864,22.677,47.16
E02000480,43.554,208.757,48.949,11.709,45.817
E02000481,28.227,203.654,37.928,16.679,34.329
E02000482,34.812,130.247,37.559,6.113,36.108
E02000483,37.681,142.336,42.472,7.598,40.687
E02000484,39.351,145.08,44.788,8.906,43.074
E02000485,35.145,237.539,39.66,7.545,38.461
E02000486,39.152,108.204,42.551,5.795,41.144
E02000487,33.247,172.259,37.135,8.699,35.718
E02000488,37.707,104.357,41.698,6.106,40.517
E02000489,37.974,149.023,44.027,7.87,42.829
E02000490,38.969,189.956,44.465,8.467,43.004
E02000491,40.431,178.498,51.104,12.979,47.605
E02000492,35.955,268.323,42.985,10.748,40.765
E02000493,39.967,289.145,48.792,15.579,45.536
E02000494,36.397,226.121,41.111,7.92,39.706
E02000495,39.633,165.952,45.45,9.238,43.336
E02000496,34.133,112.678,37.648,4.262,36.815
E02000497,40.176,149.13,45.229,6.455,44.206
E02000498,38.03,230.736,43.807,9.299,42.424
E02000499,43.684,108.828,47.68,5.444,46.566
E02000500,40.206,205.07,47.426,10.194,45.469
E02000501,44.688,113.979,48.161,4.082,47.455
E02000502,42.732,159.81,49.343,9.466,46.831
E02000503,45.725,136.651,50.907,7.188,49.344
E02000504,41.217,211.305,48.627,11.781,46.14
E02000506,38.363,286.059,50.364,19.769,46.843
E02000507,46.068,204.043,53.43,15.452,49.438
E02000508,43.904,198.201,53.094,13.444,49.607
E02000509,42.37,192.277,50.859,13.799,47.148
E02000510,46.207,209.143,53.982,12.05,51.024
E02000511,46.362,148.324,49.849,4.919,48.966
E02000512,47.022,140.158,52.395,8.594,50.555
E02000513,48.775,142.271,54.069,8.853,51.972
E02000514,48.941,166.473,54.285,8.85,52.42
E02000515,43.256,204.968,49.266,9.531,47.546
E02000516,51.701,216.179,57.609,13.602,53.955
E02000517,49.898,166.969,54.53,8.914,52.27
E02000518,47.554,193.574,53.991,9.614,51.686
E02000519,51.424,210.025,60.805,16.249,56.17
E02000520,50.371,258.19,59.421,14.9,55.863
E02000521,53.592,354.529,62.042,18.105,57.351
E02000522,48.617,190.421,58.618,12.724,55.205
E02000523,56.09,219.848,68.045,17.136,62.689
E02000524,47.893,6171.476,75.565,42.291,69.642
E02000525,57.152,476.013,70.663,23.163,63.5
E02006796,45.783,187.825,53.535,13.383,50.058
E02000526,64.015,491.178,83.027,39.778,70.789
E02000529,55.522,196.443,65.843,17.831,59.925
E02000530,54.807,348.651,69.368,24.064,61.539
E02000531,53.928,431.887,68.961,24.627,62.481
E02000532,57.398,337.86,68.878,22.551,63.459
E02000533,58.34,356.347,71.724,25.587,64.633
E02000534,53.358,255.512,62.793,16.965,57.955
E02000535,54.318,247.086,64.363,18.562,58.794
E02000536,54.252,282.803,64.009,18.488,58.879
E02000537,53.366,222.553,60.556,14.094,57.248
E02000538,52.356,262.79,64.789,18.481,60.463
E02000539,54.209,271.976,61.839,13.639,58.372
E02000540,55.872,217.268,62.378,13.389,58.962
E02000541,52.804,177.528,60.985,13.894,56.914
E02000542,54.22,305.108,63.477,16.239,58.694
E02000543,53.189,299.406,62.843,17.162,58.559
E02000544,53.232,108.99,57.157,4.25,56.14
E02000545,54.23,629.323,59.558,13.538,57.453
E02000546,48.984,145.299,53.503,7.128,51.735
E02000547,50.202,241.398,61.2,14.145,57.069
E02000548,46.101,172.823,54.731,10.601,52.109
