LSOA11CD,PM10-2013-min,PM10-2013-max,PM10-2013-mean,PM10-2013-std,PM10-2013-median
E01000001,27.276,40.915,29.669,2.567,28.509
E01000002,27.136,32.269,27.893,0.97,27.601
E01000003,27.206,33.67,27.879,0.978,27.574
E01000005,27.253,59.832,29.708,3.798,28.346
E01000006,24.327,25.023,24.578,0.148,24.569
E01000007,24.629,31.568,25.556,1.329,25.119
E01000008,24.63,47.754,25.895,2.258,25.234
E01000009,24.595,32.198,25.394,1.257,24.976
E01000010,24.703,31.918,25.432,1.093,25.059
E01000011,24.477,29.077,25.07,0.792,24.878
E01000012,24.479,28.832,24.772,0.367,24.707
E01000013,23.639,31.671,24.487,1.369,24.017
E01000014,23.651,30.814,23.907,0.625,23.758
E01000015,23.493,27.121,23.867,0.532,23.715
E01000016,23.508,28.247,23.901,0.723,23.709
E01000017,23.603,28.653,23.997,0.745,23.793
E01000018,23.512,24.894,23.736,0.185,23.699
E01000019,23.666,25.226,23.89,0.238,23.832
E01000020,23.777,27.296,24.057,0.395,23.935
E01000021,23.728,32.165,24.355,1.035,24.022
E01000022,23.801,24.234,23.95,0.086,23.935
E01000023,23.897,32.652,24.674,1.048,24.3
E01000024,23.921,31.392,24.586,1.271,24.181
E01000025,23.893,29.785,24.246,0.552,24.126
E01000027,22.911,29.897,23.309,0.651,23.133
E01000028,23.234,25.139,23.425,0.179,23.387
E01000029,23.402,34.579,24.221,1.565,23.766
E01000030,23.254,38.24,24.285,1.912,23.634
E01000031,23.052,59.221,24.187,2.005,23.67
E01000032,23.333,30.832,23.723,0.725,23.561
E01000033,23.236,29.059,23.737,0.724,23.564
E01000034,23.161,26.787,23.429,0.485,23.29
E01000035,23.262,30.632,23.999,1.094,23.653
E01000036,23.177,29.785,23.592,0.649,23.481
E01000037,23.27,26.727,23.538,0.425,23.455
E01000038,23.273,27.046,23.646,0.518,23.543
E01000039,23.092,26.66,23.242,0.272,23.189
E01000040,24.222,29.183,24.68,0.761,24.453
E01000041,23.939,29.74,24.667,0.987,24.351
E01000042,24.038,30.575,24.438,0.553,24.319
E01000043,24.407,39.092,25.183,1.589,24.73
E01000044,24.319,36.943,25.222,1.72,24.728
E01000045,24.229,53.1,25.998,3.421,24.861
E01000046,24.036,29.295,24.417,0.667,24.235
E01000048,24.794,26.438,24.963,0.21,24.906
E01000049,24.816,40.454,25.952,2.168,25.211
E01000050,24.646,31.408,25.249,1.048,24.954
E01000051,24.797,32.261,25.575,1.263,25.128
E01000052,24.656,41.61,25.965,1.961,25.237
E01000053,24.029,38.594,25.116,1.904,24.489
E01000054,23.839,25.112,24.019,0.193,23.969
E01000055,23.888,25.595,24.161,0.256,24.096
E01000056,23.836,29.061,24.366,0.538,24.227
E01000057,23.798,27.981,24.313,0.694,24.097
E01000058,23.722,26.115,24.038,0.453,23.904
E01000059,23.815,25.869,24.059,0.306,23.988
E01000060,23.183,32.28,23.735,0.88,23.571
E01000061,23.197,32.54,23.803,1.122,23.456
E01000062,23.478,25.902,23.709,0.276,23.672
E01000063,23.601,31.208,24.132,1.001,23.826
E01000064,23.475,30.366,23.925,0.899,23.65
E01000065,23.603,28.692,24.109,0.918,23.809
E01000066,24.021,31.579,24.29,0.542,24.205
E01000067,24.125,32.117,24.742,1.183,24.354
E01000068,24.218,32.629,24.609,0.786,24.432
E01000069,24.031,27.776,24.29,0.239,24.255
E01000070,24.109,32.561,24.753,1.102,24.452
E01000071,24.035,27.907,24.399,0.437,24.299
E01000072,23.97,30.795,24.257,0.66,24.044
E01000073,23.946,28.167,24.178,0.362,24.096
E01000074,23.886,28.931,24.285,0.833,24.047
E01000075,23.672,29.167,24.006,0.533,23.891
E01000076,23.892,28.769,24.174,0.534,24.039
E01000077,23.871,32.408,24.511,1.15,24.125
E01000078,23.71,33.48,24.522,1.305,24.089
E01000079,23.632,30.774,24.086,1.042,23.785
E01000080,23.673,30.56,24.195,0.931,23.938
E01000081,23.597,25.147,23.767,0.144,23.738
E01000082,23.601,28.83,24.066,0.88,23.789
E01000083,23.781,31.836,24.417,1.088,24.069
E01000084,23.735,29.466,24.373,0.948,24.077
E01000085,23.838,30.124,24.302,0.812,24.099
E01000086,23.832,28.567,24.256,0.832,24.009
E01000087,23.829,34.907,24.608,1.447,24.12
E01000088,23.591,25.422,23.851,0.261,23.806
E01000089,23.597,24.074,23.759,0.093,23.742
E01000090,23.473,34.798,24.125,1.237,23.765
E01000091,23.995,24.993,24.225,0.229,24.13
E01000092,23.722,46.568,24.477,1.737,24.098
E01000093,24.008,53.197,25.913,3.642,24.675
E01000094,23.887,25.514,24.269,0.219,24.275
E01000095,23.71,46.363,24.836,1.999,24.312
E01000096,24.085,55.649,25.555,2.366,24.737
E01000097,23.822,28.464,24.376,0.832,24.062
E01000098,23.837,28.845,24.287,0.714,24.081
E01000099,23.479,30.373,23.986,0.707,23.791
E01000100,23.539,27.631,23.848,0.647,23.69
E01000101,23.568,32.351,24.172,1.205,23.795
E01000102,23.531,25.814,23.868,0.382,23.76
E01000103,23.438,28.56,23.658,0.395,23.58
E01000104,23.355,29.873,24.199,1.085,23.835
E01000105,23.634,28.776,23.993,0.563,23.861
E01000106,23.573,25.645,23.835,0.322,23.747
E01000107,23.175,25.098,23.312,0.146,23.264
E01000108,23.257,30.295,23.826,0.97,23.611
E01000109,23.469,28.175,23.715,0.48,23.596
E01000110,23.315,29.674,23.873,0.804,23.669
E01000111,23.488,32.172,24.373,1.393,23.914
E01000112,23.56,40.9,24.316,1.586,23.804
E01000113,23.616,30.968,24.231,1.16,23.894
E01000114,23.307,33.618,24.157,1.4,23.766
E01000115,23.472,30.08,23.914,0.641,23.784
E01000116,23.46,29.753,23.982,0.787,23.791
E01000117,23.538,28.314,23.809,0.45,23.707
E01000118,23.626,29.353,24.236,0.863,23.95
E01000119,23.643,26.468,23.809,0.244,23.739
E01000120,23.691,29.668,24.1,0.783,23.889
E01000121,23.676,26.623,23.844,0.338,23.75
E01000122,23.669,27.247,24.014,0.425,23.902
E01000123,23.714,26.751,24.021,0.407,23.917
E01000124,23.981,32.667,24.857,1.182,24.433
E01000125,24.006,34.956,24.563,1.079,24.243
E01000126,24.412,25.896,24.822,0.276,24.784
E01000127,23.917,27.62,24.192,0.483,24.055
E01000128,24.097,25.575,24.3,0.178,24.249
E01000129,24.036,36.585,25.419,2.207,24.624
E01000130,24.111,25.925,24.412,0.257,24.355
E01000131,24.126,35.398,24.572,0.826,24.401
E01000132,23.915,25.434,24.094,0.224,24.043
E01000133,23.999,25.471,24.297,0.242,24.238
E01000134,23.924,30.956,24.526,0.982,24.222
E01000135,24.707,38.911,25.438,1.857,24.924
E01000136,24.551,31.828,24.943,0.663,24.804
E01000137,24.757,30.461,25.262,0.804,25.005
E01000138,24.786,40.674,26.432,2.91,25.339
E01000139,24.668,40.728,25.665,1.763,25.129
E01000140,24.866,33.276,26.118,1.496,25.507
