LSOA11CD,NO2-2013-min,NO2-2013-max,NO2-2013-mean,NO2-2013-std,NO2-2013-median
E01000063,28.172,61.407,30.722,4.451,29.377
E01000064,27.648,59.098,29.79,3.906,28.567
E01000065,28.084,54.276,30.573,4.108,29.273
E01000066,29.694,62.435,31.37,2.463,31.071
E01000067,30.652,66.094,33.707,5.236,32.012
E01000068,30.304,66.294,32.355,3.5,31.526
E01000069,29.704,46.042,31.362,1.185,31.274
E01000070,29.928,72.614,33.462,5.505,32.061
E01000071,29.671,46.962,31.617,2.001,31.144
E01000072,29.357,60.165,30.91,3.081,29.811
E01000073,29.683,46.562,30.746,1.536,30.381
E01000074,29.63,49.652,31.415,3.35,30.506
E01000075,28.171,53.757,30.158,2.791,29.608
E01000076,29.571,48.7,30.929,2.232,30.446
E01000077,29.474,72.05,32.739,5.529,30.994
E01000078,28.8,69.967,32.543,5.581,30.651
E01000079,28.068,56.672,30.242,4.23,29.145
E01000080,28.184,55.853,30.91,4.002,29.953
E01000081,28.155,35.027,29.106,0.667,29.007
E01000082,28.171,49.276,30.274,3.61,29.142
E01000083,28.988,67.367,32.185,4.914,30.561
E01000084,28.849,63.351,32.233,5.063,30.642
E01000085,29.213,60.733,31.754,4.26,30.732
E01000086,29.147,52.469,31.406,3.973,30.274
E01000087,28.99,76.774,33.411,6.837,30.925
E01000088,27.78,37.955,29.287,1.516,29.019
E01000089,27.928,30.74,29.1,0.516,29.057
E01000090,28.039,78.968,31.314,5.901,29.522
E01000091,29.896,42.25,31.27,1.502,30.774
E01000092,28.937,117.513,32.041,6.719,30.444
E01000093,29.971,123.232,38.232,12.955,33.465
E01000094,29.536,43.184,31.282,1.431,31.113
E01000095,28.935,120.029,34.356,9.067,31.706
E01000096,30.667,134.619,37.107,9.393,33.793
E01000097,29.147,52.58,32.14,4.178,30.55
E01000098,29.218,52.323,31.709,3.529,30.684
E01000099,27.168,62.329,29.971,3.585,29.072
E01000100,27.547,46.807,29.326,2.974,28.727
E01000101,27.91,64.705,31.117,5.562,29.35
E01000102,27.549,38.761,29.431,1.944,28.932
E01000103,27.37,47.96,28.319,1.743,27.846
E01000104,27.493,54.024,30.981,4.646,29.392
E01000105,27.786,58.566,30.084,3.325,29.353
E01000106,27.861,39.33,29.431,1.831,28.993
E01000107,26.128,35.035,27.217,0.773,27.257
E01000108,26.482,58.047,29.248,4.241,28.312
E01000109,27.154,48.415,28.679,2.24,28.244
E01000110,26.57,52.473,29.547,3.419,28.703
E01000111,27.787,65.457,32.326,6.022,30.211
E01000112,27.957,106.815,32.299,7.526,29.734
E01000113,28.891,63.503,31.918,5.652,30.121
E01000114,26.687,77.184,31.26,6.5,29.45
E01000115,28.049,57.718,30.38,2.933,29.772
E01000116,27.869,57.856,30.87,3.874,29.961
E01000117,28.654,48.412,29.994,1.986,29.533
E01000118,28.844,58.474,32.072,4.142,30.697
E01000119,28.64,40.937,29.535,1.135,29.218
E01000120,28.926,56.092,31.162,3.652,30.271
E01000121,28.825,42.584,29.866,1.617,29.413
E01000122,28.915,45.491,30.808,2.014,30.286
E01000123,28.999,43.193,30.716,1.897,30.277
E01000124,30.354,73.388,35.025,5.707,33.015
E01000125,30.522,82.461,33.629,5.432,31.984
E01000126,32.382,41.125,34.229,1.545,33.98
E01000127,30.043,46.941,31.701,2.535,31.063
E01000128,30.941,39.797,32.11,1.032,31.889
E01000129,30.984,97.634,38.339,11.019,34.399
E01000130,31.226,43.011,32.761,1.676,32.425
E01000131,31.048,88.947,32.961,4.063,32.069
E01000132,30.034,38.894,31.324,1.19,31.156
E01000133,30.931,40.14,32.618,1.519,32.276
E01000134,30.08,60.987,33.222,4.445,31.816
E01000135,33.735,94.267,37.341,8.051,35.038
E01000136,32.843,70.029,35.199,3.468,34.517
E01000137,34.072,62.09,36.914,4.001,35.714
E01000138,34.378,103.25,42.058,12.637,37.17
E01000139,33.602,118.62,38.85,8.806,36.288
E01000140,34.911,79.488,41.47,7.673,38.356
E01000141,34.352,104.897,40.083,8.258,37.141
E01000142,34.381,55.157,36.055,2.613,35.483
E01000143,33.719,67.339,36.835,4.401,35.648
E01000144,34.367,78.532,38.813,6.849,36.627
E01000145,34.083,85.659,36.631,5.597,35.102
E01000146,34.268,92.91,40.356,8.302,37.114
E01000147,33.21,56.699,34.901,2.541,34.416
E01000148,31.86,90.315,37.221,7.792,34.621
E01000150,33.142,91.642,36.303,5.481,34.858
E01000151,34.109,47.476,35.758,1.704,35.308
E01000152,33.308,58.32,37.892,5.593,35.48
E01000153,32.174,43.155,33.734,1.13,33.46
E01000154,34.106,44.392,35.642,1.99,34.956
E01000155,31.675,55.803,34.054,2.275,33.751
E01000156,31.93,71.952,35.914,6.845,33.734
E01000157,31.311,41.754,33.268,1.187,33.062
E01000158,29.523,61.871,31.12,2.264,30.613
E01000159,29.545,66.59,31.989,4.528,30.725
E01000160,30.313,117.937,35.177,10.698,32.354
E01000161,30.998,77.346,36.302,7.934,33.513
E01000162,31.049,91.919,36.846,9.029,33.715
E01000163,31.801,108.352,40.074,14.781,34.681
E01000164,31.211,108.627,37.765,11.527,33.632
E01000165,31.204,98.724,35.357,8.582,33.241
E01000166,25.359,28.737,26.716,0.7,26.703
E01000167,25.285,33.643,26.16,0.895,26.009
E01000168,26.72,29.517,27.599,0.52,27.495
E01000169,26.365,31.674,27.332,0.596,27.234
E01000170,27.021,54.588,29.601,3.463,28.776
E01000171,26.193,58.686,29.781,4.722,28.748
E01000172,27.297,48.481,28.717,2.521,28.114
E01000173,27.298,53.579,28.994,2.74,28.588
E01000174,28.36,53.6,31.475,4.615,29.797
E01000175,27.548,53.394,29.461,2.686,28.9
E01000176,32.669,98.541,43.411,16.611,36.248
E01000177,32.192,65.454,33.9,3.073,33.258
E01000178,30.811,65.598,32.83,3.617,32.131
E01000179,32.19,37.196,33.332,0.774,33.211
E01000180,32.426,50.04,34.305,2.717,33.631
E01000181,32.469,69.685,37.073,6.665,34.743
E01000182,32.458,83.699,36.038,5.971,34.282
E01000183,32.348,53.758,34.165,2.953,33.364
E01000184,30.874,110.892,37.091,10.926,33.309
E01000185,32.502,61.886,35.221,5.097,33.621
E01000186,28.225,74.806,31.987,6.634,30.396
E01000187,27.915,31.197,28.933,0.662,28.9
E01000188,26.618,80.761,30.546,6.565,28.506
E01000189,29.039,68.068,32.491,6.04,30.55
E01000190,29.127,49.866,30.311,2.128,29.845
E01000191,29.618,86.64,34.719,8.068,31.612
E01000192,29.49,73.889,33.468,6.259,31.256
E01000193,28.976,76.919,31.75,4.451,30.682
E01000194,29.473,87.872,33.85,7.806,31.4
E01000195,27.195,66.395,32.445,6.599,30.186
E01000196,31.763,86.103,37.692,8.546,34.676
E01000197,31.467,70.503,34.632,4.837,33.064
E01000198,31.57,94.568,37.421,9.35,34.216
E01000199,30.884,45.943,32.474,2.108,31.808
E01000200,31.304,59.06,34.298,4.493,32.94
E01000201,32.218,134.612,37.504,9.961,34.548
E01000202,32.193,63.223,34.595,5.182,33.424
E01000203,32.267,166.635,41.565,15.574,36.419
E01000204,30.891,65.67,32.78,3.075,32.111
E01000205,32.234,101.785,37.518,8.971,34.819
E01000206,31.811,75.517,33.571,3.359,32.724
E01000207,32.021,80.245,35.093,5.641,33.546
E01000208,32.636,73.683,36.768,6.847,34.314
E01000209,32.186,38.418,33.645,1.023,33.479
E01000210,32.12,115.109,36.6,10.3,33.637
E01000211,33.334,139.129,46.607,17.803,39.677
E01000212,32.049,73.723,35.075,4.312,33.895
E01000213,31.808,45.469,33.107,1.606,32.8
E01000214,32.62,70.914,35.213,4.256,34.101
E01000215,33.264,114.271,41.104,12.542,36.725
E01000216,33.071,63.536,34.606,2.985,34.025
E01000217,32.984,39.55,34.05,1.052,33.745
E01000218,33.276,68.042,36.874,5.372,35.518
E01000219,34.246,152.276,41.219,12.459,37.595
E01000220,34.211,67.789,36.805,4.483,35.621
E01000221,34.067,187.464,47.728,19.233,39.682
E01000222,33.109,96.225,37.065,8.138,34.77
E01000223,33.983,148.189,39.505,9.9,36.384
E01000224,33.468,49.121,35.684,1.983,35.168
E01000225,33.736,142.009,43.309,16.937,37.328
E01000226,29.532,64.003,33.526,5.712,31.805
E01000227,29.477,57.39,31.945,4.508,30.628
E01000228,26.143,85.047,29.807,6.384,28.032
E01000229,28.863,64.434,32.515,5.469,30.615
E01000230,28.187,71.359,31.04,4.485,30.042
E01000231,30.177,108.029,41.061,13.081,35.721
E01000232,29.918,91.323,36.274,8.99,32.762
E01000233,29.997,72.053,33.232,5.668,31.37
E01000234,30.755,74.737,35.517,5.527,33.564
E01000235,29.895,64.211,34.683,5.787,32.48
E01000236,33.65,109.014,40.708,12.554,36.387
E01000237,33.184,100.811,39.617,11.104,35.74
E01000238,33.219,127.964,38.443,11.386,34.908
E01000239,33.281,101.087,45.762,12.175,42.12
E01000240,32.102,171.089,41.913,12.662,37.183
E01000241,31.564,70.889,33.1,3.053,32.542
E01000242,32.842,103.351,37.169,7.984,34.43
E01000243,31.782,76.413,36.377,5.804,34.691
E01000244,31.75,81.931,35.793,5.04,34.418
E01000245,33.181,64.443,35.521,4.343,34.246
E01000246,25.314,67.355,26.432,2.331,25.802
E01000247,25.632,36.023,27.084,1.658,26.656
E01000248,25.823,55.72,29.341,4.554,28.052
E01000249,24.77,42.531,25.766,1.381,25.389
E01000250,25.466,76.302,28.907,6.264,27.276
E01000251,26.505,56.536,28.954,4.251,27.674
E01000252,26.502,62.449,28.324,3.547,27.486
E01000253,24.798,79.003,27.263,4.502,26.097
E01000254,24.595,49.867,25.937,1.997,25.369
E01000255,27.383,60.745,29.176,2.065,28.911
E01000256,29.184,93.784,35.235,9.203,32.058
E01000257,29.174,53.523,31.263,2.842,30.378
E01000258,28.706,82.847,34.243,7.992,31.139
E01000259,29.555,64.66,31.062,2.206,30.525
E01000260,30.001,98.713,38.911,12.326,33.741
E01000261,27.403,53.329,29.321,2.511,28.718
E01000262,27.068,56.906,28.824,1.837,28.453
E01000263,28.933,89.131,33.009,7.273,30.931
E01000264,31.718,98.685,43.84,12.75,38.44
E01000265,29.652,56.344,32.792,4.239,31.37
E01000266,28.785,54.952,30.432,2.686,29.75
E01000267,27.796,54.406,29.917,3.106,29.011
E01000268,27.424,80.878,31.454,7.28,28.884
E01000269,27.514,67.49,31.159,6.241,29.333
E01000270,27.415,65.16,29.212,2.727,28.519
E01000271,27.521,69.647,30.905,5.923,29.138
E01000272,27.917,55.102,29.138,1.898,28.677
E01000273,27.946,79.874,32.079,6.68,30.134
E01000274,29.05,62.249,31.817,3.831,30.716
E01000275,28.065,38.044,29.33,1.129,29.11
E01000276,27.133,45.596,28.853,1.76,28.553
E01000277,29.055,31.595,29.812,0.464,29.721
E01000278,28.713,49.557,30.843,2.81,30.107
E01000279,26.08,54.285,27.476,2.353,27.009
E01000280,26.552,54.133,28.225,2.719,27.467
E01000281,29.232,87.875,34.737,9.215,31.453
E01000282,27.518,69.459,30.206,4.517,29.047
E01000283,27.702,37.767,28.955,1.227,28.664
E01000284,28.626,60.417,31.384,5.067,29.744
E01000285,26.3,34.198,27.349,1.033,27.148
E01000286,26.04,28.788,26.802,0.49,26.688
E01000287,26.165,32.881,27.139,0.78,26.969
E01000288,26.657,81.122,29.154,4.922,27.903
E01000289,26.324,40.321,28.028,2.029,27.562
E01000290,25.857,83.591,27.418,4.451,26.41
E01000291,26.263,34.133,27.12,0.801,26.987
E01000292,26.768,57.482,28.675,3.979,27.666
E01000293,26.834,68.055,28.862,4.067,27.882
E01000294,26.038,54.04,27.501,2.325,26.98
E01000295,31.338,73.012,33.0,2.926,32.282
E01000296,30.696,89.829,35.55,8.057,32.824
E01000297,31.445,83.958,35.499,5.973,33.747
E01000298,30.956,69.32,35.379,7.241,32.555
E01000299,29.774,99.655,36.231,9.25,33.03
E01000300,29.523,38.302,30.807,1.074,30.598
E01000301,29.361,55.27,31.047,1.603,30.775
E01000302,30.206,90.029,34.819,8.324,32.105
E01000303,29.256,39.346,31.111,1.301,30.921
E01000304,29.368,46.609,31.571,2.222,31.112
E01000305,31.74,166.094,38.327,11.586,33.597
E01000306,34.956,91.164,42.499,9.592,38.145
E01000307,34.446,169.865,47.019,18.697,39.073
E01000308,31.473,78.503,33.233,2.804,32.435
E01000309,35.09,106.58,42.816,10.054,38.621
E01000310,34.163,120.623,43.285,13.901,37.793
E01000311,33.823,126.194,39.218,9.801,36.574
E01000312,32.102,89.527,35.921,6.897,34.448
E01000313,34.044,103.781,45.186,10.988,41.013
E01000314,34.013,98.284,38.083,8.359,36.075
E01000315,31.067,93.35,34.665,8.208,32.242
E01000316,31.153,92.316,35.944,8.081,33.139
E01000317,31.216,67.726,33.989,5.333,32.523
E01000318,29.86,69.509,34.035,5.291,32.624
E01000319,31.079,59.181,33.826,4.323,32.184
E01000320,28.983,60.753,31.367,5.339,30.043
E01000321,29.338,68.291,33.781,8.762,30.651
E01000322,29.574,62.141,31.283,4.195,30.45
E01000323,30.056,93.462,35.341,7.822,32.488
E01000324,29.713,68.919,32.502,4.867,31.265
E01000325,26.341,43.68,27.75,1.322,27.564
E01000326,26.38,79.529,28.148,3.165,27.625
E01000327,27.835,55.467,29.847,3.267,28.895
E01000328,26.306,48.039,27.264,1.168,26.972
E01000329,26.911,73.354,30.181,5.429,28.72
E01000330,27.982,67.119,32.613,6.579,30.473
E01000331,27.186,78.638,30.689,6.083,28.56
E01000332,27.911,47.681,29.647,2.843,28.878
E01000333,27.753,51.188,30.383,3.298,29.432
E01000334,27.581,43.624,29.183,2.031,28.975
E01000335,26.853,73.977,29.262,3.389,28.382
E01000336,28.35,38.314,30.242,1.846,29.748
E01000337,27.647,38.928,28.748,1.107,28.608
E01000338,28.248,45.942,29.393,1.717,29.069
E01000339,28.68,45.695,30.286,2.322,29.702
E01000340,29.037,48.546,32.393,3.14,31.55
E01000341,28.735,50.033,30.844,2.677,30.142
E01000342,28.703,31.54,29.573,0.551,29.489
E01000343,28.344,59.36,30.375,3.011,29.586
E01000344,28.895,46.084,30.444,2.352,29.879
E01000345,28.588,33.327,29.501,0.862,29.277
E01000346,28.082,39.886,29.747,1.468,29.465
E01000347,29.432,56.408,32.522,3.973,31.212
E01000348,27.737,40.665,30.172,2.202,29.513
E01000349,27.719,72.396,36.307,9.06,32.732
E01000350,27.965,43.366,29.658,1.917,29.214
E01000351,27.648,53.746,29.96,3.074,29.268
E01000352,29.313,94.421,38.778,10.902,34.691
E01000353,27.909,56.792,29.846,2.903,29.081
E01000354,28.366,45.605,30.137,2.02,29.62
E01000355,27.326,57.094,28.638,2.82,28.056
E01000356,28.8,52.087,31.438,3.707,30.148
E01000357,28.572,36.672,29.232,0.632,29.066
E01000358,27.92,54.953,29.85,3.519,29.046
E01000359,28.354,61.937,31.424,4.649,29.815
E01000360,27.864,69.053,31.681,5.865,29.911
E01000361,28.634,70.019,31.865,6.271,29.827
E01000362,28.517,71.673,32.131,5.379,30.238
E01000363,28.65,74.829,33.079,7.333,30.292
E01000364,28.318,72.125,32.566,7.158,29.818
E01000365,27.739,75.106,29.651,3.753,28.584
E01000366,27.785,65.888,29.845,2.427,29.468
E01000367,27.318,68.625,29.562,4.654,28.285
E01000368,26.788,33.579,27.672,0.716,27.639
E01000369,26.866,36.224,28.164,1.193,27.903
E01000370,27.196,55.639,29.339,3.651,28.29
E01000371,26.877,29.399,27.58,0.445,27.459
E01000372,27.314,32.548,27.967,0.497,27.875
E01000373,27.419,54.128,29.399,3.086,28.628
E01000374,26.177,89.438,30.111,7.383,27.739
E01000375,26.212,63.44,28.645,3.993,27.609
E01000376,26.081,61.463,27.121,1.483,26.847
E01000377,26.094,48.507,27.912,2.779,27.251
E01000378,26.347,77.662,29.417,5.488,27.641
E01000379,26.144,61.338,27.36,2.054,26.97
E01000380,26.392,91.574,33.68,10.144,30.205
E01000381,25.205,61.703,27.018,3.089,26.361
E01000382,26.225,41.999,27.721,1.278,27.663
E01000383,24.897,63.048,26.571,3.16,25.794
E01000384,27.044,57.324,29.657,4.228,28.531
E01000385,26.132,61.761,28.288,4.012,27.382
E01000386,26.695,75.05,31.027,7.21,28.439
E01000387,26.751,55.667,28.572,1.848,28.202
E01000388,27.628,59.968,29.242,2.051,29.021
E01000389,28.137,60.224,31.152,4.882,29.684
E01000390,27.636,86.199,32.065,7.484,29.384
E01000391,27.969,82.466,32.862,8.985,30.074
E01000392,28.992,58.653,32.711,5.355,30.888
E01000393,28.449,60.281,30.858,4.188,29.685
E01000394,28.65,65.647,32.062,4.596,30.58
E01000395,28.89,56.565,30.927,3.378,30.26
E01000396,29.22,32.041,30.391,0.473,30.34
E01000398,28.902,36.838,29.908,0.978,29.701
E01000399,28.943,56.087,31.299,3.441,30.498
E01000400,28.601,58.819,31.567,3.991,30.437
E01000401,29.138,47.204,30.396,2.115,29.906
E01000402,27.466,44.427,28.958,2.266,28.351
E01000403,27.029,84.437,32.06,7.101,29.78
E01000404,27.313,50.474,30.219,3.759,29.259
E01000405,27.529,58.883,29.801,3.55,28.719
E01000406,27.051,43.935,28.803,2.421,28.154
E01000407,27.002,50.756,28.778,2.801,28.085
E01000408,26.776,78.223,29.902,4.5,28.607
E01000409,28.773,47.117,31.017,2.598,30.233
E01000410,29.617,60.982,31.036,1.616,30.743
E01000411,30.52,75.851,33.344,5.23,31.892
E01000412,29.801,86.929,36.568,10.456,32.952
E01000413,30.612,84.278,41.425,13.6,35.831
E01000414,29.564,66.833,33.341,5.93,31.3
E01000415,29.502,44.597,30.719,1.296,30.444
E01000416,29.529,68.576,32.599,5.206,31.35
E01000417,27.568,69.102,30.187,4.495,28.884
E01000418,27.533,62.688,29.73,2.626,29.254
E01000419,28.501,54.786,29.987,2.366,29.561
E01000420,28.205,64.965,30.614,4.496,29.375
E01000421,28.297,57.654,30.876,4.624,29.584
E01000422,29.433,77.913,33.421,5.53,31.97
E01000423,28.86,63.366,32.109,5.925,30.173
E01000424,28.088,39.581,29.526,1.642,29.116
E01000425,28.346,37.739,29.255,0.994,28.999
E01000426,28.49,61.463,32.367,5.508,30.319
E01000427,27.965,59.037,30.6,4.833,29.252
E01000428,26.93,78.78,31.058,7.198,28.714
E01000429,26.473,38.945,28.418,2.057,27.897
E01000430,24.913,39.204,26.092,1.542,25.573
E01000431,27.971,74.657,32.172,7.382,29.983
E01000432,26.847,43.651,28.194,2.015,27.711
E01000433,26.853,68.801,30.702,6.403,28.692
E01000434,25.104,50.715,26.094,1.612,25.629
E01000435,27.603,69.023,31.252,6.826,29.187
E01000436,28.096,41.794,28.808,0.699,28.677
E01000437,27.34,40.698,28.471,1.347,28.235
E01000438,27.546,47.059,29.051,1.892,28.755
E01000439,27.265,50.541,29.457,3.301,28.713
E01000440,27.673,44.185,28.897,2.151,28.409
E01000441,27.408,52.079,28.983,2.775,28.35
E01000442,27.588,48.364,29.788,3.003,29.053
E01000443,28.022,54.533,30.455,3.862,29.248
E01000444,25.353,64.227,27.922,3.969,26.982
E01000445,26.331,44.273,28.331,2.49,28.017
E01000446,27.501,43.311,28.653,1.319,28.494
E01000447,26.451,78.786,31.735,7.413,29.385
E01000448,27.366,52.217,29.426,3.362,28.435
E01000449,28.079,69.673,31.084,5.54,29.463
E01000450,28.652,49.138,30.189,2.182,29.689
E01000451,28.662,51.975,30.904,3.635,29.889
E01000452,28.674,53.212,30.329,3.056,29.568
E01000453,28.352,31.556,29.163,0.572,29.018
E01000454,28.725,54.15,31.12,3.395,30.156
E01000455,28.494,45.327,29.508,1.276,29.244
E01000456,28.492,30.297,29.046,0.386,28.919
E01000457,28.076,82.456,33.403,7.247,30.816
E01000458,27.565,37.782,28.849,1.504,28.491
E01000459,27.82,60.265,30.059,3.595,29.138
E01000460,27.439,42.385,28.599,1.31,28.45
E01000461,27.46,55.663,30.159,3.939,29.116
E01000462,27.708,70.219,31.283,4.991,29.827
E01000463,28.562,42.916,29.702,1.478,29.389
E01000464,28.501,31.514,29.36,0.501,29.221
E01000465,28.241,37.695,29.575,1.533,29.102
E01000466,27.391,51.728,29.013,2.167,28.55
E01000467,28.778,35.213,30.085,0.971,29.775
E01000468,28.837,33.832,30.027,0.904,29.757
E01000469,28.617,48.766,30.181,2.293,29.643
E01000470,28.438,66.411,32.795,6.3,30.656
E01000471,32.968,38.31,34.009,0.884,33.823
E01000472,32.141,88.21,36.266,7.306,34.165
E01000473,32.255,72.26,36.112,6.75,33.703
E01000474,32.165,46.731,33.084,1.444,32.659
E01000475,31.143,64.024,35.781,5.95,33.535
E01000476,32.172,61.989,34.418,4.077,33.287
E01000477,32.395,61.134,36.323,3.688,35.298
E01000478,32.599,62.74,34.67,4.024,33.625
E01000479,31.035,69.412,35.026,5.037,33.363
E01000480,30.783,66.178,32.417,2.475,31.956
E01000481,30.289,68.741,34.496,5.648,32.6
E01000482,32.005,82.562,35.408,6.228,33.511
E01000483,31.962,91.085,34.091,5.481,32.918
E01000484,30.024,62.714,32.13,3.924,31.129
E01000485,30.246,69.085,34.31,6.209,32.285
E01000486,29.769,46.316,30.672,1.607,30.263
E01000487,30.221,64.413,33.128,4.096,31.791
E01000488,34.011,52.694,35.575,2.484,34.759
E01000489,34.088,56.907,35.974,2.898,35.181
E01000490,35.637,91.906,40.146,6.429,38.082
E01000491,34.17,64.458,36.411,3.478,35.272
E01000492,34.169,51.415,35.429,2.167,34.838
E01000493,34.352,50.722,36.049,2.388,35.408
E01000494,34.832,60.494,38.115,4.248,36.393
E01000495,35.24,86.622,39.188,5.32,37.147
E01000497,34.201,73.035,37.436,5.26,35.566
E01000498,32.045,122.138,40.035,14.933,35.694
E01000499,32.329,150.542,42.141,14.286,37.574
E01000501,33.352,47.259,34.966,1.778,34.606
E01000502,32.853,61.441,34.55,2.933,33.777
E01000503,32.849,49.103,34.284,1.661,33.964
E01000504,34.061,41.553,35.151,0.818,35.11
E01000505,34.014,41.01,35.196,0.894,35.048
E01000506,35.667,88.406,40.372,7.434,37.695
E01000507,33.071,43.952,35.068,1.52,34.881
E01000508,35.031,100.929,40.908,9.227,37.696
E01000509,35.863,125.65,44.641,16.716,38.768
E01000510,33.665,124.034,42.151,11.819,38.27
E01000511,33.75,77.385,39.914,7.897,37.045
E01000512,34.368,65.998,37.493,4.164,36.233
E01000513,32.523,66.087,35.975,5.943,34.008
E01000514,32.213,56.275,33.914,3.422,33.061
E01000515,30.129,69.352,33.606,5.511,31.866
E01000516,32.281,91.725,35.933,6.07,33.935
E01000517,30.021,69.073,32.835,4.027,31.828
E01000518,29.933,64.675,33.065,3.878,32.201
E01000519,29.902,50.312,31.608,2.582,30.748
E01000520,30.484,62.876,33.517,4.067,32.632
E01000521,36.547,130.695,49.413,15.712,43.265
E01000522,34.207,55.595,36.295,3.067,35.467
E01000523,35.233,102.386,39.991,8.304,37.275
E01000524,37.129,146.36,43.665,11.619,39.025
E01000525,35.842,93.807,41.132,7.04,38.834
E01000526,35.001,89.163,40.574,9.421,37.02
E01000527,35.459,56.378,37.45,3.028,36.603
E01000528,35.625,90.369,41.247,8.409,38.474
E01000530,35.326,76.387,39.726,5.545,37.637
E01000531,35.965,95.532,42.296,9.096,39.047
E01000532,36.805,85.172,41.713,8.347,38.732
E01000533,34.818,87.548,39.287,6.321,37.191
E01000534,35.153,60.524,37.879,3.785,36.646
E01000535,35.622,110.175,44.626,10.419,40.67
E01000536,29.216,66.434,31.997,5.166,30.35
E01000538,29.11,33.393,29.687,0.528,29.468
E01000539,29.788,64.39,31.094,2.206,30.595
E01000540,29.334,47.39,30.653,1.707,30.206
E01000541,29.461,68.631,32.567,5.485,30.933
E01000543,29.848,66.036,34.718,6.709,32.202
E01000544,37.862,57.742,39.957,2.715,39.198
E01000545,36.483,92.436,41.98,9.93,38.501
E01000546,36.235,53.711,38.882,3.893,37.345
E01000547,35.797,56.367,37.457,2.098,37.112
E01000548,36.962,92.898,43.259,9.681,39.633
E01000549,35.768,64.848,39.216,5.004,37.697
E01000550,37.161,88.497,41.496,6.454,39.49
E01000551,37.133,60.222,39.572,3.988,38.254
E01000552,37.865,68.013,42.195,5.964,39.616
E01000553,34.051,74.942,37.239,5.47,35.73
E01000554,33.027,64.797,34.374,2.032,34.225
E01000555,33.16,42.456,35.039,1.546,34.688
E01000556,36.033,88.781,44.919,11.15,40.491
E01000557,34.529,70.777,38.312,5.647,36.402
E01000558,34.792,79.031,37.889,5.822,36.335
E01000559,34.362,57.234,36.417,3.899,35.484
E01000560,34.773,63.041,37.351,4.23,36.016
E01000561,35.99,86.361,40.941,8.292,37.902
E01000562,28.911,68.141,32.294,4.505,31.032
E01000563,29.191,63.978,32.229,4.466,31.014
E01000564,30.031,61.292,33.613,5.584,31.467
E01000565,30.264,60.894,32.71,3.893,31.664
