LSOA21CD,PM10d-2013-min,PM10d-2013-max,PM10d-2013-mean,PM10d-2013-std,PM10d-2013-median
E01000001,17.693,79.206,25.594,10.088,21.212
E01000002,17.269,34.632,19.493,3.058,18.548
E01000003,17.442,40.611,19.471,3.267,18.442
E01000005,17.592,173.695,26.746,17.703,20.904
E01000006,10.5,12.018,11.036,0.32,11.015
E01000007,11.146,31.847,13.462,3.785,12.253
E01000008,11.174,120.694,14.629,9.098,12.475
E01000009,11.072,34.344,13.07,3.592,11.929
E01000011,10.818,23.027,12.193,2.044,11.678
E01000012,10.824,22.247,11.501,1.017,11.32
E01000013,9.094,32.247,11.028,3.612,9.839
E01000014,9.118,28.999,9.68,1.6,9.331
E01000015,8.807,17.231,9.588,1.185,9.248
E01000016,8.836,20.449,9.66,1.719,9.228
E01000017,9.022,21.687,9.868,1.757,9.413
E01000018,8.845,11.729,9.286,0.378,9.198
E01000019,9.148,12.481,9.605,0.501,9.481
E01000020,9.368,17.709,10.001,0.966,9.7
E01000021,9.271,34.212,10.645,2.717,9.849
E01000022,9.417,10.305,9.72,0.174,9.69
E01000024,9.617,31.169,11.211,3.356,10.175
E01000025,9.603,25.364,10.349,1.397,10.068
E01000027,7.704,25.747,8.49,1.485,8.117
E01000028,8.309,12.282,8.654,0.295,8.6
E01000029,8.654,44.777,10.554,4.274,9.369
E01000030,8.346,63.669,10.753,5.684,9.084
E01000031,7.965,171.931,10.683,6.697,9.164
E01000032,8.498,29.067,9.344,1.908,8.938
E01000033,8.315,27.383,9.338,1.822,8.943
E01000034,8.171,16.334,8.707,1.056,8.414
E01000035,8.361,28.335,9.967,2.745,9.134
E01000036,8.2,25.364,9.038,1.497,8.783
E01000037,8.347,15.464,8.914,0.928,8.733
E01000038,8.383,17.026,9.099,1.063,8.898
E01000039,8.04,16.0,8.336,0.61,8.223
E01000040,10.279,23.367,11.232,1.659,10.765
E01000041,9.695,25.209,11.341,2.499,10.552
E01000042,9.899,28.129,10.772,1.358,10.489
E01000043,10.768,68.494,12.695,5.176,11.373
E01000044,10.482,56.616,12.816,5.516,11.352
E01000045,10.295,149.273,16.372,16.398,11.672
E01000046,9.905,23.733,10.735,1.626,10.309
E01000049,11.556,92.861,15.518,10.448,12.449
E01000050,11.183,31.228,12.678,2.911,11.878
E01000051,11.515,34.599,13.627,3.83,12.298
E01000052,11.206,83.4,14.668,6.76,12.484
E01000053,9.864,94.796,12.918,7.498,10.858
E01000054,9.492,12.221,9.861,0.407,9.757
E01000055,9.591,13.342,10.159,0.548,10.018
E01000056,9.487,22.974,10.7,1.383,10.292
E01000057,9.41,19.662,10.496,1.589,10.026
E01000058,9.258,14.609,9.929,1.004,9.628
E01000059,9.445,14.002,9.949,0.664,9.79
E01000060,8.211,34.968,9.413,2.312,8.967
E01000061,8.237,35.745,9.574,2.919,8.734
E01000062,8.775,14.083,9.241,0.595,9.158
E01000063,9.02,30.468,10.242,2.531,9.476
E01000064,8.772,26.448,9.729,2.112,9.114
E01000065,9.023,21.81,10.137,2.211,9.433
E01000066,9.865,31.889,10.452,1.453,10.244
E01000067,10.092,34.018,11.708,3.588,10.593
E01000068,10.271,36.117,11.197,2.258,10.721
E01000069,9.884,19.066,10.423,0.552,10.346
E01000070,10.039,35.834,11.519,2.933,10.757
E01000071,9.915,19.443,10.673,1.035,10.44
E01000072,9.758,28.929,10.397,1.638,9.91
E01000073,9.71,21.876,10.215,0.935,10.02
E01000074,9.587,22.559,10.454,1.975,9.918
E01000075,9.159,23.316,9.862,1.251,9.598
E01000076,9.599,22.049,10.215,1.25,9.9
E01000077,9.557,28.721,10.946,2.678,10.065
E01000078,9.235,39.767,11.175,3.72,10.001
E01000079,9.08,28.851,10.128,2.758,9.381
E01000080,9.161,28.077,10.322,2.305,9.713
E01000081,9.011,11.319,9.342,0.26,9.288
E01000082,9.019,22.239,10.018,2.068,9.394
E01000083,9.377,32.896,10.827,2.948,9.955
E01000084,9.284,24.292,10.675,2.335,9.954
E01000085,9.491,26.53,10.488,2.033,10.015
E01000086,9.478,21.504,10.478,2.141,9.85
E01000087,9.474,46.332,11.265,3.988,10.056
E01000088,9.005,12.799,9.514,0.524,9.426
E01000089,8.994,9.972,9.323,0.19,9.288
E01000090,8.764,45.81,10.253,3.536,9.34
E01000091,9.809,11.95,10.292,0.488,10.086
E01000093,9.836,144.033,14.943,12.934,11.19
E01000094,9.591,13.152,10.383,0.46,10.392
E01000095,9.234,112.46,12.085,6.552,10.47
E01000096,9.996,159.687,13.795,8.177,11.385
E01000097,9.459,21.105,10.652,1.939,9.934
E01000098,9.49,22.286,10.478,1.757,9.999
E01000099,8.778,27.406,9.846,1.663,9.394
E01000100,8.897,18.65,9.521,1.428,9.195
E01000101,8.954,26.394,10.078,2.363,9.395
E01000102,8.882,13.869,9.566,0.814,9.335
E01000103,8.704,22.482,9.173,1.042,8.977
E01000104,8.543,25.662,10.304,2.53,9.485
E01000105,9.079,22.07,9.83,1.299,9.535
E01000106,8.964,13.868,9.502,0.707,9.309
E01000107,8.196,12.188,8.464,0.3,8.369
E01000108,8.352,27.13,9.571,2.447,9.039
E01000110,8.56,23.694,9.608,1.843,9.166
E01000111,8.794,34.241,10.799,3.745,9.62
E01000112,8.938,79.119,10.779,4.849,9.423
E01000113,9.048,29.566,10.332,2.754,9.59
E01000114,8.446,40.376,10.38,3.932,9.351
E01000115,8.767,26.377,9.789,1.753,9.388
E01000116,8.756,25.254,9.827,1.92,9.397
E01000117,8.895,20.651,9.391,0.684,9.227
E01000118,9.068,23.921,10.401,2.121,9.705
E01000119,9.101,15.503,9.442,0.524,9.294
E01000120,9.197,24.968,10.121,1.988,9.596
E01000121,9.167,15.904,9.513,0.721,9.311
E01000122,9.153,17.574,9.848,0.908,9.618
E01000123,9.243,16.239,9.883,0.92,9.65
E01000124,9.782,36.277,11.808,3.157,10.718
E01000126,10.681,14.067,11.595,0.617,11.499
E01000127,9.653,17.438,10.208,1.038,9.921
E01000128,10.02,13.296,10.438,0.361,10.335
E01000129,9.875,54.733,13.526,7.181,11.111
E01000130,10.029,14.138,10.705,0.596,10.575
E01000131,10.056,48.718,11.093,2.546,10.655
E01000132,9.646,12.962,10.015,0.48,9.906
E01000133,9.818,13.051,10.442,0.521,10.324
E01000134,9.664,29.524,11.082,2.702,10.28
E01000135,11.317,76.994,13.68,7.838,11.805
E01000136,10.977,32.865,11.88,1.762,11.525
E01000137,11.426,27.718,12.678,2.247,11.978
E01000138,11.483,77.765,16.481,10.59,12.757
E01000139,11.231,78.09,13.758,5.374,12.232
E01000140,11.674,38.873,14.98,4.367,13.204
E01000141,11.459,54.467,13.424,3.733,12.201
E01000142,11.451,21.399,12.069,1.144,11.843
E01000143,11.268,28.939,12.403,2.141,11.898
E01000144,11.519,38.808,13.358,3.497,12.275
E01000145,11.541,62.035,12.842,4.318,11.908
E01000146,11.457,47.859,13.866,4.068,12.333
E01000147,11.292,23.41,11.95,1.38,11.647
E01000150,11.242,53.69,12.434,3.098,11.747
E01000151,11.36,16.069,12.108,0.556,11.969
E01000152,10.96,20.106,12.655,1.997,11.788
E01000153,10.45,14.903,11.248,0.496,11.188
E01000154,11.663,15.9,12.283,0.833,12.043
E01000156,10.22,33.798,11.962,3.741,10.823
E01000157,10.113,13.443,10.65,0.377,10.58
E01000158,9.451,24.117,9.938,0.798,9.769
E01000159,9.449,38.79,10.672,3.06,9.874
E01000160,9.661,106.188,12.45,9.44,10.417
E01000161,9.848,34.527,12.171,4.078,10.8
E01000162,9.913,52.667,12.857,5.919,10.966
E01000163,10.216,73.783,14.838,11.089,11.234
E01000164,10.101,77.698,13.412,8.012,10.928
E01000165,10.043,64.214,12.169,6.266,10.733
E01000166,7.783,8.946,8.183,0.231,8.163
E01000167,7.768,10.586,8.081,0.3,8.036
E01000168,8.195,9.282,8.519,0.191,8.481
E01000169,8.129,9.418,8.439,0.203,8.388
E01000170,8.361,23.096,9.314,1.533,8.958
E01000171,8.147,25.658,9.469,2.279,8.909
E01000172,8.573,19.697,9.202,1.431,8.842
E01000173,8.614,20.326,9.24,1.326,8.985
E01000174,8.833,22.345,10.129,2.366,9.332
E01000175,8.698,24.932,9.424,1.597,9.023
E01000176,10.793,78.593,18.833,15.917,12.26
E01000177,10.545,31.463,11.182,1.61,10.881
E01000178,10.07,31.331,10.866,1.984,10.472
E01000179,10.548,12.668,10.945,0.309,10.882
E01000180,10.642,20.519,11.414,1.401,11.067
E01000181,10.479,40.585,12.623,3.783,11.334
E01000182,10.61,30.955,11.989,2.698,11.189
E01000183,10.659,22.226,11.378,1.523,10.96
E01000184,10.059,97.845,13.4,8.375,10.995
E01000185,10.607,29.639,12.064,3.121,11.082
E01000186,8.634,41.222,10.445,4.187,9.48
E01000187,8.521,9.845,8.879,0.257,8.824
E01000188,8.197,36.92,9.524,2.534,8.739
E01000189,9.007,37.088,10.788,3.92,9.545
E01000190,8.988,20.463,9.433,0.993,9.213
E01000191,9.168,59.849,11.821,5.49,9.999
E01000192,9.306,28.629,10.769,2.788,9.841
E01000193,9.046,33.039,10.123,2.154,9.629
E01000194,9.361,48.198,11.294,4.211,10.051
E01000195,8.341,23.144,9.636,1.84,9.088
E01000196,10.491,47.521,13.074,4.719,11.445
E01000197,10.393,36.463,11.835,2.582,11.001
E01000198,10.353,60.666,13.945,7.293,11.463
E01000199,9.965,18.224,10.611,1.077,10.27
E01000200,10.11,28.643,11.572,2.616,10.805
E01000201,10.642,117.259,13.375,7.329,11.601
E01000202,10.575,30.585,11.774,3.331,11.011
E01000203,10.65,151.997,16.47,15.498,12.244
E01000204,9.973,27.914,10.771,1.637,10.375
E01000205,10.628,73.968,13.376,6.847,11.535
E01000206,10.431,39.456,11.19,1.796,10.78
E01000207,10.607,44.623,11.874,3.469,10.98
E01000208,10.706,39.336,12.718,4.224,11.345
E01000209,10.602,13.108,11.102,0.404,11.008
E01000210,10.598,98.951,13.196,8.33,11.118
E01000211,11.055,110.521,19.152,15.973,13.568
E01000212,10.624,34.53,11.796,2.186,11.243
E01000213,10.43,16.126,10.829,0.631,10.678
E01000214,10.842,31.356,11.908,2.33,11.299
E01000215,11.294,97.179,16.797,12.85,12.738
E01000216,11.166,26.711,11.739,1.433,11.482
E01000217,11.137,13.673,11.543,0.406,11.43
E01000218,11.281,28.179,12.703,2.457,12.118
E01000219,11.588,164.967,16.453,12.998,13.097
E01000220,11.588,28.859,12.604,2.068,12.074
E01000221,11.565,158.239,20.777,18.344,13.987
E01000222,11.178,61.902,13.147,5.653,11.788
E01000223,11.382,130.053,14.12,8.278,12.131
E01000224,11.247,16.861,11.967,0.75,11.773
E01000225,11.485,143.523,17.85,16.88,12.845
E01000226,9.469,32.105,11.205,3.365,10.248
E01000227,9.308,27.987,10.484,2.674,9.692
E01000228,8.029,56.938,9.622,3.986,8.694
E01000229,8.778,30.903,10.254,2.788,9.478
E01000230,8.631,42.623,9.876,2.584,9.4
E01000231,9.369,88.677,14.253,8.916,11.108
E01000232,9.376,54.08,12.183,4.96,10.372
E01000233,9.48,33.782,10.882,3.02,9.962
E01000234,9.69,33.718,11.334,2.232,10.571
E01000235,9.498,23.721,11.129,2.13,10.323
E01000236,11.4,87.904,15.302,9.816,12.446
E01000237,11.223,81.468,14.857,9.055,12.145
E01000238,11.295,113.658,15.226,11.633,11.986
E01000239,11.228,78.994,17.426,8.584,14.449
E01000240,10.563,137.141,15.669,9.06,12.566
E01000241,10.467,39.683,11.106,2.002,10.808
E01000242,11.094,61.925,13.662,6.076,11.818
E01000243,10.6,38.734,12.826,3.135,11.938
E01000244,10.577,28.205,12.216,2.288,11.61
E01000245,11.225,28.637,12.243,2.216,11.61
E01000246,7.718,28.786,8.173,1.01,7.946
E01000247,7.894,12.395,8.444,0.677,8.272
E01000248,7.912,23.005,9.235,2.056,8.666
E01000249,7.517,16.647,7.879,0.63,7.737
E01000250,7.884,38.652,9.274,3.287,8.437
E01000251,8.238,24.054,9.26,2.18,8.63
E01000252,8.171,26.543,8.69,1.088,8.488
E01000253,7.532,56.821,8.559,2.397,7.992
E01000254,7.536,19.052,8.03,0.909,7.792
E01000255,8.544,22.519,9.281,0.913,9.193
E01000256,9.332,73.677,12.314,6.644,10.349
E01000257,9.267,20.166,10.057,1.189,9.716
E01000258,9.106,57.116,11.457,4.27,10.077
E01000259,9.295,26.044,10.156,1.141,9.91
E01000260,9.696,103.621,14.394,8.716,11.103
E01000261,8.555,22.244,9.292,1.101,9.069
E01000263,9.166,64.34,11.238,5.555,9.952
E01000264,10.134,64.853,16.077,8.682,12.649
E01000265,9.37,22.391,10.575,2.003,9.936
E01000266,9.246,24.442,9.822,1.324,9.472
E01000267,8.561,22.654,9.39,1.491,8.974
E01000268,8.439,43.283,10.32,4.255,8.974
E01000269,8.502,36.615,10.062,3.764,9.077
E01000270,8.437,36.157,9.097,1.797,8.749
E01000271,8.517,37.93,10.119,4.002,9.018
E01000272,8.639,21.15,9.118,0.81,8.942
E01000273,8.684,43.803,10.423,3.685,9.433
E01000274,9.06,26.322,10.109,1.732,9.647
E01000275,8.82,13.394,9.213,0.487,9.105
E01000276,8.427,17.219,9.024,0.754,8.877
E01000277,9.103,10.204,9.389,0.184,9.353
E01000278,8.976,19.002,9.796,1.298,9.437
E01000279,8.0,24.709,8.587,1.244,8.37
E01000280,8.205,22.644,8.84,1.384,8.51
E01000281,9.249,50.85,11.627,5.253,9.909
E01000282,8.524,37.816,9.581,2.223,9.074
E01000283,8.584,12.955,8.994,0.516,8.895
E01000284,8.99,29.864,10.305,2.956,9.4
E01000285,8.007,11.115,8.341,0.441,8.216
E01000286,7.963,8.931,8.134,0.16,8.074
E01000287,7.968,10.078,8.26,0.275,8.176
E01000288,8.233,47.548,9.207,2.889,8.559
E01000289,8.096,14.298,8.667,0.858,8.455
E01000290,7.914,60.273,8.682,3.276,8.099
E01000291,8.061,10.584,8.267,0.232,8.207
E01000292,8.168,23.764,8.836,1.33,8.523
E01000293,8.241,37.994,8.992,2.27,8.552
E01000294,7.967,22.836,8.491,1.245,8.225
E01000295,10.272,35.725,10.883,1.455,10.624
E01000296,9.757,46.526,12.037,4.409,10.666
E01000297,10.351,38.225,12.034,2.991,11.147
E01000298,10.047,34.058,12.006,3.838,10.59
E01000299,9.504,56.191,12.046,4.508,10.575
E01000300,9.298,11.79,9.787,0.436,9.721
E01000301,9.262,23.057,9.89,0.686,9.775
E01000302,9.669,50.866,11.79,4.869,10.29
E01000303,9.355,13.485,9.956,0.569,9.819
E01000304,9.413,18.129,10.243,1.09,9.987
E01000305,10.63,141.925,14.027,9.155,11.362
E01000306,11.658,34.391,14.72,4.484,12.806
E01000307,11.61,185.421,21.101,21.32,13.649
E01000308,10.477,40.307,11.243,1.44,10.917
E01000309,11.689,59.599,15.147,5.68,13.03
E01000310,11.496,106.335,17.64,12.699,13.201
E01000311,11.468,109.451,14.003,7.104,12.503
E01000312,10.646,54.049,12.539,4.762,11.567
E01000313,11.47,63.377,16.511,6.713,13.898
E01000314,11.442,69.505,13.617,6.824,12.168
E01000315,10.038,61.39,12.116,6.181,10.495
E01000316,10.069,62.555,12.465,4.921,10.875
E01000317,10.054,33.204,11.308,3.024,10.498
E01000318,9.618,34.47,11.4,3.198,10.55
E01000319,10.055,36.319,11.205,2.353,10.427
E01000320,9.324,29.616,10.499,3.292,9.744
E01000321,9.346,31.315,11.679,5.196,9.866
E01000322,9.563,26.877,10.322,2.302,9.878
E01000323,9.716,48.481,12.0,4.371,10.578
E01000324,9.591,31.046,10.62,2.564,9.99
E01000325,8.207,15.336,8.632,0.468,8.554
E01000326,8.206,23.589,8.803,1.302,8.557
E01000327,8.768,24.411,9.588,1.576,9.138
E01000328,8.193,21.052,8.492,0.51,8.388
E01000329,8.429,37.648,9.71,2.755,9.048
E01000330,8.753,27.801,10.521,2.916,9.635
E01000331,8.484,43.848,9.892,3.1,8.937
E01000332,8.655,19.293,9.366,1.443,8.963
E01000333,8.718,19.63,9.636,1.376,9.243
E01000334,8.741,16.299,9.29,0.965,9.106
E01000335,8.25,42.417,9.21,1.609,8.878
E01000336,8.828,12.883,9.503,0.739,9.301
E01000337,8.74,13.066,9.027,0.377,8.919
E01000338,8.775,16.233,9.161,0.668,9.013
E01000339,9.022,17.005,9.643,1.081,9.364
E01000340,9.242,20.025,10.623,1.606,10.199
E01000341,9.155,20.161,9.882,1.174,9.584
E01000342,9.154,10.101,9.389,0.197,9.322
E01000343,9.012,24.764,9.799,1.555,9.373
E01000344,9.141,17.995,9.747,1.169,9.465
E01000345,9.032,10.573,9.324,0.282,9.234
E01000346,8.924,14.115,9.549,0.623,9.4
E01000347,9.416,22.818,10.652,1.832,10.044
E01000348,8.728,14.236,9.631,0.931,9.331
E01000349,8.717,40.114,12.49,5.382,10.461
E01000350,8.872,16.934,9.46,0.925,9.208
E01000351,8.781,19.63,9.681,1.565,9.277
E01000352,9.286,65.113,14.028,6.914,11.452
E01000353,8.794,25.431,9.665,1.427,9.288
E01000354,9.058,17.027,9.685,0.865,9.461
E01000355,8.684,25.698,9.205,1.49,8.884
E01000356,9.187,23.799,10.375,2.018,9.708
E01000357,9.061,12.744,9.313,0.285,9.223
E01000358,8.936,24.025,9.684,1.79,9.274
E01000359,9.012,25.544,10.393,2.368,9.576
E01000360,8.915,28.879,10.287,2.505,9.552
E01000361,9.084,34.838,10.527,3.525,9.482
E01000362,8.978,35.369,10.487,2.791,9.596
E01000363,9.039,37.924,10.983,3.896,9.645
E01000364,8.916,35.84,10.873,4.05,9.41
E01000365,8.884,21.536,9.501,1.453,9.115
E01000366,8.911,27.428,9.614,1.036,9.445
E01000367,8.532,41.824,9.569,3.168,8.839
E01000368,8.28,10.377,8.57,0.269,8.522
E01000369,8.35,11.539,8.741,0.385,8.648
E01000370,8.426,21.842,9.272,1.552,8.847
E01000371,8.304,9.107,8.532,0.166,8.477
E01000372,8.517,10.047,8.722,0.177,8.669
E01000373,8.624,23.063,9.398,1.488,9.058
E01000374,7.995,55.235,10.158,5.194,8.596
E01000375,8.099,30.545,9.026,2.126,8.533
E01000376,8.033,16.294,8.385,0.497,8.281
E01000377,8.044,21.461,8.798,1.507,8.448
E01000379,8.101,26.896,8.459,0.877,8.322
E01000380,8.156,53.485,11.641,6.533,9.519
E01000381,7.753,24.452,8.493,1.533,8.22
E01000382,8.197,13.926,8.705,0.493,8.652
E01000383,7.586,29.693,8.296,1.463,7.957
E01000384,8.479,25.24,9.477,2.1,8.944
E01000385,8.146,31.891,9.01,2.196,8.531
E01000386,8.355,43.788,10.212,3.897,8.917
E01000387,8.381,22.261,8.841,0.78,8.664
E01000388,8.905,24.01,9.441,0.888,9.33
E01000389,9.062,26.166,10.267,2.574,9.511
E01000390,8.909,58.868,10.954,4.48,9.471
E01000391,9.023,47.908,11.353,5.871,9.689
E01000392,9.193,23.21,10.596,2.211,9.891
E01000393,9.032,24.397,10.024,2.084,9.444
E01000394,9.102,26.949,10.562,2.32,9.852
E01000395,9.248,25.367,10.11,1.769,9.714
E01000396,9.427,10.445,9.773,0.19,9.728
E01000398,9.241,12.284,9.552,0.401,9.43
E01000399,9.28,23.29,10.194,1.719,9.759
E01000400,9.176,24.969,10.289,1.87,9.746
E01000401,9.307,17.609,9.797,1.009,9.535
E01000402,8.623,18.722,9.186,1.16,8.855
E01000403,8.286,46.143,10.425,3.875,9.274
E01000404,8.371,21.471,9.547,1.856,9.051
E01000405,8.441,19.374,9.297,1.473,8.88
E01000406,8.491,16.429,9.096,1.09,8.745
E01000407,8.477,19.931,9.168,1.382,8.795
E01000408,8.212,26.934,9.207,1.511,8.821
E01000409,9.308,18.234,10.155,1.296,9.761
E01000410,9.574,27.112,10.049,0.785,9.916
E01000411,9.847,41.254,11.097,2.993,10.39
E01000412,9.568,58.39,13.307,7.58,10.798
E01000413,9.864,53.042,16.077,9.785,12.036
E01000414,9.475,29.092,11.017,2.774,10.1
E01000415,9.478,16.2,9.901,0.537,9.771
E01000416,9.385,36.46,10.738,3.078,10.071
E01000417,8.784,33.692,9.857,2.258,9.274
E01000418,8.754,29.804,9.519,1.295,9.233
E01000419,9.146,25.6,9.711,1.351,9.475
E01000420,8.96,36.12,10.067,2.731,9.347
E01000421,8.982,28.076,10.266,2.834,9.513
E01000422,9.35,42.439,11.058,3.119,10.334
E01000423,9.097,31.673,10.593,3.33,9.554
E01000424,8.883,14.237,9.344,0.77,9.128
E01000425,8.945,13.127,9.173,0.305,9.093
E01000426,8.992,27.287,10.709,2.833,9.664
E01000427,8.836,26.07,9.841,2.292,9.186
E01000428,8.458,40.335,10.061,3.242,9.063
E01000429,8.096,13.81,8.867,0.888,8.63
E01000430,7.389,106.366,8.24,4.5,7.686
E01000431,8.604,43.046,10.864,5.044,9.401
E01000433,8.199,39.151,10.065,4.213,8.903
E01000434,7.532,23.504,7.931,0.689,7.785
E01000435,8.546,39.653,10.359,4.571,9.091
E01000436,8.913,14.496,9.128,0.28,9.051
E01000437,8.597,15.481,8.993,0.629,8.829
E01000438,8.642,18.242,9.206,0.949,9.037
E01000439,8.541,18.757,9.38,1.495,9.006
E01000440,8.681,15.719,9.125,0.892,8.898
E01000441,8.656,20.434,9.129,1.054,8.869
E01000442,8.673,18.159,9.477,1.312,9.141
E01000443,8.702,23.461,9.748,1.884,9.199
E01000444,7.804,27.586,8.754,1.762,8.359
E01000445,8.216,16.454,8.855,1.102,8.639
E01000446,8.656,15.257,9.043,0.414,8.975
E01000447,8.262,43.306,10.374,3.766,9.162
E01000448,8.549,20.978,9.293,1.505,8.851
E01000449,8.735,32.854,9.994,2.85,9.219
E01000450,9.17,19.274,9.725,0.939,9.511
E01000451,9.172,22.652,10.092,1.89,9.568
E01000452,9.108,22.31,9.784,1.526,9.427
E01000453,9.037,10.182,9.273,0.223,9.193
E01000454,9.182,22.971,10.083,1.602,9.658
E01000455,9.086,16.415,9.399,0.525,9.27
E01000456,9.013,9.755,9.184,0.152,9.118
E01000457,8.909,42.52,10.895,3.478,9.742
E01000458,8.638,12.96,9.113,0.643,8.953
E01000459,8.772,26.487,9.601,1.84,9.138
E01000460,8.731,15.459,9.066,0.485,9.003
E01000461,8.739,24.323,9.72,1.952,9.157
E01000462,8.83,30.514,10.039,2.261,9.414
E01000463,8.979,15.827,9.358,0.656,9.218
E01000464,8.93,9.802,9.219,0.15,9.192
E01000465,8.86,12.476,9.261,0.545,9.047
E01000466,8.52,20.385,9.201,1.025,8.989
E01000467,9.151,11.782,9.53,0.378,9.38
E01000468,9.022,11.029,9.513,0.35,9.389
E01000469,9.011,19.981,9.702,1.394,9.353
E01000470,9.027,33.71,10.95,3.467,9.884
E01000471,11.118,12.466,11.46,0.282,11.41
E01000472,10.698,50.189,12.704,4.353,11.607
E01000473,10.605,30.162,12.255,3.11,11.253
E01000474,10.547,15.322,10.801,0.324,10.72
E01000475,10.151,30.432,12.467,3.37,11.262
E01000476,10.645,27.966,11.772,2.191,11.249
E01000477,10.757,30.35,12.548,2.349,11.95
E01000478,10.977,28.507,11.832,1.965,11.354
E01000479,10.058,34.494,11.799,2.632,10.993
E01000480,9.836,25.434,10.565,1.352,10.297
E01000481,9.806,34.082,11.687,3.002,10.696
E01000483,10.579,64.179,11.654,4.269,10.921
E01000484,9.568,27.204,10.361,1.773,9.921
E01000485,9.422,35.233,11.348,3.646,10.218
E01000486,9.508,19.184,9.871,0.862,9.683
E01000487,9.503,28.691,10.75,2.018,10.131
E01000488,11.432,19.963,12.059,1.057,11.726
E01000489,11.444,22.392,12.227,1.281,11.886
E01000490,12.019,44.145,13.676,2.995,12.845
E01000491,11.515,24.749,12.366,1.543,11.919
E01000492,11.462,21.095,12.103,1.279,11.761
E01000493,11.516,19.92,12.221,1.193,11.887
E01000494,11.778,21.055,13.042,1.918,12.32
E01000495,11.918,37.653,13.218,2.059,12.515
E01000497,11.284,31.258,12.747,2.482,11.92
E01000498,10.804,137.454,16.901,17.271,12.249
E01000499,10.906,156.131,17.12,15.065,13.073
E01000501,11.249,17.443,11.871,0.777,11.702
E01000502,11.052,28.764,11.802,1.643,11.388
E01000503,11.04,19.001,11.52,0.888,11.271
E01000504,11.226,13.924,11.512,0.27,11.449
E01000505,11.249,12.362,11.507,0.198,11.463
E01000506,12.288,186.207,19.211,22.558,13.389
E01000507,11.049,15.412,11.58,0.564,11.452
E01000508,11.965,160.648,15.772,9.305,13.204
E01000509,12.223,131.815,18.656,17.832,13.522
E01000510,11.344,128.918,16.473,12.093,13.339
E01000511,11.172,38.673,14.613,4.904,13.02
E01000512,11.226,32.938,12.639,2.427,11.987
E01000513,10.67,31.934,12.329,3.104,11.406
E01000514,10.448,23.942,11.305,1.838,10.834
E01000515,9.74,33.06,11.274,2.99,10.36
E01000516,10.58,51.581,12.209,3.329,11.259
E01000517,9.618,24.662,10.603,1.691,10.174
E01000518,9.709,29.649,11.006,1.966,10.589
E01000519,9.681,19.519,10.34,1.133,10.002
E01000520,9.819,25.978,11.02,1.793,10.582
E01000521,12.388,94.324,18.675,11.069,14.548
E01000522,11.604,22.544,12.437,1.592,11.948
E01000523,11.867,55.974,13.746,4.325,12.525
E01000524,12.629,97.901,15.684,7.073,13.317
E01000525,11.851,48.699,14.39,4.464,12.923
E01000526,11.664,46.75,14.308,5.511,12.414
E01000527,11.897,22.216,12.679,1.404,12.326
E01000528,11.721,47.22,14.468,5.012,12.877
E01000530,11.808,37.611,13.436,2.714,12.532
E01000531,11.997,45.859,14.364,4.622,12.682
E01000532,12.102,34.402,13.998,4.031,12.799
E01000533,11.8,39.048,13.586,3.064,12.552
E01000534,11.732,29.709,12.833,2.127,12.194
E01000535,11.912,54.596,15.393,5.51,13.499
E01000536,9.174,29.453,10.167,2.433,9.507
E01000538,9.132,10.75,9.3,0.163,9.238
E01000539,9.26,31.96,9.784,1.146,9.557
E01000540,9.177,12.617,9.526,0.523,9.372
E01000541,9.234,31.01,10.554,2.82,9.767
E01000543,9.33,30.298,11.526,3.533,10.283
E01000544,13.465,24.778,14.637,1.911,14.106
E01000545,12.296,43.665,14.513,5.057,12.956
E01000546,12.308,22.511,13.576,2.138,12.802
E01000547,12.297,21.165,12.929,0.772,12.8
E01000548,12.744,44.722,15.523,5.225,13.735
E01000549,12.284,28.746,13.783,2.649,13.055
E01000550,12.855,47.346,14.87,3.68,13.777
E01000551,12.849,30.217,14.109,2.382,13.372
E01000552,13.392,32.428,15.736,3.592,14.214
E01000553,11.232,35.389,12.483,3.052,11.695
E01000554,11.031,25.525,11.359,0.865,11.245
E01000555,11.074,15.149,11.614,0.718,11.392
E01000556,11.822,40.22,15.305,5.203,13.279
E01000557,11.33,31.478,12.968,2.787,12.062
E01000558,11.649,38.073,12.835,2.728,12.17
E01000559,11.308,21.203,12.099,1.773,11.666
E01000560,11.631,27.002,12.639,2.103,12.003
E01000561,12.07,40.587,14.173,4.335,12.688
E01000562,9.077,35.369,10.36,2.267,9.757
E01000563,9.153,35.453,10.628,3.061,9.747
E01000564,9.431,25.602,10.822,2.802,9.895
E01000565,9.501,25.967,10.538,1.93,10.037
E01000566,9.283,10.561,9.564,0.209,9.517
E01000567,9.52,20.211,10.063,1.026,9.807
E01000568,9.037,35.051,10.193,3.178,9.372
E01000569,9.072,10.459,9.35,0.244,9.285
E01000570,9.952,22.806,10.557,1.539,10.188
E01000571,10.071,53.718,11.447,3.347,10.597
E01000572,9.22,10.068,9.406,0.152,9.349
E01000573,9.273,10.529,9.656,0.281,9.609
E01000574,9.266,10.115,9.433,0.148,9.382
E01000575,9.407,23.529,10.494,1.945,9.986
E01000576,9.756,36.565,10.995,2.878,10.138
E01000577,9.408,27.984,10.142,1.779,9.699
E01000578,9.95,42.059,12.096,3.297,11.036
E01000579,12.348,23.571,13.46,1.235,13.083
