LSOA11CD,NO2-2016-min,NO2-2016-max,NO2-2016-mean,NO2-2016-std,NO2-2016-median
E01000059,30.596,36.505,31.31,0.805,31.078
E01000060,28.333,60.515,30.219,2.867,29.703
E01000061,28.332,56.045,30.276,3.389,29.275
E01000062,29.386,40.411,30.254,1.222,30.071
E01000063,29.835,53.187,31.47,3.043,30.564
E01000064,29.38,52.06,30.809,2.773,29.986
E01000065,29.826,50.62,31.597,3.366,30.5
E01000066,31.677,56.247,32.652,1.728,32.353
E01000067,32.163,59.673,34.16,3.854,32.955
E01000068,32.443,56.579,33.644,2.302,33.144
E01000069,31.748,42.336,32.739,0.787,32.633
E01000070,32.095,59.969,34.192,3.554,33.223
E01000071,31.765,43.144,32.937,1.24,32.676
E01000072,31.469,55.403,32.372,1.98,31.733
E01000073,31.381,39.824,32.075,0.77,31.869
E01000074,31.143,47.11,32.299,2.367,31.634
E01000075,30.221,47.195,31.433,1.771,31.087
E01000076,31.117,46.46,32.076,1.641,31.681
E01000077,30.962,60.763,32.958,3.852,31.749
E01000078,30.322,60.713,32.822,3.875,31.628
E01000079,30.025,51.935,31.298,2.895,30.48
E01000080,30.169,51.567,31.818,2.678,31.095
E01000081,29.864,34.091,30.491,0.469,30.397
E01000082,29.884,45.124,31.038,1.95,30.474
E01000083,30.537,59.864,32.548,3.202,31.551
E01000084,30.451,61.929,32.606,3.689,31.401
E01000085,30.396,55.697,31.897,2.23,31.359
E01000086,30.596,49.917,31.946,2.78,31.113
E01000087,30.488,55.068,33.217,4.12,31.7
E01000088,29.494,37.282,30.576,1.097,30.368
E01000089,29.522,31.484,30.258,0.399,30.206
E01000090,29.482,59.249,31.873,3.512,30.892
E01000091,31.194,35.103,31.972,0.761,31.554
E01000092,30.282,77.25,32.443,4.268,31.365
E01000093,31.449,90.116,36.228,7.627,33.629
E01000094,30.555,37.23,31.403,0.814,31.174
E01000095,30.417,80.41,33.421,5.476,31.666
E01000096,31.432,89.535,35.571,5.818,33.451
E01000097,30.625,50.802,32.575,2.831,31.546
E01000098,30.619,49.807,32.254,2.573,31.56
E01000099,29.67,53.178,31.333,2.407,30.644
E01000100,29.595,42.198,30.725,2.051,30.211
E01000101,29.752,56.392,31.79,4.069,30.559
E01000102,29.598,36.54,30.785,1.231,30.465
E01000103,28.642,43.581,29.517,1.154,29.334
E01000104,28.526,51.208,31.347,3.542,30.266
E01000105,29.607,50.807,31.021,2.224,30.458
E01000106,29.488,38.409,30.311,1.109,30.004
E01000107,27.888,34.497,28.524,0.547,28.426
E01000108,28.643,54.347,30.428,3.16,29.701
E01000109,29.661,44.305,30.506,1.378,30.173
E01000110,28.873,49.632,30.795,2.407,30.196
E01000111,29.758,55.699,32.592,4.083,31.291
E01000112,30.017,84.974,32.62,5.429,30.856
E01000113,30.293,63.408,32.431,4.356,31.206
E01000114,28.788,64.346,31.934,4.529,30.756
E01000115,30.182,51.948,31.635,2.015,31.261
E01000116,30.171,54.168,32.341,3.011,31.585
E01000117,30.76,47.361,31.671,1.486,31.331
E01000118,30.974,53.91,33.122,2.965,32.218
E01000119,31.054,33.721,31.47,0.335,31.362
E01000120,31.134,94.274,32.664,3.808,31.808
E01000121,31.258,42.516,31.943,1.113,31.645
E01000122,31.252,44.771,32.57,1.476,32.187
E01000123,31.569,43.276,32.738,1.364,32.458
E01000124,32.675,62.335,35.566,3.898,34.307
E01000125,32.072,67.782,34.091,3.805,32.979
E01000126,32.758,39.755,33.795,1.019,33.614
E01000127,31.892,44.297,32.777,1.587,32.348
E01000128,32.299,39.01,32.924,0.681,32.724
E01000129,32.277,71.75,36.896,6.881,34.499
E01000130,32.294,39.846,33.127,1.118,32.839
E01000131,32.388,73.527,33.603,2.384,33.088
E01000132,31.896,36.68,32.496,0.636,32.324
E01000133,32.166,37.422,32.937,0.769,32.716
E01000134,31.958,56.017,33.817,3.154,32.893
E01000135,36.071,80.021,38.456,5.439,36.847
E01000136,35.532,61.267,36.888,2.102,36.497
E01000137,36.303,56.112,38.116,2.689,37.311
E01000138,36.451,82.945,41.294,8.276,38.212
E01000139,36.191,82.093,39.198,5.779,37.399
E01000140,36.792,66.894,41.061,5.304,39.162
E01000141,36.646,101.784,39.789,6.094,37.997
E01000142,36.428,60.11,37.378,1.851,36.974
E01000143,36.231,86.855,37.784,4.116,37.046
E01000144,36.368,66.748,38.981,4.514,37.659
E01000145,36.306,67.558,37.934,3.712,36.863
E01000146,36.33,72.407,40.081,5.461,37.943
E01000147,35.35,57.457,36.387,2.154,35.921
E01000148,33.336,73.312,37.252,4.797,35.733
E01000150,35.242,70.166,36.801,3.46,35.881
E01000151,33.688,43.041,34.822,1.113,34.489
E01000152,33.212,48.847,36.09,3.406,34.79
E01000153,32.616,38.815,33.438,0.685,33.247
E01000154,33.865,40.285,34.951,1.167,34.561
E01000155,33.068,48.757,34.615,1.391,34.377
E01000156,34.005,63.936,36.452,4.605,35.037
E01000157,33.636,40.698,34.752,0.818,34.607
E01000158,32.061,51.522,33.048,1.406,32.75
E01000159,31.927,68.671,33.545,3.271,32.711
E01000160,32.592,91.935,35.721,6.996,33.969
E01000161,33.012,65.725,36.413,5.169,34.67
E01000162,32.912,76.213,36.712,6.107,34.778
E01000163,33.839,92.417,39.058,9.691,35.642
E01000164,33.463,84.386,37.638,7.353,35.023
E01000165,33.373,78.774,36.114,5.609,34.735
E01000166,28.032,30.421,28.859,0.446,28.818
E01000167,27.964,33.224,28.547,0.549,28.438
E01000168,28.937,30.967,29.503,0.359,29.418
E01000169,28.73,32.538,29.398,0.438,29.314
E01000170,29.277,52.517,31.108,2.595,30.498
E01000171,28.624,55.293,31.09,3.468,30.322
E01000172,29.596,47.206,30.512,1.933,30.062
E01000173,29.727,50.245,30.832,1.964,30.472
E01000174,30.446,49.453,32.352,3.249,31.255
E01000175,30.062,50.857,31.306,1.965,30.844
E01000176,34.857,80.344,41.802,10.873,37.15
E01000177,34.524,53.398,35.566,1.876,35.134
E01000178,33.728,61.238,35.042,2.803,34.475
E01000179,34.527,38.032,35.204,0.556,35.06
E01000180,34.726,48.543,35.913,1.886,35.435
E01000181,34.505,62.375,37.608,4.614,36.062
E01000182,34.659,75.847,37.015,4.435,35.679
E01000183,34.821,51.868,35.926,2.197,35.317
E01000184,33.669,87.077,37.645,7.243,35.174
E01000185,34.627,61.054,36.543,3.815,35.418
E01000186,30.154,62.13,32.767,4.586,31.746
E01000187,30.026,32.598,30.703,0.484,30.575
E01000188,29.011,64.721,31.479,4.36,29.988
E01000189,30.906,58.391,33.064,3.969,31.887
E01000190,30.901,48.397,31.656,1.755,31.237
E01000191,31.138,60.058,34.269,5.11,32.366
E01000192,31.233,60.805,33.339,3.672,32.135
E01000193,30.834,63.096,32.388,2.746,31.729
E01000194,31.272,72.555,33.84,4.943,32.285
E01000195,29.566,53.657,32.685,4.081,31.367
E01000196,34.238,112.177,37.622,6.7,35.625
E01000197,34.02,59.84,36.175,3.187,35.156
E01000198,34.12,79.085,38.164,6.218,35.97
E01000199,33.266,42.979,34.413,1.391,33.942
E01000200,33.692,56.367,35.837,3.38,34.877
E01000201,34.606,105.858,38.196,6.585,36.267
E01000202,34.436,58.234,35.692,2.615,35.246
E01000203,34.58,122.239,40.265,9.839,37.39
E01000204,33.253,76.998,34.426,2.528,33.954
E01000205,34.873,85.258,38.049,5.85,36.304
E01000206,34.515,65.372,35.689,2.355,35.106
E01000207,34.803,67.289,36.493,3.609,35.402
E01000208,34.895,65.095,37.572,4.71,35.953
E01000209,34.86,38.895,35.708,0.629,35.571
E01000210,34.683,86.498,37.592,7.043,35.59
E01000211,35.586,103.311,43.648,10.994,39.486
E01000212,34.832,63.777,36.76,3.062,35.942
E01000213,34.513,45.008,35.186,1.127,34.903
E01000214,35.246,58.996,36.874,2.845,36.062
E01000215,35.795,88.71,41.257,8.51,38.296
E01000216,35.604,59.897,36.519,1.752,36.187
E01000217,35.512,39.781,36.185,0.692,35.988
E01000218,35.829,61.692,38.183,3.771,37.276
E01000219,36.365,115.836,41.047,8.196,38.684
E01000220,36.359,60.505,37.974,2.946,37.232
E01000221,36.304,127.102,45.214,12.679,39.972
E01000222,35.853,79.142,38.169,5.108,36.734
E01000223,36.322,117.291,39.636,6.051,37.696
E01000224,36.032,46.782,37.321,1.397,36.99
E01000225,36.126,107.936,41.899,10.55,38.179
E01000226,31.39,57.425,34.059,3.852,32.918
E01000227,31.24,55.858,32.81,3.126,31.874
E01000228,28.733,66.551,31.551,4.075,30.503
E01000229,30.63,52.623,32.983,3.355,31.909
E01000230,30.265,59.387,32.099,2.717,31.577
E01000231,31.833,82.643,38.835,8.257,35.444
E01000232,31.515,73.2,35.482,5.839,33.341
E01000233,31.674,60.845,33.721,3.753,32.565
E01000234,32.102,55.866,34.953,3.365,33.82
E01000235,31.76,54.553,34.271,3.263,33.017
E01000236,35.942,92.407,40.114,7.474,37.558
E01000237,35.531,86.967,39.917,7.535,37.281
E01000238,35.635,100.616,38.783,7.38,36.635
E01000239,35.415,76.835,43.324,7.759,40.909
E01000240,34.172,122.015,40.281,8.065,37.338
E01000241,34.048,59.667,35.031,2.048,34.681
E01000242,35.084,79.391,37.929,5.136,36.245
E01000243,34.298,69.751,37.742,4.276,36.627
E01000244,34.272,70.416,37.123,3.667,36.16
E01000245,35.53,56.904,37.101,2.965,36.218
E01000246,27.896,60.69,28.765,1.779,28.325
E01000247,28.239,36.264,29.206,1.108,28.914
E01000248,28.22,53.642,30.444,3.476,29.504
E01000249,27.427,42.205,28.146,1.012,27.89
E01000250,28.068,78.157,30.384,4.588,29.136
E01000251,28.822,49.992,30.534,2.904,29.707
E01000252,28.876,53.722,30.169,2.551,29.575
E01000253,27.576,57.994,29.408,3.021,28.676
E01000254,27.21,46.093,28.231,1.477,27.875
E01000255,30.046,51.763,31.498,1.348,31.348
E01000256,31.706,74.9,35.508,5.819,33.5
E01000257,31.736,48.735,33.04,1.744,32.538
E01000258,31.182,65.976,34.682,4.873,32.863
E01000259,31.798,57.612,33.406,1.509,33.121
E01000260,32.483,80.947,38.166,7.762,34.906
E01000261,30.03,50.542,31.459,1.826,31.098
E01000262,29.785,52.161,31.254,1.173,31.105
E01000263,31.36,70.89,34.095,4.693,32.83
E01000264,33.151,83.133,40.949,8.085,37.554
E01000265,31.839,54.224,33.647,3.174,32.636
E01000266,31.599,52.326,32.556,2.056,31.994
E01000267,29.892,50.961,31.367,2.35,30.738
E01000268,29.552,65.529,32.167,5.186,30.449
E01000269,29.634,60.448,31.832,4.091,30.75
E01000270,29.567,57.268,30.708,2.159,30.179
E01000271,29.799,61.647,32.13,4.168,30.925
E01000272,30.35,53.815,31.248,1.395,30.947
E01000273,30.465,72.427,33.513,5.088,32.147
E01000274,31.21,53.58,33.133,2.842,32.33
E01000275,30.784,38.279,31.473,0.796,31.308
E01000276,29.851,40.382,31.083,1.157,30.894
E01000277,31.305,33.355,31.779,0.32,31.694
E01000278,31.171,45.869,32.427,1.682,31.971
E01000279,28.63,54.312,29.863,1.733,29.591
E01000280,29.179,53.683,30.448,1.955,29.959
E01000281,31.726,75.441,34.697,5.865,32.955
E01000282,29.832,61.764,31.923,2.948,31.224
E01000283,30.143,37.915,30.987,0.908,30.813
E01000284,31.086,64.913,32.544,4.506,31.615
E01000285,28.62,34.832,29.303,0.777,29.163
E01000286,28.441,30.507,28.845,0.329,28.746
E01000287,28.529,34.201,29.158,0.577,28.998
E01000288,29.159,65.489,30.5,3.171,29.725
E01000289,29.028,39.868,29.985,1.55,29.597
E01000290,28.444,65.159,29.586,2.697,28.906
E01000291,28.915,34.682,29.363,0.518,29.256
E01000292,28.875,51.71,30.129,2.693,29.439
E01000293,29.016,63.804,30.114,2.513,29.524
E01000294,28.439,50.183,29.263,1.483,28.935
E01000295,33.778,94.389,34.782,2.859,34.341
E01000296,32.64,114.353,35.795,6.194,34.289
E01000297,33.995,63.299,36.518,3.584,35.319
E01000298,33.193,94.194,36.018,6.384,34.269
E01000299,31.924,78.237,35.548,6.088,33.51
E01000300,31.683,36.041,32.495,0.717,32.394
E01000301,31.619,57.929,32.71,1.214,32.532
E01000302,32.279,99.535,34.754,6.952,33.285
E01000303,31.854,39.153,32.932,0.895,32.759
E01000304,31.972,46.455,33.508,1.657,33.145
E01000305,34.321,118.789,38.327,7.191,35.355
E01000306,36.399,76.062,41.302,6.236,38.593
E01000307,36.174,221.121,43.83,12.712,39.293
E01000308,33.587,64.069,34.737,1.788,34.29
E01000309,36.411,86.57,41.366,6.675,38.546
E01000310,35.974,98.376,42.091,9.089,38.708
E01000311,36.196,94.142,39.366,5.97,37.807
E01000312,33.726,65.627,35.758,3.39,34.975
E01000313,35.097,78.105,42.284,6.805,39.755
E01000314,35.84,81.809,38.224,5.45,37.031
E01000315,33.239,72.098,35.696,5.499,34.079
E01000316,33.329,73.422,36.604,5.446,34.775
E01000317,33.291,80.577,34.815,4.55,33.886
E01000318,32.294,59.978,35.023,3.47,34.113
E01000319,33.335,52.158,35.166,2.932,34.064
E01000320,31.59,76.792,32.678,3.856,32.107
E01000321,31.519,76.758,33.988,7.777,31.893
E01000322,31.9,39.797,32.659,0.719,32.504
E01000323,32.439,74.76,35.689,5.425,33.804
E01000324,32.133,63.634,33.848,3.026,33.062
E01000325,28.116,40.969,29.037,0.878,28.888
E01000326,28.07,64.311,29.09,2.169,28.723
E01000327,29.265,50.712,30.43,2.012,29.809
E01000328,28.055,44.435,28.738,0.873,28.577
E01000329,28.635,64.135,30.872,3.771,29.846
E01000330,29.246,54.847,32.097,4.121,30.898
E01000331,28.814,67.028,31.119,4.082,29.701
E01000332,29.514,44.683,30.528,2.088,29.945
E01000333,29.345,44.67,30.98,2.171,30.353
E01000334,29.392,41.316,30.296,1.351,30.062
E01000335,29.201,47.742,30.484,2.017,29.975
E01000336,29.684,34.117,30.746,0.932,30.529
E01000337,29.408,34.291,29.947,0.574,29.81
E01000338,29.654,42.366,30.294,1.085,30.028
E01000339,29.776,42.822,30.775,1.53,30.378
E01000340,30.284,46.535,32.487,2.212,31.988
E01000341,30.109,47.487,31.316,1.884,30.862
E01000342,30.111,31.956,30.55,0.376,30.407
E01000343,29.803,54.246,31.039,2.094,30.462
E01000344,30.045,41.943,30.938,1.425,30.61
E01000345,29.817,33.8,30.421,0.664,30.222
E01000346,29.547,37.329,30.583,0.964,30.413
E01000347,30.43,51.174,32.452,2.847,31.543
E01000348,29.164,38.153,30.692,1.461,30.269
E01000349,29.146,60.953,34.605,6.009,32.239
E01000350,29.475,41.57,30.526,1.327,30.159
E01000351,29.238,48.836,30.696,2.323,30.127
E01000352,30.165,84.028,36.459,7.765,33.715
E01000353,29.349,49.092,30.694,1.968,30.157
E01000354,29.751,39.689,30.91,1.358,30.514
E01000355,29.013,51.236,29.8,1.817,29.415
E01000356,30.08,47.584,31.793,2.492,30.944
E01000357,29.948,33.672,30.31,0.373,30.169
E01000358,29.465,50.267,30.683,2.377,30.104
E01000359,29.724,56.643,31.769,3.36,30.678
E01000360,29.459,58.459,31.925,4.08,30.73
E01000361,29.914,55.866,32.047,4.149,30.721
E01000362,29.647,57.198,31.787,3.444,30.67
E01000363,29.791,60.623,32.757,4.795,30.959
E01000364,29.595,56.229,32.364,4.652,30.585
E01000365,29.368,69.477,30.5,2.735,29.757
E01000366,29.441,42.92,30.803,1.326,30.555
E01000367,28.564,56.014,29.832,2.925,29.008
E01000368,28.207,33.042,28.639,0.445,28.544
E01000369,28.344,34.423,29.194,0.892,28.971
E01000370,28.625,50.692,30.059,2.467,29.4
E01000371,28.259,30.168,28.767,0.357,28.648
E01000372,28.581,32.806,29.02,0.392,28.911
E01000373,28.582,44.451,29.631,1.891,29.157
E01000374,27.362,68.707,30.052,4.841,28.531
E01000375,27.399,55.806,29.043,2.825,28.361
E01000376,27.705,46.567,28.285,0.857,28.077
E01000377,27.73,45.576,28.946,1.949,28.477
E01000378,27.884,67.843,30.023,3.726,28.859
E01000379,27.652,47.469,28.312,1.199,28.09
E01000380,27.827,73.819,32.368,6.604,30.213
E01000381,26.948,48.845,28.311,2.014,27.993
E01000382,28.136,34.329,29.07,0.79,29.007
E01000383,26.616,51.114,28.018,2.244,27.471
E01000384,28.606,53.705,30.268,2.614,29.644
E01000385,27.988,53.566,29.222,2.671,28.565
E01000386,28.425,61.189,31.086,4.844,29.384
E01000387,28.461,48.689,29.28,1.181,28.994
E01000388,29.692,54.09,30.819,1.284,30.654
E01000389,29.938,54.658,31.867,3.533,30.774
E01000390,29.703,59.41,32.421,4.884,30.599
E01000391,29.946,68.626,32.964,5.539,31.244
E01000392,30.488,53.524,33.22,3.904,32.035
E01000393,30.03,56.254,31.645,2.877,30.878
E01000394,30.087,52.471,32.372,3.29,31.326
E01000395,30.796,52.095,32.069,2.449,31.448
E01000396,30.956,32.833,31.505,0.348,31.381
E01000398,30.735,36.645,31.282,0.668,31.075
E01000399,30.846,52.436,32.212,2.423,31.62
E01000400,30.497,55.319,32.429,2.895,31.563
E01000401,30.657,45.512,31.507,1.548,31.162
E01000402,29.203,42.666,30.212,1.659,29.751
E01000403,28.428,65.249,31.387,4.259,30.018
E01000404,28.906,43.372,30.719,2.366,30.079
E01000405,29.177,46.891,30.733,2.257,30.064
E01000406,28.991,42.394,30.202,1.806,29.749
E01000407,28.667,43.914,29.772,1.788,29.285
E01000408,29.168,54.714,30.834,2.633,29.989
E01000409,30.589,45.748,31.992,1.93,31.423
E01000410,31.053,42.129,31.895,0.896,31.661
E01000411,31.545,64.169,33.363,3.185,32.479
E01000412,31.074,76.334,35.568,7.107,33.401
E01000413,31.39,82.443,38.558,10.073,34.679
E01000414,31.083,57.819,33.619,4.31,32.238
E01000415,30.865,39.652,31.683,0.859,31.457
E01000416,30.209,56.221,32.043,3.684,31.151
E01000417,29.46,61.051,31.178,3.062,30.319
E01000418,29.403,48.707,30.478,1.485,30.118
E01000419,29.927,51.428,30.897,1.725,30.538
E01000420,29.722,56.873,31.28,3.403,30.338
E01000421,29.656,52.792,31.425,3.32,30.586
E01000422,30.109,62.856,32.438,3.618,31.466
E01000423,29.925,55.769,31.87,3.679,30.714
E01000424,29.369,39.236,30.166,1.104,29.852
E01000425,29.558,37.513,30.054,0.638,29.893
E01000426,29.594,48.193,32.033,3.539,30.763
E01000427,29.234,52.28,30.842,3.273,29.883
E01000428,28.596,63.689,31.329,4.829,29.804
E01000429,28.067,37.512,29.229,1.356,28.87
E01000430,26.387,37.695,27.478,1.176,27.126
E01000431,28.75,60.514,31.361,4.493,30.055
E01000432,28.087,39.878,28.937,1.326,28.609
E01000433,28.055,56.008,30.527,4.175,29.258
E01000434,26.686,43.685,27.474,1.042,27.21
E01000435,28.533,53.717,30.816,4.176,29.554
E01000436,29.528,37.956,29.925,0.449,29.786
E01000437,29.0,38.28,29.676,0.883,29.454
E01000438,29.051,40.925,29.939,0.995,29.711
E01000439,28.757,45.629,30.17,2.298,29.639
E01000440,29.128,42.072,29.939,1.4,29.562
E01000441,28.998,45.241,29.854,1.722,29.422
E01000442,29.257,44.654,30.599,2.089,30.03
E01000443,29.078,49.588,30.603,2.468,29.885
E01000444,26.981,51.131,28.816,2.682,28.221
E01000445,27.965,38.825,29.061,1.274,28.906
E01000446,29.028,43.681,29.772,1.096,29.606
E01000447,28.032,59.434,31.254,4.847,29.721
E01000448,28.674,46.653,29.798,2.003,29.192
E01000449,29.063,57.0,30.969,3.617,29.999
E01000450,30.128,45.426,31.012,1.588,30.633
E01000451,30.143,48.555,31.58,2.564,30.872
E01000452,29.994,48.384,31.045,2.2,30.487
E01000453,29.912,32.003,30.357,0.376,30.236
E01000454,30.251,48.902,31.975,2.602,31.233
E01000455,30.128,45.831,30.831,1.131,30.584
E01000456,29.95,31.333,30.284,0.297,30.164
E01000457,29.614,64.216,32.576,4.442,31.076
E01000458,28.97,37.042,29.752,0.984,29.531
E01000459,29.421,53.288,30.81,2.525,30.149
E01000460,29.146,39.98,29.849,0.845,29.742
E01000461,29.147,50.373,30.478,2.447,29.774
E01000462,29.337,57.816,31.257,3.069,30.371
E01000463,29.634,39.674,30.281,0.844,30.099
E01000464,29.778,31.333,30.113,0.257,30.029
E01000465,29.757,33.487,30.325,0.721,30.063
E01000466,29.378,46.456,30.3,1.419,29.991
E01000467,30.217,34.291,30.893,0.608,30.661
E01000468,29.946,33.607,30.744,0.588,30.543
E01000469,30.069,46.021,31.025,1.478,30.69
E01000470,29.852,57.504,32.499,4.08,31.102
E01000471,35.6,38.106,36.236,0.511,36.128
E01000472,34.701,78.913,37.621,5.171,36.213
E01000473,34.705,63.647,37.662,4.892,35.961
E01000474,34.641,49.956,35.158,0.901,34.934
E01000475,33.66,60.435,37.127,4.532,35.561
E01000476,34.739,56.867,36.492,3.014,35.736
E01000477,35.063,55.03,37.613,2.55,37.027
E01000478,35.313,57.588,36.609,2.716,35.947
E01000479,33.268,61.584,36.153,3.485,35.095
E01000480,32.989,57.951,34.267,1.935,33.876
E01000481,32.857,63.424,35.763,4.043,34.452
E01000482,34.471,66.603,36.583,4.335,35.305
E01000483,34.533,81.547,35.754,3.289,35.085
E01000484,32.22,55.23,33.461,2.647,32.754
E01000485,31.934,60.663,34.795,4.439,33.429
E01000486,32.16,45.381,32.79,1.071,32.582
E01000487,32.252,54.571,34.349,2.657,33.515
E01000488,36.509,50.739,37.35,1.497,36.841
E01000489,36.56,51.901,37.737,1.953,37.204
E01000490,37.26,75.57,39.808,3.688,38.662
E01000491,36.592,59.814,37.93,2.369,37.253
E01000492,36.615,48.146,37.415,1.448,37.022
E01000493,36.714,48.294,37.81,1.599,37.392
E01000494,36.956,58.248,39.133,3.145,37.965
E01000495,37.12,82.602,39.58,4.459,38.116
E01000497,36.299,62.77,38.324,3.323,37.236
E01000498,34.608,92.754,39.807,9.411,37.086
E01000499,34.77,108.588,41.164,9.023,38.341
E01000501,35.983,46.67,36.942,1.218,36.681
E01000502,35.812,56.664,36.735,1.865,36.22
E01000503,35.814,46.973,36.501,1.072,36.222
E01000504,36.268,39.099,36.865,0.54,36.755
E01000505,36.345,40.299,37.05,0.613,36.888
E01000506,37.537,65.609,40.446,4.497,38.887
E01000507,35.871,44.813,37.087,1.09,36.853
E01000508,37.368,85.624,41.48,6.937,39.232
E01000509,37.373,99.53,43.143,10.853,39.353
E01000510,36.276,95.263,41.737,7.738,39.126
E01000511,36.275,67.149,40.589,6.016,38.512
E01000512,36.564,61.687,38.74,3.078,37.787
E01000513,33.937,59.411,36.119,3.67,35.001
E01000514,33.587,55.63,34.891,2.808,34.163
E01000515,32.319,61.069,34.542,3.917,33.327
E01000516,33.77,74.779,36.014,3.764,34.933
E01000517,32.211,57.931,34.014,3.465,33.105
E01000518,32.341,57.655,34.314,2.504,33.796
E01000519,32.272,45.086,33.524,1.687,33.091
E01000520,32.397,56.395,34.451,2.925,33.807
E01000521,38.084,114.178,45.836,11.372,41.729
E01000522,36.67,53.677,37.864,2.166,37.305
E01000523,37.079,113.936,39.795,7.675,38.259
E01000524,38.006,90.118,41.457,7.707,38.984
E01000525,37.066,74.085,40.154,5.079,38.698
E01000526,37.32,76.066,41.075,6.835,38.631
E01000527,37.386,53.018,38.744,1.984,38.241
E01000528,37.284,72.022,41.245,5.925,39.407
E01000530,37.467,65.749,40.146,3.755,38.831
E01000531,37.86,79.217,41.669,6.313,39.338
E01000532,38.161,75.814,41.436,6.305,39.372
E01000533,37.092,101.221,39.639,4.473,38.412
E01000534,37.25,56.945,38.972,2.743,38.149
E01000535,37.548,95.523,43.002,6.962,40.644
E01000536,31.289,60.596,32.913,3.371,31.904
E01000538,31.234,34.718,31.605,0.37,31.484
E01000539,31.589,57.415,32.569,1.435,32.234
E01000540,31.362,38.927,32.197,1.114,31.931
E01000541,31.359,59.274,33.521,4.19,32.255
E01000543,31.644,58.869,34.874,4.701,33.246
E01000544,39.934,53.885,41.165,1.667,40.731
E01000545,37.841,75.825,40.737,5.814,39.041
E01000546,37.85,51.802,39.483,2.589,38.576
E01000547,37.801,53.54,38.907,1.477,38.711
E01000548,38.742,74.088,42.299,5.814,40.351
E01000549,37.837,59.823,40.293,3.606,39.398
E01000550,39.114,69.056,41.573,3.743,40.519
E01000551,39.112,55.358,40.754,2.539,39.952
E01000552,39.926,67.584,42.576,4.248,41.074
E01000553,36.192,64.037,37.795,2.867,37.034
E01000554,35.81,56.572,36.409,1.26,36.237
E01000555,35.926,42.798,36.813,1.156,36.463
E01000556,37.093,83.343,42.218,7.764,39.41
E01000557,36.347,62.571,38.675,4.349,37.489
E01000558,36.763,63.761,38.374,3.159,37.567
E01000559,36.34,64.638,37.47,3.684,36.875
E01000560,36.756,71.901,38.168,3.489,37.361
E01000561,37.615,68.604,40.053,3.884,38.761
E01000562,31.233,55.518,33.367,2.975,32.52
E01000563,31.441,55.608,33.529,3.193,32.591
E01000564,32.262,56.992,34.554,4.033,33.206
E01000565,32.233,64.08,33.88,3.0,33.126
