LSOA11CD,PM10-2016-min,PM10-2016-max,PM10-2016-mean,PM10-2016-std,PM10-2016-median
E01000050,21.572,30.229,22.225,1.242,21.886
E01000051,21.666,32.688,22.514,1.597,22.025
E01000052,21.622,35.575,23.072,2.098,22.29
E01000053,21.333,33.528,22.846,1.687,22.357
E01000054,20.956,22.754,21.264,0.285,21.198
E01000055,20.902,22.919,21.245,0.318,21.17
E01000056,21.136,28.135,22.152,0.763,22.035
E01000057,20.693,25.433,21.262,0.672,21.074
E01000058,20.642,23.709,21.048,0.526,20.958
E01000059,20.877,23.77,21.462,0.397,21.426
E01000060,19.821,31.282,20.527,0.986,20.384
E01000061,19.817,30.445,20.542,1.254,20.208
E01000062,20.308,23.304,20.536,0.337,20.484
E01000063,20.372,28.737,20.924,1.06,20.614
E01000064,20.304,27.87,20.801,0.936,20.531
E01000065,20.376,26.747,20.965,1.171,20.591
E01000066,21.209,31.025,21.852,0.685,21.82
E01000067,21.245,30.982,22.037,1.371,21.648
E01000068,21.068,30.34,21.527,0.849,21.342
E01000069,21.191,25.229,21.351,0.233,21.295
E01000070,20.955,30.881,21.652,1.168,21.37
E01000071,21.053,25.604,21.383,0.466,21.27
E01000072,20.99,29.438,21.503,0.703,21.329
E01000073,21.38,24.286,21.946,0.391,21.958
E01000074,21.096,27.24,21.577,0.859,21.385
E01000075,20.555,26.366,20.942,0.583,20.81
E01000076,20.825,26.963,21.236,0.643,21.078
E01000077,20.862,29.342,21.545,1.267,21.16
E01000078,20.543,32.517,21.414,1.448,20.982
E01000079,20.418,29.303,20.919,1.128,20.61
E01000080,20.511,29.123,21.102,0.998,20.833
E01000081,20.372,21.882,20.584,0.163,20.56
E01000082,20.389,26.249,20.798,0.746,20.59
E01000083,20.621,30.691,21.303,1.138,20.966
E01000084,20.65,30.238,21.321,1.081,21.022
E01000085,20.673,28.67,21.17,0.65,21.05
E01000086,20.847,26.759,21.431,0.87,21.215
E01000087,20.675,30.421,21.818,1.427,21.395
E01000088,20.271,22.711,20.686,0.335,20.651
E01000089,20.202,20.897,20.472,0.141,20.461
E01000090,20.15,31.497,20.97,1.252,20.644
E01000091,20.762,21.725,21.006,0.23,20.891
E01000092,20.279,40.41,21.261,1.747,20.871
E01000093,20.862,53.108,22.726,3.608,21.575
E01000094,20.449,22.624,20.793,0.267,20.727
E01000095,20.401,41.729,22.082,2.188,21.41
E01000096,20.819,51.001,22.425,2.367,21.588
E01000097,20.581,26.856,21.223,0.878,20.924
E01000098,20.564,27.008,21.075,0.823,20.867
E01000099,20.62,27.647,21.022,0.722,20.803
E01000100,20.302,24.688,20.751,0.722,20.582
E01000101,20.367,30.464,21.067,1.368,20.667
E01000102,20.305,22.351,20.686,0.386,20.59
E01000103,19.867,25.361,20.226,0.411,20.165
E01000104,19.884,28.168,20.871,1.224,20.517
E01000105,20.412,25.899,20.817,0.601,20.663
E01000106,20.331,22.96,20.607,0.306,20.525
E01000107,19.76,22.097,20.176,0.202,20.177
E01000108,20.313,29.309,20.923,1.074,20.674
E01000109,20.707,25.511,21.036,0.45,20.943
E01000110,19.861,27.495,20.643,0.874,20.455
E01000111,20.409,30.494,21.573,1.48,21.155
E01000112,20.724,40.882,21.513,1.864,20.992
E01000113,20.714,31.764,21.27,1.38,20.894
E01000114,20.019,32.596,21.213,1.517,20.852
E01000115,20.104,27.893,20.556,0.692,20.434
E01000116,20.139,28.4,20.78,0.98,20.544
E01000117,20.461,26.322,20.714,0.521,20.597
E01000118,20.409,27.616,21.078,0.955,20.794
E01000119,20.351,21.097,20.468,0.096,20.436
E01000120,20.399,49.726,20.892,1.54,20.59
E01000121,20.397,24.325,20.664,0.383,20.589
E01000122,20.4,24.719,20.789,0.461,20.667
E01000123,20.522,24.542,20.911,0.455,20.819
E01000124,20.862,30.815,21.807,1.297,21.383
E01000125,20.879,33.789,21.491,1.27,21.131
E01000126,21.668,23.397,22.284,0.398,22.201
E01000127,20.796,25.112,21.108,0.518,20.979
E01000128,21.0,22.913,21.326,0.249,21.269
E01000129,20.925,34.679,22.402,2.38,21.561
E01000130,21.075,23.199,21.536,0.311,21.486
E01000131,21.062,35.341,22.169,0.921,22.036
E01000132,20.785,22.601,20.991,0.239,20.945
E01000133,20.907,22.638,21.302,0.278,21.269
E01000134,20.789,29.633,21.422,1.104,21.104
E01000135,21.83,37.62,22.641,1.962,22.115
E01000136,21.557,29.92,21.979,0.672,21.856
E01000137,21.887,28.326,22.431,0.853,22.182
E01000138,22.054,39.287,23.573,2.93,22.502
E01000139,21.911,38.729,22.798,1.849,22.238
E01000140,21.988,30.954,23.238,1.671,22.631
E01000141,22.162,43.087,22.92,1.716,22.424
E01000142,22.053,29.134,22.311,0.538,22.203
E01000143,21.917,38.424,22.349,1.297,22.146
E01000144,21.923,31.262,22.64,1.283,22.279
E01000145,22.02,33.667,22.52,1.218,22.193
E01000146,21.903,32.335,22.874,1.497,22.32
E01000147,24.353,31.815,25.396,0.944,25.196
E01000148,22.347,36.058,24.612,1.768,24.518
E01000150,22.096,34.566,23.469,1.22,23.332
E01000151,22.088,25.203,22.66,0.307,22.613
E01000152,21.724,25.774,22.56,0.822,22.265
E01000153,21.437,23.262,21.991,0.321,21.979
E01000154,22.616,25.425,23.39,0.529,23.264
E01000155,22.412,28.981,23.8,0.805,23.714
E01000156,21.066,30.444,21.768,1.383,21.36
E01000157,21.001,22.866,21.3,0.218,21.262
E01000158,20.68,27.108,20.96,0.459,20.858
E01000159,20.67,33.563,21.185,1.227,20.878
E01000160,20.823,44.766,21.813,2.589,21.201
E01000161,20.931,32.347,21.95,1.725,21.384
E01000162,20.888,35.205,21.99,2.004,21.38
E01000163,21.08,42.417,22.625,3.248,21.535
E01000164,21.004,38.902,22.189,2.379,21.38
E01000165,20.997,36.543,21.793,1.908,21.346
E01000166,19.447,20.155,19.681,0.132,19.669
E01000167,19.406,21.245,19.618,0.185,19.591
E01000168,19.723,20.418,19.916,0.119,19.913
E01000169,19.668,20.845,19.904,0.142,19.884
E01000170,19.884,27.31,20.473,0.812,20.298
E01000171,19.678,28.298,20.446,1.059,20.235
E01000172,19.94,25.709,20.243,0.625,20.106
E01000173,20.026,25.602,20.406,0.6,20.313
E01000174,20.426,26.557,20.958,1.027,20.624
E01000175,20.183,27.897,20.667,0.687,20.547
E01000176,21.541,41.187,24.012,4.322,22.203
E01000177,21.456,27.236,21.735,0.567,21.61
E01000178,21.001,29.609,21.451,0.898,21.275
E01000179,21.46,22.499,21.643,0.159,21.599
E01000180,21.488,26.007,21.861,0.606,21.7
E01000181,21.281,29.807,22.185,1.32,21.767
E01000182,21.418,33.302,21.992,1.203,21.648
E01000183,21.505,26.8,21.873,0.673,21.697
E01000184,20.976,42.295,22.261,2.506,21.454
E01000185,21.431,30.179,21.997,1.253,21.634
E01000186,20.074,31.306,21.045,1.564,20.736
E01000187,19.925,20.912,20.231,0.202,20.192
E01000188,19.53,32.154,20.21,1.101,19.808
E01000189,21.041,30.901,21.785,1.322,21.437
E01000190,20.943,27.432,21.359,0.641,21.218
E01000191,20.824,31.067,21.809,1.744,21.169
E01000192,20.676,30.614,21.38,1.205,20.999
E01000193,20.746,31.207,21.257,0.849,21.065
E01000194,20.705,34.436,21.554,1.645,21.059
E01000195,19.732,24.83,20.406,0.825,20.139
E01000196,21.32,51.587,22.3,2.303,21.681
E01000197,21.275,29.956,21.878,0.973,21.571
E01000198,21.318,36.011,22.677,2.19,21.924
E01000199,21.11,24.306,21.423,0.452,21.268
E01000200,21.144,29.295,21.797,1.124,21.474
E01000201,21.375,53.684,22.531,2.512,21.857
E01000202,21.33,29.72,21.714,0.917,21.559
E01000203,21.376,54.497,23.138,3.676,22.094
E01000204,21.151,36.27,21.505,0.857,21.327
E01000205,21.354,39.929,22.363,2.039,21.79
E01000206,21.251,31.612,21.632,0.755,21.461
E01000207,21.365,32.181,21.855,1.118,21.526
E01000208,21.416,32.617,22.277,1.541,21.762
E01000209,21.347,22.512,21.614,0.187,21.586
E01000210,21.427,43.832,22.35,2.501,21.682
E01000211,21.605,43.789,23.996,3.686,22.632
E01000212,21.39,30.697,21.964,0.925,21.717
E01000213,21.249,24.129,21.445,0.306,21.371
E01000214,21.531,28.382,22.017,0.827,21.791
E01000215,21.8,44.247,23.529,3.221,22.458
E01000216,21.69,28.846,21.957,0.499,21.874
E01000217,21.675,22.825,21.853,0.178,21.806
E01000218,21.81,28.901,22.43,0.988,22.198
E01000219,22.041,54.595,23.547,3.266,22.642
E01000220,22.021,28.696,22.439,0.767,22.233
E01000221,22.039,63.906,24.93,4.923,23.025
E01000222,21.925,39.178,22.634,1.834,22.165
E01000223,22.0,54.423,22.946,2.02,22.369
E01000224,21.978,24.698,22.317,0.346,22.237
E01000225,21.827,54.696,23.764,4.142,22.391
E01000226,20.735,29.649,21.511,1.31,21.126
E01000227,20.675,29.97,21.167,1.116,20.832
E01000228,19.364,34.295,20.401,1.389,20.09
E01000229,20.051,28.062,20.853,1.104,20.532
E01000230,20.0,31.331,20.785,1.013,20.614
E01000231,20.423,39.734,22.451,2.781,21.426
E01000232,20.664,35.116,21.806,1.813,21.164
E01000233,20.752,30.723,21.372,1.267,20.995
E01000234,20.868,28.5,21.666,0.994,21.362
E01000235,20.745,26.57,21.487,0.883,21.17
E01000236,21.793,42.996,23.043,2.549,22.24
E01000237,21.781,41.578,23.216,2.711,22.337
E01000238,21.739,46.799,22.739,2.609,22.015
E01000239,22.223,37.682,24.841,2.617,24.269
E01000240,21.753,51.137,23.885,2.835,22.911
E01000241,21.685,30.958,22.002,0.709,21.897
E01000242,21.739,35.035,22.59,1.856,22.002
E01000243,21.746,32.62,22.545,1.266,22.139
E01000244,21.784,34.898,22.693,1.153,22.406
E01000245,21.751,28.018,22.24,0.839,21.999
E01000246,19.413,31.148,19.674,0.585,19.537
E01000247,19.512,22.025,19.809,0.348,19.72
E01000248,19.513,27.552,20.245,1.07,19.951
E01000249,19.04,24.52,19.445,0.397,19.355
E01000250,19.455,37.434,20.144,1.455,19.774
E01000251,19.716,26.46,20.235,0.891,19.992
E01000252,19.656,27.439,20.092,0.788,19.913
E01000253,18.993,30.12,19.751,1.007,19.573
E01000254,18.914,24.624,19.392,0.515,19.299
E01000255,20.206,26.901,20.81,0.421,20.791
E01000256,20.732,38.273,22.063,2.189,21.36
E01000257,20.88,26.35,21.382,0.593,21.232
E01000258,20.504,34.625,21.686,1.461,21.202
E01000259,20.847,28.774,21.296,0.532,21.183
E01000260,21.072,39.002,23.001,2.611,22.027
E01000261,20.091,27.548,20.651,0.626,20.548
E01000262,20.125,26.227,20.902,0.448,20.95
E01000263,20.828,36.751,21.746,1.733,21.313
E01000264,21.292,40.598,23.452,2.656,22.408
E01000265,20.705,28.181,21.304,1.003,21.014
E01000266,20.701,28.485,21.403,0.704,21.276
E01000267,20.166,27.349,20.768,0.764,20.567
E01000268,20.01,32.318,20.775,1.683,20.245
E01000269,20.051,31.878,20.79,1.517,20.396
E01000270,20.018,30.681,20.404,0.775,20.225
E01000271,20.199,32.741,21.115,1.523,20.741
E01000272,20.585,28.135,20.914,0.456,20.8
E01000273,20.68,34.875,21.857,1.681,21.445
E01000274,20.667,27.475,21.3,0.883,21.113
E01000275,20.537,22.992,20.828,0.279,20.747
E01000276,20.15,24.269,20.648,0.426,20.601
E01000277,20.681,21.311,20.833,0.109,20.803
E01000278,20.815,25.792,21.145,0.645,20.982
E01000279,19.596,28.827,20.081,0.602,19.992
E01000280,19.906,28.652,20.395,0.712,20.229
E01000281,21.328,36.782,22.562,1.928,22.063
E01000282,20.223,32.133,21.246,1.039,21.076
E01000283,20.218,22.918,20.563,0.326,20.511
E01000284,20.778,35.156,21.771,1.841,21.437
E01000285,19.746,21.705,19.996,0.255,19.95
E01000286,19.572,20.218,19.707,0.097,19.676
E01000287,19.574,21.403,19.822,0.195,19.796
E01000288,19.917,32.562,20.328,1.036,20.1
E01000289,19.997,23.306,20.298,0.457,20.185
E01000290,19.359,35.693,19.866,1.001,19.666
E01000291,19.894,21.701,20.186,0.169,20.173
E01000292,19.907,27.065,20.291,0.77,20.122
E01000293,19.987,31.18,20.268,0.737,20.119
E01000294,19.661,26.67,19.969,0.454,19.898
E01000295,21.204,43.179,21.493,1.005,21.363
E01000296,21.062,49.927,21.914,2.073,21.442
E01000297,21.252,31.928,21.981,1.151,21.625
E01000298,21.091,44.446,21.936,2.254,21.362
E01000299,20.782,34.16,21.76,1.835,21.195
E01000300,20.746,22.088,20.958,0.212,20.926
E01000301,20.748,29.987,21.041,0.407,20.985
E01000302,20.889,47.826,21.68,2.63,21.144
E01000303,20.914,23.023,21.163,0.247,21.109
E01000304,21.01,25.408,21.376,0.513,21.244
E01000305,21.295,50.334,22.516,2.41,21.635
E01000306,21.947,34.776,23.219,1.674,22.512
E01000307,21.907,121.133,24.457,5.457,22.77
E01000308,21.34,31.641,21.701,0.574,21.572
E01000309,22.026,37.6,23.858,2.127,23.069
E01000310,21.852,46.697,23.899,3.436,22.651
E01000311,21.827,42.865,22.844,2.173,22.3
E01000312,21.495,31.695,22.388,1.205,22.068
E01000313,21.876,35.183,23.715,2.009,22.971
E01000314,21.843,39.728,22.614,1.977,22.236
E01000315,21.002,35.284,21.746,1.896,21.222
E01000316,21.082,36.395,22.051,1.85,21.455
E01000317,21.082,40.423,21.587,1.689,21.253
E01000318,20.766,30.605,21.592,1.198,21.285
E01000319,21.083,27.065,21.604,0.901,21.274
E01000320,20.801,40.179,21.337,1.592,21.158
E01000321,20.753,40.361,21.878,2.824,21.121
E01000322,20.724,22.935,20.96,0.216,20.927
E01000323,20.819,34.863,21.791,1.705,21.225
E01000324,20.731,30.614,21.19,0.95,20.946
E01000325,19.59,23.517,19.898,0.265,19.87
E01000326,19.59,32.99,19.929,0.821,19.814
E01000327,19.95,27.915,20.433,0.689,20.249
E01000328,19.549,25.852,19.719,0.277,19.657
E01000329,19.666,32.247,20.349,1.278,20.016
E01000330,19.936,28.096,20.778,1.231,20.413
E01000331,19.63,33.417,20.31,1.238,19.903
E01000332,20.28,25.527,20.768,0.701,20.604
E01000333,20.191,24.933,20.629,0.629,20.442
E01000334,20.093,23.941,20.38,0.427,20.306
E01000335,20.018,28.135,21.018,0.934,20.902
E01000336,20.274,22.365,20.946,0.427,20.845
E01000337,20.092,21.774,20.39,0.226,20.351
E01000338,20.312,23.86,20.699,0.356,20.644
E01000339,20.075,24.461,20.41,0.564,20.262
E01000340,20.297,26.062,21.004,0.758,20.828
E01000341,20.246,26.076,20.638,0.626,20.483
E01000342,20.238,20.796,20.367,0.113,20.32
E01000343,20.123,27.623,20.511,0.636,20.329
E01000344,20.167,24.539,20.483,0.531,20.362
E01000345,20.103,21.016,20.28,0.157,20.235
E01000346,19.988,22.533,20.332,0.314,20.272
E01000347,20.319,26.552,20.932,0.888,20.657
E01000348,19.817,22.665,20.304,0.448,20.171
E01000349,19.795,30.109,21.446,1.954,20.681
E01000350,19.961,24.096,20.307,0.432,20.2
E01000351,19.891,25.964,20.351,0.781,20.164
E01000352,20.157,40.688,22.18,2.649,21.254
E01000353,20.199,27.136,20.603,0.651,20.43
E01000354,20.249,23.144,20.585,0.398,20.469
E01000355,20.111,28.14,20.366,0.624,20.246
E01000356,20.356,27.083,20.903,0.883,20.622
E01000357,20.322,21.566,20.427,0.118,20.384
E01000358,20.181,27.722,20.571,0.819,20.369
E01000359,20.195,27.981,20.859,1.11,20.521
E01000360,20.103,28.19,20.751,1.099,20.429
E01000361,20.17,28.697,20.798,1.352,20.38
E01000362,19.967,27.861,20.683,1.065,20.344
E01000363,20.077,30.262,20.967,1.501,20.432
E01000364,19.93,30.257,20.727,1.476,20.179
E01000365,20.096,34.435,20.404,0.784,20.237
E01000366,20.142,23.549,20.514,0.337,20.447
E01000367,20.033,32.331,20.63,1.156,20.333
E01000368,19.769,21.184,19.984,0.153,19.95
E01000369,19.848,21.514,20.132,0.226,20.076
E01000370,19.844,27.098,20.388,0.827,20.179
E01000371,19.759,20.398,19.927,0.114,19.909
E01000372,20.096,20.99,20.268,0.125,20.233
E01000373,20.253,26.216,20.726,0.713,20.559
E01000374,19.323,34.889,20.415,1.942,19.852
E01000375,19.338,29.044,19.871,0.939,19.651
E01000376,19.471,26.788,19.684,0.303,19.625
E01000377,19.476,26.318,19.838,0.717,19.675
E01000378,19.424,31.059,20.053,1.133,19.715
E01000379,19.381,25.642,19.605,0.369,19.548
E01000380,19.592,34.74,21.037,2.34,20.269
E01000381,18.975,26.291,19.444,0.672,19.363
E01000382,19.454,21.566,19.786,0.277,19.785
E01000383,18.807,27.444,19.34,0.743,19.162
E01000384,19.673,28.004,20.195,0.869,20.01
E01000385,19.417,29.624,19.801,0.935,19.586
E01000386,19.525,32.007,20.383,1.607,19.849
E01000387,19.551,26.634,19.821,0.409,19.732
E01000388,20.359,27.352,21.014,0.442,21.019
E01000389,20.185,28.684,20.826,1.079,20.51
E01000390,20.19,30.51,20.999,1.621,20.4
E01000391,20.341,33.522,21.268,1.765,20.832
E01000392,20.635,27.278,21.553,1.072,21.278
E01000393,20.32,27.802,20.816,0.818,20.62
E01000394,20.337,27.497,21.008,1.05,20.681
E01000395,20.601,27.717,21.026,0.779,20.82
E01000396,20.588,21.302,20.81,0.119,20.776
E01000398,20.707,22.778,20.925,0.226,20.863
E01000399,20.768,27.9,21.205,0.757,21.031
E01000400,20.688,28.427,21.317,0.857,21.088
E01000401,20.779,25.117,21.099,0.451,21.022
E01000402,20.268,25.298,20.714,0.559,20.612
E01000403,20.256,33.513,21.298,1.431,20.868
E01000404,20.346,25.878,21.141,0.866,20.946
E01000405,20.667,26.562,21.379,0.706,21.256
E01000406,20.316,25.256,21.056,0.656,20.917
E01000407,20.188,25.762,20.7,0.69,20.523
E01000408,20.016,27.769,21.293,0.824,21.238
E01000409,20.967,25.622,21.317,0.601,21.154
E01000410,20.645,23.986,20.913,0.251,20.859
E01000411,20.891,32.092,21.463,1.024,21.205
E01000412,20.693,38.111,22.003,2.537,21.2
E01000413,20.657,40.744,23.068,3.648,21.669
E01000414,20.803,28.906,21.767,1.209,21.431
E01000415,20.667,23.327,21.039,0.287,21.042
E01000416,20.241,30.555,20.852,1.403,20.523
E01000417,20.096,32.21,20.608,1.061,20.32
E01000418,20.093,27.048,20.387,0.499,20.252
E01000419,20.22,28.056,20.509,0.591,20.396
E01000420,20.175,30.746,20.685,1.228,20.356
E01000421,20.167,28.685,20.731,1.181,20.432
E01000422,20.207,32.776,20.963,1.286,20.626
E01000423,20.131,28.522,20.75,1.196,20.369
E01000424,19.951,23.055,20.216,0.347,20.124
E01000425,20.029,22.489,20.159,0.192,20.111
E01000426,19.997,25.98,20.739,1.094,20.333
E01000427,19.831,26.884,20.326,0.978,20.041
E01000428,19.667,30.739,20.45,1.353,20.029
E01000429,20.501,24.364,21.246,0.489,21.213
E01000430,18.911,49.061,20.158,1.636,19.766
E01000431,20.562,33.223,21.655,1.728,21.232
E01000432,19.874,23.896,20.763,0.556,20.713
E01000433,19.725,32.319,20.702,1.75,20.193
E01000434,18.958,25.867,19.467,0.472,19.358
E01000435,19.83,29.803,20.63,1.617,20.164
E01000436,20.148,22.736,20.282,0.138,20.245
E01000437,20.027,23.457,20.247,0.302,20.162
E01000438,20.128,24.415,20.393,0.337,20.316
E01000439,20.04,25.463,20.474,0.755,20.304
E01000440,20.105,24.094,20.332,0.415,20.227
E01000441,20.098,25.578,20.352,0.567,20.203
E01000442,20.133,25.722,20.514,0.699,20.32
E01000443,19.755,27.177,20.326,0.897,20.068
E01000444,18.986,25.886,19.534,0.797,19.368
E01000445,19.337,23.936,19.745,0.521,19.672
E01000446,19.751,24.753,20.022,0.365,19.971
E01000447,19.353,30.144,20.315,1.54,19.834
E01000448,19.558,26.03,19.996,0.754,19.774
E01000449,19.714,28.61,20.3,1.15,19.996
E01000450,20.316,25.165,20.565,0.467,20.45
E01000451,20.339,26.469,20.792,0.828,20.569
E01000452,20.324,26.374,20.621,0.703,20.445
E01000453,20.302,20.947,20.464,0.117,20.442
E01000454,20.469,26.652,21.014,0.792,20.784
E01000455,20.462,25.11,20.769,0.357,20.698
E01000456,20.322,20.835,20.447,0.104,20.418
E01000457,20.06,31.952,20.993,1.477,20.502
E01000458,19.805,22.544,20.124,0.343,20.042
E01000459,19.976,28.178,20.419,0.832,20.215
E01000460,19.878,23.677,20.101,0.281,20.07
E01000461,19.879,27.498,20.335,0.877,20.089
E01000462,19.976,29.257,20.563,0.968,20.298
E01000463,20.048,23.553,20.241,0.286,20.181
E01000464,20.14,20.591,20.222,0.075,20.194
E01000465,20.135,22.059,20.662,0.373,20.616
E01000466,20.01,27.232,20.401,0.575,20.198
E01000467,20.15,21.55,20.389,0.203,20.313
E01000468,20.133,21.293,20.345,0.193,20.28
E01000469,20.104,25.761,20.412,0.517,20.297
E01000470,20.072,31.13,20.959,1.5,20.456
E01000471,21.7,22.44,21.888,0.14,21.862
E01000472,21.292,35.648,22.181,1.569,21.795
E01000473,21.326,29.198,22.101,1.258,21.687
E01000474,21.319,24.654,21.475,0.193,21.435
E01000475,20.964,29.675,22.027,1.442,21.543
E01000476,21.382,29.033,22.009,1.116,21.741
E01000477,21.453,29.413,22.319,0.952,22.11
E01000478,21.6,28.982,21.97,0.861,21.759
E01000479,21.046,30.147,22.046,1.098,21.75
E01000480,21.039,29.404,21.58,0.646,21.453
E01000481,20.975,31.025,21.992,1.23,21.66
E01000482,21.671,32.718,22.359,1.328,21.985
E01000483,21.508,39.185,21.887,1.137,21.673
E01000484,20.677,29.404,21.07,0.901,20.839
E01000485,20.559,30.63,21.462,1.538,20.993
E01000486,20.658,25.361,20.876,0.362,20.795
E01000487,20.59,27.623,21.325,0.787,21.09
E01000488,21.738,25.859,21.979,0.415,21.847
E01000489,21.758,26.231,22.091,0.546,21.938
E01000490,21.989,34.043,22.695,1.059,22.409
E01000491,21.807,27.762,22.216,0.711,22.033
E01000492,21.766,25.981,22.022,0.494,21.895
E01000493,21.78,25.907,22.117,0.58,21.957
E01000494,21.938,26.649,22.484,0.843,22.189
E01000495,21.97,36.386,22.539,1.21,22.219
E01000497,21.887,29.955,22.491,0.98,22.185
E01000498,21.346,47.035,23.215,3.996,22.068
E01000499,21.391,53.924,23.512,3.657,22.426
E01000501,21.713,24.864,21.984,0.373,21.901
E01000502,21.654,29.379,22.038,0.651,21.88
E01000503,21.636,25.065,21.899,0.339,21.816
E01000504,21.803,22.378,21.94,0.097,21.92
E01000505,21.795,22.274,21.915,0.1,21.89
E01000506,22.379,73.522,24.407,5.382,22.992
E01000507,21.669,24.137,21.961,0.284,21.906
E01000508,22.115,69.37,23.678,3.305,22.791
E01000509,22.31,51.786,24.524,4.794,22.946
E01000510,21.981,49.331,23.914,3.148,22.953
E01000511,21.89,33.78,23.6,2.149,22.988
E01000512,21.943,30.935,22.63,1.053,22.319
E01000513,21.82,30.223,23.081,1.205,22.825
E01000514,21.469,28.887,22.105,0.879,21.931
E01000515,20.801,30.275,21.582,1.286,21.212
E01000516,21.998,36.605,23.431,1.379,23.176
E01000517,20.697,28.837,21.258,1.078,20.977
E01000518,20.827,29.198,21.561,0.81,21.413
E01000519,20.771,25.278,21.173,0.543,21.007
E01000520,20.98,28.063,21.743,0.868,21.553
E01000521,22.187,47.981,24.274,3.654,22.979
E01000522,21.854,26.99,22.223,0.721,22.029
E01000523,21.957,47.858,22.688,2.324,22.248
E01000524,22.219,38.966,23.14,2.169,22.469
E01000525,21.975,32.734,22.859,1.593,22.38
E01000526,21.93,33.885,23.038,2.106,22.319
E01000527,22.033,26.655,22.378,0.562,22.248
E01000528,21.924,32.118,23.019,1.74,22.487
E01000530,21.933,30.867,22.609,1.057,22.245
E01000531,22.0,32.676,22.886,1.57,22.328
E01000532,22.054,31.401,22.828,1.577,22.367
E01000533,21.906,41.566,22.594,1.314,22.261
E01000534,21.907,29.601,22.416,0.956,22.131
E01000535,21.979,40.723,23.384,2.04,22.711
E01000536,20.358,30.46,20.877,1.11,20.559
E01000538,20.35,21.301,20.449,0.103,20.412
E01000539,20.46,29.59,20.718,0.455,20.618
E01000540,20.374,22.473,20.574,0.305,20.492
E01000541,20.402,29.506,21.078,1.36,20.676
E01000543,20.493,29.483,21.458,1.445,20.975
E01000544,23.236,27.85,23.624,0.665,23.439
E01000545,22.24,33.533,23.139,1.703,22.678
E01000546,22.252,27.2,22.913,0.926,22.592
E01000547,22.463,27.271,22.861,0.456,22.808
E01000548,22.881,34.134,23.976,1.819,23.4
E01000549,22.49,29.455,23.319,1.097,23.078
E01000550,23.054,33.318,23.913,1.281,23.55
E01000551,22.976,27.959,23.407,0.719,23.193
E01000552,23.219,33.35,24.144,1.454,23.618
E01000553,21.937,30.062,22.399,0.773,22.211
E01000554,21.69,27.837,21.957,0.382,21.92
E01000555,21.734,23.987,22.065,0.361,21.976
E01000556,22.165,35.978,23.547,2.298,22.723
E01000557,21.965,29.737,22.621,1.29,22.27
E01000558,21.947,31.599,22.473,1.074,22.218
E01000559,21.866,30.301,22.167,1.103,21.995
E01000560,21.94,34.758,22.328,1.175,22.085
E01000561,22.109,32.415,22.783,1.186,22.374
E01000562,20.231,28.558,20.918,1.019,20.637
E01000563,20.302,30.158,21.016,1.167,20.698
E01000564,20.684,28.04,21.4,1.31,20.993
E01000565,20.591,30.277,21.119,0.942,20.888
