LSOA21CD,PM25-2013-min,PM25-2013-max,PM25-2013-mean,PM25-2013-std,PM25-2013-median
E01000053,15.443,22.8,15.916,0.802,15.669
E01000054,15.343,15.893,15.425,0.085,15.407
E01000055,15.361,16.085,15.458,0.102,15.433
E01000056,15.356,17.337,15.608,0.23,15.549
E01000057,15.283,16.8,15.488,0.23,15.423
E01000058,15.249,16.235,15.396,0.187,15.35
E01000059,15.318,16.012,15.447,0.112,15.431
E01000060,14.932,18.527,15.184,0.368,15.123
E01000061,14.938,18.74,15.19,0.437,15.056
E01000062,15.101,16.036,15.207,0.107,15.193
E01000063,15.157,18.088,15.383,0.394,15.264
E01000064,15.09,17.783,15.275,0.336,15.176
E01000065,15.164,17.176,15.371,0.349,15.259
E01000066,15.448,18.317,15.567,0.208,15.537
E01000067,15.5,18.53,15.756,0.491,15.597
E01000068,15.583,18.804,15.762,0.31,15.694
E01000069,15.453,16.704,15.576,0.095,15.566
E01000070,15.492,18.855,15.77,0.427,15.664
E01000071,15.455,16.739,15.62,0.149,15.594
E01000072,15.404,18.161,15.522,0.267,15.442
E01000073,15.394,17.312,15.511,0.157,15.487
E01000074,15.347,17.382,15.511,0.322,15.421
E01000075,15.221,17.369,15.363,0.204,15.325
E01000076,15.339,17.335,15.462,0.199,15.409
E01000077,15.312,18.032,15.552,0.406,15.415
E01000078,15.243,18.964,15.567,0.527,15.392
E01000079,15.19,17.87,15.37,0.393,15.257
E01000080,15.212,17.78,15.42,0.348,15.326
E01000081,15.172,15.634,15.247,0.055,15.239
E01000082,15.186,17.224,15.369,0.338,15.265
E01000083,15.275,18.422,15.528,0.421,15.398
E01000084,15.254,17.465,15.518,0.351,15.414
E01000085,15.353,17.626,15.517,0.287,15.45
E01000086,15.319,17.103,15.516,0.31,15.426
E01000087,15.329,18.699,15.599,0.438,15.455
E01000088,15.222,15.804,15.332,0.085,15.323
E01000089,15.219,15.432,15.29,0.041,15.286
E01000090,15.165,18.633,15.395,0.365,15.311
E01000091,15.41,15.897,15.514,0.092,15.492
E01000093,15.422,24.704,16.013,1.047,15.658
E01000094,15.356,16.039,15.603,0.131,15.599
E01000095,15.294,23.193,15.761,0.674,15.609
E01000096,15.452,26.08,15.946,0.778,15.693
E01000097,15.299,17.178,15.535,0.327,15.409
E01000098,15.334,17.288,15.504,0.281,15.425
E01000099,15.117,17.981,15.357,0.296,15.281
E01000100,15.16,16.807,15.28,0.243,15.23
E01000101,15.166,17.75,15.36,0.378,15.247
E01000102,15.156,16.111,15.312,0.159,15.273
E01000103,15.119,17.198,15.237,0.167,15.205
E01000104,15.058,17.586,15.41,0.405,15.291
E01000105,15.239,17.184,15.401,0.206,15.357
E01000106,15.194,16.072,15.327,0.129,15.298
E01000107,14.968,15.761,15.04,0.072,15.016
E01000108,15.006,17.771,15.262,0.38,15.195
E01000110,15.01,17.504,15.228,0.316,15.154
E01000111,15.081,18.449,15.438,0.539,15.258
E01000112,15.147,21.673,15.448,0.582,15.256
E01000113,15.185,18.041,15.416,0.406,15.305
E01000114,14.999,19.178,15.364,0.564,15.213
E01000115,15.082,17.698,15.299,0.292,15.232
E01000116,15.077,17.548,15.29,0.301,15.221
E01000117,15.098,17.044,15.229,0.177,15.186
E01000118,15.139,17.362,15.41,0.354,15.289
E01000119,15.169,16.346,15.242,0.103,15.214
E01000120,15.174,17.534,15.358,0.315,15.275
E01000121,15.17,16.429,15.258,0.16,15.214
E01000122,15.181,16.678,15.313,0.163,15.274
E01000123,15.19,16.492,15.341,0.188,15.296
E01000124,15.317,19.107,15.715,0.5,15.53
E01000126,15.72,16.281,15.968,0.14,15.948
E01000127,15.334,16.569,15.452,0.163,15.411
E01000128,15.452,16.073,15.58,0.096,15.556
E01000129,15.399,20.259,15.933,0.844,15.639
E01000130,15.453,16.031,15.644,0.108,15.638
E01000131,15.477,19.952,15.754,0.322,15.679
E01000132,15.326,15.791,15.399,0.074,15.382
E01000133,15.37,15.812,15.532,0.09,15.533
E01000134,15.331,18.392,15.596,0.426,15.468
E01000135,15.781,21.944,16.097,0.829,15.878
E01000136,15.707,18.065,15.858,0.237,15.809
E01000137,15.8,17.892,16.007,0.306,15.911
E01000138,15.79,22.171,16.477,1.172,16.042
E01000139,15.782,22.438,16.161,0.669,15.959
E01000140,15.84,18.844,16.321,0.542,16.102
E01000141,15.762,20.223,16.131,0.504,15.952
E01000142,15.779,17.278,15.898,0.158,15.866
E01000143,15.785,18.182,15.984,0.328,15.895
E01000144,15.806,19.052,16.102,0.466,15.957
E01000145,15.841,21.003,16.032,0.493,15.909
E01000146,15.808,19.641,16.15,0.5,15.951
E01000147,15.878,17.616,15.995,0.223,15.939
E01000150,15.832,20.315,16.015,0.414,15.906
E01000151,15.873,16.641,16.056,0.089,16.039
E01000152,15.741,17.915,16.118,0.442,15.943
E01000153,15.628,16.374,15.864,0.133,15.859
E01000154,15.986,16.637,16.13,0.135,16.086
E01000156,15.454,18.575,15.741,0.528,15.575
E01000157,15.427,16.018,15.533,0.069,15.522
E01000158,15.254,17.449,15.377,0.19,15.331
E01000159,15.252,18.912,15.467,0.434,15.346
E01000160,15.308,23.68,15.742,0.974,15.475
E01000161,15.347,18.617,15.727,0.58,15.527
E01000162,15.358,20.114,15.786,0.697,15.547
E01000163,15.418,21.898,16.05,1.215,15.62
E01000164,15.391,21.921,15.867,0.904,15.561
E01000165,15.382,21.186,15.687,0.7,15.516
E01000166,14.756,15.042,14.868,0.059,14.872
E01000167,14.752,16.012,14.863,0.119,14.847
E01000168,14.891,15.184,14.983,0.05,14.981
E01000169,14.874,15.18,14.955,0.048,14.949
E01000170,14.945,17.174,15.155,0.273,15.094
E01000171,14.897,17.546,15.184,0.386,15.087
E01000172,15.016,16.985,15.164,0.262,15.098
E01000173,15.039,17.133,15.169,0.243,15.127
E01000174,15.084,17.164,15.326,0.397,15.19
E01000175,15.051,17.592,15.21,0.286,15.135
E01000176,15.578,21.611,16.476,1.496,15.829
E01000177,15.543,18.51,15.675,0.246,15.625
E01000178,15.411,18.51,15.584,0.316,15.518
E01000179,15.542,15.982,15.615,0.056,15.606
E01000180,15.581,17.166,15.73,0.233,15.673
E01000181,15.549,19.496,15.933,0.576,15.729
E01000182,15.598,18.341,15.831,0.404,15.709
E01000183,15.579,17.41,15.712,0.252,15.641
E01000184,15.399,22.907,15.87,0.893,15.577
E01000185,15.555,18.235,15.791,0.466,15.645
E01000186,15.011,19.223,15.356,0.598,15.217
E01000187,14.976,15.288,15.069,0.063,15.058
E01000188,14.881,19.01,15.168,0.423,15.029
E01000189,15.123,18.82,15.432,0.586,15.235
E01000190,15.131,17.057,15.231,0.179,15.191
E01000191,15.174,20.636,15.594,0.743,15.327
E01000192,15.231,17.68,15.474,0.411,15.334
E01000193,15.168,18.078,15.382,0.306,15.311
E01000194,15.254,20.021,15.604,0.586,15.434
E01000195,14.925,17.173,15.227,0.352,15.112
E01000196,15.522,19.696,15.925,0.636,15.693
E01000197,15.505,18.555,15.75,0.39,15.62
E01000198,15.472,20.988,16.022,0.87,15.709
E01000199,15.393,16.848,15.527,0.198,15.464
E01000200,15.429,18.225,15.701,0.414,15.577
E01000201,15.542,24.553,15.965,0.788,15.732
E01000202,15.53,18.227,15.734,0.46,15.627
E01000203,15.556,27.842,16.309,1.453,15.845
E01000204,15.393,17.878,15.549,0.261,15.485
E01000205,15.561,21.844,15.97,0.794,15.733
E01000206,15.548,19.215,15.703,0.276,15.638
E01000207,15.575,19.726,15.779,0.475,15.645
E01000208,15.589,19.151,15.917,0.573,15.723
E01000209,15.558,16.019,15.666,0.076,15.657
E01000210,15.552,23.22,15.907,0.889,15.659
E01000211,15.658,24.634,16.69,1.563,16.087
E01000212,15.594,18.678,15.801,0.311,15.714
E01000213,15.547,16.527,15.619,0.114,15.589
E01000214,15.652,18.192,15.846,0.33,15.757
E01000215,15.755,23.194,16.426,1.253,15.988
E01000216,15.71,17.852,15.823,0.203,15.788
E01000217,15.698,16.164,15.775,0.073,15.757
E01000218,15.754,18.017,15.989,0.349,15.901
E01000219,15.835,28.138,16.406,1.18,16.054
E01000220,15.834,18.048,15.991,0.287,15.916
E01000221,15.79,27.546,16.825,1.645,16.167
E01000222,15.704,20.923,15.999,0.654,15.828
E01000223,15.734,25.675,16.157,0.823,15.904
E01000224,15.721,16.382,15.853,0.099,15.831
E01000225,15.761,26.357,16.494,1.521,15.977
E01000226,15.295,18.694,15.612,0.54,15.453
E01000227,15.229,18.137,15.457,0.438,15.318
E01000228,14.83,19.505,15.115,0.494,14.986
E01000229,15.042,18.099,15.354,0.46,15.217
E01000230,15.006,19.182,15.27,0.381,15.193
E01000231,15.154,22.461,15.921,1.029,15.531
E01000232,15.213,20.263,15.698,0.718,15.429
E01000233,15.264,18.835,15.521,0.477,15.372
E01000234,15.321,18.587,15.664,0.443,15.499
E01000235,15.279,18.013,15.615,0.425,15.465
E01000236,15.745,22.742,16.274,1.034,15.93
E01000237,15.713,22.093,16.211,0.968,15.882
E01000238,15.722,24.51,16.216,1.17,15.838
E01000239,15.705,22.143,16.613,0.983,16.331
E01000240,15.549,26.538,16.288,1.02,15.902
E01000241,15.544,18.948,15.655,0.254,15.612
E01000242,15.66,21.235,16.05,0.721,15.811
E01000243,15.58,19.236,15.984,0.474,15.852
E01000244,15.576,18.08,15.877,0.347,15.786
E01000245,15.714,18.311,15.897,0.355,15.793
E01000246,14.724,17.578,14.848,0.186,14.804
E01000247,14.793,16.159,14.938,0.169,14.895
E01000248,14.804,17.187,15.094,0.353,15.0
E01000249,14.663,16.405,14.769,0.131,14.738
E01000250,14.8,18.567,15.075,0.479,14.947
E01000251,14.888,17.306,15.099,0.372,14.986
E01000252,14.861,17.365,14.975,0.171,14.938
E01000253,14.667,20.269,14.891,0.38,14.799
E01000254,14.641,16.709,14.78,0.184,14.727
E01000255,15.006,17.304,15.203,0.166,15.197
E01000256,15.235,21.401,15.708,0.772,15.452
E01000257,15.207,16.93,15.376,0.202,15.318
E01000258,15.161,20.186,15.594,0.568,15.394
E01000259,15.219,17.744,15.409,0.195,15.367
E01000260,15.318,23.317,16.051,1.03,15.637
E01000261,14.996,17.302,15.174,0.196,15.139
E01000263,15.175,20.897,15.521,0.663,15.341
E01000264,15.35,21.066,16.268,1.017,15.856
E01000265,15.238,17.307,15.483,0.344,15.366
E01000266,15.196,17.623,15.326,0.23,15.262
E01000267,14.981,17.851,15.195,0.329,15.085
E01000268,14.95,19.196,15.268,0.591,15.059
E01000269,14.962,18.472,15.223,0.51,15.08
E01000270,14.953,18.425,15.103,0.285,15.029
E01000271,14.965,18.568,15.242,0.533,15.087
E01000272,15.024,17.024,15.157,0.195,15.114
E01000273,15.039,19.119,15.352,0.515,15.209
E01000274,15.159,17.796,15.384,0.299,15.297
E01000275,15.085,15.905,15.18,0.091,15.166
E01000276,14.963,16.502,15.122,0.151,15.097
E01000277,15.176,15.431,15.249,0.043,15.244
E01000278,15.12,16.755,15.313,0.213,15.258
E01000279,14.83,17.467,14.972,0.218,14.937
E01000280,14.892,17.227,15.036,0.243,14.97
E01000281,15.187,19.855,15.569,0.707,15.325
E01000282,14.967,18.535,15.202,0.328,15.123
E01000283,15.009,15.839,15.111,0.099,15.093
E01000284,15.14,18.116,15.383,0.462,15.242
E01000285,14.837,15.369,14.909,0.077,14.888
E01000286,14.811,15.01,14.85,0.033,14.839
E01000287,14.814,15.233,14.886,0.056,14.871
E01000288,14.898,19.283,15.07,0.378,14.976
E01000289,14.86,16.173,14.996,0.186,14.951
E01000290,14.797,19.929,14.932,0.387,14.847
E01000291,14.849,15.284,14.899,0.046,14.888
E01000292,14.887,17.299,15.031,0.221,14.977
E01000293,14.912,18.453,15.05,0.309,14.982
E01000294,14.813,17.085,14.942,0.206,14.897
E01000295,15.473,18.612,15.585,0.198,15.544
E01000296,15.366,19.838,15.741,0.602,15.545
E01000297,15.49,18.681,15.763,0.4,15.633
E01000298,15.422,18.542,15.738,0.545,15.531
E01000299,15.282,20.794,15.719,0.641,15.5
E01000300,15.225,15.725,15.337,0.088,15.324
E01000301,15.203,17.321,15.364,0.119,15.345
E01000302,15.308,20.02,15.65,0.64,15.449
E01000303,15.255,15.971,15.395,0.102,15.376
E01000304,15.271,16.803,15.45,0.197,15.407
E01000305,15.572,26.983,16.084,0.95,15.724
E01000306,15.799,18.664,16.305,0.647,16.009
E01000307,15.78,31.578,16.811,1.845,16.1
E01000308,15.576,19.218,15.735,0.215,15.683
E01000309,15.811,21.097,16.353,0.713,16.053
E01000310,15.76,23.98,16.504,1.238,16.039
E01000311,15.743,24.192,16.112,0.727,15.937
E01000312,15.631,20.307,15.975,0.565,15.86
E01000313,15.802,21.22,16.555,0.821,16.225
E01000314,15.753,21.121,16.053,0.712,15.888
E01000315,15.394,20.575,15.688,0.715,15.481
E01000316,15.424,20.653,15.8,0.659,15.57
E01000317,15.422,18.393,15.622,0.427,15.504
E01000318,15.311,18.486,15.631,0.466,15.506
E01000319,15.423,18.484,15.619,0.338,15.5
E01000320,15.236,18.117,15.448,0.477,15.335
E01000321,15.233,18.43,15.621,0.758,15.353
E01000322,15.298,17.905,15.441,0.35,15.373
E01000323,15.334,19.896,15.724,0.606,15.509
E01000324,15.296,18.204,15.482,0.372,15.384
E01000325,14.925,16.246,15.04,0.099,15.027
E01000326,14.923,17.042,15.038,0.201,15.004
E01000327,15.086,17.404,15.26,0.253,15.186
E01000328,14.915,16.905,14.987,0.093,14.966
E01000329,14.974,18.751,15.231,0.426,15.121
E01000330,15.077,17.907,15.398,0.423,15.27
E01000331,14.964,19.298,15.225,0.467,15.074
E01000332,15.095,16.809,15.226,0.249,15.155
E01000333,15.093,16.965,15.292,0.256,15.224
E01000334,15.114,16.454,15.234,0.177,15.205
E01000335,14.969,18.885,15.204,0.25,15.152
E01000336,15.139,15.886,15.279,0.136,15.246
E01000337,15.114,15.903,15.179,0.075,15.161
E01000338,15.122,16.501,15.208,0.125,15.182
E01000339,15.178,16.451,15.296,0.172,15.253
E01000340,15.229,17.03,15.499,0.277,15.43
E01000341,15.205,17.062,15.355,0.21,15.302
E01000342,15.206,15.416,15.259,0.043,15.247
E01000343,15.161,17.741,15.327,0.277,15.249
E01000344,15.195,16.492,15.314,0.185,15.27
E01000345,15.158,15.384,15.22,0.043,15.209
E01000346,15.126,15.999,15.262,0.118,15.237
E01000347,15.242,17.484,15.483,0.317,15.38
E01000348,15.055,16.019,15.25,0.163,15.2
E01000349,15.048,18.923,15.67,0.726,15.389
E01000350,15.111,16.441,15.242,0.163,15.2
E01000351,15.085,17.006,15.276,0.289,15.204
E01000352,15.197,20.886,15.963,0.873,15.628
E01000353,15.14,17.505,15.309,0.228,15.248
E01000354,15.206,16.603,15.328,0.153,15.291
E01000355,15.1,17.562,15.209,0.233,15.159
E01000356,15.228,17.34,15.445,0.318,15.338
E01000357,15.197,15.857,15.255,0.054,15.24
E01000358,15.177,17.387,15.319,0.277,15.256
E01000359,15.195,17.723,15.44,0.373,15.312
E01000360,15.158,17.464,15.389,0.343,15.285
E01000361,15.162,18.412,15.414,0.511,15.252
E01000362,15.115,18.346,15.399,0.428,15.257
E01000363,15.122,18.752,15.459,0.552,15.264
E01000364,15.085,18.476,15.403,0.578,15.185
E01000365,15.153,16.906,15.254,0.204,15.201
E01000366,15.172,17.505,15.316,0.153,15.293
E01000367,15.055,18.656,15.223,0.384,15.127
E01000368,14.969,15.337,15.037,0.052,15.025
E01000369,14.992,15.57,15.087,0.07,15.071
E01000370,15.003,17.149,15.19,0.259,15.121
E01000371,14.971,15.184,15.029,0.039,15.021
E01000372,15.063,15.292,15.116,0.037,15.103
E01000373,15.096,17.118,15.244,0.229,15.19
E01000374,14.837,19.955,15.191,0.685,14.968
E01000375,14.898,18.093,15.093,0.34,15.009
E01000376,14.855,16.269,14.939,0.092,14.923
E01000377,14.866,16.954,15.023,0.249,14.964
E01000379,14.885,17.731,14.976,0.149,14.951
E01000380,14.879,19.967,15.448,0.836,15.169
E01000381,14.767,17.274,14.943,0.243,14.91
E01000382,14.911,16.144,15.046,0.106,15.047
E01000383,14.706,17.936,14.883,0.252,14.818
E01000384,14.997,17.479,15.196,0.337,15.11
E01000385,14.895,18.139,15.068,0.355,14.984
E01000386,14.952,19.314,15.284,0.578,15.079
E01000387,14.966,17.337,15.078,0.146,15.046
E01000388,15.153,17.471,15.29,0.152,15.275
E01000389,15.18,17.952,15.399,0.419,15.274
E01000390,15.155,20.613,15.486,0.639,15.255
E01000391,15.179,19.535,15.538,0.719,15.319
E01000392,15.234,17.347,15.497,0.358,15.383
E01000393,15.182,17.485,15.362,0.322,15.272
E01000394,15.201,17.489,15.466,0.354,15.355
E01000395,15.245,17.69,15.412,0.291,15.352
E01000396,15.287,15.509,15.369,0.038,15.361
E01000398,15.245,15.841,15.317,0.082,15.294
E01000399,15.249,17.463,15.436,0.289,15.365
E01000400,15.228,17.682,15.445,0.311,15.355
E01000401,15.265,16.673,15.363,0.178,15.316
E01000402,15.076,16.715,15.187,0.204,15.128
E01000403,14.993,19.269,15.379,0.515,15.218
E01000404,15.002,16.759,15.214,0.266,15.147
E01000405,15.053,16.537,15.217,0.217,15.155
E01000406,15.05,16.478,15.176,0.202,15.112
E01000407,15.046,16.944,15.188,0.238,15.127
E01000408,14.956,17.6,15.222,0.237,15.181
E01000409,15.276,16.725,15.431,0.211,15.369
E01000410,15.324,17.699,15.412,0.114,15.393
E01000411,15.373,19.001,15.572,0.389,15.472
E01000412,15.332,20.318,15.843,0.881,15.527
E01000413,15.359,19.925,16.204,1.125,15.745
E01000414,15.306,18.014,15.576,0.415,15.434
E01000415,15.313,16.44,15.403,0.101,15.38
E01000416,15.31,18.5,15.56,0.39,15.478
E01000417,15.13,18.299,15.34,0.338,15.245
E01000418,15.119,17.817,15.292,0.213,15.239
E01000419,15.233,17.741,15.352,0.218,15.312
E01000420,15.171,18.864,15.377,0.424,15.262
E01000421,15.184,18.028,15.425,0.446,15.306
E01000422,15.311,18.996,15.619,0.399,15.534
E01000423,15.198,18.349,15.45,0.497,15.291
E01000424,15.131,16.147,15.227,0.148,15.186
E01000425,15.148,15.954,15.207,0.061,15.192
E01000426,15.154,17.844,15.466,0.45,15.294
E01000427,15.107,17.697,15.297,0.372,15.19
E01000428,14.993,19.357,15.302,0.52,15.145
E01000429,14.925,15.795,15.108,0.144,15.078
E01000430,14.671,15.746,14.821,0.138,14.779
E01000431,15.06,18.908,15.433,0.623,15.256
E01000433,14.909,18.449,15.207,0.517,15.053
E01000434,14.716,17.151,14.815,0.125,14.787
E01000435,14.975,18.412,15.258,0.551,15.094
E01000436,15.163,16.072,15.213,0.051,15.199
E01000437,15.068,16.255,15.157,0.12,15.128
E01000438,15.08,16.691,15.203,0.169,15.173
E01000439,15.052,16.813,15.225,0.266,15.163
E01000440,15.099,16.243,15.195,0.148,15.157
E01000441,15.092,17.016,15.191,0.185,15.146
E01000442,15.081,16.658,15.246,0.216,15.199
E01000443,15.054,17.446,15.257,0.321,15.163
E01000444,14.779,17.622,14.989,0.292,14.923
E01000445,14.912,16.292,15.056,0.196,15.028
E01000446,15.027,16.297,15.13,0.088,15.118
E01000447,14.92,19.14,15.307,0.566,15.127
E01000448,15.003,16.937,15.14,0.249,15.064
E01000449,15.05,18.2,15.265,0.412,15.146
E01000450,15.24,16.819,15.359,0.165,15.321
E01000451,15.24,17.261,15.403,0.293,15.322
E01000452,15.217,17.195,15.349,0.24,15.29
E01000453,15.198,15.438,15.252,0.046,15.238
E01000454,15.229,17.254,15.4,0.257,15.334
E01000455,15.206,16.492,15.28,0.099,15.257
E01000456,15.185,15.353,15.229,0.033,15.216
E01000457,15.117,18.866,15.454,0.469,15.291
E01000458,15.055,15.851,15.166,0.123,15.138
E01000459,15.091,17.697,15.248,0.292,15.174
E01000460,15.077,16.144,15.158,0.087,15.15
E01000461,15.077,17.562,15.262,0.322,15.167
E01000462,15.106,17.859,15.333,0.336,15.24
E01000463,15.156,16.189,15.236,0.104,15.216
E01000464,15.158,15.376,15.255,0.041,15.253
E01000465,15.15,15.831,15.232,0.102,15.195
E01000466,15.055,16.763,15.214,0.152,15.184
E01000467,15.236,15.627,15.299,0.057,15.278
E01000468,15.246,15.529,15.319,0.053,15.305
E01000469,15.191,16.623,15.3,0.191,15.254
E01000470,15.202,18.154,15.525,0.454,15.397
E01000471,15.675,15.942,15.745,0.057,15.735
E01000472,15.562,20.003,15.891,0.577,15.736
E01000473,15.573,18.118,15.824,0.422,15.687
E01000474,15.565,16.29,15.628,0.059,15.612
E01000475,15.432,18.155,15.821,0.489,15.652
E01000476,15.592,17.901,15.773,0.301,15.701
E01000477,15.62,18.025,15.91,0.317,15.828
E01000478,15.643,17.958,15.783,0.277,15.707
E01000479,15.436,18.532,15.778,0.395,15.654
E01000480,15.4,17.702,15.566,0.217,15.522
E01000481,15.381,18.497,15.749,0.447,15.606
E01000483,15.578,21.109,15.743,0.495,15.64
E01000484,15.306,17.837,15.451,0.267,15.381
E01000485,15.267,18.577,15.591,0.515,15.427
E01000486,15.295,16.948,15.378,0.156,15.343
E01000487,15.291,18.089,15.549,0.335,15.448
E01000488,15.817,16.994,15.923,0.153,15.873
E01000489,15.842,17.539,15.966,0.183,15.911
E01000490,16.027,19.566,16.308,0.395,16.194
E01000491,15.87,17.941,16.041,0.246,15.973
E01000492,15.837,16.914,15.928,0.151,15.886
E01000493,15.838,16.825,15.949,0.141,15.91
E01000494,15.936,17.83,16.162,0.318,16.033
E01000495,15.985,19.086,16.261,0.357,16.122
E01000497,15.736,18.264,15.953,0.339,15.838
E01000498,15.608,25.267,16.296,1.446,15.875
E01000499,15.628,26.937,16.386,1.27,16.0
E01000501,15.714,16.742,15.822,0.116,15.798
E01000502,15.673,17.65,15.793,0.213,15.735
E01000503,15.671,16.756,15.77,0.141,15.737
E01000504,15.751,16.289,15.838,0.065,15.829
E01000505,15.75,16.196,15.83,0.061,15.816
E01000506,15.831,20.159,16.192,0.598,15.983
E01000507,15.687,16.371,15.8,0.102,15.782
E01000508,15.803,21.52,16.256,0.743,16.006
E01000509,15.867,24.913,16.561,1.461,16.089
E01000510,15.717,24.775,16.352,1.053,16.029
E01000511,15.704,18.906,16.173,0.627,15.948
E01000512,15.728,18.561,15.959,0.337,15.862
E01000513,15.659,18.537,15.961,0.445,15.826
E01000514,15.561,17.563,15.741,0.275,15.669
E01000515,15.373,18.527,15.65,0.449,15.506
E01000516,15.622,20.166,15.919,0.457,15.78
E01000517,15.325,17.65,15.532,0.28,15.46
E01000518,15.367,18.209,15.648,0.306,15.594
E01000519,15.356,16.883,15.488,0.192,15.421
E01000520,15.396,17.701,15.641,0.282,15.582
E01000521,16.004,23.429,16.82,1.156,16.367
E01000522,15.853,17.352,15.997,0.224,15.938
E01000523,15.934,20.454,16.226,0.526,16.064
E01000524,16.057,22.705,16.468,0.709,16.194
E01000525,15.92,19.604,16.291,0.496,16.127
E01000526,15.788,19.837,16.189,0.687,15.961
E01000527,15.908,17.349,16.031,0.2,15.981
E01000528,15.826,19.907,16.256,0.631,16.051
E01000530,15.893,19.041,16.168,0.387,16.032
E01000531,15.945,20.243,16.337,0.649,16.097
E01000532,15.988,19.025,16.308,0.567,16.119
E01000533,15.887,19.078,16.184,0.404,16.05
E01000534,15.875,18.12,16.057,0.299,15.963
E01000535,15.914,20.734,16.455,0.682,16.209
E01000536,15.206,18.029,15.397,0.372,15.29
E01000538,15.198,15.473,15.235,0.035,15.222
E01000539,15.232,18.251,15.335,0.176,15.294
E01000540,15.205,15.875,15.283,0.103,15.253
E01000541,15.219,18.262,15.458,0.447,15.327
E01000543,15.241,18.405,15.651,0.559,15.447
E01000544,16.381,17.522,16.526,0.193,16.476
E01000545,16.096,19.514,16.409,0.583,16.222
E01000546,16.098,17.508,16.295,0.3,16.183
E01000547,16.106,17.372,16.223,0.113,16.207
E01000548,16.212,19.627,16.598,0.601,16.378
E01000549,16.108,18.332,16.375,0.37,16.28
E01000550,16.261,19.56,16.536,0.399,16.421
E01000551,16.258,18.46,16.448,0.335,16.339
E01000552,16.362,18.416,16.681,0.449,16.494
E01000553,15.75,18.618,15.945,0.386,15.843
E01000554,15.687,17.626,15.758,0.122,15.746
E01000555,15.697,16.349,15.818,0.111,15.791
E01000556,15.875,18.987,16.375,0.63,16.12
E01000557,15.782,18.39,16.052,0.394,15.922
E01000558,15.885,18.702,16.06,0.325,15.969
E01000559,15.794,17.322,15.936,0.269,15.872
E01000560,15.872,17.886,16.053,0.295,15.963
E01000561,16.01,19.116,16.312,0.511,16.133
E01000562,15.178,18.922,15.437,0.368,15.335
E01000563,15.185,18.795,15.469,0.474,15.329
E01000564,15.279,17.718,15.533,0.431,15.382
E01000565,15.281,17.699,15.489,0.316,15.405
E01000566,15.235,15.776,15.306,0.059,15.295
E01000567,15.295,17.078,15.417,0.183,15.373
E01000568,15.162,18.727,15.379,0.459,15.248
E01000569,15.17,15.751,15.253,0.086,15.234
E01000570,15.437,17.401,15.556,0.238,15.504
E01000571,15.448,20.556,15.734,0.464,15.606
E01000572,15.219,15.497,15.272,0.045,15.258
E01000573,15.233,15.556,15.328,0.067,15.318
E01000574,15.231,15.422,15.276,0.035,15.268
E01000575,15.273,17.561,15.491,0.322,15.409
E01000576,15.359,18.88,15.595,0.437,15.459
E01000577,15.273,17.969,15.425,0.288,15.346
