MSOA21CD,PM10-2016-min,PM10-2016-max,PM10-2016-mean,PM10-2016-std,PM10-2016-median
E02000103,21.391,53.924,22.517,2.179,22.017
E02000104,20.91,34.576,22.148,1.244,21.925
E02000105,20.591,33.857,21.318,1.133,21.028
E02000106,21.584,73.522,24.249,4.305,23.007
E02000107,21.69,35.978,22.38,1.12,22.126
E02000108,20.562,25.741,21.038,0.511,20.931
E02000110,21.667,30.935,22.102,0.682,21.963
E02000111,20.829,32.859,21.657,1.123,21.385
E02000112,21.329,43.832,22.834,1.947,22.351
E02000113,21.591,47.136,23.775,3.819,22.542
E02000114,21.738,41.386,22.315,1.359,22.029
E02000115,21.938,36.386,22.532,1.103,22.209
E02000116,21.713,41.222,22.395,1.645,21.982
E02000117,21.854,69.37,23.165,2.577,22.45
E02000118,21.319,31.828,21.989,0.834,21.83
E02000119,21.744,64.595,22.878,2.775,22.208
E02000120,22.24,34.134,23.266,1.38,22.934
E02000121,20.964,35.648,21.947,1.283,21.665
E02000122,21.758,27.762,22.136,0.601,21.979
E02000123,21.906,177.184,23.137,4.659,22.452
E02000124,22.056,32.101,22.869,1.125,22.529
E02000125,21.876,32.676,22.508,1.108,22.192
E02000126,22.976,33.35,23.76,1.136,23.423
E02006955,21.849,31.017,22.77,1.277,22.414
E02006956,21.592,35.041,22.134,0.904,21.922
E02000127,20.193,26.861,20.659,0.52,20.547
E02000128,19.616,27.298,20.096,0.544,20.012
E02000130,20.765,29.323,21.289,0.73,21.126
E02000131,20.97,30.535,21.523,0.944,21.279
E02000132,20.785,34.998,21.295,0.982,21.004
E02000133,19.281,33.546,20.136,0.808,20.043
E02000134,20.448,30.373,21.224,1.0,20.977
E02000135,20.921,29.376,21.418,0.877,21.211
E02000136,19.284,31.096,19.769,0.774,19.599
E02000137,20.323,27.469,20.806,0.6,20.681
E02000138,20.561,28.926,21.416,0.845,21.262
E02000139,20.582,28.984,21.051,0.738,20.876
E02000140,19.346,34.8,20.091,1.234,19.831
E02000141,20.562,34.061,21.272,1.029,21.035
E02000142,19.967,33.677,20.743,1.009,20.499
E02000144,20.056,37.585,20.806,1.058,20.539
E02000145,18.132,31.433,18.842,0.58,18.723
E02000146,19.835,31.839,20.516,1.094,20.286
E02000147,20.062,31.425,20.677,0.843,20.461
E02000148,19.178,24.752,19.615,0.363,19.52
E02000149,19.148,35.877,19.672,1.017,19.454
E02000150,20.064,28.961,21.319,0.913,21.248
E02000151,19.118,26.701,19.494,0.507,19.392
E02000152,19.223,31.049,19.725,0.744,19.577
E02000153,19.763,29.031,20.249,0.668,20.087
E02000154,18.99,33.46,19.652,1.059,19.366
E02000155,18.46,33.984,19.334,0.818,19.216
E02000156,19.554,29.773,20.313,0.863,20.122
E02000157,18.938,26.134,19.379,0.631,19.252
E02000158,18.382,27.151,18.942,0.564,18.858
E02000159,18.653,34.177,19.544,1.038,19.418
E02000160,18.709,33.131,19.583,0.772,19.518
E02000161,18.584,28.378,19.062,0.669,18.96
E02000162,17.798,30.803,18.534,0.689,18.376
E02000163,17.775,28.589,18.41,0.641,18.29
E02000165,17.704,25.148,18.155,0.422,18.111
E02006782,20.255,27.219,20.744,0.501,20.674
E02006787,20.519,34.769,21.413,1.408,21.108
E02006789,17.54,24.838,18.162,0.478,18.142
E02000166,21.449,33.192,21.964,0.821,21.778
E02000167,21.477,33.237,22.307,1.233,22.014
E02000168,22.13,32.682,23.279,1.291,22.894
E02000169,21.891,49.111,22.686,1.72,22.355
E02000170,21.94,48.872,22.813,1.861,22.401
E02000171,22.252,37.207,23.405,1.553,22.964
E02000172,22.764,33.896,23.345,0.975,23.08
E02000173,22.428,42.452,23.517,1.984,22.949
E02000174,22.704,32.349,23.48,1.059,23.173
E02000175,22.434,51.373,23.44,2.117,22.962
E02000176,22.598,37.114,23.308,1.353,22.917
E02000177,22.793,33.695,23.792,1.452,23.352
E02000178,22.186,33.46,23.239,1.395,22.854
E02000179,22.596,36.601,23.786,1.784,23.319
E02000180,23.105,37.87,24.22,1.763,23.652
E02000181,22.778,29.039,23.308,0.727,23.102
E02000182,22.875,43.79,23.93,2.192,23.348
E02000183,22.908,31.736,23.542,1.012,23.243
E02000184,23.222,44.84,24.638,1.831,24.143
E02000185,23.052,36.788,24.051,1.259,23.683
E02000186,23.116,67.899,24.69,2.832,23.867
E02000187,23.296,71.743,24.86,3.592,24.173
E02000188,23.566,46.896,24.879,2.464,24.336
E02000191,24.585,64.163,27.24,4.463,25.927
E02000192,25.244,53.16,26.244,2.568,25.579
E02000193,25.184,71.133,27.415,4.149,26.07
E02007115,24.502,61.823,25.952,3.355,25.064
E02000001,24.625,142.55,27.471,7.044,25.696
E02000194,20.9,31.093,21.503,0.999,21.219
E02000195,20.885,31.871,21.406,0.876,21.203
E02000196,20.846,33.964,21.265,0.848,21.104
E02000197,20.877,35.598,21.374,1.055,21.158
E02000198,20.924,31.257,21.538,1.145,21.226
E02000199,21.028,31.051,21.493,0.979,21.221
E02000200,20.851,27.462,21.277,0.747,21.1
E02000201,20.493,29.352,21.273,0.944,21.039
E02000202,20.904,30.971,21.25,0.764,21.118
E02000203,20.923,30.79,21.545,0.943,21.273
E02000204,20.867,31.905,21.496,1.075,21.253
E02000206,20.718,31.244,21.489,1.001,21.262
E02000207,20.184,29.334,21.003,0.991,20.812
E02000208,21.09,31.495,21.766,1.045,21.509
E02000209,20.79,32.338,21.623,1.325,21.349
E02000210,20.773,28.642,21.22,0.452,21.144
E02000211,20.087,28.761,20.353,0.314,20.3
E02000212,20.506,35.753,21.891,1.404,21.642
E02000213,21.406,45.499,22.652,1.934,22.123
E02000214,20.181,28.716,20.836,0.981,20.603
E02000215,20.624,33.326,21.808,1.159,21.568
E02000216,19.786,33.767,20.562,0.928,20.313
E02000217,20.596,36.29,22.252,1.512,21.884
E02000218,19.507,31.72,19.992,0.88,19.787
E02000219,19.25,30.144,19.956,0.806,19.777
E02000221,19.791,68.431,20.989,1.837,20.597
E02000222,19.498,32.542,20.376,0.942,20.159
E02000223,19.14,32.049,19.636,0.867,19.443
E02000224,19.791,70.644,20.469,1.463,20.21
E02000225,18.751,23.555,19.175,0.305,19.113
E02000226,19.025,27.675,19.653,0.733,19.521
E02000227,18.42,33.294,19.261,0.933,19.128
E02000228,19.048,27.014,19.593,0.594,19.487
E02000229,18.361,22.161,18.898,0.448,18.85
E02000230,19.359,36.282,20.446,1.429,20.08
E02000231,19.049,31.013,19.695,0.703,19.553
E02000232,18.51,26.736,18.915,0.523,18.834
E02000233,18.818,28.161,19.486,0.892,19.257
E02000234,18.79,33.357,19.645,1.182,19.391
E02000235,18.458,27.086,18.941,0.548,18.834
E02000236,18.316,36.098,19.398,1.09,19.232
E02000237,18.086,23.619,18.609,0.418,18.57
E02006788,20.426,36.327,20.89,1.222,20.65
E02006987,21.13,38.424,22.539,1.775,22.03
E02006988,20.217,42.998,21.542,1.471,21.134
E02000238,20.401,35.793,20.906,0.992,20.67
E02000239,20.45,34.75,21.061,1.179,20.756
E02000240,19.817,33.625,20.606,1.255,20.261
E02000241,20.047,33.17,20.819,1.167,20.539
E02000242,20.716,26.371,21.232,0.432,21.152
E02000243,20.297,38.563,21.544,1.998,20.952
E02000244,20.633,40.722,22.198,2.353,21.431
E02000245,19.838,37.558,20.782,1.619,20.353
E02000246,19.581,34.18,20.214,1.179,19.933
E02000247,20.024,36.009,21.151,1.608,20.717
E02000248,21.548,61.797,23.89,4.068,22.632
E02000249,20.542,36.208,21.33,1.457,20.953
E02000250,21.039,35.246,21.939,1.076,21.735
E02000251,20.528,26.915,20.952,0.535,20.857
E02000252,21.907,65.77,23.55,3.003,22.678
E02000253,20.745,28.437,21.3,0.852,21.081
E02000254,20.193,27.057,20.867,0.77,20.761
E02000255,20.871,35.601,21.913,1.484,21.57
E02000256,21.777,36.45,22.639,1.461,22.193
E02000258,21.922,36.394,22.689,1.36,22.337
E02000259,20.636,33.716,21.251,0.999,21.008
E02000260,20.408,40.838,21.701,1.797,21.211
E02000261,21.975,49.527,23.23,2.701,22.496
E02000262,21.781,38.198,22.804,1.471,22.459
E02000263,20.222,35.033,21.072,1.564,20.674
E02000264,21.652,178.096,22.624,3.634,22.092
E02000265,21.509,34.909,22.606,1.569,22.248
E02000266,20.602,39.488,21.624,1.468,21.355
E02000267,20.975,35.883,22.062,1.568,21.677
E02000268,21.489,31.56,22.064,0.821,21.876
E02000269,21.4,35.042,22.083,0.962,21.885
E02000270,21.794,45.79,22.494,1.413,22.206
E02000271,21.942,39.046,22.394,1.337,22.198
E02000272,20.934,29.171,21.466,0.713,21.339
E02000275,20.544,31.651,21.46,1.29,21.132
E02000276,21.274,33.068,22.081,0.879,21.964
E02006791,21.746,30.345,22.368,0.692,22.195
E02006968,21.672,39.321,22.383,1.262,22.065
E02006969,21.856,36.235,23.279,2.057,22.657
E02006970,20.455,32.514,21.208,1.441,20.825
E02006971,20.425,31.694,20.947,0.854,20.753
E02000277,19.347,39.49,21.08,2.919,20.006
E02000278,19.356,42.666,20.757,2.472,19.915
E02000279,18.998,34.469,20.069,1.868,19.601
E02000280,18.737,52.117,19.684,2.321,19.066
E02000281,19.102,43.956,20.283,1.806,19.824
E02000282,19.621,36.998,20.678,1.793,20.208
E02000283,19.621,31.104,20.313,0.815,20.187
E02000284,19.599,32.659,20.235,0.8,20.042
E02000285,19.823,30.953,20.349,0.904,20.122
E02000286,18.974,30.871,19.889,0.914,19.822
E02000287,18.958,32.911,19.479,0.721,19.344
E02000288,20.237,53.706,21.304,1.694,20.964
E02000289,19.08,26.887,19.736,0.57,19.807
E02000290,19.238,35.79,20.504,1.232,20.236
E02000291,20.299,30.796,20.884,1.103,20.581
E02000292,20.028,38.551,21.32,1.571,21.068
E02000293,19.872,30.098,20.37,0.624,20.226
E02000294,20.184,40.767,21.177,1.059,21.145
E02000295,19.886,29.443,20.394,0.781,20.249
E02000296,19.421,28.883,20.476,1.085,20.256
E02000297,20.258,36.963,21.146,1.517,20.739
E02000298,20.156,30.669,20.58,0.608,20.448
E02000299,20.823,27.481,21.296,0.662,21.158
E02000300,20.726,49.288,21.482,1.602,21.074
E02000301,20.114,37.149,21.352,1.362,21.182
E02000302,20.488,34.069,21.066,0.997,20.854
E02000303,20.743,47.304,21.633,2.1,21.124
E02000304,20.41,43.232,21.214,1.005,20.974
E02000305,20.531,39.499,21.377,1.206,21.132
E02000306,20.709,62.873,22.422,2.469,21.856
E02000307,20.795,43.007,22.029,2.267,21.351
E02000308,20.878,54.911,22.305,2.511,21.676
E02000309,21.187,70.156,23.098,3.241,22.383
E02000311,21.009,41.459,22.144,2.284,21.485
E02000312,20.908,46.893,22.233,2.328,21.652
E02006793,21.053,43.067,22.235,2.172,21.713
E02000313,20.309,27.787,20.848,0.677,20.598
E02000314,20.232,41.477,21.08,1.205,20.787
E02000315,20.418,32.154,20.774,0.684,20.635
E02000317,21.6,32.176,22.077,0.974,21.867
E02000318,20.501,34.538,21.202,1.334,20.915
E02000319,20.829,39.431,21.645,1.392,21.321
E02000320,20.264,29.333,20.812,0.962,20.561
E02000321,21.123,37.075,21.935,1.552,21.545
E02000323,21.193,42.949,22.324,1.033,22.148
E02000324,21.447,31.329,22.155,0.898,21.988
E02000326,22.114,46.355,23.319,2.113,22.795
E02000327,21.456,32.569,22.33,1.115,22.043
E02000328,22.008,37.344,22.979,1.563,22.629
E02000329,20.512,27.546,20.871,0.502,20.772
E02000331,21.574,38.84,22.516,1.566,22.055
E02000332,20.655,31.784,21.55,0.838,21.391
E02000333,21.923,40.451,23.06,1.695,22.599
E02000334,21.708,33.202,22.476,1.134,22.179
E02000335,20.621,41.743,21.574,1.491,21.251
E02000337,21.442,41.367,23.582,2.202,23.0
E02000339,20.753,41.47,22.26,2.286,21.682
E02000340,20.278,41.158,20.996,1.415,20.671
E02000341,20.669,38.711,21.65,1.531,21.207
E02000342,20.181,26.415,20.536,0.612,20.37
E02000343,20.209,30.408,20.982,1.15,20.648
E02000344,20.04,35.511,20.908,1.315,20.535
E02006786,20.276,33.812,20.935,0.881,20.753
E02006927,21.47,43.722,23.483,1.689,23.148
E02006928,22.468,35.943,23.361,1.513,22.881
E02006930,22.517,45.892,24.699,2.559,24.072
E02006931,21.966,38.008,22.975,1.742,22.545
E02006991,21.473,61.878,22.947,2.588,22.409
E02006992,22.519,60.435,24.997,3.137,24.266
E02006993,22.531,34.128,23.878,1.125,23.678
E02006994,21.543,36.558,22.892,1.848,22.347
E02000345,21.509,37.897,22.58,1.783,22.276
E02000346,22.184,38.364,23.351,2.09,22.664
E02000347,22.193,29.326,22.564,0.81,22.369
E02000348,21.53,33.632,22.565,1.453,22.291
E02000350,21.996,36.171,22.887,1.609,22.484
E02000351,22.331,36.03,23.201,1.679,22.698
E02000352,22.282,31.424,22.765,0.867,22.526
E02000353,22.468,38.931,23.564,1.759,23.033
E02000354,22.178,34.138,22.878,0.993,22.611
E02000355,21.947,39.165,23.02,1.813,22.54
E02000356,22.504,33.815,23.057,0.957,22.783
E02000357,21.613,33.746,22.487,1.106,22.151
E02000358,22.613,34.223,23.261,1.326,22.911
E02000359,22.09,33.34,22.772,1.035,22.541
E02000360,22.586,32.066,23.405,1.143,23.062
E02000361,22.403,50.621,24.148,2.306,23.407
E02000362,22.861,50.409,25.298,2.963,24.463
E02000363,22.443,32.678,23.457,1.23,23.163
E02000364,22.75,35.703,23.499,1.194,23.19
E02000366,22.88,33.541,23.815,1.383,23.365
E02000367,22.733,37.76,23.699,1.553,23.275
E02000368,22.778,32.488,23.571,0.915,23.331
E02000369,23.26,31.845,24.026,1.105,23.694
E02000370,23.521,43.798,24.339,1.345,24.066
E02006918,21.581,34.789,22.269,1.322,21.972
E02006921,21.519,30.956,22.286,1.009,22.109
E02007108,22.97,35.627,24.438,2.135,23.742
E02007109,22.964,41.995,23.924,1.335,23.557
E02007110,23.613,43.686,24.821,1.901,24.299
E02007111,23.537,53.25,25.298,2.952,24.574
E02000372,21.76,58.93,22.893,2.258,22.239
E02000373,22.163,46.747,23.3,2.858,22.569
E02000374,22.116,47.647,23.168,2.458,22.531
E02000375,22.259,62.749,23.626,2.199,23.049
E02000376,22.499,35.636,23.367,1.829,22.879
E02000377,22.265,35.108,23.4,1.956,22.796
E02000378,22.7,54.018,23.769,2.369,23.194
E02000379,21.982,32.564,22.659,1.013,22.441
E02000380,22.595,59.431,23.139,1.635,22.84
E02000381,22.524,39.379,23.147,1.769,22.811
E02000382,22.498,45.387,24.133,3.129,23.178
E02000383,22.527,44.928,23.785,2.684,22.998
E02000384,22.378,61.44,24.905,4.512,23.226
E02000385,22.378,47.798,23.784,3.437,22.779
E02000386,22.504,45.621,23.285,1.519,22.975
E02000387,22.137,50.42,22.897,2.031,22.484
E02000388,22.592,38.0,23.261,1.395,22.904
E02000389,21.481,46.104,22.296,1.591,22.079
E02000390,22.305,28.444,22.888,0.784,22.68
E02000391,22.415,37.064,23.347,1.629,22.916
E02000392,22.418,37.745,23.058,1.212,22.736
E02000393,22.235,30.334,22.809,1.132,22.501
E02000394,22.51,30.698,22.809,0.468,22.704
E02000395,21.48,43.076,22.561,1.464,22.263
E02000396,22.436,37.837,23.083,1.11,22.803
E02000397,21.204,29.232,21.592,0.686,21.456
E02000398,21.244,37.697,22.397,1.125,22.326
E02000400,20.891,43.416,21.75,1.337,21.409
E02000401,21.065,33.047,22.011,1.5,21.603
E02000402,21.225,31.788,21.919,0.995,21.667
E02000403,21.07,34.612,21.955,1.316,21.619
E02000404,21.351,30.759,22.116,1.232,21.738
E02000405,20.889,29.076,21.568,0.736,21.445
E02000406,21.636,31.494,22.154,1.118,21.863
E02000407,21.747,39.748,22.41,1.596,22.042
E02000408,21.615,40.73,22.558,2.004,22.079
E02000409,21.476,33.053,22.03,1.073,21.737
E02000410,21.081,36.137,22.083,1.635,21.662
E02000411,21.437,41.867,22.525,1.832,22.014
E02000412,21.779,55.482,22.802,2.471,22.197
E02000413,20.936,33.959,21.532,0.771,21.4
E02000414,21.621,26.548,22.111,0.529,22.006
E02000415,21.503,36.356,22.336,1.326,21.976
E02000416,21.772,33.351,22.718,1.073,22.478
E02000417,21.353,32.522,22.113,1.028,21.871
E02000418,21.532,30.112,22.297,1.141,22.012
E02000419,21.842,36.973,22.773,1.574,22.28
E02000420,21.849,40.79,22.636,1.807,22.13
E02000421,21.724,43.884,23.407,2.593,22.663
E02000422,21.829,35.454,22.472,1.446,22.083
E02000423,21.804,32.81,22.544,1.386,22.132
E02000424,21.687,30.369,22.136,0.745,21.948
E02000425,21.492,37.696,22.282,1.568,21.923
E02000426,21.319,34.663,21.995,1.209,21.646
E02000427,21.836,44.891,22.507,1.191,22.175
E02000428,21.85,37.634,22.559,1.544,22.211
E02000429,21.472,30.337,21.976,0.74,21.799
E02000430,21.779,31.817,22.343,1.164,22.009
E02000431,21.75,34.452,22.507,1.475,22.094
E02000432,21.757,28.437,22.323,0.739,22.143
E02006794,21.396,33.904,22.356,1.244,22.117
E02000433,19.052,31.73,19.924,1.084,19.556
E02000434,20.414,34.168,21.045,0.763,20.907
E02000435,19.448,30.892,20.122,0.75,19.969
E02000436,18.879,28.808,19.463,0.722,19.304
E02000437,19.588,32.0,20.546,1.036,20.34
E02000438,19.192,28.999,20.041,1.145,19.731
E02000439,20.431,32.494,21.024,0.964,20.806
E02000440,19.971,29.693,20.574,0.791,20.381
E02000441,18.809,29.114,19.412,0.763,19.298
E02000442,20.343,28.127,20.873,0.747,20.688
E02000443,20.368,28.404,21.036,0.667,20.904
E02000444,20.237,31.43,20.802,0.998,20.508
E02000445,20.469,35.707,21.192,1.069,20.884
E02000447,19.259,26.99,20.417,0.963,20.381
E02000448,19.308,25.838,19.714,0.588,19.582
E02000449,20.445,32.186,21.037,1.144,20.746
E02000451,19.325,27.769,20.011,0.77,19.878
E02000452,20.507,49.645,21.263,1.113,21.001
E02000453,20.1,31.564,20.861,0.884,20.659
E02000454,19.321,24.239,19.749,0.466,19.683
E02000455,20.252,57.938,21.455,1.926,20.989
E02000456,20.116,28.232,20.575,0.831,20.376
E02000457,19.637,27.99,20.266,0.678,20.166
E02000459,20.169,27.754,20.675,0.813,20.445
E02000460,19.925,27.293,20.449,0.892,20.244
E02000461,20.168,32.442,20.67,0.974,20.411
E02000462,20.051,28.037,20.671,0.946,20.414
E02000463,19.987,26.794,20.315,0.596,20.188
E02006795,19.695,28.318,20.161,0.648,20.041
E02006882,20.401,44.821,20.91,0.848,20.746
E02000464,18.095,32.933,18.972,1.613,18.484
E02000465,18.358,36.96,19.415,1.671,19.021
E02000466,18.121,26.171,18.626,0.467,18.506
E02000467,19.076,27.339,19.784,0.696,19.688
E02000468,18.311,27.12,18.867,0.573,18.702
E02000469,18.775,34.191,19.413,1.154,19.098
E02000470,18.073,38.164,18.951,1.426,18.498
E02000471,18.818,43.07,19.5,1.076,19.319
E02000472,19.171,32.617,19.806,1.209,19.514
E02000473,18.337,33.036,19.617,1.097,19.466
E02000474,19.285,33.131,19.992,1.379,19.639
E02000475,18.991,37.729,19.623,1.029,19.401
E02000476,19.286,42.929,20.987,2.188,20.466
E02000477,19.096,26.963,19.565,0.568,19.458
E02000478,18.329,27.467,19.0,0.423,19.018
E02000479,19.402,35.832,20.6,1.695,20.081
E02000480,19.675,36.588,20.32,1.156,20.024
E02000481,17.147,32.482,18.27,1.573,18.027
E02000482,18.227,27.92,18.536,0.567,18.404
E02000483,18.839,26.724,19.316,0.62,19.182
E02000484,19.14,30.049,19.716,0.896,19.557
E02000485,18.375,33.102,18.98,0.649,18.891
E02000486,19.095,25.38,19.428,0.5,19.324
E02000487,17.836,31.417,18.503,0.853,18.342
E02000488,18.803,24.806,19.361,0.552,19.287
E02000489,18.834,29.959,19.744,0.901,19.696
E02000490,18.961,30.153,19.635,0.844,19.526
E02000491,19.191,31.579,20.403,1.178,20.078
E02000492,18.342,40.674,19.279,0.972,19.089
E02000493,18.981,39.483,19.885,1.406,19.605
E02000494,18.11,30.362,18.744,0.825,18.644
E02000495,18.712,29.409,19.435,0.954,19.186
E02000496,17.705,25.688,18.217,0.437,18.159
E02000497,18.725,28.722,19.428,0.681,19.357
E02000498,18.321,36.585,19.099,0.966,18.951
E02000499,19.331,25.697,19.799,0.539,19.721
E02000500,18.724,32.11,19.689,1.014,19.533
E02000501,19.545,25.975,19.882,0.386,19.821
E02000502,19.333,29.052,20.082,0.846,19.856
E02000503,19.512,26.392,20.037,0.592,19.917
E02000504,18.673,36.092,19.742,1.104,19.563
E02000506,18.257,39.463,19.885,1.849,19.524
E02000507,19.554,32.296,20.697,1.32,20.321
E02000508,19.141,32.932,20.767,1.349,20.455
E02000509,18.868,30.733,19.83,1.235,19.54
E02000510,19.443,33.758,21.426,1.483,21.399
E02000511,19.576,28.043,20.032,0.441,19.964
E02000512,19.943,28.6,20.691,0.797,20.498
E02000513,19.811,28.446,20.304,0.823,20.105
E02000514,19.864,29.344,20.385,0.737,20.235
E02000515,18.854,35.693,19.664,1.024,19.528
E02000516,20.091,32.744,20.597,1.083,20.291
E02000517,20.107,30.064,20.715,0.862,20.444
E02000518,19.61,35.575,20.978,1.079,20.795
E02000519,20.078,34.214,20.91,1.338,20.532
E02000520,20.157,39.781,21.122,1.458,20.787
E02000521,20.511,44.873,21.533,1.42,21.228
E02000522,19.385,31.953,21.173,1.319,20.967
E02000523,20.459,36.009,21.626,1.48,21.152
E02000524,19.174,137.608,20.534,2.128,20.019
E02000525,19.879,42.302,20.813,1.675,20.301
E02006796,19.467,31.153,20.179,1.13,19.912
E02000526,21.956,51.931,23.498,3.3,22.501
E02000529,20.419,29.967,21.161,1.165,20.778
E02000530,20.092,41.436,21.246,1.87,20.644
E02000531,20.616,47.555,22.101,2.16,21.575
E02000532,21.053,46.717,22.129,1.992,21.647
E02000533,21.138,48.634,22.401,2.251,21.806
E02000534,20.398,34.417,21.244,1.351,20.879
E02000535,20.02,37.465,20.924,1.546,20.502
E02000536,20.306,42.104,21.606,1.712,21.18
E02000537,20.388,37.012,21.232,1.319,20.965
E02000538,19.785,36.938,20.755,1.645,20.294
E02000539,20.352,38.108,21.413,1.238,21.14
E02000540,20.39,32.685,21.233,1.109,20.982
E02000541,19.945,29.984,20.662,1.189,20.331
E02000542,20.21,40.915,21.137,1.329,20.775
E02000543,20.211,39.642,21.155,1.362,20.902
E02000544,20.221,24.83,20.539,0.377,20.436
E02000545,20.293,76.687,21.082,1.372,20.906
E02000546,19.693,28.729,20.084,0.68,19.912
E02000547,19.534,34.063,20.259,1.224,19.945
E02000548,18.946,29.534,19.667,0.993,19.408
