LSOA11CD,PM10d-2013-min,PM10d-2013-max,PM10d-2013-mean,PM10d-2013-std,PM10d-2013-median
E01000105,9.084,22.07,9.839,1.313,9.538
E01000106,8.964,13.462,9.494,0.684,9.309
E01000107,8.196,12.188,8.459,0.286,8.366
E01000108,8.352,27.13,9.567,2.429,9.038
E01000109,8.761,20.233,9.268,1.096,9.009
E01000110,8.463,24.988,9.629,1.952,9.153
E01000111,8.797,34.241,10.811,3.712,9.644
E01000112,8.938,79.119,10.762,4.858,9.422
E01000113,9.048,29.566,10.445,3.039,9.603
E01000114,8.448,40.376,10.362,3.825,9.345
E01000115,8.767,26.377,9.689,1.573,9.381
E01000116,8.743,25.254,9.849,1.956,9.397
E01000117,8.895,20.651,9.454,1.054,9.228
E01000118,9.068,23.921,10.387,2.084,9.717
E01000119,9.101,15.503,9.439,0.524,9.292
E01000120,9.197,24.968,10.091,1.93,9.595
E01000121,9.167,15.904,9.515,0.745,9.313
E01000122,9.153,17.574,9.868,0.942,9.621
E01000123,9.242,16.239,9.88,0.902,9.652
E01000124,9.782,36.277,11.804,3.142,10.724
E01000125,9.831,46.567,11.134,3.012,10.323
E01000126,10.681,14.067,11.577,0.621,11.486
E01000127,9.651,18.62,10.241,1.109,9.933
E01000128,10.02,13.296,10.447,0.382,10.337
E01000129,9.893,54.733,13.51,7.028,11.135
E01000130,10.048,14.138,10.687,0.565,10.558
E01000131,10.079,48.718,11.103,2.537,10.657
E01000132,9.646,12.962,10.018,0.481,9.908
E01000133,9.818,13.051,10.443,0.526,10.313
E01000134,9.664,29.524,11.031,2.562,10.279
E01000135,11.317,67.459,13.395,6.681,11.795
E01000136,10.977,32.865,11.889,1.77,11.529
E01000137,11.426,27.718,12.637,2.16,11.978
E01000138,11.489,77.765,16.474,10.574,12.742
E01000139,11.231,78.09,13.883,5.73,12.26
E01000140,11.668,38.873,14.882,4.32,13.133
E01000141,11.459,54.467,13.487,3.884,12.199
E01000142,11.436,21.399,12.063,1.148,11.824
E01000143,11.268,28.939,12.398,2.086,11.9
E01000144,11.519,38.808,13.323,3.484,12.262
E01000145,11.541,59.47,12.796,4.04,11.891
E01000146,11.474,47.859,13.927,4.137,12.395
E01000147,11.292,23.41,11.947,1.388,11.643
E01000148,10.593,50.385,13.089,4.608,11.646
E01000150,11.242,53.69,12.43,3.179,11.746
E01000151,11.36,17.719,12.149,0.68,11.971
E01000152,10.96,20.712,12.669,2.03,11.798
E01000153,10.442,14.903,11.228,0.488,11.184
E01000154,11.663,15.9,12.29,0.84,12.043
E01000155,10.589,24.792,11.674,1.035,11.581
E01000156,10.22,33.798,11.927,3.714,10.819
E01000157,10.063,14.042,10.662,0.454,10.576
E01000158,9.451,27.2,9.985,1.05,9.777
E01000159,9.449,38.79,10.629,2.999,9.869
E01000160,9.661,106.188,12.43,9.468,10.413
E01000161,9.848,41.809,12.348,4.576,10.812
E01000162,9.913,52.667,12.616,5.469,10.948
E01000163,10.228,73.783,14.906,11.139,11.238
E01000164,10.101,77.698,13.482,8.091,10.943
E01000165,10.05,64.214,12.094,6.306,10.734
E01000166,7.783,8.946,8.183,0.229,8.163
E01000167,7.768,10.586,8.08,0.304,8.032
E01000168,8.198,9.282,8.52,0.192,8.48
E01000169,8.129,10.053,8.441,0.214,8.388
E01000170,8.361,23.096,9.353,1.673,8.955
E01000171,8.148,25.658,9.458,2.241,8.909
E01000172,8.573,19.697,9.144,1.256,8.838
E01000173,8.614,20.326,9.219,1.251,8.987
E01000174,8.832,22.345,10.123,2.347,9.334
E01000175,8.694,24.932,9.378,1.459,9.02
E01000176,10.785,78.593,18.753,15.883,12.261
E01000177,10.545,31.463,11.231,1.713,10.881
E01000178,10.071,31.331,10.848,1.951,10.467
E01000179,10.548,12.668,10.954,0.327,10.875
E01000180,10.642,20.519,11.446,1.463,11.082
E01000181,10.479,32.397,12.525,3.482,11.322
E01000182,10.61,40.585,12.03,2.938,11.186
E01000183,10.659,22.226,11.382,1.503,10.95
E01000184,10.059,97.845,13.44,8.309,10.999
E01000185,10.607,29.639,11.997,3.043,11.08
E01000186,8.634,41.222,10.417,4.082,9.484
E01000187,8.521,9.845,8.88,0.261,8.82
E01000188,8.197,40.447,9.532,2.596,8.735
E01000189,9.007,37.088,10.645,3.639,9.537
E01000190,8.988,20.781,9.468,1.118,9.217
E01000191,9.168,59.849,11.801,5.362,10.006
E01000192,9.306,32.665,10.811,2.956,9.832
E01000193,9.046,34.344,10.096,2.109,9.62
E01000194,9.355,48.198,11.281,4.251,10.048
E01000195,8.325,23.144,9.808,2.234,9.104
E01000196,10.491,47.521,13.11,4.765,11.455
E01000197,10.393,36.463,11.805,2.561,10.99
E01000198,10.342,60.666,13.624,6.869,11.447
E01000199,9.965,18.224,10.607,1.072,10.269
E01000200,10.11,28.643,11.575,2.599,10.815
E01000201,10.642,143.523,13.758,9.2,11.618
E01000202,10.575,30.585,11.747,3.262,11.012
E01000203,10.65,151.997,16.333,14.706,12.235
E01000204,9.973,27.914,10.742,1.576,10.378
E01000205,10.628,73.968,13.365,6.832,11.534
E01000206,10.431,39.456,11.213,1.863,10.783
E01000207,10.607,44.623,11.824,3.323,10.972
E01000208,10.706,39.336,12.79,4.345,11.355
E01000209,10.602,13.005,11.103,0.4,11.008
E01000210,10.598,98.951,13.197,8.394,11.115
E01000211,11.055,110.521,18.919,15.49,13.566
E01000212,10.624,34.53,11.798,2.181,11.251
E01000213,10.43,16.126,10.83,0.647,10.67
E01000214,10.842,30.135,11.814,2.04,11.297
E01000215,11.294,97.179,16.234,11.689,12.722
E01000216,11.165,26.711,11.739,1.444,11.481
E01000217,11.137,13.673,11.541,0.395,11.431
E01000218,11.281,28.179,12.699,2.442,12.115
E01000219,11.592,164.967,16.219,13.315,13.059
E01000220,11.588,28.859,12.609,2.048,12.085
E01000221,11.565,185.421,21.096,19.692,13.992
E01000222,11.178,76.994,13.408,6.823,11.79
E01000223,11.382,130.053,14.05,8.239,12.123
E01000224,11.247,16.861,11.963,0.749,11.772
E01000225,11.485,141.67,18.283,17.789,12.884
E01000226,9.481,32.105,11.272,3.482,10.256
E01000227,9.308,27.987,10.451,2.645,9.669
E01000228,8.029,56.938,9.562,3.845,8.692
E01000229,8.778,32.319,10.304,2.938,9.478
E01000230,8.631,42.623,9.885,2.699,9.385
E01000231,9.369,88.677,14.42,9.066,11.143
E01000232,9.376,54.08,12.197,5.09,10.368
E01000233,9.506,33.782,10.896,3.028,9.976
E01000234,9.69,33.718,11.338,2.22,10.584
E01000235,9.498,23.721,11.125,2.128,10.323
E01000236,11.4,87.904,15.569,10.646,12.434
E01000237,11.223,81.468,14.845,9.089,12.132
E01000238,11.296,109.995,14.453,9.384,11.968
E01000239,11.228,78.994,17.276,8.334,14.388
E01000240,10.563,137.141,15.935,9.598,12.604
E01000241,10.467,39.683,11.12,1.996,10.813
E01000242,11.094,61.925,13.602,5.907,11.812
E01000243,10.6,38.734,12.86,3.186,11.957
E01000244,10.577,46.579,12.383,2.879,11.633
E01000245,11.225,28.637,12.246,2.214,11.616
E01000246,7.718,33.999,8.181,1.126,7.947
E01000247,7.894,12.395,8.448,0.675,8.272
E01000248,7.912,23.005,9.289,2.166,8.702
E01000249,7.521,16.647,7.882,0.634,7.742
E01000250,7.875,38.652,9.208,3.24,8.424
E01000251,8.238,24.054,9.198,2.033,8.631
E01000252,8.171,28.772,8.834,1.763,8.492
E01000253,7.532,56.821,8.553,2.402,7.991
E01000254,7.535,19.052,8.026,0.904,7.793
E01000255,8.546,22.519,9.274,0.891,9.192
E01000256,9.339,73.677,12.477,6.972,10.363
E01000257,9.267,20.166,10.087,1.27,9.721
E01000258,9.103,57.116,11.452,4.204,10.075
E01000259,9.295,26.044,10.144,1.125,9.906
E01000260,9.696,83.4,14.251,8.401,11.079
E01000261,8.546,23.227,9.324,1.267,9.068
E01000262,8.406,19.902,9.098,0.779,8.972
E01000263,9.149,64.34,11.24,5.557,9.952
E01000264,10.134,64.853,16.029,8.689,12.626
E01000265,9.37,22.391,10.604,2.058,9.935
E01000266,9.246,24.442,9.839,1.369,9.474
E01000267,8.542,22.654,9.384,1.484,8.974
E01000268,8.439,43.283,10.231,4.135,8.954
E01000269,8.502,36.615,10.149,3.991,9.088
E01000270,8.437,34.699,9.079,1.473,8.76
E01000271,8.517,37.705,9.983,3.661,9.002
E01000272,8.639,21.15,9.121,0.814,8.94
E01000273,8.684,43.803,10.363,3.603,9.429
E01000274,9.075,26.322,10.111,1.732,9.651
E01000275,8.82,13.394,9.214,0.487,9.106
E01000276,8.427,17.219,9.02,0.743,8.878
E01000277,9.103,10.204,9.387,0.183,9.352
E01000278,8.976,19.002,9.805,1.306,9.441
E01000279,8.0,24.709,8.583,1.226,8.37
E01000280,8.205,22.644,8.838,1.382,8.509
E01000281,9.249,50.85,11.701,5.338,9.91
E01000282,8.524,37.93,9.651,2.553,9.077
E01000283,8.584,12.955,9.014,0.558,8.903
E01000284,8.99,29.639,10.277,2.866,9.398
E01000285,8.007,11.115,8.326,0.395,8.219
E01000286,7.963,8.931,8.134,0.16,8.073
E01000287,7.968,10.531,8.262,0.289,8.173
E01000288,8.233,47.548,9.172,2.759,8.554
E01000289,8.096,14.298,8.684,0.876,8.464
E01000290,7.914,60.273,8.671,3.261,8.1
E01000291,8.061,11.04,8.279,0.282,8.209
E01000292,8.168,23.286,8.99,1.916,8.523
E01000293,8.241,31.217,8.98,2.003,8.56
E01000294,7.967,22.836,8.462,1.064,8.226
E01000295,10.272,35.725,10.914,1.48,10.627
E01000296,9.757,46.526,12.088,4.492,10.671
E01000297,10.351,55.463,12.198,3.909,11.151
E01000298,10.047,33.396,11.974,3.776,10.586
E01000299,9.511,56.191,12.289,4.861,10.769
E01000300,9.298,11.79,9.787,0.44,9.715
E01000301,9.262,23.057,9.884,0.685,9.769
E01000302,9.669,50.866,11.694,4.737,10.29
E01000303,9.352,13.424,9.945,0.532,9.838
E01000304,9.413,18.129,10.242,1.088,9.99
E01000305,10.622,141.925,14.01,9.159,11.346
E01000306,11.658,51.616,14.812,4.874,12.754
E01000307,11.597,181.118,20.759,19.899,13.713
E01000308,10.464,40.307,11.216,1.408,10.91
E01000309,11.689,67.386,15.473,6.501,13.08
E01000310,11.496,106.335,17.673,12.648,13.198
E01000311,11.468,109.451,14.535,8.786,12.52
E01000312,10.646,54.049,12.45,4.64,11.564
E01000313,11.47,63.377,16.347,6.43,13.896
E01000314,11.442,80.618,13.596,7.033,12.198
E01000315,10.038,63.609,12.004,5.869,10.495
E01000316,10.069,64.88,12.566,5.578,10.875
E01000317,10.054,33.204,11.289,3.044,10.48
E01000318,9.618,34.47,11.38,3.123,10.552
E01000319,10.055,27.073,11.225,2.192,10.428
E01000320,9.324,29.616,10.517,3.328,9.736
E01000321,9.346,31.315,11.672,5.202,9.869
E01000322,9.567,26.877,10.314,2.285,9.881
E01000323,9.704,48.481,11.987,4.274,10.573
E01000324,9.588,31.046,10.595,2.484,9.989
E01000325,8.207,15.336,8.631,0.469,8.554
E01000326,8.206,43.932,8.826,1.99,8.552
E01000327,8.768,24.411,9.578,1.526,9.14
E01000328,8.193,21.052,8.494,0.513,8.391
E01000329,8.427,37.648,9.769,2.958,9.053
E01000330,8.753,27.801,10.539,2.943,9.64
E01000331,8.484,43.848,9.924,3.078,8.938
E01000332,8.655,19.293,9.362,1.434,8.965
E01000333,8.715,19.63,9.622,1.356,9.242
E01000334,8.741,16.299,9.269,0.911,9.104
E01000335,8.255,42.417,9.216,1.617,8.878
E01000336,8.828,12.883,9.509,0.742,9.304
E01000337,8.74,13.163,9.026,0.395,8.919
E01000338,8.775,16.233,9.186,0.78,9.013
E01000339,9.022,17.005,9.649,1.12,9.35
E01000340,9.242,20.025,10.656,1.653,10.223
E01000341,9.155,20.258,9.92,1.327,9.582
E01000342,9.154,10.183,9.394,0.201,9.327
E01000343,9.012,24.764,9.74,1.37,9.362
E01000344,9.141,17.995,9.737,1.135,9.467
E01000345,9.032,10.573,9.315,0.278,9.229
E01000346,8.914,14.115,9.539,0.607,9.4
E01000347,9.416,22.818,10.673,1.897,10.047
E01000348,8.726,14.236,9.624,0.92,9.335
E01000349,8.717,40.114,12.493,5.378,10.475
E01000350,8.872,16.264,9.455,0.892,9.207
E01000351,8.784,21.908,9.685,1.578,9.28
E01000352,9.286,65.113,14.136,7.125,11.47
E01000353,8.794,25.431,9.656,1.414,9.288
E01000354,9.058,17.027,9.715,0.908,9.467
E01000355,8.67,25.698,9.166,1.394,8.882
E01000356,9.208,23.799,10.37,2.014,9.706
E01000357,9.061,12.744,9.312,0.276,9.223
E01000358,8.936,24.025,9.691,1.8,9.274
E01000359,9.012,25.544,10.388,2.38,9.576
E01000360,8.917,28.879,10.289,2.515,9.553
E01000361,9.084,34.838,10.535,3.502,9.494
E01000362,8.979,34.271,10.458,2.569,9.6
E01000363,9.033,37.924,10.989,3.904,9.651
E01000364,8.916,35.84,10.78,3.876,9.397
E01000365,8.884,35.369,9.487,1.563,9.11
E01000366,8.911,27.428,9.597,1.034,9.438
E01000367,8.526,41.551,9.546,2.973,8.841
E01000368,8.28,10.377,8.56,0.24,8.521
E01000369,8.35,11.539,8.74,0.388,8.647
E01000370,8.426,21.842,9.311,1.651,8.853
E01000371,8.292,9.137,8.533,0.168,8.478
E01000372,8.517,10.047,8.725,0.179,8.671
E01000373,8.624,23.063,9.386,1.493,9.047
E01000374,7.995,55.235,10.107,5.119,8.588
E01000375,8.091,30.545,9.011,2.089,8.531
E01000376,8.033,31.653,8.403,0.8,8.282
E01000377,8.044,21.461,8.801,1.507,8.448
E01000378,8.17,35.987,9.352,2.579,8.578
E01000379,8.101,26.896,8.466,0.914,8.323
E01000380,8.126,53.485,11.599,6.362,9.474
E01000381,7.753,24.452,8.491,1.528,8.221
E01000382,8.197,13.926,8.706,0.496,8.653
E01000383,7.586,29.693,8.299,1.491,7.954
E01000384,8.479,25.24,9.482,2.106,8.944
E01000385,8.146,31.891,8.999,2.143,8.531
E01000386,8.355,43.788,10.161,3.84,8.915
E01000387,8.381,22.261,8.849,0.781,8.676
E01000388,8.905,24.01,9.433,0.846,9.33
E01000389,9.062,26.166,10.249,2.53,9.505
E01000390,8.909,58.868,10.97,4.518,9.471
E01000391,9.023,47.873,11.273,5.621,9.695
E01000392,9.203,24.397,10.674,2.386,9.897
E01000393,9.032,24.232,9.976,1.96,9.442
E01000394,9.102,26.949,10.584,2.354,9.856
E01000395,9.248,25.367,10.104,1.759,9.71
E01000396,9.427,10.445,9.775,0.189,9.731
E01000398,9.241,12.93,9.56,0.421,9.432
E01000399,9.28,23.29,10.191,1.73,9.758
E01000400,9.176,24.969,10.288,1.872,9.739
E01000401,9.307,17.609,9.777,0.944,9.535
E01000402,8.623,17.854,9.174,1.091,8.858
E01000403,8.312,46.143,10.437,3.874,9.281
E01000404,8.396,21.471,9.593,1.966,9.055
E01000405,8.435,19.374,9.28,1.447,8.874
E01000406,8.491,16.429,9.095,1.087,8.745
E01000407,8.477,19.931,9.146,1.344,8.792
E01000408,8.212,26.934,9.207,1.513,8.824
E01000409,9.29,18.234,10.146,1.27,9.757
E01000410,9.574,27.112,10.048,0.793,9.911
E01000411,9.847,41.254,11.174,3.193,10.415
E01000412,9.568,58.39,13.169,7.342,10.771
E01000413,9.864,53.042,16.105,9.828,12.038
E01000414,9.475,29.092,10.999,2.749,10.098
E01000415,9.478,16.2,9.902,0.538,9.771
E01000416,9.385,36.46,10.755,3.111,10.07
E01000417,8.784,33.692,9.906,2.369,9.279
E01000418,8.755,29.804,9.49,1.158,9.223
E01000419,9.146,25.6,9.708,1.343,9.475
E01000420,8.96,36.12,10.069,2.729,9.348
E01000421,8.982,28.076,10.259,2.814,9.516
E01000422,9.357,42.439,11.065,3.135,10.342
E01000423,9.104,31.673,10.592,3.338,9.563
E01000424,8.883,14.237,9.337,0.733,9.135
E01000425,8.945,13.271,9.189,0.4,9.094
E01000426,8.992,27.287,10.647,2.789,9.658
E01000427,8.836,26.07,9.865,2.316,9.187
E01000428,8.458,40.335,10.085,3.245,9.069
E01000429,8.096,13.81,8.864,0.885,8.631
E01000430,7.386,106.366,8.238,4.5,7.687
E01000431,8.604,43.046,10.832,4.988,9.403
E01000432,8.219,14.8,8.708,0.796,8.521
E01000433,8.199,41.824,10.132,4.383,8.904
E01000434,7.533,23.504,7.926,0.675,7.784
E01000435,8.546,39.653,10.333,4.531,9.091
E01000436,8.913,14.496,9.129,0.281,9.052
E01000437,8.597,15.481,8.991,0.631,8.83
E01000438,8.642,18.16,9.183,0.853,9.036
E01000439,8.541,18.757,9.338,1.415,8.999
E01000440,8.681,15.719,9.127,0.887,8.901
E01000441,8.656,20.434,9.187,1.218,8.873
E01000442,8.673,18.722,9.511,1.411,9.136
E01000443,8.702,23.461,9.768,1.903,9.208
E01000444,7.804,27.586,8.769,1.801,8.361
E01000445,8.216,16.454,8.835,1.057,8.637
E01000446,8.665,16.629,9.077,0.619,8.986
E01000447,8.262,43.306,10.388,3.825,9.155
E01000448,8.549,20.978,9.303,1.533,8.852
E01000449,8.735,32.854,9.999,2.884,9.219
E01000450,9.17,19.274,9.733,0.96,9.512
E01000451,9.172,21.516,10.059,1.808,9.563
E01000452,9.113,22.31,9.795,1.542,9.43
E01000453,9.037,10.182,9.272,0.217,9.195
E01000454,9.182,22.971,10.125,1.649,9.666
E01000455,9.086,16.415,9.399,0.526,9.27
E01000456,9.013,9.755,9.185,0.152,9.118
E01000457,8.909,42.52,10.938,3.583,9.743
E01000458,8.63,12.96,9.11,0.642,8.947
E01000459,8.772,26.487,9.591,1.762,9.147
E01000460,8.731,15.459,9.073,0.516,8.998
E01000461,8.739,24.323,9.721,1.946,9.162
E01000462,8.83,30.514,10.025,2.202,9.411
E01000463,8.979,15.827,9.355,0.615,9.221
E01000464,8.93,9.802,9.22,0.154,9.191
E01000465,8.86,12.476,9.282,0.566,9.062
E01000466,8.52,21.689,9.196,1.022,8.988
E01000467,9.154,11.782,9.54,0.38,9.386
E01000468,9.043,11.105,9.502,0.347,9.379
E01000469,9.011,19.981,9.634,1.175,9.354
E01000470,9.027,33.71,11.01,3.505,9.891
E01000471,11.118,12.466,11.46,0.279,11.412
E01000472,10.698,50.189,12.704,4.337,11.608
E01000473,10.605,30.162,12.225,2.991,11.258
E01000474,10.547,15.322,10.803,0.327,10.722
E01000475,10.151,30.432,12.495,3.435,11.25
E01000476,10.645,27.966,11.899,2.493,11.251
E01000477,10.757,30.35,12.53,2.208,11.975
E01000478,10.977,28.507,11.857,2.141,11.341
E01000479,10.058,34.494,11.854,2.707,11.012
E01000480,9.836,29.257,10.556,1.363,10.301
E01000481,9.806,34.082,11.637,2.946,10.679
E01000482,10.609,51.905,12.135,3.615,11.126
E01000483,10.579,64.179,11.656,4.288,10.919
E01000484,9.568,30.308,10.46,2.213,9.919
E01000485,9.422,35.233,11.406,3.736,10.229
E01000486,9.508,19.184,9.862,0.831,9.683
E01000487,9.47,28.691,10.781,2.048,10.148
E01000488,11.432,19.963,12.039,1.044,11.725
E01000489,11.444,22.392,12.225,1.286,11.877
E01000490,12.019,44.145,13.642,2.998,12.773
E01000491,11.515,24.749,12.391,1.578,11.925
E01000492,11.462,20.285,12.055,1.118,11.776
E01000493,11.516,21.095,12.262,1.317,11.886
E01000494,11.778,21.055,13.022,1.873,12.323
E01000495,11.918,37.653,13.228,2.077,12.527
E01000497,11.284,31.258,12.775,2.532,11.928
E01000498,10.805,126.477,16.741,16.785,12.23
E01000499,10.906,156.131,17.143,15.036,13.078
E01000501,11.249,17.343,11.887,0.803,11.712
E01000502,11.052,28.764,11.807,1.641,11.388
E01000503,11.04,18.591,11.48,0.757,11.259
E01000504,11.226,13.924,11.509,0.27,11.443
E01000505,11.249,12.362,11.51,0.198,11.465
E01000506,12.288,186.207,19.096,22.116,13.352
E01000507,11.049,15.412,11.587,0.554,11.467
E01000508,12.014,160.648,15.764,9.325,13.219
E01000509,12.223,131.815,19.714,20.075,13.542
E01000510,11.344,128.918,16.665,12.343,13.391
E01000511,11.157,46.538,14.724,5.324,12.989
E01000512,11.268,32.938,12.685,2.571,11.987
E01000513,10.705,31.934,12.424,3.321,11.387
E01000514,10.448,23.942,11.298,1.822,10.835
E01000515,9.74,33.06,11.262,2.957,10.366
E01000516,10.58,51.581,12.262,3.393,11.267
E01000517,9.618,30.205,10.686,1.993,10.178
E01000518,9.709,29.649,11.001,1.933,10.589
E01000519,9.681,19.519,10.35,1.154,10.004
E01000520,9.819,25.978,11.036,1.862,10.587
E01000521,12.209,94.324,18.828,11.278,14.565
E01000522,11.604,22.553,12.469,1.685,11.948
E01000523,11.81,55.974,13.818,4.389,12.532
E01000524,12.629,97.901,15.634,7.048,13.29
E01000525,11.851,48.699,14.278,4.269,12.923
E01000526,11.664,46.75,14.395,5.625,12.451
E01000527,11.897,22.216,12.679,1.404,12.328
E01000528,11.721,47.22,14.428,4.922,12.899
E01000530,11.808,37.611,13.402,2.619,12.54
E01000531,11.997,45.859,14.309,4.53,12.676
E01000532,12.102,36.684,13.98,4.136,12.794
E01000533,11.8,39.048,13.549,3.023,12.546
E01000534,11.732,29.709,12.906,2.262,12.215
E01000535,11.912,67.432,15.64,6.1,13.528
E01000536,9.174,29.453,10.174,2.444,9.511
E01000538,9.132,10.75,9.302,0.17,9.238
E01000539,9.26,31.96,9.784,1.148,9.553
E01000540,9.178,12.617,9.526,0.523,9.371
E01000541,9.246,31.01,10.59,2.894,9.768
E01000543,9.327,29.961,11.484,3.467,10.284
E01000544,13.465,24.778,14.545,1.766,14.024
E01000545,12.296,43.665,14.458,5.003,12.956
E01000546,12.308,22.511,13.608,2.183,12.801
E01000547,12.297,22.597,12.999,1.045,12.806
E01000548,12.744,44.722,15.603,5.375,13.735
E01000549,12.284,28.746,13.771,2.643,13.047
E01000550,12.855,47.346,14.906,3.717,13.779
E01000551,12.849,26.743,14.032,2.173,13.362
E01000552,13.392,32.428,15.805,3.629,14.227
E01000553,11.232,32.06,12.316,2.44,11.694
E01000554,11.031,25.525,11.362,0.863,11.246
E01000555,11.074,15.149,11.615,0.718,11.392
E01000556,11.822,40.22,15.59,5.668,13.289
E01000557,11.33,31.478,12.996,2.825,12.054
E01000558,11.641,38.073,12.921,3.171,12.165
E01000559,11.308,21.203,12.101,1.758,11.674
E01000560,11.631,27.002,12.646,2.119,12.003
E01000561,12.07,40.587,14.188,4.281,12.696
E01000562,9.077,35.369,10.505,2.728,9.762
E01000563,9.153,35.453,10.546,2.828,9.747
E01000564,9.431,25.602,10.852,2.831,9.909
E01000565,9.501,25.967,10.576,2.067,10.033
