LSOA21CD,NOx-2016-min,NOx-2016-max,NOx-2016-mean,NOx-2016-std,NOx-2016-median
E01000083,49.209,163.951,55.915,12.233,52.378
E01000084,48.631,186.144,56.435,14.735,51.987
E01000085,49.051,137.08,53.768,6.935,51.985
E01000086,49.031,136.796,54.258,11.316,51.018
E01000087,49.203,146.183,58.352,15.416,52.811
E01000088,46.302,73.12,49.576,3.658,48.878
E01000089,46.19,52.56,48.726,1.267,48.59
E01000090,46.446,166.238,54.068,13.529,50.334
E01000091,50.095,62.918,52.486,2.492,51.17
E01000093,50.572,347.847,66.943,29.609,57.362
E01000094,48.422,70.911,50.908,2.633,50.074
E01000095,48.03,282.696,59.036,22.634,52.023
E01000096,50.921,344.408,65.692,23.285,57.646
E01000097,49.668,121.834,56.022,9.476,52.605
E01000098,49.731,118.285,55.073,8.998,52.767
E01000099,46.511,131.871,51.967,8.128,49.646
E01000100,46.39,88.361,49.956,6.435,48.452
E01000101,47.022,140.167,53.211,12.702,49.712
E01000102,46.394,71.795,50.175,4.124,49.11
E01000103,44.113,113.778,46.763,4.69,45.953
E01000104,44.101,129.635,53.041,12.362,49.331
E01000105,46.444,130.366,51.32,8.072,49.343
E01000106,46.158,78.035,49.305,4.016,48.289
E01000107,42.399,63.559,44.134,1.71,43.701
E01000108,44.097,143.834,50.058,11.787,47.375
E01000110,45.629,115.12,51.044,7.517,49.226
E01000111,47.447,149.797,57.018,15.431,52.295
E01000112,47.704,334.594,57.579,23.746,50.687
E01000113,48.763,178.479,55.744,14.85,51.825
E01000114,44.536,180.343,55.259,18.223,50.668
E01000115,47.83,127.759,52.661,7.407,51.124
E01000116,47.76,137.603,54.401,10.528,51.958
E01000117,49.448,103.164,51.892,3.179,51.056
E01000118,50.03,143.451,56.903,10.917,53.615
E01000119,49.68,57.929,50.986,1.114,50.617
E01000120,50.245,335.91,55.631,15.546,52.397
E01000121,50.07,87.926,52.334,3.495,51.391
E01000122,50.25,94.985,54.176,4.828,52.895
E01000123,50.967,89.54,54.447,4.461,53.531
E01000124,54.023,166.873,63.594,14.087,58.967
E01000126,53.985,78.779,57.138,3.541,56.394
E01000127,51.692,92.483,54.503,5.03,53.191
E01000128,52.867,76.441,54.907,2.193,54.263
E01000129,53.11,248.237,70.526,30.253,60.305
E01000130,52.799,79.743,55.645,4.073,54.414
E01000131,53.115,247.08,56.705,9.986,54.804
E01000132,51.699,66.202,53.698,1.979,53.2
E01000133,52.693,71.053,55.086,2.56,54.418
E01000134,51.919,140.677,58.472,11.543,55.22
E01000135,62.145,256.448,71.391,24.085,64.725
E01000136,60.275,159.088,64.797,7.642,63.402
E01000137,62.838,135.021,69.012,9.724,66.196
E01000138,63.384,267.841,81.12,33.391,69.076
E01000139,62.053,260.467,72.388,21.666,65.935
E01000140,64.391,185.88,79.708,20.586,72.215
E01000141,63.933,397.728,75.108,25.348,68.374
E01000142,63.303,152.304,66.569,6.822,65.145
E01000143,62.212,291.342,68.03,17.722,65.043
E01000144,63.261,187.704,72.789,17.562,67.848
E01000145,62.924,201.28,68.724,14.473,64.825
E01000146,63.063,218.121,76.387,21.005,68.33
E01000147,60.283,141.95,63.861,7.27,62.49
E01000150,60.06,209.638,65.818,13.153,62.384
E01000151,56.534,78.206,59.798,3.084,58.917
E01000152,55.062,111.184,64.768,11.699,60.2
E01000153,53.752,73.687,56.105,2.266,55.437
E01000154,56.639,77.1,59.998,3.765,58.75
E01000156,57.094,177.58,66.01,17.754,60.678
E01000157,56.314,75.77,59.684,2.243,59.313
E01000158,52.041,119.949,54.944,4.055,54.082
E01000159,51.81,199.183,57.284,12.339,54.207
E01000160,53.573,327.8,64.632,29.982,57.586
E01000161,54.859,175.28,65.82,17.736,59.977
E01000162,54.567,250.185,69.431,27.409,60.641
E01000163,56.912,334.836,76.478,41.833,62.691
E01000164,55.863,290.987,70.459,29.356,60.618
E01000165,55.624,255.146,65.909,23.845,60.113
E01000166,42.629,49.77,45.034,1.355,44.901
E01000167,42.503,60.269,44.159,1.717,43.823
E01000168,45.008,51.161,46.67,1.066,46.372
E01000169,44.523,53.279,46.423,1.264,46.136
E01000170,45.919,127.336,51.471,7.935,49.609
E01000171,44.235,146.166,52.163,12.89,49.266
E01000172,46.395,108.245,49.47,7.318,47.72
E01000173,46.475,120.949,50.357,7.439,48.985
E01000174,48.835,123.566,55.695,11.893,51.609
E01000175,47.418,122.211,51.604,7.454,49.89
E01000176,59.537,262.353,86.295,45.65,66.996
E01000177,58.391,126.443,61.646,6.378,60.367
E01000178,55.786,160.751,60.301,10.279,58.312
E01000179,58.396,69.519,60.607,1.678,60.296
E01000180,58.9,107.254,62.674,6.326,61.113
E01000181,58.474,233.083,69.518,19.016,63.461
E01000182,58.606,178.326,66.633,15.535,62.129
E01000183,59.043,120.439,62.78,7.725,60.715
E01000184,55.766,293.765,69.757,28.618,60.63
E01000185,58.82,159.578,65.716,14.448,61.36
E01000186,47.894,179.403,56.804,18.328,52.454
E01000187,47.562,55.36,49.533,1.45,49.223
E01000188,44.788,191.07,52.9,15.206,47.789
E01000189,50.038,158.531,58.116,16.061,53.308
E01000190,49.899,111.997,52.232,5.595,51.01
E01000191,50.736,167.732,61.849,19.94,54.649
E01000192,50.415,128.706,57.432,11.987,53.542
E01000193,49.525,166.458,54.774,10.263,52.371
E01000194,50.435,223.377,59.61,18.998,53.775
E01000195,46.331,127.4,55.17,11.124,51.765
E01000196,57.62,462.33,69.864,29.852,62.14
E01000197,56.979,153.91,64.219,11.457,60.581
E01000198,57.298,285.789,72.757,26.557,63.278
E01000199,55.094,86.747,58.574,4.462,57.012
E01000200,56.161,137.4,63.0,11.893,59.533
E01000201,58.585,409.734,70.249,24.39,63.734
E01000202,58.139,146.923,62.313,9.587,60.743
E01000203,58.558,533.675,80.116,47.0,67.578
E01000204,55.105,247.944,59.142,10.491,57.303
E01000205,58.815,278.699,70.267,23.344,63.701
E01000206,57.728,176.281,61.325,7.991,59.475
E01000207,58.43,187.931,64.613,13.57,60.796
E01000208,59.143,175.659,68.192,16.875,62.643
E01000209,58.765,72.12,61.544,2.097,61.1
E01000210,58.532,297.531,69.385,29.092,61.519
E01000211,61.129,425.622,93.059,51.585,74.275
E01000212,58.513,172.596,65.004,11.473,62.031
E01000213,57.728,95.565,60.065,3.799,59.204
E01000214,59.847,179.932,65.725,11.565,62.484
E01000215,61.431,298.698,82.89,38.312,69.666
E01000216,60.875,154.923,63.884,6.431,62.74
E01000217,60.602,74.364,62.833,2.324,62.174
E01000218,61.492,161.924,69.528,14.213,66.139
E01000219,63.157,385.961,80.914,34.364,70.903
E01000220,63.126,157.194,68.66,11.001,65.917
E01000221,62.91,609.693,97.159,57.342,74.884
E01000222,61.421,229.884,68.836,17.049,64.253
E01000223,62.996,478.917,75.533,26.616,67.569
E01000224,62.036,102.499,66.537,5.171,65.23
E01000225,62.517,437.921,83.944,44.571,69.412
E01000226,50.666,146.801,59.034,13.192,55.322
E01000227,50.437,140.43,55.663,10.894,52.509
E01000228,44.307,197.946,52.992,15.707,48.797
E01000229,49.34,131.197,56.751,11.697,53.058
E01000230,48.142,117.323,53.803,8.782,51.995
E01000231,52.802,298.837,77.729,33.748,64.208
E01000232,51.504,186.424,65.04,21.288,57.152
E01000233,51.613,163.311,58.218,13.325,54.241
E01000234,52.671,138.883,62.114,11.687,58.216
E01000235,51.523,138.886,59.726,11.359,55.401
E01000236,62.118,326.764,76.902,29.353,67.585
E01000237,61.032,313.683,77.45,32.366,66.689
E01000238,61.29,390.845,75.836,39.52,64.695
E01000239,60.907,254.18,90.069,31.657,79.67
E01000240,57.522,645.753,79.25,34.778,67.775
E01000241,56.855,156.799,60.068,7.749,58.849
E01000242,60.045,278.806,70.148,20.972,63.578
E01000243,57.534,200.484,68.464,15.289,64.379
E01000244,57.442,151.51,66.099,11.192,63.313
E01000245,61.015,138.355,66.12,10.387,63.125
E01000246,42.467,178.112,45.007,6.231,43.551
E01000247,43.241,69.733,46.139,3.589,45.187
E01000248,43.518,141.896,50.774,11.925,47.598
E01000249,41.369,91.419,43.398,3.222,42.567
E01000250,42.929,278.342,51.365,18.647,46.483
E01000251,44.85,122.229,50.758,11.416,47.488
E01000252,44.999,138.833,48.485,5.482,47.127
E01000253,41.614,161.32,47.092,10.559,44.394
E01000254,40.907,112.978,43.907,5.035,42.63
E01000255,47.034,125.03,50.814,4.468,50.196
E01000256,50.91,235.38,63.376,21.763,56.406
E01000257,51.258,110.009,54.905,5.242,53.413
E01000258,50.031,191.135,61.266,17.422,54.869
E01000259,51.559,147.471,55.696,5.168,54.626
E01000260,52.885,284.634,73.322,30.597,60.61
E01000261,47.065,120.826,51.179,5.573,49.993
E01000263,50.562,219.933,59.905,18.701,55.185
E01000264,56.634,299.567,84.817,33.355,70.933
E01000265,51.958,134.953,57.909,11.066,54.477
E01000266,50.885,125.05,54.035,6.836,52.316
E01000267,47.712,124.422,52.166,8.161,49.966
E01000268,46.754,201.689,56.687,21.228,49.848
E01000269,46.97,173.691,54.397,15.409,50.423
E01000270,46.731,156.979,50.489,8.248,48.654
E01000271,47.019,178.363,55.629,17.809,50.614
E01000272,48.377,134.496,50.895,4.695,49.87
E01000273,48.474,235.4,59.163,20.921,53.639
E01000274,50.477,132.974,56.584,10.106,53.871
E01000275,49.026,73.838,51.101,2.599,50.542
E01000276,46.62,79.837,50.037,3.587,49.359
E01000277,50.416,56.821,51.84,0.986,51.572
E01000278,50.003,99.478,53.628,5.485,52.192
E01000279,43.981,138.844,47.286,6.066,46.2
E01000280,45.206,137.886,48.932,6.792,47.252
E01000281,51.844,252.296,62.235,23.148,55.798
E01000282,47.078,169.813,53.04,9.836,50.706
E01000283,47.612,73.101,49.972,2.683,49.47
E01000284,49.832,185.096,55.033,18.192,51.377
E01000285,44.343,65.6,46.544,2.914,45.776
E01000286,43.905,50.432,45.197,1.063,44.879
E01000287,44.019,55.121,45.912,1.785,45.422
E01000288,45.364,201.943,50.387,13.35,47.342
E01000289,44.913,79.831,48.029,4.825,46.872
E01000290,43.592,203.362,47.121,10.374,44.788
E01000291,44.658,63.594,46.156,1.461,45.901
E01000292,45.154,138.949,48.764,7.412,46.998
E01000293,45.494,197.62,49.529,11.853,47.254
E01000294,43.899,134.378,46.815,6.998,45.467
E01000295,56.47,352.541,59.78,13.457,58.304
E01000296,53.83,483.251,64.568,28.594,58.55
E01000297,57.015,151.661,65.174,11.459,61.296
E01000298,55.405,351.496,65.306,26.551,58.493
E01000299,51.991,264.147,63.114,20.944,56.517
E01000300,51.313,65.478,53.773,2.232,53.439
E01000301,51.169,150.376,54.289,4.308,53.706
E01000302,52.802,374.427,62.543,31.488,55.867
E01000303,51.375,76.345,54.851,3.152,54.167
E01000304,51.639,101.73,56.37,5.579,55.112
E01000305,57.383,520.996,71.843,30.862,60.56
E01000306,63.918,166.711,81.152,22.384,71.286
E01000307,62.977,1106.824,93.166,61.804,73.059
E01000308,55.536,178.038,59.049,6.623,57.381
E01000309,64.049,330.951,80.741,25.181,70.936
E01000310,62.366,361.726,85.434,39.343,71.186
E01000311,62.71,340.017,72.588,20.587,67.911
E01000312,56.098,185.013,63.323,14.077,60.016
E01000313,59.953,252.76,86.143,28.087,75.781
E01000314,62.002,281.765,71.202,24.701,65.972
E01000315,55.263,211.395,63.901,21.784,57.806
E01000316,55.592,198.967,66.421,19.101,60.008
E01000317,55.45,267.365,61.146,18.385,57.697
E01000318,52.687,159.677,61.582,12.883,58.24
E01000319,55.48,146.129,61.21,10.005,57.671
E01000320,51.075,245.926,54.594,15.716,52.436
E01000321,50.931,245.928,60.216,31.101,52.005
E01000322,51.903,77.558,54.059,2.318,53.458
E01000323,53.224,244.333,64.736,21.845,57.665
E01000324,52.311,177.755,57.985,11.371,55.165
E01000325,42.935,89.776,45.718,2.952,45.209
E01000326,42.891,107.843,46.405,6.091,45.13
E01000327,46.126,129.362,49.959,7.376,47.831
E01000328,42.827,102.635,44.815,2.948,44.207
E01000329,44.237,192.589,51.437,13.367,47.933
E01000330,46.123,146.537,55.868,15.704,51.217
E01000331,44.9,199.469,52.391,14.218,47.704
E01000332,46.641,100.238,50.058,7.289,48.056
E01000333,46.276,99.776,51.507,7.382,49.399
E01000334,45.877,86.875,49.052,4.69,48.255
E01000335,45.404,116.296,49.555,7.166,47.81
E01000336,47.027,60.964,50.227,2.902,49.533
E01000337,45.933,59.768,47.785,1.82,47.439
E01000338,46.995,91.024,48.94,3.167,48.214
E01000339,46.859,94.528,50.127,5.12,48.847
E01000340,48.097,104.635,54.889,7.235,53.16
E01000341,47.584,105.992,51.371,5.392,50.061
E01000342,47.582,53.434,49.048,1.143,48.64
E01000343,46.848,136.602,51.166,8.225,49.019
E01000344,47.647,91.703,50.641,5.244,49.446
E01000345,47.13,61.885,49.129,2.465,48.37
E01000346,46.336,73.042,49.628,3.29,49.013
E01000347,48.951,123.747,55.47,9.424,52.484
E01000348,45.531,76.342,50.367,4.927,48.866
E01000349,45.527,169.492,64.005,22.043,55.171
E01000350,46.067,92.5,49.442,4.686,48.21
E01000351,45.47,104.149,50.147,7.648,48.372
E01000352,48.523,285.834,69.804,30.047,59.425
E01000353,46.228,122.087,50.605,7.181,48.636
E01000354,47.177,82.009,50.779,4.325,49.569
E01000355,45.152,131.462,47.906,6.915,46.431
E01000356,47.971,114.999,53.923,9.022,50.933
E01000357,47.473,60.352,48.725,1.279,48.282
E01000358,46.271,126.798,50.37,8.758,48.286
E01000359,47.067,159.168,54.207,12.71,50.125
E01000360,46.333,167.299,54.819,15.858,50.347
E01000361,47.539,144.691,54.927,15.617,50.104
E01000362,47.151,223.788,54.373,13.355,50.368
E01000363,47.457,168.235,57.536,17.716,51.102
E01000364,46.947,152.115,57.018,17.957,50.384
E01000365,45.969,142.128,50.28,10.243,47.496
E01000366,46.152,94.973,50.637,4.635,49.72
E01000367,44.369,161.88,49.109,12.078,45.947
E01000368,43.389,60.47,44.98,1.935,44.647
E01000369,43.674,64.022,46.369,2.976,45.65
E01000370,44.415,129.734,48.843,8.459,46.681
E01000371,43.608,48.795,45.058,1.081,44.689
E01000372,44.394,59.017,45.679,1.243,45.335
E01000373,44.435,106.825,48.289,7.16,46.622
E01000374,41.572,255.501,51.1,19.353,45.251
E01000375,41.643,152.086,46.906,10.514,44.494
E01000376,42.168,79.324,44.078,2.374,43.438
E01000377,42.211,107.221,46.008,6.827,44.474
E01000379,42.051,114.87,44.119,3.952,43.394
E01000380,42.835,302.072,59.86,29.416,50.754
E01000381,40.257,127.659,44.065,6.976,42.721
E01000382,42.843,63.15,45.603,2.52,45.385
E01000383,39.654,133.238,43.485,7.502,41.766
E01000384,44.333,135.667,49.474,8.998,47.276
E01000385,42.61,137.171,46.888,9.588,44.695
E01000386,43.778,171.406,53.278,18.149,47.079
E01000387,43.717,114.496,46.388,3.902,45.497
E01000388,46.287,138.297,49.756,4.974,49.144
E01000389,47.328,141.827,53.816,12.822,50.018
E01000390,46.313,158.454,55.714,17.366,49.476
E01000391,47.052,219.111,57.829,22.121,51.253
E01000392,48.738,135.155,57.55,13.34,53.533
E01000393,47.572,148.129,53.26,11.153,50.341
E01000394,47.863,135.409,55.683,12.156,52.013
E01000395,48.9,126.925,53.199,8.638,51.176
E01000396,49.42,55.54,51.406,1.091,51.06
E01000398,48.858,62.915,50.676,2.066,50.094
E01000399,49.16,128.59,53.87,8.493,51.941
E01000400,48.388,141.577,54.825,10.283,51.88
E01000401,49.189,101.683,52.005,5.643,50.722
E01000402,45.832,97.895,49.116,5.996,47.493
E01000403,44.066,222.869,54.559,17.938,49.182
E01000404,45.415,96.748,51.179,7.939,49.076
E01000405,46.228,130.081,51.312,8.999,48.673
E01000406,45.16,91.386,49.011,6.106,47.489
E01000407,44.557,97.148,48.022,6.216,46.333
E01000408,45.736,161.993,51.373,10.742,47.871
E01000409,48.998,103.521,53.548,6.845,51.572
E01000410,50.047,88.186,52.933,2.966,52.208
E01000411,51.945,181.795,57.778,10.926,54.932
E01000412,50.176,244.402,66.477,28.972,57.761
E01000413,51.448,278.844,77.989,40.969,62.225
E01000414,50.188,156.622,59.255,16.441,54.116
E01000415,49.563,80.026,52.213,2.799,51.473
E01000416,48.285,153.144,54.546,14.202,51.344
E01000417,45.969,178.284,51.469,10.999,48.553
E01000418,45.88,117.783,49.34,5.626,48.124
E01000419,47.482,127.285,50.724,6.284,49.486
E01000420,47.037,151.761,52.321,12.377,49.06
E01000421,46.898,133.24,52.753,12.065,49.742
E01000422,47.963,188.111,55.839,14.313,52.083
E01000423,47.331,143.138,53.897,12.951,49.917
E01000424,46.029,78.897,48.724,3.795,47.692
E01000425,46.48,66.957,47.912,1.608,47.454
E01000426,46.748,112.074,54.931,12.336,50.372
E01000427,45.797,128.818,50.969,11.2,47.853
E01000428,44.259,177.932,52.912,17.197,47.646
E01000429,42.981,78.079,46.745,4.977,45.412
E01000430,39.245,78.766,41.862,3.716,40.718
E01000431,45.252,190.263,54.954,18.824,49.397
E01000433,43.358,145.245,51.967,15.869,47.31
E01000434,39.716,104.113,41.963,3.799,41.012
E01000435,44.711,152.486,53.409,17.114,48.37
E01000436,46.505,77.492,47.858,1.529,47.449
E01000437,45.208,77.061,47.428,2.984,46.705
E01000438,45.483,93.634,48.393,3.829,47.645
E01000439,44.723,104.278,49.496,8.266,47.52
E01000440,45.633,94.293,48.268,5.094,46.989
E01000441,45.196,102.525,47.768,5.028,46.653
E01000442,45.973,103.128,50.264,6.934,48.464
E01000443,45.612,117.755,50.251,8.338,47.878
E01000444,40.48,126.056,45.742,8.755,43.782
E01000445,42.597,76.859,45.764,4.056,45.185
E01000446,45.124,78.45,47.267,2.358,46.907
E01000447,42.774,162.542,53.491,17.272,48.106
E01000448,44.587,107.215,47.895,6.551,46.024
E01000449,45.794,150.2,51.958,12.829,48.517
E01000450,47.857,103.981,50.836,5.293,49.568
E01000451,47.912,116.637,52.938,9.559,50.343
E01000452,47.667,116.179,51.151,7.883,49.269
E01000453,47.238,53.796,48.668,1.22,48.248
E01000454,48.195,117.58,53.482,8.598,51.149
E01000455,47.734,102.688,49.953,3.8,49.151
E01000456,47.363,51.662,48.423,0.904,48.041
E01000457,46.908,196.598,57.142,16.597,51.673
E01000458,45.203,73.628,47.624,3.276,46.874
E01000459,46.449,133.792,51.097,9.212,48.723
E01000460,45.178,83.025,47.28,2.67,46.936
E01000461,45.193,120.852,49.839,8.71,47.478
E01000462,45.815,167.436,52.598,11.994,49.281
E01000463,46.675,81.834,48.68,3.15,48.052
E01000464,47.126,51.905,48.093,0.79,47.822
E01000465,47.029,58.447,48.682,2.068,47.931
E01000466,45.859,101.606,48.64,4.846,47.498
E01000467,47.884,61.399,50.071,1.971,49.355
E01000468,47.104,58.755,49.727,1.963,49.098
E01000469,47.6,104.781,50.948,5.916,49.535
E01000470,47.036,159.344,55.777,15.224,50.859
E01000471,60.989,69.421,63.129,1.747,62.772
E01000472,58.534,255.068,68.627,20.921,63.285
E01000473,58.809,179.783,69.272,19.426,62.63
E01000474,58.374,116.351,60.064,3.241,59.271
E01000475,55.955,162.026,67.449,16.407,61.836
E01000476,58.626,146.478,63.766,9.99,61.517
E01000477,59.393,135.136,67.801,9.928,65.442
E01000478,60.123,150.324,64.657,9.632,62.461
E01000479,54.968,164.215,63.973,12.088,60.447
E01000480,54.438,143.66,58.394,6.573,57.017
E01000481,53.804,173.085,63.549,15.018,58.809
E01000483,58.144,261.298,62.247,12.978,59.84
E01000484,52.409,133.241,56.435,7.753,54.385
E01000485,52.078,169.062,61.727,16.739,56.699
E01000486,52.098,96.035,54.041,3.607,53.29
E01000487,53.172,136.385,59.171,9.23,56.297
E01000488,62.98,114.468,65.943,5.25,64.189
E01000489,62.98,119.406,67.055,6.876,65.326
E01000490,65.277,242.843,74.279,14.743,70.159
E01000491,63.091,156.687,67.286,8.319,64.995
E01000492,63.171,104.919,66.01,5.577,64.506
E01000493,63.585,102.798,66.88,4.855,65.646
E01000494,64.308,147.297,71.977,11.504,67.717
E01000495,64.84,249.976,73.352,17.34,67.989
E01000497,62.662,165.067,69.683,11.946,65.909
E01000498,58.014,364.582,77.511,41.637,65.785
E01000499,58.584,419.746,81.476,39.58,69.869
E01000501,61.892,101.746,64.937,4.252,64.159
E01000502,61.148,146.346,64.534,6.979,62.767
E01000503,61.151,113.487,63.617,4.456,62.554
E01000504,62.791,72.049,64.716,1.676,64.465
E01000505,62.956,76.219,65.306,2.019,64.782
E01000506,66.967,185.56,77.312,17.112,71.493
E01000507,61.281,93.202,65.407,3.836,64.637
E01000508,66.734,302.373,82.333,31.001,72.754
E01000509,66.901,364.431,87.011,43.663,73.419
E01000510,62.92,341.994,82.621,32.25,72.563
E01000511,62.942,181.641,77.872,22.185,70.38
E01000512,63.818,155.366,70.96,10.265,67.844
E01000513,56.786,143.523,63.625,11.975,60.185
E01000514,56.467,139.024,60.514,10.221,58.045
E01000515,52.578,162.252,60.111,14.418,55.755
E01000516,56.692,252.083,64.051,14.96,60.205
E01000517,52.363,150.156,58.166,11.376,55.473
E01000518,52.439,148.218,58.539,9.079,56.535
E01000519,52.329,95.691,55.99,5.474,54.452
E01000520,52.965,146.028,59.558,10.306,57.218
E01000521,69.672,478.896,101.613,56.734,81.674
E01000522,63.845,131.058,67.942,7.743,66.076
E01000523,65.645,477.148,75.712,35.858,69.34
E01000524,68.567,322.8,83.124,35.631,72.086
E01000525,64.907,301.198,78.277,26.22,70.77
E01000526,66.534,248.533,80.539,28.632,70.831
E01000527,66.434,128.448,71.272,7.594,69.4
E01000528,66.148,225.818,81.342,25.694,73.424
E01000530,65.863,185.572,75.729,15.027,70.493
E01000531,67.145,242.244,81.065,25.158,71.988
E01000532,68.094,204.99,80.015,24.352,72.081
E01000533,65.085,426.056,75.011,22.195,69.88
E01000534,65.568,142.087,71.172,9.479,68.435
E01000535,66.615,337.512,85.614,27.849,76.861
E01000536,50.233,163.859,55.824,12.162,52.269
E01000538,50.006,62.046,51.166,1.13,50.769
E01000539,51.073,151.948,54.133,5.2,52.966
E01000540,50.478,77.139,53.091,3.786,52.118
E01000541,50.488,156.703,57.545,14.294,53.448
E01000543,51.277,161.875,62.117,16.878,56.237
E01000544,72.306,121.624,76.623,5.75,75.145
E01000545,66.91,247.859,78.034,25.69,70.734
E01000546,66.907,115.613,72.028,8.572,69.084
E01000547,66.367,102.559,69.558,3.469,69.108
E01000548,69.231,211.897,81.342,21.525,74.275
E01000549,66.44,152.59,74.81,13.818,71.281
E01000550,70.093,190.025,78.422,13.896,74.485
E01000551,70.098,148.69,75.818,9.746,72.906
E01000552,72.254,173.341,81.071,15.097,75.714
E01000553,62.517,190.84,68.86,14.201,65.367
E01000554,61.104,138.107,63.184,4.543,62.661
E01000555,61.518,85.62,64.66,4.004,63.543
E01000556,65.493,279.818,83.727,31.691,72.969
E01000557,63.124,163.447,70.796,15.443,66.734
E01000558,63.934,175.583,69.418,10.941,66.742
E01000559,62.955,171.407,66.896,14.043,64.68
E01000560,63.895,205.269,68.816,12.985,65.988
E01000561,66.512,202.027,74.833,15.106,70.251
E01000562,49.959,138.78,56.433,9.157,53.975
E01000563,50.568,138.56,57.482,11.445,54.136
E01000564,52.706,151.714,60.374,15.065,55.444
E01000565,52.822,181.125,58.156,10.505,55.69
E01000566,51.672,72.808,53.467,1.813,53.035
E01000567,52.527,112.239,55.796,5.445,54.516
E01000568,50.132,181.577,55.795,13.943,51.986
E01000569,50.227,72.466,52.473,2.885,51.819
E01000570,55.665,160.92,59.389,10.476,57.058
E01000571,56.133,201.103,62.989,14.592,59.156
E01000572,51.702,61.929,53.12,1.486,52.671
E01000573,51.531,62.364,54.081,1.89,53.657
E01000574,51.526,55.995,52.732,0.925,52.545
E01000575,52.292,139.465,58.483,9.973,55.889
E01000576,54.35,190.844,61.552,15.099,56.892
E01000577,52.313,156.651,56.864,10.369,54.318
