LSOA21CD,NO2-2019-min,NO2-2019-max,NO2-2019-mean,NO2-2019-std,NO2-2019-median
E01000001,36.56,99.753,42.849,13.774,37.413
E01000002,36.269,95.861,38.842,7.779,36.952
E01000003,36.324,102.146,38.78,7.161,37.21
E01000005,35.009,97.698,39.982,9.863,35.827
E01000006,25.608,34.197,26.619,0.793,26.487
E01000007,26.81,57.124,29.664,3.918,28.329
E01000008,27.244,83.009,32.13,6.559,30.028
E01000009,26.72,48.96,29.211,3.411,27.958
E01000011,26.116,37.402,27.152,1.117,26.958
E01000012,26.29,41.165,27.501,1.174,27.329
E01000013,23.007,54.124,25.091,3.861,23.956
E01000014,23.068,38.622,23.67,1.488,23.412
E01000015,22.49,30.279,23.297,0.97,23.062
E01000016,22.542,38.472,23.676,1.841,23.222
E01000017,23.13,38.934,24.118,1.931,23.625
E01000018,22.533,26.651,23.298,0.582,23.168
E01000019,23.364,26.677,23.874,0.457,23.742
E01000020,23.582,36.863,24.748,1.894,24.211
E01000021,23.587,45.613,25.211,2.675,24.347
E01000022,23.722,25.172,24.21,0.266,24.139
E01000024,23.974,42.389,25.621,2.953,24.665
E01000025,23.931,40.181,24.682,1.269,24.391
E01000027,21.044,35.888,21.996,1.318,21.596
E01000028,22.227,28.16,22.732,0.466,22.612
E01000029,22.607,42.888,24.489,3.565,23.426
E01000030,21.955,72.143,24.825,4.895,23.187
E01000031,21.319,110.132,24.205,4.575,23.076
E01000032,22.377,51.358,23.819,2.901,23.077
E01000033,21.99,31.851,23.105,1.122,22.825
E01000034,21.646,35.296,22.464,1.548,22.051
E01000035,21.921,44.794,23.812,2.646,23.007
E01000036,21.393,39.919,22.679,1.503,22.497
E01000037,21.861,34.495,22.759,1.387,22.476
E01000038,21.874,40.161,23.117,2.05,22.748
E01000039,21.232,42.296,21.758,1.103,21.518
E01000040,25.387,41.595,26.355,1.446,26.002
E01000041,24.18,57.873,26.154,3.226,25.292
E01000042,24.716,47.081,26.295,2.458,25.679
E01000043,26.102,54.347,28.315,4.061,26.976
E01000044,25.656,42.437,27.919,2.22,27.189
E01000045,25.053,65.862,30.471,7.579,27.496
E01000046,24.223,29.105,24.938,0.639,24.828
E01000049,26.865,65.754,31.266,7.004,28.698
E01000050,26.716,47.818,28.149,2.831,27.353
E01000051,26.657,50.179,28.977,3.841,27.65
E01000052,27.027,62.197,30.881,5.417,28.74
E01000053,23.789,42.392,25.969,2.881,24.997
E01000054,23.496,28.268,24.298,0.674,24.118
E01000055,24.007,35.473,25.246,1.698,24.771
E01000056,23.398,35.272,25.067,1.885,24.455
E01000057,23.882,42.796,25.272,2.079,24.614
E01000058,23.466,32.629,24.493,1.515,24.019
E01000059,23.37,29.068,23.892,0.65,23.705
E01000060,21.708,47.583,23.419,2.557,22.941
E01000061,21.715,46.925,23.639,3.127,22.712
E01000062,22.6,30.195,23.375,0.917,23.22
E01000063,23.066,46.739,24.397,2.502,23.681
E01000064,22.593,34.983,23.544,1.861,23.019
E01000065,23.023,36.882,24.439,2.12,23.738
E01000066,24.247,47.133,25.061,1.439,24.827
E01000067,24.823,45.09,26.465,2.987,25.511
E01000068,25.313,43.062,26.08,1.209,25.825
E01000069,24.538,42.368,25.717,1.312,25.476
E01000070,25.008,47.518,26.311,2.229,25.727
E01000071,24.534,45.193,26.136,2.247,25.578
E01000072,24.111,52.964,25.34,2.607,24.653
E01000073,24.038,40.701,24.696,1.283,24.387
E01000074,24.004,41.911,25.254,2.408,24.567
E01000075,23.301,55.93,24.59,2.267,24.125
E01000076,24.065,40.893,24.825,1.326,24.529
E01000077,23.887,51.646,25.804,3.624,24.708
E01000078,23.521,58.642,25.852,3.879,24.601
E01000079,23.068,32.528,23.678,1.163,23.353
E01000080,23.167,42.235,24.682,2.444,24.014
E01000081,23.119,27.213,23.661,0.546,23.557
E01000082,23.199,39.172,24.642,2.697,23.825
E01000083,23.599,45.722,25.454,2.688,24.624
E01000084,23.436,44.682,24.935,2.608,24.123
E01000085,23.438,37.934,24.594,2.001,24.096
E01000086,23.372,35.847,24.484,2.037,23.815
E01000087,23.857,47.857,26.054,3.742,24.688
E01000088,22.905,36.098,24.279,2.031,23.786
E01000089,22.815,24.78,23.566,0.402,23.499
E01000090,22.934,68.277,25.506,3.976,24.356
E01000091,24.264,30.036,25.104,0.878,24.794
E01000093,24.47,56.104,28.523,5.375,26.791
E01000094,23.579,32.815,24.307,0.931,23.997
E01000095,23.394,53.144,25.794,4.4,24.349
E01000096,24.558,54.974,28.416,5.461,26.453
E01000097,23.712,40.22,25.345,2.381,24.525
E01000098,23.708,37.216,25.201,2.133,24.519
E01000099,22.762,36.593,23.947,1.452,23.614
E01000100,22.833,39.683,23.696,1.88,23.283
E01000101,22.967,45.124,24.429,2.863,23.621
E01000102,22.867,36.865,23.856,1.444,23.487
E01000103,22.125,38.76,23.116,1.673,22.765
E01000104,22.15,52.437,25.213,3.996,23.823
E01000105,22.825,45.887,24.114,2.31,23.559
E01000106,22.672,32.405,23.482,1.098,23.235
E01000107,21.348,27.094,21.945,0.559,21.811
E01000108,21.826,43.81,23.399,2.424,22.853
E01000110,22.508,46.271,24.06,2.733,23.397
E01000111,22.713,45.538,24.645,2.834,23.826
E01000112,23.004,54.477,24.985,3.65,23.737
E01000113,23.368,51.469,25.355,3.463,24.287
E01000114,22.155,67.759,24.871,4.562,23.694
E01000115,23.703,46.332,25.147,2.122,24.66
E01000116,23.68,43.958,25.272,2.057,24.834
E01000117,24.133,37.803,25.341,1.737,24.871
E01000118,24.311,51.31,26.854,3.386,25.754
E01000119,24.321,26.909,24.727,0.378,24.599
E01000120,24.401,43.695,25.402,2.123,24.894
E01000121,24.473,36.004,25.187,1.099,24.926
E01000122,24.476,31.888,25.443,0.981,25.204
E01000123,24.724,36.232,25.642,1.069,25.405
E01000124,25.575,59.747,28.084,3.387,26.954
E01000126,25.474,33.585,26.267,0.973,25.975
E01000127,24.98,37.575,25.831,1.334,25.479
E01000128,25.327,31.987,25.992,0.801,25.735
E01000129,25.162,50.624,28.735,4.704,26.979
E01000130,25.422,39.2,26.677,2.144,25.975
E01000131,25.215,49.526,26.069,1.984,25.638
E01000132,24.975,37.794,25.806,1.268,25.537
E01000133,25.345,38.468,26.468,1.794,25.968
E01000134,24.996,41.863,26.272,2.138,25.634
E01000135,28.158,72.413,30.554,5.533,28.917
E01000136,27.869,42.355,28.882,1.49,28.564
E01000137,28.491,48.428,30.245,2.36,29.498
E01000138,28.391,65.317,33.123,7.677,30.193
E01000139,28.362,87.304,31.339,6.219,29.328
E01000140,28.932,56.756,31.981,3.406,30.801
E01000141,28.719,76.527,32.284,5.634,30.547
E01000142,28.375,74.024,29.469,2.498,29.005
E01000143,28.407,55.068,30.013,3.755,29.116
E01000144,28.376,50.504,30.216,2.958,29.303
E01000145,28.391,60.448,29.98,3.557,28.929
E01000146,28.287,58.989,30.615,3.735,29.278
E01000147,26.43,43.088,27.401,1.689,27.029
E01000150,26.871,57.358,28.775,3.169,27.816
E01000151,26.048,32.794,26.884,0.91,26.639
E01000152,25.607,46.849,28.795,4.15,27.225
E01000153,25.433,32.584,26.036,0.772,25.792
E01000154,25.969,34.464,27.01,1.388,26.556
E01000156,26.323,50.578,28.187,3.423,27.154
E01000157,26.17,30.625,26.964,0.538,26.855
E01000158,25.037,38.526,25.922,1.214,25.642
E01000159,24.96,45.05,26.136,2.211,25.515
E01000160,25.5,64.297,28.071,4.996,26.578
E01000161,25.881,48.542,28.338,3.792,27.081
E01000162,25.584,61.043,28.403,4.614,26.931
E01000163,26.308,56.423,29.661,6.067,27.459
E01000164,25.993,68.108,29.349,5.879,27.159
E01000165,25.954,54.561,28.077,3.66,27.093
E01000166,21.92,24.043,22.667,0.374,22.667
E01000167,21.86,31.526,22.58,0.859,22.481
E01000168,22.744,24.766,23.217,0.298,23.158
E01000169,22.621,24.516,23.133,0.317,23.061
E01000170,23.045,37.695,24.554,1.831,24.093
E01000171,22.717,47.804,25.001,3.027,24.242
E01000172,23.284,44.834,24.173,2.129,23.651
E01000173,23.299,39.641,24.247,1.615,23.961
E01000174,23.974,45.738,25.855,3.162,24.715
E01000175,23.543,37.958,24.689,1.503,24.324
E01000176,27.187,64.686,32.799,8.757,29.135
E01000177,26.873,45.923,27.762,1.456,27.416
E01000178,26.144,46.82,27.222,1.943,26.822
E01000179,26.874,30.849,27.435,0.47,27.338
E01000180,27.086,40.523,28.159,1.824,27.665
E01000181,26.857,51.613,29.229,3.402,28.099
E01000182,27.031,59.676,29.045,3.897,27.922
E01000183,27.139,41.757,28.098,1.782,27.623
E01000184,26.092,84.436,29.403,6.201,27.358
E01000185,26.914,46.654,28.417,2.865,27.534
E01000186,23.483,44.386,25.512,3.08,24.811
E01000187,23.458,25.599,23.986,0.401,23.891
E01000188,22.562,58.621,25.193,4.87,23.454
E01000189,23.829,58.471,26.199,4.497,24.805
E01000190,23.789,39.601,24.458,1.374,24.135
E01000191,24.048,56.79,26.825,4.575,25.153
E01000192,24.313,42.062,25.989,2.629,25.099
E01000193,23.841,46.232,25.309,2.325,24.716
E01000194,24.338,68.696,26.796,4.594,25.357
E01000195,23.111,49.791,26.543,4.434,25.094
E01000196,26.829,70.587,29.617,4.938,28.004
E01000197,26.596,48.199,28.477,2.703,27.579
E01000198,26.79,58.592,30.857,5.888,28.681
E01000199,26.025,35.056,27.082,1.257,26.65
E01000200,26.463,45.439,28.344,2.87,27.51
E01000201,27.301,81.393,30.79,5.663,29.075
E01000202,26.989,48.14,28.114,2.173,27.765
E01000203,27.049,99.381,33.069,9.761,30.109
E01000204,26.011,72.202,27.024,2.188,26.589
E01000205,27.202,71.703,30.314,5.533,28.623
E01000206,26.898,55.374,28.039,2.05,27.525
E01000207,27.179,62.055,28.643,3.565,27.644
E01000208,27.193,61.227,29.949,4.631,28.387
E01000209,27.191,30.52,27.895,0.511,27.793
E01000210,27.04,69.819,29.586,5.537,27.956
E01000211,27.8,84.017,34.077,8.999,30.749
E01000212,27.261,48.746,28.927,2.161,28.276
E01000213,26.898,32.404,27.317,0.499,27.189
E01000214,27.672,48.895,28.996,2.303,28.288
E01000215,28.053,73.815,33.328,8.268,30.498
E01000216,27.808,39.054,28.441,1.034,28.241
E01000217,27.766,31.302,28.353,0.548,28.208
E01000218,28.069,49.934,30.028,3.106,29.341
E01000219,28.555,81.586,33.724,7.841,31.152
E01000220,28.479,47.829,29.764,2.056,29.204
E01000221,28.324,85.265,35.654,10.061,31.319
E01000222,27.891,61.863,29.727,4.068,28.645
E01000223,28.325,82.618,32.158,6.208,30.001
E01000224,28.009,35.538,28.844,0.785,28.652
E01000225,28.404,101.26,33.849,10.52,30.239
E01000226,24.433,46.46,26.713,3.285,25.803
E01000227,24.319,47.423,25.708,2.679,24.889
E01000228,22.551,55.568,25.325,4.246,24.116
E01000229,24.156,47.87,26.502,3.794,25.282
E01000230,23.675,46.692,25.217,2.476,24.706
E01000231,25.309,82.468,33.039,8.57,29.36
E01000232,24.634,63.912,28.303,5.534,26.3
E01000233,24.696,60.122,26.446,3.179,25.482
E01000234,25.199,56.206,28.549,4.3,27.123
E01000235,24.902,49.006,28.131,4.262,26.413
E01000236,28.201,74.165,31.736,6.292,29.58
E01000237,27.844,86.118,32.0,7.003,29.586
E01000238,28.045,85.817,31.612,8.477,28.886
E01000239,27.826,73.003,35.142,7.026,33.127
E01000240,26.683,71.067,32.236,6.962,29.791
E01000241,26.581,49.995,27.456,1.705,27.167
E01000242,27.46,55.728,29.916,4.27,28.59
E01000243,26.852,55.613,30.028,3.904,29.019
E01000244,26.84,47.313,29.104,2.459,28.47
E01000245,27.837,48.793,29.333,2.818,28.542
E01000246,21.705,59.044,22.625,1.733,22.179
E01000247,22.122,33.905,23.194,1.501,22.822
E01000248,22.092,47.311,24.245,3.025,23.351
E01000249,21.334,35.043,21.985,0.936,21.75
E01000250,22.006,73.592,24.407,4.307,23.14
E01000251,22.882,42.756,24.698,2.974,23.74
E01000252,22.811,47.567,23.965,1.854,23.459
E01000253,21.465,47.893,23.19,2.833,22.455
E01000254,21.146,41.763,22.143,1.325,21.822
E01000255,23.363,35.084,24.594,0.947,24.537
E01000256,24.879,63.776,28.448,5.245,26.604
E01000257,24.686,38.677,25.849,1.533,25.42
E01000258,24.393,60.651,27.791,5.201,25.903
E01000259,24.793,41.301,26.2,1.303,25.925
E01000260,25.321,71.779,31.309,7.742,27.919
E01000261,23.438,43.077,24.746,1.495,24.438
E01000263,24.557,63.123,27.336,4.638,26.07
E01000264,26.208,74.953,35.188,8.72,31.48
E01000265,24.843,38.31,26.482,2.193,25.748
E01000266,24.44,37.613,25.264,1.327,24.905
E01000267,23.676,43.947,25.09,2.463,24.319
E01000268,23.301,63.174,25.889,5.06,24.143
E01000269,23.162,47.826,25.157,3.386,24.231
E01000270,23.517,44.272,25.495,3.162,24.42
E01000271,23.27,58.86,26.033,4.837,24.552
E01000272,23.724,49.052,24.819,1.599,24.444
E01000273,23.878,66.83,26.84,4.754,25.419
E01000274,24.739,48.49,26.861,3.114,25.846
E01000275,23.874,32.797,24.666,0.953,24.474
E01000276,23.231,38.353,24.319,1.205,24.097
E01000277,24.44,26.169,24.887,0.273,24.823
E01000278,24.37,38.259,25.338,1.407,24.948
E01000279,22.343,44.873,23.433,1.768,23.113
E01000280,22.739,43.847,23.871,1.839,23.427
E01000281,24.597,90.487,27.891,6.52,25.908
E01000282,23.289,55.009,24.969,2.665,24.296
E01000283,23.511,32.348,24.251,0.897,24.066
E01000284,24.171,63.45,25.632,5.392,24.561
E01000285,22.316,31.236,22.975,0.982,22.731
E01000286,22.176,28.098,22.654,0.487,22.535
E01000287,22.345,26.709,22.872,0.575,22.711
E01000288,22.736,56.456,24.309,3.592,23.257
E01000289,22.519,33.122,23.553,1.466,23.193
E01000290,22.214,55.361,23.233,2.355,22.648
E01000291,22.451,29.869,22.88,0.549,22.792
E01000292,22.538,43.789,23.651,1.947,23.121
E01000293,22.689,57.564,23.852,2.718,23.263
E01000294,22.167,43.106,22.928,1.704,22.583
E01000295,26.332,61.5,27.044,1.667,26.766
E01000296,25.631,85.225,27.89,4.697,26.832
E01000297,26.476,48.681,28.366,2.464,27.561
E01000298,25.946,78.291,28.142,5.493,26.728
E01000299,25.051,70.613,27.88,5.366,26.325
E01000300,24.919,33.387,25.821,1.007,25.64
E01000301,24.86,40.803,26.265,1.998,25.811
E01000302,25.598,94.218,27.966,6.587,26.384
E01000303,24.79,34.791,25.984,1.312,25.659
E01000304,24.882,38.885,26.36,1.675,25.984
E01000305,26.626,84.33,30.282,6.338,27.512
E01000306,28.715,53.016,33.424,5.802,30.9
E01000307,28.341,90.557,34.699,8.908,31.177
E01000308,26.11,45.864,26.952,1.261,26.616
E01000309,28.619,83.41,32.657,5.721,30.261
E01000310,28.17,104.617,35.149,10.199,31.492
E01000311,28.349,82.442,30.827,4.622,29.603
E01000312,26.194,55.527,27.962,3.575,27.112
E01000313,27.181,62.649,34.072,6.582,31.587
E01000314,28.12,78.164,30.492,5.801,29.137
E01000315,25.735,63.919,27.97,4.858,26.508
E01000316,26.031,58.346,29.143,4.987,27.409
E01000317,25.979,69.031,27.305,3.613,26.513
E01000318,25.118,45.874,26.892,2.159,26.37
E01000319,26.007,46.424,27.198,1.833,26.609
E01000320,24.61,61.522,25.52,3.631,25.081
E01000321,24.521,98.397,27.939,10.51,24.961
E01000322,24.939,29.403,25.503,0.432,25.415
E01000323,25.323,62.256,27.775,4.15,26.631
E01000324,25.017,47.015,26.067,1.571,25.678
E01000325,21.928,31.723,22.829,0.845,22.711
E01000326,21.847,31.303,22.732,1.117,22.456
E01000327,23.127,46.274,24.699,2.973,23.757
E01000328,21.846,36.995,22.688,0.976,22.477
E01000329,22.464,68.886,25.042,4.413,23.83
E01000330,23.136,51.395,26.137,4.383,24.751
E01000331,22.68,71.829,25.804,5.328,23.9
E01000332,22.661,39.447,23.951,1.972,23.382
E01000333,22.63,39.991,24.075,2.046,23.539
E01000334,22.708,37.331,23.648,1.77,23.284
E01000335,22.878,54.453,24.01,2.359,23.37
E01000336,22.932,32.436,23.811,0.905,23.571
E01000337,22.712,25.868,23.141,0.426,23.06
E01000338,22.987,34.172,23.917,1.569,23.474
E01000339,22.962,35.579,23.891,1.475,23.497
E01000340,23.382,34.417,25.231,1.582,24.837
E01000341,23.249,34.786,24.171,1.112,23.888
E01000342,23.253,25.049,23.628,0.29,23.531
E01000343,23.047,48.152,24.187,2.266,23.591
E01000344,23.179,33.332,24.014,1.307,23.719
E01000345,23.107,28.284,23.663,0.697,23.453
E01000346,22.846,38.22,24.231,1.737,23.834
E01000347,23.87,45.974,25.5,2.564,24.699
E01000348,22.705,30.691,24.146,1.303,23.725
E01000349,22.786,52.891,27.702,6.039,25.329
E01000350,22.793,33.379,23.971,1.398,23.602
E01000351,22.61,45.395,24.429,3.075,23.567
E01000352,23.651,65.335,30.117,7.579,27.319
E01000353,22.782,43.156,24.15,2.07,23.574
E01000354,23.107,32.004,23.977,1.074,23.726
E01000355,22.607,44.877,23.551,2.302,23.012
E01000356,23.288,38.087,24.607,2.012,23.966
E01000357,23.219,26.9,23.538,0.333,23.432
E01000358,22.969,42.835,23.955,1.965,23.492
E01000359,23.078,45.596,24.999,2.915,23.915
E01000360,23.073,44.695,24.981,3.064,24.038
E01000361,23.186,52.427,24.948,3.57,24.024
E01000362,23.294,69.779,26.123,4.523,24.606
E01000363,23.228,57.616,26.252,5.154,24.425
E01000364,23.382,59.945,27.344,6.34,24.82
E01000365,22.915,41.799,23.994,1.946,23.356
E01000366,22.955,41.769,24.205,1.426,23.948
E01000367,22.002,47.518,23.192,2.73,22.467
E01000368,21.901,26.117,22.275,0.466,22.2
E01000369,21.951,29.47,22.801,0.89,22.588
E01000370,22.352,45.329,23.855,2.686,23.086
E01000371,22.006,23.287,22.42,0.27,22.339
E01000372,22.076,25.923,22.46,0.325,22.387
E01000373,22.001,41.093,22.935,1.738,22.508
E01000374,21.171,77.083,24.488,5.816,22.589
E01000375,21.264,38.537,22.729,1.901,22.26
E01000376,21.523,31.565,22.135,0.852,21.894
E01000377,21.565,38.613,22.921,1.716,22.484
E01000379,21.828,41.466,23.031,2.384,22.336
E01000380,21.716,50.555,25.199,5.276,23.259
E01000381,20.619,41.956,21.821,1.73,21.54
E01000382,21.691,33.034,22.761,1.251,22.559
E01000383,20.344,40.266,21.541,1.781,21.115
E01000384,22.032,37.538,23.275,1.77,22.843
E01000385,21.553,42.837,22.763,2.398,22.137
E01000386,21.972,57.901,24.417,4.46,22.822
E01000387,22.005,40.454,22.942,1.554,22.514
E01000388,22.978,46.379,23.883,1.42,23.718
E01000389,23.337,57.581,25.5,4.082,24.15
E01000390,22.983,70.382,26.722,6.09,24.431
E01000391,23.308,69.569,27.484,7.414,25.047
E01000392,23.858,49.644,26.692,4.039,25.433
E01000393,23.463,55.184,25.469,3.841,24.338
E01000394,23.535,51.786,25.443,2.698,24.657
E01000395,23.824,43.265,25.083,2.139,24.649
E01000396,24.19,35.466,25.742,1.748,25.25
E01000398,23.79,35.492,24.639,1.363,24.29
E01000399,23.913,48.274,25.809,2.939,24.986
E01000400,23.737,46.904,25.699,2.778,24.832
E01000401,23.851,41.529,24.677,1.606,24.308
E01000402,22.527,33.378,23.31,1.186,23.001
E01000403,21.756,56.587,24.968,4.473,23.55
E01000404,22.49,43.807,24.785,3.567,23.713
E01000405,22.565,43.938,23.94,2.636,23.139
E01000406,22.33,40.814,23.282,1.654,22.822
E01000407,22.106,36.725,23.301,1.935,22.724
E01000408,22.595,43.299,23.676,1.887,23.142
E01000409,23.671,32.004,24.725,1.144,24.383
E01000410,24.292,51.316,25.494,1.473,25.123
E01000411,24.706,62.427,27.214,4.144,25.997
E01000412,24.733,66.4,30.414,7.763,27.812
E01000413,24.435,68.493,31.86,10.036,27.714
E01000414,24.135,53.862,26.47,3.904,25.164
E01000415,24.103,29.27,24.788,0.708,24.564
E01000416,23.523,46.153,25.061,2.86,24.378
E01000417,22.76,42.23,24.325,2.644,23.542
E01000418,22.712,43.126,23.634,1.432,23.336
E01000419,23.173,40.823,24.111,1.356,23.798
E01000420,22.883,31.567,23.543,0.946,23.302
E01000421,22.888,32.502,23.734,1.266,23.4
E01000422,23.439,67.043,25.748,4.219,24.766
E01000423,23.085,47.227,25.139,3.862,23.849
E01000424,22.602,32.195,23.318,0.759,23.11
E01000425,22.779,27.183,23.184,0.371,23.066
E01000426,22.815,46.747,25.204,3.685,23.883
E01000427,22.603,41.773,24.203,3.129,23.276
E01000428,22.039,57.715,25.325,5.393,23.453
E01000429,21.218,27.684,22.164,0.966,21.913
E01000430,20.388,27.863,20.931,0.574,20.743
E01000431,22.129,48.994,24.654,4.45,23.216
E01000433,21.598,49.628,24.286,4.342,22.967
E01000434,20.624,37.937,21.256,0.845,21.029
E01000435,22.225,48.103,24.159,3.389,23.204
E01000436,22.836,27.134,23.194,0.328,23.1
E01000437,22.453,29.234,23.037,0.791,22.83
E01000438,22.597,32.025,23.376,0.984,23.141
E01000439,22.317,34.595,23.578,1.716,23.175
E01000440,22.622,28.749,23.084,0.662,22.9
E01000441,22.563,37.98,23.365,1.489,22.866
E01000442,22.598,32.626,23.514,1.258,23.177
E01000443,22.534,38.184,24.073,2.387,23.354
E01000444,20.662,53.629,22.56,3.074,21.935
E01000445,21.532,34.09,22.636,1.445,22.4
E01000446,22.577,35.825,23.561,1.092,23.341
E01000447,21.626,86.443,25.504,6.284,23.585
E01000448,22.231,31.013,22.93,1.11,22.552
E01000449,22.423,51.698,24.101,3.536,23.253
E01000450,23.397,40.611,24.488,1.935,23.987
E01000451,23.413,66.294,24.568,2.574,23.961
E01000452,23.203,32.87,23.838,1.165,23.514
E01000453,23.121,24.653,23.478,0.266,23.396
E01000454,23.424,45.091,24.98,2.248,24.321
E01000455,23.376,41.964,24.105,1.192,23.856
E01000456,23.227,24.425,23.532,0.238,23.451
E01000457,22.831,54.945,26.11,4.817,24.509
E01000458,22.364,27.556,22.921,0.544,22.804
E01000459,22.732,42.566,23.884,1.84,23.409
E01000460,22.506,34.274,23.333,1.09,23.169
E01000461,22.427,43.264,23.881,2.441,23.19
E01000462,22.847,65.177,25.33,4.473,23.979
E01000463,22.894,31.733,23.448,0.832,23.262
E01000464,23.099,24.345,23.402,0.208,23.334
E01000465,22.877,26.085,23.352,0.494,23.179
E01000466,22.913,41.72,23.89,1.851,23.503
E01000467,23.445,25.945,23.952,0.41,23.814
E01000468,23.432,25.462,23.904,0.386,23.783
E01000469,23.594,44.044,24.725,2.36,24.093
E01000470,23.282,47.466,25.868,3.755,24.512
E01000471,27.912,29.906,28.537,0.401,28.464
E01000472,26.945,72.35,29.738,4.739,28.538
E01000473,27.015,51.675,29.152,3.389,28.081
E01000474,26.991,37.112,27.709,1.208,27.394
E01000475,26.304,58.254,29.833,4.995,28.085
E01000476,27.159,37.575,28.123,1.201,27.85
E01000477,27.444,42.099,29.346,1.7,28.925
E01000478,27.605,35.645,28.444,1.038,28.188
E01000479,26.23,56.403,28.838,3.293,27.831
E01000480,25.705,46.541,26.843,1.685,26.431
E01000481,25.645,53.22,28.743,4.372,27.233
E01000483,26.785,71.627,27.955,3.526,27.261
E01000484,25.072,41.021,25.836,1.219,25.526
E01000485,24.99,41.292,26.6,2.341,25.893
E01000486,25.042,48.824,25.819,1.807,25.469
E01000487,25.154,45.775,26.929,2.347,26.168
E01000488,28.17,36.702,28.808,0.945,28.461
E01000489,28.378,40.519,29.161,1.289,28.774
E01000490,29.192,53.421,31.479,3.011,30.564
E01000491,28.394,44.936,29.552,1.734,28.996
E01000492,28.459,46.863,29.554,2.036,28.963
E01000493,28.628,41.403,29.595,1.601,29.09
E01000494,28.587,41.864,30.021,1.945,29.312
E01000495,28.924,43.932,30.577,2.163,29.782
E01000497,28.125,54.241,29.905,3.066,28.994
E01000498,26.881,77.878,31.458,8.241,28.879
E01000499,27.046,91.171,32.336,8.116,29.645
E01000501,27.924,35.809,28.606,0.836,28.419
E01000502,27.761,37.898,28.469,1.343,28.084
E01000503,27.764,36.943,28.376,1.017,28.1
E01000504,28.139,29.546,28.548,0.305,28.505
E01000505,28.232,29.721,28.601,0.298,28.543
E01000506,28.757,64.443,30.966,4.047,29.651
E01000507,27.898,36.755,28.994,1.27,28.704
E01000508,28.436,62.096,30.812,3.956,29.527
E01000509,29.12,82.89,33.969,8.782,31.08
E01000510,28.188,88.954,33.354,8.077,30.676
E01000511,28.245,56.417,31.999,5.242,30.088
E01000512,28.479,54.717,30.458,3.061,29.51
E01000513,26.198,52.451,28.063,3.309,27.099
E01000514,26.209,41.544,27.178,1.79,26.705
E01000515,25.232,46.901,27.188,3.391,26.098
E01000516,26.202,58.268,27.96,3.193,26.952
E01000517,25.168,48.779,27.013,2.914,26.258
E01000518,25.233,53.385,26.819,2.226,26.344
E01000519,25.231,49.841,26.635,2.146,26.169
E01000520,25.3,48.022,27.193,2.576,26.569
E01000521,29.237,60.505,32.907,5.446,30.839
E01000522,28.227,34.452,28.849,0.75,28.69
E01000523,28.733,64.537,30.0,3.819,29.327
E01000524,29.26,75.238,31.408,4.787,29.989
E01000525,29.56,82.541,32.262,5.014,30.525
E01000526,28.527,46.357,30.317,3.098,29.266
E01000527,28.607,34.257,29.252,0.674,29.101
E01000528,28.645,46.109,30.462,2.696,29.607
E01000530,28.702,47.199,30.726,2.474,29.909
E01000531,29.361,53.045,31.85,3.871,30.413
E01000532,29.74,54.093,31.896,3.983,30.543
E01000533,28.699,56.316,30.58,3.11,29.677
E01000534,28.566,43.801,29.635,1.589,29.27
E01000535,28.994,55.482,32.312,4.362,30.748
E01000536,24.554,58.974,26.2,3.368,25.197
E01000538,24.492,28.49,24.799,0.285,24.707
E01000539,24.745,38.885,25.671,1.416,25.296
E01000540,24.695,35.999,25.698,1.531,25.224
E01000541,24.585,54.816,26.581,3.816,25.446
E01000543,24.796,60.817,28.282,5.574,26.175
E01000544,31.007,38.623,31.98,1.249,31.61
E01000545,29.623,51.267,31.203,3.03,30.244
E01000546,29.687,44.248,31.55,2.911,30.505
E01000547,29.472,38.24,30.269,0.755,30.161
E01000548,30.102,53.503,31.938,2.886,30.976
E01000549,29.477,36.316,30.669,1.108,30.444
E01000550,30.671,55.882,32.377,2.837,31.484
E01000551,30.666,49.721,32.263,2.554,31.364
E01000552,30.944,46.295,32.581,2.473,31.734
E01000553,28.13,57.777,29.942,4.191,28.878
E01000554,27.791,47.823,28.304,1.136,28.143
E01000555,27.978,41.171,28.926,1.514,28.462
E01000556,29.064,69.271,32.774,6.336,30.8
E01000557,28.328,50.341,30.11,3.072,29.242
E01000558,28.551,50.985,29.657,2.08,29.111
E01000559,28.184,57.732,28.944,2.619,28.579
E01000560,28.503,58.647,29.262,2.395,28.817
E01000561,29.177,50.882,30.935,3.076,29.862
E01000562,24.439,66.476,26.767,3.403,25.814
E01000563,24.704,61.118,27.447,4.605,25.939
E01000564,25.213,46.588,27.219,3.435,26.064
E01000565,25.472,51.669,26.905,3.008,26.155
E01000566,24.933,34.338,25.507,0.719,25.37
E01000567,25.226,36.934,25.983,1.17,25.666
E01000568,24.514,71.946,26.422,4.582,25.082
E01000569,24.549,34.972,25.307,1.237,25.012
E01000570,26.003,36.482,26.909,1.614,26.425
E01000571,25.982,46.369,27.008,2.164,26.403
E01000572,25.009,27.891,25.412,0.429,25.257
E01000573,24.911,27.028,25.421,0.382,25.333
E01000574,24.914,27.393,25.348,0.371,25.237
E01000575,25.16,40.343,26.374,2.064,25.819
E01000576,25.531,50.038,26.777,2.361,26.049
E01000577,25.177,44.307,26.375,2.011,25.777
E01000578,25.823,45.392,27.577,2.068,26.953
E01000579,29.972,38.244,31.531,1.56,30.987
