MSOA21CD,PM10-2013-min,PM10-2013-max,PM10-2013-mean,PM10-2013-std,PM10-2013-median
E02000716,24.133,36.018,24.611,0.787,24.445
E02000717,24.444,39.344,25.218,1.376,24.773
E02000718,24.398,51.098,25.393,1.973,24.756
E02000719,24.602,33.39,25.065,0.752,24.871
E02000720,24.264,32.778,24.949,1.016,24.725
E02000721,24.642,34.572,25.326,1.138,24.966
E02000722,24.78,32.605,25.478,1.044,25.169
E02000723,24.427,32.532,24.946,0.898,24.707
E02000724,24.49,30.625,24.8,0.619,24.674
E02000725,24.984,58.883,26.294,2.215,25.605
E02000727,24.703,30.567,25.294,1.004,24.956
E02000728,24.42,36.075,25.225,1.583,24.774
E02000729,24.67,31.261,25.073,0.738,24.86
E02000730,24.683,30.161,25.109,0.8,24.883
E02000731,24.643,35.324,25.572,1.514,25.049
E02000732,24.651,31.063,24.928,0.526,24.819
E02000733,24.878,33.712,25.623,1.09,25.306
E02000734,24.816,33.123,25.469,1.127,25.107
E02000735,24.648,31.314,25.018,0.721,24.843
E02000736,24.547,54.328,26.384,3.631,25.063
E02000737,24.539,33.631,24.984,0.896,24.77
E02000738,24.624,31.233,25.016,0.784,24.829
E02000739,24.879,34.398,25.635,1.148,25.252
E02000740,24.829,31.025,25.225,0.577,25.094
E02000741,24.681,35.137,25.304,1.128,25.021
E02000742,24.636,44.865,25.618,1.958,25.093
E02000743,24.989,47.889,26.26,2.455,25.53
E02000744,25.047,50.837,26.878,3.49,25.676
E02000745,24.662,52.082,26.479,3.482,25.38
E02000746,23.819,51.436,24.932,1.778,24.508
E02000747,24.947,52.699,26.183,2.211,25.544
E02000748,24.395,30.198,24.92,0.71,24.697
E02000749,24.647,52.289,25.476,1.677,25.104
E02006995,24.773,44.033,25.406,2.015,24.929
E02006996,24.81,51.691,25.491,1.291,25.126
E02006997,24.933,41.126,25.6,1.113,25.323
E02006998,23.973,32.309,24.611,0.646,24.463
E02006999,24.559,34.611,25.393,1.306,25.029
E02000751,23.148,35.141,23.861,0.919,23.608
E02000752,22.439,33.012,22.942,0.741,22.797
E02000753,22.84,26.685,23.134,0.312,23.082
E02000754,23.182,29.756,23.8,0.539,23.723
E02000755,23.383,31.941,24.369,1.233,23.978
E02000756,22.966,32.728,23.534,0.695,23.395
E02000757,23.938,41.216,25.348,2.291,24.589
E02000758,23.435,32.963,23.879,0.672,23.753
E02000759,23.781,63.536,25.831,3.149,24.83
E02000760,23.376,31.727,23.895,0.777,23.717
E02000762,23.694,32.68,24.562,1.299,24.209
E02000763,22.792,39.889,23.364,0.888,23.189
E02000764,24.134,49.082,25.056,1.565,24.673
E02000765,23.716,34.405,24.589,1.342,24.162
E02000767,23.672,34.948,24.417,1.283,24.043
E02000768,24.182,52.521,25.824,3.309,24.698
E02000770,23.488,43.165,24.482,1.803,24.028
E02000772,23.474,35.667,24.06,1.064,23.759
E02000773,23.811,36.645,24.722,1.576,24.261
E02000774,23.534,31.344,24.043,0.792,23.838
E02000776,24.026,32.284,24.435,0.707,24.267
E02000777,24.131,34.435,24.54,0.707,24.378
E02000779,24.288,36.702,25.313,1.608,24.821
E02000781,23.79,32.855,24.213,0.729,24.066
E02000782,24.259,55.835,25.949,2.775,25.037
E02000783,24.101,29.517,24.577,0.589,24.488
E02006800,23.634,32.87,24.185,0.826,23.97
E02006924,24.022,54.902,25.325,2.115,24.662
E02006925,23.746,56.975,24.823,1.758,24.356
E02007017,23.373,32.486,23.964,1.08,23.673
E02007018,23.489,29.97,24.027,0.843,23.786
E02007019,24.012,44.563,25.218,1.637,24.743
E02007020,24.085,32.769,24.534,0.923,24.294
E02000784,24.701,41.294,25.319,1.109,25.037
E02000785,23.988,42.68,24.612,1.216,24.326
E02000786,24.602,37.32,25.382,1.427,24.936
E02000787,24.331,38.563,25.058,1.367,24.651
E02000788,24.182,36.151,25.206,1.817,24.716
E02000789,23.909,33.098,24.392,0.788,24.17
E02000790,24.054,38.77,24.969,1.708,24.439
E02000791,24.134,38.276,24.985,1.275,24.564
E02000792,23.953,33.231,24.491,0.889,24.309
E02000793,23.782,29.433,24.164,0.517,24.026
E02000794,23.875,38.091,24.768,1.631,24.296
E02000795,23.688,31.151,24.057,0.498,23.933
E02000796,23.533,33.776,24.229,1.136,23.909
E02000797,23.888,36.907,24.622,1.241,24.271
E02000798,23.575,35.124,24.201,0.942,23.973
E02000799,23.738,32.081,24.208,0.771,23.997
E02000800,23.643,26.509,23.886,0.259,23.849
E02000801,23.686,30.904,24.208,0.818,23.977
E02000802,23.416,31.032,24.022,0.812,23.841
E02000803,23.251,33.058,23.769,0.749,23.585
E02000804,23.338,31.809,23.67,0.529,23.504
E02000805,23.462,39.93,23.969,0.826,23.795
E02000806,23.13,36.131,23.669,0.899,23.457
E02000807,25.336,37.069,26.012,1.072,25.713
E02000808,26.841,40.912,28.145,1.893,27.448
E02000810,25.748,36.4,26.703,1.17,26.362
E02000812,26.214,38.269,27.333,1.312,26.912
E02000813,25.438,40.133,26.551,1.682,25.986
E02000814,25.186,34.931,25.685,0.734,25.496
E02000815,26.612,48.092,28.261,2.649,27.37
E02000816,25.655,33.822,26.315,0.958,26.013
E02000817,25.424,36.71,26.152,1.301,25.766
E02000818,26.107,43.824,27.477,1.994,26.829
E02000819,25.749,38.639,26.871,1.649,26.33
E02000820,26.049,40.973,27.147,1.799,26.654
E02000821,25.592,39.258,26.548,1.503,26.148
E02000822,25.623,33.959,26.482,0.824,26.336
E02000823,25.884,36.613,26.781,1.499,26.297
E02000824,25.395,38.525,26.138,1.332,25.736
E02000825,25.476,36.624,25.971,0.828,25.72
E02000826,25.579,34.708,26.106,0.809,25.905
E02000827,25.692,41.665,26.868,1.839,26.24
E02000828,25.388,38.307,26.475,1.818,25.849
E02000829,25.096,37.146,25.947,1.389,25.588
E02000830,25.147,39.55,26.024,1.369,25.675
E02000831,25.148,36.508,25.822,1.191,25.498
E02000832,24.775,32.473,25.505,0.793,25.306
E02000833,24.982,38.278,25.509,0.817,25.309
E02000834,24.744,41.663,25.554,1.213,25.233
E02000835,24.618,32.237,24.947,0.53,24.839
E02000836,24.898,32.655,25.512,0.99,25.225
E02000837,24.659,40.595,25.323,1.004,25.071
E02000838,24.63,34.028,25.266,1.113,24.943
E02000839,24.402,34.967,24.96,0.95,24.696
E02006802,26.741,48.955,28.688,2.796,27.642
E02006941,25.901,41.537,27.48,1.777,26.989
E02006942,26.471,42.215,27.647,1.782,27.01
E02000840,23.889,30.48,24.364,0.596,24.205
E02000841,23.883,33.093,24.57,1.084,24.222
E02000842,23.791,38.07,24.386,1.181,24.055
E02000843,23.815,27.977,24.157,0.476,24.034
E02000844,23.876,29.686,24.362,0.7,24.18
E02000845,23.474,32.174,23.86,0.639,23.737
E02000846,23.757,34.314,24.329,0.949,24.065
E02000847,23.496,31.822,24.022,0.832,23.826
E02000848,23.652,38.86,24.209,1.072,23.955
E02000849,23.73,36.384,24.348,1.143,24.011
E02000850,23.691,51.588,24.213,1.263,23.969
E02000851,23.751,35.906,24.234,0.997,23.955
E02000852,23.733,30.123,24.066,0.664,23.904
E02000853,23.681,35.443,24.191,1.039,23.913
E02000854,23.656,31.951,24.241,0.878,23.987
E02000855,23.205,32.407,23.951,0.953,23.722
E02000856,23.48,33.667,24.199,0.974,23.966
E02000857,23.405,30.884,23.995,0.925,23.775
E02000858,23.475,34.758,24.0,0.911,23.783
E02000859,23.348,34.707,24.028,0.994,23.77
E02000860,23.306,29.605,23.76,0.601,23.652
E02000861,23.125,30.235,23.612,0.525,23.516
E02000863,22.932,31.885,23.407,0.62,23.297
E02006836,22.932,30.782,23.376,0.585,23.266
E02000864,24.951,43.702,26.019,1.854,25.527
E02000865,25.471,38.776,26.452,1.499,26.021
E02000866,25.123,36.657,26.007,1.298,25.639
E02000867,25.061,51.956,26.92,2.897,25.917
E02000868,25.709,33.786,26.556,1.275,26.174
E02000869,26.044,34.544,26.836,1.135,26.518
E02000870,25.52,35.564,26.297,1.289,25.945
E02000871,25.463,54.246,27.319,3.17,26.181
E02000872,26.105,32.2,26.735,0.901,26.446
E02000873,25.463,35.362,26.391,1.794,25.873
E02000874,25.76,35.225,26.483,1.246,26.109
E02000875,25.475,41.192,26.063,1.045,25.781
E02000876,25.833,37.452,26.689,1.491,26.234
E02000877,25.521,40.072,26.339,1.286,25.944
E02000878,26.181,41.482,27.692,2.072,27.176
E02000879,25.769,35.083,26.42,1.405,26.031
E02000880,25.885,34.923,26.757,1.337,26.402
E02000881,25.242,47.189,26.827,2.85,25.941
E02000882,25.664,36.673,26.204,0.919,25.988
E02000883,25.6,50.27,26.892,2.695,26.05
E02000884,26.37,42.564,27.98,2.067,27.198
E02000885,26.05,34.406,26.877,1.221,26.491
E02000886,25.943,45.076,27.751,2.927,26.694
E02000887,25.646,38.948,26.732,1.386,26.335
E02000888,26.09,65.678,28.585,3.927,27.178
E02000889,25.867,51.216,27.879,3.429,26.899
E02000890,25.706,58.196,27.708,3.566,26.728
E02000893,24.941,29.559,25.401,0.576,25.254
E02000894,25.047,29.093,25.416,0.568,25.252
E02006853,25.133,29.159,25.436,0.434,25.339
E02006854,25.27,51.508,26.882,3.096,25.913
E02007112,25.252,46.099,27.623,3.115,26.583
E02007113,25.275,56.654,28.177,4.137,26.864
E02007114,25.138,30.663,25.724,0.706,25.531
E02000895,22.982,34.228,23.712,0.883,23.532
E02000896,22.855,31.418,23.412,0.671,23.266
E02000897,23.279,29.998,23.865,0.703,23.711
E02000898,23.518,29.551,23.984,0.677,23.818
E02000899,23.591,30.732,24.265,0.846,24.066
E02000900,23.751,57.514,25.288,3.02,24.422
E02000901,23.606,45.357,24.3,1.126,24.023
E02000902,23.947,58.134,25.211,2.468,24.45
E02000903,23.916,48.992,24.724,2.202,24.258
E02000904,23.831,46.826,25.244,2.149,24.551
E02000905,24.137,31.225,24.754,0.942,24.498
E02000906,24.156,29.737,24.704,0.805,24.512
E02000907,24.254,34.086,24.809,0.885,24.577
E02000908,24.068,31.868,24.474,0.761,24.29
E02000909,24.148,41.492,24.88,1.141,24.602
E02000910,24.47,38.861,25.223,1.361,24.842
E02000911,24.361,33.28,24.959,0.939,24.676
E02000912,24.155,32.241,24.435,0.372,24.356
E02000913,24.448,35.048,25.07,1.171,24.756
E02000914,24.546,40.902,25.439,1.494,24.984
E02000915,24.312,53.49,25.456,2.265,24.824
E02000916,24.305,38.531,24.93,1.278,24.606
E02000917,24.641,33.117,25.224,1.117,24.858
E02000918,24.459,54.84,26.194,3.228,25.2
E02000919,24.714,43.721,26.091,2.388,25.241
E02000920,24.496,41.903,25.633,2.001,25.075
E02000921,24.806,43.77,25.764,2.038,25.204
E02000922,24.617,31.125,25.136,0.7,24.928
E02000923,25.63,35.689,26.384,1.208,26.035
E02000925,25.682,41.152,26.693,1.523,26.2
E02000926,25.628,39.025,26.427,1.457,25.995
E02000927,25.619,33.737,26.12,1.067,25.832
E02000928,24.72,33.625,25.307,0.922,25.079
E02000929,25.671,36.945,26.744,1.833,26.11
E02000930,25.649,36.647,26.367,1.243,25.98
E02000931,25.273,40.115,26.169,1.377,25.784
E02000932,25.017,44.225,26.269,2.016,25.57
E02000933,24.672,37.289,25.356,1.243,25.005
E02000934,25.642,37.637,26.855,1.907,26.131
E02000935,24.202,34.794,24.786,1.018,24.522
E02000936,24.743,34.9,25.527,1.178,25.179
E02000937,24.926,33.995,25.578,0.98,25.305
E02000938,24.493,40.79,25.109,1.248,24.8
E02000939,25.092,31.394,25.608,0.737,25.403
E02000940,25.056,37.074,25.95,1.331,25.538
E02000941,24.903,35.844,25.814,1.151,25.456
E02000942,24.535,36.852,25.336,1.041,25.094
E02000943,25.095,34.874,25.859,1.182,25.476
E02000944,24.547,33.109,25.075,0.839,24.874
E02000945,23.966,43.732,25.043,2.136,24.48
E02000946,24.684,32.64,25.37,0.994,25.058
E02000947,24.471,32.808,25.268,0.863,25.059
E02000948,24.716,31.899,25.329,0.848,25.087
E02000949,24.63,35.483,25.281,0.942,25.054
E02000950,24.377,29.655,24.676,0.465,24.568
E02000951,24.886,35.339,25.697,1.317,25.255
E02000952,24.814,31.422,25.384,0.911,25.139
E02000953,24.577,33.291,25.223,1.1,24.899
E02000954,24.697,32.498,25.201,0.896,24.992
E02000955,24.637,32.583,25.067,0.771,24.913
E02000956,24.482,33.379,25.198,1.062,24.927
E02000957,24.64,39.616,25.55,1.408,25.095
E02000958,24.529,31.908,24.929,0.609,24.773
E02000959,24.488,30.809,25.133,0.921,24.85
E02007083,25.703,38.976,26.611,1.572,26.12
E02007084,25.596,42.193,26.222,1.17,25.902
E02000960,25.586,37.785,26.266,1.294,25.891
E02000961,25.508,33.731,26.146,1.112,25.825
E02000962,25.806,39.138,27.089,1.881,26.399
E02000963,25.329,37.624,25.941,1.19,25.591
E02000964,25.401,40.495,26.479,1.378,25.998
E02000965,25.529,35.165,26.036,0.846,25.806
E02000966,25.601,37.658,26.823,1.488,26.39
E02000967,25.726,60.1,27.318,2.744,26.459
E02000968,26.132,52.262,28.092,3.554,26.942
E02000969,25.948,39.368,27.522,2.146,26.706
E02000970,27.516,63.636,29.546,3.218,28.414
E02000971,27.114,59.519,29.993,4.411,28.405
E02000972,27.848,54.547,29.752,2.737,28.807
E02000973,25.908,38.868,27.376,2.106,26.519
E02000974,26.901,45.627,28.937,2.779,27.827
E02000975,26.266,41.865,28.42,2.47,27.629
E02000976,26.075,39.518,26.997,1.445,26.556
E02000977,27.162,54.715,29.769,3.168,28.726
E02000978,25.904,57.884,27.577,2.581,26.871
E02000979,26.73,49.518,28.799,2.959,27.649
E02000980,26.668,43.709,27.985,2.199,27.146
E02000981,26.595,35.333,27.489,1.08,27.104
E02000982,26.416,51.222,28.137,2.409,27.274
E02000983,26.452,41.887,27.971,2.391,27.033
