MSOA21CD,PM10d-2013-min,PM10d-2013-max,PM10d-2013-mean,PM10d-2013-std,PM10d-2013-median
E02000549,8.772,46.161,10.118,3.045,9.371
E02000550,8.667,32.591,9.485,1.442,9.207
E02000551,8.6,45.632,10.358,3.616,9.342
E02000552,7.969,28.333,8.891,1.376,8.584
E02000553,8.295,63.358,9.693,2.766,8.967
E02006792,11.744,113.618,15.814,8.873,13.249
E02006972,11.245,105.572,15.042,9.678,12.44
E02006973,10.472,94.534,14.473,8.787,12.47
E02000554,11.603,31.631,13.189,2.436,12.517
E02000555,11.494,56.492,13.658,4.083,12.546
E02000556,12.263,50.287,13.738,2.963,13.055
E02000557,12.46,75.158,15.521,5.83,13.593
E02000558,12.628,81.871,16.237,7.097,14.263
E02000559,13.091,71.549,15.155,4.28,13.932
E02000560,13.195,93.738,16.887,6.151,14.872
E02000561,12.444,49.705,13.438,2.541,12.946
E02000562,13.094,31.435,14.741,2.713,13.838
E02000563,12.721,76.248,15.149,4.688,13.843
E02000564,13.509,67.01,16.045,4.752,14.535
E02000565,13.143,36.269,15.179,2.725,14.275
E02000566,13.391,63.654,15.513,4.431,14.473
E02000567,13.671,61.803,15.78,3.756,14.588
E02000568,13.617,43.529,15.75,3.155,14.873
E02000569,13.93,50.377,17.056,4.857,15.449
E02000570,14.04,34.828,15.777,2.001,15.297
E02000571,14.419,50.221,16.437,4.112,15.239
E02000572,14.9,66.812,18.253,4.728,17.037
E02000573,14.865,81.722,19.02,8.033,16.674
E02000574,16.146,103.508,21.128,8.425,18.252
E02000575,16.845,92.291,21.256,6.69,18.774
E02000576,16.733,83.525,20.279,7.006,17.928
E02000577,11.988,68.058,15.427,5.449,13.981
E02000578,12.368,44.674,14.705,4.319,13.447
E02000579,12.394,106.153,17.16,9.129,14.376
E02000580,13.786,40.036,15.797,3.02,14.785
E02000581,13.217,44.144,15.187,3.382,14.112
E02000582,13.923,77.258,16.491,5.046,15.007
E02000583,13.238,83.924,16.206,6.952,14.299
E02000584,13.559,116.841,17.241,8.546,15.113
E02000585,13.47,131.101,17.26,8.156,14.85
E02000586,14.437,116.287,18.473,10.381,15.764
E02000587,13.678,100.35,17.517,7.208,15.393
E02000588,15.441,121.016,20.764,10.508,17.359
E02000589,14.414,85.801,19.565,11.282,16.236
E02000590,15.282,106.613,20.905,10.676,17.328
E02000591,14.797,127.46,22.414,12.878,17.361
E02000592,15.166,96.375,19.774,9.606,16.868
E02000593,14.236,74.085,18.376,6.518,16.204
E02000594,14.725,104.938,18.114,7.2,15.72
E02000595,15.016,74.611,18.216,6.75,16.012
E02000596,14.224,56.615,17.457,5.474,15.636
E02000597,13.771,99.114,19.873,9.275,16.647
E02000598,9.141,45.438,10.553,2.651,9.947
E02000599,9.478,99.716,10.771,3.065,9.892
E02000600,9.558,39.812,11.088,2.774,10.279
E02000601,9.396,48.194,10.759,3.065,10.078
E02000602,9.304,117.403,12.444,6.048,10.821
E02000603,9.253,30.067,10.345,2.063,9.853
E02000604,9.576,65.172,10.479,2.232,10.009
E02000605,9.125,33.098,10.001,1.556,9.691
E02000606,9.085,135.996,12.692,6.988,10.604
E02000607,9.142,52.478,9.761,1.874,9.417
E02000608,8.794,46.275,10.27,2.33,9.664
E02000609,9.122,87.715,11.534,4.931,10.078
E02000610,8.64,53.136,10.586,3.904,9.749
E02000611,9.072,54.464,10.407,4.104,9.429
E02000612,9.014,72.544,10.365,3.823,9.592
E02000613,8.619,66.569,10.42,3.526,9.516
E02000614,8.376,96.249,10.708,4.839,9.425
E02000615,8.525,85.413,10.357,4.574,9.212
E02000616,7.761,20.241,8.723,0.892,8.605
E02000617,7.196,31.369,8.18,1.736,7.748
E02000619,15.251,70.948,17.828,5.037,16.484
E02000620,15.318,87.417,19.068,7.536,16.606
E02000621,13.902,127.05,20.13,11.794,16.023
E02000622,13.703,95.23,17.725,6.751,15.682
E02000623,13.729,40.736,15.806,3.298,14.819
E02000624,13.887,52.455,15.948,3.933,14.848
E02000625,13.535,55.574,15.649,4.285,14.265
E02000626,13.341,37.048,14.514,1.858,13.976
E02000627,12.908,51.243,14.801,3.286,14.052
E02000628,13.468,87.237,16.573,6.916,14.551
E02000629,13.228,41.955,14.932,3.797,13.877
E02000630,13.32,62.51,16.149,5.281,14.345
E02000631,12.49,69.48,14.428,4.179,13.348
E02000632,12.753,76.762,14.521,4.49,13.49
E02000633,12.843,74.091,15.703,5.756,14.002
E02000634,12.479,73.198,15.733,5.404,14.006
E02000635,11.778,52.692,13.935,3.262,13.148
E02000636,12.44,64.343,14.351,4.46,13.224
E02000637,12.13,58.515,13.987,4.49,12.974
E02000638,12.435,54.935,14.503,5.178,13.106
E02000639,12.442,80.18,15.64,5.808,13.848
E02000640,12.568,59.347,14.172,3.253,13.448
E02000641,11.776,36.757,13.448,2.915,12.604
E02000642,11.533,58.131,13.421,3.561,12.352
E02000643,11.723,56.999,13.685,4.056,12.718
E02000644,11.571,34.639,12.897,2.404,12.204
E02000645,10.932,45.627,12.873,3.144,11.958
E02000646,11.392,94.744,13.594,5.213,12.254
E02000647,11.236,34.101,12.347,2.293,11.733
E02000648,10.867,29.221,12.002,1.955,11.451
E02000649,11.051,73.557,13.593,5.287,12.14
E02000650,10.772,28.312,11.848,1.948,11.294
E02000651,10.777,45.881,12.439,3.836,11.369
E02000652,10.63,30.03,11.505,1.717,11.111
E02006801,16.537,122.695,22.04,8.988,18.917
E02000653,12.12,39.408,13.366,2.206,12.915
E02000654,12.021,45.015,13.707,3.352,12.817
E02000655,12.327,98.927,13.798,4.623,12.934
E02000657,12.043,62.856,15.295,5.962,13.37
E02000658,12.033,85.282,15.003,6.138,13.123
E02000659,11.379,84.486,13.103,3.681,12.246
E02000660,11.625,41.937,13.327,2.91,12.558
E02000661,11.246,69.348,13.481,4.701,12.17
E02000662,11.305,28.93,12.534,1.418,12.182
E02000663,11.391,41.378,12.463,2.567,11.938
E02000665,11.016,43.182,12.267,2.719,11.605
E02000666,11.175,60.288,12.59,3.085,11.876
E02000667,11.078,61.556,12.673,3.58,11.855
E02000668,10.759,68.515,12.354,4.654,11.357
E02000669,10.906,60.801,12.331,3.514,11.537
E02000670,10.905,62.183,13.086,4.816,11.767
E02000671,11.074,59.836,12.37,3.255,11.612
E02000672,11.06,86.747,13.8,6.782,11.94
E02000673,11.118,53.628,12.465,2.879,11.65
E02000674,10.379,41.27,11.737,3.069,11.046
E02000675,10.005,94.095,11.718,4.054,10.794
E02000676,11.096,40.468,12.441,3.056,11.631
E02000677,10.203,61.034,11.646,3.636,10.915
E02000678,10.075,50.01,11.345,2.879,10.632
E02000679,10.584,36.157,11.748,2.075,11.253
E02000680,10.928,34.416,12.418,2.635,11.632
E02000681,10.343,70.96,11.605,3.252,10.849
E02000682,10.113,42.371,11.296,2.72,10.676
E02000683,9.265,23.585,10.304,1.571,9.996
E02000685,10.681,40.069,11.982,2.85,11.231
E02000686,9.468,45.171,10.964,2.642,10.438
E02000687,10.434,31.022,11.618,2.108,11.055
E02006783,9.874,33.025,10.844,2.014,10.309
E02006784,9.446,53.217,10.695,2.379,10.102
E02006798,12.261,97.416,14.892,6.627,13.25
E02007008,11.872,75.976,15.841,7.892,13.298
E02007009,11.13,74.104,14.102,6.183,12.495
E02000689,10.487,46.734,11.663,2.127,11.202
E02000690,9.629,40.118,10.364,1.212,10.086
E02000691,10.649,39.236,12.159,2.504,11.428
E02000692,10.305,42.555,11.684,2.538,10.984
E02000693,10.813,65.453,12.34,3.74,11.321
E02000694,10.895,63.654,12.296,3.283,11.441
E02000695,10.666,28.779,11.53,1.559,11.204
E02000696,10.734,35.466,11.604,2.001,11.124
E02000697,10.442,54.784,12.838,4.587,11.58
E02000698,9.833,33.057,10.786,1.737,10.341
E02000699,10.167,33.829,11.434,2.185,10.88
E02000700,10.339,53.833,11.791,2.774,11.091
E02000701,10.7,59.666,12.642,3.95,11.457
E02000702,10.324,74.736,11.64,2.716,10.984
E02000703,10.167,41.996,11.63,3.023,10.841
E02000704,9.681,41.865,11.506,2.645,10.726
E02000705,10.437,33.093,11.3,1.636,10.947
E02000706,10.374,43.537,11.698,2.621,11.072
E02000707,9.849,39.792,11.038,2.387,10.518
E02000708,9.187,51.539,10.816,3.146,10.004
E02000709,9.284,32.12,10.32,1.284,10.097
E02000710,9.692,143.728,11.992,6.389,10.635
E02000711,10.137,96.624,12.485,5.85,10.933
E02000712,9.529,29.008,10.78,1.738,10.368
E02000713,9.112,27.314,10.063,1.368,9.76
E02000714,10.613,25.444,11.787,1.529,11.406
E02000715,10.777,58.215,12.7,5.042,11.352
E02000716,10.095,51.814,11.178,2.242,10.75
E02000717,10.748,69.944,12.683,4.054,11.463
E02000718,10.651,139.075,13.326,6.665,11.425
E02000719,11.088,39.37,12.178,2.09,11.678
E02000720,10.367,36.741,11.971,2.875,11.357
E02000721,11.175,44.74,12.863,3.255,11.89
E02000722,11.478,36.016,13.193,2.937,12.35
E02000723,10.711,35.713,11.936,2.445,11.316
E02000724,10.847,28.31,11.565,1.665,11.245
E02000725,11.931,170.916,15.624,8.464,13.367
E02000727,11.309,28.1,12.751,2.693,11.868
E02000728,10.696,52.103,12.777,4.941,11.464
E02000729,11.237,30.668,12.192,1.958,11.654
E02000730,11.265,26.659,12.286,2.126,11.705
E02000731,11.177,48.352,13.559,4.501,12.077
E02000732,11.194,29.922,11.837,1.383,11.563
E02000733,11.693,40.798,13.55,3.141,12.664
E02000734,11.556,38.211,13.192,3.196,12.208
E02000735,11.188,30.868,12.065,1.945,11.615
E02000736,10.97,154.283,16.889,15.003,12.109
E02000737,10.952,40.434,12.024,2.561,11.454
E02000738,11.137,30.561,12.072,2.137,11.585
E02000739,11.696,43.927,13.592,3.308,12.541
E02000740,11.586,29.78,12.516,1.523,12.18
E02000741,11.261,47.439,12.81,3.323,12.015
E02000742,11.161,103.365,13.867,7.52,12.178
E02000743,11.943,121.475,15.703,9.979,13.19
E02000744,12.074,137.724,18.078,14.738,13.536
E02000745,11.22,143.996,16.975,14.969,12.837
E02000746,9.452,140.794,12.185,6.11,10.886
E02000747,11.848,146.956,15.366,8.871,13.222
E02000748,10.645,26.787,11.844,1.774,11.295
E02000749,11.185,145.0,13.399,6.448,12.201
E02006995,11.462,98.257,13.399,7.876,11.807
E02006996,11.543,142.068,13.288,4.505,12.252
E02006997,11.818,80.479,13.503,3.503,12.704
E02006998,9.765,34.797,11.154,1.655,10.788
E02006999,10.994,44.924,13.068,3.953,12.032
E02000751,8.146,47.462,9.628,2.353,9.033
E02000752,6.853,37.735,7.815,1.699,7.494
E02000753,7.573,16.064,8.129,0.648,8.022
E02000754,8.21,25.265,9.444,1.236,9.261
E02000755,8.594,33.311,10.754,3.198,9.774
E02000756,7.805,36.531,8.937,1.657,8.617
E02000757,9.692,81.021,13.396,7.923,11.06
E02000758,8.694,37.527,9.621,1.709,9.32
E02000759,9.377,182.563,15.078,12.395,11.587
E02000760,8.58,32.465,9.67,1.919,9.248
E02000762,9.202,36.33,11.19,3.493,10.253
E02000763,7.486,73.115,8.64,2.373,8.223
E02000764,10.095,128.264,12.378,5.531,11.243
E02000765,9.247,43.959,11.263,3.736,10.155
E02000767,9.159,46.527,10.877,3.616,9.908
E02000768,10.195,146.115,15.212,13.207,11.298
E02000770,8.798,92.914,11.21,6.042,9.878
E02000772,8.77,50.047,10.065,2.733,9.333
E02000773,9.437,55.043,11.64,4.827,10.361
E02000774,8.888,30.983,9.976,1.969,9.49
E02000776,9.874,34.696,10.784,1.819,10.373
E02000777,10.089,44.1,11.009,1.906,10.608
E02000779,10.418,55.341,12.988,5.03,11.568
E02000781,9.393,37.069,10.318,1.889,9.956
E02000782,10.356,160.409,15.086,10.789,12.051
E02000783,10.028,24.462,11.071,1.47,10.842
E02006800,9.083,37.13,10.275,2.049,9.758
E02006924,9.866,156.691,13.234,7.356,11.218
E02006925,9.306,164.629,11.924,6.194,10.562
E02007017,8.573,35.522,9.874,2.875,9.16
E02007018,8.799,25.995,9.95,2.062,9.386
E02007019,9.844,101.512,12.775,5.219,11.396
E02007020,9.996,36.706,11.036,2.503,10.431
E02000784,11.304,81.49,12.84,3.466,12.049
E02000785,9.796,89.935,11.282,3.862,10.498
E02000786,11.088,58.625,13.082,4.349,11.823
E02000787,10.509,65.482,12.317,4.261,11.194
E02000788,10.195,52.492,12.829,5.696,11.336
E02000789,9.635,38.105,10.705,2.054,10.172
E02000790,9.931,66.652,12.244,5.479,10.737
E02000791,10.097,63.872,12.119,3.617,11.007
E02000792,9.724,38.679,10.937,2.418,10.462
E02000793,9.378,24.185,10.187,1.204,9.872
E02000794,9.566,62.843,11.762,5.041,10.434
E02000795,9.19,30.252,9.963,1.161,9.684
E02000796,8.886,41.082,10.436,3.05,9.634
E02000797,9.592,56.426,11.305,3.546,10.381
E02000798,8.968,47.379,10.331,2.475,9.765
E02000799,9.289,33.871,10.313,1.883,9.813
E02000800,9.101,15.606,9.594,0.563,9.514
E02000801,9.186,29.332,10.323,2.047,9.772
E02000802,8.658,29.806,9.934,1.959,9.497
E02000803,8.34,37.93,9.413,1.936,8.986
E02000804,8.508,32.787,9.184,1.245,8.827
E02000805,8.746,73.357,9.833,2.386,9.405
E02000806,8.112,52.388,9.24,2.395,8.737
E02000807,12.734,57.285,14.491,3.295,13.624
E02000808,16.476,79.19,20.613,7.016,18.133
E02000810,13.708,53.772,16.279,3.672,15.229
E02000812,14.856,63.831,18.03,4.463,16.665
E02000813,12.971,74.556,16.067,5.563,14.289
E02000814,12.388,46.449,13.622,2.109,13.108
E02000815,15.873,122.65,21.393,11.136,17.914
E02000816,13.487,41.289,15.222,2.841,14.354
E02000817,12.941,55.387,14.909,4.162,13.753
E02000818,14.588,96.972,18.725,7.436,16.445
E02000819,13.711,65.91,16.899,5.698,15.148
E02000820,14.445,79.554,17.716,6.734,15.984
E02000821,13.335,69.448,15.989,5.196,14.691
E02000822,13.41,41.909,15.62,2.503,15.165
E02000823,14.04,54.876,16.601,5.155,15.066
E02000824,12.872,65.268,14.882,4.354,13.68
E02000825,13.061,54.935,14.334,2.45,13.641
E02000826,13.304,45.384,14.666,2.558,14.089
E02000827,13.575,83.734,16.974,6.429,14.922
E02000828,12.857,64.046,15.933,6.24,13.952
E02000829,12.183,57.691,14.429,4.577,13.327
E02000830,12.301,71.138,14.612,4.632,13.533
E02000831,12.303,54.329,14.059,3.712,13.112
E02000832,11.466,35.468,13.202,2.149,12.666
E02000833,11.926,63.884,13.216,2.365,12.673
E02000834,11.398,83.726,13.421,3.822,12.498
E02000835,11.122,34.501,11.879,1.422,11.608
E02000836,11.739,36.227,13.26,2.779,12.478
E02000837,11.212,77.295,12.823,2.975,12.127
E02000838,11.149,42.225,12.718,3.223,11.84
E02000839,10.658,46.618,11.979,2.675,11.292
E02006802,16.211,127.554,22.8,11.749,18.681
E02006941,14.079,82.963,18.627,6.554,16.872
E02006942,15.509,87.085,19.102,6.493,16.93
E02000840,9.594,27.787,10.615,1.428,10.244
E02000841,9.583,38.083,11.149,2.88,10.28
E02000842,9.396,62.724,10.782,3.38,9.934
E02000843,9.445,19.648,10.168,1.092,9.889
E02000844,9.568,25.03,10.626,1.713,10.192
E02000845,8.77,34.249,9.578,1.618,9.289
E02000846,9.328,43.536,10.604,2.578,9.953
E02000847,8.813,32.841,9.94,2.104,9.466
E02000848,9.119,67.169,10.38,2.977,9.727
E02000849,9.275,53.691,10.691,3.14,9.843
E02000850,9.197,141.553,10.441,4.678,9.756
E02000851,9.317,51.246,10.415,2.726,9.729
E02000852,9.28,26.526,10.003,1.66,9.624
E02000853,9.178,48.937,10.335,2.866,9.643
E02000854,9.127,33.353,10.403,2.233,9.793
E02000855,8.254,35.196,9.817,2.387,9.258
E02000856,8.781,40.594,10.335,2.541,9.751
E02000857,8.636,29.256,9.901,2.347,9.364
E02000858,8.773,45.62,9.911,2.417,9.381
E02000859,8.527,45.38,9.983,2.559,9.355
E02000860,8.445,24.756,9.372,1.452,9.119
E02000861,8.102,26.918,9.069,1.215,8.852
E02000863,7.743,33.091,8.679,1.442,8.429
E02006836,7.742,28.881,8.614,1.345,8.37
E02000864,11.857,96.221,14.796,6.776,13.182
E02000865,13.05,66.688,15.739,5.106,14.374
E02000866,12.245,55.111,14.546,4.147,13.447
E02000867,12.104,143.382,17.732,11.529,14.12
E02000868,13.615,41.13,15.928,4.029,14.754
E02000869,14.431,44.609,16.622,3.633,15.63
E02000870,13.166,49.534,15.269,4.2,14.188
E02000871,13.032,153.93,19.023,13.175,14.774
E02000872,14.583,34.353,16.295,2.742,15.444
E02000873,13.032,48.537,15.705,6.037,14.013
E02000874,13.737,47.866,15.732,4.044,14.593
E02000875,13.06,80.876,14.612,3.477,13.788
E02000876,13.914,59.338,16.355,5.07,14.905
E02000877,13.167,74.195,15.376,4.212,14.185
E02000878,14.773,82.625,19.381,7.749,17.379
E02000879,13.76,47.177,15.625,4.72,14.399
E02000880,14.041,46.409,16.48,4.462,15.332
E02000881,12.518,117.382,17.458,11.792,14.178
E02000882,13.508,55.193,14.935,3.121,14.294
E02000883,13.356,134.746,17.509,11.222,14.447
E02000884,15.25,89.227,20.212,7.672,17.44
E02000885,14.446,43.964,16.758,3.952,15.559
E02000886,14.183,104.659,20.088,12.033,16.089
E02000887,13.464,67.668,16.425,4.451,15.16
E02000888,14.546,186.442,23.267,17.595,17.386
E02000889,13.996,139.677,20.774,15.652,16.63
E02000890,13.609,168.761,20.318,16.348,16.178
E02000893,11.835,24.601,12.922,1.5,12.546
E02000894,12.074,23.075,12.957,1.472,12.54
E02006853,12.267,23.29,12.988,1.138,12.741
E02006854,12.583,141.152,17.756,13.136,14.109
E02007112,12.539,110.873,19.858,12.246,15.799
E02007113,12.594,163.478,22.264,18.128,16.537
E02007114,12.28,28.447,13.709,1.904,13.19
E02000895,7.835,43.139,9.319,2.101,8.883
E02000896,7.601,31.267,8.696,1.537,8.369
E02000897,8.393,26.091,9.596,1.64,9.236
E02000898,8.856,24.575,9.836,1.599,9.451
E02000899,8.999,28.699,10.446,2.121,9.956
E02000900,9.316,166.502,13.675,12.474,10.702
E02000901,9.028,106.373,10.586,3.609,9.867
E02000902,9.711,168.563,13.132,9.291,10.76
E02000903,9.648,127.765,11.926,8.942,10.355
E02000904,9.478,115.231,13.072,7.328,10.978
E02000905,10.102,30.53,11.519,2.491,10.865
E02000906,10.141,25.201,11.382,2.05,10.894
E02000907,10.347,42.49,11.629,2.376,11.034
E02000908,9.96,33.021,10.876,1.997,10.421
E02000909,10.126,82.685,11.848,3.451,11.089
E02000910,10.804,67.17,12.693,4.171,11.615
E02000911,10.573,38.893,11.973,2.509,11.249
E02000912,10.139,34.518,10.744,0.94,10.56
E02000913,10.757,47.009,12.284,3.422,11.425
E02000914,10.967,79.129,13.24,4.619,11.931
E02000915,10.469,150.604,13.623,8.795,11.575
E02000916,10.452,65.305,12.002,4.005,11.096
E02000917,11.174,38.185,12.62,3.092,11.649
E02000918,10.78,156.436,16.052,13.305,12.421
E02000919,11.331,96.335,15.253,8.79,12.515
E02000920,10.86,85.182,13.921,7.132,12.136
E02000921,11.534,96.64,14.261,7.76,12.431
E02000922,11.121,30.154,12.329,1.787,11.805
E02000923,13.427,50.159,15.463,3.783,14.41
E02000925,13.551,80.634,16.374,5.167,14.82
E02000926,13.421,68.108,15.661,4.973,14.31
E02000927,13.4,40.907,14.758,3.323,13.912
E02000928,11.346,40.41,12.766,2.615,12.146
E02000929,13.523,56.626,16.643,6.363,14.595
E02000930,13.47,55.055,15.432,3.978,14.274
E02000931,12.589,74.449,14.973,4.388,13.796
E02000932,12.004,99.435,15.497,7.007,13.284
E02000933,11.24,58.46,12.964,3.756,11.978
E02000934,13.455,60.347,16.971,6.402,14.649
E02000935,10.238,45.793,11.609,2.948,10.915
E02000936,11.396,46.297,13.346,3.487,12.373
E02000937,11.802,42.074,13.414,2.839,12.662
E02000938,10.852,78.46,12.398,4.099,11.521
E02000939,12.175,31.176,13.437,2.026,12.89
E02000940,12.093,57.31,14.413,4.068,13.207
E02000941,11.749,50.938,14.025,3.393,13.015
E02000942,10.944,56.135,12.862,3.166,12.178
E02000943,12.182,46.175,14.144,3.472,13.06
E02000944,10.97,38.153,12.216,2.309,11.685
E02000945,9.75,96.407,12.615,7.77,10.826
E02000946,11.268,36.164,12.928,2.773,12.097
E02000947,10.805,36.868,12.661,2.341,12.099
E02000948,11.337,33.146,12.8,2.318,12.164
E02000949,11.148,49.136,12.709,2.693,12.089
E02000950,10.606,24.923,11.272,1.155,11.015
E02000951,11.712,48.426,13.792,3.917,12.547
E02000952,11.552,31.282,12.942,2.526,12.283
E02000953,11.035,38.939,12.612,3.095,11.74
E02000954,11.295,35.573,12.517,2.574,11.949
E02000955,11.163,35.924,12.186,2.211,11.771
E02000956,10.83,39.324,12.547,3.017,11.804
E02000957,11.17,71.521,13.471,4.287,12.181
E02000958,10.93,33.181,11.849,1.569,11.461
E02000959,10.843,28.982,12.363,2.45,11.632
E02007083,13.599,67.825,16.181,5.395,14.62
E02007084,13.345,86.95,15.044,3.959,14.082
E02000960,13.322,61.155,15.194,4.223,14.055
E02000961,13.136,40.882,14.835,3.41,13.896
E02000962,13.85,68.758,17.592,6.514,15.325
E02000963,12.719,60.276,14.348,3.697,13.334
E02000964,12.886,76.702,15.762,4.437,14.319
E02000965,13.187,47.577,14.499,2.602,13.85
E02000966,13.357,60.461,16.705,4.969,15.301
E02000967,13.655,174.441,18.629,11.703,15.477
E02000968,14.651,144.869,21.533,16.058,16.745
E02000969,14.195,70.084,18.93,7.622,16.121
E02000970,18.323,182.762,25.724,14.941,20.955
E02000971,17.211,172.802,28.123,21.233,20.926
E02000972,19.273,155.212,26.176,12.44,22.167
E02000973,14.096,67.211,18.499,7.562,15.633
E02000974,16.637,108.017,23.594,11.37,19.211
E02000975,14.987,84.95,21.768,9.376,18.643
E02000976,14.509,70.952,17.158,5.101,15.728
E02000977,17.34,155.918,26.561,14.311,21.913
E02000978,14.087,167.744,19.31,10.974,16.557
E02000979,16.182,130.68,23.254,12.812,18.701
E02000980,16.019,96.264,20.3,8.456,17.299
E02000981,15.83,48.395,18.396,3.518,17.182
E02000982,15.368,139.706,20.864,9.516,17.649
E02000983,15.461,85.086,20.377,9.008,16.991
