LSOA21CD,NO2-2013-min,NO2-2013-max,NO2-2013-mean,NO2-2013-std,NO2-2013-median
E01000194,29.473,87.872,33.892,7.817,31.4
E01000195,27.266,66.395,31.974,5.622,30.139
E01000196,31.763,86.103,37.629,8.482,34.674
E01000197,31.467,70.503,34.691,4.888,33.087
E01000198,31.591,94.568,37.875,9.973,34.244
E01000199,30.884,45.943,32.485,2.115,31.812
E01000200,31.304,59.06,34.291,4.52,32.918
E01000201,32.218,121.532,37.101,8.642,34.523
E01000202,32.193,63.223,34.638,5.296,33.432
E01000203,32.267,166.635,41.653,15.864,36.43
E01000204,30.891,65.67,32.831,3.184,32.106
E01000205,32.234,101.785,37.537,9.0,34.821
E01000206,31.811,75.517,33.524,3.221,32.716
E01000207,32.021,80.245,35.176,5.803,33.594
E01000208,32.636,73.683,36.648,6.686,34.285
E01000209,32.186,38.488,33.641,1.029,33.481
E01000210,32.12,115.109,36.617,10.215,33.652
E01000211,33.334,139.129,46.817,18.218,39.686
E01000212,32.049,73.723,35.07,4.324,33.877
E01000213,31.808,45.469,33.111,1.567,32.816
E01000214,32.62,72.106,35.378,4.707,34.103
E01000215,33.284,114.271,41.678,13.678,36.836
E01000216,33.085,63.536,34.609,2.962,34.033
E01000217,32.984,39.55,34.057,1.081,33.744
E01000218,33.276,68.042,36.881,5.399,35.54
E01000219,34.246,152.276,41.513,12.424,37.658
E01000220,34.211,67.789,36.8,4.529,35.587
E01000221,34.067,150.891,47.41,18.22,39.639
E01000222,33.109,87.487,36.779,7.235,34.766
E01000223,33.983,148.189,39.642,10.043,36.396
E01000224,33.468,49.121,35.693,1.984,35.168
E01000225,33.736,142.009,42.876,16.106,37.218
E01000226,29.516,64.003,33.399,5.55,31.796
E01000227,29.477,57.39,32.019,4.55,30.662
E01000228,26.143,85.047,29.932,6.663,28.04
E01000229,28.863,62.209,32.436,5.286,30.635
E01000230,28.223,71.359,31.038,4.366,30.051
E01000231,30.252,108.029,40.88,12.962,35.686
E01000232,29.918,91.323,36.241,8.814,32.771
E01000233,30.035,72.053,33.212,5.668,31.351
E01000234,30.755,74.737,35.508,5.559,33.513
E01000235,29.895,64.211,34.697,5.801,32.489
E01000236,33.65,109.014,40.519,11.884,36.391
E01000237,33.184,100.811,39.657,11.103,35.772
E01000238,33.219,127.964,39.301,13.375,34.944
E01000239,33.281,101.087,45.984,12.322,42.314
E01000240,32.102,171.089,41.621,12.296,37.043
E01000241,31.564,70.889,33.067,3.046,32.527
E01000242,32.901,103.351,37.244,8.128,34.438
E01000243,31.782,76.413,36.314,5.732,34.662
E01000244,31.75,62.308,35.517,4.326,34.366
E01000245,33.181,64.443,35.514,4.347,34.228
E01000246,25.314,62.536,26.421,2.195,25.799
E01000247,25.632,36.023,27.07,1.662,26.652
E01000248,25.823,55.72,29.232,4.371,27.991
E01000249,24.766,42.531,25.758,1.37,25.38
E01000250,25.489,76.288,29.061,6.46,27.298
E01000251,26.505,56.536,29.08,4.54,27.676
E01000252,26.502,59.925,28.043,2.377,27.451
E01000253,24.798,79.003,27.283,4.532,26.099
E01000254,24.595,49.867,25.946,2.011,25.369
E01000255,27.378,60.745,29.195,2.135,28.917
E01000256,29.169,93.784,35.015,8.82,31.994
E01000257,29.185,53.523,31.205,2.707,30.372
E01000258,28.706,82.847,34.234,7.989,31.144
E01000259,29.555,64.66,31.092,2.248,30.539
E01000260,30.001,108.034,39.111,12.536,33.801
E01000261,27.418,53.329,29.267,2.249,28.722
E01000263,28.933,89.131,33.003,7.266,30.933
E01000264,31.718,98.685,43.925,12.773,38.485
E01000265,29.652,56.344,32.74,4.132,31.371
E01000266,28.785,54.952,30.395,2.607,29.748
E01000267,27.796,54.406,29.933,3.122,29.004
E01000268,27.424,80.878,31.633,7.498,28.943
E01000269,27.514,67.235,31.021,5.939,29.315
E01000270,27.415,67.49,29.21,3.04,28.483
E01000271,27.521,69.647,31.133,6.427,29.17
E01000272,27.917,55.102,29.131,1.886,28.68
E01000273,27.946,79.874,32.208,6.848,30.192
E01000274,29.05,62.249,31.811,3.819,30.716
E01000275,28.065,38.044,29.324,1.129,29.103
E01000276,27.133,45.596,28.859,1.785,28.552
E01000277,29.055,31.595,29.82,0.464,29.723
E01000278,28.714,49.557,30.822,2.791,30.094
E01000279,26.08,54.285,27.482,2.382,27.009
E01000280,26.552,54.133,28.23,2.723,27.468
E01000281,29.232,87.875,34.608,9.075,31.441
E01000282,27.518,68.801,30.091,4.082,29.033
E01000283,27.702,37.767,28.914,1.142,28.657
E01000284,28.626,61.415,31.425,5.188,29.741
E01000285,26.3,34.198,27.384,1.145,27.132
E01000286,26.04,28.788,26.802,0.491,26.689
E01000287,26.165,31.646,27.132,0.749,26.971
E01000288,26.657,81.122,29.215,5.099,27.911
E01000289,26.324,40.321,27.982,1.987,27.535
E01000290,25.857,83.591,27.439,4.487,26.411
E01000291,26.263,32.84,27.087,0.689,26.969
E01000292,26.768,57.482,28.364,2.831,27.65
E01000293,26.834,76.302,28.854,4.316,27.882
E01000294,26.038,54.04,27.555,2.63,26.979
E01000295,31.338,73.012,32.919,2.837,32.278
E01000296,30.696,89.829,35.455,7.949,32.799
E01000297,31.445,70.762,35.313,5.203,33.734
E01000298,30.956,70.027,35.439,7.307,32.561
E01000299,29.774,99.655,35.72,8.58,32.509
E01000300,29.523,35.56,30.807,1.018,30.601
E01000301,29.361,55.27,31.066,1.624,30.777
E01000302,30.206,90.029,35.017,8.635,32.119
E01000303,29.256,39.346,31.139,1.38,30.919
E01000304,29.368,46.609,31.576,2.217,31.114
E01000305,31.75,166.094,38.381,11.586,33.619
E01000306,34.956,75.045,42.39,9.259,38.145
E01000307,34.446,187.464,47.27,19.766,39.02
E01000308,31.49,78.503,33.28,2.855,32.443
E01000309,35.09,106.58,42.344,9.371,38.383
E01000310,34.163,120.623,43.24,13.904,37.794
E01000311,33.823,126.194,38.617,8.358,36.535
E01000312,32.102,89.527,36.082,7.16,34.457
E01000313,34.044,103.781,45.406,11.272,41.079
E01000314,34.013,98.095,38.132,8.397,36.029
E01000315,31.067,91.096,34.808,8.626,32.241
E01000316,31.192,92.316,35.882,7.661,33.148
E01000317,31.216,67.726,34.036,5.311,32.544
E01000318,29.86,69.509,34.052,5.382,32.621
E01000319,31.079,68.859,33.76,4.317,32.185
E01000320,28.983,60.753,31.339,5.281,30.05
E01000321,29.338,68.291,33.802,8.773,30.647
E01000322,29.545,62.141,31.297,4.226,30.446
E01000323,30.08,93.462,35.382,8.039,32.498
E01000324,29.713,68.919,32.548,4.999,31.265
E01000325,26.341,43.68,27.752,1.32,27.564
E01000326,26.384,52.812,28.145,2.481,27.64
E01000327,27.835,55.467,29.864,3.366,28.889
E01000328,26.306,48.039,27.263,1.176,26.962
E01000329,26.913,73.354,30.084,5.185,28.686
E01000330,27.982,67.119,32.569,6.545,30.405
E01000331,27.192,78.638,30.602,5.994,28.554
E01000332,27.911,47.681,29.656,2.859,28.87
E01000333,27.787,51.188,30.415,3.332,29.438
E01000334,27.581,43.624,29.231,2.13,28.977
E01000335,26.846,73.977,29.245,3.357,28.381
E01000336,28.35,38.314,30.222,1.84,29.741
E01000337,27.647,38.733,28.752,1.073,28.62
E01000338,28.248,45.942,29.34,1.513,29.069
E01000339,28.68,45.695,30.277,2.234,29.733
E01000340,29.037,48.546,32.327,3.055,31.486
E01000341,28.735,49.35,30.774,2.393,30.148
E01000342,28.703,31.54,29.559,0.542,29.475
E01000343,28.344,59.36,30.493,3.347,29.593
E01000344,28.892,46.084,30.46,2.43,29.871
E01000345,28.555,33.407,29.527,0.876,29.307
E01000346,28.082,39.886,29.772,1.512,29.466
E01000347,29.432,56.408,32.481,3.845,31.209
E01000348,27.751,40.665,30.187,2.23,29.505
E01000349,27.734,72.396,36.3,9.067,32.706
E01000350,27.965,43.864,29.662,1.955,29.216
E01000351,27.663,47.507,29.949,3.051,29.258
E01000352,29.313,94.421,38.621,10.657,34.675
E01000353,27.914,56.792,29.864,2.926,29.088
E01000354,28.366,45.605,30.069,1.943,29.594
E01000355,27.326,57.094,28.726,3.057,28.064
E01000356,28.8,52.087,31.447,3.722,30.15
E01000357,28.572,36.672,29.236,0.65,29.068
E01000358,27.92,54.953,29.835,3.489,29.047
E01000359,28.354,61.937,31.441,4.63,29.821
E01000360,27.864,69.053,31.673,5.845,29.908
E01000361,28.634,70.019,31.837,6.307,29.776
E01000362,28.517,75.106,32.137,5.537,30.212
E01000363,28.65,74.829,33.067,7.319,30.28
E01000364,28.318,72.125,32.742,7.443,29.866
E01000365,27.739,58.36,29.712,3.797,28.595
E01000366,27.785,65.888,29.89,2.43,29.52
E01000367,27.318,68.801,29.561,4.791,28.282
E01000368,26.788,33.579,27.708,0.839,27.643
E01000369,26.866,36.224,28.167,1.182,27.904
E01000370,27.196,55.639,29.255,3.438,28.269
E01000371,26.891,29.399,27.578,0.441,27.458
E01000372,27.314,32.548,27.96,0.493,27.87
E01000373,27.419,54.128,29.43,3.076,28.652
E01000374,26.177,89.438,30.182,7.506,27.75
E01000375,26.212,63.44,28.679,4.077,27.62
E01000376,26.081,42.238,27.09,1.156,26.844
E01000377,26.094,48.507,27.909,2.778,27.252
E01000379,26.144,61.338,27.345,2.009,26.969
E01000380,26.507,91.574,33.774,10.323,30.251
E01000381,25.205,61.703,27.023,3.099,26.361
E01000382,26.225,41.999,27.719,1.271,27.664
E01000383,24.897,63.048,26.568,3.112,25.801
E01000384,27.044,57.324,29.646,4.218,28.531
E01000385,26.137,61.761,28.304,4.089,27.382
E01000386,26.695,75.05,31.164,7.436,28.48
E01000387,26.751,55.667,28.549,1.846,28.186
E01000388,27.628,59.968,29.261,2.153,29.027
E01000389,28.137,60.224,31.179,4.95,29.692
E01000390,27.636,86.199,32.045,7.43,29.407
E01000391,27.969,83.484,32.969,9.298,30.05
E01000392,28.971,58.512,32.551,5.045,30.868
E01000393,28.449,60.281,30.949,4.378,29.689
E01000394,28.65,65.647,32.026,4.562,30.574
E01000395,28.89,56.565,30.942,3.396,30.271
E01000396,29.22,32.041,30.39,0.474,30.33
E01000398,28.902,35.761,29.889,0.944,29.694
E01000399,28.943,56.087,31.31,3.423,30.526
E01000400,28.601,58.819,31.574,3.989,30.448
E01000401,29.138,47.204,30.436,2.231,29.906
E01000402,27.466,45.631,28.975,2.362,28.344
E01000403,26.962,84.437,32.035,7.102,29.746
E01000404,27.247,50.474,30.13,3.569,29.228
E01000405,27.572,58.883,29.859,3.7,28.725
E01000406,27.051,43.935,28.804,2.43,28.149
E01000407,27.002,50.756,28.827,2.879,28.104
E01000408,26.776,78.223,29.904,4.49,28.604
E01000409,28.865,47.117,31.035,2.631,30.256
E01000410,29.617,60.982,31.035,1.6,30.751
E01000411,30.52,75.851,33.213,4.944,31.869
E01000412,29.801,86.929,36.767,10.747,33.034
E01000413,30.612,84.278,41.385,13.553,35.798
E01000414,29.564,66.833,33.378,5.982,31.328
E01000415,29.502,44.597,30.716,1.29,30.444
E01000416,29.529,68.576,32.57,5.134,31.353
E01000417,27.561,69.102,30.099,4.333,28.863
E01000418,27.533,62.688,29.789,2.832,29.283
E01000419,28.501,54.786,29.995,2.4,29.561
E01000420,28.205,64.965,30.61,4.504,29.379
E01000421,28.297,57.654,30.884,4.657,29.582
E01000422,29.433,77.913,33.408,5.506,31.965
E01000423,28.858,63.366,32.112,5.952,30.154
E01000424,28.088,39.581,29.531,1.714,29.102
E01000425,28.348,37.555,29.232,0.843,29.004
E01000426,28.49,61.463,32.499,5.605,30.356
E01000427,27.965,59.037,30.547,4.784,29.244
E01000428,26.93,78.78,30.991,7.177,28.696
E01000429,26.473,38.945,28.423,2.063,27.892
E01000430,24.914,39.204,26.098,1.557,25.572
E01000431,27.971,74.657,32.223,7.474,29.978
E01000433,26.853,66.712,30.582,6.197,28.676
E01000434,25.102,50.715,26.115,1.674,25.635
E01000435,27.603,69.023,31.293,6.882,29.191
E01000436,28.096,41.794,28.805,0.698,28.67
E01000437,27.34,40.698,28.474,1.346,28.235
E01000438,27.546,47.199,29.095,2.066,28.756
E01000439,27.265,50.541,29.556,3.485,28.731
E01000440,27.673,44.185,28.896,2.163,28.399
E01000441,27.408,52.079,28.849,2.425,28.341
E01000442,27.588,48.364,29.725,2.842,29.062
E01000443,28.022,54.533,30.412,3.815,29.238
E01000444,25.367,64.227,27.886,3.865,26.979
E01000445,26.331,44.273,28.374,2.578,28.033
E01000446,27.485,40.494,28.585,0.96,28.487
E01000447,26.451,78.786,31.723,7.351,29.398
E01000448,27.366,52.217,29.409,3.32,28.424
E01000449,28.079,69.673,31.079,5.495,29.456
E01000450,28.652,49.138,30.17,2.13,29.69
E01000451,28.662,53.907,30.965,3.775,29.913
E01000452,28.674,53.212,30.303,3.026,29.559
E01000453,28.352,31.556,29.166,0.588,29.009
E01000454,28.725,54.15,31.026,3.281,30.143
E01000455,28.494,45.327,29.51,1.276,29.245
E01000456,28.492,30.297,29.043,0.386,28.905
E01000457,28.076,82.456,33.333,7.071,30.824
E01000458,27.565,37.782,28.857,1.505,28.5
E01000459,27.913,60.994,30.072,3.724,29.122
E01000460,27.439,42.385,28.586,1.24,28.458
E01000461,27.454,55.663,30.155,3.952,29.107
E01000462,27.708,70.219,31.298,5.079,29.825
E01000463,28.562,42.916,29.708,1.551,29.389
E01000464,28.501,31.514,29.349,0.49,29.221
E01000465,28.241,37.695,29.518,1.47,29.068
E01000466,27.391,48.768,29.025,2.179,28.551
E01000467,28.776,35.213,30.054,0.969,29.764
E01000468,28.837,33.773,30.06,0.909,29.804
E01000469,28.617,48.766,30.301,2.665,29.647
E01000470,28.438,66.411,32.687,6.233,30.622
E01000471,32.968,38.31,34.008,0.898,33.813
E01000472,32.141,88.21,36.256,7.312,34.158
E01000473,32.255,72.26,36.116,6.757,33.706
E01000474,32.165,46.731,33.073,1.433,32.658
E01000475,31.143,64.024,35.728,5.81,33.572
E01000476,32.172,61.989,34.209,3.62,33.281
E01000477,32.395,61.134,36.33,3.839,35.208
E01000478,32.599,62.74,34.643,3.741,33.688
E01000479,31.035,69.412,34.922,4.911,33.342
E01000480,30.783,57.26,32.423,2.375,31.95
E01000481,30.289,68.741,34.595,5.718,32.642
E01000483,31.962,91.085,34.091,5.458,32.923
E01000484,30.05,62.714,31.975,3.303,31.142
E01000485,30.246,69.085,34.227,6.079,32.269
E01000486,29.769,46.316,30.689,1.662,30.264
E01000487,30.383,64.413,33.054,4.026,31.755
E01000488,34.011,52.694,35.634,2.524,34.759
E01000489,34.088,56.907,35.975,2.888,35.19
E01000490,35.637,91.906,40.343,6.47,38.324
E01000491,34.17,64.458,36.324,3.379,35.266
E01000492,34.169,51.415,35.511,2.417,34.831
E01000493,34.352,49.698,35.981,2.194,35.385
E01000494,34.832,60.494,38.139,4.29,36.393
E01000495,35.274,86.622,39.138,5.273,37.114
E01000497,34.159,73.035,37.372,5.128,35.565
E01000498,32.04,127.985,40.186,15.206,35.726
E01000499,32.329,150.542,42.09,14.3,37.57
E01000501,33.352,48.069,34.938,1.77,34.606
E01000502,32.853,61.441,34.54,2.936,33.774
E01000503,32.849,50.896,34.332,1.932,33.931
E01000504,34.061,41.553,35.154,0.816,35.126
E01000505,34.014,41.01,35.196,0.896,35.027
E01000506,35.667,88.406,40.346,7.37,37.72
E01000507,33.071,43.952,35.083,1.547,34.893
E01000508,35.031,100.929,40.907,9.28,37.679
E01000509,35.863,125.65,43.784,15.105,38.651
E01000510,33.665,124.034,41.903,11.501,38.221
E01000511,33.75,71.675,39.793,7.52,37.061
E01000512,34.368,65.998,37.42,3.952,36.245
E01000513,32.366,66.087,35.814,5.549,34.018
E01000514,32.213,56.275,33.926,3.457,33.056
E01000515,30.129,69.352,33.624,5.584,31.854
E01000516,32.281,91.725,35.833,5.958,33.897
E01000517,30.021,61.95,32.661,3.451,31.823
E01000518,29.933,64.675,33.069,3.928,32.186
E01000519,29.902,50.312,31.592,2.556,30.742
E01000520,30.484,62.876,33.484,3.937,32.616
E01000521,36.782,130.695,49.171,15.489,43.144
E01000522,34.207,55.595,36.246,2.945,35.465
E01000523,35.318,102.386,39.823,8.127,37.234
E01000524,37.129,146.36,43.767,11.675,39.038
E01000525,35.842,93.807,41.377,7.579,38.834
E01000526,35.001,89.163,40.427,9.224,36.999
E01000527,35.459,56.378,37.456,3.026,36.633
E01000528,35.625,90.369,41.307,8.558,38.452
E01000530,35.326,76.387,39.767,5.669,37.621
E01000531,35.965,95.532,42.419,9.32,39.032
E01000532,36.805,79.544,41.748,8.151,38.753
E01000533,34.818,87.548,39.36,6.411,37.194
E01000534,35.153,60.524,37.746,3.597,36.625
E01000535,35.622,97.867,44.211,9.727,40.562
E01000536,29.214,66.434,32.045,5.239,30.342
E01000538,29.11,33.393,29.684,0.511,29.474
E01000539,29.788,64.39,31.095,2.192,30.595
E01000540,29.33,47.39,30.63,1.613,30.206
E01000541,29.419,68.631,32.494,5.33,30.93
E01000543,29.87,66.095,34.826,6.902,32.196
E01000544,37.862,57.742,40.097,2.854,39.368
E01000545,36.483,92.436,42.011,9.997,38.501
E01000546,36.235,53.711,38.824,3.814,37.359
E01000547,35.797,53.147,37.312,1.574,37.056
E01000548,36.962,92.898,43.121,9.369,39.666
E01000549,35.768,64.848,39.246,5.012,37.831
E01000550,37.161,88.497,41.413,6.404,39.464
E01000551,37.133,67.014,39.708,4.321,38.273
E01000552,37.865,68.013,42.07,5.91,39.55
E01000553,34.051,81.622,37.569,6.542,35.734
E01000554,33.027,64.797,34.376,2.028,34.25
E01000555,33.16,42.456,35.034,1.548,34.688
E01000556,36.033,88.781,44.41,10.439,40.394
E01000557,34.529,70.777,38.248,5.551,36.402
E01000558,34.793,79.031,37.766,5.087,36.361
E01000559,34.362,57.234,36.406,3.933,35.473
E01000560,34.773,63.041,37.336,4.201,36.019
E01000561,35.99,86.361,40.901,8.386,37.874
E01000562,28.911,68.141,32.071,3.939,31.006
E01000563,29.191,63.978,32.351,4.796,31.003
E01000564,30.031,61.292,33.569,5.554,31.451
E01000565,30.264,60.894,32.654,3.703,31.673
E01000566,29.734,47.479,30.674,1.648,30.307
E01000567,30.2,51.776,31.777,2.251,31.267
E01000568,29.066,71.554,31.974,5.61,30.26
E01000569,29.081,47.607,30.702,2.777,29.997
E01000570,31.272,56.496,32.762,3.093,32.051
E01000571,31.057,89.199,34.232,5.915,32.61
E01000572,30.061,38.326,31.138,1.037,30.893
E01000573,29.617,34.112,30.942,0.834,30.8
E01000574,29.631,34.412,30.49,0.76,30.289
E01000575,29.916,60.136,32.589,4.137,31.487
E01000576,30.615,73.204,33.527,5.408,31.849
E01000577,29.91,62.126,31.777,3.632,30.767
