MSOA21CD,PM25-2019-min,PM25-2019-max,PM25-2019-mean,PM25-2019-std,PM25-2019-median
E02000085,9.965,18.359,10.539,0.94,10.252
E02000086,9.918,13.392,10.148,0.206,10.125
E02000087,9.517,21.256,10.071,0.726,9.908
E02000088,9.69,13.602,10.085,0.374,10.02
E02000089,9.981,13.151,10.166,0.282,10.108
E02000090,9.886,15.592,10.223,0.503,10.078
E02000091,9.733,15.922,10.092,0.485,9.987
E02000092,9.443,15.623,9.749,0.36,9.702
E02006785,10.116,14.025,10.369,0.36,10.296
E02000093,10.204,15.001,10.406,0.299,10.338
E02000094,10.248,14.871,10.523,0.385,10.431
E02000095,10.173,16.86,10.508,0.56,10.353
E02000096,10.143,15.78,10.318,0.384,10.233
E02000097,10.209,14.825,10.484,0.331,10.425
E02000098,10.2,14.605,10.396,0.298,10.328
E02000099,10.171,13.026,10.314,0.21,10.265
E02000100,10.053,18.931,10.388,0.67,10.229
E02000101,10.287,19.583,10.831,0.683,10.659
E02000102,10.406,20.372,10.959,1.072,10.73
E02000103,10.481,23.287,10.971,0.847,10.775
E02000104,10.269,13.869,10.565,0.307,10.504
E02000105,10.223,15.968,10.502,0.555,10.356
E02000106,10.64,24.407,11.649,1.492,11.186
E02000107,10.636,16.445,10.932,0.486,10.829
E02000108,10.198,12.241,10.34,0.184,10.299
E02000110,10.646,16.233,10.874,0.324,10.8
E02000111,10.268,15.288,10.585,0.446,10.482
E02000112,10.5,21.997,10.961,0.675,10.802
E02000113,10.65,21.821,11.472,1.449,11.006
E02000114,10.688,16.854,10.901,0.56,10.791
E02000115,10.747,16.472,10.998,0.392,10.89
E02000116,10.653,21.176,10.868,0.573,10.753
E02000117,10.697,17.32,11.076,0.621,10.892
E02000118,10.499,14.301,10.694,0.224,10.636
E02000119,10.643,20.574,11.038,0.751,10.846
E02000120,10.946,14.785,11.195,0.367,11.102
E02000121,10.359,17.98,10.757,0.623,10.606
E02000122,10.724,13.312,10.895,0.233,10.828
E02000123,10.765,19.789,11.198,0.665,11.027
E02000124,10.88,14.29,11.174,0.375,11.074
E02000125,10.743,14.65,11.058,0.398,10.966
E02000126,11.146,14.345,11.385,0.343,11.283
E02006955,10.63,14.309,11.024,0.394,10.979
E02006956,10.671,14.672,10.998,0.272,10.971
E02000127,9.945,14.077,10.19,0.295,10.12
E02000128,9.743,13.367,9.974,0.279,9.925
E02000130,10.199,15.784,10.5,0.369,10.409
E02000131,10.24,14.337,10.469,0.339,10.393
E02000132,10.128,15.198,10.384,0.426,10.264
E02000133,9.607,15.629,9.927,0.394,9.878
E02000134,9.903,14.819,10.331,0.47,10.229
E02000135,10.196,14.047,10.488,0.439,10.392
E02000136,9.606,15.543,9.84,0.43,9.74
E02000137,9.921,13.946,10.131,0.313,10.06
E02000138,9.975,14.028,10.214,0.337,10.131
E02000139,10.145,15.278,10.376,0.437,10.268
E02000140,9.656,15.184,9.92,0.444,9.8
E02000141,10.158,15.332,10.455,0.51,10.323
E02000142,9.832,16.078,10.196,0.477,10.077
E02000144,9.874,18.001,10.241,0.491,10.12
E02000145,9.153,13.546,9.455,0.236,9.405
E02000146,9.712,15.57,10.038,0.45,9.942
E02000147,9.807,13.102,10.017,0.256,9.963
E02000148,9.544,12.138,9.755,0.163,9.725
E02000149,9.598,14.839,9.81,0.318,9.742
E02000150,9.819,13.353,10.057,0.261,9.998
E02000151,9.53,12.898,9.758,0.272,9.703
E02000152,9.521,14.829,9.771,0.339,9.706
E02000153,9.674,13.055,9.916,0.258,9.871
E02000154,9.537,13.014,9.763,0.347,9.673
E02000155,9.295,12.862,9.644,0.289,9.601
E02000156,9.679,14.449,9.932,0.344,9.856
E02000157,9.44,13.015,9.656,0.299,9.599
E02000158,9.248,13.08,9.49,0.23,9.464
E02000159,9.304,17.995,9.624,0.456,9.54
E02000160,9.349,15.067,9.634,0.323,9.582
E02000161,9.344,13.812,9.573,0.253,9.53
E02000162,9.017,16.832,9.276,0.289,9.223
E02000163,9.008,15.065,9.279,0.313,9.215
E02000165,8.98,12.308,9.208,0.188,9.192
E02006782,9.867,13.39,10.097,0.254,10.095
E02006787,10.059,16.164,10.381,0.498,10.255
E02006789,8.903,12.879,9.162,0.203,9.142
E02000166,10.488,14.423,10.777,0.284,10.747
E02000167,10.533,14.349,10.851,0.358,10.785
E02000168,10.966,16.8,11.409,0.508,11.255
E02000169,10.693,22.79,11.031,0.767,10.895
E02000170,10.733,23.25,11.177,0.884,10.973
E02000171,10.967,14.947,11.32,0.408,11.215
E02000172,11.226,15.246,11.517,0.441,11.408
E02000173,10.974,18.667,11.435,0.79,11.211
E02000174,11.209,16.098,11.658,0.509,11.519
E02000175,10.922,23.043,11.369,0.953,11.114
E02000176,11.074,16.956,11.289,0.459,11.17
E02000177,11.16,15.004,11.537,0.344,11.464
E02000178,10.932,14.83,11.256,0.543,11.085
E02000179,11.077,14.36,11.435,0.42,11.313
E02000180,11.494,20.23,12.012,0.787,11.782
E02000181,10.96,14.611,11.152,0.323,11.076
E02000182,11.024,20.858,11.573,1.06,11.282
E02000183,11.243,15.761,11.718,0.514,11.589
E02000184,11.545,18.611,12.211,0.635,12.038
E02000185,11.089,16.626,11.476,0.478,11.323
E02000186,11.525,35.654,12.319,1.421,11.981
E02000187,11.792,26.503,12.662,1.248,12.414
E02000188,11.911,24.785,12.677,1.117,12.462
E02000191,12.703,35.828,14.091,2.261,13.557
E02000192,12.774,18.967,13.228,0.767,13.054
E02000193,12.956,27.263,13.924,1.264,13.573
E02007115,12.602,26.49,13.114,1.171,12.789
E02000001,12.406,29.359,13.365,1.401,13.007
E02000194,10.2,15.063,10.539,0.411,10.435
E02000195,10.339,15.05,10.534,0.356,10.445
E02000196,10.344,17.71,10.501,0.396,10.429
E02000197,10.32,17.169,10.53,0.522,10.433
E02000198,10.347,13.387,10.504,0.249,10.434
E02000199,10.322,13.928,10.516,0.341,10.42
E02000200,10.194,13.824,10.415,0.324,10.341
E02000201,10.126,14.454,10.476,0.514,10.337
E02000202,10.355,14.619,10.538,0.422,10.452
E02000203,10.307,14.756,10.589,0.446,10.466
E02000204,10.297,16.918,10.621,0.601,10.48
E02000206,10.175,15.021,10.483,0.392,10.405
E02000207,9.974,16.464,10.358,0.464,10.266
E02000208,10.351,15.563,10.619,0.459,10.516
E02000209,10.299,18.137,10.781,0.613,10.658
E02000210,10.228,13.469,10.374,0.211,10.325
E02000211,9.897,15.079,10.063,0.214,10.03
E02000212,10.163,16.338,10.806,0.658,10.678
E02000213,10.406,16.373,10.75,0.562,10.593
E02000214,9.976,14.224,10.316,0.422,10.226
E02000215,10.224,15.436,10.581,0.471,10.447
E02000216,9.958,14.794,10.321,0.454,10.204
E02000217,10.136,17.389,10.793,0.847,10.564
E02000218,9.672,14.176,9.89,0.341,9.808
E02000219,9.632,16.566,9.943,0.457,9.863
E02000221,9.823,17.155,10.25,0.568,10.124
E02000222,9.755,15.623,10.189,0.484,10.079
E02000223,9.58,13.39,9.735,0.239,9.679
E02000224,9.885,15.47,10.217,0.512,10.078
E02000225,9.446,10.871,9.61,0.109,9.605
E02000226,9.569,14.025,9.836,0.272,9.77
E02000227,9.289,15.448,9.649,0.407,9.59
E02000228,9.545,13.923,9.823,0.294,9.766
E02000229,9.265,11.156,9.523,0.199,9.504
E02000230,9.672,16.901,10.128,0.571,9.983
E02000231,9.558,15.882,9.836,0.38,9.752
E02000232,9.325,13.385,9.511,0.243,9.467
E02000233,9.4,13.625,9.714,0.395,9.618
E02000234,9.404,16.026,9.706,0.447,9.625
E02000235,9.284,13.199,9.494,0.252,9.445
E02000236,9.23,15.81,9.539,0.385,9.487
E02000237,9.162,11.822,9.35,0.172,9.335
E02006788,10.064,13.466,10.258,0.297,10.193
E02006987,10.452,19.063,11.089,0.918,10.792
E02006988,10.067,15.715,10.651,0.624,10.479
E02000238,10.133,15.588,10.421,0.37,10.352
E02000239,10.173,13.833,10.336,0.287,10.265
E02000240,10.071,17.795,10.511,0.83,10.267
E02000241,10.128,17.686,10.571,0.731,10.382
E02000242,10.246,11.676,10.458,0.15,10.432
E02000243,10.185,18.717,10.652,0.857,10.392
E02000244,10.199,16.939,10.85,1.012,10.515
E02000245,10.035,18.822,10.471,0.822,10.231
E02000246,9.828,19.13,10.178,0.549,10.076
E02000247,10.046,17.105,10.57,0.801,10.366
E02000248,10.462,23.873,11.513,1.511,11.009
E02000249,10.173,16.239,10.52,0.634,10.359
E02000250,10.298,16.422,10.615,0.382,10.544
E02000251,10.206,13.281,10.386,0.203,10.354
E02000252,10.618,23.14,11.344,1.078,11.045
E02000253,10.2,20.358,10.442,0.437,10.35
E02000254,10.091,12.887,10.365,0.276,10.336
E02000255,10.253,13.658,10.486,0.296,10.422
E02000256,10.431,13.838,10.651,0.296,10.574
E02000258,10.605,14.076,10.829,0.276,10.761
E02000259,10.152,13.541,10.341,0.276,10.286
E02000260,10.202,13.917,10.498,0.404,10.385
E02000261,10.767,22.06,11.266,1.041,10.998
E02000262,10.701,20.253,11.095,0.723,10.928
E02000263,10.152,14.783,10.387,0.348,10.318
E02000264,10.631,17.048,11.032,0.618,10.872
E02000265,10.381,14.653,10.643,0.414,10.528
E02000266,10.13,18.085,10.401,0.464,10.288
E02000267,10.206,15.696,10.602,0.529,10.487
E02000268,10.61,13.574,10.897,0.275,10.856
E02000269,10.522,13.418,10.73,0.225,10.676
E02000270,10.671,16.626,10.922,0.463,10.829
E02000271,10.765,20.713,10.95,0.544,10.875
E02000272,10.19,13.285,10.528,0.255,10.538
E02000275,10.137,14.18,10.429,0.36,10.364
E02000276,10.529,13.943,10.803,0.334,10.728
E02006791,10.674,13.008,10.954,0.264,10.888
E02006968,10.463,16.592,10.75,0.418,10.673
E02006969,10.675,16.937,11.076,0.661,10.857
E02006970,10.201,12.913,10.415,0.161,10.4
E02006971,10.174,13.808,10.393,0.275,10.352
E02000277,9.678,15.301,10.148,0.736,9.888
E02000278,9.686,18.183,10.178,0.758,9.937
E02000279,9.522,13.663,9.859,0.473,9.746
E02000280,9.362,16.891,9.677,0.576,9.516
E02000281,9.541,20.446,10.014,0.707,9.869
E02000282,9.793,14.54,10.156,0.505,10.019
E02000283,9.781,15.89,10.088,0.346,10.039
E02000284,9.856,14.283,10.08,0.29,10.01
E02000285,9.894,14.22,10.09,0.285,10.026
E02000286,9.613,14.21,9.966,0.377,9.91
E02000287,9.42,13.871,9.675,0.32,9.598
E02000288,9.942,26.769,10.343,0.698,10.189
E02000289,9.538,13.277,9.837,0.265,9.842
E02000290,9.608,17.102,10.096,0.549,9.996
E02000291,10.063,14.69,10.28,0.379,10.189
E02000292,9.919,18.695,10.401,0.688,10.246
E02000293,9.885,14.201,10.132,0.306,10.057
E02000294,9.944,16.063,10.241,0.387,10.214
E02000295,9.89,12.532,10.13,0.253,10.087
E02000296,9.711,15.243,10.222,0.52,10.114
E02000297,10.056,15.657,10.423,0.557,10.276
E02000298,10.024,13.594,10.234,0.278,10.179
E02000299,10.198,13.006,10.415,0.261,10.366
E02000300,10.273,19.828,10.61,0.739,10.427
E02000301,9.931,15.814,10.273,0.421,10.176
E02000302,10.187,16.753,10.466,0.487,10.352
E02000303,10.293,18.827,10.675,0.81,10.455
E02000304,10.14,16.967,10.423,0.427,10.308
E02000305,10.167,19.571,10.496,0.603,10.37
E02000306,10.172,21.733,10.837,0.92,10.581
E02000307,10.324,18.762,10.968,1.082,10.616
E02000308,10.229,21.713,10.824,0.98,10.583
E02000309,10.393,21.748,11.122,1.336,10.722
E02000311,10.341,19.3,10.903,1.018,10.593
E02000312,10.248,21.562,10.779,0.946,10.555
E02006793,10.413,19.303,10.954,0.999,10.674
E02000313,10.015,12.781,10.277,0.329,10.163
E02000314,9.963,18.478,10.36,0.588,10.214
E02000315,10.093,17.452,10.216,0.242,10.176
E02000317,10.49,16.485,10.697,0.47,10.589
E02000318,10.116,14.961,10.41,0.399,10.338
E02000319,10.232,18.148,10.609,0.716,10.425
E02000320,10.063,14.356,10.3,0.364,10.204
E02000321,10.326,17.127,10.631,0.707,10.446
E02000323,10.299,14.675,10.621,0.445,10.496
E02000324,10.379,15.33,10.725,0.418,10.668
E02000326,10.68,17.739,11.196,0.703,11.022
E02000327,10.355,17.014,10.641,0.532,10.487
E02000328,10.63,15.432,10.985,0.468,10.875
E02000329,10.128,13.294,10.27,0.236,10.218
E02000331,10.359,17.845,10.769,0.655,10.574
E02000332,10.129,15.061,10.381,0.359,10.328
E02000333,10.366,18.488,10.84,0.715,10.662
E02000334,10.336,15.109,10.606,0.493,10.471
E02000335,10.227,17.008,10.609,0.608,10.486
E02000337,10.459,17.458,10.979,0.813,10.709
E02000339,10.187,17.157,10.764,0.791,10.57
E02000340,10.004,17.709,10.299,0.555,10.169
E02000341,10.108,17.549,10.488,0.614,10.313
E02000342,9.995,12.387,10.154,0.216,10.115
E02000343,10.028,15.746,10.391,0.578,10.231
E02000344,9.947,19.4,10.319,0.572,10.164
E02006786,10.074,14.718,10.352,0.341,10.277
E02006927,10.308,17.751,10.642,0.607,10.467
E02006928,10.815,17.508,11.256,0.752,11.031
E02006930,10.872,18.169,11.757,1.027,11.507
E02006931,10.607,19.841,11.015,0.706,10.866
E02006991,10.315,16.534,10.792,0.789,10.557
E02006992,10.894,21.674,11.705,1.17,11.37
E02006993,11.006,18.676,11.408,0.589,11.265
E02006994,10.528,17.469,10.991,0.711,10.804
E02000345,10.552,22.535,11.001,0.806,10.819
E02000346,10.78,17.564,11.27,0.816,11.0
E02000347,10.731,12.977,10.873,0.224,10.822
E02000348,10.563,15.444,10.982,0.572,10.858
E02000350,10.766,15.778,11.151,0.556,11.021
E02000351,10.907,17.634,11.239,0.556,11.088
E02000352,10.842,14.075,11.07,0.319,10.983
E02000353,10.899,15.169,11.281,0.476,11.149
E02000354,10.91,17.293,11.183,0.475,11.07
E02000355,10.753,17.568,11.177,0.635,11.01
E02000356,11.028,13.614,11.263,0.325,11.175
E02000357,10.533,14.597,10.734,0.287,10.663
E02000358,11.066,14.76,11.323,0.42,11.203
E02000359,10.757,14.057,10.991,0.309,10.926
E02000360,11.015,14.735,11.358,0.413,11.249
E02000361,10.963,17.844,11.563,0.663,11.344
E02000362,10.882,18.622,11.528,1.014,11.166
E02000363,10.944,14.499,11.327,0.454,11.211
E02000364,11.165,17.678,11.49,0.462,11.368
E02000366,11.067,14.59,11.395,0.473,11.245
E02000367,11.145,16.878,11.514,0.518,11.384
E02000368,11.251,15.216,11.656,0.387,11.561
E02000369,11.518,14.9,11.801,0.323,11.733
E02000370,11.708,17.813,12.084,0.526,11.988
E02006918,10.605,15.518,10.904,0.473,10.792
E02006921,10.564,15.209,10.947,0.448,10.885
E02007108,11.216,15.481,11.724,0.621,11.524
E02007109,11.283,15.215,11.653,0.423,11.538
E02007110,11.874,21.885,12.469,0.896,12.239
E02007111,11.83,22.129,12.779,1.028,12.625
E02000372,10.731,23.906,11.191,0.822,10.943
E02000373,10.963,19.535,11.349,0.928,11.142
E02000374,10.92,18.625,11.291,0.818,11.074
E02000375,11.07,20.014,11.602,0.761,11.419
E02000376,11.043,15.469,11.38,0.512,11.225
E02000377,10.869,15.937,11.27,0.596,11.089
E02000378,11.223,21.733,11.699,1.023,11.461
E02000379,10.771,15.846,11.082,0.502,10.957
E02000380,11.158,14.421,11.374,0.415,11.265
E02000381,11.15,19.671,11.385,0.607,11.278
E02000382,11.088,21.626,11.877,1.41,11.454
E02000383,11.151,22.065,11.822,1.208,11.445
E02000384,10.961,35.158,12.21,1.965,11.512
E02000385,11.049,24.87,11.796,1.824,11.238
E02000386,11.124,20.232,11.488,0.611,11.368
E02000387,10.921,23.745,11.237,0.745,11.092
E02000388,11.156,19.314,11.473,0.442,11.382
E02000389,10.563,19.082,10.955,0.785,10.836
E02000390,10.948,13.167,11.21,0.268,11.161
E02000391,11.022,17.4,11.501,0.671,11.363
E02000392,10.964,16.712,11.25,0.441,11.134
E02000393,10.921,15.261,11.125,0.458,11.003
E02000394,11.023,13.936,11.201,0.208,11.156
E02000395,10.564,19.118,10.961,0.522,10.853
E02000396,10.931,17.542,11.284,0.56,11.122
E02000397,10.438,14.59,10.627,0.275,10.574
E02000398,10.418,16.041,10.637,0.397,10.555
E02000400,10.267,19.76,10.699,0.615,10.55
E02000401,10.387,20.684,10.834,0.749,10.657
E02000402,10.426,14.935,10.715,0.407,10.617
E02000403,10.382,16.71,10.778,0.551,10.648
E02000404,10.477,14.289,10.735,0.373,10.643
E02000405,10.268,13.86,10.52,0.233,10.48
E02000406,10.639,13.458,10.793,0.269,10.721
E02000407,10.623,20.557,10.917,0.81,10.737
E02000408,10.569,18.319,10.946,0.835,10.747
E02000409,10.583,15.068,10.805,0.367,10.713
E02000410,10.335,14.996,10.659,0.5,10.539
E02000411,10.424,19.956,10.812,0.671,10.627
E02000412,10.587,26.298,11.048,1.064,10.795
E02000413,10.275,12.259,10.473,0.177,10.463
E02000414,10.623,12.708,10.801,0.223,10.75
E02000415,10.613,16.197,10.913,0.433,10.813
E02000416,10.5,18.263,10.86,0.52,10.729
E02000417,10.459,16.411,10.691,0.459,10.57
E02000418,10.498,14.648,10.781,0.396,10.689
E02000419,10.767,18.804,11.136,0.746,10.892
E02000420,10.712,20.678,11.05,0.805,10.825
E02000421,10.541,20.812,11.208,0.994,10.919
E02000422,10.726,15.797,11.016,0.505,10.886
E02000423,10.778,14.855,11.03,0.47,10.898
E02000424,10.716,13.566,10.852,0.239,10.794
E02000425,10.495,17.619,10.844,0.571,10.735
E02000426,10.418,16.098,10.741,0.534,10.581
E02000427,10.774,18.166,11.105,0.524,10.944
E02000428,10.769,16.033,10.999,0.517,10.86
E02000429,10.506,15.333,10.772,0.319,10.704
E02000430,10.718,15.378,10.979,0.441,10.854
E02000431,10.699,16.146,11.058,0.571,10.888
E02000432,10.792,13.777,11.035,0.287,10.972
E02006794,10.472,14.328,10.728,0.458,10.613
E02000433,9.491,15.044,9.762,0.417,9.636
E02000434,9.827,13.309,10.044,0.276,9.982
E02000435,9.643,14.217,9.944,0.315,9.896
E02000436,9.464,15.663,9.706,0.334,9.636
E02000437,9.729,14.708,10.149,0.507,10.029
E02000438,9.653,15.289,10.095,0.559,9.942
E02000439,10.017,14.786,10.28,0.35,10.208
E02000440,9.863,13.465,10.177,0.33,10.114
E02000441,9.475,14.554,9.724,0.392,9.646
E02000442,10.007,13.08,10.326,0.316,10.269
E02000443,9.989,13.87,10.226,0.339,10.147
E02000444,10.045,16.717,10.334,0.449,10.209
E02000445,10.061,14.356,10.363,0.431,10.229
E02000447,9.753,12.972,10.006,0.245,9.953
E02000448,9.717,12.753,9.9,0.262,9.837
E02000449,10.187,16.578,10.451,0.523,10.324
E02000451,9.747,13.848,10.054,0.345,9.99
E02000452,10.017,16.242,10.374,0.499,10.255
E02000453,9.976,14.469,10.209,0.391,10.113
E02000454,9.746,12.233,10.0,0.237,9.973
E02000455,10.058,14.936,10.47,0.478,10.33
E02000456,10.002,14.54,10.195,0.326,10.123
E02000457,9.937,13.223,10.166,0.261,10.103
E02000459,10.037,14.375,10.3,0.328,10.23
E02000460,10.068,12.75,10.255,0.272,10.195
E02000461,10.011,15.979,10.259,0.472,10.147
E02000462,10.119,13.974,10.358,0.394,10.255
E02000463,10.118,12.281,10.265,0.184,10.225
E02006795,9.99,12.981,10.178,0.181,10.153
E02006882,10.121,14.604,10.349,0.335,10.275
E02000464,9.109,13.188,9.334,0.459,9.202
E02000465,9.161,16.543,9.561,0.662,9.398
E02000466,9.147,12.551,9.372,0.199,9.31
E02000467,9.366,11.683,9.579,0.169,9.55
E02000468,9.238,15.036,9.467,0.271,9.377
E02000469,9.408,15.337,9.712,0.547,9.583
E02000470,9.133,17.271,9.457,0.551,9.286
E02000471,9.455,17.137,9.844,0.564,9.743
E02000472,9.656,21.017,9.993,0.592,9.843
E02000473,9.264,13.954,9.66,0.418,9.591
E02000474,9.607,17.626,9.968,0.647,9.819
E02000475,9.544,15.184,9.831,0.457,9.727
E02000476,9.693,21.52,10.381,0.932,10.14
E02000477,9.618,13.129,9.839,0.258,9.778
E02000478,9.269,12.55,9.539,0.215,9.522
E02000479,9.734,18.326,10.226,0.688,10.029
E02000480,9.776,18.885,10.035,0.52,9.901
E02000481,8.81,14.367,9.221,0.516,9.141
E02000482,9.259,11.734,9.43,0.221,9.377
E02000483,9.527,13.674,9.824,0.396,9.714
E02000484,9.611,14.1,9.886,0.414,9.806
E02000485,9.315,13.631,9.634,0.327,9.582
E02000486,9.581,11.999,9.784,0.269,9.719
E02000487,9.065,12.938,9.314,0.259,9.267
E02000488,9.418,11.043,9.614,0.141,9.613
E02000489,9.436,14.156,9.812,0.385,9.786
E02000490,9.494,14.27,9.8,0.362,9.75
E02000491,9.598,15.525,10.012,0.391,9.918
E02000492,9.262,17.098,9.607,0.342,9.524
E02000493,9.49,14.117,9.794,0.263,9.769
E02000494,9.186,14.332,9.412,0.283,9.365
E02000495,9.354,14.415,9.664,0.393,9.59
E02000496,9.024,11.855,9.222,0.153,9.195
E02000497,9.442,15.419,9.814,0.367,9.756
E02000498,9.266,12.582,9.547,0.245,9.521
E02000499,9.766,12.322,10.032,0.252,9.994
E02000500,9.445,15.036,9.882,0.431,9.843
E02000501,9.858,12.773,10.055,0.182,10.027
E02000502,9.545,16.035,9.896,0.459,9.783
E02000503,9.846,13.282,10.164,0.303,10.1
E02000504,9.401,15.101,9.755,0.394,9.687
E02000506,9.28,19.297,9.765,0.617,9.679
E02000507,9.745,16.78,10.004,0.59,9.846
E02000508,9.582,15.289,9.903,0.481,9.782
E02000509,9.462,15.423,9.825,0.489,9.7
E02000510,9.655,15.941,9.981,0.494,9.857
E02000511,9.787,13.145,9.965,0.213,9.935
E02000512,9.748,15.09,10.057,0.431,9.966
E02000513,9.931,11.595,10.105,0.19,10.069
E02000514,9.939,15.969,10.183,0.354,10.111
E02000515,9.479,13.543,9.768,0.344,9.719
E02000516,10.058,16.958,10.255,0.37,10.147
E02000517,9.954,15.937,10.198,0.444,10.08
E02000518,9.775,14.243,10.149,0.4,10.064
E02000519,10.031,14.668,10.394,0.546,10.245
E02000520,9.96,17.301,10.305,0.485,10.205
E02000521,9.943,17.912,10.369,0.697,10.175
E02000522,9.593,14.296,9.991,0.409,9.911
E02000523,10.08,17.024,10.584,0.652,10.395
E02000524,9.582,117.826,10.315,0.853,10.221
E02000525,10.001,15.988,10.416,0.7,10.211
E02006796,9.855,17.207,10.495,0.744,10.265
E02000526,10.786,29.564,11.694,1.996,11.14
E02000529,10.124,15.543,10.464,0.489,10.306
E02000530,10.106,19.45,10.614,0.912,10.319
E02000531,10.117,20.282,10.891,1.013,10.646
E02000532,10.387,21.25,10.897,1.028,10.623
E02000533,10.396,20.765,10.901,0.954,10.658
E02000534,10.034,18.601,10.497,0.686,10.313
E02000535,10.088,18.078,10.47,0.709,10.266
E02000536,10.082,17.556,10.452,0.625,10.285
E02000537,10.032,19.524,10.349,0.537,10.243
E02000538,10.079,19.107,10.449,0.695,10.255
E02000539,10.111,16.316,10.501,0.45,10.4
E02000540,10.187,13.808,10.406,0.381,10.304
E02000541,10.059,17.134,10.333,0.493,10.204
E02000542,10.122,17.121,10.44,0.475,10.301
E02000543,10.122,14.859,10.422,0.426,10.313
E02000544,10.085,11.417,10.235,0.14,10.213
E02000545,10.088,15.598,10.352,0.33,10.296
E02000546,9.882,13.721,10.084,0.282,10.021
E02000547,9.993,15.58,10.302,0.383,10.214
E02000548,9.607,15.192,10.109,0.467,10.011
