LSOA11CD,NOx-2016-min,NOx-2016-max,NOx-2016-mean,NOx-2016-std,NOx-2016-median
E01000169,44.523,56.4,46.44,1.328,46.136
E01000170,45.919,133.237,51.71,8.98,49.586
E01000171,44.243,146.166,52.086,12.58,49.266
E01000172,46.395,108.245,49.222,6.659,47.705
E01000173,46.475,120.949,50.233,6.943,49.003
E01000174,48.835,123.566,55.68,11.808,51.641
E01000175,47.387,122.211,51.383,6.697,49.876
E01000176,59.466,262.353,86.144,45.622,67.028
E01000177,58.391,126.443,61.778,6.583,60.371
E01000178,55.788,160.751,60.246,10.232,58.292
E01000179,58.396,69.519,60.673,1.798,60.227
E01000180,58.9,107.254,62.773,6.453,61.173
E01000181,58.474,166.266,69.015,17.002,63.427
E01000182,58.606,233.083,66.877,16.951,62.097
E01000183,59.043,120.439,62.839,7.729,60.719
E01000184,55.766,293.765,69.91,28.45,60.63
E01000185,58.82,159.578,65.336,13.872,61.352
E01000186,47.894,179.403,56.669,17.788,52.471
E01000187,47.562,55.36,49.544,1.479,49.185
E01000188,44.788,191.07,52.95,15.472,47.774
E01000189,50.038,158.531,57.533,14.848,53.295
E01000190,49.899,111.997,52.394,6.043,51.037
E01000191,50.736,167.732,61.81,19.441,54.742
E01000192,50.415,165.526,57.628,12.889,53.523
E01000193,49.525,175.947,54.634,10.008,52.343
E01000194,50.435,223.377,59.362,18.402,53.745
E01000195,46.228,132.209,56.36,14.109,51.826
E01000196,57.62,462.33,69.901,29.917,62.145
E01000197,56.979,153.91,64.05,11.148,60.504
E01000198,57.298,285.789,71.725,25.363,63.113
E01000199,55.094,86.747,58.555,4.446,57.01
E01000200,56.161,137.4,63.016,11.817,59.639
E01000201,58.585,409.734,71.333,28.108,63.789
E01000202,58.139,146.923,62.313,9.589,60.753
E01000203,58.558,533.675,79.853,45.553,67.53
E01000204,55.105,247.944,58.994,10.255,57.305
E01000205,58.815,278.699,70.218,23.278,63.695
E01000206,57.728,176.281,61.44,8.362,59.488
E01000207,58.43,187.931,64.443,13.282,60.71
E01000208,59.143,175.659,68.458,17.208,62.7
E01000209,58.765,72.12,61.55,2.084,61.1
E01000210,58.532,297.531,69.281,29.112,61.514
E01000211,61.129,425.622,92.649,51.036,74.272
E01000212,58.513,172.596,65.013,11.446,62.077
E01000213,57.728,95.565,60.066,3.883,59.179
E01000214,59.847,150.779,65.31,10.282,62.471
E01000215,61.388,298.698,81.339,35.298,69.447
E01000216,60.86,154.923,63.877,6.479,62.717
E01000217,60.602,74.364,62.82,2.266,62.175
E01000218,61.492,161.924,69.511,14.125,66.139
E01000219,63.157,465.051,80.291,36.169,70.595
E01000220,63.126,157.194,68.679,10.89,66.022
E01000221,62.91,524.657,97.381,56.817,75.007
E01000222,61.421,243.868,69.629,19.877,64.291
E01000223,62.996,478.917,75.156,26.142,67.539
E01000224,62.036,102.499,66.497,5.123,65.23
E01000225,62.517,437.921,85.248,47.55,69.554
E01000226,50.704,146.801,59.318,13.558,55.329
E01000227,50.437,140.43,55.487,10.754,52.383
E01000228,44.307,197.946,52.673,14.949,48.782
E01000229,49.34,131.197,56.917,12.008,53.049
E01000230,48.096,162.824,53.846,9.558,51.939
E01000231,52.698,298.837,78.174,34.008,64.421
E01000232,51.504,238.27,65.183,22.136,57.096
E01000233,51.759,163.311,58.276,13.351,54.365
E01000234,52.671,138.883,62.136,11.621,58.308
E01000235,51.523,138.886,59.697,11.336,55.397
E01000236,62.118,326.764,77.377,31.094,67.43
E01000237,61.032,313.683,77.43,32.485,66.638
E01000238,61.29,390.845,73.29,33.285,64.584
E01000239,60.907,246.876,89.463,30.932,79.265
E01000240,57.522,645.753,80.018,35.722,67.959
E01000241,56.855,156.799,60.137,7.742,58.878
E01000242,60.0,278.806,70.03,20.857,63.525
E01000243,57.534,200.484,68.638,15.518,64.487
E01000244,57.442,214.465,66.885,13.754,63.373
E01000245,61.015,138.355,66.137,10.374,63.138
E01000246,42.467,178.112,45.042,6.613,43.554
E01000247,43.241,69.733,46.165,3.581,45.196
E01000248,43.518,141.896,51.119,12.801,47.752
E01000249,41.371,91.419,43.416,3.255,42.598
E01000250,42.873,278.342,51.073,18.604,46.434
E01000251,44.85,122.229,50.364,10.274,47.484
E01000252,44.999,138.833,49.274,9.422,47.153
E01000253,41.614,161.32,47.061,10.589,44.386
E01000254,40.907,112.978,43.889,5.02,42.629
E01000255,47.042,123.405,50.77,4.231,50.184
E01000256,50.937,235.38,63.862,22.539,56.518
E01000257,51.236,110.009,55.054,5.713,53.432
E01000258,50.031,191.135,61.309,17.49,54.863
E01000259,51.559,147.471,55.63,5.079,54.608
E01000260,52.885,284.634,72.823,29.945,60.477
E01000261,47.03,122.947,51.332,6.393,49.985
E01000262,46.448,125.03,50.229,3.557,49.683
E01000263,50.562,219.933,59.906,18.681,55.185
E01000264,56.634,299.567,84.606,33.177,70.761
E01000265,51.91,134.953,58.013,11.231,54.464
E01000266,50.885,125.05,54.087,6.973,52.337
E01000267,47.684,124.422,52.133,8.112,49.966
E01000268,46.749,201.689,56.217,20.574,49.802
E01000269,46.97,173.691,54.687,15.936,50.455
E01000270,46.731,156.979,50.567,8.107,48.68
E01000271,47.019,178.363,55.037,16.335,50.566
E01000272,48.377,134.496,50.91,4.725,49.868
E01000273,48.474,235.4,58.851,20.557,53.585
E01000274,50.512,132.974,56.585,10.11,53.861
E01000275,49.026,73.838,51.11,2.597,50.549
E01000276,46.62,79.837,50.018,3.52,49.363
E01000277,50.416,56.821,51.829,0.99,51.558
E01000278,50.003,99.478,53.672,5.539,52.217
E01000279,43.981,138.844,47.271,6.002,46.2
E01000280,45.206,137.886,48.92,6.783,47.252
E01000281,51.844,252.296,62.64,23.884,55.835
E01000282,47.078,178.358,53.338,11.341,50.758
E01000283,47.612,73.101,50.07,2.896,49.492
E01000284,49.832,185.096,54.852,17.542,51.387
E01000285,44.343,65.6,46.445,2.579,45.791
E01000286,43.905,50.432,45.196,1.064,44.879
E01000287,44.019,63.481,45.929,1.903,45.424
E01000288,45.364,201.943,50.226,12.81,47.334
E01000289,44.913,79.831,48.121,4.921,46.948
E01000290,43.592,203.362,47.068,10.252,44.788
E01000291,44.658,65.063,46.231,1.807,45.921
E01000292,45.154,133.564,49.528,10.14,47.01
E01000293,45.494,196.333,49.365,9.996,47.255
E01000294,43.899,127.183,46.622,5.465,45.471
E01000295,56.47,352.541,59.948,13.504,58.312
E01000296,53.83,483.251,64.622,28.515,58.567
E01000297,57.015,170.629,65.542,13.057,61.312
E01000298,55.405,351.496,65.323,26.797,58.425
E01000299,51.991,264.147,64.51,24.262,56.815
E01000300,51.313,65.478,53.756,2.232,53.394
E01000301,51.169,150.376,54.264,4.323,53.66
E01000302,52.802,374.427,61.804,30.148,55.867
E01000303,51.372,76.345,54.789,2.943,54.231
E01000304,51.639,101.73,56.371,5.589,55.099
E01000305,57.375,520.996,71.701,30.852,60.509
E01000306,63.918,237.48,81.522,23.806,71.174
E01000307,62.977,1106.824,92.942,61.171,73.251
E01000308,55.52,178.038,58.938,6.475,57.363
E01000309,64.049,330.951,82.047,27.687,71.289
E01000310,62.366,361.726,85.523,39.086,71.173
E01000311,62.71,340.017,74.27,25.39,68.075
E01000312,56.098,185.013,62.877,12.928,60.038
E01000313,59.953,252.76,85.449,26.763,75.524
E01000314,62.002,281.765,70.994,24.416,66.048
E01000315,55.263,211.395,63.589,21.012,57.821
E01000316,55.592,220.958,66.655,20.662,59.985
E01000317,55.45,267.365,61.11,18.551,57.574
E01000318,52.687,159.677,61.526,12.651,58.252
E01000319,55.48,125.345,61.452,10.433,57.686
E01000320,51.075,245.926,54.637,15.895,52.434
E01000321,50.931,245.928,60.275,31.233,52.022
E01000322,51.903,77.558,54.032,2.27,53.473
E01000323,53.187,244.333,64.613,21.188,57.674
E01000324,52.311,177.755,57.884,11.082,55.155
E01000325,42.935,89.776,45.712,2.956,45.207
E01000326,42.891,222.368,46.541,9.557,45.1
E01000327,46.057,129.362,49.918,7.108,47.839
E01000328,42.827,102.635,44.819,2.94,44.215
E01000329,44.224,192.589,51.663,13.897,48.011
E01000330,46.123,146.537,55.947,15.785,51.284
E01000331,44.895,199.469,52.628,14.578,47.724
E01000332,46.755,100.238,50.032,7.262,48.061
E01000333,46.222,99.776,51.436,7.306,49.38
E01000334,45.877,86.875,48.968,4.548,48.248
E01000335,45.404,116.296,49.606,7.31,47.81
E01000336,47.027,60.964,50.266,2.915,49.615
E01000337,45.933,61.487,47.768,1.83,47.406
E01000338,46.995,91.024,49.052,3.632,48.21
E01000339,46.859,94.528,50.165,5.406,48.804
E01000340,48.097,104.635,55.054,7.478,53.302
E01000341,47.584,108.321,51.573,6.363,50.048
E01000342,47.582,53.434,49.078,1.163,48.667
E01000343,46.848,136.602,50.842,7.137,48.988
E01000344,47.67,91.234,50.581,4.952,49.442
E01000345,47.13,61.885,49.075,2.437,48.323
E01000346,46.312,73.042,49.561,3.121,49.013
E01000347,48.951,123.747,55.612,9.894,52.476
E01000348,45.488,76.342,50.313,4.791,48.908
E01000349,45.515,169.492,64.04,22.028,55.343
E01000350,46.067,88.694,49.437,4.517,48.204
E01000351,45.448,114.733,50.184,7.798,48.385
E01000352,48.523,285.834,70.177,30.675,59.483
E01000353,46.228,122.087,50.559,7.113,48.633
E01000354,47.177,82.009,50.957,4.606,49.592
E01000355,45.152,131.462,47.751,6.617,46.425
E01000356,47.975,114.999,53.91,9.005,50.926
E01000357,47.473,60.352,48.717,1.239,48.282
E01000358,46.271,126.798,50.398,8.8,48.286
E01000359,47.067,159.168,54.154,12.759,50.092
E01000360,46.333,167.299,54.831,15.921,50.366
E01000361,47.539,144.691,54.972,15.518,50.135
E01000362,47.151,155.444,54.324,12.503,50.374
E01000363,47.453,168.235,57.576,17.755,51.112
E01000364,46.947,150.001,56.488,16.798,50.273
E01000365,45.969,223.788,50.182,10.946,47.469
E01000366,46.152,94.973,50.5,4.491,49.643
E01000367,44.369,161.88,49.1,11.54,45.952
E01000368,43.389,60.207,44.877,1.516,44.642
E01000369,43.674,64.022,46.361,3.001,45.643
E01000370,44.415,129.734,48.987,8.705,46.716
E01000371,43.569,49.248,45.064,1.093,44.693
E01000372,44.394,59.017,45.7,1.258,45.378
E01000373,44.435,106.825,48.23,7.182,46.579
E01000374,41.569,255.501,50.922,19.063,45.16
E01000375,41.587,152.086,46.837,10.306,44.481
E01000376,42.168,113.614,44.137,3.025,43.444
E01000377,42.211,107.221,46.019,6.83,44.473
E01000378,42.619,215.872,49.58,13.787,45.409
E01000379,42.051,114.87,44.152,4.261,43.388
E01000380,42.648,302.072,59.552,28.451,50.436
E01000381,40.257,127.659,44.053,6.936,42.721
E01000382,42.843,63.15,45.61,2.535,45.393
E01000383,39.654,133.238,43.505,7.666,41.753
E01000384,44.333,135.667,49.502,9.022,47.31
E01000385,42.608,137.171,46.836,9.321,44.701
E01000386,43.778,171.406,52.935,17.503,47.066
E01000387,43.717,114.496,46.43,3.909,45.583
E01000388,46.287,138.297,49.696,4.531,49.139
E01000389,47.328,141.827,53.798,12.738,50.002
E01000390,46.313,158.454,55.727,17.476,49.464
E01000391,47.052,205.261,57.548,21.209,51.283
E01000392,48.817,135.155,57.971,14.237,53.642
E01000393,47.572,148.129,53.013,10.555,50.314
E01000394,47.863,135.409,55.831,12.327,52.028
E01000395,48.9,126.925,53.167,8.59,51.149
E01000396,49.42,55.54,51.413,1.091,51.106
E01000398,48.858,68.141,50.712,2.155,50.116
E01000399,49.16,128.59,53.837,8.533,51.934
E01000400,48.388,141.577,54.824,10.294,51.855
E01000401,49.189,101.683,51.904,5.336,50.723
E01000402,45.832,93.721,49.064,5.656,47.509
E01000403,44.189,222.869,54.631,17.976,49.21
E01000404,45.482,96.748,51.346,8.223,49.097
E01000405,46.091,122.51,51.157,8.515,48.661
E01000406,45.16,91.386,49.007,6.085,47.489
E01000407,44.515,97.148,47.889,5.945,46.305
E01000408,45.722,161.993,51.368,10.755,47.891
E01000409,48.845,103.521,53.502,6.735,51.526
E01000410,50.047,88.186,52.937,3.004,52.17
E01000411,51.945,181.795,58.11,11.753,55.005
E01000412,50.176,244.402,66.073,28.488,57.603
E01000413,51.448,278.844,78.103,41.199,62.251
E01000414,50.232,156.622,59.172,16.358,54.092
E01000415,49.563,80.026,52.217,2.813,51.46
E01000416,48.285,153.144,54.627,14.337,51.263
E01000417,45.969,178.284,51.667,11.349,48.597
E01000418,45.881,117.783,49.217,5.09,48.103
E01000419,47.482,127.285,50.692,6.154,49.486
E01000420,47.037,151.761,52.375,12.454,49.06
E01000421,46.898,133.24,52.737,11.98,49.744
E01000422,47.963,188.111,55.867,14.38,52.218
E01000423,47.402,143.138,53.887,12.88,49.955
E01000424,46.029,78.897,48.694,3.589,47.723
E01000425,46.48,72.803,47.982,2.086,47.454
E01000426,46.748,112.074,54.651,12.099,50.354
E01000427,45.797,128.818,51.069,11.27,47.873
E01000428,44.259,177.932,53.035,17.212,47.668
E01000429,42.981,78.079,46.739,4.955,45.418
E01000430,39.236,78.766,41.849,3.671,40.721
E01000431,45.252,190.263,54.836,18.59,49.404
E01000432,43.3,89.621,46.064,5.031,44.856
E01000433,43.358,161.872,52.28,16.521,47.389
E01000434,39.719,104.113,41.922,3.625,41.003
E01000435,44.711,152.486,53.309,16.97,48.31
E01000436,46.505,77.492,47.861,1.531,47.449
E01000437,45.208,77.061,47.389,2.892,46.723
E01000438,45.483,85.742,48.323,3.261,47.614
E01000439,44.723,104.278,49.275,7.878,47.487
E01000440,45.633,94.293,48.275,5.066,46.995
E01000441,45.196,102.525,48.061,5.92,46.681
E01000442,45.973,103.128,50.44,7.421,48.448
E01000443,45.612,117.755,50.284,8.241,47.892
E01000444,40.477,126.056,45.853,9.199,43.784
E01000445,42.597,76.425,45.689,3.882,45.175
E01000446,45.173,94.875,47.456,3.608,46.923
E01000447,42.772,162.542,53.538,17.513,48.071
E01000448,44.587,109.226,47.946,6.747,46.031
E01000449,45.794,150.2,51.972,12.993,48.517
E01000450,47.857,103.981,50.884,5.461,49.574
E01000451,47.912,116.637,52.776,9.193,50.319
E01000452,47.667,116.179,51.211,7.964,49.291
E01000453,47.238,53.796,48.66,1.185,48.258
E01000454,48.195,117.58,53.809,9.12,51.221
E01000455,47.734,102.688,49.95,3.806,49.155
E01000456,47.363,51.662,48.428,0.903,48.045
E01000457,46.908,196.598,57.307,16.958,51.761
E01000458,45.203,73.628,47.609,3.266,46.872
E01000459,46.449,133.792,51.052,8.831,48.776
E01000460,45.178,83.025,47.317,2.865,46.922
E01000461,45.199,120.852,49.831,8.644,47.487
E01000462,45.815,167.436,52.566,11.905,49.279
E01000463,46.675,81.834,48.661,2.869,48.078
E01000464,47.126,51.905,48.105,0.803,47.825
E01000465,47.029,58.447,48.766,2.176,47.959
E01000466,45.859,110.326,48.615,4.827,47.491
E01000467,47.884,61.399,50.135,1.996,49.384
E01000468,47.1,59.15,49.663,1.934,49.01
E01000469,47.6,104.781,50.688,5.091,49.536
E01000470,47.036,159.344,56.017,15.353,50.94
E01000471,60.989,69.421,63.134,1.73,62.78
E01000472,58.534,255.068,68.632,20.839,63.299
E01000473,58.809,179.783,69.244,19.348,62.633
E01000474,58.374,116.351,60.08,3.258,59.271
E01000475,55.955,162.026,67.631,16.871,61.737
E01000476,58.626,146.478,64.336,11.318,61.56
E01000477,59.393,135.136,67.72,9.286,65.56
E01000478,60.123,150.324,64.787,10.621,62.338
E01000479,54.968,164.215,64.269,12.514,60.572
E01000480,54.438,147.727,58.409,6.999,57.034
E01000481,53.804,173.085,63.251,14.697,58.611
E01000482,58.111,188.044,65.78,16.933,60.993
E01000483,58.144,261.298,62.246,13.033,59.839
E01000484,52.409,143.283,56.899,10.012,54.351
E01000485,52.078,169.062,61.925,17.005,56.728
E01000486,52.098,96.035,54.005,3.498,53.289
E01000487,52.78,136.385,59.342,9.423,56.357
E01000488,62.98,114.468,65.853,5.157,64.205
E01000489,62.98,119.406,67.045,6.901,65.249
E01000490,65.277,242.843,74.039,14.77,69.703
E01000491,63.091,156.687,67.455,8.549,65.036
E01000492,63.171,104.919,65.819,4.956,64.524
E01000493,63.585,102.798,67.046,5.36,65.661
E01000494,64.308,147.297,71.884,11.34,67.721
E01000495,64.84,249.976,73.406,17.438,68.058
E01000497,62.754,165.067,69.832,12.231,65.91
E01000498,58.007,327.111,77.06,40.478,65.751
E01000499,58.465,419.746,81.6,39.53,69.917
E01000501,61.892,101.746,64.998,4.226,64.132
E01000502,61.148,146.346,64.554,6.981,62.774
E01000503,61.151,101.113,63.421,3.634,62.555
E01000504,62.791,72.049,64.705,1.683,64.43
E01000505,62.956,76.219,65.311,2.012,64.841
E01000506,66.967,185.56,77.349,17.161,71.496
E01000507,61.281,93.202,65.443,3.738,64.776
E01000508,66.734,302.373,82.276,30.821,72.864
E01000509,66.901,364.431,89.584,48.875,73.491
E01000510,62.92,341.994,83.253,33.071,72.617
E01000511,62.846,188.422,78.138,22.957,70.33
E01000512,63.818,155.366,71.15,10.722,67.844
E01000513,56.993,153.614,64.081,13.309,60.144
E01000514,56.467,139.024,60.533,10.272,58.045
E01000515,52.578,162.252,60.048,14.15,55.814
E01000516,56.692,252.083,64.187,15.063,60.235
E01000517,52.363,150.852,58.636,12.705,55.504
E01000518,52.439,148.218,58.509,8.935,56.538
E01000519,52.329,95.691,56.031,5.543,54.474
E01000520,52.965,146.028,59.664,10.808,57.242
E01000521,68.89,478.896,101.628,56.313,81.852
E01000522,63.845,131.058,68.081,8.116,66.076
E01000523,65.379,477.148,76.465,37.357,69.35
E01000524,68.567,322.8,82.78,35.257,71.99
E01000525,64.907,229.301,76.783,21.625,70.755
E01000526,66.534,248.533,81.059,29.358,70.913
E01000527,66.434,128.448,71.259,7.598,69.4
E01000528,66.148,225.818,81.143,25.232,73.434
E01000530,65.863,185.572,75.61,14.688,70.561
E01000531,67.145,242.244,80.678,24.403,71.998
E01000532,68.094,229.197,79.907,25.039,72.071
E01000533,65.085,426.056,74.802,21.88,69.858
E01000534,65.568,142.087,71.524,10.1,68.591
E01000535,66.615,337.512,86.836,29.951,76.968
E01000536,50.248,163.859,55.8,12.178,52.28
E01000538,50.006,62.046,51.172,1.181,50.762
E01000539,51.073,151.948,54.126,5.215,52.966
E01000540,50.478,77.139,53.112,3.833,52.115
E01000541,50.528,156.703,57.891,15.045,53.461
E01000543,51.223,161.875,62.148,17.369,56.26
E01000544,72.306,121.624,76.326,5.497,75.02
E01000545,66.91,247.859,77.789,25.394,70.734
E01000546,66.907,115.613,72.162,8.792,69.063
E01000547,66.367,123.434,69.915,5.223,69.17
E01000548,69.231,217.676,81.832,23.036,74.322
E01000549,66.44,152.59,74.731,13.79,71.245
E01000550,70.093,190.025,78.563,14.004,74.563
E01000551,70.098,132.953,75.48,8.744,72.866
E01000552,72.254,173.341,81.343,15.264,75.9
E01000553,62.517,171.745,68.004,10.605,65.329
E01000554,61.104,138.107,63.204,4.537,62.657
E01000555,61.518,85.62,64.669,4.008,63.543
E01000556,65.493,279.818,84.802,32.89,73.047
E01000557,63.124,163.447,71.055,16.138,66.763
E01000558,63.905,175.583,69.617,12.536,66.691
E01000559,62.955,171.407,66.876,13.922,64.692
E01000560,63.895,205.269,68.875,13.088,65.994
E01000561,66.512,202.027,75.098,15.123,70.314
E01000562,49.959,138.78,56.882,10.312,54.005
E01000563,50.568,138.56,57.281,10.988,54.151
E01000564,52.706,151.714,60.516,15.222,55.487
E01000565,52.822,181.125,58.322,11.126,55.68
