MSOA21CD,PM25-2013-min,PM25-2013-max,PM25-2013-mean,PM25-2013-std,PM25-2013-median
E02000059,15.572,26.983,16.039,0.708,15.859
E02000060,15.754,28.138,16.266,1.092,15.94
E02000061,15.652,21.944,15.974,0.512,15.852
E02000062,15.734,31.578,16.482,1.381,16.01
E02000063,15.704,22.171,16.076,0.76,15.877
E02000064,15.782,22.438,16.127,0.552,15.958
E02006953,15.859,18.152,16.082,0.285,16.005
E02006954,15.662,20.06,16.036,0.426,15.927
E02000065,15.055,16.763,15.239,0.153,15.211
E02000066,15.119,18.996,15.384,0.334,15.306
E02000067,14.969,18.885,15.218,0.224,15.181
E02000068,14.956,19.269,15.264,0.345,15.182
E02000069,15.046,16.944,15.192,0.224,15.13
E02000070,15.081,18.864,15.316,0.307,15.25
E02000071,15.052,17.016,15.193,0.186,15.151
E02000072,14.671,18.908,14.918,0.276,14.843
E02000073,15.184,18.028,15.389,0.313,15.305
E02000074,14.879,19.967,15.21,0.487,15.098
E02000075,15.1,17.562,15.269,0.218,15.228
E02000077,15.185,17.254,15.309,0.163,15.278
E02000078,14.923,17.149,15.079,0.172,15.048
E02000079,15.115,18.346,15.364,0.332,15.278
E02000080,15.153,19.001,15.432,0.302,15.372
E02000081,14.915,19.298,15.193,0.379,15.11
E02000082,15.229,20.318,15.599,0.646,15.412
E02000083,14.837,19.955,15.084,0.431,14.969
E02000084,15.048,20.613,15.442,0.535,15.266
E02000085,15.111,20.886,15.514,0.632,15.315
E02000086,15.077,17.741,15.249,0.18,15.221
E02000087,14.779,19.14,15.174,0.457,15.07
E02000088,14.912,17.562,15.185,0.277,15.127
E02000089,15.148,18.349,15.298,0.273,15.24
E02000090,15.106,18.866,15.341,0.371,15.232
E02000091,14.911,19.357,15.187,0.357,15.107
E02000092,14.706,19.314,14.958,0.327,14.906
E02006785,15.211,17.682,15.368,0.245,15.309
E02000093,15.288,19.553,15.526,0.345,15.437
E02000094,15.396,20.166,15.776,0.409,15.678
E02000095,15.219,18.527,15.549,0.424,15.435
E02000096,15.198,18.262,15.33,0.268,15.266
E02000097,15.356,18.209,15.594,0.254,15.569
E02000098,15.267,18.577,15.47,0.285,15.394
E02000099,15.219,17.969,15.37,0.23,15.317
E02000100,15.162,18.922,15.374,0.387,15.28
E02000101,15.381,21.19,15.789,0.472,15.664
E02000102,15.538,25.267,15.99,1.034,15.739
E02000103,15.628,26.937,15.995,0.765,15.806
E02000104,15.359,20.556,15.707,0.457,15.595
E02000105,15.279,19.961,15.539,0.405,15.423
E02000106,15.612,26.587,16.454,1.284,16.034
E02000107,15.687,18.987,15.954,0.376,15.849
E02000108,15.295,17.078,15.505,0.224,15.449
E02000110,15.687,18.561,15.862,0.201,15.828
E02000111,15.34,18.993,15.641,0.384,15.54
E02000112,15.526,24.042,15.983,0.671,15.799
E02000113,15.602,25.902,16.445,1.412,15.978
E02000114,15.817,18.8,16.094,0.403,15.956
E02000115,15.872,19.566,16.199,0.378,16.076
E02000116,15.805,21.845,16.052,0.511,15.894
E02000117,15.788,23.429,16.261,0.748,16.006
E02000118,15.565,18.595,15.769,0.265,15.705
E02000119,15.722,28.073,16.155,0.952,15.91
E02000120,16.096,19.627,16.392,0.467,16.256
E02000121,15.432,20.003,15.792,0.456,15.68
E02000122,15.837,17.941,15.988,0.199,15.931
E02000123,15.887,22.705,16.417,0.697,16.176
E02000124,15.972,19.246,16.285,0.397,16.164
E02000125,15.875,20.243,16.145,0.416,16.028
E02000126,16.258,19.56,16.536,0.374,16.429
E02006955,15.641,18.424,15.881,0.409,15.75
E02006956,15.596,19.789,15.796,0.3,15.733
E02000127,15.323,17.541,15.496,0.188,15.449
E02000128,15.085,18.027,15.271,0.2,15.227
E02000130,15.468,18.629,15.685,0.254,15.632
E02000131,15.539,18.762,15.781,0.341,15.692
E02000132,15.436,19.856,15.637,0.357,15.532
E02000133,14.892,20.145,15.3,0.321,15.267
E02000134,15.274,19.003,15.699,0.415,15.627
E02000135,15.494,18.243,15.704,0.33,15.623
E02000136,14.886,18.971,15.094,0.319,15.003
E02000137,15.237,17.624,15.436,0.209,15.39
E02000138,15.255,18.274,15.473,0.274,15.406
E02000139,15.378,18.328,15.562,0.265,15.499
E02000140,14.893,20.376,15.143,0.462,15.019
E02000141,15.403,19.348,15.643,0.359,15.553
E02000142,15.191,19.536,15.535,0.375,15.438
E02000144,15.169,20.698,15.59,0.45,15.498
E02000145,14.459,19.039,14.726,0.229,14.68
E02000146,15.117,19.658,15.456,0.407,15.376
E02000147,15.1,19.121,15.32,0.306,15.262
E02000148,14.832,16.699,15.034,0.143,15.0
E02000149,14.825,20.51,15.045,0.361,14.966
E02000150,15.119,17.662,15.313,0.241,15.263
E02000151,14.805,17.543,14.981,0.19,14.946
E02000152,14.835,18.704,15.087,0.296,15.013
E02000153,15.032,18.393,15.234,0.232,15.183
E02000154,14.786,19.44,15.023,0.362,14.923
E02000155,14.566,19.581,14.906,0.292,14.861
E02000156,14.954,18.221,15.214,0.312,15.142
E02000157,14.726,17.117,14.897,0.227,14.849
E02000158,14.536,17.289,14.748,0.217,14.717
E02000159,14.623,20.04,14.912,0.375,14.852
E02000160,14.66,19.108,14.93,0.273,14.892
E02000161,14.639,17.652,14.81,0.241,14.77
E02000162,14.34,17.974,14.59,0.227,14.553
E02000163,14.331,17.596,14.564,0.239,14.517
E02000165,14.291,16.523,14.484,0.156,14.469
E02006782,15.271,17.303,15.407,0.157,15.387
E02006787,15.294,20.558,15.625,0.557,15.478
E02006789,14.227,16.686,14.475,0.175,14.472
E02000166,15.676,19.61,15.928,0.32,15.861
E02000167,15.668,20.254,16.039,0.494,15.917
E02000168,16.053,19.696,16.561,0.505,16.401
E02000169,15.849,21.902,16.185,0.59,16.029
E02000170,15.79,22.485,16.199,0.642,16.028
E02000171,16.075,21.411,16.562,0.605,16.387
E02000172,16.303,19.9,16.619,0.392,16.503
E02000173,16.092,22.983,16.633,0.691,16.404
E02000174,16.349,19.716,16.713,0.399,16.597
E02000175,16.061,22.425,16.524,0.667,16.338
E02000176,16.228,20.988,16.534,0.546,16.36
E02000177,16.328,19.884,16.783,0.524,16.639
E02000178,15.962,19.301,16.407,0.484,16.253
E02000179,16.227,20.83,16.71,0.641,16.523
E02000180,16.578,22.317,17.068,0.653,16.847
E02000181,16.188,18.298,16.362,0.286,16.282
E02000182,16.29,23.573,16.792,0.836,16.503
E02000183,16.365,19.343,16.733,0.401,16.63
E02000184,16.634,24.501,17.282,0.63,17.089
E02000185,16.24,20.223,16.563,0.431,16.425
E02000186,16.607,30.211,17.396,0.961,17.073
E02000187,16.821,25.95,17.578,0.833,17.354
E02000188,16.946,22.459,17.579,0.636,17.424
E02000191,17.827,26.367,18.764,1.045,18.452
E02000192,17.729,23.975,18.328,0.785,18.07
E02000193,17.895,25.591,18.924,0.96,18.649
E02007115,17.596,25.558,18.142,0.851,17.851
E02000001,17.428,30.743,18.486,1.221,18.062
E02000194,15.502,19.076,15.809,0.362,15.704
E02000195,15.569,19.117,15.76,0.297,15.687
E02000196,15.572,18.968,15.731,0.3,15.666
E02000197,15.538,18.981,15.812,0.431,15.719
E02000198,15.575,19.249,15.836,0.464,15.703
E02000199,15.61,19.601,15.809,0.364,15.706
E02000200,15.494,18.117,15.698,0.284,15.634
E02000201,15.376,18.329,15.718,0.358,15.625
E02000202,15.553,18.17,15.686,0.273,15.633
E02000203,15.569,18.787,15.818,0.355,15.716
E02000204,15.413,19.1,15.74,0.446,15.65
E02000206,15.473,19.869,15.748,0.356,15.673
E02000207,15.206,19.328,15.587,0.394,15.52
E02000208,15.604,18.83,15.823,0.363,15.725
E02000209,15.392,20.117,15.703,0.495,15.596
E02000210,15.472,18.596,15.582,0.175,15.551
E02000211,15.145,17.689,15.247,0.111,15.229
E02000212,15.359,19.928,15.833,0.518,15.741
E02000213,15.673,21.153,16.065,0.618,15.871
E02000214,15.208,18.006,15.503,0.378,15.409
E02000215,15.394,19.203,15.768,0.421,15.651
E02000216,15.09,20.076,15.408,0.378,15.303
E02000217,15.374,20.996,15.905,0.575,15.772
E02000218,14.949,17.866,15.135,0.273,15.066
E02000219,14.905,18.772,15.123,0.275,15.06
E02000221,15.116,22.987,15.578,0.601,15.442
E02000222,14.984,18.593,15.354,0.359,15.266
E02000223,14.84,18.357,14.981,0.244,14.926
E02000224,15.061,18.202,15.326,0.335,15.241
E02000225,14.701,15.923,14.844,0.09,14.832
E02000226,14.836,17.633,15.06,0.274,15.003
E02000227,14.583,18.584,14.9,0.302,14.861
E02000228,14.819,17.542,15.014,0.214,14.973
E02000229,14.559,15.887,14.756,0.135,14.744
E02000230,14.908,20.22,15.335,0.508,15.198
E02000231,14.836,18.518,15.093,0.272,15.035
E02000232,14.607,17.459,14.779,0.193,14.751
E02000233,14.721,17.472,14.975,0.302,14.891
E02000234,14.699,19.787,15.002,0.414,14.911
E02000235,14.569,17.844,14.772,0.193,14.737
E02000236,14.511,20.025,14.815,0.375,14.749
E02000237,14.432,16.076,14.612,0.139,14.602
E02006788,15.308,20.172,15.525,0.47,15.425
E02006987,15.664,21.12,16.143,0.638,15.94
E02006988,15.299,21.1,15.85,0.517,15.694
E02000238,15.224,19.956,15.436,0.371,15.337
E02000239,15.252,19.502,15.478,0.417,15.367
E02000240,15.075,20.494,15.389,0.471,15.27
E02000241,15.203,19.914,15.45,0.397,15.353
E02000242,15.327,17.174,15.534,0.156,15.51
E02000243,15.238,22.465,15.664,0.737,15.444
E02000244,15.275,23.747,15.879,0.907,15.596
E02000245,15.078,20.769,15.48,0.59,15.33
E02000246,14.906,20.779,15.216,0.472,15.111
E02000247,15.234,21.113,15.607,0.62,15.432
E02000248,15.624,27.202,16.568,1.531,16.074
E02000249,15.348,20.557,15.656,0.533,15.518
E02000250,15.444,21.276,15.787,0.416,15.684
E02000251,15.333,17.1,15.494,0.159,15.469
E02000252,15.8,31.257,16.541,1.279,16.135
E02000253,15.397,17.738,15.587,0.28,15.512
E02000254,15.237,17.273,15.486,0.26,15.452
E02000255,15.421,24.946,15.819,0.822,15.635
E02000256,15.654,24.677,16.105,0.94,15.821
E02000258,15.803,25.5,16.347,0.979,16.108
E02000259,15.348,24.96,15.625,0.57,15.509
E02000260,15.349,24.017,15.85,0.9,15.587
E02000261,16.03,27.854,16.511,0.994,16.216
E02000262,15.965,20.014,16.34,0.546,16.184
E02000263,15.266,24.009,15.71,0.955,15.473
E02000264,15.837,25.185,16.343,0.836,16.109
E02000265,15.601,22.899,16.051,0.665,15.872
E02000266,15.35,27.224,15.755,0.836,15.516
E02000267,15.448,24.794,15.929,0.771,15.745
E02000268,15.708,19.378,15.947,0.307,15.871
E02000269,15.654,19.486,15.878,0.316,15.8
E02000270,16.014,20.07,16.356,0.363,16.254
E02000271,16.007,19.711,16.184,0.303,16.111
E02000272,15.439,17.938,15.652,0.252,15.613
E02000275,15.405,19.153,15.697,0.48,15.547
E02000276,15.58,19.731,15.877,0.341,15.818
E02006791,15.983,18.976,16.206,0.241,16.146
E02006968,15.643,26.56,16.013,0.602,15.865
E02006969,15.843,25.68,16.577,1.214,16.208
E02006970,15.368,24.186,15.811,1.05,15.551
E02006971,15.349,24.162,15.608,0.471,15.506
E02000277,14.752,20.972,15.36,0.925,15.012
E02000278,14.785,22.243,15.27,0.81,14.992
E02000279,14.638,19.926,14.991,0.59,14.84
E02000280,14.55,22.341,14.859,0.679,14.668
E02000281,14.671,23.276,15.073,0.616,14.923
E02000282,14.848,20.231,15.193,0.598,15.025
E02000283,14.845,18.319,15.031,0.258,14.99
E02000284,14.856,18.894,15.093,0.292,15.013
E02000285,14.914,18.749,15.111,0.332,15.02
E02000286,14.647,18.34,14.969,0.326,14.934
E02000287,14.613,18.54,14.811,0.282,14.738
E02000288,14.968,27.022,15.28,0.596,15.128
E02000289,14.68,17.436,14.899,0.208,14.907
E02000290,14.693,18.961,14.993,0.356,14.909
E02000291,15.075,19.167,15.273,0.365,15.18
E02000292,14.924,20.453,15.31,0.573,15.177
E02000293,14.948,17.781,15.142,0.227,15.089
E02000294,14.939,20.185,15.167,0.316,15.142
E02000295,14.936,18.401,15.183,0.308,15.125
E02000296,14.792,18.976,15.24,0.406,15.166
E02000297,15.091,20.213,15.431,0.538,15.281
E02000298,15.096,17.909,15.271,0.232,15.219
E02000299,15.132,17.528,15.312,0.249,15.26
E02000300,15.215,25.539,15.497,0.623,15.335
E02000301,14.942,19.168,15.225,0.352,15.147
E02000302,15.205,20.476,15.433,0.389,15.348
E02000303,15.243,23.03,15.588,0.705,15.411
E02000304,15.179,22.619,15.437,0.345,15.345
E02000305,15.258,18.43,15.55,0.372,15.441
E02000306,15.144,28.964,15.594,0.808,15.408
E02000307,15.299,22.062,15.762,0.795,15.512
E02000308,15.278,25.381,15.83,0.955,15.587
E02000309,15.301,33.792,15.909,1.126,15.592
E02000311,15.413,22.67,15.839,0.828,15.587
E02000312,15.319,24.598,15.832,0.819,15.622
E02006793,15.433,21.65,15.82,0.805,15.603
E02000313,15.251,17.805,15.425,0.235,15.348
E02000314,15.24,22.613,15.444,0.413,15.34
E02000315,15.272,18.814,15.438,0.259,15.386
E02000317,15.623,19.099,15.796,0.344,15.72
E02000318,15.27,19.313,15.545,0.427,15.451
E02000319,15.375,22.543,15.643,0.499,15.524
E02000320,15.211,18.362,15.429,0.347,15.341
E02000321,15.446,20.286,15.715,0.495,15.585
E02000323,15.397,18.662,15.754,0.329,15.677
E02000324,15.543,18.377,15.79,0.28,15.741
E02000326,15.743,23.708,16.144,0.776,15.913
E02000327,15.471,18.692,15.702,0.36,15.598
E02000328,15.815,21.662,16.101,0.55,15.96
E02000329,15.245,17.485,15.351,0.172,15.315
E02000331,15.555,22.429,15.936,0.599,15.762
E02000332,15.271,18.853,15.479,0.26,15.444
E02000333,15.751,22.199,16.13,0.642,15.928
E02000334,15.549,20.222,15.811,0.439,15.704
E02000335,15.319,21.012,15.625,0.52,15.515
E02000337,15.667,22.41,16.327,0.818,16.083
E02000339,15.415,21.814,15.956,0.75,15.75
E02000340,15.26,20.946,15.542,0.466,15.421
E02000341,15.441,22.195,16.07,0.655,15.909
E02000342,15.21,17.201,15.349,0.216,15.285
E02000343,15.285,19.124,15.588,0.447,15.456
E02000344,15.211,20.516,15.545,0.516,15.391
E02006786,15.209,18.873,15.432,0.293,15.369
E02006927,15.804,22.462,16.219,0.61,16.036
E02006928,16.034,20.389,16.426,0.545,16.245
E02006930,15.922,24.409,16.534,0.914,16.256
E02006931,15.838,21.555,16.271,0.64,16.114
E02006991,15.514,20.073,15.923,0.61,15.742
E02006992,15.844,28.654,16.602,1.11,16.312
E02006993,15.778,19.474,16.082,0.364,15.979
E02006994,15.597,20.023,16.012,0.619,15.818
E02000345,15.658,20.881,16.119,0.611,16.03
E02000346,16.125,22.09,16.781,0.686,16.556
E02000347,16.101,18.3,16.376,0.272,16.322
E02000348,15.682,19.546,16.137,0.479,16.051
E02000350,15.934,20.458,16.325,0.527,16.201
E02000351,16.336,20.112,16.64,0.552,16.466
E02000352,16.225,19.025,16.451,0.302,16.379
E02000353,16.322,21.143,16.718,0.575,16.528
E02000354,16.017,20.402,16.298,0.376,16.198
E02000355,15.869,20.946,16.253,0.531,16.108
E02000356,16.338,19.702,16.549,0.329,16.451
E02000357,15.676,18.732,15.842,0.262,15.779
E02000358,16.302,19.72,16.567,0.428,16.452
E02000359,15.86,19.601,16.119,0.369,16.038
E02000360,16.168,20.211,16.507,0.42,16.384
E02000361,16.071,21.712,16.706,0.653,16.478
E02000362,15.867,25.26,16.675,1.136,16.259
E02000363,16.063,19.319,16.442,0.44,16.325
E02000364,16.292,21.578,16.582,0.414,16.463
E02000366,16.174,19.378,16.53,0.469,16.37
E02000367,16.279,20.587,16.603,0.51,16.457
E02000368,16.325,19.62,16.658,0.337,16.563
E02000369,16.527,19.542,16.87,0.38,16.767
E02000370,16.726,21.193,17.174,0.442,17.066
E02006918,15.711,20.415,15.982,0.45,15.877
E02006921,15.683,18.663,16.027,0.374,15.979
E02007108,16.371,20.774,16.872,0.641,16.647
E02007109,16.376,21.245,16.731,0.411,16.615
E02007110,16.802,23.227,17.444,0.756,17.25
E02007111,16.716,24.581,17.67,0.965,17.453
E02000372,15.867,28.807,16.426,1.058,16.111
E02000373,16.162,24.842,16.616,1.007,16.341
E02000374,16.122,25.104,16.612,1.028,16.289
E02000375,16.202,24.151,16.715,0.763,16.485
E02000376,16.21,21.039,16.688,0.648,16.458
E02000377,16.107,20.291,16.538,0.668,16.301
E02000378,16.451,21.61,16.999,0.919,16.72
E02000379,16.002,20.203,16.267,0.399,16.161
E02000380,16.325,19.649,16.561,0.373,16.457
E02000381,16.441,23.545,16.763,0.851,16.563
E02000382,16.255,25.081,16.958,1.227,16.579
E02000383,16.445,25.057,17.057,1.0,16.758
E02000384,16.338,32.548,17.509,1.606,16.903
E02000385,16.397,25.896,17.071,1.453,16.612
E02000386,16.499,25.922,16.858,0.65,16.725
E02000387,16.351,20.005,16.594,0.483,16.462
E02000388,16.523,20.857,16.849,0.467,16.718
E02000389,15.942,20.794,16.339,0.544,16.213
E02000390,16.316,18.398,16.606,0.289,16.541
E02000391,16.256,20.848,16.796,0.585,16.668
E02000392,16.299,19.937,16.626,0.447,16.488
E02000393,16.267,19.038,16.467,0.361,16.364
E02000394,16.36,18.824,16.48,0.148,16.446
E02000395,15.939,22.712,16.313,0.515,16.173
E02000396,16.161,21.706,16.436,0.451,16.306
E02000397,15.519,18.067,15.676,0.251,15.623
E02000398,15.323,20.908,15.587,0.416,15.508
E02000400,15.374,24.024,15.756,0.527,15.616
E02000401,15.442,20.418,15.829,0.55,15.676
E02000402,15.446,18.831,15.732,0.38,15.632
E02000403,15.459,20.029,15.819,0.485,15.684
E02000404,15.592,18.633,15.904,0.472,15.759
E02000405,15.372,18.494,15.628,0.267,15.574
E02000406,15.734,19.147,15.943,0.402,15.829
E02000407,15.67,20.736,15.973,0.591,15.778
E02000408,15.536,20.401,15.915,0.611,15.729
E02000409,15.623,19.841,15.841,0.36,15.744
E02000410,15.44,20.336,15.795,0.581,15.634
E02000411,15.47,23.293,15.879,0.676,15.699
E02000412,15.701,20.538,16.103,0.573,15.91
E02000413,15.385,18.273,15.606,0.261,15.557
E02000414,15.65,17.36,15.822,0.18,15.777
E02000415,15.647,19.71,15.983,0.426,15.859
E02000416,15.586,19.03,15.943,0.413,15.835
E02000417,15.542,19.25,15.799,0.359,15.692
E02000418,15.58,19.208,15.9,0.419,15.784
E02000419,15.866,20.924,16.213,0.57,16.004
E02000420,15.776,22.865,16.122,0.648,15.912
E02000421,15.714,22.202,16.353,0.926,16.056
E02000422,15.828,22.008,16.138,0.524,15.978
E02000423,15.885,19.175,16.167,0.46,16.023
E02000424,15.823,19.033,15.988,0.281,15.921
E02000425,15.625,21.115,15.987,0.592,15.85
E02000426,15.591,19.737,15.852,0.45,15.714
E02000427,15.879,20.207,16.338,0.477,16.203
E02000428,15.95,20.16,16.272,0.476,16.154
E02000429,15.639,18.694,15.88,0.283,15.812
E02000430,15.851,19.145,16.121,0.422,15.99
E02000431,15.782,20.196,16.103,0.551,15.939
E02000432,15.923,18.458,16.204,0.292,16.135
E02006794,15.47,19.433,15.722,0.421,15.613
E02000433,14.779,18.86,15.114,0.359,15.043
E02000434,15.047,20.029,15.256,0.289,15.191
E02000435,14.865,18.602,15.073,0.271,15.013
E02000436,14.686,18.011,14.88,0.254,14.822
E02000437,14.896,19.056,15.155,0.349,15.074
E02000438,14.805,17.868,15.105,0.393,14.988
E02000439,15.192,18.672,15.44,0.351,15.355
E02000440,14.999,18.125,15.229,0.33,15.143
E02000441,14.637,18.288,14.858,0.296,14.801
E02000442,15.157,17.862,15.38,0.276,15.316
E02000443,15.002,17.274,15.236,0.23,15.19
E02000444,15.091,18.706,15.314,0.377,15.193
E02000445,15.109,19.69,15.392,0.404,15.256
E02000447,14.83,16.989,15.055,0.235,15.013
E02000448,14.866,17.306,15.065,0.225,15.013
E02000449,15.187,19.396,15.475,0.444,15.356
E02000451,14.87,17.637,15.118,0.276,15.072
E02000452,15.06,19.888,15.412,0.382,15.334
E02000453,15.056,19.457,15.272,0.338,15.18
E02000454,14.931,16.558,15.061,0.173,15.025
E02000455,15.199,20.943,15.633,0.571,15.478
E02000456,15.12,19.043,15.308,0.322,15.223
E02000457,15.0,17.802,15.232,0.245,15.179
E02000459,15.16,17.765,15.385,0.286,15.305
E02000460,15.072,17.601,15.265,0.316,15.186
E02000461,15.156,19.181,15.373,0.369,15.27
E02000462,15.172,17.587,15.382,0.322,15.287
E02000463,15.088,17.342,15.266,0.232,15.215
E02006795,15.014,17.638,15.19,0.225,15.149
E02006882,15.095,20.594,15.306,0.3,15.24
E02000464,14.314,18.976,14.537,0.471,14.396
E02000465,14.348,20.904,14.661,0.539,14.53
E02000466,14.325,16.638,14.514,0.16,14.475
E02000467,14.533,17.164,14.772,0.221,14.728
E02000468,14.399,17.297,14.598,0.214,14.514
E02000469,14.557,21.267,14.807,0.436,14.696
E02000470,14.332,20.57,14.602,0.48,14.447
E02000471,14.592,19.095,14.877,0.389,14.804
E02000472,14.718,20.672,14.974,0.459,14.864
E02000473,14.428,20.702,14.806,0.421,14.719
E02000474,14.752,19.561,15.057,0.522,14.94
E02000475,14.693,21.058,14.906,0.377,14.819
E02000476,14.806,21.946,15.415,0.688,15.252
E02000477,14.736,17.348,14.912,0.207,14.865
E02000478,14.433,17.357,14.643,0.139,14.65
E02000479,14.866,20.532,15.324,0.588,15.142
E02000480,14.909,20.487,15.166,0.417,15.047
E02000481,14.035,19.18,14.422,0.479,14.359
E02000482,14.408,17.741,14.561,0.215,14.511
E02000483,14.663,17.133,14.827,0.214,14.782
E02000484,14.754,18.19,14.99,0.32,14.931
E02000485,14.47,18.77,14.735,0.242,14.71
E02000486,14.735,16.636,14.871,0.172,14.834
E02000487,14.292,18.694,14.527,0.256,14.483
E02000488,14.642,16.604,14.839,0.203,14.806
E02000489,14.678,18.345,15.039,0.334,15.009
E02000490,14.734,18.196,15.05,0.285,15.048
E02000491,14.832,19.354,15.198,0.384,15.107
E02000492,14.497,20.053,14.813,0.302,14.76
E02000493,14.73,21.131,15.071,0.479,14.978
E02000494,14.404,18.517,14.618,0.271,14.574
E02000495,14.585,18.219,14.825,0.33,14.75
E02000496,14.251,17.018,14.437,0.16,14.41
E02000497,14.602,18.294,14.928,0.287,14.89
E02000498,14.474,19.732,14.731,0.312,14.679
E02000499,14.931,17.005,15.083,0.198,15.039
E02000500,14.602,18.72,14.979,0.369,14.932
E02000501,14.957,17.218,15.071,0.15,15.039
E02000502,14.723,18.567,14.99,0.314,14.908
E02000503,14.883,17.172,15.109,0.221,15.063
E02000504,14.595,19.878,14.91,0.376,14.843
E02000506,14.474,22.26,14.958,0.605,14.887
E02000507,14.867,19.125,15.097,0.442,14.981
E02000508,14.782,19.514,15.264,0.463,15.163
E02000509,14.697,18.608,15.042,0.432,14.936
E02000510,14.913,19.607,15.254,0.414,15.169
E02000511,14.882,17.534,15.043,0.158,15.022
E02000512,14.91,17.674,15.145,0.294,15.095
E02000513,15.023,18.842,15.257,0.335,15.188
E02000514,15.06,18.141,15.28,0.266,15.231
E02000515,14.774,24.282,15.073,0.542,14.973
E02000516,15.195,19.268,15.377,0.377,15.271
E02000517,15.036,18.051,15.227,0.285,15.165
E02000518,14.987,25.095,15.259,0.567,15.145
E02000519,15.182,20.368,15.504,0.501,15.361
E02000520,15.038,27.244,15.507,0.869,15.316
E02000521,15.151,24.565,15.527,0.713,15.337
E02000522,15.06,22.894,15.5,0.659,15.346
E02000523,15.242,24.172,15.742,0.707,15.53
E02000524,14.895,110.827,15.59,0.883,15.462
E02000525,15.215,21.892,15.582,0.626,15.404
E02006796,14.866,18.987,15.18,0.431,15.08
E02000526,16.0,28.424,16.71,1.35,16.285
E02000529,15.358,20.182,15.693,0.525,15.523
E02000530,15.286,22.815,15.709,0.736,15.468
E02000531,15.426,25.138,16.013,0.836,15.799
E02000532,15.678,25.095,16.113,0.832,15.9
E02000533,15.685,24.665,16.188,0.875,15.94
E02000534,15.316,21.582,15.694,0.581,15.539
E02000535,15.252,20.678,15.601,0.593,15.43
E02000536,15.332,20.791,15.67,0.609,15.495
E02000537,15.308,20.651,15.597,0.517,15.5
E02000538,15.166,22.028,15.551,0.613,15.372
E02000539,15.322,21.377,15.7,0.436,15.604
E02000540,15.401,18.78,15.64,0.361,15.545
E02000541,15.252,19.032,15.532,0.453,15.4
E02000542,15.357,19.816,15.66,0.443,15.514
E02000543,15.315,19.144,15.625,0.407,15.516
E02000544,15.293,16.94,15.427,0.147,15.396
E02000545,15.301,18.797,15.554,0.333,15.49
E02000546,15.089,18.06,15.275,0.257,15.203
E02000547,15.111,20.037,15.381,0.433,15.26
E02000548,14.86,19.629,15.22,0.391,15.139
