LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,HHI_mean_2001,HHI_mean_2002,HHI_mean_2003,HHI_mean_2004,HHI_mean_2005,HHI_mean_2006,HHI_mean_2007,HHI_mean_2008,HHI_mean_2009,HHI_mean_2010,HHI_mean_2011,HHI_mean_2012
E01000045,Barking and Dagenham 017C,E09000002,Barking and Dagenham,25980,26360,27620,29450,30120,32170,32920,35500,35730,37310,38890,39950
E01000046,Barking and Dagenham 017D,E09000002,Barking and Dagenham,26360,26620,27760,29450,29980,31890,32490,34890,34990,36400,37800,38720
E01000048,Barking and Dagenham 021B,E09000002,Barking and Dagenham,21770,22080,23130,24670,25240,26970,27620,29800,30020,31380,32740,33680
E01000049,Barking and Dagenham 021C,E09000002,Barking and Dagenham,22820,23160,24290,25920,26540,28370,29060,31370,31610,33040,34470,35460
E01000050,Barking and Dagenham 019C,E09000002,Barking and Dagenham,25080,25400,26570,28270,28850,30750,31400,33780,33930,35350,36770,37710
E01000051,Barking and Dagenham 021D,E09000002,Barking and Dagenham,22020,22320,23360,24890,25440,27170,27790,29970,30180,31520,32870,33800
E01000052,Barking and Dagenham 019D,E09000002,Barking and Dagenham,26240,26490,27610,29280,29780,31640,32200,34530,34580,35920,37260,38100
E01000053,Barking and Dagenham 020A,E09000002,Barking and Dagenham,26930,27150,28260,29930,30400,32260,32790,35140,35150,36490,37820,38660
E01000054,Barking and Dagenham 018A,E09000002,Barking and Dagenham,25430,25920,27260,29170,29920,32050,32870,35520,35820,37470,39110,40240
E01000055,Barking and Dagenham 018B,E09000002,Barking and Dagenham,25680,26140,27460,29340,30060,32160,32950,35570,35830,37440,39050,40140
E01000056,Barking and Dagenham 018C,E09000002,Barking and Dagenham,25940,26340,27610,29430,30100,32130,32860,35410,35620,37160,38700,39730
E01000057,Barking and Dagenham 012A,E09000002,Barking and Dagenham,25580,26000,27290,29140,29850,31920,32700,35290,35550,37160,38750,39840
E01000058,Barking and Dagenham 018D,E09000002,Barking and Dagenham,24610,25190,26610,28590,29450,31670,32610,35370,35800,37570,39340,40610
E01000059,Barking and Dagenham 013C,E09000002,Barking and Dagenham,25310,25720,26980,28800,29480,31520,32280,34830,35080,36650,38220,39290
E01000060,Barking and Dagenham 006B,E09000002,Barking and Dagenham,24980,25390,26640,28440,29110,31130,31870,34380,34620,36150,37670,38700
E01000061,Barking and Dagenham 006C,E09000002,Barking and Dagenham,24180,24330,25280,26730,27130,28760,29220,31290,31280,32460,33620,34350
E01000062,Barking and Dagenham 006D,E09000002,Barking and Dagenham,25710,26100,27360,29170,29830,31860,32590,35120,35330,36860,38380,39400
E01000063,Barking and Dagenham 004A,E09000002,Barking and Dagenham,25760,26100,27290,29030,29630,31570,32220,34650,34780,36210,37640,38570
E01000064,Barking and Dagenham 006E,E09000002,Barking and Dagenham,25470,25770,26930,28630,29200,31100,31730,34120,34240,35650,37050,37960
E01000065,Barking and Dagenham 007A,E09000002,Barking and Dagenham,24980,25230,26310,27920,28430,30230,30800,33070,33150,34480,35790,36630
E01000066,Barking and Dagenham 011A,E09000002,Barking and Dagenham,32500,32660,33890,35770,36230,38340,38890,41590,41530,43060,44570,45500
E01000067,Barking and Dagenham 011B,E09000002,Barking and Dagenham,33800,33930,35170,37080,37520,39660,40180,42910,42800,44300,45790,46680
E01000068,Barking and Dagenham 016E,E09000002,Barking and Dagenham,32630,33110,34660,36900,37650,40110,40910,43970,44100,45880,47640,48760
E01000069,Barking and Dagenham 011C,E09000002,Barking and Dagenham,35300,35520,36880,38960,39480,41800,42400,45350,45280,46930,48560,49550
E01000070,Barking and Dagenham 011D,E09000002,Barking and Dagenham,35430,35510,36730,38660,39030,41180,41630,44380,44180,45640,47090,47920
E01000071,Barking and Dagenham 011E,E09000002,Barking and Dagenham,34690,34710,35850,37680,38000,40040,40440,43070,42840,44240,45620,46410
E01000072,Barking and Dagenham 017E,E09000002,Barking and Dagenham,25650,25800,26800,28330,28750,30470,30940,33130,33120,34360,35600,36360
E01000073,Barking and Dagenham 012B,E09000002,Barking and Dagenham,25060,25470,26730,28530,29210,31240,31990,34530,34780,36340,37890,38950
E01000074,Barking and Dagenham 012C,E09000002,Barking and Dagenham,25670,26010,27220,28980,29600,31570,32260,34730,34910,36400,37880,38860
E01000075,Barking and Dagenham 012D,E09000002,Barking and Dagenham,25730,26130,27400,29220,29890,31940,32690,35250,35480,37040,38600,39660
E01000076,Barking and Dagenham 012E,E09000002,Barking and Dagenham,24910,25250,26420,28130,28730,30650,31320,33730,33910,35360,36810,37780
E01000077,Barking and Dagenham 008F,E09000002,Barking and Dagenham,25940,26170,27260,28890,29380,31200,31750,34060,34100,35430,36760,37590
E01000078,Barking and Dagenham 007B,E09000002,Barking and Dagenham,25510,25810,26970,28670,29230,31130,31770,34160,34280,35700,37100,38020
E01000079,Barking and Dagenham 009E,E09000002,Barking and Dagenham,25610,25910,27060,28760,29320,31220,31850,34230,34350,35750,37150,38060
E01000080,Barking and Dagenham 007C,E09000002,Barking and Dagenham,25530,25810,26940,28620,29160,31040,31640,34000,34110,35500,36880,37770
E01000081,Barking and Dagenham 007D,E09000002,Barking and Dagenham,25570,25940,27170,28950,29590,31590,32300,34800,34990,36500,38000,39010
E01000082,Barking and Dagenham 007E,E09000002,Barking and Dagenham,24860,25310,26600,28440,29170,31230,32030,34610,34900,36500,38090,39180
E01000083,Barking and Dagenham 007F,E09000002,Barking and Dagenham,25340,25700,26910,28660,29290,31260,31960,34420,34610,36100,37580,38570
E01000084,Barking and Dagenham 013D,E09000002,Barking and Dagenham,26010,26360,27580,29360,29980,31970,32650,35150,35310,36800,38290,39260
E01000085,Barking and Dagenham 013E,E09000002,Barking and Dagenham,25540,25780,26860,28480,28980,30790,31350,33640,33700,35030,36340,37190
E01000086,Barking and Dagenham 013F,E09000002,Barking and Dagenham,25680,26130,27440,29320,30050,32150,32950,35580,35860,37490,39110,40220
E01000087,Barking and Dagenham 020B,E09000002,Barking and Dagenham,25970,26360,27630,29450,30100,32130,32850,35390,35580,37110,38630,39640
E01000088,Barking and Dagenham 020C,E09000002,Barking and Dagenham,27650,28040,29360,31270,31930,34050,34770,37420,37580,39160,40710,41740
E01000089,Barking and Dagenham 020D,E09000002,Barking and Dagenham,27940,28230,29460,31260,31810,33810,34420,36930,36990,38430,39850,40750
E01000090,Barking and Dagenham 020E,E09000002,Barking and Dagenham,27580,27970,29280,31180,31840,33940,34660,37290,37450,39010,40550,41560
E01000091,Barking and Dagenham 022A,E09000002,Barking and Dagenham,24580,24840,25930,27530,28050,29840,30420,32680,32780,34100,35420,36270
E01000092,Barking and Dagenham 019E,E09000002,Barking and Dagenham,26450,26890,28220,30120,30830,32950,33720,36360,36580,38180,39770,40830
E01000093,Barking and Dagenham 022B,E09000002,Barking and Dagenham,23990,24320,25460,27120,27710,29580,30240,32580,32760,34180,35590,36540
E01000094,Barking and Dagenham 022C,E09000002,Barking and Dagenham,27390,27800,29130,31050,31740,33870,34620,37280,37460,39050,40630,41670
E01000095,Barking and Dagenham 018E,E09000002,Barking and Dagenham,28640,28970,30250,32120,32710,34780,35420,38000,38060,39550,41020,41940
E01000096,Barking and Dagenham 022D,E09000002,Barking and Dagenham,25630,25800,26830,28380,28810,30540,31020,33210,33190,34420,35640,36390
E01000097,Barking and Dagenham 023C,E09000002,Barking and Dagenham,26110,26470,27700,29500,30130,32140,32840,35360,35540,37060,38570,39580
E01000098,Barking and Dagenham 023D,E09000002,Barking and Dagenham,26310,26610,27780,29520,30080,32020,32650,35080,35190,36630,38050,38980
E01000099,Barking and Dagenham 023E,E09000002,Barking and Dagenham,25940,26400,27730,29620,30360,32480,33290,35950,36220,37870,39500,40620
E01000100,Barking and Dagenham 004B,E09000002,Barking and Dagenham,25850,26260,27530,29350,30020,32060,32790,35340,35550,37090,38630,39660
E01000101,Barking and Dagenham 004C,E09000002,Barking and Dagenham,25610,25990,27220,29010,29650,31650,32360,34860,35060,36570,38070,39080
E01000102,Barking and Dagenham 007G,E09000002,Barking and Dagenham,25900,26290,27550,29380,30040,32090,32830,35390,35600,37160,38700,39740
E01000103,Barking and Dagenham 014A,E09000002,Barking and Dagenham,25940,26160,27250,28880,29380,31210,31780,34100,34170,35520,36870,37740
E01000104,Barking and Dagenham 014B,E09000002,Barking and Dagenham,24780,25070,26200,27860,28420,30290,30930,33290,33440,34860,36270,37220
E01000105,Barking and Dagenham 014C,E09000002,Barking and Dagenham,24780,25010,26070,27650,28140,29920,30490,32740,32820,34150,35470,36320
E01000106,Barking and Dagenham 014D,E09000002,Barking and Dagenham,24900,25160,26250,27880,28410,30230,30830,33140,33260,34630,36000,36890
E01000107,Barking and Dagenham 010C,E09000002,Barking and Dagenham,28180,28510,29780,31640,32230,34290,34940,37520,37610,39100,40580,41520
E01000108,Barking and Dagenham 010D,E09000002,Barking and Dagenham,27880,28210,29460,31290,31880,33910,34550,37110,37200,38680,40160,41100
E01000109,Barking and Dagenham 004D,E09000002,Barking and Dagenham,29080,29450,30780,32730,33370,35520,36220,38910,39020,40590,42140,43130
E01000110,Barking and Dagenham 002C,E09000002,Barking and Dagenham,32430,32830,34300,36440,37120,39490,40230,43190,43280,44980,46670,47730
E01000111,Barking and Dagenham 002D,E09000002,Barking and Dagenham,28680,29000,30270,32130,32720,34800,35450,38060,38140,39660,41160,42130
E01000112,Barking and Dagenham 002E,E09000002,Barking and Dagenham,30690,30920,32150,34000,34500,36560,37110,39710,39660,41110,42540,43410
E01000113,Barking and Dagenham 002F,E09000002,Barking and Dagenham,32210,32430,33690,35610,36090,38200,38740,41400,41300,42760,44190,45030
E01000114,Barking and Dagenham 004E,E09000002,Barking and Dagenham,29390,29730,31050,32970,33590,35720,36390,39060,39140,40680,42210,43170
E01032580,Barking and Dagenham 023F,E09000002,Barking and Dagenham,26980,27250,28420,30150,30690,32620,33220,35650,35710,37110,38510,39390
E01033587,Barking and Dagenham 021E,E09000002,Barking and Dagenham,25280,25540,26650,28300,28820,30660,31250,33570,33660,35010,36360,37220
E01033588,Barking and Dagenham 021F,E09000002,Barking and Dagenham,23160,23580,24800,26540,27240,29200,29980,32440,32760,34320,35880,36990
E01000115,Barnet 009A,E09000003,Barnet,41710,42300,44230,47000,47880,50890,51800,55540,55570,57680,59740,61000
E01000116,Barnet 009B,E09000003,Barnet,37540,38070,39810,42310,43100,45830,46670,50070,50130,52070,53990,55180
E01000117,Barnet 010A,E09000003,Barnet,35310,35700,37250,39520,40220,42740,43520,46700,46780,48630,50460,51630
E01000118,Barnet 010B,E09000003,Barnet,36250,36610,38150,40430,41100,43630,44370,47570,47600,49430,51240,52380
E01000119,Barnet 009C,E09000003,Barnet,40170,40650,42420,44990,45750,48550,49340,52830,52800,54740,56650,57810
E01000120,Barnet 009D,E09000003,Barnet,40470,40990,42800,45430,46220,49080,49910,53480,53470,55470,57430,58630
E01000121,Barnet 010C,E09000003,Barnet,32530,32610,33740,35520,35880,37870,38310,40860,40700,42080,43450,44260
E01000122,Barnet 009E,E09000003,Barnet,39990,40420,42120,44620,45310,48020,48740,52130,52040,53900,55720,56800
E01000123,Barnet 010D,E09000003,Barnet,37170,37290,38610,40660,41070,43340,43830,46720,46510,48050,49570,50440
E01000124,Barnet 010E,E09000003,Barnet,33810,33890,35050,36880,37230,39270,39690,42290,42090,43480,44850,45630
E01000125,Barnet 024A,E09000003,Barnet,26330,26660,27860,29630,30230,32200,32870,35360,35520,37010,38500,39500
E01000126,Barnet 026A,E09000003,Barnet,26890,27060,28130,29750,30190,32000,32510,34810,34810,36120,37420,38230
E01000127,Barnet 024B,E09000003,Barnet,26900,27160,28320,30040,30560,32480,33080,35500,35580,37000,38410,39330
E01000128,Barnet 024C,E09000003,Barnet,27920,28240,29470,31300,31880,33920,34570,37130,37230,38740,40250,41220
E01000129,Barnet 024D,E09000003,Barnet,25020,25330,26480,28160,28730,30620,31270,33660,33830,35280,36730,37710
E01000130,Barnet 021A,E09000003,Barnet,28420,28750,30020,31880,32470,34540,35200,37810,37910,39440,40970,41960
E01000131,Barnet 024E,E09000003,Barnet,31040,31200,32380,34180,34610,36610,37100,39630,39520,40910,42280,43090
E01000132,Barnet 021B,E09000003,Barnet,27560,27960,29270,31170,31830,33950,34680,37330,37510,39110,40700,41760
E01000133,Barnet 021C,E09000003,Barnet,26770,27120,28360,30170,30780,32800,33480,36020,36170,37690,39210,40220
E01000134,Barnet 024F,E09000003,Barnet,28540,28740,29870,31590,32050,33970,34490,36920,36900,38270,39630,40470
E01000135,Barnet 038A,E09000003,Barnet,46940,47200,48920,51490,51940,54670,55090,58490,57940,59540,61060,61740
E01000136,Barnet 038B,E09000003,Barnet,52160,53780,57130,61650,63730,68730,70960,77170,78310,82420,86560,89630
E01000137,Barnet 041A,E09000003,Barnet,32360,32420,33530,35290,35640,37620,38070,40620,40480,41880,43270,44090
E01000138,Barnet 040A,E09000003,Barnet,36000,36180,37520,39580,40060,42360,42920,45870,45770,47410,49050,50050
E01000139,Barnet 041B,E09000003,Barnet,39180,39360,40800,43030,43540,46030,46640,49830,49720,51490,53250,54330
E01000140,Barnet 041C,E09000003,Barnet,39270,39080,40140,41940,42060,44080,44280,46910,46430,47710,48960,49580
E01000141,Barnet 039A,E09000003,Barnet,35250,34960,35800,37310,37310,39010,39090,41320,40810,41840,42860,43310
E01000142,Barnet 040B,E09000003,Barnet,37300,37150,38180,39920,40040,41960,42140,44630,44140,45320,46480,47030
E01000143,Barnet 041D,E09000003,Barnet,31150,31330,32540,34390,34900,37020,37660,40400,40490,42130,43800,44920
E01000144,Barnet 038C,E09000003,Barnet,41930,42510,44430,47180,48010,51000,51870,55600,55620,57730,59830,61140
E01000145,Barnet 037A,E09000003,Barnet,45360,45380,46820,49110,49380,51850,52140,55270,54700,56170,57590,58230
E01000146,Barnet 038D,E09000003,Barnet,42320,42550,44110,46470,46920,49450,49920,53110,52740,54360,55950,56790
E01000147,Barnet 030A,E09000003,Barnet,31680,31990,33340,35330,35900,38080,38690,41430,41400,42920,44420,45330
E01000148,Barnet 030B,E09000003,Barnet,27970,28210,29370,31100,31580,33500,34030,36440,36430,37790,39130,39960
E01000150,Barnet 036A,E09000003,Barnet,30840,31040,32250,34090,34560,36600,37140,39720,39670,41110,42530,43400
E01000151,Barnet 026B,E09000003,Barnet,25710,25930,27010,28620,29110,30930,31490,33800,33870,35230,36580,37450
E01000152,Barnet 026C,E09000003,Barnet,27320,27370,28320,29820,30130,31800,32170,34310,34180,35340,36480,37150
E01000153,Barnet 026D,E09000003,Barnet,26410,26670,27810,29500,30030,31940,32540,34960,35060,36480,37910,38840
E01000154,Barnet 026E,E09000003,Barnet,25570,25770,26820,28400,28860,30640,31160,33420,33460,34770,36080,36910
E01000155,Barnet 030D,E09000003,Barnet,30220,30420,31600,33380,33820,35780,36270,38750,38650,40010,41350,42150
E01000156,Barnet 022A,E09000003,Barnet,38070,38420,39990,42330,42970,45550,46250,49480,49420,51220,52980,54040
E01000157,Barnet 022B,E09000003,Barnet,35010,35280,36690,38800,39360,41700,42320,45270,45210,46860,48480,49470
E01000158,Barnet 015A,E09000003,Barnet,35470,35880,37430,39700,40370,42850,43570,46670,46670,48410,50130,51180
E01000159,Barnet 015B,E09000003,Barnet,36430,36960,38680,41140,41960,44670,45540,48920,49040,51010,52960,54210
E01000160,Barnet 015C,E09000003,Barnet,41340,41640,43260,45670,46230,48840,49420,52680,52410,54100,55740,56630
E01000161,Barnet 015D,E09000003,Barnet,38650,38690,39960,41940,42220,44370,44680,47410,46960,48280,49560,50170
E01000162,Barnet 015E,E09000003,Barnet,36390,36670,38120,40280,40820,43180,43750,46710,46560,48150,49700,50590
E01000163,Barnet 022C,E09000003,Barnet,31610,31750,32910,34700,35110,37100,37580,40120,39990,41380,42760,43570
E01000164,Barnet 022D,E09000003,Barnet,31680,31970,33300,35270,35850,38050,38700,41490,41530,43140,44740,45760
E01000165,Barnet 022E,E09000003,Barnet,39640,39630,40870,42870,43130,45330,45640,48440,48010,49380,50720,51390
E01000166,Barnet 003A,E09000003,Barnet,37310,37760,39420,41820,42540,45160,45910,49180,49170,51000,52800,53890
E01000167,Barnet 002A,E09000003,Barnet,32640,32950,34330,36370,36950,39220,39880,42750,42780,44430,46060,47090
E01000168,Barnet 003B,E09000003,Barnet,39590,40290,42270,45060,46040,49100,50130,53910,54090,56300,58470,59860
E01000169,Barnet 003C,E09000003,Barnet,37130,37630,39320,41770,42530,45200,46000,49330,49370,51260,53130,54290
E01000170,Barnet 006A,E09000003,Barnet,34460,34870,36400,38630,39310,41760,42500,45570,45610,47370,49100,50180
E01000171,Barnet 006B,E09000003,Barnet,36300,36440,37750,39760,40150,42350,42780,45560,45290,46730,48130,48900
E01000172,Barnet 003D,E09000003,Barnet,38820,39300,41020,43520,44270,46990,47770,51160,51130,53010,54860,55970
E01000173,Barnet 006C,E09000003,Barnet,37330,37870,39620,42130,42950,45710,46590,50030,50130,52120,54080,55320
E01000174,Barnet 006D,E09000003,Barnet,34780,35060,36450,38540,39080,41380,41980,44880,44800,46410,48000,48960
E01000175,Barnet 006E,E09000003,Barnet,38950,39410,41130,43630,44380,47120,47910,51340,51330,53250,55140,56300
E01000176,Barnet 027A,E09000003,Barnet,32560,32790,34090,36040,36560,38740,39340,42110,42100,43680,45240,46220
E01000177,Barnet 029A,E09000003,Barnet,41170,41650,43450,46060,46800,49640,50420,53950,53890,55840,57760,58910
E01000178,Barnet 027B,E09000003,Barnet,40750,41010,42600,44990,45570,48220,48880,52230,52110,53960,55780,56880
E01000179,Barnet 029B,E09000003,Barnet,39430,40000,41850,44500,45350,48240,49130,52730,52820,54890,56930,58220
E01000180,Barnet 029C,E09000003,Barnet,36670,37110,38730,41080,41780,44360,45110,48330,48330,50150,51940,53040
E01000181,Barnet 029D,E09000003,Barnet,41040,41910,44130,47210,48420,51820,53100,57330,57750,60350,62940,64720
E01000182,Barnet 029E,E09000003,Barnet,39780,40450,42410,45190,46150,49200,50220,54010,54220,56460,58680,60130
E01000183,Barnet 033A,E09000003,Barnet,41940,42810,45020,48070,49180,52500,53660,57770,58040,60490,62920,64520
E01000184,Barnet 027C,E09000003,Barnet,31770,31980,33230,35110,35590,37690,38250,40910,40860,42360,43850,44760
E01000185,Barnet 029F,E09000003,Barnet,29790,30140,31450,33370,33960,36090,36740,39420,39480,41040,42590,43590
E01000186,Barnet 014A,E09000003,Barnet,42900,43240,44950,47510,48150,50940,51630,55140,54980,56870,58730,59800
E01000187,Barnet 014B,E09000003,Barnet,37590,37870,39360,41590,42160,44620,45250,48370,48270,50000,51700,52730
E01000188,Barnet 014C,E09000003,Barnet,43880,44220,45960,48560,49200,52040,52730,56310,56130,58060,59950,61040
E01000189,Barnet 014D,E09000003,Barnet,29050,29340,30570,32400,32950,35010,35650,38280,38380,39950,41530,42590
E01000190,Barnet 014E,E09000003,Barnet,40430,40830,42540,45050,45760,48520,49280,52760,52720,54660,56580,57740
E01000191,Barnet 014F,E09000003,Barnet,40390,40900,42710,45350,46170,49080,49970,53610,53700,55800,57880,59200
E01000192,Barnet 018A,E09000003,Barnet,38720,38730,39970,41950,42250,44440,44790,47600,47240,48650,50030,50750
E01000193,Barnet 018B,E09000003,Barnet,39160,39200,40500,42550,42890,45160,45570,48480,48160,49670,51140,51940
E01000194,Barnet 018C,E09000003,Barnet,36110,36130,37320,39210,39520,41620,42010,44720,44450,45860,47260,48040
E01000195,Barnet 013A,E09000003,Barnet,30450,30600,31740,33490,33910,35860,36360,38860,38790,40190,41590,42440
E01000196,Barnet 028A,E09000003,Barnet,40390,40680,42250,44600,45150,47710,48290,51520,51320,53050,54750,55730
E01000197,Barnet 023A,E09000003,Barnet,40990,41340,43000,45480,46110,48820,49510,52930,52820,54710,56570,57700
E01000198,Barnet 025A,E09000003,Barnet,41750,42270,44130,46820,47610,50540,51380,55040,55030,57080,59110,60340
E01000199,Barnet 025B,E09000003,Barnet,44460,45010,46990,49840,50670,53770,54650,58510,58460,60600,62690,63950
E01000200,Barnet 028B,E09000003,Barnet,43040,43440,45200,47800,48450,51270,51950,55460,55270,57140,58960,60000
E01000201,Barnet 028C,E09000003,Barnet,47880,48780,51230,54680,55930,59710,61040,65740,66070,68880,71680,73540
E01000202,Barnet 028D,E09000003,Barnet,44170,44860,46960,49960,50950,54230,55270,59360,59500,61880,64240,65760
E01000203,Barnet 028E,E09000003,Barnet,38540,38910,40520,42880,43510,46090,46760,50000,49920,51710,53470,54530
E01000204,Barnet 025C,E09000003,Barnet,43930,44260,45970,48530,49110,51880,52490,55950,55680,57490,59250,60210
E01000205,Barnet 035A,E09000003,Barnet,49810,50540,52840,56130,57130,60680,61700,66100,66090,68540,70950,72410
E01000206,Barnet 033B,E09000003,Barnet,79000,80130,83770,88950,90500,96090,97680,104600,104530,108350,112100,114340
E01000207,Barnet 033C,E09000003,Barnet,53240,54250,56950,60730,62050,66160,67530,72620,72880,75880,78850,80790
E01000208,Barnet 033D,E09000003,Barnet,49520,50470,52990,56510,57740,61560,62840,67570,67800,70580,73330,75130
E01000209,Barnet 035B,E09000003,Barnet,49550,50210,52440,55620,56550,59980,60920,65180,65080,67410,69690,71020
E01000210,Barnet 033E,E09000003,Barnet,48940,49820,52240,55640,56780,60470,61650,66220,66390,69040,71670,73360
E01000211,Barnet 035C,E09000003,Barnet,40720,41020,42600,44950,45470,48020,48570,51760,51510,53180,54830,55740
E01000212,Barnet 035D,E09000003,Barnet,53630,54220,56500,59800,60660,64210,65070,69470,69210,71530,73780,75030
E01000213,Barnet 033F,E09000003,Barnet,74640,75630,78960,83740,85080,90200,91540,97850,97590,100960,104220,106060
E01000214,Barnet 038E,E09000003,Barnet,47040,47660,49780,52800,53670,56920,57810,61840,61740,63950,66110,67380
E01000215,Barnet 037B,E09000003,Barnet,39440,39980,41780,44390,45210,48080,48960,52540,52630,54700,56750,58050
E01000216,Barnet 035E,E09000003,Barnet,45040,45570,47520,50350,51120,54190,55000,58820,58720,60820,62890,64130
E01000217,Barnet 035F,E09000003,Barnet,45740,46180,48050,50800,51470,54430,55130,58830,58590,60550,62460,63540
E01000218,Barnet 037C,E09000003,Barnet,40670,41080,42800,45330,46020,48790,49540,53010,52950,54890,56800,57960
E01000219,Barnet 037D,E09000003,Barnet,39100,39470,41090,43490,44140,46780,47490,50810,50760,52620,54460,55590
E01000220,Barnet 037E,E09000003,Barnet,41150,41200,42550,44670,44980,47280,47620,50560,50110,51560,52960,53660
E01000221,Barnet 039B,E09000003,Barnet,29470,29570,30640,32310,32710,34610,35100,37550,37520,38920,40320,41210
E01000222,Barnet 040C,E09000003,Barnet,36780,36620,37620,39320,39430,41320,41500,43960,43500,44690,45850,46420
E01000223,Barnet 039C,E09000003,Barnet,30920,31080,32260,34070,34540,36590,37170,39810,39820,41360,42890,43880
E01000224,Barnet 040D,E09000003,Barnet,37930,37920,39120,41040,41320,43460,43810,46560,46220,47620,49010,49750
E01000225,Barnet 037F,E09000003,Barnet,43620,44060,45900,48600,49320,52260,53030,56700,56580,58570,60530,61670
E01000226,Barnet 018D,E09000003,Barnet,29950,30060,31150,32840,33230,35140,35620,38070,38010,39390,40780,41640
E01000227,Barnet 018E,E09000003,Barnet,37500,37840,39410,41740,42410,44990,45740,49010,49030,50890,52740,53900
E01000228,Barnet 007A,E09000003,Barnet,39460,40340,42510,45520,46720,50030,51300,55410,55850,58390,60920,62660
E01000229,Barnet 013B,E09000003,Barnet,32390,32760,34180,36280,36940,39280,40020,42980,43100,44850,46590,47730
E01000230,Barnet 013C,E09000003,Barnet,38140,38380,39860,42100,42640,45110,45730,48860,48730,50450,52140,53140
E01000231,Barnet 013D,E09000003,Barnet,35530,35810,37250,39400,39980,42360,43010,46040,46010,47720,49410,50460
E01000232,Barnet 013E,E09000003,Barnet,37680,37980,39500,41770,42370,44880,45560,48740,48690,50470,52230,53310
E01000233,Barnet 013F,E09000003,Barnet,38300,38670,40290,42680,43360,46010,46760,50090,50090,51970,53830,54980
E01000234,Barnet 021D,E09000003,Barnet,38290,38710,40370,42810,43520,46200,46970,50320,50320,52210,54080,55230
E01000235,Barnet 021E,E09000003,Barnet,30980,31420,32890,35010,35740,38090,38890,41840,42020,43770,45520,46680
E01000236,Barnet 034A,E09000003,Barnet,37360,37930,39720,42280,43140,45950,46870,50370,50520,52560,54580,55880
E01000237,Barnet 032A,E09000003,Barnet,38010,38300,39810,42090,42670,45190,45840,49020,48940,50710,52460,53520
E01000238,Barnet 034B,E09000003,Barnet,38840,39100,40610,42880,43410,45890,46470,49600,49430,51110,52770,53730
E01000239,Barnet 031A,E09000003,Barnet,36980,37100,38410,40420,40790,42980,43390,46160,45860,47280,48680,49430
E01000240,Barnet 031B,E09000003,Barnet,37590,37890,39390,41620,42180,44620,45220,48290,48150,49810,51440,52390
E01000241,Barnet 031C,E09000003,Barnet,38900,39330,41010,43460,44160,46850,47590,50950,50910,52780,54630,55760
E01000242,Barnet 032B,E09000003,Barnet,39380,39640,41180,43490,44060,46620,47250,50480,50350,52120,53850,54880
E01000243,Barnet 032C,E09000003,Barnet,37110,37100,38290,40180,40450,42550,42880,45570,45220,46580,47920,48640
E01000244,Barnet 032D,E09000003,Barnet,37610,37680,38960,40970,41330,43560,43980,46830,46550,48040,49510,50330
E01000245,Barnet 032E,E09000003,Barnet,31590,31790,33020,34900,35390,37500,38070,40760,40760,42310,43860,44850
E01000246,Barnet 002B,E09000003,Barnet,41110,41470,43160,45660,46320,49070,49800,53270,53190,55110,57000,58140
E01000247,Barnet 002C,E09000003,Barnet,39000,39390,41040,43470,44160,46840,47600,50990,50980,52900,54800,55980
E01000248,Barnet 001A,E09000003,Barnet,41880,42550,44560,47410,48340,51420,52370,56180,56230,58380,60490,61790
E01000249,Barnet 001B,E09000003,Barnet,41950,42900,45220,48410,49650,53120,54400,58680,59040,61610,64140,65820
E01000250,Barnet 001C,E09000003,Barnet,39910,40480,42320,44940,45740,48580,49400,52910,52880,54830,56730,57880
E01000251,Barnet 002D,E09000003,Barnet,37590,37790,39180,41320,41800,44160,44700,47690,47520,49140,50740,51670
E01000252,Barnet 002E,E09000003,Barnet,38200,38530,40090,42410,43040,45600,46290,49530,49480,51290,53080,54180
E01000253,Barnet 007B,E09000003,Barnet,53690,53980,55960,58940,59500,62670,63210,67160,66580,68460,70260,71070
E01000254,Barnet 001D,E09000003,Barnet,42590,43400,45580,48630,49710,53010,54110,58170,58340,60680,62980,64430
E01000255,Barnet 017A,E09000003,Barnet,37290,37460,38830,40930,41370,43680,44180,47090,46870,48400,49900,50740
E01000256,Barnet 016A,E09000003,Barnet,40050,40740,42720,45490,46430,49430,50390,54110,54220,56360,58460,59780
E01000257,Barnet 017B,E09000003,Barnet,34090,34160,35320,37140,37480,39500,39900,42490,42260,43630,44990,45760
E01000258,Barnet 016B,E09000003,Barnet,41400,41990,43890,46610,47430,50370,51210,54850,54820,56840,58830,60020
E01000259,Barnet 025D,E09000003,Barnet,38330,38850,40610,43130,43910,46670,47500,50940,50990,52960,54900,56120
E01000260,Barnet 025E,E09000003,Barnet,39110,39340,40800,43020,43490,45910,46420,49470,49210,50810,52370,53250
E01000261,Barnet 017C,E09000003,Barnet,41290,41710,43460,46040,46760,49600,50390,53950,53920,55920,57890,59090
E01000262,Barnet 017D,E09000003,Barnet,41690,41620,42870,44890,45090,47290,47540,50370,49850,51200,52520,53140
E01000263,Barnet 016C,E09000003,Barnet,47630,48630,51160,54660,55950,59750,61070,65750,66030,68770,71470,73220
E01000264,Barnet 016D,E09000003,Barnet,37650,38110,39780,42180,42870,45490,46210,49470,49430,51250,53040,54140
E01000265,Barnet 011A,E09000003,Barnet,35280,35420,36710,38690,39110,41310,41810,44600,44440,45960,47460,48330
