LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,HHI_median_2001,HHI_median_2002,HHI_median_2003,HHI_median_2004,HHI_median_2005,HHI_median_2006,HHI_median_2007,HHI_median_2008,HHI_median_2009,HHI_median_2010,HHI_median_2011,HHI_median_2012
E01001634,Greenwich 009C,E09000011,Greenwich,19550,19920,20620,21980,22180,23650,24530,25490,26810,27750,29320,30090
E01001635,Greenwich 007D,E09000011,Greenwich,24280,24650,25390,26940,27030,28650,29540,30520,31890,32810,34450,35150
E01001636,Greenwich 007E,E09000011,Greenwich,22550,22910,23640,25110,25230,26790,27670,28630,29970,30880,32490,33210
E01001637,Greenwich 009D,E09000011,Greenwich,21940,22290,23000,24450,24600,26140,27040,28010,29370,30310,31950,32710
E01001638,Greenwich 038A,E09000011,Greenwich,23860,24310,25120,26730,26890,28570,29530,30560,32000,32970,34680,35430
E01001640,Greenwich 035A,E09000011,Greenwich,24050,24580,25480,27190,27440,29240,30300,31450,33030,34130,36000,36890
E01001641,Greenwich 038B,E09000011,Greenwich,30790,31340,32350,34370,34530,36620,37770,39020,40780,41920,44010,44860
E01001642,Greenwich 038C,E09000011,Greenwich,33780,34550,35840,38250,38590,41100,42570,44150,46310,47790,50340,51500
E01001644,Greenwich 038D,E09000011,Greenwich,29480,30070,31110,33120,33340,35430,36610,37900,39680,40870,42980,43900
E01001645,Greenwich 022A,E09000011,Greenwich,22970,23480,24350,26010,26280,28040,29100,30260,31830,32940,34800,35710
E01001646,Greenwich 019A,E09000011,Greenwich,24860,25260,26050,27660,27800,29500,30470,31520,33000,33990,35750,36530
E01001647,Greenwich 022B,E09000011,Greenwich,25750,26200,27040,28750,28910,30710,31730,32840,34390,35440,37290,38110
E01001648,Greenwich 022C,E09000011,Greenwich,27670,28060,28860,30560,30620,32410,33360,34410,35910,36890,38680,39410
E01001649,Greenwich 022D,E09000011,Greenwich,22470,22970,23830,25460,25730,27470,28530,29680,31230,32340,34190,35100
E01001650,Greenwich 019B,E09000011,Greenwich,22050,22520,23340,24910,25170,26860,27880,29000,30520,31600,33410,34300
E01001651,Greenwich 019C,E09000011,Greenwich,21840,22230,22960,24440,24610,26190,27120,28140,29550,30540,32220,33030
E01001652,Greenwich 019D,E09000011,Greenwich,26960,27390,28230,29970,30110,31940,32970,34090,35660,36720,38600,39420
E01001653,Greenwich 029A,E09000011,Greenwich,20130,20490,21190,22570,22770,24280,25200,26200,27570,28560,30210,31040
E01001654,Greenwich 029B,E09000011,Greenwich,22150,22410,23020,24370,24440,25890,26700,27600,28880,29750,31300,31990
E01001655,Greenwich 029C,E09000011,Greenwich,20360,20670,21310,22650,22790,24240,25090,26030,27330,28250,29820,30580
E01001656,Greenwich 034A,E09000011,Greenwich,28120,28650,29610,31500,31690,33660,34770,35970,37650,38770,40760,41620
E01001657,Greenwich 034B,E09000011,Greenwich,29410,30120,31280,33420,33770,36020,37350,38780,40720,42060,44340,45400
E01001658,Greenwich 034C,E09000011,Greenwich,26420,26890,27760,29500,29650,31460,32470,33570,35100,36120,37950,38720
E01001659,Greenwich 034D,E09000011,Greenwich,27000,27490,28390,30180,30350,32220,33260,34390,35970,37020,38890,39680
E01001660,Greenwich 029D,E09000011,Greenwich,23310,23550,24150,25530,25550,27030,27830,28720,30000,30860,32410,33080
E01001661,Greenwich 029E,E09000011,Greenwich,22110,22490,23220,24710,24880,26480,27430,28460,29900,30900,32610,33440
E01001662,Greenwich 037A,E09000011,Greenwich,30190,30810,31890,33950,34190,36360,37590,38920,40770,42010,44200,45160
E01001664,Greenwich 037B,E09000011,Greenwich,28530,29200,30320,32380,32710,34890,36180,37570,39460,40770,43000,44040
E01001665,Greenwich 037C,E09000011,Greenwich,29630,30160,31130,33080,33250,35280,36420,37650,39380,40520,42580,43460
E01001666,Greenwich 036A,E09000011,Greenwich,26130,26620,27500,29240,29410,31240,32280,33400,34970,36020,37890,38710
E01001667,Greenwich 036B,E09000011,Greenwich,22120,22640,23500,25110,25390,27100,28150,29280,30810,31900,33730,34630
E01001668,Greenwich 036C,E09000011,Greenwich,28080,28480,29300,31040,31100,32900,33870,34920,36430,37400,39210,39920
E01001669,Greenwich 033A,E09000011,Greenwich,22020,22530,23390,25010,25300,27020,28060,29200,30730,31810,33620,34520
E01001671,Greenwich 033B,E09000011,Greenwich,23400,23920,24810,26500,26770,28560,29630,30780,32350,33450,35310,36200
E01001672,Greenwich 006A,E09000011,Greenwich,22250,22560,23210,24610,24690,26170,26990,27900,29190,30050,31600,32280
E01001673,Greenwich 006B,E09000011,Greenwich,20970,21160,21690,22900,22900,24190,24880,25650,26760,27500,28860,29430
E01001674,Greenwich 006C,E09000011,Greenwich,22790,23160,23890,25390,25530,27120,28030,29030,30420,31370,33030,33790
E01001675,Greenwich 006D,E09000011,Greenwich,22800,23090,23740,25140,25210,26700,27520,28420,29710,30570,32120,32800
E01001676,Greenwich 033C,E09000011,Greenwich,22100,22460,23170,24620,24760,26300,27170,28130,29470,30380,31980,32710
E01001677,Greenwich 006E,E09000011,Greenwich,23900,24240,24960,26460,26550,28140,29020,29980,31350,32260,33900,34610
E01001678,Greenwich 017A,E09000011,Greenwich,25750,26150,26960,28610,28740,30500,31500,32590,34120,35160,37000,37820
E01001679,Greenwich 020A,E09000011,Greenwich,27750,28320,29310,31210,31450,33450,34610,35860,37600,38780,40840,41770
E01001680,Greenwich 020B,E09000011,Greenwich,29460,30030,31050,33040,33250,35340,36520,37810,39600,40800,42920,43860
E01001681,Greenwich 020C,E09000011,Greenwich,27380,27910,28850,30690,30890,32830,33940,35140,36810,37950,39930,40820
E01001682,Greenwich 020D,E09000011,Greenwich,28020,28600,29600,31530,31760,33790,34960,36230,37980,39180,41250,42190
E01001683,Greenwich 017B,E09000011,Greenwich,25800,26130,26870,28450,28520,30200,31120,32140,33580,34540,36280,37020
E01001684,Greenwich 017C,E09000011,Greenwich,24390,24790,25580,27180,27340,29050,30030,31120,32630,33670,35480,36310
E01001685,Greenwich 017D,E09000011,Greenwich,25000,25360,26110,27680,27780,29460,30400,31430,32890,33880,35630,36410
E01001686,Greenwich 020E,E09000011,Greenwich,25860,26320,27170,28890,29050,30850,31880,32990,34550,35610,37480,38310
E01001687,Greenwich 002A,E09000011,Greenwich,22370,22890,23760,25380,25630,27330,28330,29420,30890,31920,33670,34490
E01001688,Greenwich 002B,E09000011,Greenwich,25530,25930,26710,28310,28390,30050,30930,31890,33270,34150,35790,36440
E01001690,Greenwich 001A,E09000011,Greenwich,21320,21680,22380,23810,23970,25510,26410,27390,28760,29710,31340,32120
E01001692,Greenwich 001B,E09000011,Greenwich,21300,21640,22320,23720,23870,25380,26260,27220,28560,29500,31110,31880
E01001693,Greenwich 001C,E09000011,Greenwich,21550,21830,22460,23810,23890,25330,26140,27040,28310,29170,30690,31380
E01001694,Greenwich 001D,E09000011,Greenwich,22580,22930,23630,25100,25230,26800,27700,28690,30080,31030,32700,33470
E01001695,Greenwich 011A,E09000011,Greenwich,19420,19710,20310,21570,21690,23050,23840,24710,25920,26770,28240,28930
E01001696,Greenwich 011B,E09000011,Greenwich,19450,19700,20250,21470,21540,22850,23590,24400,25550,26340,27730,28360
E01001697,Greenwich 011C,E09000011,Greenwich,21630,21920,22560,23920,24010,25460,26270,27170,28440,29300,30830,31510
E01001698,Greenwich 015A,E09000011,Greenwich,20210,20650,21420,22880,23120,24670,25610,26630,28010,28990,30640,31440
E01001699,Greenwich 015B,E09000011,Greenwich,22560,22900,23600,25040,25140,26660,27500,28420,29720,30580,32130,32800
E01001700,Greenwich 011D,E09000011,Greenwich,21270,21620,22310,23710,23860,25370,26240,27200,28530,29460,31050,31800
E01001701,Greenwich 015C,E09000011,Greenwich,22880,23480,24440,26200,26560,28420,29570,30810,32480,33670,35630,36610
E01001702,Greenwich 015D,E09000011,Greenwich,18470,19040,19920,21450,21860,23510,24580,25740,27260,28400,30190,31160
E01001703,Greenwich 011E,E09000011,Greenwich,18820,19130,19750,21010,21170,22530,23340,24220,25450,26310,27780,28500
E01001704,Greenwich 011F,E09000011,Greenwich,23210,23610,24390,25940,26110,27770,28730,29770,31230,32220,33960,34750
E01001705,Greenwich 005A,E09000011,Greenwich,19580,19950,20630,21970,22140,23560,24400,25300,26550,27420,28900,29590
E01001706,Greenwich 005B,E09000011,Greenwich,20510,20930,21670,23120,23330,24880,25800,26790,28160,29120,30740,31530
E01001708,Greenwich 005C,E09000011,Greenwich,23700,24290,25270,27050,27390,29290,30450,31700,33380,34570,36550,37530
E01001709,Greenwich 004B,E09000011,Greenwich,21080,21380,22020,23350,23440,24860,25650,26510,27730,28550,30010,30640
E01001710,Greenwich 005D,E09000011,Greenwich,19210,19540,20170,21460,21600,22970,23760,24630,25840,26670,28120,28790
E01001711,Greenwich 004C,E09000011,Greenwich,24340,24600,25240,26670,26660,28160,28920,29770,31000,31770,33250,33810
E01001712,Greenwich 004D,E09000011,Greenwich,19230,19850,20790,22420,22860,24620,25780,27020,28650,29870,31780,32830
E01001713,Greenwich 005E,E09000011,Greenwich,19140,19580,20340,21760,22030,23550,24500,25520,26900,27900,29540,30380
E01032567,Greenwich 033D,E09000011,Greenwich,24320,24790,25630,27290,27480,29230,30240,31340,32860,33890,35690,36510
E01033726,Greenwich 034E,E09000011,Greenwich,21240,21860,22820,24510,24910,26720,27870,29100,30740,31940,33870,34870
E01033727,Greenwich 035B,E09000011,Greenwich,24400,25020,26020,27850,28180,30110,31280,32540,34240,35450,37450,38430
E01033728,Greenwich 035C,E09000011,Greenwich,33800,34180,35050,36990,36920,38910,39880,40950,42530,43480,45370,46000
E01033729,Greenwich 030E,E09000011,Greenwich,24140,24170,24580,25750,25560,26820,27410,28080,29120,29750,31050,31490
E01033730,Greenwich 035D,E09000011,Greenwich,25150,26010,27270,29410,29970,32240,33700,35260,37300,38800,41190,42440
E01033731,Greenwich 004E,E09000011,Greenwich,22010,22960,24290,26430,27170,29470,31050,32730,34880,36530,39020,40450
E01033732,Greenwich 036D,E09000011,Greenwich,28180,28700,29640,31520,31690,33650,34750,35940,37610,38720,40700,41550
E01033733,Greenwich 036E,E09000011,Greenwich,28920,29780,31090,33380,33890,36310,37810,39410,41540,43060,45550,46770
E01033734,Greenwich 004F,E09000011,Greenwich,24010,24760,25890,27860,28350,30430,31750,33150,35000,36330,38470,39540
E01033735,Greenwich 004G,E09000011,Greenwich,19150,19870,20900,22640,23180,25040,26300,27640,29370,30690,32710,33840
E01033736,Greenwich 004H,E09000011,Greenwich,23420,24560,26090,28490,29390,31960,33760,35660,38040,39890,42640,44220
E01033737,Greenwich 004I,E09000011,Greenwich,18310,18880,19770,21300,21720,23380,24470,25650,27180,28330,30140,31140
E01033738,Greenwich 037D,E09000011,Greenwich,28570,29020,29900,31710,31810,33690,34710,35820,37390,38420,40300,41070
E01033739,Greenwich 002E,E09000011,Greenwich,31230,31070,31360,32570,31990,33180,33470,33830,34600,34830,35810,35780
E01033740,Greenwich 002F,E09000011,Greenwich,29740,29920,30530,32060,31840,33390,34050,34790,35960,36590,38020,38380
E01033741,Greenwich 002G,E09000011,Greenwich,25650,26110,26960,28640,28780,30530,31500,32550,34020,34990,36740,37480
E01033742,Greenwich 007F,E09000011,Greenwich,22190,23060,24300,26340,26980,29150,30620,32170,34170,35690,38020,39300
E01033743,Greenwich 002H,E09000011,Greenwich,27170,27450,28130,29670,29600,31180,31950,32790,34050,34790,36300,36800
E01033744,Greenwich 007G,E09000011,Greenwich,23000,23400,24150,25660,25800,27400,28300,29280,30660,31580,33220,33940
E01033745,Greenwich 002I,E09000011,Greenwich,26370,26790,27600,29260,29340,31050,31960,32950,34360,35260,36940,37590
E01033746,Greenwich 038E,E09000011,Greenwich,29850,30580,31770,33960,34320,36620,37990,39460,41460,42860,45220,46330
E01001714,Hackney 002A,E09000012,Hackney,22910,23110,23670,24990,25000,26430,27210,28080,29350,30190,31730,32400
E01001715,Hackney 007A,E09000012,Hackney,28560,29220,30310,32360,32670,34810,36060,37410,39260,40530,42720,43720
E01001716,Hackney 007B,E09000012,Hackney,24220,24880,25910,27780,28150,30120,31330,32630,34380,35630,37690,38710
E01001717,Hackney 007C,E09000012,Hackney,27870,28370,29300,31130,31290,33200,34260,35410,37030,38090,40010,40830
E01001718,Hackney 007D,E09000012,Hackney,29420,30190,31410,33620,34010,36320,37710,39200,41210,42610,44980,46100
E01001719,Hackney 007E,E09000012,Hackney,23660,24240,25190,26940,27240,29080,30180,31370,32980,34110,36000,36900
E01001720,Hackney 007F,E09000012,Hackney,29620,30370,31560,33750,34120,36400,37760,39220,41200,42570,44900,45990
E01001722,Hackney 029A,E09000012,Hackney,22300,22790,23660,25300,25600,27380,28480,29690,31310,32490,34430,35430
E01001723,Hackney 006A,E09000012,Hackney,26720,27440,28570,30620,31020,33180,34510,35940,37850,39220,41480,42610
E01001724,Hackney 006B,E09000012,Hackney,26370,27020,28080,30030,30380,32430,33670,35010,36820,38090,40240,41280
E01001725,Hackney 004A,E09000012,Hackney,26160,26620,27490,29250,29460,31350,32460,33680,35360,36540,38560,39530
E01001726,Hackney 004B,E09000012,Hackney,21710,22140,22920,24450,24690,26350,27360,28460,29960,31040,32830,33740
E01001727,Hackney 006C,E09000012,Hackney,26990,27680,28800,30820,31200,33330,34630,36020,37900,39230,41450,42530
E01001728,Hackney 029B,E09000012,Hackney,22460,23000,23910,25600,25940,27770,28920,30170,31850,33080,35080,36120
E01001729,Hackney 019A,E09000012,Hackney,19540,19890,20560,21910,22110,23570,24460,25430,26760,27710,29300,30090
E01001730,Hackney 019B,E09000012,Hackney,19100,19440,20100,21430,21620,23060,23940,24900,26220,27170,28740,29540
E01001731,Hackney 017A,E09000012,Hackney,22010,22560,23470,25130,25460,27230,28320,29500,31080,32220,34080,35020
E01001732,Hackney 019C,E09000012,Hackney,20010,20320,20950,22270,22410,23840,24680,25610,26890,27800,29340,30090
E01001733,Hackney 015A,E09000012,Hackney,25510,26100,27080,28930,29220,31160,32300,33540,35220,36390,38380,39310
E01001734,Hackney 017B,E09000012,Hackney,24010,24470,25310,26960,27160,28900,29910,31000,32510,33540,35330,36150
E01001735,Hackney 019D,E09000012,Hackney,24060,24400,25130,26660,26780,28420,29350,30370,31810,32790,34520,35300
E01001736,Hackney 012A,E09000012,Hackney,30130,30830,31990,34150,34470,36720,38030,39450,41390,42720,45020,46070
E01001737,Hackney 012B,E09000012,Hackney,29760,30640,31970,34310,34810,37260,38770,40390,42550,44090,46620,47860
E01001738,Hackney 012C,E09000012,Hackney,29900,30570,31680,33790,34070,36260,37530,38900,40780,42070,44300,45310
E01001739,Hackney 012D,E09000012,Hackney,30650,31380,32560,34760,35080,37370,38710,40150,42130,43480,45820,46890
E01001740,Hackney 014A,E09000012,Hackney,22090,22580,23430,25040,25330,27070,28150,29320,30900,32050,33940,34910
E01001741,Hackney 009A,E09000012,Hackney,31910,32800,34170,36620,37080,39630,41170,42820,45040,46600,49210,50460
E01001742,Hackney 008A,E09000012,Hackney,26380,27030,28090,30050,30410,32490,33770,35140,37000,38330,40530,41620
E01001744,Hackney 021B,E09000012,Hackney,24550,25140,26130,27950,28270,30200,31370,32630,34340,35550,37570,38560
E01001745,Hackney 016A,E09000012,Hackney,22000,22420,23210,24750,24980,26640,27640,28730,30220,31290,33070,33960
E01001746,Hackney 016B,E09000012,Hackney,21850,22160,22820,24220,24320,25820,26660,27590,28890,29780,31340,32030
E01001747,Hackney 014B,E09000012,Hackney,25410,25870,26740,28460,28670,30500,31580,32750,34370,35500,37440,38360
E01001748,Hackney 020A,E09000012,Hackney,25180,25880,26970,28920,29320,31380,32640,34000,35810,37110,39250,40310
E01001749,Hackney 020B,E09000012,Hackney,27840,28550,29690,31770,32140,34310,35610,37000,38880,40190,42400,43440
E01001750,Hackney 021C,E09000012,Hackney,24560,25240,26310,28230,28650,30680,31950,33320,35130,36440,38580,39660
E01001751,Hackney 021D,E09000012,Hackney,32040,32850,34150,36530,36950,39450,40940,42550,44720,46230,48790,49990
E01001752,Hackney 025A,E09000012,Hackney,23850,24650,25840,27880,28460,30660,32110,33660,35690,37200,39560,40840
E01001753,Hackney 025B,E09000012,Hackney,20680,21130,21930,23460,23750,25410,26460,27600,29140,30280,32130,33110
E01001754,Hackney 025C,E09000012,Hackney,22400,23010,24000,25770,26180,28090,29320,30630,32380,33660,35720,36800
E01001755,Hackney 025D,E09000012,Hackney,21710,22170,22980,24550,24810,26500,27530,28660,30180,31280,33090,34000
E01001756,Hackney 021E,E09000012,Hackney,27390,28060,29160,31180,31530,33660,34930,36310,38170,39470,41670,42710
E01001757,Hackney 016C,E09000012,Hackney,19400,19890,20710,22220,22550,24190,25230,26370,27880,29000,30790,31760
E01001758,Hackney 016D,E09000012,Hackney,22880,23180,23850,25280,25370,26890,27740,28670,29990,30870,32440,33120
E01001759,Hackney 016E,E09000012,Hackney,24600,24950,25700,27260,27370,29040,29980,31020,32480,33470,35230,36020
E01001760,Hackney 017C,E09000012,Hackney,23660,24170,25060,26750,27000,28790,29860,31020,32590,33700,35570,36460
E01001761,Hackney 016F,E09000012,Hackney,22550,23020,23850,25470,25730,27470,28530,29680,31240,32370,34230,35160
E01001762,Hackney 017D,E09000012,Hackney,25250,25800,26750,28540,28820,30720,31840,33060,34730,35890,37860,38800
E01001763,Hackney 020C,E09000012,Hackney,25240,25890,26940,28840,29200,31200,32420,33730,35490,36740,38820,39830
E01001764,Hackney 010A,E09000012,Hackney,23250,23820,24760,26500,26840,28710,29860,31110,32790,34010,36000,37020
E01001765,Hackney 010B,E09000012,Hackney,20250,20630,21350,22760,22960,24480,25400,26400,27770,28750,30390,31210
E01001767,Hackney 010D,E09000012,Hackney,24360,24890,25810,27560,27850,29720,30860,32090,33770,34960,36960,37950
E01001768,Hackney 006D,E09000012,Hackney,26130,26800,27870,29820,30170,32230,33460,34800,36600,37860,39980,41000
E01001769,Hackney 006E,E09000012,Hackney,26960,27550,28560,30460,30730,32720,33890,35150,36870,38060,40100,41040
E01001770,Hackney 010E,E09000012,Hackney,22680,23010,23700,25140,25250,26800,27670,28630,29990,30920,32550,33290
E01001772,Hackney 024A,E09000012,Hackney,19330,19790,20580,22040,22350,23950,24960,26070,27550,28650,30420,31380
