,LSOA21NM,OBJECTID,LSOA21CD,SHAPE_Leng,SHAPE_Area,geometry
393,Bexley 016C,394,E01000409,2793.5249776936234,226549.64687632048,"POLYGON ((546025 175715, 546102 175703, 546109 175647, 546153 175656, 546189 175592, 546221 175609, 546238 175583, 546122 175491, 546124 175449, 546183 175413, 546201 175371, 546293 175271, 546344 175319, 546363 175294, 546374 175303, 546449 175206, 546433 175194, 546455 175165, 546426 175136, 546416 175088, 546437 175061, 546342 174966, 546314 174898, 546272 174888, 546261 174867, 546022 175191, 545980 175160, 545863 175299, 545923 175355, 545905 175390, 545959 175418, 545966 175438, 545883 175561, 545917 175581, 545942 175551, 545997 175568, 546025 175715))"
394,Bexley 018D,395,E01000410,2836.933694346084,272435.3289205168,"POLYGON ((545392 175568, 545513 175379, 545547 175392, 545641 175499, 545858 175231, 545760 175118, 545692 175161, 545659 175130, 545600 175009, 545664 174986, 545659 174943, 545601 174911, 545569 174976, 545284 175081, 545326 175199, 545063 175297, 545037 175288, 544965 175418, 545182 175491, 545310 175566, 545339 175566, 545373 175598, 545392 175568))"
395,Bexley 016D,396,E01000411,2210.518907108344,191238.23437700892,"POLYGON ((545980 175160, 546022 175191, 546261 174867, 546269 174740, 546238 174739, 545910 174855, 545880 174811, 545601 174911, 545659 174943, 545664 174986, 545600 175009, 545659 175130, 545692 175161, 545760 175118, 545858 175231, 545827 175265, 545862 175301, 545980 175160))"
396,Bexley 018E,397,E01000412,3734.6340120901323,250178.25780470629,"POLYGON ((545357 175625, 545373 175598, 545339 175566, 545310 175566, 545098 175456, 544965 175418, 545037 175288, 545063 175297, 545326 175199, 545284 175081, 545569 174976, 545591 174915, 545417 174978, 545378 174908, 545138 174990, 545115 175023, 545028 175024, 545006 175116, 544704 175254, 544584 175353, 544567 175346, 544506 175414, 545000 175527, 545114 175565, 545329 175670, 545357 175625))"
397,Bexley 018F,398,E01000413,3270.0985728302653,201857.14038037497,"POLYGON ((545879 174811, 545910 174855, 546238 174739, 546269 174740, 546263 174661, 546372 174623, 546340 174520, 546265 174532, 546231 174497, 546243 174551, 546202 174570, 546128 174592, 546121 174577, 545987 174630, 545864 174624, 545864 174689, 545776 174723, 545767 174613, 545482 174660, 545365 174648, 545340 174596, 545289 174637, 545346 174697, 545398 174724, 545419 174780, 545447 174772, 545485 174819, 545515 174805, 545531 174856, 545378 174908, 545417 174978, 545879 174811))"
398,Bexley 016E,399,E01000414,3630.56475211506,294515.58005574474,"POLYGON ((546479 175936, 546468 175879, 546537 175868, 546530 175826, 546491 175832, 546527 175740, 546505 175743, 546495 175723, 546512 175683, 546473 175582, 546414 175612, 546389 175595, 546388 175572, 546274 175548, 546192 175488, 546122 175491, 546238 175580, 546221 175609, 546189 175592, 546162 175650, 546109 175647, 546102 175703, 546025 175715, 546047 175880, 545862 175923, 545820 175770, 545779 175709, 545782 175683, 545798 175685, 545773 175667, 545668 175691, 545668 175722, 545643 175730, 545602 175733, 545582 175716, 545529 175788, 545947 176031, 546133 176085, 546313 176095, 546460 176076, 546446 176004, 546483 175990, 546479 175936))"
399,Bexley 016F,400,E01000415,2792.2230579795537,228645.31429981944,"POLYGON ((545914 175908, 546052 175873, 545997 175568, 545942 175551, 545917 175581, 545883 175561, 545965 175450, 545959 175418, 545905 175390, 545923 175355, 545827 175265, 545641 175499, 545547 175392, 545513 175379, 545329 175670, 545529 175788, 545582 175716, 545602 175733, 545643 175730, 545668 175722, 545668 175691, 545773 175667, 545798 175685, 545782 175683, 545779 175709, 545820 175770, 545855 175914, 545914 175908))"
400,Bexley 002A,401,E01000416,2855.4521404548773,178242.05089878352,"POLYGON ((547822 179548, 547824 179458, 547798 179457, 547798 179425, 547759 179422, 547759 179390, 547780 179374, 547804 179383, 547807 179358, 547762 179349, 547755 179313, 547798 179293, 547842 179307, 547846 179189, 547720 179166, 547697 179182, 547694 179079, 547642 179074, 547658 179063, 547414 179043, 547424 179013, 547369 179010, 547352 179315, 547470 179338, 547473 179324, 547477 179344, 547432 179364, 547424 179461, 547469 179461, 547495 179500, 547524 179464, 547550 179502, 547562 179472, 547550 179417, 547650 179418, 547664 179493, 547692 179508, 547682 179530, 547611 179531, 547628 179578, 547818 179587, 547822 179548))"
401,Bexley 006B,402,E01000417,4956.822680118639,745451.4246142121,"POLYGON ((547425 178953, 547435 178930, 547470 178923, 547490 178893, 547511 178896, 547579 178843, 547668 178750, 547761 178720, 547938 178722, 548055 178640, 548119 178553, 548197 178509, 548174 178385, 548392 178371, 548326 178321, 548409 178165, 548385 178130, 548413 178074, 548539 178125, 548416 178067, 548344 178014, 548300 178062, 548237 178023, 548267 178020, 548277 177996, 548223 177970, 548217 177930, 548176 177942, 548176 177963, 548146 177966, 548141 177983, 548127 177988, 548091 177925, 548126 177871, 548092 177843, 548048 177877, 547803 177860, 547767 177877, 547826 177905, 547801 177945, 547710 177794, 547580 177717, 547569 177758, 547578 177786, 547548 177817, 547521 177803, 547451 178076, 547439 178425, 547389 178655, 547369 179010, 547412 179013, 547425 178953))"
402,Bexley 002B,403,E01000418,4068.1235949456136,515469.3608633706,"POLYGON ((547908 179175, 547912 179085, 548578 179144, 548594 179006, 548454 178982, 548467 178877, 548499 178878, 548483 178729, 548451 178611, 548457 178488, 548434 178402, 548392 178371, 548174 178385, 548197 178509, 548119 178553, 548055 178640, 547938 178722, 547761 178720, 547674 178747, 547511 178896, 547490 178893, 547470 178923, 547426 178938, 547414 179043, 547658 179063, 547642 179074, 547694 179079, 547697 179182, 547720 179166, 547846 179189, 547840 179320, 547901 179331, 547908 179175))"
403,Bexley 006C,404,E01000419,2720.7061217551027,263751.0152591461,"POLYGON ((547812 177896, 547767 177877, 547811 177858, 548066 177870, 548092 177843, 548070 177823, 548115 177809, 548185 177706, 548151 177654, 548197 177648, 548214 177657, 548208 177670, 548231 177633, 547923 177445, 547979 177358, 547743 177213, 547612 177457, 547521 177803, 547548 177817, 547578 177786, 547569 177758, 547580 177717, 547710 177794, 547801 177945, 547826 177905, 547812 177896))"
404,Bexley 006D,405,E01000420,3690.4985089330385,274491.31057898613,"POLYGON ((548539 178026, 548538 178009, 548569 178008, 548575 177901, 548659 177918, 548691 177798, 548786 177804, 548854 177785, 548940 177716, 549014 177690, 548979 177658, 548947 177682, 548721 177512, 548715 177466, 548663 177443, 548631 177473, 548600 177447, 548573 177476, 548497 177443, 548464 177479, 548428 177449, 548410 177456, 548391 177487, 548576 177576, 548561 177606, 548435 177555, 548351 177790, 548334 177776, 548338 177700, 548318 177683, 548256 177724, 548232 177783, 548167 177793, 548139 177772, 548115 177809, 548070 177823, 548126 177871, 548091 177925, 548127 177988, 548146 177966, 548176 177963, 548176 177942, 548217 177930, 548223 177970, 548277 177996, 548267 178020, 548237 178023, 548300 178062, 548344 178014, 548416 178067, 548539 178125, 548539 178026))"
405,Bexley 009D,406,E01000421,3826.2915186293185,288557.04705741524,"POLYGON ((548277 177703, 548333 177688, 548334 177776, 548351 177790, 548435 177555, 548561 177606, 548576 177576, 548391 177487, 548397 177471, 548428 177449, 548465 177479, 548497 177443, 548573 177476, 548601 177447, 548631 177473, 548661 177443, 548715 177466, 548710 177315, 548434 177125, 548275 177351, 547958 177106, 547821 177198, 547800 177198, 547778 177234, 547979 177358, 547923 177445, 548231 177633, 548208 177670, 548214 177657, 548197 177648, 548151 177654, 548161 177688, 548187 177701, 548139 177772, 548167 177793, 548232 177783, 548277 177703))"
406,Bexley 002C,407,E01000422,3020.7183399608707,104206.4133443098,"POLYGON ((547885 179602, 547903 179589, 547890 179578, 547901 179331, 547840 179320, 547842 179307, 547805 179294, 547755 179313, 547762 179349, 547807 179358, 547804 179383, 547780 179374, 547759 179390, 547759 179422, 547798 179425, 547798 179457, 547824 179458, 547818 179587, 547617 179568, 547620 179523, 547635 179540, 547658 179522, 547682 179530, 547692 179508, 547664 179493, 547650 179418, 547550 179417, 547562 179472, 547553 179500, 547538 179501, 547542 179477, 547524 179464, 547486 179499, 547488 179472, 547424 179461, 547432 179364, 547477 179353, 547473 179324, 547470 179338, 547352 179315, 547336 179616, 547887 179643, 547885 179602))"
407,Bexley 025C,408,E01000423,2752.520099003559,283246.08656611847,"POLYGON ((544652 172880, 544698 172838, 544678 172787, 544825 172715, 544809 172702, 544792 172574, 544839 172564, 544867 172582, 544890 172549, 544879 172532, 544898 172497, 544968 172529, 544943 172408, 544959 172344, 544950 172267, 544895 172271, 544880 172189, 544738 172255, 544314 172396, 544389 172475, 544412 172523, 544381 172561, 544422 172600, 544393 172650, 544431 172697, 544325 172811, 544424 172920, 544523 172880, 544560 172953, 544629 172942, 544652 172880))"
408,Bexley 026A,409,E01000424,3381.174959770678,385729.515740201,"POLYGON ((546126 172583, 546131 172599, 546168 172599, 546167 172584, 546183 172584, 546179 172531, 546218 172532, 546210 172409, 546177 172408, 546174 172364, 546163 172364, 546168 172292, 546198 172293, 546199 172257, 546160 172255, 546157 172169, 546136 172107, 546123 172107, 546130 171938, 546124 171909, 546108 171906, 546108 171870, 546131 171873, 546056 171833, 546018 171878, 545938 171894, 545897 171879, 545878 171826, 545780 171850, 545853 172023, 545758 172032, 545769 172118, 545708 172146, 545702 172265, 545487 172268, 545524 172384, 545476 172397, 545483 172435, 545540 172438, 545662 172508, 545656 172542, 545682 172550, 545723 172595, 545807 172727, 546056 172682, 546054 172584, 546126 172583))"
409,Bexley 025D,410,E01000425,3411.1751638034752,366936.2519794238,"POLYGON ((545714 172584, 545656 172542, 545662 172508, 545540 172438, 545366 172449, 545311 172475, 545265 172441, 545081 172445, 545044 172398, 544988 172264, 544950 172267, 544959 172344, 544943 172408, 544968 172529, 544898 172497, 544879 172532, 544890 172549, 544867 172582, 544839 172564, 544792 172574, 544809 172702, 544825 172715, 544678 172787, 544698 172838, 544655 172875, 544629 172942, 545807 172727, 545714 172584))"
410,Bexley 026B,411,E01000426,2376.2358380622145,255990.03890643397,"POLYGON ((545363 172453, 545483 172435, 545476 172397, 545524 172384, 545445 172168, 545420 172153, 545447 172124, 545423 172007, 545356 172025, 545335 172001, 545298 172028, 545250 171945, 545263 171852, 545250 171772, 545196 171762, 545177 171789, 545156 171779, 544968 172094, 544880 172189, 544893 172265, 544988 172264, 545044 172398, 545081 172445, 545265 172441, 545311 172475, 545363 172453))"
411,Bexley 026C,412,E01000427,3631.4087519221216,407282.4550236728,"POLYGON ((545783 172020, 545853 172023, 545780 171850, 545863 171828, 545862 171813, 545813 171774, 545773 171809, 545738 171750, 545738 171772, 545713 171769, 545697 171686, 545745 171686, 545720 171580, 545817 171563, 545875 171444, 545838 171382, 545809 171405, 545774 171319, 545698 171346, 545702 171374, 545635 171386, 545639 171341, 545580 171279, 545360 171497, 545156 171779, 545177 171789, 545196 171762, 545250 171772, 545263 171852, 545250 171945, 545298 172028, 545335 172001, 545356 172025, 545423 172007, 545447 172124, 545420 172153, 545445 172168, 545485 172271, 545702 172265, 545708 172146, 545769 172118, 545758 172032, 545783 172020))"
412,Bexley 027D,413,E01000428,5318.4348344620275,892933.3218775683,"POLYGON ((545965 171887, 546018 171878, 546056 171833, 546131 171873, 546164 171872, 546160 171748, 546092 171743, 546090 171702, 546075 171701, 546115 171667, 546130 171505, 546177 171507, 546190 171467, 546262 171439, 546278 171414, 546274 171380, 546317 171360, 546333 171356, 546344 171383, 546511 171359, 546639 171311, 546626 171276, 546666 171263, 546688 171204, 546737 171182, 546847 171075, 546930 170863, 546850 170720, 546753 170420, 546662 170452, 546362 170617, 546285 170692, 545814 171058, 545580 171279, 545639 171341, 545635 171386, 545702 171374, 545698 171346, 545774 171319, 545809 171405, 545840 171385, 545875 171444, 545817 171563, 545720 171580, 545745 171686, 545697 171686, 545713 171769, 545738 171772, 545738 171750, 545773 171809, 545813 171774, 545863 171828, 545878 171826, 545897 171879, 545965 171887))"
413,Bexley 008B,414,E01000429,3112.1559490624927,309459.7620044542,"POLYGON ((552188 177847, 552206 177839, 552231 177919, 552361 177925, 552383 177882, 552420 177879, 552330 177659, 552302 177510, 552240 177390, 551954 177309, 551815 177253, 551786 177265, 551820 177313, 551886 177349, 551908 177382, 551908 177505, 551802 177514, 551793 177548, 551753 177565, 551756 177713, 551796 177718, 551797 177749, 551717 177752, 551716 177721, 551675 177710, 551684 177806, 551750 177855, 551910 177807, 551934 177986, 552194 177916, 552188 177847))"
414,Bexley 008C,415,E01000430,9338.73148028487,1512788.4568585523,"MULTIPOLYGON (((552955 177987, 552991 177973, 552983 177935, 553010 177916, 553012 177861, 552971 177860, 552972 177845, 552933 177834, 552878 177790, 552801 177788, 552780 177778, 552798 177808, 552851 177812, 552878 177845, 552899 177898, 552903 177939, 552931 177906, 552945 177915, 552923 177919, 552910 177946, 552916 177966, 552955 177987)), ((553724 178260, 553747 178259, 554091 178049, 554026 178020, 553978 177942, 553975 177862, 553988 177820, 553988 177858, 553995 177828, 554010 177825, 554014 177719, 554000 177788, 554004 177719, 553964 177650, 553750 177566, 553706 177527, 553664 177464, 553658 177363, 553677 177237, 553545 177084, 553508 177067, 553469 176975, 553283 176852, 553019 176985, 552803 177029, 552755 177022, 552727 177035, 552615 177011, 552593 177036, 552575 177010, 552541 177012, 552517 176948, 552501 176956, 552478 176941, 552442 176973, 552531 177018, 552513 177047, 552526 177103, 552513 177289, 552467 177373, 552432 177402, 552240 177390, 552302 177510, 552330 177659, 552420 177879, 552555 177921, 552587 177897, 552678 177921, 552695 177902, 552673 177877, 552693 177894, 552697 177910, 552712 177893, 552710 177916, 552767 177927, 552794 177900, 552771 177905, 552763 177881, 552748 177887, 552753 177872, 552721 177827, 552699 177838, 552689 177834, 552717 177820, 552698 177811, 552709 177791, 552684 177790, 552723 177788, 552712 177806, 552747 177856, 552805 177902, 552806 177955, 552831 177955, 552816 177975, 552906 177975, 552911 177968, 552891 177912, 552894 177896, 552869 177872, 552883 177866, 552877 177849, 552804 177810, 552825 177842, 552843 177837, 552825 177845, 552808 177827, 552773 177767, 552799 177785, 552815 177780, 552839 177783, 552847 177779, 552877 177786, 552915 177804, 552942 177835, 552971 177836, 553010 177853, 552997 177834, 553018 177858, 553020 177919, 552996 177938, 552994 177991, 553048 177994, 553088 178011, 553041 177994, 553010 178001, 553021 178037, 553080 178052, 553131 178045, 553195 178070, 553066 177927, 553214 178075, 553242 178028, 553301 178059, 553291 178100, 553319 178132, 553411 178142, 553503 178177, 553500 178187, 553527 178168, 553582 178268, 553668 178292, 553724 178260)))"
415,Bexley 008D,416,E01000431,2530.2130279177472,146479.34343918224,"POLYGON ((551797 177749, 551796 177718, 551756 177713, 551753 177565, 551793 177548, 551802 177514, 551908 177505, 551908 177382, 551886 177349, 551820 177313, 551786 177265, 551815 177253, 551770 177218, 551961 176993, 551764 176968, 551778 176974, 551778 177005, 551738 177011, 551731 177085, 551749 177136, 551583 177132, 551584 177509, 551666 177517, 551675 177710, 551716 177721, 551717 177752, 551797 177749))"
416,Bexley 008F,417,E01000433,3972.8349919229804,311180.4060746446,"POLYGON ((551721 177144, 551740 177143, 551754 177123, 551731 177087, 551738 177011, 551778 177005, 551778 176974, 551764 176968, 551788 176692, 551804 176668, 551846 176664, 551885 176711, 551887 176698, 551936 176679, 551948 176651, 552088 176639, 552090 176657, 552155 176700, 552259 176530, 552210 176530, 552194 176483, 552240 176488, 552255 176438, 552246 176390, 552113 176245, 552085 176284, 552058 176284, 552083 176225, 551948 176226, 551946 176252, 551897 176258, 551942 176322, 551946 176409, 551944 176431, 551937 176417, 551903 176426, 551903 176449, 551868 176442, 551873 176414, 551849 176384, 551854 176335, 551784 176347, 551785 176385, 551748 176390, 551714 176495, 551589 176472, 551596 176396, 551538 176385, 551526 176500, 551507 176533, 551537 176531, 551532 176683, 551579 176684, 551568 176925, 551583 177132, 551721 177144))"
417,Bexley 008G,418,E01000434,6817.951481265714,1547723.0014754524,"MULTIPOLYGON (((552866 175529, 552843 175541, 552844 175558, 552847 175560, 552866 175529)), ((553139 175382, 553126 175329, 552989 175325, 552876 175513, 552909 175561, 553148 175527, 553165 175483, 553139 175382)), ((552614 177012, 552727 177035, 553019 176985, 553283 176852, 553469 176975, 553464 176948, 553489 176908, 553574 176809, 553638 176760, 553667 176712, 553668 176583, 553607 176382, 553635 176042, 553448 175935, 553315 175789, 553241 175749, 553113 175559, 552873 175582, 552841 175570, 552565 176027, 552454 176126, 552322 176171, 552040 176171, 552089 176221, 552058 176284, 552085 176284, 552113 176245, 552246 176390, 552255 176438, 552240 176488, 552194 176483, 552210 176530, 552451 176571, 552436 176736, 552422 176752, 552375 176750, 552351 176812, 552343 176962, 552395 176965, 552402 176992, 552455 176990, 552442 176973, 552478 176941, 552501 176956, 552517 176948, 552541 177012, 552575 177010, 552593 177036, 552614 177012)))"
418,Bexley 010E,419,E01000435,2856.1491697050196,175179.514028533,"POLYGON ((551537 176536, 551531 176525, 551507 176533, 551526 176500, 551538 176385, 551596 176396, 551589 176472, 551714 176495, 551748 176390, 551785 176385, 551784 176347, 551854 176335, 551849 176384, 551873 176414, 551868 176442, 551903 176449, 551903 176426, 551937 176417, 551944 176431, 551946 176409, 551942 176322, 551897 176258, 551946 176252, 551948 176226, 552089 176221, 552040 176171, 551347 176171, 551347 176238, 551312 176239, 551313 176280, 551378 176279, 551380 176584, 551528 176583, 551537 176536))"
419,Bexley 011E,420,E01000436,3068.8129699506735,277149.03606832144,"POLYGON ((549005 177407, 548982 177367, 549019 177174, 549040 177156, 549053 177091, 549045 177068, 549002 177062, 549016 176936, 548987 176888, 548911 176904, 548851 176886, 548865 176844, 548905 176863, 549009 176840, 548998 176788, 549038 176769, 549020 176731, 548860 176771, 548750 176839, 548661 176946, 548620 176924, 548579 176953, 548546 176909, 548487 176942, 548454 176936, 548458 177013, 548397 177089, 548710 177315, 548711 177443, 548750 177416, 548800 177458, 548851 177404, 548903 177440, 548912 177464, 549031 177534, 549059 177486, 549005 177407))"
420,Bexley 007A,421,E01000437,3062.9685212181257,266195.03076337936,"POLYGON ((549737 177812, 549774 177770, 549762 177705, 549794 177722, 549816 177680, 549879 177708, 549895 177624, 549841 177613, 549834 177648, 549794 177652, 549819 177548, 549916 177346, 549932 177269, 549910 177270, 549903 177214, 549870 177200, 549871 177241, 549748 177262, 549694 177225, 549632 177224, 549625 177255, 549597 177254, 549596 177316, 549512 177313, 549506 177353, 549479 177344, 549452 177355, 549430 177333, 549275 177315, 549254 177297, 549148 177281, 549133 177368, 549172 177533, 549424 177600, 549419 177640, 549678 177725, 549660 177765, 549705 177779, 549684 177815, 549679 177825, 549688 177808, 549732 177828, 549737 177812))"
421,Bexley 007B,422,E01000438,1997.770218401362,183056.65314417653,"POLYGON ((550160 177667, 550172 177699, 550220 177676, 550209 177610, 550222 177549, 550327 177541, 550309 177359, 550269 177358, 550254 177314, 550266 177269, 550091 177244, 549976 177194, 549819 177548, 549794 177652, 549834 177648, 549841 177613, 549895 177624, 549878 177709, 549984 177727, 550041 177719, 550160 177667))"
422,Bexley 007C,423,E01000439,3157.9719225016456,252178.92531893298,"POLYGON ((550503 177575, 550496 177527, 550510 177525, 550571 177395, 550679 177316, 550666 177296, 550633 176952, 550433 176938, 550431 176989, 550353 176985, 550352 176969, 550315 176976, 550256 176958, 550232 176904, 550213 176899, 550204 176905, 550280 177110, 550290 177190, 550046 177079, 549976 177194, 550102 177247, 550266 177269, 550254 177314, 550269 177358, 550309 177359, 550327 177541, 550222 177549, 550209 177610, 550220 177676, 550353 177640, 550378 177592, 550503 177575))"
423,Bexley 007D,424,E01000440,3178.0866429353123,241778.2878059941,"POLYGON ((549477 177344, 549506 177353, 549512 177313, 549596 177316, 549597 177254, 549625 177255, 549622 177190, 549570 177190, 549583 176994, 549659 176966, 549686 176974, 549692 176957, 549726 176981, 549745 176931, 549633 176901, 549491 176973, 549484 176922, 549523 176900, 549522 176850, 549112 176920, 549038 176769, 548998 176788, 549009 176840, 548905 176863, 548865 176844, 548851 176886, 548911 176904, 548987 176888, 549000 176904, 549018 176946, 549002 177062, 549045 177068, 549041 177119, 549120 177139, 549100 177231, 549240 177261, 549233 177297, 549275 177315, 549430 177333, 549452 177355, 549477 177344))"
424,Bexley 007E,425,E01000441,3076.860134111465,235489.56608650374,"POLYGON ((549970 177204, 550046 177079, 550290 177190, 550280 177110, 550204 176905, 550213 176899, 549967 176828, 549957 176771, 549897 176791, 549806 176781, 549784 176756, 549724 176785, 549716 176866, 549666 176858, 549668 176836, 549630 176842, 549633 176862, 549596 176869, 549580 176851, 549583 176870, 549485 176920, 549491 176973, 549633 176901, 549745 176931, 549726 176981, 549692 176957, 549686 176974, 549659 176966, 549583 176994, 549570 177190, 549622 177190, 549632 177224, 549694 177225, 549748 177262, 549871 177241, 549870 177200, 549903 177214, 549910 177270, 549933 177268, 549970 177204))"
425,Bexley 006E,426,E01000442,3892.567903397988,307444.79321785725,"POLYGON ((549676 177746, 549674 177723, 549419 177640, 549424 177600, 549172 177533, 549133 177368, 549148 177281, 549233 177297, 549240 177261, 549100 177231, 549120 177139, 549041 177119, 549040 177156, 549019 177174, 548981 177374, 549059 177486, 549031 177534, 548912 177464, 548903 177440, 548851 177404, 548800 177458, 548750 177416, 548711 177443, 548721 177512, 548947 177682, 548979 177658, 549010 177683, 548917 177739, 549008 177796, 549026 177826, 549248 177876, 549650 178000, 549669 177851, 549705 177779, 549660 177765, 549676 177746))"
426,Bexley 024B,427,E01000443,3188.225798306699,273807.04812968214,"POLYGON ((547582 173540, 547601 173489, 547618 173273, 547594 173272, 547589 173246, 547629 173200, 547679 173244, 547725 173246, 547727 173297, 547805 173272, 547889 173208, 547987 173212, 547987 173176, 548014 173180, 548044 173162, 548070 173181, 548126 173187, 548163 173154, 548097 173119, 548076 173091, 548037 173123, 547998 173091, 547932 173119, 547895 173083, 547882 173006, 547841 173008, 547807 172890, 547816 172842, 547457 172783, 547353 173243, 547316 173313, 547339 173330, 547340 173365, 547501 173399, 547533 173495, 547490 173539, 547490 173540, 547549 173586, 547582 173540))"
427,Bexley 023B,428,E01000444,5760.0099209401415,1379720.1192303998,"POLYGON ((550888 173674, 550973 173592, 550900 173412, 550903 173376, 550861 173313, 550833 173173, 550737 173001, 550694 172875, 550691 172787, 550711 172752, 550722 172554, 550671 172495, 550713 172482, 550682 172367, 550641 172374, 550550 172170, 550523 172177, 550529 172213, 550503 172208, 550487 172225, 550301 172289, 550244 172234, 550235 172283, 550188 172347, 550157 172335, 550112 172370, 549963 172413, 549959 172530, 550014 172547, 550013 172584, 549954 172733, 549860 172808, 549802 172960, 549755 172992, 549763 173020, 549804 172980, 549837 173043, 549873 172996, 549901 173037, 549886 173080, 549789 173116, 549830 173204, 549930 173256, 549953 173301, 549784 173330, 549793 173397, 549761 173419, 549780 173461, 549829 173450, 549829 173658, 549802 173651, 549791 173663, 550382 173916, 550689 173802, 550888 173674))"
428,Bexley 024C,429,E01000445,5784.135893567142,591145.5218039135,"POLYGON ((548514 173522, 548532 173523, 548542 173502, 548607 173466, 548579 173403, 548544 173408, 548535 173390, 548558 173373, 548570 173329, 548558 173307, 548536 173290, 548502 173303, 548480 173283, 548531 173138, 548822 173263, 548833 173189, 548978 172823, 548964 172771, 548903 172754, 548865 172777, 548838 172772, 548784 172663, 548627 172573, 548478 172665, 548492 172711, 548477 172722, 548498 172740, 548467 172776, 548447 172757, 548292 172921, 548249 172946, 548023 172881, 547816 172842, 547807 172890, 547841 173008, 547882 173006, 547895 173083, 547932 173119, 547998 173091, 548037 173123, 548076 173091, 548097 173119, 548163 173154, 548126 173187, 548070 173181, 548044 173162, 548014 173180, 547987 173176, 547987 173212, 547889 173208, 547805 173272, 547727 173297, 547725 173246, 547679 173244, 547629 173200, 547589 173246, 547594 173272, 547618 173273, 547616 173309, 547648 173315, 547670 173347, 547704 173328, 547778 173340, 547820 173304, 547831 173329, 547966 173364, 548060 173442, 548090 173420, 548115 173448, 548157 173460, 548175 173429, 548250 173445, 548259 173413, 548280 173415, 548286 173448, 548462 173434, 548478 173461, 548445 173474, 548453 173498, 548433 173575, 548514 173522))"
429,Bexley 024D,430,E01000446,2964.0068038376835,280065.0389342453,"POLYGON ((547939 173771, 548079 173750, 548217 173749, 548214 173576, 548178 173527, 548157 173460, 548115 173448, 548090 173420, 548060 173442, 547966 173364, 547831 173329, 547820 173304, 547778 173340, 547704 173328, 547670 173347, 547648 173315, 547615 173308, 547599 173500, 547549 173586, 547490 173539, 547533 173495, 547501 173399, 547435 173379, 547375 173381, 547330 173360, 547339 173330, 547316 173313, 547308 173322, 547268 173442, 547290 173448, 547299 173471, 547493 173641, 547564 173689, 547669 173725, 547843 173742, 547917 173775, 547939 173771))"
430,Bexley 023C,431,E01000447,6874.657514398758,991538.9092229829,"POLYGON ((550024 173762, 549791 173663, 549802 173651, 549829 173658, 549829 173450, 549780 173461, 549761 173419, 549793 173397, 549784 173330, 549953 173301, 549930 173256, 549830 173204, 549789 173116, 549886 173080, 549901 173037, 549873 172996, 549837 173043, 549804 172980, 549763 173020, 549755 172992, 549706 172972, 549604 172857, 549500 172851, 549445 172882, 549339 172988, 549232 172865, 549196 172865, 549102 172917, 549070 172917, 548993 172783, 548964 172771, 548978 172823, 548831 173200, 549382 173435, 549329 173554, 549267 173567, 549251 173604, 549278 173605, 549287 173631, 549327 173662, 549335 173633, 549391 173636, 549433 173605, 549467 173627, 549506 173695, 549492 173745, 549469 173705, 549444 173718, 549435 173748, 549428 173736, 549404 173744, 549333 173854, 549363 173899, 549441 173954, 549432 174035, 549471 174085, 549335 174148, 549355 174175, 549322 174346, 549486 174345, 549718 174291, 549876 174211, 550162 174007, 550382 173916, 550024 173762))"
431,Bexley 023D,432,E01000448,4847.082427046641,455587.368990955,"POLYGON ((548685 173887, 548733 173859, 548782 173853, 548841 173797, 548813 173767, 548700 173810, 548683 173766, 548713 173755, 548745 173697, 548817 173642, 548953 173600, 548996 173618, 548985 173548, 549070 173540, 549157 173580, 549151 173545, 549177 173486, 549267 173567, 549315 173562, 549382 173435, 548831 173200, 548822 173263, 548531 173138, 548480 173283, 548502 173303, 548536 173290, 548558 173307, 548570 173329, 548558 173373, 548535 173390, 548544 173408, 548579 173403, 548607 173466, 548433 173575, 548453 173498, 548445 173474, 548478 173461, 548462 173434, 548286 173448, 548280 173415, 548259 173413, 548250 173445, 548175 173429, 548157 173460, 548178 173527, 548214 173576, 548217 173749, 548202 173752, 548218 173771, 548237 173763, 548264 173780, 548287 173818, 548317 173812, 548410 173874, 548483 173887, 548497 173899, 548452 173924, 548618 174020, 548620 173918, 548685 173887))"
432,Bexley 023E,433,E01000449,3743.9811750394865,456693.6884771909,"POLYGON ((549324 174335, 549355 174175, 549335 174148, 549471 174085, 549432 174035, 549441 173954, 549363 173899, 549333 173854, 549407 173742, 549433 173737, 549435 173748, 549444 173718, 549469 173705, 549492 173745, 549506 173695, 549467 173627, 549433 173605, 549391 173636, 549335 173633, 549322 173662, 549278 173605, 549251 173604, 549267 173567, 549177 173486, 549151 173545, 549157 173580, 549070 173540, 548985 173548, 548996 173618, 548953 173600, 548872 173617, 548745 173697, 548713 173755, 548683 173766, 548700 173810, 548813 173767, 548841 173797, 548782 173853, 548733 173859, 548620 173918, 548618 174020, 549003 174221, 548984 174325, 549096 174321, 549322 174346, 549324 174335))"
