,LSOA21NM,OBJECTID,LSOA21CD,SHAPE_Leng,SHAPE_Area,geometry
2811,Kingston upon Thames 002D,2812,E01002956,4913.7613196141565,640440.7509235855,"POLYGON ((521003 171814, 521004 171802, 520995 171810, 520914 171772, 520878 171704, 520949 171679, 521023 171687, 521050 171660, 521050 171636, 521118 171644, 521113 171670, 521128 171692, 521146 171671, 521144 171646, 521224 171649, 521252 171489, 521228 171440, 521258 171418, 521325 171421, 521339 171350, 521271 171340, 521256 171318, 521279 171298, 521288 171213, 521020 171110, 520958 171112, 520943 171078, 520619 171005, 520599 171037, 520530 171058, 520317 171090, 520263 171144, 520191 171174, 520183 171141, 520151 171163, 520137 171141, 520235 171075, 520236 171062, 520197 171035, 520194 171011, 520213 170994, 520190 170965, 520164 170960, 520143 171006, 520088 171037, 520058 170972, 520013 170989, 520019 171009, 519972 171026, 520301 171471, 520614 171759, 520696 171722, 520700 171693, 520739 171741, 520768 171708, 520766 171675, 520813 171687, 520806 171738, 520988 171905, 521017 171847, 521019 171821, 521003 171814))"
2812,Kingston upon Thames 003E,2813,E01002957,3102.0893828077474,228674.3965977874,"POLYGON ((519963 170611, 519998 170619, 520007 170592, 520061 170565, 520083 170582, 520210 170604, 520192 170737, 520219 170763, 520373 170606, 520270 170492, 520197 170460, 520090 170378, 520061 170305, 519989 170287, 519968 170196, 519882 170108, 519789 170301, 519767 170308, 519670 170196, 519662 170250, 519621 170293, 519682 170350, 519735 170345, 519756 170409, 519741 170434, 519632 170424, 519661 170445, 519656 170469, 519678 170510, 519697 170506, 519716 170538, 519636 170597, 519658 170607, 519784 170776, 519942 170708, 519921 170642, 519958 170631, 519963 170611))"
2813,Kingston upon Thames 008C,2814,E01002958,3028.6593848550683,185013.72897533095,"POLYGON ((520917 169009, 520922 168958, 520951 168965, 520952 168939, 520970 168925, 520952 168893, 520924 168890, 520926 168819, 520798 168791, 520795 168746, 520750 168735, 520751 168702, 520787 168707, 520818 168688, 520832 168714, 520871 168719, 520892 168704, 520908 168722, 520955 168728, 520975 168710, 520931 168695, 520931 168652, 520950 168655, 520955 168625, 520973 168618, 520973 168573, 521006 168522, 520759 168440, 520759 168470, 520558 168521, 520386 168637, 520426 168655, 520466 168634, 520557 168638, 520515 168686, 520487 168765, 520561 168847, 520558 168883, 520601 168888, 520598 168930, 520634 168931, 520666 168964, 520710 168921, 520743 168926, 520745 168840, 520785 168844, 520759 168869, 520790 168885, 520790 168981, 520848 168981, 520873 168962, 520911 168979, 520917 169009))"
2814,Kingston upon Thames 002E,2815,E01002959,3357.633550695216,428473.9720069579,"POLYGON ((521055 169673, 521080 169547, 521063 169533, 520830 169524, 520751 169405, 520641 169403, 520481 169361, 520472 169333, 520496 169263, 520472 169250, 520453 169248, 520418 169393, 520364 169382, 520352 169439, 520252 169424, 520268 169348, 520251 169315, 520225 169341, 520177 169339, 520117 169543, 520167 169643, 520205 169661, 520198 169696, 520322 169717, 520439 169766, 520739 170000, 520934 170074, 520984 170074, 521088 169816, 521107 169674, 521055 169673))"
2815,Kingston upon Thames 006B,2816,E01002960,2722.0661097967673,264280.2804979429,"POLYGON ((520205 169671, 520139 169604, 520117 169543, 520177 169339, 520174 169295, 520143 169286, 520145 169260, 520177 169264, 520207 169164, 520368 169192, 520393 169161, 520370 169162, 520350 169141, 520161 169128, 520145 169011, 520091 169025, 520031 168982, 519645 169358, 519683 169425, 519670 169627, 519950 169635, 520198 169696, 520205 169671))"
2816,Kingston upon Thames 008D,2817,E01002961,3485.5830265192467,338208.3142649599,"POLYGON ((521111 169637, 521260 169028, 521256 169038, 521182 169020, 521150 169053, 521185 169082, 521169 169092, 521016 169075, 521005 169022, 520958 169011, 520952 168968, 520921 168982, 520917 169009, 520911 168979, 520873 168962, 520848 168981, 520790 168981, 520790 168885, 520759 168869, 520785 168844, 520745 168840, 520740 168930, 520710 168921, 520666 168964, 520635 168932, 520634 169002, 520604 169071, 520519 169120, 520496 169121, 520497 169100, 520480 169098, 520480 169120, 520444 169124, 520435 169158, 520397 169166, 520396 169197, 520463 169209, 520453 169248, 520496 169263, 520472 169333, 520481 169361, 520641 169403, 520751 169405, 520830 169524, 521063 169533, 521080 169547, 521055 169673, 521107 169674, 521111 169637))"
2817,Kingston upon Thames 006C,2818,E01002962,3216.513032969192,244227.70409843433,"POLYGON ((520354 169426, 520364 169382, 520418 169393, 520463 169209, 520397 169197, 520397 169166, 520435 169158, 520444 169124, 520480 169120, 520480 169098, 520497 169100, 520496 169121, 520519 169120, 520604 169071, 520634 169002, 520635 168932, 520598 168930, 520601 168888, 520558 168883, 520561 168847, 520487 168765, 520515 168686, 520557 168638, 520466 168634, 520426 168655, 520386 168637, 520031 168982, 520091 169025, 520145 169011, 520161 169128, 520350 169141, 520370 169162, 520392 169161, 520368 169192, 520201 169167, 520177 169264, 520147 169256, 520140 169281, 520174 169295, 520177 169339, 520225 169341, 520251 169315, 520268 169348, 520252 169424, 520352 169439, 520354 169426))"
2818,Kingston upon Thames 007D,2819,E01002963,2370.9135360190244,187195.31784371688,"POLYGON ((521169 169092, 521185 169082, 521150 169053, 521182 169020, 521256 169038, 521343 168634, 521006 168522, 520973 168573, 520973 168618, 520955 168625, 520950 168655, 520931 168652, 520931 168695, 520975 168710, 520955 168728, 520908 168722, 520892 168704, 520871 168719, 520832 168714, 520804 168687, 520787 168707, 520751 168702, 520750 168735, 520795 168746, 520798 168791, 520926 168819, 520924 168890, 520952 168893, 520970 168925, 520952 168939, 520951 168965, 520922 168958, 520921 168981, 520957 168971, 520955 169005, 521005 169022, 521016 169075, 521169 169092))"
2819,Kingston upon Thames 005A,2820,E01002964,5528.9281446594605,313981.56315492885,"POLYGON ((518342 169442, 518377 169417, 518513 169417, 518518 169385, 518557 169380, 518553 169345, 518585 169343, 518613 169166, 518645 169166, 518678 169034, 518709 169041, 518743 168958, 518735 168580, 518697 168601, 518691 168642, 518708 168672, 518687 168711, 518573 168745, 518516 168647, 518569 168671, 518596 168638, 518608 168595, 518586 168559, 518557 168581, 518530 168564, 518454 168570, 518438 168548, 518372 168532, 518309 168446, 518261 168429, 518271 168334, 518227 168336, 518213 168349, 518205 168480, 518231 168512, 518224 168569, 518185 168568, 518183 168604, 518158 168618, 518141 168658, 518164 168686, 518138 168707, 518145 168749, 518118 168776, 518088 168735, 518101 168720, 518083 168692, 518060 168693, 518065 168885, 518050 168935, 518066 168940, 518076 168905, 518140 168879, 518211 168792, 518212 168731, 518274 168691, 518272 168673, 518301 168719, 518284 168782, 518347 168742, 518387 168750, 518387 168704, 518477 168698, 518515 168756, 518481 168777, 518482 168799, 518518 168848, 518542 168842, 518539 168895, 518518 168889, 518495 168938, 518469 168942, 518461 168918, 518460 168978, 518419 168948, 518405 169000, 518303 169018, 518287 169281, 518324 169311, 518446 169322, 518440 169347, 518311 169346, 518273 169362, 518294 169436, 518324 169458, 518342 169442))"
2820,Kingston upon Thames 009A,2821,E01002965,3923.1444374092634,348612.88082684844,"POLYGON ((518060 168722, 518060 168693, 518083 168692, 518101 168720, 518088 168735, 518118 168776, 518144 168753, 518138 168707, 518164 168686, 518141 168658, 518158 168618, 518183 168604, 518185 168568, 518224 168569, 518231 168512, 518205 168484, 518213 168349, 518286 168323, 518272 168230, 518325 168224, 518326 168196, 518243 168160, 518193 168094, 518171 168090, 518129 168178, 518093 168176, 518088 168191, 518116 168205, 518101 168236, 518034 168178, 518018 168086, 517817 168123, 517817 168165, 517764 168172, 517628 167858, 517512 167906, 517533 167960, 517675 168118, 517704 168180, 517733 168314, 517742 168461, 517722 168709, 517797 168729, 517855 168891, 517844 168927, 517901 168933, 517908 168842, 518016 168810, 518020 168794, 518059 168792, 518060 168722))"
2821,Kingston upon Thames 010C,2822,E01002966,4538.291963655965,504493.121811915,"POLYGON ((518603 168728, 518687 168711, 518708 168672, 518691 168642, 518697 168601, 518721 168581, 518735 168580, 518736 168653, 519050 168572, 519418 168567, 519604 168519, 519803 168322, 519888 168260, 519950 168159, 519729 168078, 519580 168172, 519455 168182, 519171 168315, 518730 168312, 518707 168318, 518710 168345, 518692 168347, 518424 168215, 518326 168196, 518325 168224, 518272 168230, 518286 168320, 518271 168334, 518261 168429, 518309 168446, 518372 168532, 518438 168548, 518454 168570, 518530 168564, 518557 168581, 518586 168559, 518608 168595, 518596 168638, 518569 168671, 518516 168647, 518573 168745, 518603 168728))"
2822,Kingston upon Thames 009B,2823,E01002967,2369.6134984261785,197147.7542752834,"POLYGON ((518108 168221, 518116 168205, 518088 168191, 518093 168176, 518129 168178, 518166 168092, 518193 168094, 517998 167837, 517873 167633, 517578 167757, 517561 167725, 517460 167803, 517491 167842, 517512 167906, 517628 167858, 517764 168172, 517817 168165, 517817 168123, 518018 168086, 518042 168192, 518101 168236, 518108 168221))"
2823,Kingston upon Thames 009C,2824,E01002968,5285.612750688687,555785.8342389562,"POLYGON ((518380 169554, 518598 169578, 518557 169380, 518518 169385, 518508 169418, 518377 169417, 518324 169458, 518294 169436, 518296 169407, 518274 169373, 518311 169346, 518446 169345, 518438 169318, 518324 169311, 518296 169296, 518283 169195, 518303 169018, 518405 169000, 518419 168948, 518460 168978, 518461 168918, 518469 168942, 518495 168938, 518518 168889, 518539 168895, 518542 168842, 518518 168848, 518478 168791, 518515 168756, 518492 168710, 518462 168692, 518387 168704, 518387 168750, 518347 168742, 518284 168782, 518301 168719, 518272 168673, 518274 168691, 518212 168731, 518209 168794, 518140 168879, 518076 168905, 518058 168941, 518059 168792, 518020 168794, 518016 168810, 517908 168842, 517901 168933, 517844 168927, 517855 168891, 517797 168729, 517722 168709, 517699 169165, 517735 169524, 517730 169634, 518380 169554))"
2824,Kingston upon Thames 005B,2825,E01002969,1610.7124206721494,68988.97912811038,"POLYGON ((519109 169238, 519310 169130, 519301 169103, 519332 169069, 519325 169049, 519359 169049, 519358 169025, 519407 169008, 519408 168931, 519265 168925, 519253 168961, 519226 168962, 519220 169025, 519190 169025, 519190 169047, 519151 169040, 519119 169064, 519102 169057, 519102 169005, 519066 169005, 519069 168984, 519052 168974, 519019 169002, 519059 169025, 519055 169043, 519008 169050, 518971 169157, 519062 169158, 519049 169217, 519078 169248, 519109 169238))"
2825,Kingston upon Thames 006D,2826,E01002970,3022.0126055404517,286439.16299411503,"POLYGON ((519786 169220, 519933 169076, 519917 169066, 519924 169034, 519904 169010, 519871 169026, 519852 169048, 519869 169065, 519847 169083, 519760 169016, 519724 168938, 519756 168911, 519722 168869, 519741 168828, 519569 168616, 519545 168542, 519418 168567, 519196 168568, 519184 168725, 519245 168807, 519325 168853, 519406 168851, 519407 169008, 519358 169025, 519359 169049, 519325 169049, 519332 169069, 519301 169103, 519310 169130, 519374 169087, 519546 169260, 519573 169219, 519632 169288, 519626 169303, 519654 169349, 519786 169220))"
2826,Kingston upon Thames 005C,2827,E01002971,4406.455310648713,317977.3156719506,"POLYGON ((518779 169486, 518756 169442, 518799 169403, 518846 169407, 518859 169452, 518901 169436, 518927 169391, 518881 169363, 518772 169340, 518804 169289, 518837 169303, 518851 169288, 518827 169286, 518819 169256, 518759 169231, 518755 169166, 518725 169144, 518774 169119, 518737 169090, 518745 169052, 518800 169075, 518803 169053, 518822 169048, 518830 169070, 518912 169127, 518939 169030, 519008 169050, 519055 169043, 519059 169025, 519019 169002, 519052 168974, 519069 168984, 519066 169005, 519102 169005, 519102 169057, 519119 169064, 519151 169040, 519190 169047, 519190 169025, 519220 169025, 519226 168962, 519253 168961, 519265 168925, 519408 168931, 519411 168952, 519406 168851, 519313 168848, 519245 168807, 519184 168725, 519196 168568, 519128 168562, 519002 168580, 518732 168654, 518735 168991, 518709 169041, 518678 169034, 518645 169166, 518613 169166, 518585 169343, 518553 169345, 518582 169505, 518600 169482, 518782 169507, 518779 169486))"
2827,Kingston upon Thames 005D,2828,E01002972,3352.9712929894918,167272.2834130157,"POLYGON ((518874 169555, 518869 169521, 518948 169522, 518991 169461, 519026 169507, 519103 169516, 519106 169487, 519141 169497, 519151 169370, 519137 169363, 519142 169335, 519110 169341, 519118 169301, 519105 169279, 519174 169223, 519169 169211, 519078 169248, 519049 169217, 519062 169158, 518971 169157, 519006 169078, 519008 169050, 518985 169034, 518939 169030, 518912 169127, 518830 169070, 518822 169048, 518803 169053, 518800 169075, 518745 169052, 518737 169090, 518774 169119, 518726 169138, 518755 169166, 518759 169231, 518819 169256, 518827 169286, 518851 169288, 518837 169303, 518804 169289, 518772 169340, 518924 169387, 518901 169436, 518859 169452, 518846 169407, 518799 169403, 518756 169442, 518788 169491, 518782 169507, 518600 169482, 518584 169496, 518598 169578, 518803 169636, 518920 169645, 518874 169555))"
2828,Kingston upon Thames 006E,2829,E01002973,2811.351416398668,298225.7788980796,"POLYGON ((519868 169033, 519904 169010, 519924 169034, 519917 169066, 519933 169076, 520302 168720, 520300 168684, 520224 168691, 520228 168653, 520152 168555, 520105 168578, 520092 168557, 520064 168567, 520002 168481, 519942 168517, 519933 168505, 519951 168489, 519924 168438, 519939 168421, 519933 168405, 519881 168358, 519921 168270, 519901 168246, 519803 168322, 519635 168500, 519545 168542, 519569 168616, 519741 168828, 519722 168869, 519756 168911, 519724 168938, 519760 169016, 519847 169083, 519869 169065, 519852 169048, 519868 169033))"
2829,Kingston upon Thames 005E,2830,E01002974,2413.1631831391655,209183.43604993724,"POLYGON ((519444 169530, 519518 169479, 519654 169349, 519626 169303, 519632 169288, 519573 169219, 519546 169260, 519374 169087, 519169 169211, 519174 169223, 519149 169252, 519105 169279, 519118 169301, 519110 169341, 519142 169335, 519137 169363, 519151 169370, 519141 169497, 519106 169487, 519103 169516, 519026 169507, 518991 169461, 518948 169522, 518869 169521, 518920 169645, 519294 169591, 519444 169530))"
2830,Kingston upon Thames 012A,2831,E01002975,2566.927327758202,296209.1182388414,"POLYGON ((521186 166775, 521154 166775, 521132 166743, 521059 166723, 521011 166630, 521016 166615, 521001 166608, 521014 166563, 521034 166571, 521059 166507, 521028 166490, 520989 166527, 520991 166555, 520963 166563, 520949 166536, 520888 166498, 520806 166576, 520667 166600, 520522 166591, 520493 166891, 520480 166910, 520884 167226, 520939 167190, 520907 167155, 521041 166997, 521014 166967, 521200 166792, 521186 166775))"
2831,Kingston upon Thames 015A,2832,E01002976,3400.9736934851826,277712.26696631615,"POLYGON ((522573 167059, 522648 166697, 522496 166560, 522369 166342, 522283 166401, 522276 166357, 522263 166368, 522217 166357, 522173 166425, 522216 166452, 522251 166607, 522209 166595, 522196 166530, 522112 166481, 521903 166437, 521872 166495, 521896 166491, 521980 166567, 521938 166637, 522207 166739, 522295 166814, 522363 166909, 522410 167017, 522491 167369, 522539 167265, 522573 167059))"
2832,Kingston upon Thames 012B,2833,E01002977,4234.783002166222,298875.58168061625,"POLYGON ((521627 166832, 521580 166721, 521690 166592, 521661 166554, 521749 166455, 521747 166422, 521685 166381, 521641 166443, 521569 166416, 521491 166440, 521455 166411, 521414 166425, 521405 166430, 521417 166486, 521250 166396, 521215 166434, 521181 166407, 521239 166350, 521222 166290, 521208 166306, 521178 166285, 521119 166326, 521110 166356, 521061 166406, 521015 166350, 520984 166355, 520968 166433, 520900 166389, 520863 166463, 520836 166457, 520756 166359, 520719 166411, 520541 166550, 520524 166585, 520667 166600, 520806 166576, 520888 166498, 520967 166563, 520991 166555, 520989 166527, 521016 166500, 521040 166492, 521059 166507, 521034 166571, 521014 166563, 521001 166608, 521016 166615, 521011 166630, 521059 166723, 521132 166743, 521154 166775, 521186 166775, 521201 166791, 521231 166765, 521301 166826, 521384 166737, 521459 166745, 521470 166771, 521546 166826, 521602 166784, 521627 166832))"
2833,Kingston upon Thames 015B,2834,E01002978,4346.463336600351,363737.0315224021,"POLYGON ((521900 166499, 521872 166495, 521903 166437, 522112 166481, 522196 166530, 522209 166595, 522251 166607, 522216 166452, 522173 166425, 522217 166357, 522263 166368, 522276 166357, 522231 166015, 522194 166009, 522157 166030, 522080 166006, 522032 166025, 521950 165996, 521774 165894, 521627 165861, 521630 165911, 521750 165934, 521888 166013, 521837 166034, 521761 165989, 521675 165966, 521652 165980, 521649 166009, 521605 166007, 521611 166060, 521665 166066, 521662 166117, 521644 166162, 521615 166156, 521588 166169, 521562 166244, 521485 166363, 521519 166399, 521500 166432, 521569 166416, 521641 166443, 521681 166381, 521747 166422, 521749 166455, 521661 166554, 521690 166592, 521642 166642, 521971 166659, 521937 166634, 521980 166567, 521900 166499))"
2834,Kingston upon Thames 015C,2835,E01002979,3741.482984278682,338223.59415296535,"POLYGON ((521417 166486, 521405 166430, 521455 166411, 521491 166440, 521500 166432, 521519 166399, 521485 166363, 521562 166244, 521588 166169, 521615 166156, 521644 166162, 521662 166117, 521665 166066, 521611 166060, 521605 166007, 521649 166009, 521652 165980, 521675 165966, 521761 165989, 521837 166034, 521888 166013, 521750 165934, 521630 165911, 521627 165861, 521382 165864, 521207 165902, 521111 165940, 521082 166044, 521021 166139, 520951 166200, 520827 166262, 520756 166359, 520836 166457, 520863 166463, 520900 166389, 520968 166433, 520984 166355, 521015 166350, 521061 166406, 521160 166292, 521178 166285, 521208 166306, 521222 166290, 521239 166350, 521181 166407, 521215 166434, 521250 166396, 521417 166486))"
2835,Kingston upon Thames 012C,2836,E01002980,2212.283252227067,230475.84926145704,"POLYGON ((520983 167148, 521243 167182, 521648 167161, 521653 166907, 521602 166784, 521546 166826, 521470 166771, 521459 166745, 521376 166737, 521301 166826, 521231 166765, 521014 166967, 521041 166997, 520907 167155, 520939 167190, 520983 167148))"
2836,Kingston upon Thames 012D,2837,E01002981,4052.6903144714793,377016.4676625713,"POLYGON ((521541 167686, 521561 167686, 521570 167660, 521622 167623, 521602 167582, 521537 167539, 521545 167471, 521500 167471, 521408 167436, 521400 167388, 521411 167337, 521312 167344, 521231 167305, 521231 167286, 521319 167232, 521397 167228, 521392 167171, 521243 167182, 520988 167144, 520884 167226, 520480 166910, 520465 167034, 520399 167209, 520529 167227, 520590 167306, 520771 167400, 520732 167554, 520772 167562, 520809 167545, 520803 167454, 520840 167407, 521033 167507, 521332 167736, 521459 167726, 521541 167686))"
2837,Kingston upon Thames 015D,2838,E01002982,3650.649713849417,258120.38372505954,"POLYGON ((522072 167891, 522102 167842, 522028 167806, 521996 167740, 521943 167748, 521897 167727, 521884 167702, 521903 167683, 521902 167652, 521803 167614, 521823 167567, 521875 167585, 521906 167532, 521893 167492, 521907 167466, 521830 167432, 521845 167377, 521835 167300, 521789 167272, 521807 167198, 521840 167200, 521850 167178, 521850 167155, 521824 167155, 521843 167006, 521793 167014, 521738 166997, 521700 167007, 521696 166960, 521652 166954, 521648 167161, 521392 167171, 521397 167228, 521322 167231, 521231 167286, 521231 167305, 521312 167344, 521411 167337, 521400 167388, 521408 167436, 521500 167471, 521545 167471, 521537 167539, 521602 167582, 521619 167632, 521650 167646, 521642 167654, 521714 167688, 521731 167672, 521812 167717, 521949 167811, 521932 167815, 521957 167835, 521950 167844, 522052 167916, 522072 167891))"
2838,Kingston upon Thames 015E,2839,E01002983,3891.582448095048,649265.99866266,"POLYGON ((522164 167741, 522224 167642, 522298 167608, 522376 167598, 522419 167570, 522481 167430, 522477 167375, 522491 167369, 522380 166940, 522320 166844, 522245 166766, 522112 166693, 521981 166660, 521639 166642, 521580 166721, 521649 166884, 521652 166955, 521696 166960, 521700 167007, 521738 166997, 521793 167014, 521843 167006, 521824 167155, 521850 167155, 521850 167178, 521840 167200, 521807 167198, 521789 167272, 521835 167300, 521845 167377, 521830 167432, 521907 167466, 521893 167492, 521906 167532, 521875 167585, 521823 167567, 521803 167614, 521902 167652, 521903 167683, 521884 167702, 521892 167721, 521943 167748, 521996 167740, 522028 167806, 522065 167831, 522102 167842, 522164 167741))"
2839,Kingston upon Thames 012E,2840,E01002984,3393.1664464811456,271473.9461909104,"POLYGON ((521381 168064, 521513 168082, 521517 168044, 521493 167979, 521514 167960, 521503 167934, 521526 167868, 521660 167899, 521730 167862, 521692 167800, 521630 167792, 521594 167744, 521616 167677, 521650 167645, 521619 167632, 521573 167657, 521561 167686, 521518 167688, 521459 167726, 521332 167736, 521033 167507, 520840 167407, 520821 167421, 520798 167500, 520809 167545, 521026 167674, 521060 167622, 521092 167648, 521051 167690, 521105 167735, 521108 167761, 521061 167810, 521006 167810, 520966 167888, 520990 167906, 520967 167934, 521115 168148, 521381 168064))"
2840,Kingston upon Thames 007E,2841,E01002985,2151.8583629829304,172121.9484749963,"POLYGON ((522046 167910, 521950 167844, 521957 167835, 521932 167815, 521949 167811, 521812 167717, 521731 167672, 521714 167688, 521642 167654, 521594 167721, 521596 167750, 521630 167792, 521692 167800, 521730 167862, 521660 167899, 521523 167869, 521503 167934, 521514 167960, 521493 167979, 521517 168044, 521513 168082, 522064 168145, 522063 168080, 522015 167970, 522046 167910))"
2841,Kingston upon Thames 008E,2842,E01002986,3355.01689581433,438768.0933451381,"POLYGON ((520652 167864, 520684 167737, 520840 167798, 520966 167888, 521006 167810, 521061 167810, 521108 167761, 521105 167735, 521051 167690, 521092 167648, 521060 167622, 521031 167675, 520835 167555, 520732 167554, 520771 167400, 520590 167306, 520529 167227, 520399 167209, 520144 167574, 520068 167744, 520035 167866, 520092 167858, 520257 167921, 520626 167973, 520652 167864))"
2842,Kingston upon Thames 011B,2843,E01002987,3204.5555249338267,212594.07018087734,"POLYGON ((517980 167672, 518010 167701, 518037 167685, 518044 167706, 518067 167695, 518139 167704, 518142 167659, 518188 167652, 518192 167677, 518252 167706, 518336 167680, 518342 167699, 518356 167655, 518382 167651, 518421 167614, 518401 167595, 518421 167529, 518146 167326, 517736 167059, 517734 167117, 517748 167145, 517687 167189, 517709 167218, 517729 167199, 517757 167202, 517802 167244, 517838 167214, 517857 167227, 517845 167242, 517857 167271, 517916 167337, 518000 167377, 518021 167376, 518035 167350, 518066 167369, 518061 167384, 517946 167424, 517906 167395, 517841 167447, 517812 167445, 517777 167392, 517743 167426, 517822 167552, 517787 167567, 517802 167581, 517801 167608, 517839 167625, 517863 167617, 517920 167711, 517980 167672))"
2843,Kingston upon Thames 011C,2844,E01002988,3279.6429335313755,285180.0834212976,"POLYGON ((517535 167678, 517465 167566, 517383 167473, 517456 167457, 517459 167483, 517497 167522, 517565 167476, 517604 167467, 517545 167392, 517596 167359, 517573 167329, 517625 167303, 517608 167296, 517622 167268, 517674 167241, 517655 167212, 517748 167145, 517734 167117, 517736 167059, 517276 166744, 517229 166849, 517215 166847, 517219 166870, 517398 167035, 517282 167227, 517139 167412, 517460 167803, 517561 167725, 517535 167678))"
2844,Kingston upon Thames 011D,2845,E01002989,2720.656349838522,151407.83232942803,"POLYGON ((517763 167678, 517873 167633, 517863 167617, 517839 167625, 517801 167608, 517802 167581, 517787 167567, 517822 167552, 517743 167426, 517757 167411, 517777 167392, 517812 167445, 517841 167447, 517906 167395, 517946 167424, 518061 167384, 518066 167369, 518035 167350, 518021 167376, 518000 167377, 517916 167337, 517857 167271, 517845 167242, 517857 167227, 517838 167214, 517802 167244, 517757 167202, 517729 167199, 517710 167219, 517687 167189, 517655 167212, 517674 167241, 517607 167286, 517625 167303, 517573 167329, 517596 167359, 517545 167392, 517604 167467, 517565 167476, 517497 167522, 517459 167483, 517456 167457, 517383 167473, 517465 167566, 517578 167757, 517763 167678))"
2845,Kingston upon Thames 009D,2846,E01002990,2658.3048091274795,168955.39786272045,"POLYGON ((518290 168039, 518297 168064, 518318 168055, 518367 168068, 518343 168030, 518369 167997, 518318 167970, 518366 167903, 518371 167847, 518425 167831, 518459 167723, 518580 167712, 518598 167698, 518589 167674, 518604 167644, 518421 167529, 518401 167595, 518421 167614, 518382 167651, 518356 167655, 518342 167699, 518336 167680, 518252 167706, 518192 167677, 518188 167652, 518142 167659, 518139 167704, 518067 167695, 518044 167706, 518037 167685, 518010 167701, 517980 167672, 517920 167711, 518237 168155, 518319 168194, 518324 168156, 518294 168144, 518283 168100, 518265 168097, 518290 168039))"
2846,Kingston upon Thames 009E,2847,E01002991,2822.5323334186223,227764.6811582326,"POLYGON ((518732 168312, 518770 168313, 518772 168279, 518754 168243, 518765 168229, 518873 168189, 518858 168033, 518849 168018, 518802 168033, 518784 168056, 518743 168051, 518703 168088, 518689 168076, 518700 167978, 518723 167995, 518729 168028, 518768 168013, 518683 167766, 518653 167782, 518646 167771, 518679 167682, 518604 167644, 518589 167674, 518598 167698, 518580 167712, 518527 167707, 518455 167729, 518425 167831, 518371 167847, 518366 167903, 518318 167970, 518369 167997, 518343 168030, 518367 168068, 518318 168055, 518297 168064, 518293 168031, 518265 168097, 518283 168100, 518294 168144, 518324 168156, 518320 168194, 518424 168215, 518692 168347, 518710 168345, 518707 168318, 518732 168312))"
2847,Kingston upon Thames 010D,2848,E01002992,3374.181195604217,330074.5125297083,"POLYGON ((519171 168315, 519455 168182, 519580 168172, 519729 168078, 518978 167821, 518679 167682, 518646 167771, 518653 167782, 518683 167766, 518768 168013, 518729 168028, 518723 167995, 518700 167978, 518689 168076, 518703 168088, 518743 168051, 518784 168056, 518802 168033, 518849 168018, 518869 168097, 518866 168198, 518794 168212, 518754 168243, 518772 168279, 518770 168313, 519171 168315))"
2848,Kingston upon Thames 013C,2849,E01002993,2144.1086924767033,166096.54398301782,"POLYGON ((517937 167150, 517957 167163, 517941 167138, 517950 167133, 517975 167153, 517963 167125, 517982 167149, 517975 167118, 517990 167144, 518000 167139, 517983 167112, 518040 167076, 518008 166975, 517963 166980, 518019 166935, 518004 166933, 518013 166870, 517939 166818, 517906 166830, 517843 166782, 517815 166726, 517671 166609, 517654 166616, 517592 166659, 517599 166671, 517566 166704, 517571 166729, 517469 166879, 517939 167195, 517937 167150))"
2849,Kingston upon Thames 016A,2850,E01002994,3368.478372983617,319265.46474392276,"POLYGON ((517742 166492, 517766 166490, 517768 166466, 517846 166467, 517841 166432, 517798 166407, 517801 166362, 517823 166320, 517887 166310, 517986 166383, 518054 166403, 518084 166370, 518112 166404, 518131 166362, 518158 166384, 518189 166360, 518254 166356, 518312 166326, 518336 166283, 518322 166261, 518358 166244, 518333 166139, 518438 166109, 518396 165919, 518481 165892, 518473 165857, 518276 165901, 518240 165748, 518037 165801, 517856 165928, 517828 165917, 517814 165963, 517761 165956, 517753 166113, 517742 166111, 517736 166178, 517716 166220, 517788 166190, 517807 166159, 517867 166155, 517869 166176, 517762 166337, 517711 166480, 517742 166492))"
2850,Kingston upon Thames 013D,2851,E01002995,4691.545866530321,409301.44965347054,"POLYGON ((518094 167111, 518141 167072, 518120 167060, 518131 167005, 518116 166963, 518159 166924, 518204 166915, 518314 166840, 518380 166951, 518404 166952, 518398 166900, 518449 166872, 518495 166773, 518479 166734, 518399 166690, 518378 166651, 518379 166612, 518407 166580, 518396 166551, 518422 166458, 518390 166425, 518409 166391, 518377 166362, 518421 166345, 518397 166306, 518367 166304, 518358 166244, 518322 166261, 518336 166283, 518312 166326, 518254 166356, 518189 166360, 518158 166384, 518131 166362, 518112 166404, 518084 166370, 518054 166403, 517986 166383, 517887 166310, 517823 166320, 517801 166362, 517798 166407, 517841 166432, 517846 166467, 517768 166466, 517766 166490, 517739 166492, 517711 166480, 517762 166337, 517869 166176, 517867 166155, 517807 166159, 517788 166190, 517712 166222, 517653 166440, 517572 166546, 517635 166592, 517592 166659, 517671 166609, 517832 166742, 517843 166782, 517906 166830, 517939 166818, 518013 166870, 518004 166933, 518019 166935, 517963 166980, 518014 166983, 518040 167076, 518021 167091, 518074 167120, 518094 167111))"
